pair,symbol,spread_bin,burst_stratum,day,horizon_k,forward,n,mean,t,pos_frac
Mark 01|Mark 22,VEV_6500,tight,multi_print_burst,2,20,extract,95,0.3263157894736842,0.7579043745070021,0.47368421052631576
Mark 01|Mark 22,VEV_6500,tight,multi_print_burst,2,100,self_mid,94,0.0,,0.0
Mark 01|Mark 22,VEV_6500,tight,multi_print_burst,2,100,extract,94,-0.015957446808510637,-0.017036441259365723,0.44680851063829785
Mark 01|Mark 22,VEV_6500,tight,multi_print_burst,3,5,self_mid,124,0.0,,0.0
Mark 01|Mark 22,VEV_6500,tight,multi_print_burst,3,5,extract,124,0.12903225806451613,0.6460325923949995,0.46774193548387094
Mark 01|Mark 22,VEV_6500,tight,multi_print_burst,3,20,self_mid,124,0.0,,0.0
Mark 01|Mark 22,VEV_6500,tight,multi_print_burst,3,20,extract,124,0.5725806451612904,1.3153008062043476,0.47580645161290325
Mark 01|Mark 22,VEV_6500,tight,multi_print_burst,3,100,self_mid,123,0.0,,0.0
Mark 01|Mark 22,VEV_6500,tight,multi_print_burst,3,100,extract,123,1.2723577235772359,1.581596614115598,0.6178861788617886
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,1,5,self_mid,48,0.7291666666666666,2.2690173194171694,0.5833333333333334
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,1,5,extract,48,0.7291666666666666,2.2690173194171694,0.5833333333333334
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,1,20,self_mid,48,1.3125,2.0963605468960997,0.5208333333333334
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,1,20,extract,48,1.3125,2.0963605468960997,0.5208333333333334
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,1,100,self_mid,48,-0.65625,-0.4939201136646928,0.4375
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,1,100,extract,48,-0.65625,-0.4939201136646928,0.4375
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,2,5,self_mid,56,-0.008928571428571428,-0.030569593430029036,0.4642857142857143
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,2,5,extract,56,-0.008928571428571428,-0.030569593430029036,0.4642857142857143
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,2,20,self_mid,56,-0.8482142857142857,-1.592337808915514,0.35714285714285715
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,2,20,extract,56,-0.8482142857142857,-1.592337808915514,0.35714285714285715
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,2,100,self_mid,56,-0.125,-0.10868464631950404,0.5
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,2,100,extract,56,-0.125,-0.10868464631950404,0.5
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,3,5,self_mid,59,0.3305084745762712,1.1289190622276537,0.423728813559322
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,3,5,extract,59,0.3305084745762712,1.1289190622276537,0.423728813559322
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,3,20,self_mid,59,0.6694915254237288,1.165411890472234,0.4915254237288136
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,3,20,extract,59,0.6694915254237288,1.165411890472234,0.4915254237288136
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,3,100,self_mid,59,-0.03389830508474576,-0.02590539506636367,0.5254237288135594
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,3,100,extract,59,-0.03389830508474576,-0.02590539506636367,0.5254237288135594
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,1,5,self_mid,21,0.6190476190476191,1.5278266078473726,0.6190476190476191
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,1,5,extract,21,0.6190476190476191,1.5278266078473726,0.6190476190476191
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,1,20,self_mid,21,-1.2142857142857142,-1.8381511603322256,0.38095238095238093
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,1,20,extract,21,-1.2142857142857142,-1.8381511603322256,0.38095238095238093
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,1,100,self_mid,21,0.09523809523809523,0.049755708337295944,0.42857142857142855
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,1,100,extract,21,0.09523809523809523,0.049755708337295944,0.42857142857142855
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,2,5,self_mid,29,-0.3275862068965517,-0.9282107406174598,0.41379310344827586
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,2,5,extract,29,-0.3275862068965517,-0.9282107406174598,0.41379310344827586
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,2,20,self_mid,29,-0.8103448275862069,-1.4165974821552663,0.41379310344827586
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,2,20,extract,29,-0.8103448275862069,-1.4165974821552663,0.41379310344827586
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,2,100,self_mid,29,-0.20689655172413793,-0.11578444643808165,0.4827586206896552
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,2,100,extract,29,-0.20689655172413793,-0.11578444643808165,0.4827586206896552
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,3,5,self_mid,32,0.265625,0.5417360102536862,0.5625
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,3,5,extract,32,0.265625,0.5417360102536862,0.5625
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,3,20,self_mid,32,-0.25,-0.2466051998050083,0.5625
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,3,20,extract,32,-0.25,-0.2466051998050083,0.5625
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,3,100,self_mid,32,-2.921875,-1.74522629606955,0.375
Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,3,100,extract,32,-2.921875,-1.74522629606955,0.375
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,1,5,self_mid,6,-0.5,-1.118033988749895,0.3333333333333333
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,1,5,extract,6,-1.0,-1.1547005383792517,0.3333333333333333
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,1,20,self_mid,6,-1.5833333333333333,-1.0995340911870437,0.3333333333333333
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,1,20,extract,6,-2.5833333333333335,-1.036911088308472,0.3333333333333333
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,1,100,self_mid,6,-4.083333333333333,-1.2116692413754222,0.3333333333333333
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,1,100,extract,6,-7.75,-1.3980616120852616,0.3333333333333333
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,2,5,self_mid,8,0.0,0.0,0.375
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,2,5,extract,8,0.125,0.4751909633114915,0.375
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,2,20,self_mid,8,2.625,2.781517949836592,0.75
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,2,20,extract,8,4.6875,2.7998108636100496,0.75
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,2,100,self_mid,8,2.8125,1.490215621151743,0.625
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,2,100,extract,8,4.875,1.702099543840741,0.625
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,3,5,self_mid,19,-0.2631578947368421,-1.0332548854774362,0.3157894736842105
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,3,5,extract,19,-0.23684210526315788,-0.5173211240365594,0.3684210526315789
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,3,20,self_mid,19,-0.5789473684210527,-0.8136993936008402,0.3157894736842105
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,3,20,extract,19,-0.5526315789473685,-0.44927852452040223,0.3157894736842105
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,3,100,self_mid,19,-0.05263157894736842,-0.0400053344002371,0.5263157894736842
Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,3,100,extract,19,0.2631578947368421,0.12759836042264178,0.5263157894736842
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,1,5,self_mid,170,0.47352941176470587,1.349169330190031,0.5117647058823529
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,1,5,extract,170,0.10588235294117647,0.5977035866929815,0.47058823529411764
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,1,20,self_mid,170,1.5441176470588236,2.3706399658791404,0.5941176470588235
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,1,20,extract,170,0.4970588235294118,1.47894362493679,0.5117647058823529
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,1,100,self_mid,170,1.785294117647059,1.2409662591115274,0.5470588235294118
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,1,100,extract,170,-0.13529411764705881,-0.16963884390071032,0.45294117647058824
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,2,5,self_mid,133,0.09774436090225563,0.2688679536915554,0.45112781954887216
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,2,5,extract,133,-0.16165413533834586,-0.8294880517152375,0.42105263157894735
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,2,20,self_mid,133,-0.11278195488721804,-0.15627903575420998,0.46616541353383456
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,2,20,extract,133,-0.19548872180451127,-0.48295709164181794,0.42857142857142855
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,2,100,self_mid,132,-0.375,-0.25096071203677633,0.44696969696969696
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,2,100,extract,132,0.19696969696969696,0.24873661261279573,0.44696969696969696
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,3,5,self_mid,158,-0.25,-0.6511234260460855,0.43037974683544306
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,3,5,extract,158,-0.23417721518987342,-1.2791894192879305,0.4050632911392405
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,3,20,self_mid,158,-0.23734177215189872,-0.33051742808474993,0.46835443037974683
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,3,20,extract,158,-0.8417721518987342,-2.3945236190775563,0.3860759493670886
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,3,100,self_mid,158,1.7373417721518987,1.210789333046954,0.5
Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,3,100,extract,158,-1.4620253164556962,-1.8874556518122996,0.4430379746835443
Mark 14|Mark 38,VEV_4000,tight,isolated_print,1,5,self_mid,77,-0.24675324675324675,-1.0441580576689438,0.4155844155844156
Mark 14|Mark 38,VEV_4000,tight,isolated_print,1,5,extract,77,-0.2077922077922078,-0.955644142253856,0.37662337662337664
Mark 14|Mark 38,VEV_4000,tight,isolated_print,1,20,self_mid,77,-0.16233766233766234,-0.3210506885237131,0.44155844155844154
Mark 14|Mark 38,VEV_4000,tight,isolated_print,1,20,extract,77,-0.16233766233766234,-0.3380881398924433,0.42857142857142855
Mark 14|Mark 38,VEV_4000,tight,isolated_print,1,100,self_mid,76,-0.6776315789473685,-0.7386356638654228,0.3815789473684211
Mark 14|Mark 38,VEV_4000,tight,isolated_print,1,100,extract,76,-0.756578947368421,-0.8160692720204772,0.3815789473684211
Mark 14|Mark 38,VEV_4000,tight,isolated_print,2,5,self_mid,49,-0.10204081632653061,-0.30632385518880434,0.5102040816326531
Mark 14|Mark 38,VEV_4000,tight,isolated_print,2,5,extract,49,0.08163265306122448,0.24220656192194215,0.5102040816326531
Mark 14|Mark 38,VEV_4000,tight,isolated_print,2,20,self_mid,49,-0.8367346938775511,-1.1980860876897275,0.4489795918367347
Mark 14|Mark 38,VEV_4000,tight,isolated_print,2,20,extract,49,-0.8571428571428571,-1.2338828795118373,0.4489795918367347
Mark 14|Mark 38,VEV_4000,tight,isolated_print,2,100,self_mid,49,0.5816326530612245,0.3921641872901038,0.5102040816326531
Mark 14|Mark 38,VEV_4000,tight,isolated_print,2,100,extract,49,0.5408163265306123,0.3607686305111412,0.46938775510204084
Mark 14|Mark 38,VEV_4000,tight,isolated_print,3,5,self_mid,71,0.08450704225352113,0.3397453403639418,0.4225352112676056
Mark 14|Mark 38,VEV_4000,tight,isolated_print,3,5,extract,71,0.2605633802816901,1.0159315963409683,0.4507042253521127
Mark 14|Mark 38,VEV_4000,tight,isolated_print,3,20,self_mid,71,0.33098591549295775,0.6351931356955168,0.4647887323943662
Mark 14|Mark 38,VEV_4000,tight,isolated_print,3,20,extract,71,0.4084507042253521,0.7819215634807798,0.43661971830985913
Mark 14|Mark 38,VEV_4000,tight,isolated_print,3,100,self_mid,71,0.647887323943662,0.6083665474542863,0.5070422535211268
Mark 14|Mark 38,VEV_4000,tight,isolated_print,3,100,extract,71,0.47183098591549294,0.45034942759748087,0.5211267605633803
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,1,5,self_mid,108,0.1712962962962963,0.8622451110194272,0.48148148148148145
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,1,5,extract,108,0.1712962962962963,0.8622451110194272,0.48148148148148145
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,1,20,self_mid,108,-0.032407407407407406,-0.08135634400363424,0.4537037037037037
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,1,20,extract,108,-0.032407407407407406,-0.08135634400363424,0.4537037037037037
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,1,100,self_mid,106,-0.39622641509433965,-0.4686193206543085,0.4528301886792453
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,1,100,extract,106,-0.39622641509433965,-0.4686193206543085,0.4528301886792453
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,2,5,self_mid,85,-0.36470588235294116,-1.575309821249289,0.3411764705882353
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,2,5,extract,85,-0.36470588235294116,-1.575309821249289,0.3411764705882353
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,2,20,self_mid,85,-0.28823529411764703,-0.6892380650838428,0.3764705882352941
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,2,20,extract,85,-0.28823529411764703,-0.6892380650838428,0.3764705882352941
