n,mean,median,t,pos_frac,mean_ci95_lo,mean_ci95_hi,pair,symbol,spread_bin,burst_stratum,horizon_k,forward
260,0.0038461538461538464,0.0,0.042481044090478634,0.4153846153846154,-0.15778846153846152,0.17504807692307686,Mark 01|Mark 22,VEV_5400,all,multi_print_burst,100,self_mid
260,0.5384615384615384,1.0,0.9465890553304961,0.5346153846153846,-0.6248557692307691,1.5973557692307683,Mark 01|Mark 22,VEV_5400,all,multi_print_burst,100,extract
213,0.018779342723004695,0.0,0.7356661111158213,0.17370892018779344,-0.030575117370892014,0.06807511737089202,Mark 01|Mark 22,VEV_5400,tight,multi_print_burst,5,self_mid
213,0.11971830985915492,0.0,0.8425448002610483,0.4647887323943662,-0.1528755868544601,0.41085680751173703,Mark 01|Mark 22,VEV_5400,tight,multi_print_burst,5,extract
213,0.08685446009389672,0.0,1.7052628440955544,0.3051643192488263,-0.023474178403755867,0.18309859154929578,Mark 01|Mark 22,VEV_5400,tight,multi_print_burst,20,self_mid
213,0.6291079812206573,0.0,2.0335536875687974,0.4788732394366197,0.027758215962441338,1.2607394366197182,Mark 01|Mark 22,VEV_5400,tight,multi_print_burst,20,extract
211,0.12085308056872038,0.0,1.2789188869480632,0.41706161137440756,-0.08293838862559241,0.29863744075829374,Mark 01|Mark 22,VEV_5400,tight,multi_print_burst,100,self_mid
211,1.2535545023696681,1.0,2.0587922475190994,0.5592417061611374,0.1959715639810427,2.369727488151659,Mark 01|Mark 22,VEV_5400,tight,multi_print_burst,100,extract
50,-0.15,0.0,-2.781517949836592,0.16,-0.25,-0.03975000000000023,Mark 01|Mark 22,VEV_5400,wide,multi_print_burst,5,self_mid
50,-0.43,-0.5,-1.53601419281569,0.28,-0.93,0.17,Mark 01|Mark 22,VEV_5400,wide,multi_print_burst,5,extract
50,-0.16,-0.5,-1.2894876373638113,0.32,-0.39049999999999996,0.07024999999999978,Mark 01|Mark 22,VEV_5400,wide,multi_print_burst,20,self_mid
50,-0.65,-1.0,-0.9547263883489324,0.38,-1.8909999999999998,0.6004999999999995,Mark 01|Mark 22,VEV_5400,wide,multi_print_burst,20,extract
49,-0.5,-0.5,-2.042109880970524,0.40816326530612246,-0.9798469387755102,-0.020153061224490027,Mark 01|Mark 22,VEV_5400,wide,multi_print_burst,100,self_mid
49,-2.5408163265306123,-2.0,-1.7803492592079546,0.42857142857142855,-5.4900510204081625,0.12551020408162986,Mark 01|Mark 22,VEV_5400,wide,multi_print_burst,100,extract
299,-0.020066889632107024,0.0,-1.5273947271756931,0.056856187290969896,-0.04356187290969899,0.005058528428093608,Mark 01|Mark 22,VEV_5500,all,multi_print_burst,5,self_mid
299,0.021739130434782608,0.0,0.18434492760651558,0.43812709030100333,-0.1706103678929766,0.25593645484949823,Mark 01|Mark 22,VEV_5500,all,multi_print_burst,5,extract
299,0.02508361204013378,0.0,1.0478169779074453,0.14381270903010032,-0.01676421404682274,0.07692307692307693,Mark 01|Mark 22,VEV_5500,all,multi_print_burst,20,self_mid
299,0.3177257525083612,0.0,1.2052776969635473,0.47157190635451507,-0.15225752508361204,0.8578177257525068,Mark 01|Mark 22,VEV_5500,all,multi_print_burst,20,extract
297,-0.02356902356902357,0.0,-0.5699484745307889,0.23905723905723905,-0.09764309764309764,0.05387205387205387,Mark 01|Mark 22,VEV_5500,all,multi_print_burst,100,self_mid
297,0.30976430976430974,1.0,0.5661359741760169,0.5218855218855218,-0.7847222222222222,1.3973484848484847,Mark 01|Mark 22,VEV_5500,all,multi_print_burst,100,extract
283,-0.01060070671378092,0.0,-0.8481071957614428,0.04946996466431095,-0.035379858657243815,0.014178445229681938,Mark 01|Mark 22,VEV_5500,tight,multi_print_burst,5,self_mid
283,0.037102473498233215,0.0,0.302969480442598,0.4452296819787986,-0.20150176678445228,0.2562720848056536,Mark 01|Mark 22,VEV_5500,tight,multi_print_burst,5,extract
283,0.03180212014134275,0.0,1.2938628720198613,0.13780918727915195,-0.012367491166077738,0.0812720848056537,Mark 01|Mark 22,VEV_5500,tight,multi_print_burst,20,self_mid
283,0.31095406360424027,0.0,1.13127570234749,0.47703180212014135,-0.21912544169611306,0.8060512367491162,Mark 01|Mark 22,VEV_5500,tight,multi_print_burst,20,extract
281,-0.017793594306049824,0.0,-0.42423891815015063,0.2277580071174377,-0.08723309608540925,0.06943950177935938,Mark 01|Mark 22,VEV_5500,tight,multi_print_burst,100,self_mid
281,0.3914590747330961,1.0,0.6956395487030251,0.5231316725978647,-0.6232651245551601,1.3571619217081838,Mark 01|Mark 22,VEV_5500,tight,multi_print_burst,100,extract
317,0.0,0.0,,0.0,0.0,0.0,Mark 01|Mark 22,VEV_6000,all,multi_print_burst,5,self_mid
317,0.014195583596214511,0.0,0.1223633893942703,0.4353312302839117,-0.21455047318611986,0.24633280757097767,Mark 01|Mark 22,VEV_6000,all,multi_print_burst,5,extract
317,0.0,0.0,,0.0,0.0,0.0,Mark 01|Mark 22,VEV_6000,all,multi_print_burst,20,self_mid
317,0.2807570977917981,0.0,1.0940325903191777,0.47003154574132494,-0.2195583596214511,0.8267350157728705,Mark 01|Mark 22,VEV_6000,all,multi_print_burst,20,extract
314,0.0,0.0,,0.0,0.0,0.0,Mark 01|Mark 22,VEV_6000,all,multi_print_burst,100,self_mid
314,0.14968152866242038,0.5,0.2851235216234295,0.5127388535031847,-0.8987261146496816,1.1292595541401271,Mark 01|Mark 22,VEV_6000,all,multi_print_burst,100,extract
317,0.0,0.0,,0.0,0.0,0.0,Mark 01|Mark 22,VEV_6000,tight,multi_print_burst,5,self_mid
317,0.014195583596214511,0.0,0.1223633893942703,0.4353312302839117,-0.16908517350157728,0.23190063091482646,Mark 01|Mark 22,VEV_6000,tight,multi_print_burst,5,extract
317,0.0,0.0,,0.0,0.0,0.0,Mark 01|Mark 22,VEV_6000,tight,multi_print_burst,20,self_mid
317,0.2807570977917981,0.0,1.0940325903191777,0.47003154574132494,-0.16888801261829653,0.8048895899053623,Mark 01|Mark 22,VEV_6000,tight,multi_print_burst,20,extract
314,0.0,0.0,,0.0,0.0,0.0,Mark 01|Mark 22,VEV_6000,tight,multi_print_burst,100,self_mid
314,0.14968152866242038,0.5,0.2851235216234295,0.5127388535031847,-0.7803343949044587,1.231568471337579,Mark 01|Mark 22,VEV_6000,tight,multi_print_burst,100,extract
317,0.0,0.0,,0.0,0.0,0.0,Mark 01|Mark 22,VEV_6500,all,multi_print_burst,5,self_mid
317,0.014195583596214511,0.0,0.1223633893942703,0.4353312302839117,-0.21632492113564666,0.2495268138801259,Mark 01|Mark 22,VEV_6500,all,multi_print_burst,5,extract
317,0.0,0.0,,0.0,0.0,0.0,Mark 01|Mark 22,VEV_6500,all,multi_print_burst,20,self_mid
317,0.2807570977917981,0.0,1.0940325903191777,0.47003154574132494,-0.22890378548895898,0.7541009463722396,Mark 01|Mark 22,VEV_6500,all,multi_print_burst,20,extract
314,0.0,0.0,,0.0,0.0,0.0,Mark 01|Mark 22,VEV_6500,all,multi_print_burst,100,self_mid
314,0.14968152866242038,0.5,0.2851235216234295,0.5127388535031847,-0.8109076433121019,1.1863853503184714,Mark 01|Mark 22,VEV_6500,all,multi_print_burst,100,extract
317,0.0,0.0,,0.0,0.0,0.0,Mark 01|Mark 22,VEV_6500,tight,multi_print_burst,5,self_mid
317,0.014195583596214511,0.0,0.1223633893942703,0.4353312302839117,-0.2098186119873817,0.22567034700315447,Mark 01|Mark 22,VEV_6500,tight,multi_print_burst,5,extract
317,0.0,0.0,,0.0,0.0,0.0,Mark 01|Mark 22,VEV_6500,tight,multi_print_burst,20,self_mid
317,0.2807570977917981,0.0,1.0940325903191777,0.47003154574132494,-0.18004731861198736,0.7499605678233432,Mark 01|Mark 22,VEV_6500,tight,multi_print_burst,20,extract
314,0.0,0.0,,0.0,0.0,0.0,Mark 01|Mark 22,VEV_6500,tight,multi_print_burst,100,self_mid
314,0.14968152866242038,0.5,0.2851235216234295,0.5127388535031847,-1.0431926751592355,1.2389331210191084,Mark 01|Mark 22,VEV_6500,tight,multi_print_burst,100,extract
245,0.2693877551020408,0.0,1.8816926800496718,0.49795918367346936,-0.02877551020408162,0.542908163265306,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,all,isolated_print,5,self_mid
245,0.2693877551020408,0.0,1.8816926800496718,0.49795918367346936,-0.0021428571428571373,0.5388775510204081,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,all,isolated_print,5,extract
245,-0.00816326530612245,-0.5,-0.029565096841560442,0.45714285714285713,-0.5063775510204082,0.5249489795918363,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,all,isolated_print,20,self_mid
245,-0.00816326530612245,-0.5,-0.029565096841560442,0.45714285714285713,-0.4660714285714285,0.5347959183673469,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,all,isolated_print,20,extract
245,-0.563265306122449,-0.5,-0.9492885359356505,0.46938775510204084,-1.6521938775510203,0.5621938775510195,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,all,isolated_print,100,self_mid
245,-0.563265306122449,-0.5,-0.9492885359356505,0.46938775510204084,-1.8267857142857142,0.5859183673469386,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,all,isolated_print,100,extract
163,0.3312883435582822,0.0,1.899633553473695,0.48466257668711654,-0.00015337423312882564,0.6474693251533741,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,5,self_mid
163,0.3312883435582822,0.0,1.899633553473695,0.48466257668711654,-0.0031441717791411,0.6628067484662574,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,5,extract
163,0.3374233128834356,0.0,0.9980102397903324,0.4539877300613497,-0.3072085889570552,0.9608895705521465,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,20,self_mid
163,0.3374233128834356,0.0,0.9980102397903324,0.4539877300613497,-0.33450920245398774,1.044325153374232,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,20,extract
163,-0.24846625766871167,0.0,-0.3421206018480746,0.49079754601226994,-1.9306748466257668,1.303911042944785,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,100,self_mid
163,-0.24846625766871167,0.0,-0.3421206018480746,0.49079754601226994,-1.592101226993865,1.1934815950920243,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,100,extract
82,0.14634146341463414,0.5,0.5817898215005356,0.524390243902439,-0.3173780487804878,0.6402439024390244,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,5,self_mid
82,0.14634146341463414,0.5,0.5817898215005356,0.524390243902439,-0.3111280487804878,0.6586890243902438,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,5,extract
82,-0.6951219512195121,-0.5,-1.4721456876792747,0.4634146341463415,-1.5125,0.2262195121951214,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,20,self_mid
82,-0.6951219512195121,-0.5,-1.4721456876792747,0.4634146341463415,-1.6951219512195121,0.23795731707317058,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,20,extract
82,-1.1890243902439024,-2.75,-1.1524054523170508,0.4268292682926829,-3.422408536585366,0.7382621951219508,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,100,self_mid
82,-1.1890243902439024,-2.75,-1.1524054523170508,0.4268292682926829,-3.172408536585366,0.8798780487804861,Mark 01|Mark 55,VELVETFRUIT_EXTRACT,wide,isolated_print,100,extract
33,-0.24242424242424243,-0.5,-1.4250399015019133,0.3333333333333333,-0.606439393939394,0.07575757575757576,Mark 14|Mark 22,VEV_5200,all,multi_print_burst,5,self_mid
33,-0.2878787878787879,0.0,-0.9239481400671522,0.36363636363636365,-0.8943181818181818,0.21212121212121213,Mark 14|Mark 22,VEV_5200,all,multi_print_burst,5,extract
33,0.015151515151515152,-0.5,0.02588739206762294,0.42424242424242425,-1.1371212121212122,1.183333333333332,Mark 14|Mark 22,VEV_5200,all,multi_print_burst,20,self_mid
33,0.3484848484848485,-1.0,0.3448717746462736,0.42424242424242425,-1.6973484848484848,2.214393939393937,Mark 14|Mark 22,VEV_5200,all,multi_print_burst,20,extract
33,-0.09090909090909091,0.5,-0.08208546896238408,0.5151515151515151,-2.015530303030303,2.0318181818181804,Mark 14|Mark 22,VEV_5200,all,multi_print_burst,100,self_mid
33,-0.07575757575757576,0.5,-0.042297479731641094,0.5151515151515151,-3.4905303030303028,3.2303030303030273,Mark 14|Mark 22,VEV_5200,all,multi_print_burst,100,extract
33,-0.24242424242424243,-0.5,-1.4250399015019133,0.3333333333333333,-0.5761363636363637,0.09090909090909091,Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,5,self_mid
33,-0.2878787878787879,0.0,-0.9239481400671522,0.36363636363636365,-0.8340909090909091,0.28825757575757543,Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,5,extract
33,0.015151515151515152,-0.5,0.02588739206762294,0.42424242424242425,-1.0757575757575757,1.1064393939393935,Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,20,self_mid
33,0.3484848484848485,-1.0,0.3448717746462736,0.42424242424242425,-1.531060606060606,2.2587121212121204,Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,20,extract
33,-0.09090909090909091,0.5,-0.08208546896238408,0.5151515151515151,-2.0481060606060604,2.046590909090908,Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,100,self_mid
33,-0.07575757575757576,0.5,-0.042297479731641094,0.5151515151515151,-3.2746212121212124,3.460606060606055,Mark 14|Mark 22,VEV_5200,tight,multi_print_burst,100,extract
469,0.13219616204690832,0.0,0.6297916634598535,0.47121535181236673,-0.25066631130063965,0.5331289978678038,Mark 14|Mark 38,HYDROGEL_PACK,all,isolated_print,5,self_mid
469,-0.08635394456289978,0.0,-0.8224434381668027,0.43070362473347545,-0.3050639658848614,0.120549040511727,Mark 14|Mark 38,HYDROGEL_PACK,all,isolated_print,5,extract
469,0.4605543710021322,1.0,1.1522507955846262,0.5159914712153518,-0.2719616204690832,1.1461087420042644,Mark 14|Mark 38,HYDROGEL_PACK,all,isolated_print,20,self_mid
469,-0.1673773987206823,-0.5,-0.8090339820703513,0.44349680170575695,-0.5964285714285714,0.1739872068230275,Mark 14|Mark 38,HYDROGEL_PACK,all,isolated_print,20,extract
468,1.0523504273504274,0.25,1.254557162507569,0.5,-0.3746794871794871,2.6977297008547008,Mark 14|Mark 38,HYDROGEL_PACK,all,isolated_print,100,self_mid
468,-0.4700854700854701,-1.0,-1.0409716882172135,0.452991452991453,-1.327403846153846,0.4641826923076919,Mark 14|Mark 38,HYDROGEL_PACK,all,isolated_print,100,extract
461,0.11713665943600868,0.0,0.5517114731300393,0.46637744034707157,-0.3037418655097614,0.5185466377440346,Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,5,self_mid
461,-0.0878524945770065,0.0,-0.8240577694908316,0.43383947939262474,-0.2897234273318872,0.12079718004338358,Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,5,extract
461,0.455531453362256,1.0,1.1302954423637224,0.5140997830802603,-0.28638828633405644,1.2260574837310192,Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,20,self_mid
461,-0.1616052060737527,-0.5,-0.770275230515823,0.44468546637744033,-0.5478036876355749,0.21049349240780904,Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,20,extract
460,1.1489130434782608,0.5,1.3650365897578975,0.5021739130434782,-0.7240760869565217,2.651385869565216,Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,100,self_mid
460,-0.4956521739130435,-1.0,-1.0828835471789835,0.44782608695652176,-1.5114402173913044,0.3164673913043477,Mark 14|Mark 38,HYDROGEL_PACK,tight,isolated_print,100,extract
217,-0.15668202764976957,0.0,-1.0594424878779818,0.42857142857142855,-0.4286290322580645,0.10144009216589857,Mark 14|Mark 38,VEV_4000,all,isolated_print,5,self_mid
217,-0.055299539170506916,0.0,-0.3752660400845834,0.41935483870967744,-0.32499999999999996,0.22586405529953912,Mark 14|Mark 38,VEV_4000,all,isolated_print,5,extract
217,-0.21428571428571427,-0.5,-0.6991357793809271,0.4377880184331797,-0.8321428571428571,0.3248847926267281,Mark 14|Mark 38,VEV_4000,all,isolated_print,20,self_mid
217,-0.21428571428571427,-0.5,-0.709981318821086,0.41935483870967744,-0.8341589861751153,0.39020737327188865,Mark 14|Mark 38,VEV_4000,all,isolated_print,20,extract
216,-0.013888888888888888,-1.0,-0.02280721948546175,0.44907407407407407,-1.310474537037037,1.2479745370370368,Mark 14|Mark 38,VEV_4000,all,isolated_print,100,self_mid
216,-0.11342592592592593,-1.0,-0.18578483786794836,0.4444444444444444,-1.3025462962962961,0.9123263888888887,Mark 14|Mark 38,VEV_4000,all,isolated_print,100,extract
197,-0.09137055837563451,0.0,-0.5986896790350235,0.4416243654822335,-0.39422588832487304,0.19562182741116735,Mark 14|Mark 38,VEV_4000,tight,isolated_print,5,self_mid
197,0.03299492385786802,0.0,0.21867798520090276,0.4365482233502538,-0.2691624365482233,0.33534263959390836,Mark 14|Mark 38,VEV_4000,tight,isolated_print,5,extract
197,-0.15228426395939088,0.0,-0.47122972686192166,0.4517766497461929,-0.7642766497461929,0.47715736040609136,Mark 14|Mark 38,VEV_4000,tight,isolated_print,20,self_mid
197,-0.12944162436548223,-0.5,-0.40797229212890046,0.4365482233502538,-0.7543781725888324,0.4391497461928933,Mark 14|Mark 38,VEV_4000,tight,isolated_print,20,extract
196,0.11734693877551021,-1.0,0.1831710494238875,0.45918367346938777,-1.2059311224489795,1.558737244897959,Mark 14|Mark 38,VEV_4000,tight,isolated_print,100,self_mid
196,0.012755102040816327,-0.5,0.019892519828552373,0.45408163265306123,-1.087627551020408,1.0639030612244895,Mark 14|Mark 38,VEV_4000,tight,isolated_print,100,extract
300,-0.06666666666666667,0.0,-0.558593888969577,0.4066666666666667,-0.27508333333333335,0.18862499999999974,Mark 14|Mark 55,VELVETFRUIT_EXTRACT,all,isolated_print,5,self_mid
300,-0.06666666666666667,0.0,-0.558593888969577,0.4066666666666667,-0.3283333333333333,0.1401249999999999,Mark 14|Mark 55,VELVETFRUIT_EXTRACT,all,isolated_print,5,extract
300,-0.23666666666666666,0.0,-1.001246306018623,0.4166666666666667,-0.6969583333333333,0.20374999999999963,Mark 14|Mark 55,VELVETFRUIT_EXTRACT,all,isolated_print,20,self_mid
300,-0.23666666666666666,0.0,-1.001246306018623,0.4166666666666667,-0.6766666666666666,0.21720833333333284,Mark 14|Mark 55,VELVETFRUIT_EXTRACT,all,isolated_print,20,extract
296,-1.2043918918918919,-1.5,-2.3894129256981733,0.4155405405405405,-2.1948902027027026,-0.19197635135135188,Mark 14|Mark 55,VELVETFRUIT_EXTRACT,all,isolated_print,100,self_mid
296,-1.2043918918918919,-1.5,-2.3894129256981733,0.4155405405405405,-2.10308277027027,-0.209248310810811,Mark 14|Mark 55,VELVETFRUIT_EXTRACT,all,isolated_print,100,extract
300,-0.06666666666666667,0.0,-0.558593888969577,0.4066666666666667,-0.3084166666666667,0.19012499999999988,Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,5,self_mid
300,-0.06666666666666667,0.0,-0.558593888969577,0.4066666666666667,-0.30175,0.14691666666666645,Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,5,extract
300,-0.23666666666666666,0.0,-1.001246306018623,0.4166666666666667,-0.7072083333333333,0.1684166666666666,Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,20,self_mid
300,-0.23666666666666666,0.0,-1.001246306018623,0.4166666666666667,-0.716875,0.22683333333333316,Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,20,extract
296,-1.2043918918918919,-1.5,-2.3894129256981733,0.4155405405405405,-2.1116131756756755,-0.3003800675675678,Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,100,self_mid
296,-1.2043918918918919,-1.5,-2.3894129256981733,0.4155405405405405,-2.1945945945945944,-0.36448479729729766,Mark 14|Mark 55,VELVETFRUIT_EXTRACT,tight,isolated_print,100,extract
35,-0.5714285714285714,-1.0,-0.8139073670530358,0.4,-1.9292857142857143,0.771785714285714,Mark 38|Mark 14,HYDROGEL_PACK,all,multi_print_burst,5,self_mid
35,-0.21428571428571427,0.0,-0.6289302485152186,0.37142857142857144,-0.8142857142857143,0.4157142857142844,Mark 38|Mark 14,HYDROGEL_PACK,all,multi_print_burst,5,extract
35,0.38571428571428573,-1.0,0.2558067475795126,0.45714285714285713,-2.3150000000000004,3.4003571428571426,Mark 38|Mark 14,HYDROGEL_PACK,all,multi_print_burst,20,self_mid
35,-0.5285714285714286,-1.0,-0.8415357713324112,0.37142857142857144,-1.700357142857143,0.6585714285714273,Mark 38|Mark 14,HYDROGEL_PACK,all,multi_print_burst,20,extract
35,4.3428571428571425,2.0,1.2956667019440873,0.5428571428571428,-1.0860714285714286,10.892142857142852,Mark 38|Mark 14,HYDROGEL_PACK,all,multi_print_burst,100,self_mid
35,0.34285714285714286,-0.5,0.209230521620831,0.4857142857142857,-2.9028571428571426,3.2324999999999964,Mark 38|Mark 14,HYDROGEL_PACK,all,multi_print_burst,100,extract
472,-0.1419491525423729,0.0,-0.7357949057495174,0.4576271186440678,-0.4735169491525424,0.22145127118644062,Mark 38|Mark 14,HYDROGEL_PACK,all,isolated_print,5,self_mid
472,-0.07627118644067797,0.0,-0.7663165903042071,0.4194915254237288,-0.27984639830508473,0.11461864406779641,Mark 38|Mark 14,HYDROGEL_PACK,all,isolated_print,5,extract
472,-0.4078389830508475,0.0,-1.034900707804539,0.4957627118644068,-1.1803495762711864,0.39412076271186436,Mark 38|Mark 14,HYDROGEL_PACK,all,isolated_print,20,self_mid
472,-0.1864406779661017,-0.5,-0.9690204488133117,0.4343220338983051,-0.6024099576271186,0.2237023305084744,Mark 38|Mark 14,HYDROGEL_PACK,all,isolated_print,20,extract
470,-0.8553191489361702,0.0,-1.0198834470741325,0.4808510638297872,-2.5820212765957447,0.5510106382978714,Mark 38|Mark 14,HYDROGEL_PACK,all,isolated_print,100,self_mid
470,-0.3127659574468085,-1.0,-0.7199118664747849,0.4574468085106383,-1.0527925531914892,0.6314095744680847,Mark 38|Mark 14,HYDROGEL_PACK,all,isolated_print,100,extract
35,-0.5714285714285714,-1.0,-0.8139073670530358,0.4,-1.844285714285714,0.8432142857142854,Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,5,self_mid
35,-0.21428571428571427,0.0,-0.6289302485152186,0.37142857142857144,-0.8432142857142857,0.4142857142857143,Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,5,extract
35,0.38571428571428573,-1.0,0.2558067475795126,0.45714285714285713,-2.4717857142857143,3.2860714285714283,Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,20,self_mid
35,-0.5285714285714286,-1.0,-0.8415357713324112,0.37142857142857144,-1.7432142857142858,0.8003571428571425,Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,20,extract
35,4.3428571428571425,2.0,1.2956667019440873,0.5428571428571428,-2.028928571428571,10.320357142857137,Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,100,self_mid
35,0.34285714285714286,-0.5,0.209230521620831,0.4857142857142857,-2.8028571428571425,3.3903571428571384,Mark 38|Mark 14,HYDROGEL_PACK,tight,multi_print_burst,100,extract
466,-0.15128755364806867,0.0,-0.7753187447867032,0.45493562231759654,-0.5291845493562232,0.2350590128755364,Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,5,self_mid
466,-0.0740343347639485,0.0,-0.7348871659439642,0.4227467811158798,-0.27253218884120173,0.13956545064377673,Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,5,extract
466,-0.43991416309012876,0.0,-1.1085583900504454,0.4957081545064378,-1.168508583690987,0.35118025751072834,Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,20,self_mid
466,-0.20064377682403434,-0.5,-1.0358577709024601,0.4356223175965665,-0.5925697424892703,0.17604613733905572,Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,20,extract
464,-0.8125,0.0,-0.9614874765197672,0.48060344827586204,-2.2045797413793102,0.8357758620689639,Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,100,self_mid
464,-0.30926724137931033,-1.0,-0.7180392019532789,0.45689655172413796,-1.031384698275862,0.46578663793103225,Mark 38|Mark 14,HYDROGEL_PACK,tight,isolated_print,100,extract
197,0.10913705583756345,0.0,0.6823011586201727,0.4720812182741117,-0.21598984771573604,0.44175126903553286,Mark 38|Mark 14,VEV_4000,all,isolated_print,5,self_mid
