n,mean,median,t,pos_frac,mean_ci95_lo,mean_ci95_hi,participant,side,trade_symbol,spread_bin,horizon_k,forward_target
306,0.03431372549019608,0.0,0.29370584633928704,0.4411764705882353,-0.16997549019607844,0.25661764705882345,Mark 22,sell_agg,VEV_5500,all,5,VELVETFRUIT_EXTRACT
306,-0.12418300653594772,0.0,-0.49017279483093357,0.434640522875817,-0.6193218954248366,0.39105392156862695,Mark 22,sell_agg,VEV_5500,all,5,HYDROGEL_PACK
306,0.33169934640522875,0.0,1.2766295618808912,0.4738562091503268,-0.11940359477124184,0.8171977124183004,Mark 22,sell_agg,VEV_5500,all,20,VELVETFRUIT_EXTRACT
306,-0.37745098039215685,0.0,-0.7635802416306634,0.45751633986928103,-1.3176062091503267,0.5624183006535944,Mark 22,sell_agg,VEV_5500,all,20,HYDROGEL_PACK
304,0.24342105263157895,1.0,0.4521696269159335,0.5197368421052632,-0.7912417763157894,1.1696546052631576,Mark 22,sell_agg,VEV_5500,all,100,VELVETFRUIT_EXTRACT
304,0.05263157894736842,0.0,0.049265970603759694,0.4868421052631579,-2.171833881578947,2.095929276315789,Mark 22,sell_agg,VEV_5500,all,100,HYDROGEL_PACK
317,0.014195583596214511,0.0,0.1223633893942703,0.4353312302839117,-0.1987776025236593,0.24771293375394313,Mark 22,sell_agg,VEV_6000,tight,5,VELVETFRUIT_EXTRACT
317,-0.14511041009463724,0.0,-0.5882412818376108,0.43217665615141954,-0.7066246056782335,0.3691246056782334,Mark 22,sell_agg,VEV_6000,tight,5,HYDROGEL_PACK
317,0.2807570977917981,0.0,1.0940325903191777,0.47003154574132494,-0.26975552050473184,0.763564668769716,Mark 22,sell_agg,VEV_6000,tight,20,VELVETFRUIT_EXTRACT
317,-0.5,0.0,-1.037954704086357,0.45110410094637227,-1.3783123028391167,0.45378548895898957,Mark 22,sell_agg,VEV_6000,tight,20,HYDROGEL_PACK
314,0.14968152866242038,0.5,0.2851235216234295,0.5127388535031847,-0.7501592356687898,1.1824044585987254,Mark 22,sell_agg,VEV_6000,tight,100,VELVETFRUIT_EXTRACT
314,-0.17993630573248406,0.0,-0.17253408123608932,0.4840764331210191,-2.221576433121019,1.761385350318471,Mark 22,sell_agg,VEV_6000,tight,100,HYDROGEL_PACK
317,0.014195583596214511,0.0,0.1223633893942703,0.4353312302839117,-0.21790220820189274,0.24455835962145103,Mark 22,sell_agg,VEV_6000,all,5,VELVETFRUIT_EXTRACT
317,-0.14511041009463724,0.0,-0.5882412818376108,0.43217665615141954,-0.650039432176656,0.3505520504731858,Mark 22,sell_agg,VEV_6000,all,5,HYDROGEL_PACK
317,0.2807570977917981,0.0,1.0940325903191777,0.47003154574132494,-0.18454258675078863,0.754258675078864,Mark 22,sell_agg,VEV_6000,all,20,VELVETFRUIT_EXTRACT
317,-0.5,0.0,-1.037954704086357,0.45110410094637227,-1.605717665615142,0.3850157728706623,Mark 22,sell_agg,VEV_6000,all,20,HYDROGEL_PACK
314,0.14968152866242038,0.5,0.2851235216234295,0.5127388535031847,-0.8153264331210192,1.169227707006369,Mark 22,sell_agg,VEV_6000,all,100,VELVETFRUIT_EXTRACT
314,-0.17993630573248406,0.0,-0.17253408123608932,0.4840764331210191,-2.1652866242038216,1.9609076433121013,Mark 22,sell_agg,VEV_6000,all,100,HYDROGEL_PACK
317,0.014195583596214511,0.0,0.1223633893942703,0.4353312302839117,-0.20051261829652997,0.24302050473186107,Mark 22,sell_agg,VEV_6500,tight,5,VELVETFRUIT_EXTRACT
317,-0.14511041009463724,0.0,-0.5882412818376108,0.43217665615141954,-0.6120662460567823,0.3170741324921136,Mark 22,sell_agg,VEV_6500,tight,5,HYDROGEL_PACK
317,0.2807570977917981,0.0,1.0940325903191777,0.47003154574132494,-0.21805993690851733,0.8045741324921134,Mark 22,sell_agg,VEV_6500,tight,20,VELVETFRUIT_EXTRACT
317,-0.5,0.0,-1.037954704086357,0.45110410094637227,-1.378903785488959,0.4128548895899043,Mark 22,sell_agg,VEV_6500,tight,20,HYDROGEL_PACK
314,0.14968152866242038,0.5,0.2851235216234295,0.5127388535031847,-0.9699044585987261,1.235748407643312,Mark 22,sell_agg,VEV_6500,tight,100,VELVETFRUIT_EXTRACT
314,-0.17993630573248406,0.0,-0.17253408123608932,0.4840764331210191,-2.1879378980891717,1.7302149681528654,Mark 22,sell_agg,VEV_6500,tight,100,HYDROGEL_PACK
317,0.014195583596214511,0.0,0.1223633893942703,0.4353312302839117,-0.20832018927444795,0.24609621451104097,Mark 22,sell_agg,VEV_6500,all,5,VELVETFRUIT_EXTRACT
317,-0.14511041009463724,0.0,-0.5882412818376108,0.43217665615141954,-0.5947160883280757,0.33611987381703456,Mark 22,sell_agg,VEV_6500,all,5,HYDROGEL_PACK
317,0.2807570977917981,0.0,1.0940325903191777,0.47003154574132494,-0.1769321766561514,0.7240930599369084,Mark 22,sell_agg,VEV_6500,all,20,VELVETFRUIT_EXTRACT
317,-0.5,0.0,-1.037954704086357,0.45110410094637227,-1.4090299684542587,0.4284305993690843,Mark 22,sell_agg,VEV_6500,all,20,HYDROGEL_PACK
314,0.14968152866242038,0.5,0.2851235216234295,0.5127388535031847,-0.8609076433121019,1.1793789808917172,Mark 22,sell_agg,VEV_6500,all,100,VELVETFRUIT_EXTRACT
314,-0.17993630573248406,0.0,-0.17253408123608932,0.4840764331210191,-2.2141321656050956,1.6824044585987254,Mark 22,sell_agg,VEV_6500,all,100,HYDROGEL_PACK
160,-0.134375,0.0,-0.7993824112495974,0.43125,-0.496875,0.18757812499999993,Mark 22,sell_agg,VEV_5300,tight,5,VELVETFRUIT_EXTRACT
160,-0.46875,-0.5,-1.3238816697542208,0.41875,-1.147109375,0.16585937499999978,Mark 22,sell_agg,VEV_5300,tight,5,HYDROGEL_PACK
160,0.053125,0.0,0.14344599872412275,0.43125,-0.6376562499999999,0.7625,Mark 22,sell_agg,VEV_5300,tight,20,VELVETFRUIT_EXTRACT
160,-0.371875,0.0,-0.5805423692459046,0.4625,-1.612578125,0.7944531249999993,Mark 22,sell_agg,VEV_5300,tight,20,HYDROGEL_PACK
159,1.0031446540880504,1.0,1.439777368994702,0.5471698113207547,-0.35400943396226403,2.2537735849056584,Mark 22,sell_agg,VEV_5300,tight,100,VELVETFRUIT_EXTRACT
159,0.21069182389937108,0.0,0.141934431587194,0.4968553459119497,-2.997248427672956,3.4473270440251564,Mark 22,sell_agg,VEV_5300,tight,100,HYDROGEL_PACK
160,-0.134375,0.0,-0.7993824112495974,0.43125,-0.456328125,0.1875,Mark 22,sell_agg,VEV_5300,all,5,VELVETFRUIT_EXTRACT
160,-0.46875,-0.5,-1.3238816697542208,0.41875,-1.2316406249999998,0.24718749999999973,Mark 22,sell_agg,VEV_5300,all,5,HYDROGEL_PACK
160,0.053125,0.0,0.14344599872412275,0.43125,-0.746875,0.7125,Mark 22,sell_agg,VEV_5300,all,20,VELVETFRUIT_EXTRACT
160,-0.371875,0.0,-0.5805423692459046,0.4625,-1.603125,0.7710937499999979,Mark 22,sell_agg,VEV_5300,all,20,HYDROGEL_PACK
159,1.0031446540880504,1.0,1.439777368994702,0.5471698113207547,-0.15518867924528296,2.3337264150943393,Mark 22,sell_agg,VEV_5300,all,100,VELVETFRUIT_EXTRACT
159,0.21069182389937108,0.0,0.141934431587194,0.4968553459119497,-2.7020440251572326,3.0486635220125775,Mark 22,sell_agg,VEV_5300,all,100,HYDROGEL_PACK
44,-0.20454545454545456,0.0,-0.729717333801011,0.4090909090909091,-0.8411931818181818,0.32954545454545453,Mark 22,sell_agg,VEV_5200,tight,5,VELVETFRUIT_EXTRACT
44,-1.0,-0.5,-1.5619591262439416,0.4090909090909091,-2.284659090909091,0.15994318181818104,Mark 22,sell_agg,VEV_5200,tight,5,HYDROGEL_PACK
44,0.7272727272727273,0.0,0.8464514654199836,0.4772727272727273,-1.1363636363636365,2.3525568181818177,Mark 22,sell_agg,VEV_5200,tight,20,VELVETFRUIT_EXTRACT
44,0.07954545454545454,0.5,0.05986039007089727,0.5,-2.4332386363636362,2.6482954545454542,Mark 22,sell_agg,VEV_5200,tight,20,HYDROGEL_PACK
44,1.0681818181818181,1.5,0.6943422971366147,0.5681818181818182,-1.9775568181818182,4.319602272727272,Mark 22,sell_agg,VEV_5200,tight,100,VELVETFRUIT_EXTRACT
44,-4.2272727272727275,-2.5,-1.3157312360827726,0.4090909090909091,-10.296022727272726,2.17244318181818,Mark 22,sell_agg,VEV_5200,tight,100,HYDROGEL_PACK
44,-0.20454545454545456,0.0,-0.729717333801011,0.4090909090909091,-0.7389204545454545,0.3181818181818182,Mark 22,sell_agg,VEV_5200,all,5,VELVETFRUIT_EXTRACT
44,-1.0,-0.5,-1.5619591262439416,0.4090909090909091,-2.299431818181818,0.27357954545454466,Mark 22,sell_agg,VEV_5200,all,5,HYDROGEL_PACK
44,0.7272727272727273,0.0,0.8464514654199836,0.4772727272727273,-0.9894886363636364,2.2619318181818175,Mark 22,sell_agg,VEV_5200,all,20,VELVETFRUIT_EXTRACT
44,0.07954545454545454,0.5,0.05986039007089727,0.5,-2.2071022727272727,2.6025568181818177,Mark 22,sell_agg,VEV_5200,all,20,HYDROGEL_PACK
44,1.0681818181818181,1.5,0.6943422971366147,0.5681818181818182,-1.6821022727272728,4.125852272727272,Mark 22,sell_agg,VEV_5200,all,100,VELVETFRUIT_EXTRACT
44,-4.2272727272727275,-2.5,-1.3157312360827726,0.4090909090909091,-9.573863636363637,1.6068181818181777,Mark 22,sell_agg,VEV_5200,all,100,HYDROGEL_PACK
211,0.030805687203791468,0.0,0.21016091553622915,0.44075829383886256,-0.25598341232227484,0.3199644549763032,Mark 38,sell_agg,VEV_4000,tight,5,VELVETFRUIT_EXTRACT
211,-0.030805687203791468,0.0,-0.10610444551628179,0.44075829383886256,-0.6,0.5071682464454976,Mark 38,sell_agg,VEV_4000,tight,5,HYDROGEL_PACK
211,-0.08767772511848342,-0.5,-0.28662812143673894,0.44075829383886256,-0.6540876777251184,0.575888625592417,Mark 38,sell_agg,VEV_4000,tight,20,VELVETFRUIT_EXTRACT
211,0.16350710900473933,0.0,0.28971845920511813,0.4597156398104265,-0.9746445497630332,1.1547985781990515,Mark 38,sell_agg,VEV_4000,tight,20,HYDROGEL_PACK
210,-0.04285714285714286,-0.5,-0.06812372963581809,0.4523809523809524,-1.2408333333333335,1.32625,Mark 38,sell_agg,VEV_4000,tight,100,VELVETFRUIT_EXTRACT
210,1.1690476190476191,1.0,0.9592945739935121,0.5047619047619047,-1.2928571428571427,3.5336309523809497,Mark 38,sell_agg,VEV_4000,tight,100,HYDROGEL_PACK
233,-0.05150214592274678,0.0,-0.3622101753732248,0.4248927038626609,-0.33905579399141633,0.22328326180257502,Mark 38,sell_agg,VEV_4000,all,5,VELVETFRUIT_EXTRACT
233,-0.02575107296137339,0.0,-0.09209473105860985,0.44635193133047213,-0.5237660944206008,0.5687768240343347,Mark 38,sell_agg,VEV_4000,all,5,HYDROGEL_PACK
233,-0.18240343347639484,-0.5,-0.629261990375912,0.4248927038626609,-0.7233905579399141,0.47591201716738046,Mark 38,sell_agg,VEV_4000,all,20,VELVETFRUIT_EXTRACT
233,0.38626609442060084,0.0,0.7284704652410501,0.47639484978540775,-0.5968884120171674,1.4486587982832617,Mark 38,sell_agg,VEV_4000,all,20,HYDROGEL_PACK
232,-0.15948275862068967,-1.0,-0.26695917015179965,0.44396551724137934,-1.3155711206896552,0.9593211206896549,Mark 38,sell_agg,VEV_4000,all,100,VELVETFRUIT_EXTRACT
232,0.9827586206896551,0.5,0.8531894130492155,0.5,-1.2158943965517242,3.273275862068964,Mark 38,sell_agg,VEV_4000,all,100,HYDROGEL_PACK
498,-0.0823293172690763,0.0,-0.8016322397283473,0.43373493975903615,-0.2972138554216867,0.10850903614457824,Mark 38,sell_agg,HYDROGEL_PACK,tight,5,VELVETFRUIT_EXTRACT
498,0.013052208835341365,0.0,0.06462631760401491,0.4598393574297189,-0.3688002008032128,0.4187499999999999,Mark 38,sell_agg,HYDROGEL_PACK,tight,5,HYDROGEL_PACK
498,-0.09538152610441768,-0.5,-0.46908440018681813,0.4497991967871486,-0.44884538152610437,0.2791164658634538,Mark 38,sell_agg,HYDROGEL_PACK,tight,20,VELVETFRUIT_EXTRACT
498,0.11044176706827309,0.0,0.28296701055528756,0.4979919678714859,-0.7071034136546185,1.0633283132530118,Mark 38,sell_agg,HYDROGEL_PACK,tight,20,HYDROGEL_PACK
496,-0.43951612903225806,-1.0,-0.9951439955144101,0.4475806451612903,-1.354359879032258,0.4183971774193548,Mark 38,sell_agg,HYDROGEL_PACK,tight,100,VELVETFRUIT_EXTRACT
496,0.7237903225806451,0.0,0.8931899813735219,0.4879032258064516,-0.9412046370967742,2.2653729838709666,Mark 38,sell_agg,HYDROGEL_PACK,tight,100,HYDROGEL_PACK
507,-0.08086785009861933,0.0,-0.8001827884190772,0.42998027613412226,-0.2653846153846154,0.12137573964497034,Mark 38,sell_agg,HYDROGEL_PACK,all,5,VELVETFRUIT_EXTRACT
