day,t1,t2,dt,sym_leg1,sym_leg2,dm_ex_k5,dm_ex_k20,dm_ex_k100
1,307500,310100,2600,VELVETFRUIT_EXTRACT,VEV_5500,-2.0,-4.0,-25.0
1,307500,310100,2600,VELVETFRUIT_EXTRACT,VEV_6000,-2.0,-4.0,-25.0
1,307500,310100,2600,VELVETFRUIT_EXTRACT,VEV_6500,-2.0,-4.0,-25.0
1,309500,310100,600,VELVETFRUIT_EXTRACT,VEV_5500,-2.0,-4.0,-25.0
1,309500,310100,600,VELVETFRUIT_EXTRACT,VEV_6000,-2.0,-4.0,-25.0
1,309500,310100,600,VELVETFRUIT_EXTRACT,VEV_6500,-2.0,-4.0,-25.0
1,396000,399700,3700,VELVETFRUIT_EXTRACT,VEV_5400,1.0,5.0,-7.0
1,396000,399700,3700,VELVETFRUIT_EXTRACT,VEV_5500,1.0,5.0,-7.0
1,396000,399700,3700,VELVETFRUIT_EXTRACT,VEV_6000,1.0,5.0,-7.0
1,396000,399700,3700,VELVETFRUIT_EXTRACT,VEV_6500,1.0,5.0,-7.0
1,453600,455700,2100,VELVETFRUIT_EXTRACT,VEV_5400,-0.5,-5.0,7.0
1,453600,455700,2100,VELVETFRUIT_EXTRACT,VEV_5500,-0.5,-5.0,7.0
1,453600,455700,2100,VELVETFRUIT_EXTRACT,VEV_6000,-0.5,-5.0,7.0
1,453600,455700,2100,VELVETFRUIT_EXTRACT,VEV_6500,-0.5,-5.0,7.0
1,523300,524000,700,VELVETFRUIT_EXTRACT,VEV_5400,-1.5,-5.0,-13.0
1,523300,524000,700,VELVETFRUIT_EXTRACT,VEV_6000,-1.5,-5.0,-13.0
1,523300,524000,700,VELVETFRUIT_EXTRACT,VEV_6500,-1.5,-5.0,-13.0
1,544400,547600,3200,VELVETFRUIT_EXTRACT,VEV_5400,1.0,2.5,-5.0
1,544400,547600,3200,VELVETFRUIT_EXTRACT,VEV_6000,1.0,2.5,-5.0
1,544400,547600,3200,VELVETFRUIT_EXTRACT,VEV_6500,1.0,2.5,-5.0
1,544400,548400,4000,VELVETFRUIT_EXTRACT,VEV_5400,-3.0,-2.0,-9.0
1,544400,548400,4000,VELVETFRUIT_EXTRACT,VEV_6000,-3.0,-2.0,-9.0
1,544400,548400,4000,VELVETFRUIT_EXTRACT,VEV_6500,-3.0,-2.0,-9.0
1,549800,553100,3300,VELVETFRUIT_EXTRACT,VEV_5300,-2.0,2.0,0.5
1,549800,553100,3300,VELVETFRUIT_EXTRACT,VEV_5500,-2.0,2.0,0.5
1,549800,553100,3300,VELVETFRUIT_EXTRACT,VEV_6000,-2.0,2.0,0.5
1,549800,553100,3300,VELVETFRUIT_EXTRACT,VEV_6500,-2.0,2.0,0.5
1,564900,567200,2300,VELVETFRUIT_EXTRACT,VEV_5400,1.5,4.5,2.0
1,564900,567200,2300,VELVETFRUIT_EXTRACT,VEV_5500,1.5,4.5,2.0
1,564900,567200,2300,VELVETFRUIT_EXTRACT,VEV_6000,1.5,4.5,2.0
1,564900,567200,2300,VELVETFRUIT_EXTRACT,VEV_6500,1.5,4.5,2.0
1,564900,568900,4000,VELVETFRUIT_EXTRACT,VEV_5300,-3.0,-2.0,-4.0
1,564900,568900,4000,VELVETFRUIT_EXTRACT,VEV_5400,-3.0,-2.0,-4.0
1,564900,568900,4000,VELVETFRUIT_EXTRACT,VEV_5500,-3.0,-2.0,-4.0
1,564900,568900,4000,VELVETFRUIT_EXTRACT,VEV_6000,-3.0,-2.0,-4.0
1,564900,568900,4000,VELVETFRUIT_EXTRACT,VEV_6500,-3.0,-2.0,-4.0
1,565500,567200,1700,VELVETFRUIT_EXTRACT,VEV_5400,1.5,4.5,2.0
1,565500,567200,1700,VELVETFRUIT_EXTRACT,VEV_5500,1.5,4.5,2.0
1,565500,567200,1700,VELVETFRUIT_EXTRACT,VEV_6000,1.5,4.5,2.0
1,565500,567200,1700,VELVETFRUIT_EXTRACT,VEV_6500,1.5,4.5,2.0
1,565500,568900,3400,VELVETFRUIT_EXTRACT,VEV_5300,-3.0,-2.0,-4.0
1,565500,568900,3400,VELVETFRUIT_EXTRACT,VEV_5400,-3.0,-2.0,-4.0
1,565500,568900,3400,VELVETFRUIT_EXTRACT,VEV_5500,-3.0,-2.0,-4.0
1,565500,568900,3400,VELVETFRUIT_EXTRACT,VEV_6000,-3.0,-2.0,-4.0
1,565500,568900,3400,VELVETFRUIT_EXTRACT,VEV_6500,-3.0,-2.0,-4.0
1,574000,574800,800,VELVETFRUIT_EXTRACT,VEV_5400,-0.5,1.0,3.5
1,574000,574800,800,VELVETFRUIT_EXTRACT,VEV_5500,-0.5,1.0,3.5
1,574000,574800,800,VELVETFRUIT_EXTRACT,VEV_6000,-0.5,1.0,3.5
1,574000,574800,800,VELVETFRUIT_EXTRACT,VEV_6500,-0.5,1.0,3.5
1,574000,575800,1800,VELVETFRUIT_EXTRACT,VEV_5500,2.0,3.5,4.5
1,574000,575800,1800,VELVETFRUIT_EXTRACT,VEV_6000,2.0,3.5,4.5
1,574000,575800,1800,VELVETFRUIT_EXTRACT,VEV_6500,2.0,3.5,4.5
1,600000,604600,4600,VELVETFRUIT_EXTRACT,VEV_5300,-0.5,-4.5,3.5
1,600000,604600,4600,VELVETFRUIT_EXTRACT,VEV_5400,-0.5,-4.5,3.5
1,600000,604600,4600,VELVETFRUIT_EXTRACT,VEV_5500,-0.5,-4.5,3.5
1,600000,604600,4600,VELVETFRUIT_EXTRACT,VEV_6000,-0.5,-4.5,3.5
1,600000,604600,4600,VELVETFRUIT_EXTRACT,VEV_6500,-0.5,-4.5,3.5
1,603000,604600,1600,VELVETFRUIT_EXTRACT,VEV_5300,-0.5,-4.5,3.5
1,603000,604600,1600,VELVETFRUIT_EXTRACT,VEV_5400,-0.5,-4.5,3.5
1,603000,604600,1600,VELVETFRUIT_EXTRACT,VEV_5500,-0.5,-4.5,3.5
1,603000,604600,1600,VELVETFRUIT_EXTRACT,VEV_6000,-0.5,-4.5,3.5
1,603000,604600,1600,VELVETFRUIT_EXTRACT,VEV_6500,-0.5,-4.5,3.5
1,628100,631700,3600,VELVETFRUIT_EXTRACT,VEV_5400,-2.0,-3.0,-9.0
1,628100,631700,3600,VELVETFRUIT_EXTRACT,VEV_6000,-2.0,-3.0,-9.0
1,628100,631700,3600,VELVETFRUIT_EXTRACT,VEV_6500,-2.0,-3.0,-9.0
1,702500,703200,700,VELVETFRUIT_EXTRACT,VEV_5400,3.0,3.5,18.0
1,702500,703200,700,VELVETFRUIT_EXTRACT,VEV_5500,3.0,3.5,18.0
1,702500,703200,700,VELVETFRUIT_EXTRACT,VEV_6000,3.0,3.5,18.0
1,702500,703200,700,VELVETFRUIT_EXTRACT,VEV_6500,3.0,3.5,18.0
1,731200,735100,3900,VELVETFRUIT_EXTRACT,VEV_5500,-3.0,-8.0,-3.0
1,731200,735100,3900,VELVETFRUIT_EXTRACT,VEV_6000,-3.0,-8.0,-3.0
1,731200,735100,3900,VELVETFRUIT_EXTRACT,VEV_6500,-3.0,-8.0,-3.0
1,749700,754200,4500,VELVETFRUIT_EXTRACT,VEV_5400,1.5,5.0,7.5
1,749700,754200,4500,VELVETFRUIT_EXTRACT,VEV_5500,1.5,5.0,7.5
1,749700,754200,4500,VELVETFRUIT_EXTRACT,VEV_6000,1.5,5.0,7.5
1,749700,754200,4500,VELVETFRUIT_EXTRACT,VEV_6500,1.5,5.0,7.5
1,750500,754200,3700,VELVETFRUIT_EXTRACT,VEV_5400,1.5,5.0,7.5
1,750500,754200,3700,VELVETFRUIT_EXTRACT,VEV_5500,1.5,5.0,7.5
1,750500,754200,3700,VELVETFRUIT_EXTRACT,VEV_6000,1.5,5.0,7.5
1,750500,754200,3700,VELVETFRUIT_EXTRACT,VEV_6500,1.5,5.0,7.5
1,794800,798100,3300,VELVETFRUIT_EXTRACT,VEV_5400,1.0,-4.0,-6.0
1,794800,798100,3300,VELVETFRUIT_EXTRACT,VEV_5500,1.0,-4.0,-6.0
1,794800,798100,3300,VELVETFRUIT_EXTRACT,VEV_6000,1.0,-4.0,-6.0
1,794800,798100,3300,VELVETFRUIT_EXTRACT,VEV_6500,1.0,-4.0,-6.0
1,807400,807800,400,VELVETFRUIT_EXTRACT,VEV_5300,1.5,-4.5,-17.5
1,807400,807800,400,VELVETFRUIT_EXTRACT,VEV_5400,1.5,-4.5,-17.5
1,807400,807800,400,VELVETFRUIT_EXTRACT,VEV_5500,1.5,-4.5,-17.5
1,807400,807800,400,VELVETFRUIT_EXTRACT,VEV_6000,1.5,-4.5,-17.5
1,807400,807800,400,VELVETFRUIT_EXTRACT,VEV_6500,1.5,-4.5,-17.5
1,849300,851200,1900,VELVETFRUIT_EXTRACT,VEV_5400,2.0,9.0,-3.0
1,849300,851200,1900,VELVETFRUIT_EXTRACT,VEV_5500,2.0,9.0,-3.0
1,849300,851200,1900,VELVETFRUIT_EXTRACT,VEV_6000,2.0,9.0,-3.0
1,849300,851200,1900,VELVETFRUIT_EXTRACT,VEV_6500,2.0,9.0,-3.0
1,901000,901100,100,VELVETFRUIT_EXTRACT,VEV_5400,2.5,7.5,11.0
1,901000,901100,100,VELVETFRUIT_EXTRACT,VEV_5500,2.5,7.5,11.0
1,901000,901100,100,VELVETFRUIT_EXTRACT,VEV_6000,2.5,7.5,11.0
1,901000,901100,100,VELVETFRUIT_EXTRACT,VEV_6500,2.5,7.5,11.0
1,917300,921000,3700,VELVETFRUIT_EXTRACT,VEV_5400,3.0,3.0,3.0
1,917300,921000,3700,VELVETFRUIT_EXTRACT,VEV_5500,3.0,3.0,3.0
1,917300,921000,3700,VELVETFRUIT_EXTRACT,VEV_6000,3.0,3.0,3.0
1,917300,921000,3700,VELVETFRUIT_EXTRACT,VEV_6500,3.0,3.0,3.0
1,944800,948500,3700,VELVETFRUIT_EXTRACT,VEV_5300,1.0,4.0,16.5
1,944800,948500,3700,VELVETFRUIT_EXTRACT,VEV_5400,1.0,4.0,16.5
1,944800,948500,3700,VELVETFRUIT_EXTRACT,VEV_5500,1.0,4.0,16.5
1,944800,948500,3700,VELVETFRUIT_EXTRACT,VEV_6000,1.0,4.0,16.5
1,944800,948500,3700,VELVETFRUIT_EXTRACT,VEV_6500,1.0,4.0,16.5
1,988000,988100,100,VELVETFRUIT_EXTRACT,VEV_5300,-0.5,4.0,14.0
1,988000,988100,100,VELVETFRUIT_EXTRACT,VEV_5400,-0.5,4.0,14.0
1,988000,988100,100,VELVETFRUIT_EXTRACT,VEV_5500,-0.5,4.0,14.0
1,988000,988100,100,VELVETFRUIT_EXTRACT,VEV_6000,-0.5,4.0,14.0
1,988000,988100,100,VELVETFRUIT_EXTRACT,VEV_6500,-0.5,4.0,14.0
1,988000,990300,2300,VELVETFRUIT_EXTRACT,VEV_5400,3.0,4.5,
1,988000,990300,2300,VELVETFRUIT_EXTRACT,VEV_6000,3.0,4.5,
1,988000,990300,2300,VELVETFRUIT_EXTRACT,VEV_6500,3.0,4.5,
2,16300,20900,4600,VELVETFRUIT_EXTRACT,VEV_5300,0.5,-2.5,-10.0
2,16300,20900,4600,VELVETFRUIT_EXTRACT,VEV_5400,0.5,-2.5,-10.0
2,16300,20900,4600,VELVETFRUIT_EXTRACT,VEV_5500,0.5,-2.5,-10.0
2,16300,20900,4600,VELVETFRUIT_EXTRACT,VEV_6000,0.5,-2.5,-10.0
2,16300,20900,4600,VELVETFRUIT_EXTRACT,VEV_6500,0.5,-2.5,-10.0
2,41700,41900,200,VELVETFRUIT_EXTRACT,VEV_5400,3.0,0.0,11.0
2,41700,41900,200,VELVETFRUIT_EXTRACT,VEV_5500,3.0,0.0,11.0
2,41700,41900,200,VELVETFRUIT_EXTRACT,VEV_6000,3.0,0.0,11.0
2,41700,41900,200,VELVETFRUIT_EXTRACT,VEV_6500,3.0,0.0,11.0
2,41700,42900,1200,VELVETFRUIT_EXTRACT,VEV_5400,1.0,3.0,7.5
2,41700,42900,1200,VELVETFRUIT_EXTRACT,VEV_5500,1.0,3.0,7.5
2,41700,42900,1200,VELVETFRUIT_EXTRACT,VEV_6000,1.0,3.0,7.5
2,41700,42900,1200,VELVETFRUIT_EXTRACT,VEV_6500,1.0,3.0,7.5
2,41700,45100,3400,VELVETFRUIT_EXTRACT,VEV_5500,-1.5,1.5,0.5
2,41700,45100,3400,VELVETFRUIT_EXTRACT,VEV_6000,-1.5,1.5,0.5
2,41700,45100,3400,VELVETFRUIT_EXTRACT,VEV_6500,-1.5,1.5,0.5
2,48100,52900,4800,VELVETFRUIT_EXTRACT,VEV_5500,0.5,-3.5,-11.5
2,48100,52900,4800,VELVETFRUIT_EXTRACT,VEV_6000,0.5,-3.5,-11.5
2,48100,52900,4800,VELVETFRUIT_EXTRACT,VEV_6500,0.5,-3.5,-11.5
2,52600,52900,300,VELVETFRUIT_EXTRACT,VEV_5500,0.5,-3.5,-11.5
2,52600,52900,300,VELVETFRUIT_EXTRACT,VEV_6000,0.5,-3.5,-11.5
2,52600,52900,300,VELVETFRUIT_EXTRACT,VEV_6500,0.5,-3.5,-11.5
2,76700,79300,2600,VELVETFRUIT_EXTRACT,VEV_5400,-0.5,7.0,12.0
2,76700,79300,2600,VELVETFRUIT_EXTRACT,VEV_5500,-0.5,7.0,12.0
2,76700,79300,2600,VELVETFRUIT_EXTRACT,VEV_6000,-0.5,7.0,12.0
2,76700,79300,2600,VELVETFRUIT_EXTRACT,VEV_6500,-0.5,7.0,12.0
2,203500,204400,900,VELVETFRUIT_EXTRACT,VEV_5300,2.0,6.0,7.0
2,203500,204400,900,VELVETFRUIT_EXTRACT,VEV_5400,2.0,6.0,7.0
2,203500,204400,900,VELVETFRUIT_EXTRACT,VEV_5500,2.0,6.0,7.0
2,203500,204400,900,VELVETFRUIT_EXTRACT,VEV_6000,2.0,6.0,7.0
2,203500,204400,900,VELVETFRUIT_EXTRACT,VEV_6500,2.0,6.0,7.0
2,237400,239400,2000,VELVETFRUIT_EXTRACT,VEV_5400,3.0,11.0,15.0
2,237400,239400,2000,VELVETFRUIT_EXTRACT,VEV_5500,3.0,11.0,15.0
2,237400,239400,2000,VELVETFRUIT_EXTRACT,VEV_6000,3.0,11.0,15.0
2,237400,239400,2000,VELVETFRUIT_EXTRACT,VEV_6500,3.0,11.0,15.0
2,282600,287100,4500,VELVETFRUIT_EXTRACT,VEV_5400,1.0,-3.0,-7.0
2,282600,287100,4500,VELVETFRUIT_EXTRACT,VEV_5500,1.0,-3.0,-7.0
2,282600,287100,4500,VELVETFRUIT_EXTRACT,VEV_6000,1.0,-3.0,-7.0
2,282600,287100,4500,VELVETFRUIT_EXTRACT,VEV_6500,1.0,-3.0,-7.0
2,282600,287600,5000,VELVETFRUIT_EXTRACT,VEV_5400,-1.0,-1.5,-9.0
2,282600,287600,5000,VELVETFRUIT_EXTRACT,VEV_5500,-1.0,-1.5,-9.0
2,282600,287600,5000,VELVETFRUIT_EXTRACT,VEV_6000,-1.0,-1.5,-9.0
2,282600,287600,5000,VELVETFRUIT_EXTRACT,VEV_6500,-1.0,-1.5,-9.0
2,285600,287100,1500,VELVETFRUIT_EXTRACT,VEV_5400,1.0,-3.0,-7.0
2,285600,287100,1500,VELVETFRUIT_EXTRACT,VEV_5500,1.0,-3.0,-7.0
2,285600,287100,1500,VELVETFRUIT_EXTRACT,VEV_6000,1.0,-3.0,-7.0
2,285600,287100,1500,VELVETFRUIT_EXTRACT,VEV_6500,1.0,-3.0,-7.0
2,285600,287600,2000,VELVETFRUIT_EXTRACT,VEV_5400,-1.0,-1.5,-9.0
2,285600,287600,2000,VELVETFRUIT_EXTRACT,VEV_5500,-1.0,-1.5,-9.0
2,285600,287600,2000,VELVETFRUIT_EXTRACT,VEV_6000,-1.0,-1.5,-9.0
2,285600,287600,2000,VELVETFRUIT_EXTRACT,VEV_6500,-1.0,-1.5,-9.0
2,285600,289300,3700,VELVETFRUIT_EXTRACT,VEV_5400,1.0,-1.0,1.0
2,285600,289300,3700,VELVETFRUIT_EXTRACT,VEV_5500,1.0,-1.0,1.0
2,285600,289300,3700,VELVETFRUIT_EXTRACT,VEV_6000,1.0,-1.0,1.0
2,285600,289300,3700,VELVETFRUIT_EXTRACT,VEV_6500,1.0,-1.0,1.0
2,311700,316700,5000,VELVETFRUIT_EXTRACT,VEV_5400,0.0,-6.0,-14.0
2,311700,316700,5000,VELVETFRUIT_EXTRACT,VEV_5500,0.0,-6.0,-14.0
2,311700,316700,5000,VELVETFRUIT_EXTRACT,VEV_6000,0.0,-6.0,-14.0
2,311700,316700,5000,VELVETFRUIT_EXTRACT,VEV_6500,0.0,-6.0,-14.0
2,358400,358500,100,VELVETFRUIT_EXTRACT,VEV_5300,-0.5,3.5,-3.5
2,358400,358500,100,VELVETFRUIT_EXTRACT,VEV_5400,-0.5,3.5,-3.5
2,358400,358500,100,VELVETFRUIT_EXTRACT,VEV_5500,-0.5,3.5,-3.5
2,358400,358500,100,VELVETFRUIT_EXTRACT,VEV_6000,-0.5,3.5,-3.5
2,358400,358500,100,VELVETFRUIT_EXTRACT,VEV_6500,-0.5,3.5,-3.5
2,358400,362600,4200,VELVETFRUIT_EXTRACT,VEV_5300,1.0,-4.0,-8.5
2,358400,362600,4200,VELVETFRUIT_EXTRACT,VEV_5500,1.0,-4.0,-8.5
2,358400,362600,4200,VELVETFRUIT_EXTRACT,VEV_6000,1.0,-4.0,-8.5
2,358400,362600,4200,VELVETFRUIT_EXTRACT,VEV_6500,1.0,-4.0,-8.5
2,360000,362600,2600,VELVETFRUIT_EXTRACT,VEV_5300,1.0,-4.0,-8.5
2,360000,362600,2600,VELVETFRUIT_EXTRACT,VEV_5500,1.0,-4.0,-8.5
2,360000,362600,2600,VELVETFRUIT_EXTRACT,VEV_6000,1.0,-4.0,-8.5
2,360000,362600,2600,VELVETFRUIT_EXTRACT,VEV_6500,1.0,-4.0,-8.5
2,361300,362600,1300,VELVETFRUIT_EXTRACT,VEV_5300,1.0,-4.0,-8.5
2,361300,362600,1300,VELVETFRUIT_EXTRACT,VEV_5500,1.0,-4.0,-8.5
2,361300,362600,1300,VELVETFRUIT_EXTRACT,VEV_6000,1.0,-4.0,-8.5
2,361300,362600,1300,VELVETFRUIT_EXTRACT,VEV_6500,1.0,-4.0,-8.5
2,361300,365600,4300,VELVETFRUIT_EXTRACT,VEV_5300,-1.0,2.0,-5.0
2,361300,365600,4300,VELVETFRUIT_EXTRACT,VEV_5400,-1.0,2.0,-5.0
2,361300,365600,4300,VELVETFRUIT_EXTRACT,VEV_5500,-1.0,2.0,-5.0
2,361300,365600,4300,VELVETFRUIT_EXTRACT,VEV_6000,-1.0,2.0,-5.0
2,361300,365600,4300,VELVETFRUIT_EXTRACT,VEV_6500,-1.0,2.0,-5.0
2,494300,495700,1400,VELVETFRUIT_EXTRACT,VEV_5400,3.0,0.5,-8.0
2,494300,495700,1400,VELVETFRUIT_EXTRACT,VEV_5500,3.0,0.5,-8.0
2,494300,495700,1400,VELVETFRUIT_EXTRACT,VEV_6000,3.0,0.5,-8.0
2,494300,495700,1400,VELVETFRUIT_EXTRACT,VEV_6500,3.0,0.5,-8.0
2,495100,495700,600,VELVETFRUIT_EXTRACT,VEV_5400,3.0,0.5,-8.0
2,495100,495700,600,VELVETFRUIT_EXTRACT,VEV_5500,3.0,0.5,-8.0
2,495100,495700,600,VELVETFRUIT_EXTRACT,VEV_6000,3.0,0.5,-8.0
2,495100,495700,600,VELVETFRUIT_EXTRACT,VEV_6500,3.0,0.5,-8.0
2,501300,501900,600,VELVETFRUIT_EXTRACT,VEV_5300,1.5,-5.5,-9.0
2,501300,501900,600,VELVETFRUIT_EXTRACT,VEV_5400,1.5,-5.5,-9.0
2,501300,501900,600,VELVETFRUIT_EXTRACT,VEV_5500,1.5,-5.5,-9.0
2,501300,501900,600,VELVETFRUIT_EXTRACT,VEV_6000,1.5,-5.5,-9.0
2,501300,501900,600,VELVETFRUIT_EXTRACT,VEV_6500,1.5,-5.5,-9.0
2,544700,548600,3900,VELVETFRUIT_EXTRACT,VEV_5300,-1.5,-0.5,-2.0
2,544700,548600,3900,VELVETFRUIT_EXTRACT,VEV_6000,-1.5,-0.5,-2.0
2,544700,548600,3900,VELVETFRUIT_EXTRACT,VEV_6500,-1.5,-0.5,-2.0
2,555000,555700,700,VELVETFRUIT_EXTRACT,VEV_5400,2.0,-3.0,-5.0
2,555000,555700,700,VELVETFRUIT_EXTRACT,VEV_5500,2.0,-3.0,-5.0
2,555000,555700,700,VELVETFRUIT_EXTRACT,VEV_6000,2.0,-3.0,-5.0
2,555000,555700,700,VELVETFRUIT_EXTRACT,VEV_6500,2.0,-3.0,-5.0
2,566300,566700,400,VELVETFRUIT_EXTRACT,VEV_5400,0.5,-1.0,-4.5
2,566300,566700,400,VELVETFRUIT_EXTRACT,VEV_5500,0.5,-1.0,-4.5
2,566300,566700,400,VELVETFRUIT_EXTRACT,VEV_6000,0.5,-1.0,-4.5
2,566300,566700,400,VELVETFRUIT_EXTRACT,VEV_6500,0.5,-1.0,-4.5
2,573700,575100,1400,VELVETFRUIT_EXTRACT,VEV_5400,0.0,-7.0,-16.0
2,573700,575100,1400,VELVETFRUIT_EXTRACT,VEV_5500,0.0,-7.0,-16.0
2,573700,575100,1400,VELVETFRUIT_EXTRACT,VEV_6000,0.0,-7.0,-16.0
2,573700,575100,1400,VELVETFRUIT_EXTRACT,VEV_6500,0.0,-7.0,-16.0
2,592000,593000,1000,VELVETFRUIT_EXTRACT,VEV_5400,0.5,3.0,26.0
2,592000,593000,1000,VELVETFRUIT_EXTRACT,VEV_5500,0.5,3.0,26.0
2,592000,593000,1000,VELVETFRUIT_EXTRACT,VEV_6000,0.5,3.0,26.0
2,592000,593000,1000,VELVETFRUIT_EXTRACT,VEV_6500,0.5,3.0,26.0
2,662600,666500,3900,VELVETFRUIT_EXTRACT,VEV_5300,0.0,5.5,14.5
2,662600,666500,3900,VELVETFRUIT_EXTRACT,VEV_5400,0.0,5.5,14.5
2,662600,666500,3900,VELVETFRUIT_EXTRACT,VEV_5500,0.0,5.5,14.5
2,662600,666500,3900,VELVETFRUIT_EXTRACT,VEV_6000,0.0,5.5,14.5
2,662600,666500,3900,VELVETFRUIT_EXTRACT,VEV_6500,0.0,5.5,14.5
2,683900,688600,4700,VELVETFRUIT_EXTRACT,VEV_5400,1.0,-2.0,-2.0
2,683900,688600,4700,VELVETFRUIT_EXTRACT,VEV_5500,1.0,-2.0,-2.0
2,683900,688600,4700,VELVETFRUIT_EXTRACT,VEV_6000,1.0,-2.0,-2.0
2,683900,688600,4700,VELVETFRUIT_EXTRACT,VEV_6500,1.0,-2.0,-2.0
2,722300,726600,4300,VELVETFRUIT_EXTRACT,VEV_5400,1.5,2.0,-4.5
2,722300,726600,4300,VELVETFRUIT_EXTRACT,VEV_5500,1.5,2.0,-4.5
2,722300,726600,4300,VELVETFRUIT_EXTRACT,VEV_6000,1.5,2.0,-4.5
2,722300,726600,4300,VELVETFRUIT_EXTRACT,VEV_6500,1.5,2.0,-4.5
2,822500,825900,3400,VELVETFRUIT_EXTRACT,VEV_5400,-1.0,-3.5,-6.0
2,822500,825900,3400,VELVETFRUIT_EXTRACT,VEV_5500,-1.0,-3.5,-6.0
2,822500,825900,3400,VELVETFRUIT_EXTRACT,VEV_6000,-1.0,-3.5,-6.0
2,822500,825900,3400,VELVETFRUIT_EXTRACT,VEV_6500,-1.0,-3.5,-6.0
2,822500,826400,3900,VELVETFRUIT_EXTRACT,VEV_5300,-1.0,-0.5,0.0
2,822500,826400,3900,VELVETFRUIT_EXTRACT,VEV_5400,-1.0,-0.5,0.0
