day,timestamp,vega_weighted_iv,rv_ann,ivw_minus_rv,n_ivs
1,20000,0.24691501040446448,0.34291653087138724,-0.09600152046692276,8
1,40000,0.2463448995975188,0.4172421974985606,-0.17089729790104183,8
1,60000,0.2462570639235155,0.2609864533404045,-0.014729389416888977,8
1,80000,0.24931584196915385,0.46864672826299053,-0.21933088629383668,9
1,100000,0.2447960687582796,0.384966092654719,-0.14017002389643937,8
1,120000,0.24782515963766366,0.2587041151915933,-0.010878955553929648,9
1,140000,0.24651798753640056,0.42588521332709356,-0.179367225790693,9
1,160000,0.24349253014070074,0.3224170881610008,-0.07892455802030005,8
1,180000,0.24415493590726597,0.45217245354397967,-0.2080175176367137,8
1,200000,0.24522368001592396,0.4501462042843445,-0.20492252426842053,8
1,220000,0.245251367425592,0.31197621649311286,-0.06672484906752085,8
1,240000,0.24573330866994764,0.3321397263664162,-0.08640641769646856,8
1,260000,0.24618066226029212,0.4958834069869157,-0.24970274472662357,8
1,280000,0.24548799980391217,0.34465981788394956,-0.09917181808003739,8
1,300000,0.24842462442810892,0.3335842376494132,-0.08515961322130428,9
1,320000,0.24629738257489653,0.3904314044727546,-0.14413402189785807,8
1,340000,0.25025566124611703,0.33591751043256635,-0.08566184918644931,9
1,360000,0.24837765410450277,0.306053788441736,-0.057676134337233204,9
1,380000,0.2476929649413821,0.3557698955146267,-0.10807693057324458,8
1,400000,0.279571490659859,0.2192510326203875,0.060320458039471475,10
1,420000,0.24623102011139975,0.28480555857461015,-0.038574538463210406,8
1,440000,0.24783787057287365,0.3741608894676039,-0.12632301889473024,9
1,460000,0.24362947449064645,0.27063550889944177,-0.027006034408795315,8
1,480000,0.2477499740273226,0.30412188011430175,-0.056371906086979146,9
1,500000,0.2444105897920541,0.4500519860605165,-0.2056413962684624,8
1,520000,0.24126566700912314,0.2572552272374744,-0.01598956022835127,8
1,540000,0.24625564013292495,0.30748140419314773,-0.06122576406022279,8
1,560000,0.24472850381085431,0.4436443933584608,-0.19891588954760647,8
1,580000,0.24556152600483125,0.314537061326221,-0.06897553532138975,8
1,600000,0.24594491659897974,0.2326527448205298,0.013292171778449935,8
1,620000,0.24540916947823427,0.3301557769013061,-0.08474660742307183,8
1,640000,0.2501453365260793,0.2608203671931403,-0.010675030667060992,9
1,660000,0.24604387419027587,0.29196005466380215,-0.045916180473526275,8
1,680000,0.24624285078941396,0.26948042756487256,-0.023237576775458596,8
1,700000,0.2459381823951096,0.3749492317169543,-0.12901104932184473,8
1,720000,0.24864115841157342,0.34782882550060146,-0.09918766708902804,9
1,740000,0.2460786497227731,0.2747793822803031,-0.028700732557529973,8
1,760000,0.2421499546003257,0.3604745436064658,-0.1183245890061401,8
1,780000,0.24845764551361113,0.38296436555098906,-0.13450672003737793,9
1,800000,0.24843385882110433,0.4248526079136317,-0.1764187490925274,9
1,820000,0.24488117623375366,0.41577280378859044,-0.17089162755483678,8
1,840000,0.24567030150897715,0.32991084688622563,-0.08424054537724848,8
1,860000,0.24508427186455758,0.19860648734915468,0.04647778451540291,8
1,880000,0.2438832971019531,0.3344528712579527,-0.09056957415599959,8
1,900000,0.24598062688914668,0.2787201870443632,-0.03273956015521651,9
1,920000,0.24438449720455552,0.37394588115806315,-0.12956138395350764,8
1,940000,0.24682292448153795,0.2864612050982222,-0.03963828061668426,8
1,960000,0.2462154358656239,0.49150295217616136,-0.24528751631053747,8
1,980000,0.249987044507349,0.2812400763797162,-0.03125303187236722,9
2,0,0.2452112819505098,,,8
2,20000,0.24704700753779807,0.4243520348235175,-0.17730502728571945,8
2,40000,0.24705342124096316,0.287307707243731,-0.04025428600276784,8
2,60000,0.2458686292380462,0.3451054755453408,-0.09923684630729462,8
2,80000,0.24766403938229434,0.4110530634215065,-0.16338902403921216,8
2,100000,0.2479854906200756,0.3722865553494782,-0.12430106472940258,8
2,120000,0.2459055685740443,0.4097500784146029,-0.16384450984055862,8
2,140000,0.2460085993527283,0.4592957819836708,-0.2132871826309425,8
2,160000,0.246903012902498,0.19468325227159622,0.05221976063090178,8
2,180000,0.24585738658867248,0.363564345324539,-0.11770695873586653,8
2,200000,0.24796511840743765,0.34977138671084473,-0.10180626830340708,8
2,220000,0.2469795988522116,0.30938878808835635,-0.062409189236144746,8
2,240000,0.2459901084591676,0.34345830618593276,-0.09746819772676515,8
2,260000,0.24752851164288983,0.3270704956371076,-0.07954198399421777,8
2,280000,0.24626969244798813,0.37083382090043027,-0.12456412845244214,8
2,300000,0.2470404736875233,0.42470269780702957,-0.17766222411950627,8
2,320000,0.24633259697973994,0.414945520376693,-0.16861292339695308,8
2,340000,0.24665894191314033,0.31829712759877554,-0.07163818568563521,8
2,360000,0.24613560409213478,0.2836291864697636,-0.037493582377628815,8
2,380000,0.24982377217323307,0.38802762756770043,-0.13820385539446736,9
2,400000,0.24553267395914152,0.3788391750060773,-0.13330650104693575,8
2,420000,0.24729660109003648,0.2869754878017947,-0.03967888671175823,8
2,440000,0.24967096384112533,0.37077140958800026,-0.12110044574687492,9
2,460000,0.2458878655258371,0.29113957367536775,-0.04525170814953064,8
2,480000,0.2507066211523235,0.39417497365608983,-0.14346835250376633,9
2,500000,0.24820245062674132,0.4036706914618087,-0.15546824083506736,9
2,520000,0.24584018399648527,0.27147079611215247,-0.025630612115667195,8
2,540000,0.24573272694787762,0.2864276845095706,-0.040694957561693,8
2,560000,0.24558752480760093,0.27766205360705254,-0.03207452879945161,8
2,580000,0.24511454349783668,0.4317413896225779,-0.18662684612474123,8
2,600000,0.24964257991276095,0.3024672908348314,-0.05282471092207047,9
2,620000,0.24680456849910776,0.2487386289017671,-0.0019340604026593378,8
2,640000,0.24838070114629268,0.25499013071861404,-0.006609429572321357,9
2,660000,0.24969417047972317,0.25696385711312364,-0.007269686633400468,9
2,680000,0.24539769078233148,0.33078879034876757,-0.08539109956643609,8
2,700000,0.24554633975848864,0.302881225797019,-0.05733488603853035,8
2,720000,0.2452694880568338,0.4028231907043168,-0.15755370264748303,8
2,740000,0.24639930328491016,0.41254787313438535,-0.16614856984947518,8
2,760000,0.2459245564588695,0.2958501274768204,-0.04992557101795089,8
2,780000,0.2506668552172333,0.3216581302536451,-0.07099127503641178,9
2,800000,0.24600148296358262,0.2900579876886606,-0.044056504725077966,8
2,820000,0.2504400493967438,0.30091706238236327,-0.05047701298561946,9
2,840000,0.25101446762850244,0.38889583434177916,-0.13788136671327672,9
2,860000,0.24793231664026819,0.48482441983402375,-0.23689210319375556,8
2,880000,0.2477189506188776,0.43074445998649513,-0.18302550936761752,8
2,900000,0.24740046079841588,0.34449527403192337,-0.0970948132335075,8
2,920000,0.2557301252764078,0.3427554899118752,-0.0870253646354674,10
2,940000,0.25598985970376104,0.2800404029630197,-0.02405054325925865,10
2,960000,0.24773468308513832,0.3536197732760964,-0.10588509019095807,8
2,980000,0.268776721609508,0.37169688316478633,-0.10292016155527833,10
