day,timestamp,atm_name,iv_atm,rv,iv_minus_rv,next_opt_ret
0,400000,VEV_5300,0.23840418947065145,0.34743550430393266,-0.10903131483328121,0.0
0,420000,VEV_5300,0.23950865789965048,0.36487812166652506,-0.12536946376687458,-0.009009009009009009
0,440000,VEV_5200,0.24143101522335833,0.33963850629247677,-0.09820749106911844,0.010362694300518135
0,460000,VEV_5200,0.24331692018430967,0.34611640492979195,-0.10279948474548228,0.0
0,480000,VEV_5200,0.24173322499198951,0.3272897446225049,-0.08555651963051536,0.0
0,500000,VEV_5200,0.24119330653074342,0.32598645935392134,-0.08479315282317793,-0.010050251256281407
0,520000,VEV_5200,0.24167649375419203,0.36676279214891866,-0.12508629839472662,-0.0051813471502590676
0,540000,VEV_5200,0.24062718378824977,0.4107386698499434,-0.17011148606169363,0.0
0,560000,VEV_5200,0.24151262983470626,0.3365854089748081,-0.09507277914010184,0.0
0,580000,VEV_5200,0.24265165505398406,0.27819446420878874,-0.03554280915480468,0.0051813471502590676
0,600000,VEV_5200,0.24329856472766004,0.2838814630417074,-0.04058289831404738,0.0
0,620000,VEV_5200,0.2441330622966832,0.3567627784142881,-0.11262971611760492,-0.005780346820809248
0,640000,VEV_5200,0.24422561232453652,0.34606252835261153,-0.10183691602807501,-0.0056179775280898875
0,660000,VEV_5200,0.24394670362219703,0.2589810426993366,-0.015034339077139552,-0.0106951871657754
0,680000,VEV_5200,0.24530861211192181,0.4389387445069532,-0.19363013239503138,0.0
0,700000,VEV_5300,0.2386434232987793,0.3544570100811782,-0.11581358678239889,0.02040816326530612
0,720000,VEV_5300,0.239674033832483,0.31159520106383687,-0.07192116723135386,0.0
0,740000,VEV_5300,0.2395106268441077,0.3013263512439651,-0.061815724399857414,0.0
0,760000,VEV_5300,0.2423540836764486,0.33317851020183425,-0.09082442652538567,0.009174311926605505
0,780000,VEV_5300,0.23996190528444575,0.30421833211050753,-0.06425642682606178,0.0
0,800000,VEV_5200,0.23770277213328544,0.25639860689829946,-0.01869583476501402,0.0
0,820000,VEV_5300,0.24129897448291787,0.3625871247588181,-0.12128815027590023,0.0196078431372549
0,840000,VEV_5300,0.24242742066085185,0.3339367810120655,-0.09150936035121363,0.009345794392523364
0,860000,VEV_5300,0.24059681210256337,0.2918194635955085,-0.05122265149294511,0.0
0,880000,VEV_5300,0.2415984336429366,0.3499831132953262,-0.10838467965238963,0.0
0,900000,VEV_5300,0.2390641264285019,0.30160382259614416,-0.06253969616764227,0.0
0,920000,VEV_5300,0.24291094107209332,0.2886758011882126,-0.0457648601161193,-0.009615384615384616
0,940000,VEV_5300,0.2419561269423847,0.3115452526542257,-0.06958912571184103,0.0
0,960000,VEV_5200,0.24694307295332674,0.38526471287763153,-0.1383216399243048,0.0
0,980000,VEV_5200,0.24483975675243497,0.2883467693328731,-0.043507012580438154,0.005405405405405406
1,0,VEV_5200,0.24516615313713838,,,0.010471204188481676
1,20000,VEV_5200,0.24575522349257414,0.4439597951339134,-0.19820457164133928,0.0
1,40000,VEV_5200,0.24601999593881113,0.3730300282500632,-0.12701003231125207,-0.0056179775280898875
1,60000,VEV_5200,0.2440348894339706,0.24143430140710154,0.0026005880268690496,0.010471204188481676
1,80000,VEV_5200,0.24475704737048798,0.4114490397561308,-0.1666919923856428,0.011049723756906077
1,100000,VEV_5200,0.24281524458950304,0.3471821934554116,-0.10436694886590858,0.0
1,120000,VEV_5300,0.24139020306996983,0.23431988156974015,0.0070703215002296815,0.0
1,140000,VEV_5300,0.24174182773279038,0.42866765754020864,-0.18692582980741826,-0.00980392156862745
1,160000,VEV_5300,0.24042477143479785,0.36924266701580866,-0.1288178955810108,0.010309278350515464
1,180000,VEV_5200,0.2411198909603216,0.39943132639061724,-0.15831143543029563,0.0
1,200000,VEV_5200,0.24116535429138816,0.4113925364221904,-0.17022718213080226,0.00558659217877095
1,220000,VEV_5200,0.24129271361902851,0.3552533960561426,-0.11396068243711407,0.010471204188481676
1,240000,VEV_5300,0.24580798852448163,0.3129418495230977,-0.0671338609986161,0.0
1,260000,VEV_5300,0.24474002735359962,0.45040669710865167,-0.20566666975505205,0.01020408163265306
1,280000,VEV_5300,0.24560615396316368,0.3139854939256135,-0.0683793399624498,0.009615384615384616
1,300000,VEV_5300,0.24731906411761145,0.28060937587482665,-0.033290311757215196,-0.008928571428571428
1,320000,VEV_5200,0.2444187346628158,0.3456176516962653,-0.10119891703344949,0.0
1,340000,VEV_5200,0.24742423878019637,0.3521805380557033,-0.10475629927550695,-0.005128205128205128
1,360000,VEV_5200,0.24610086942527257,0.3388423279994073,-0.09274145857413471,0.010471204188481676
1,380000,VEV_5300,0.24803861201550517,0.3300309541657415,-0.08199234215023635,0.010309278350515464
1,400000,VEV_5200,0.25105541968909173,0.26528232337732666,-0.014226903688234926,0.0
1,420000,VEV_5200,0.24742616726948602,0.3051897941458167,-0.05776362687633069,-0.005952380952380952
1,440000,VEV_5200,0.24837420032843102,0.3244242475681398,-0.07605004723970879,-0.011299435028248588
1,460000,VEV_5300,0.24658836329392833,0.2683551801854502,-0.02176681689152185,-0.010526315789473684
1,480000,VEV_5300,0.24808510304427778,0.32794480548088,-0.07985970243660223,0.0
1,500000,VEV_5200,0.2429391906423596,0.4083082942901378,-0.1653691036477782,0.01092896174863388
1,520000,VEV_5300,0.24569466059772477,0.2813057155182614,-0.03561105492053662,-0.00980392156862745
1,540000,VEV_5200,0.24442144728410412,0.29976610012476207,-0.055344652840657954,0.005714285714285714
1,560000,VEV_5200,0.2448291270488114,0.4196369723172139,-0.1748078452684025,-0.011904761904761904
1,580000,VEV_5200,0.24584155908910554,0.28981566015619203,-0.04397410106708649,0.0
1,600000,VEV_5200,0.24622538689361465,0.2932771271516288,-0.047051740258014146,-0.011560693641618497
1,620000,VEV_5200,0.24661101811955988,0.28982979229085987,-0.04321877417129999,-0.005780346820809248
1,640000,VEV_5200,0.24631548815869955,0.30300005386711826,-0.056684565708418705,0.0
1,660000,VEV_5200,0.2433040991293808,0.3159951631104212,-0.07269106398104039,0.006896551724137931
1,680000,VEV_5200,0.2450180306636455,0.29953452211853515,-0.054516491454889654,-0.00625
1,700000,VEV_5200,0.24304876517301535,0.3291535685202449,-0.08610480334722956,-0.011428571428571429
1,720000,VEV_5300,0.25128335972725446,0.32231185825515773,-0.07102849852790327,-0.009259259259259259
1,740000,VEV_5300,0.25115106391191167,0.2841204674771336,-0.03296940356522193,-0.018867924528301886
1,760000,VEV_5300,0.2487381196069191,0.3318913764272766,-0.08315325682035751,0.008695652173913044
1,780000,VEV_5300,0.24936066993173014,0.36663417156936645,-0.11727350163763631,0.0
1,800000,VEV_5300,0.24946035358374702,0.3855184424205855,-0.1360580888368385,0.010752688172043012
1,820000,VEV_5200,0.2415655914169131,0.37082262356934365,-0.12925703215243053,0.0058823529411764705
1,840000,VEV_5300,0.24993282677196252,0.29803544577255486,-0.048102619000592345,-0.020833333333333332
1,860000,VEV_5300,0.2492701723329183,0.25392245314519013,-0.004652280812271842,0.0
1,880000,VEV_5200,0.24164201783147124,0.3142434183583126,-0.07260140052684136,0.0
1,900000,VEV_5200,0.24229619190150464,0.4563535049137815,-0.21405731301227687,0.005376344086021506
1,920000,VEV_5300,0.24889747857263683,0.3613600674795643,-0.11246258890692745,0.009259259259259259
1,940000,VEV_5300,0.2517009059579554,0.3042512969427783,-0.05255039098482289,0.0
1,960000,VEV_5300,0.25132519616171667,0.4665075032293401,-0.21518230706762342,0.0
1,980000,VEV_5300,0.2526847127779403,0.30115433468471936,-0.04846962190677906,0.0
2,0,VEV_5300,0.25168791640075266,,,-0.018867924528301886
2,20000,VEV_5300,0.2507295825874618,0.3992706438133724,-0.1485410612259106,-0.009345794392523364
2,40000,VEV_5300,0.25078882819665854,0.41963929458390054,-0.168850466387242,-0.02
2,60000,VEV_5200,0.24634531677097557,0.34346620183258025,-0.09712088506160468,-0.0111731843575419
2,80000,VEV_5300,0.2471352462182876,0.38777575186525237,-0.14064050564696476,0.020833333333333332
2,100000,VEV_5300,0.24886103099104448,0.3289749494642767,-0.08011391847323221,0.0
2,120000,VEV_5300,0.24647170286451336,0.37157855218728253,-0.12510684932276916,0.0
2,140000,VEV_5300,0.24924641029612704,0.4594737590721307,-0.2102273487760037,0.0
2,160000,VEV_5300,0.24915217978395385,0.30852921684822554,-0.05937703706427169,-0.009174311926605505
2,180000,VEV_5300,0.2481634306237456,0.3466795892234147,-0.09851615859966908,0.009708737864077669
2,200000,VEV_5300,0.24955534858237433,0.3155635396777581,-0.06600819109538375,-0.01020408163265306
2,220000,VEV_5300,0.24787756490895815,0.32413090704717573,-0.07625334213821758,-0.010101010101010102
2,240000,VEV_5300,0.246373829623246,0.32244599813628355,-0.07607216851303755,0.02040816326530612
2,260000,VEV_5300,0.2472195173340882,0.29229384787669377,-0.04507433054260557,0.0
2,280000,VEV_5300,0.24618582279921633,0.32051759003893726,-0.07433176723972093,0.02
2,300000,VEV_5300,0.24549177961353344,0.4508033728701223,-0.20531159325658885,0.0
2,320000,VEV_5300,0.24503719029182267,0.37303723825503693,-0.12800004796321426,-0.00909090909090909
2,340000,VEV_5300,0.24637155226757404,0.307442516624081,-0.06107096435650697,-0.010101010101010102
2,360000,VEV_5300,0.2470261444323248,0.32024002126765333,-0.07321387683532854,-0.010309278350515464
2,380000,VEV_5300,0.2464581675920763,0.5019526293163352,-0.25549446172425894,0.023255813953488372
2,400000,VEV_5200,0.2410391949419604,0.47509227993093495,-0.23405308498897454,-0.006024096385542169
2,420000,VEV_5200,0.24290440896770685,0.2855809483765095,-0.042676539408802644,0.012578616352201259
2,440000,VEV_5200,0.24270161588885864,0.33994769210417125,-0.09724607621531262,-0.005988023952095809
2,460000,VEV_5200,0.24112941790680842,0.37259796060864936,-0.13146854270184094,-0.006024096385542169
2,480000,VEV_5200,0.2413636530288468,0.34182530885038764,-0.10046165582154085,-0.005813953488372093
2,500000,VEV_5200,0.24083322216589464,0.39141218992963034,-0.1505789677637357,0.0
2,520000,VEV_5200,0.23922591660746223,0.3237167668487151,-0.08449085024125286,0.011560693641618497
2,540000,VEV_5200,0.23954099842430476,0.3096954382242453,-0.07015443979994052,0.005952380952380952
2,560000,VEV_5200,0.23884228744734762,0.27088742218952877,-0.03204513474218115,-0.006060606060606061
2,580000,VEV_5200,0.2382883352970549,0.45106017022593725,-0.21277183492888235,-0.006944444444444444
2,600000,VEV_5200,0.23755994991068494,0.29695887705577145,-0.059398927145086516,0.0
2,620000,VEV_5200,0.2389913702750362,0.24513747256931298,-0.006146102294276784,-0.006172839506172839
2,640000,VEV_5200,0.23930101810368853,0.3171761950601638,-0.07787517695647528,0.011560693641618497
2,660000,VEV_5300,0.24726691538954468,0.25819927682807436,-0.010932361438529686,-0.011363636363636364
2,680000,VEV_5300,0.24647125015787866,0.3575643081881948,-0.11109305803031613,-0.009708737864077669
2,700000,VEV_5300,0.2442922096706033,0.36853795613082085,-0.12424574646021755,0.020833333333333332
2,720000,VEV_5200,0.2389651339917107,0.44641703297363233,-0.20745189898192162,-0.011976047904191617
2,740000,VEV_5200,0.2406604581758336,0.387939420397695,-0.14727896222186143,0.0
2,760000,VEV_5200,0.24036298217049884,0.3219616263347177,-0.08159864416421886,0.014492753623188406
2,780000,VEV_5200,0.24451090962664035,0.38380284218466076,-0.13929193255802041,-0.011834319526627219
2,800000,VEV_5200,0.24130278036776556,0.2843769315426212,-0.04307415117485566,0.0
2,820000,VEV_5300,0.24835320930029733,0.26553855518618613,-0.017185345885888798,0.0
2,840000,VEV_5300,0.25112126701449217,0.3502413530598396,-0.09912008604534744,0.011494252873563218
2,860000,VEV_5300,0.24952981124658155,0.42733980184951276,-0.1778099906029312,-0.023255813953488372
2,880000,VEV_5300,0.24818653132085688,0.37826312139680507,-0.13007659007594818,0.0
2,900000,VEV_5300,0.24845657303537874,0.3025586611478965,-0.05410208811251774,0.0
2,920000,VEV_5300,0.24839738736996972,0.349237162367662,-0.10083977499769228,0.009345794392523364
2,940000,VEV_5300,0.2470250505171197,0.27663268742184105,-0.029607636904721346,0.0
2,960000,VEV_5300,0.2446375628015845,0.3371307719338468,-0.09249320913226228,0.02127659574468085
2,980000,VEV_5300,0.24890377039152792,0.3774744672557841,-0.12857069686425618,0.0
