pair,symbol,K,spread_q,burst,n,mean_fwd
Mark 14|Mark 38,HYDROGEL_PACK,5,wide,1,27,-0.9814814814814815
Mark 14|Mark 38,HYDROGEL_PACK,20,wide,0,469,0.4605543710021322
Mark 14|Mark 38,HYDROGEL_PACK,20,wide,1,27,-3.7037037037037037
Mark 14|Mark 38,HYDROGEL_PACK,100,wide,0,468,1.0523504273504274
Mark 14|Mark 38,HYDROGEL_PACK,100,wide,1,26,-1.9807692307692308
Mark 14|Mark 38,VEV_4000,5,wide,0,217,-0.15668202764976957
Mark 14|Mark 38,VEV_4000,5,wide,1,15,-0.26666666666666666
Mark 14|Mark 38,VEV_4000,20,wide,0,217,-0.21428571428571427
Mark 14|Mark 38,VEV_4000,20,wide,1,15,0.3333333333333333
Mark 14|Mark 38,VEV_4000,100,wide,0,216,-0.013888888888888888
Mark 14|Mark 38,VEV_4000,100,wide,1,15,-1.4333333333333333
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,5,mid,0,287,-0.13066202090592335
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,5,mid,1,15,0.36666666666666664
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,5,tight,0,13,1.3461538461538463
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,5,tight,1,1,4.0
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,20,mid,0,287,-0.2874564459930314
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,20,mid,1,15,-0.43333333333333335
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,20,tight,0,13,0.8846153846153846
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,20,tight,1,1,2.5
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,100,mid,0,283,-1.2968197879858658
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,100,mid,1,14,-2.7142857142857144
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,100,tight,0,13,0.8076923076923077
Mark 14|Mark 55,VELVETFRUIT_EXTRACT,100,tight,1,1,2.0
Mark 22|Mark 38,HYDROGEL_PACK,5,wide,0,11,-2.6818181818181817
Mark 22|Mark 38,HYDROGEL_PACK,20,wide,0,11,-5.863636363636363
Mark 22|Mark 38,HYDROGEL_PACK,100,wide,0,11,-13.090909090909092
Mark 22|Mark 38,VEV_4000,5,wide,1,1,-1.5
Mark 22|Mark 38,VEV_4000,20,wide,1,1,1.0
Mark 22|Mark 38,VEV_4000,100,wide,1,1,12.0
Mark 22|Mark 38,VEV_4500,5,wide,1,1,0.0
Mark 22|Mark 38,VEV_4500,20,wide,1,1,3.0
Mark 22|Mark 38,VEV_4500,100,wide,1,1,13.0
Mark 22|Mark 38,VEV_5000,5,mid,1,1,2.5
Mark 22|Mark 38,VEV_5000,20,mid,1,1,5.5
Mark 22|Mark 38,VEV_5000,100,mid,1,1,15.5
Mark 22|Mark 38,VEV_5100,5,mid,1,1,2.5
Mark 22|Mark 38,VEV_5100,20,mid,1,1,4.5
Mark 22|Mark 38,VEV_5100,100,mid,1,1,13.5
Mark 22|Mark 38,VEV_5200,5,tight,1,1,2.0
Mark 22|Mark 38,VEV_5200,20,tight,1,1,3.5
Mark 22|Mark 38,VEV_5200,100,tight,1,1,10.0
Mark 22|Mark 38,VEV_5300,5,tight,1,1,0.5
Mark 22|Mark 38,VEV_5300,20,tight,1,1,1.5
Mark 22|Mark 38,VEV_5300,100,tight,1,1,5.5
Mark 22|Mark 49,VELVETFRUIT_EXTRACT,5,mid,0,1,-1.0
Mark 22|Mark 49,VELVETFRUIT_EXTRACT,5,tight,0,1,3.0
Mark 22|Mark 49,VELVETFRUIT_EXTRACT,5,tight,1,5,2.6
Mark 22|Mark 49,VELVETFRUIT_EXTRACT,20,mid,0,1,-2.0
Mark 22|Mark 49,VELVETFRUIT_EXTRACT,20,tight,0,1,3.0
Mark 22|Mark 49,VELVETFRUIT_EXTRACT,20,tight,1,5,3.6
Mark 22|Mark 49,VELVETFRUIT_EXTRACT,100,mid,0,1,-4.0
Mark 22|Mark 49,VELVETFRUIT_EXTRACT,100,tight,0,1,23.0
Mark 22|Mark 49,VELVETFRUIT_EXTRACT,100,tight,1,5,4.0
Mark 22|Mark 55,VELVETFRUIT_EXTRACT,5,mid,0,16,-1.25
Mark 22|Mark 55,VELVETFRUIT_EXTRACT,5,mid,1,2,-2.5
Mark 22|Mark 55,VELVETFRUIT_EXTRACT,20,mid,0,16,0.5
Mark 22|Mark 55,VELVETFRUIT_EXTRACT,20,mid,1,2,0.75
Mark 22|Mark 55,VELVETFRUIT_EXTRACT,100,mid,0,16,0.78125
Mark 22|Mark 55,VELVETFRUIT_EXTRACT,100,mid,1,2,1.75
Mark 38|Mark 14,HYDROGEL_PACK,5,wide,0,472,-0.1419491525423729
Mark 38|Mark 14,HYDROGEL_PACK,5,wide,1,35,-0.5714285714285714
Mark 38|Mark 14,HYDROGEL_PACK,20,wide,0,472,-0.4078389830508475
Mark 38|Mark 14,HYDROGEL_PACK,20,wide,1,35,0.38571428571428573
Mark 38|Mark 14,HYDROGEL_PACK,100,wide,0,470,-0.8553191489361702
Mark 38|Mark 14,HYDROGEL_PACK,100,wide,1,35,4.3428571428571425
Mark 38|Mark 14,VEV_4000,5,wide,0,197,0.10913705583756345
Mark 38|Mark 14,VEV_4000,5,wide,1,10,0.55
Mark 38|Mark 14,VEV_4000,20,wide,0,195,0.23846153846153847
Mark 38|Mark 14,VEV_4000,20,wide,1,10,-0.25
Mark 38|Mark 14,VEV_4000,100,wide,0,194,-0.21391752577319587
Mark 38|Mark 14,VEV_4000,100,wide,1,9,-4.555555555555555
Mark 38|Mark 22,HYDROGEL_PACK,5,wide,0,8,3.1875
Mark 38|Mark 22,HYDROGEL_PACK,20,wide,0,8,1.3125
Mark 38|Mark 22,HYDROGEL_PACK,100,wide,0,7,-4.428571428571429
Mark 38|Mark 22,VEV_4000,5,wide,1,2,4.75
Mark 38|Mark 22,VEV_4000,20,wide,1,2,5.0
Mark 38|Mark 22,VEV_4000,100,wide,1,2,15.5
Mark 38|Mark 22,VEV_4500,5,wide,1,2,3.0
Mark 38|Mark 22,VEV_4500,20,wide,1,2,3.75
Mark 38|Mark 22,VEV_4500,100,wide,1,2,13.5
Mark 38|Mark 22,VEV_5000,5,tight,1,2,0.75
Mark 38|Mark 22,VEV_5000,20,tight,1,2,1.5
Mark 38|Mark 22,VEV_5000,100,tight,1,2,11.0
Mark 38|Mark 22,VEV_5100,5,tight,1,2,0.25
Mark 38|Mark 22,VEV_5100,20,tight,1,2,1.0
Mark 38|Mark 22,VEV_5100,100,tight,1,2,9.25
Mark 38|Mark 22,VEV_5200,5,tight,1,2,0.25
Mark 38|Mark 22,VEV_5200,20,tight,1,2,0.25
Mark 38|Mark 22,VEV_5200,100,tight,1,2,6.5
Mark 38|Mark 22,VEV_5300,5,tight,1,1,0.5
Mark 38|Mark 22,VEV_5300,20,tight,1,1,2.5
Mark 38|Mark 22,VEV_5300,100,tight,1,1,8.0
Mark 49|Mark 22,VELVETFRUIT_EXTRACT,5,mid,0,7,-2.2857142857142856
Mark 49|Mark 22,VELVETFRUIT_EXTRACT,5,mid,1,1,1.0
Mark 49|Mark 22,VELVETFRUIT_EXTRACT,5,tight,0,4,-1.875
Mark 49|Mark 22,VELVETFRUIT_EXTRACT,20,mid,0,7,-4.928571428571429
Mark 49|Mark 22,VELVETFRUIT_EXTRACT,20,mid,1,1,4.5
Mark 49|Mark 22,VELVETFRUIT_EXTRACT,20,tight,0,4,-0.625
Mark 49|Mark 22,VELVETFRUIT_EXTRACT,100,mid,0,7,-4.642857142857143
Mark 49|Mark 22,VELVETFRUIT_EXTRACT,100,mid,1,1,2.0
Mark 49|Mark 22,VELVETFRUIT_EXTRACT,100,tight,0,3,-2.1666666666666665
Mark 49|Mark 55,VELVETFRUIT_EXTRACT,5,mid,0,2,-1.75
Mark 49|Mark 55,VELVETFRUIT_EXTRACT,5,mid,1,1,0.0
Mark 49|Mark 55,VELVETFRUIT_EXTRACT,5,tight,0,2,-2.5
Mark 49|Mark 55,VELVETFRUIT_EXTRACT,20,mid,0,2,-1.75
Mark 49|Mark 55,VELVETFRUIT_EXTRACT,20,mid,1,1,5.0
Mark 49|Mark 55,VELVETFRUIT_EXTRACT,20,tight,0,2,-4.0
Mark 49|Mark 55,VELVETFRUIT_EXTRACT,100,mid,0,2,-9.0
Mark 49|Mark 55,VELVETFRUIT_EXTRACT,100,mid,1,1,-2.0
Mark 49|Mark 55,VELVETFRUIT_EXTRACT,100,tight,0,2,-2.0
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,5,mid,0,231,-0.004329004329004329
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,5,mid,1,13,0.038461538461538464
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,20,mid,0,231,-0.10606060606060606
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,20,mid,1,13,2.0
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,100,mid,0,231,-0.2878787878787879
Mark 55|Mark 01,VELVETFRUIT_EXTRACT,100,mid,1,13,1.8461538461538463
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,5,mid,0,313,0.2715654952076677
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,5,mid,1,15,0.6
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,5,tight,0,3,-2.5
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,20,mid,0,313,0.6038338658146964
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,20,mid,1,15,-0.03333333333333333
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,20,tight,0,3,0.6666666666666666
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,100,mid,0,311,0.9212218649517685
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,100,mid,1,14,4.642857142857143
Mark 55|Mark 14,VELVETFRUIT_EXTRACT,100,tight,0,3,2.8333333333333335
Mark 55|Mark 22,VELVETFRUIT_EXTRACT,5,mid,0,2,1.5
Mark 55|Mark 22,VELVETFRUIT_EXTRACT,5,mid,1,1,1.5
Mark 55|Mark 22,VELVETFRUIT_EXTRACT,5,tight,0,11,1.7727272727272727
Mark 55|Mark 22,VELVETFRUIT_EXTRACT,20,mid,0,2,3.75
Mark 55|Mark 22,VELVETFRUIT_EXTRACT,20,mid,1,1,6.0
Mark 55|Mark 22,VELVETFRUIT_EXTRACT,20,tight,0,11,1.3636363636363635
Mark 55|Mark 22,VELVETFRUIT_EXTRACT,100,mid,0,2,5.0
Mark 55|Mark 22,VELVETFRUIT_EXTRACT,100,mid,1,1,12.0
Mark 55|Mark 22,VELVETFRUIT_EXTRACT,100,tight,0,11,-0.09090909090909091
Mark 55|Mark 49,VELVETFRUIT_EXTRACT,5,tight,0,7,1.2857142857142858
Mark 55|Mark 49,VELVETFRUIT_EXTRACT,5,tight,1,2,0.0
Mark 55|Mark 49,VELVETFRUIT_EXTRACT,20,tight,0,7,2.142857142857143
Mark 55|Mark 49,VELVETFRUIT_EXTRACT,20,tight,1,2,4.5
Mark 55|Mark 49,VELVETFRUIT_EXTRACT,100,tight,0,7,-2.0
Mark 55|Mark 49,VELVETFRUIT_EXTRACT,100,tight,1,2,-4.25
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,5,tight,0,70,2.142857142857143
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,5,tight,1,5,0.9
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,20,tight,0,70,2.0214285714285714
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,20,tight,1,5,2.1
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,100,tight,0,70,0.8642857142857143
Mark 67|Mark 22,VELVETFRUIT_EXTRACT,100,tight,1,5,-1.2
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,5,tight,0,84,1.8392857142857142
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,5,tight,1,5,2.5
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,20,tight,0,84,1.5892857142857142
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,20,tight,1,5,2.4
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,100,tight,0,83,2.036144578313253
Mark 67|Mark 49,VELVETFRUIT_EXTRACT,100,tight,1,5,0.0
Mark 67|Mark 55,VELVETFRUIT_EXTRACT,5,mid,1,1,-0.5
Mark 67|Mark 55,VELVETFRUIT_EXTRACT,20,mid,1,1,7.0
Mark 67|Mark 55,VELVETFRUIT_EXTRACT,100,mid,1,1,19.0
