timestamp,s5200,mid5200,s5300,mid5300,m_ext,s_ext,day,tight,m_ext_f,fwd_extract_k
5700,3.0,99.5,3.0,49.5,5252.0,6.0,1,False,5247.5,-4.5
5800,3.0,100.5,2.0,50.0,5253.5,5.0,1,False,5247.0,-6.5
5900,3.0,101.5,2.0,50.0,5253.5,5.0,1,False,5247.5,-6.0
6000,3.0,101.5,2.0,50.0,5253.5,5.0,1,False,5246.5,-7.0
6100,3.0,100.5,2.0,50.0,5252.5,5.0,1,False,5247.5,-5.0
6200,3.0,100.5,2.0,50.0,5252.5,5.0,1,False,5245.5,-7.0
6300,3.0,100.5,2.0,50.0,5252.5,5.0,1,False,5247.5,-5.0
6400,3.0,99.5,3.0,49.5,5252.0,6.0,1,False,5248.5,-3.5
6500,3.0,99.5,2.0,49.0,5250.5,5.0,1,False,5246.5,-4.0
6600,3.0,99.5,2.0,49.0,5250.5,5.0,1,False,5245.0,-5.5
6700,3.0,98.5,2.0,49.0,5250.0,6.0,1,False,5245.5,-4.5
6800,3.0,97.5,2.0,48.0,5248.5,5.0,1,False,5245.5,-3.0
6900,3.0,97.5,2.0,48.0,5247.5,5.0,1,False,5245.5,-2.0
7000,3.0,97.5,2.0,48.0,5248.5,5.0,1,False,5246.5,-2.0
7100,3.0,97.5,2.0,48.0,5248.5,5.0,1,False,5246.0,-2.5
7200,3.0,97.5,2.0,48.0,5247.5,5.0,1,False,5247.0,-0.5
7300,3.0,96.5,2.0,47.0,5246.5,5.0,1,False,5246.0,-0.5
7400,3.0,96.5,2.0,47.0,5246.5,5.0,1,False,5243.5,-3.0
7500,2.0,97.0,1.0,47.5,5246.5,5.0,1,True,5244.0,-2.5
7600,3.0,96.5,2.0,47.0,5246.0,6.0,1,False,5246.5,0.5
7700,3.0,96.5,2.0,48.0,5247.5,5.0,1,False,5245.0,-2.5
7800,3.0,96.5,3.0,47.5,5247.0,6.0,1,False,5246.5,-0.5
7900,3.0,97.5,2.0,48.0,5247.5,5.0,1,False,5245.0,-2.5
8000,3.0,96.5,2.0,47.0,5246.5,5.0,1,False,5245.5,-1.0
8100,3.0,97.5,2.0,48.0,5247.5,5.0,1,False,5244.0,-3.5
8200,3.0,96.5,3.0,47.5,5245.5,3.0,1,False,5243.5,-2.0
8300,3.0,97.5,2.0,48.0,5247.5,5.0,1,False,5241.5,-6.0
8400,3.0,97.5,2.0,48.0,5248.5,5.0,1,False,5239.5,-9.0
8500,3.0,96.5,2.0,47.0,5246.5,5.0,1,False,5241.5,-5.0
8600,3.0,95.5,2.0,47.0,5245.0,6.0,1,False,5241.5,-3.5
8700,3.0,96.5,2.0,47.0,5245.5,5.0,1,False,5241.5,-4.0
8800,3.0,95.5,2.0,47.0,5245.5,5.0,1,False,5242.5,-3.0
8900,2.0,96.0,2.0,47.0,5245.5,5.0,1,True,5243.5,-2.0
9000,3.0,96.5,2.0,47.0,5246.5,5.0,1,False,5244.5,-2.0
9100,3.0,96.5,2.0,47.0,5246.0,6.0,1,False,5244.5,-1.5
9200,3.0,96.5,3.0,47.5,5247.0,6.0,1,False,5243.5,-3.5
9300,3.0,96.5,2.0,47.0,5246.0,6.0,1,False,5243.5,-2.5
9400,3.0,95.5,2.0,47.0,5243.5,1.0,1,False,5243.5,0.0
9500,3.0,96.5,2.0,47.0,5244.0,2.0,1,False,5241.5,-2.5
9600,1.0,95.5,1.0,46.5,5246.5,5.0,1,True,5241.5,-5.0
9700,3.0,95.5,2.0,47.0,5245.0,6.0,1,False,5241.0,-4.0
9800,3.0,96.5,2.0,47.0,5246.5,5.0,1,False,5241.5,-5.0
9900,3.0,95.5,2.0,47.0,5245.0,6.0,1,False,5242.5,-2.5
10000,3.0,95.5,2.0,47.0,5245.5,3.0,1,False,5243.0,-2.5
10100,2.0,95.0,2.0,46.0,5244.0,6.0,1,True,5241.5,-2.5
10200,3.0,94.5,2.0,46.0,5243.5,5.0,1,False,5241.5,-2.0
10300,3.0,94.5,2.0,46.0,5241.5,1.0,1,False,5241.5,0.0
10400,3.0,93.5,2.0,45.0,5239.5,1.0,1,False,5241.5,2.0
10500,3.0,93.5,3.0,45.5,5241.5,5.0,1,False,5240.5,-1.0
10600,3.0,93.5,3.0,45.5,5241.5,5.0,1,False,5241.5,0.0
10700,3.0,93.5,2.0,46.0,5241.5,5.0,1,False,5240.5,-1.0
10800,2.0,94.0,2.0,46.0,5242.5,5.0,1,True,5238.5,-4.0
10900,3.0,94.5,2.0,46.0,5243.5,5.0,1,False,5239.5,-4.0
11000,3.0,95.5,2.0,47.0,5244.5,5.0,1,False,5240.5,-4.0
11100,3.0,95.5,3.0,46.5,5244.5,5.0,1,False,5239.0,-5.5
11200,3.0,94.5,2.0,46.0,5243.5,5.0,1,False,5239.5,-4.0
11300,3.0,94.5,2.0,46.0,5243.5,5.0,1,False,5238.5,-5.0
11400,3.0,94.5,2.0,46.0,5243.5,5.0,1,False,5238.0,-5.5
11500,3.0,93.5,2.0,46.0,5241.5,5.0,1,False,5238.5,-3.0
11600,3.0,93.5,3.0,45.5,5241.5,5.0,1,False,5236.5,-5.0
11700,3.0,93.5,2.0,45.0,5241.0,6.0,1,False,5238.5,-2.5
11800,1.0,92.5,1.0,44.5,5241.5,5.0,1,True,5238.5,-3.0
11900,2.0,94.0,2.0,46.0,5242.5,5.0,1,True,5236.5,-6.0
12000,3.0,94.5,2.0,46.0,5243.0,6.0,1,False,5237.0,-6.0
12100,3.0,93.5,2.0,45.0,5241.5,5.0,1,False,5236.5,-5.0
12200,3.0,93.5,2.0,45.0,5241.5,5.0,1,False,5235.5,-6.0
12300,3.0,93.5,3.0,45.5,5241.5,5.0,1,False,5235.5,-6.0
12400,3.0,93.5,2.0,45.0,5241.5,5.0,1,False,5233.5,-8.0
12500,3.0,92.5,2.0,45.0,5240.5,5.0,1,False,5234.5,-6.0
12600,3.0,93.5,3.0,45.5,5241.5,5.0,1,False,5234.5,-7.0
12700,2.0,93.0,2.0,45.0,5240.5,5.0,1,True,5234.5,-6.0
12800,3.0,91.5,2.0,44.0,5238.5,5.0,1,False,5234.5,-4.0
12900,3.0,92.5,2.0,45.0,5239.5,5.0,1,False,5234.5,-5.0
13000,3.0,92.5,2.0,45.0,5240.5,5.0,1,False,5233.5,-7.0
13100,2.0,92.0,2.0,44.0,5239.0,6.0,1,True,5234.5,-4.5
13200,3.0,92.5,2.0,45.0,5239.5,5.0,1,False,5233.5,-6.0
13300,3.0,91.5,2.0,44.0,5238.5,5.0,1,False,5233.5,-5.0
13400,3.0,91.5,2.0,44.0,5238.0,6.0,1,False,5233.5,-4.5
13500,2.0,92.0,2.0,44.0,5238.5,5.0,1,True,5231.5,-7.0
13600,3.0,90.5,2.0,44.0,5236.5,5.0,1,False,5231.5,-5.0
13700,3.0,91.5,2.0,44.0,5238.5,5.0,1,False,5231.5,-7.0
13800,3.0,91.5,2.0,44.0,5238.5,5.0,1,False,5232.0,-6.5
13900,3.0,90.5,2.0,44.0,5236.5,5.0,1,False,5233.5,-3.0
14000,2.0,91.0,2.0,44.0,5237.0,6.0,1,True,5233.5,-3.5
14100,3.0,90.5,2.0,44.0,5236.5,5.0,1,False,5231.5,-5.0
14200,2.0,90.0,2.0,43.0,5235.5,5.0,1,True,5232.5,-3.0
14300,3.0,89.5,2.0,43.0,5235.5,5.0,1,False,5230.0,-5.5
14400,2.0,89.0,2.0,43.0,5233.5,5.0,1,True,5231.0,-2.5
14500,3.0,89.5,2.0,43.0,5234.5,5.0,1,False,5232.5,-2.0
14600,3.0,89.5,2.0,43.0,5234.5,5.0,1,False,5231.5,-3.0
14700,3.0,89.5,2.0,43.0,5234.5,5.0,1,False,5231.5,-3.0
14800,1.0,88.5,2.0,43.0,5234.5,5.0,1,True,5230.5,-4.0
14900,3.0,89.5,2.0,43.0,5234.5,5.0,1,False,5229.5,-5.0
15000,3.0,88.5,3.0,42.5,5233.5,5.0,1,False,5229.5,-4.0
15100,3.0,89.5,2.0,43.0,5234.5,5.0,1,False,5229.0,-5.5
15200,3.0,88.5,2.0,43.0,5233.5,5.0,1,False,5232.5,-1.0
15300,2.0,89.0,2.0,43.0,5233.5,5.0,1,True,5231.5,-2.0
15400,3.0,88.5,2.0,42.0,5233.5,5.0,1,False,5229.0,-4.5
15500,3.0,87.5,2.0,42.0,5231.5,5.0,1,False,5232.5,1.0
15600,3.0,87.5,2.0,42.0,5231.5,5.0,1,False,5233.5,2.0
15700,3.0,87.5,2.0,42.0,5231.5,5.0,1,False,5233.5,2.0
15800,2.0,88.0,2.0,42.0,5232.0,6.0,1,True,5232.0,0.0
15900,3.0,88.5,2.0,43.0,5233.5,5.0,1,False,5233.0,-0.5
16000,3.0,88.5,2.0,42.0,5233.5,5.0,1,False,5232.5,-1.0
16100,2.0,88.0,2.0,42.0,5231.5,5.0,1,True,5231.5,0.0
16200,2.0,88.0,2.0,42.0,5232.5,5.0,1,True,5231.5,-1.0
16300,3.0,87.5,2.0,42.0,5230.0,2.0,1,False,5230.5,0.5
16400,3.0,87.5,2.0,42.0,5231.0,6.0,1,False,5229.5,-1.5
16500,3.0,88.5,2.0,42.0,5232.5,5.0,1,False,5228.0,-4.5
16600,3.0,87.5,2.0,42.0,5231.5,5.0,1,False,5229.5,-2.0
16700,1.0,86.5,2.0,42.0,5231.5,5.0,1,True,5227.0,-4.5
16800,3.0,87.5,2.0,42.0,5230.5,5.0,1,False,5227.5,-3.0
16900,3.0,86.5,2.0,41.0,5229.5,5.0,1,False,5228.5,-1.0
17000,3.0,86.5,2.0,41.0,5229.5,5.0,1,False,5228.5,-1.0
17100,3.0,87.5,2.0,42.0,5229.0,2.0,1,False,5229.5,0.5
17200,3.0,88.5,2.0,42.0,5232.5,5.0,1,False,5228.5,-4.0
17300,2.0,88.0,2.0,42.0,5231.5,5.0,1,True,5228.5,-3.0
17400,3.0,87.5,2.0,42.0,5229.0,2.0,1,False,5228.5,-0.5
17500,3.0,88.5,2.0,42.0,5232.5,5.0,1,False,5227.5,-5.0
17600,3.0,88.5,2.0,42.0,5233.5,5.0,1,False,5229.0,-4.5
17700,3.0,88.5,2.0,43.0,5233.5,5.0,1,False,5229.5,-4.0
17800,3.0,88.5,2.0,42.0,5232.0,2.0,1,False,5228.5,-3.5
17900,3.0,88.5,2.0,42.0,5233.0,6.0,1,False,5226.5,-6.5
18000,3.0,88.5,2.0,42.0,5232.5,5.0,1,False,5227.0,-5.5
18100,2.0,88.0,2.0,42.0,5231.5,5.0,1,True,5226.5,-5.0
18200,3.0,87.5,2.0,42.0,5231.5,5.0,1,False,5226.5,-5.0
18300,2.0,87.0,2.0,41.0,5230.5,5.0,1,True,5226.5,-4.0
18400,3.0,86.5,2.0,41.0,5229.5,5.0,1,False,5228.5,-1.0
18500,3.0,85.5,1.0,40.5,5228.0,6.0,1,False,5228.0,0.0
18600,3.0,85.5,2.0,41.0,5229.5,3.0,1,False,5228.0,-1.5
18700,3.0,85.5,2.0,41.0,5227.0,2.0,1,False,5227.5,0.5
18800,3.0,85.5,1.0,40.5,5227.5,5.0,1,False,5227.0,-0.5
18900,3.0,85.5,2.0,41.0,5228.5,5.0,1,False,5227.0,-1.5
19000,2.0,86.0,2.0,41.0,5228.5,5.0,1,True,5226.0,-2.5
19100,3.0,86.5,2.0,41.0,5229.5,5.0,1,False,5227.5,-2.0
19200,2.0,86.0,2.0,41.0,5228.5,5.0,1,True,5227.0,-1.5
19300,3.0,85.5,2.0,41.0,5228.5,5.0,1,False,5228.5,0.0
19400,3.0,85.5,2.0,41.0,5228.5,5.0,1,False,5230.5,2.0
19500,3.0,85.5,2.0,40.0,5227.5,5.0,1,False,5229.5,2.0
19600,3.0,86.5,2.0,41.0,5229.0,6.0,1,False,5230.5,1.5
19700,3.0,86.5,2.0,41.0,5229.5,5.0,1,False,5228.0,-1.5
19800,3.0,85.5,2.0,41.0,5228.5,5.0,1,False,5229.5,1.0
19900,3.0,84.5,2.0,40.0,5226.5,5.0,1,False,5228.5,2.0
20000,2.0,85.0,2.0,40.0,5227.0,6.0,1,True,5227.5,0.5
20100,2.0,85.0,2.0,40.0,5226.5,5.0,1,True,5228.5,2.0
20200,2.0,85.0,2.0,40.0,5226.5,5.0,1,True,5227.5,1.0
20300,3.0,84.5,2.0,40.0,5226.5,5.0,1,False,5228.5,2.0
20400,2.0,86.0,2.0,41.0,5228.5,5.0,1,True,5229.5,1.0
20500,3.0,85.5,1.0,40.5,5228.0,6.0,1,False,5230.5,2.5
20600,3.0,85.5,2.0,41.0,5228.0,6.0,1,False,5232.0,4.0
20700,3.0,85.5,2.0,40.0,5227.5,5.0,1,False,5230.5,3.0
20800,2.0,85.0,2.0,40.0,5227.0,6.0,1,True,5231.5,4.5
20900,2.0,85.0,2.0,40.0,5227.0,6.0,1,True,5231.0,4.0
21000,3.0,84.5,2.0,40.0,5226.0,6.0,1,False,5230.5,4.5
21100,3.0,85.5,2.0,40.0,5227.5,5.0,1,False,5230.5,3.0
21200,2.0,85.0,2.0,40.0,5227.0,6.0,1,True,5232.5,5.5
21300,2.0,86.0,2.0,41.0,5228.5,5.0,1,True,5231.5,3.0
21400,3.0,87.5,2.0,41.0,5230.5,5.0,1,False,5229.0,-1.5
21500,3.0,86.5,2.0,41.0,5229.5,5.0,1,False,5231.5,2.0
21600,2.0,87.0,2.0,41.0,5230.5,5.0,1,True,5232.0,1.5
21700,3.0,86.5,2.0,41.0,5228.0,2.0,1,False,5231.5,3.5
21800,3.0,86.5,2.0,41.0,5229.5,5.0,1,False,5232.5,3.0
21900,3.0,85.5,1.0,40.5,5228.5,5.0,1,False,5232.5,4.0
22000,3.0,85.5,2.0,40.0,5227.5,5.0,1,False,5232.5,5.0
22100,3.0,86.5,2.0,41.0,5228.5,5.0,1,False,5232.5,4.0
22200,3.0,85.5,2.0,40.0,5227.5,5.0,1,False,5235.5,8.0
22300,2.0,86.0,2.0,41.0,5228.5,5.0,1,True,5234.5,6.0
22400,3.0,86.5,2.0,41.0,5229.5,5.0,1,False,5235.5,6.0
22500,2.0,87.0,2.0,41.0,5230.5,5.0,1,True,5235.0,4.5
22600,2.0,88.0,2.0,42.0,5232.0,6.0,1,True,5235.5,3.5
22700,2.0,87.0,2.0,41.0,5230.5,5.0,1,True,5234.5,4.0
22800,3.0,87.5,2.0,42.0,5231.5,5.0,1,False,5233.5,2.0
22900,3.0,87.5,2.0,41.0,5231.0,6.0,1,False,5234.5,3.5
23000,3.0,87.5,2.0,41.0,5230.5,5.0,1,False,5231.5,1.0
23100,2.0,87.0,2.0,41.0,5230.5,5.0,1,True,5231.5,1.0
23200,2.0,88.0,2.0,42.0,5232.5,5.0,1,True,5231.5,-1.0
23300,3.0,87.5,2.0,42.0,5231.5,5.0,1,False,5233.5,2.0
23400,3.0,87.5,2.0,41.0,5229.0,2.0,1,False,5231.0,2.0
23500,3.0,87.5,2.0,42.0,5231.5,5.0,1,False,5233.5,2.0
23600,2.0,88.0,2.0,42.0,5232.0,6.0,1,True,5232.5,0.5
23700,3.0,87.5,2.0,42.0,5231.5,5.0,1,False,5231.5,0.0
23800,3.0,88.5,2.0,42.0,5232.5,5.0,1,False,5232.5,0.0
23900,3.0,88.5,2.0,42.0,5232.5,5.0,1,False,5230.5,-2.0
24000,3.0,88.5,2.0,42.0,5232.5,5.0,1,False,5232.0,-0.5
24100,3.0,89.5,2.0,43.0,5232.5,1.0,1,False,5232.5,0.0
24200,3.0,90.5,2.0,43.0,5235.5,5.0,1,False,5230.5,-5.0
24300,3.0,89.5,2.0,43.0,5234.5,5.0,1,False,5231.0,-3.5
24400,2.0,90.0,2.0,43.0,5235.5,5.0,1,True,5229.5,-6.0
24500,2.0,90.0,2.0,43.0,5235.0,6.0,1,True,5229.5,-5.5
24600,2.0,90.0,2.0,43.0,5235.5,5.0,1,True,5229.5,-6.0
24700,3.0,89.5,2.0,43.0,5234.5,5.0,1,False,5230.5,-4.0
24800,3.0,89.5,2.0,43.0,5233.5,5.0,1,False,5229.5,-4.0
24900,3.0,88.5,2.0,42.0,5234.5,3.0,1,False,5231.5,-3.0
25000,2.0,88.0,2.0,42.0,5231.5,5.0,1,True,5232.5,1.0
25100,3.0,87.5,2.0,42.0,5231.5,5.0,1,False,5232.5,1.0
25200,2.0,88.0,2.0,42.0,5231.5,5.0,1,True,5233.5,2.0
25300,3.0,88.5,2.0,42.0,5233.5,5.0,1,False,5235.5,2.0
25400,3.0,88.5,2.0,42.0,5231.0,2.0,1,False,5236.5,5.5
25500,2.0,89.0,2.0,43.0,5233.5,5.0,1,True,5235.5,2.0
25600,3.0,88.5,2.0,42.0,5232.5,5.0,1,False,5237.5,5.0
25700,3.0,87.5,2.0,42.0,5231.5,5.0,1,False,5238.5,7.0
25800,3.0,88.5,2.0,42.0,5232.5,5.0,1,False,5237.0,4.5
25900,3.0,87.5,2.0,41.0,5230.5,5.0,1,False,5237.5,7.0
26000,2.0,88.0,2.0,42.0,5232.0,6.0,1,True,5237.5,5.5
26100,3.0,88.5,2.0,42.0,5232.5,5.0,1,False,5239.5,7.0
26200,3.0,87.5,2.0,42.0,5230.5,5.0,1,False,5239.5,9.0
26300,3.0,87.5,2.0,42.0,5231.0,6.0,1,False,5237.5,6.5
26400,3.0,86.5,2.0,41.0,5229.5,5.0,1,False,5238.5,9.0
26500,3.0,86.5,2.0,41.0,5229.5,5.0,1,False,5239.5,10.0
26600,3.0,86.5,2.0,41.0,5229.5,5.0,1,False,5241.0,11.5
26700,3.0,87.5,2.0,41.0,5230.5,5.0,1,False,5242.0,11.5
26800,3.0,86.5,2.0,41.0,5229.5,5.0,1,False,5242.5,13.0
26900,3.0,87.5,2.0,42.0,5231.5,5.0,1,False,5239.5,8.0
27000,3.0,88.5,2.0,42.0,5232.5,5.0,1,False,5238.5,6.0
27100,3.0,88.5,2.0,42.0,5232.5,5.0,1,False,5239.5,7.0
27200,3.0,88.5,3.0,42.5,5233.5,5.0,1,False,5239.5,6.0
27300,2.0,90.0,2.0,43.0,5235.5,5.0,1,True,5239.5,4.0
27400,3.0,90.5,2.0,43.0,5236.5,5.0,1,False,5238.5,2.0
27500,3.0,90.5,2.0,43.0,5235.5,5.0,1,False,5240.5,5.0
27600,3.0,91.5,2.0,44.0,5237.5,5.0,1,False,5238.5,1.0
27700,3.0,91.5,2.0,44.0,5238.5,5.0,1,False,5241.5,3.0
27800,3.0,91.5,2.0,44.0,5237.0,2.0,1,False,5241.5,4.5
27900,3.0,91.5,2.0,44.0,5237.5,5.0,1,False,5240.5,3.0
28000,3.0,91.5,2.0,44.0,5237.5,5.0,1,False,5240.5,3.0
28100,3.0,92.5,2.0,45.0,5239.5,5.0,1,False,5237.5,-2.0
28200,2.0,92.0,3.0,44.5,5239.5,3.0,1,False,5237.5,-2.0
28300,3.0,91.5,2.0,44.0,5237.5,5.0,1,False,5237.0,-0.5
28400,3.0,91.5,2.0,44.0,5238.5,5.0,1,False,5236.5,-2.0
28500,3.0,92.5,2.0,45.0,5239.5,5.0,1,False,5235.5,-4.0
28600,3.0,93.5,2.0,45.0,5241.0,6.0,1,False,5236.5,-4.5
28700,3.0,93.5,2.0,46.0,5242.0,6.0,1,False,5234.5,-7.5
28800,2.0,94.0,2.0,46.0,5242.5,5.0,1,True,5234.5,-8.0
28900,3.0,92.5,2.0,45.0,5239.5,5.0,1,False,5234.5,-5.0
29000,2.0,92.0,3.0,44.5,5238.5,5.0,1,False,5234.5,-4.0
29100,3.0,92.5,2.0,45.0,5239.5,5.0,1,False,5234.5,-5.0
29200,3.0,92.5,2.0,45.0,5239.5,5.0,1,False,5233.0,-6.5
29300,3.0,92.5,2.0,45.0,5239.5,5.0,1,False,5232.0,-7.5
29400,3.0,91.5,2.0,44.0,5238.5,5.0,1,False,5231.5,-7.0
29500,3.0,92.5,2.0,45.0,5240.5,3.0,1,False,5231.5,-9.0
29600,2.0,92.0,2.0,44.0,5238.5,5.0,1,True,5232.5,-6.0
29700,3.0,93.5,3.0,45.5,5241.5,5.0,1,False,5234.5,-7.0
29800,3.0,93.5,2.0,45.0,5241.5,5.0,1,False,5234.5,-7.0
29900,3.0,92.5,2.0,45.0,5240.5,5.0,1,False,5236.5,-4.0
30000,3.0,92.5,2.0,45.0,5240.5,3.0,1,False,5235.5,-5.0
30100,3.0,91.5,2.0,44.0,5237.5,5.0,1,False,5234.5,-3.0
30200,3.0,91.5,2.0,44.0,5237.5,5.0,1,False,5236.0,-1.5
30300,3.0,90.5,2.0,44.0,5237.0,6.0,1,False,5236.5,-0.5
30400,3.0,90.5,2.0,43.0,5236.5,5.0,1,False,5237.0,0.5
30500,3.0,90.5,2.0,43.0,5235.5,5.0,1,False,5237.5,2.0
30600,3.0,90.5,2.0,43.0,5236.5,5.0,1,False,5237.5,1.0
30700,3.0,89.5,2.0,43.0,5234.5,5.0,1,False,5238.0,3.5
30800,3.0,89.5,2.0,43.0,5234.5,5.0,1,False,5237.0,2.5
30900,2.0,90.0,2.0,43.0,5234.5,5.0,1,True,5239.0,4.5
31000,3.0,89.5,2.0,43.0,5234.5,5.0,1,False,5239.5,5.0
31100,3.0,89.5,2.0,43.0,5234.5,5.0,1,False,5240.0,5.5
31200,3.0,89.5,2.0,43.0,5233.0,2.0,1,False,5240.0,7.0
31300,2.0,88.0,2.0,42.0,5232.0,6.0,1,True,5239.5,7.5
31400,2.0,88.0,2.0,42.0,5231.5,5.0,1,True,5238.5,7.0
31500,3.0,87.5,2.0,42.0,5231.5,5.0,1,False,5237.5,6.0
31600,3.0,88.5,2.0,42.0,5232.5,5.0,1,False,5236.5,4.0
31700,3.0,89.5,2.0,43.0,5234.5,5.0,1,False,5235.5,1.0
31800,3.0,89.5,2.0,43.0,5234.5,5.0,1,False,5235.5,1.0
31900,2.0,90.0,2.0,43.0,5236.5,3.0,1,True,5235.5,-1.0
32000,2.0,90.0,2.0,43.0,5235.5,5.0,1,True,5234.5,-1.0
32100,3.0,89.5,2.0,43.0,5234.5,5.0,1,False,5232.0,-2.5
32200,3.0,90.5,2.0,43.0,5236.0,6.0,1,False,5233.0,-3.0
32300,2.0,91.0,2.0,44.0,5236.5,5.0,1,True,5234.5,-2.0
32400,3.0,91.5,2.0,44.0,5237.0,2.0,1,False,5233.5,-3.5
32500,3.0,91.5,2.0,44.0,5237.5,5.0,1,False,5234.5,-3.0
32600,3.0,91.5,2.0,44.0,5237.5,5.0,1,False,5235.0,-2.5
32700,3.0,91.5,2.0,44.0,5238.0,6.0,1,False,5235.0,-3.0
32800,3.0,92.5,2.0,44.0,5237.0,2.0,1,False,5235.5,-1.5
32900,3.0,92.5,2.0,44.0,5239.0,6.0,1,False,5235.0,-4.0
33000,3.0,92.5,2.0,45.0,5239.5,5.0,1,False,5235.5,-4.0
33100,3.0,92.5,2.0,45.0,5240.0,6.0,1,False,5235.5,-4.5
33200,3.0,92.5,2.0,45.0,5240.0,6.0,1,False,5232.5,-7.5
33300,3.0,92.5,2.0,44.0,5239.5,5.0,1,False,5232.5,-7.0
