mark,role,symbol,K,n,mean_fwd,t_stat,frac_pos
Mark 38,buyer_aggr,VEV_4000,100,205,-0.25121951219512195,-0.40339996830519054,0.4878048780487805
Mark 14,as_buyer,VEV_5200,5,33,-0.24242424242424243,-1.4250399015019133,0.3333333333333333
Mark 14,as_buyer,VELVETFRUIT_EXTRACT,20,316,-0.23734177215189872,-1.040850794089224,0.4177215189873418
Mark 14,as_buyer,HYDROGEL_PACK,20,496,0.23387096774193547,0.5993981179800753,0.5040322580645161
Mark 22,as_seller,VEV_5200,20,46,0.22826086956521738,0.4628925561670968,0.4782608695652174
Mark 22,seller_aggr,VEV_5200,5,44,-0.22727272727272727,-1.5035884171827125,0.3181818181818182
Mark 22,seller_aggr,VEV_5200,20,44,0.22727272727272727,0.45017565512115065,0.4772727272727273
Mark 14,as_buyer,VEV_5300,20,30,-0.21666666666666667,-0.7647058823529412,0.3333333333333333
Mark 14,as_seller,VEV_4000,20,205,0.2146341463414634,0.752523547921182,0.4878048780487805
Mark 22,as_seller,VEV_5200,5,46,-0.20652173913043478,-1.4199504053068512,0.32608695652173914
Mark 22,seller_aggr,VEV_5300,5,160,-0.203125,-3.3127067443445664,0.2375
Mark 55,as_buyer,VELVETFRUIT_EXTRACT,5,598,0.19899665551839466,2.246478262817043,0.46488294314381273
Mark 55,buyer_aggr,VELVETFRUIT_EXTRACT,5,598,0.19899665551839466,2.246478262817043,0.46488294314381273
Mark 22,as_seller,VEV_5300,5,163,-0.19325153374233128,-3.1776800666829024,0.24539877300613497
Mark 22,as_seller,VEV_5300,100,162,0.19135802469135801,0.7471081989078119,0.5
Mark 14,as_buyer,VEV_4000,20,232,-0.1788793103448276,-0.6090217622057494,0.44396551724137934
Mark 38,as_buyer,VEV_4000,5,209,0.17464114832535885,1.1213823487176247,0.4784688995215311
Mark 38,buyer_aggr,VEV_4000,5,209,0.17464114832535885,1.1213823487176247,0.4784688995215311
Mark 01,as_seller,VELVETFRUIT_EXTRACT,100,244,-0.17418032786885246,-0.286911599253735,0.47540983606557374
Mark 38,as_seller,VEV_4000,20,233,-0.17381974248927037,-0.594263133536499,0.44635193133047213
Mark 38,seller_aggr,VEV_4000,20,233,-0.17381974248927037,-0.594263133536499,0.44635193133047213
Mark 14,as_seller,HYDROGEL_PACK,5,507,-0.17159763313609466,-0.9230233405315611,0.4536489151873767
Mark 38,as_seller,VEV_4000,5,233,-0.16952789699570817,-1.1630208076407231,0.4248927038626609
Mark 38,seller_aggr,VEV_4000,5,233,-0.16952789699570817,-1.1630208076407231,0.4248927038626609
Mark 14,as_buyer,VEV_4000,5,232,-0.16379310344827586,-1.1197119741505646,0.4267241379310345
Mark 22,seller_aggr,VEV_5300,100,159,0.14779874213836477,0.5778864227270519,0.4968553459119497
Mark 01,as_buyer,VEV_5300,5,132,-0.14772727272727273,-2.2914560462557185,0.25
Mark 22,seller_aggr,VEV_5300,20,160,-0.14375,-1.10672497938225,0.38125
Mark 14,as_seller,VEV_4000,5,207,0.13043478260869565,0.8471128956855575,0.47342995169082125
Mark 22,as_seller,VEV_5300,20,163,-0.12269938650306748,-0.9542862978215048,0.38650306748466257
Mark 01,as_buyer,VEV_5300,20,132,-0.12121212121212122,-0.8405868912188258,0.3939393939393939
Mark 38,as_buyer,HYDROGEL_PACK,5,515,-0.11941747572815534,-0.6418893189351541,0.458252427184466
Mark 38,buyer_aggr,HYDROGEL_PACK,5,515,-0.11941747572815534,-0.6418893189351541,0.458252427184466
Mark 14,as_buyer,VEV_4000,100,231,-0.10606060606060606,-0.1785914400965127,0.45021645021645024
Mark 55,as_seller,VELVETFRUIT_EXTRACT,20,600,-0.10583333333333333,-0.6181496555114884,0.43833333333333335
Mark 55,seller_aggr,VELVETFRUIT_EXTRACT,20,600,-0.10583333333333333,-0.6181496555114884,0.43833333333333335
Mark 38,as_seller,HYDROGEL_PACK,20,507,0.10157790927021697,0.2624804099548992,0.4990138067061144
Mark 38,seller_aggr,HYDROGEL_PACK,20,507,0.10157790927021697,0.2624804099548992,0.4990138067061144
Mark 14,as_buyer,VEV_5200,100,33,-0.09090909090909091,-0.0820854689623841,0.5151515151515151
Mark 14,as_buyer,HYDROGEL_PACK,5,496,0.0715725806451613,0.3529481780908806,0.46774193548387094
Mark 38,as_seller,VEV_4000,100,232,-0.05387931034482758,-0.09076619605406931,0.4525862068965517
Mark 38,seller_aggr,VEV_4000,100,232,-0.05387931034482758,-0.09076619605406931,0.4525862068965517
Mark 55,as_seller,VELVETFRUIT_EXTRACT,5,600,0.051666666666666666,0.5770292515005375,0.44333333333333336
Mark 55,seller_aggr,VELVETFRUIT_EXTRACT,5,600,0.051666666666666666,0.5770292515005375,0.44333333333333336
Mark 22,seller_aggr,VEV_5400,100,272,-0.04044117647058824,-0.4414725103316141,0.41544117647058826
Mark 01,as_buyer,VEV_5400,20,263,0.039923954372623575,0.8355168197776018,0.30798479087452474
Mark 22,as_seller,VEV_5400,100,273,-0.038461538461538464,-0.4213093326287699,0.4175824175824176
Mark 22,as_seller,VEV_5500,100,304,-0.03618421052631579,-0.8817968548358787,0.23355263157894737
Mark 22,seller_aggr,VEV_5500,100,304,-0.03618421052631579,-0.8817968548358787,0.23355263157894737
Mark 14,as_buyer,VELVETFRUIT_EXTRACT,5,316,-0.03322784810126582,-0.2808425831430369,0.41455696202531644
Mark 22,seller_aggr,VEV_5400,5,275,-0.03090909090909091,-1.3172567025602884,0.16363636363636364
Mark 22,as_seller,VEV_5400,5,276,-0.030797101449275364,-1.3172502999536526,0.16304347826086957
Mark 01,as_buyer,VEV_5300,100,131,0.026717557251908396,0.09438270074145173,0.48854961832061067
Mark 22,as_seller,VEV_5500,5,306,-0.026143790849673203,-1.9207508139484646,0.05555555555555555
Mark 22,seller_aggr,VEV_5500,5,306,-0.026143790849673203,-1.9207508139484646,0.05555555555555555
Mark 01,as_buyer,VEV_5500,20,299,0.02508361204013378,1.0478169779074455,0.14381270903010032
Mark 01,as_buyer,VEV_5500,100,297,-0.02356902356902357,-0.5699484745307889,0.23905723905723905
Mark 22,as_seller,VEV_5400,20,276,0.021739130434782608,0.4575053835183178,0.3079710144927536
Mark 01,as_buyer,VEV_5500,5,299,-0.020066889632107024,-1.5273947271756931,0.056856187290969896
Mark 22,seller_aggr,VEV_5400,20,275,0.02,0.41965834169991967,0.3054545454545455
Mark 14,as_buyer,VEV_5200,20,33,0.015151515151515152,0.02588739206762294,0.42424242424242425
Mark 22,as_seller,VEV_5500,20,306,0.014705882352941176,0.6103330614689869,0.14052287581699346
Mark 22,seller_aggr,VEV_5500,20,306,0.014705882352941176,0.6103330614689869,0.14052287581699346
Mark 01,as_buyer,VEV_5400,5,263,-0.013307984790874524,-0.5689189907814672,0.17110266159695817
Mark 38,as_seller,HYDROGEL_PACK,5,507,0.011834319526627219,0.0591147406905954,0.4635108481262327
Mark 38,seller_aggr,HYDROGEL_PACK,5,507,0.011834319526627219,0.0591147406905954,0.4635108481262327
Mark 01,as_seller,VELVETFRUIT_EXTRACT,20,244,0.006147540983606557,0.02254841886603109,0.47540983606557374
Mark 01,as_buyer,VELVETFRUIT_EXTRACT,20,260,0.0057692307692307696,0.021367183292013647,0.45384615384615384
Mark 01,as_buyer,VEV_5400,100,260,0.0038461538461538464,0.042481044090478634,0.4153846153846154
Mark 01,as_seller,VELVETFRUIT_EXTRACT,5,244,-0.0020491803278688526,-0.015143055493129122,0.4180327868852459
Mark 01,as_buyer,VEV_6000,5,317,0.0,,0.0
Mark 01,as_buyer,VEV_6000,20,317,0.0,,0.0
Mark 22,as_seller,VEV_6000,5,317,0.0,,0.0
Mark 22,seller_aggr,VEV_6000,5,317,0.0,,0.0
Mark 22,as_seller,VEV_6000,20,317,0.0,,0.0
Mark 22,seller_aggr,VEV_6000,20,317,0.0,,0.0
Mark 01,as_buyer,VEV_6500,5,317,0.0,,0.0
Mark 01,as_buyer,VEV_6500,20,317,0.0,,0.0
Mark 22,as_seller,VEV_6500,5,317,0.0,,0.0
Mark 22,seller_aggr,VEV_6500,5,317,0.0,,0.0
Mark 22,as_seller,VEV_6500,20,317,0.0,,0.0
Mark 22,seller_aggr,VEV_6500,20,317,0.0,,0.0
Mark 01,as_buyer,VEV_6000,100,314,0.0,,0.0
Mark 22,as_seller,VEV_6000,100,314,0.0,,0.0
Mark 22,seller_aggr,VEV_6000,100,314,0.0,,0.0
Mark 01,as_buyer,VEV_6500,100,314,0.0,,0.0
Mark 22,as_seller,VEV_6500,100,314,0.0,,0.0
Mark 22,seller_aggr,VEV_6500,100,314,0.0,,0.0
