mark,role,session_tercile_ticks,out_symbol,K,n,mean,median,frac_pos,t_stat,boot_mean_lo,boot_mean_hi
Mark 14,as_seller,S3_late_third_ticks,VELVETFRUIT_EXTRACT,100,115,2.1695652173913045,2.0,0.5565217391304348,2.3772442364458684,0.2391304347826087,3.908695652173913
Mark 14,as_buyer,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,100,107,-1.8457943925233644,-3.0,0.35514018691588783,-2.332963656598938,-3.350467289719626,-0.32242990654205606
Mark 22,as_seller,S1_early_third_ticks,x,5,507,0.20019723865877712,0.0,0.4812623274161736,2.3244805511451196,-0.0029585798816568047,0.34122287968441817
Mark 14,as_buyer,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,5,107,-0.45794392523364486,0.0,0.308411214953271,-2.311785190266508,-0.8598130841121495,-0.0794392523364486
Mark 55,as_seller,S3_late_third_ticks,VELVETFRUIT_EXTRACT,5,199,0.3693467336683417,0.5,0.507537688442211,2.3079460046995965,0.007537688442211055,0.6557788944723618
Mark 55,as_seller,S3_late_third_ticks,x,5,199,0.3693467336683417,0.5,0.507537688442211,2.3079460046995965,0.007537688442211055,0.6557788944723618
Mark 01,as_buyer,S1_early_third_ticks,x,100,524,-0.8721374045801527,0.0,0.49427480916030536,-2.263632640091782,-1.6564885496183206,-0.20515267175572519
Mark 22,as_seller,S3_late_third_ticks,x,20,473,0.5126849894291755,0.0,0.49682875264270615,2.252582897199388,0.08879492600422834,0.8985200845665962
Mark 01,as_buyer,S3_late_third_ticks,VELVETFRUIT_EXTRACT,5,86,0.5523255813953488,0.75,0.5581395348837209,2.247405007480924,0.0755813953488372,0.9709302325581395
Mark 55,as_seller,S3_late_third_ticks,VELVETFRUIT_EXTRACT,20,199,0.6708542713567839,0.5,0.5125628140703518,2.1900366446056685,0.06281407035175879,1.3090452261306533
Mark 55,as_seller,S3_late_third_ticks,x,20,199,0.6708542713567839,0.5,0.5125628140703518,2.1900366446056685,0.06281407035175879,1.3090452261306533
Mark 55,as_seller,S1_early_third_ticks,VELVETFRUIT_EXTRACT,20,202,-0.6311881188118812,-0.5,0.40594059405940597,-2.1812605036286645,-1.1955445544554455,-0.07178217821782178
Mark 55,as_seller,S1_early_third_ticks,x,20,202,-0.6311881188118812,-0.5,0.40594059405940597,-2.1812605036286645,-1.1955445544554455,-0.07178217821782178
Mark 14,as_buyer,S3_late_third_ticks,VELVETFRUIT_EXTRACT,20,106,0.8349056603773585,1.0,0.5377358490566038,2.154194554481483,0.05188679245283019,1.570754716981132
Mark 14,as_buyer,S3_late_third_ticks,VEV_5300,5,13,-0.46153846153846156,-0.5,0.15384615384615385,-2.143768803031489,-0.8461538461538461,-0.038461538461538464
Mark 01,as_buyer,S1_early_third_ticks,VELVETFRUIT_EXTRACT,100,88,-1.7272727272727273,-1.25,0.42045454545454547,-2.1123760828293365,-3.2329545454545454,-0.08522727272727272
Mark 01,as_buyer,S3_late_third_ticks,x,20,499,0.46092184368737477,0.0,0.49498997995991983,2.101926793837215,0.07615230460921844,0.8577154308617234
Mark 01,as_buyer,S3_late_third_ticks,x,100,487,0.9517453798767967,1.5,0.5338809034907598,2.0936391276672643,0.14476386036960986,1.9876796714579055
Mark 14,as_seller,S3_late_third_ticks,VELVETFRUIT_EXTRACT,5,118,0.4322033898305085,0.0,0.4661016949152542,2.08814323252976,-0.01694915254237288,0.8220338983050848
Mark 38,as_seller,S1_early_third_ticks,x,20,252,-0.5892857142857143,-1.0,0.3888888888888889,-2.0839377792455935,-1.119047619047619,-0.017857142857142856
Mark 14,as_buyer,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,20,107,-0.822429906542056,-1.0,0.3364485981308411,-2.0794642818858153,-1.6401869158878504,-0.10747663551401869
Mark 14,as_buyer,S1_early_third_ticks,VEV_5400,100,7,-1.7142857142857142,-2.0,0.2857142857142857,-2.030789258375466,-3.2142857142857144,-0.42857142857142855
Mark 49,as_seller,S3_late_third_ticks,VELVETFRUIT_EXTRACT,100,42,3.0357142857142856,2.75,0.5952380952380952,2.0040712493094075,0.10714285714285714,6.035714285714286
Mark 49,as_seller,S3_late_third_ticks,x,100,42,3.0357142857142856,2.75,0.5952380952380952,2.0040712493094075,0.10714285714285714,6.035714285714286
Mark 49,as_buyer,S1_early_third_ticks,VELVETFRUIT_EXTRACT,100,6,-4.25,-3.25,0.16666666666666666,-1.986075274366611,-8.666666666666666,-1.0
Mark 49,as_buyer,S1_early_third_ticks,x,100,6,-4.25,-3.25,0.16666666666666666,-1.986075274366611,-8.666666666666666,-1.0
Mark 22,as_seller,S2_mid_third_ticks,VEV_5300,5,67,-0.1865671641791045,0.0,0.2537313432835821,-1.976049321273642,-0.373134328358209,-0.007462686567164179
Mark 22,as_seller,S3_late_third_ticks,VEV_5200,100,11,4.2727272727272725,6.5,0.7272727272727273,1.9733794697198204,0.045454545454545456,8.0
Mark 22,as_seller,S1_early_third_ticks,x,100,507,-0.7928994082840237,0.5,0.5128205128205128,-1.969572807417429,-1.6143984220907297,0.026627218934911243
Mark 55,as_buyer,S3_late_third_ticks,VELVETFRUIT_EXTRACT,5,208,0.3076923076923077,0.0,0.4567307692307692,1.9465526574488994,0.014423076923076924,0.6610576923076923
Mark 55,as_buyer,S3_late_third_ticks,x,5,208,0.3076923076923077,0.0,0.4567307692307692,1.9465526574488994,0.014423076923076924,0.6610576923076923
Mark 14,as_seller,S3_late_third_ticks,x,100,342,1.0614035087719298,1.0,0.5175438596491229,1.9317267843487385,-0.01023391812865497,2.125730994152047
Mark 14,as_buyer,S1_early_third_ticks,VELVETFRUIT_EXTRACT,20,103,-0.7330097087378641,-0.5,0.3786407766990291,-1.9108941706107738,-1.4320388349514563,0.038834951456310676
Mark 22,as_seller,S1_early_third_ticks,VEV_5300,20,48,-0.4270833333333333,-0.75,0.2916666666666667,-1.8794419523173282,-0.8645833333333334,0.0625
Mark 01,as_buyer,S2_mid_third_ticks,x,20,576,0.3385416666666667,0.0,0.4583333333333333,1.8760200042055482,-0.016493055555555556,0.7005208333333334
Mark 14,as_seller,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,20,103,0.6310679611650486,0.5,0.5339805825242718,1.8534234256974187,0.04854368932038835,1.2427184466019416
Mark 14,as_buyer,S3_late_third_ticks,VELVETFRUIT_EXTRACT,5,106,0.3867924528301887,0.25,0.5,1.8347643549029893,-0.0330188679245283,0.7924528301886793
Mark 01,as_buyer,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,5,86,0.3953488372093023,0.5,0.5465116279069767,1.8209914110787182,-0.046511627906976744,0.7848837209302325
Mark 01,as_buyer,S1_early_third_ticks,VEV_5500,100,99,-0.13636363636363635,0.0,0.21212121212121213,-1.8126213135925733,-0.2727272727272727,0.015151515151515152
Mark 22,as_seller,S1_early_third_ticks,VEV_5500,100,101,-0.13366336633663367,0.0,0.2079207920792079,-1.8122029816814198,-0.2722772277227723,0.0297029702970297
Mark 14,as_buyer,S1_early_third_ticks,VEV_5400,20,7,-0.5714285714285714,-0.5,0.14285714285714285,-1.8039504672067894,-1.0714285714285714,-0.07142857142857142
Mark 55,as_buyer,S1_early_third_ticks,VELVETFRUIT_EXTRACT,5,205,0.2731707317073171,0.0,0.4975609756097561,1.799978813774413,-0.03170731707317073,0.5634146341463414
Mark 55,as_buyer,S1_early_third_ticks,x,5,205,0.2731707317073171,0.0,0.4975609756097561,1.799978813774413,-0.03170731707317073,0.5634146341463414
Mark 01,as_buyer,S2_mid_third_ticks,VEV_5300,5,57,-0.16666666666666666,0.0,0.24561403508771928,-1.7902009041189855,-0.3508771929824561,-0.008771929824561403
Mark 01,as_buyer,S3_late_third_ticks,x,5,499,0.18036072144288579,0.0,0.46092184368737477,1.7814335522276683,-0.018036072144288578,0.3637274549098196
Mark 22,as_seller,S1_early_third_ticks,VEV_5300,5,48,-0.1875,0.0,0.22916666666666666,-1.7701224063135672,-0.4166666666666667,0.0
Mark 22,as_seller,S2_mid_third_ticks,VEV_5200,5,26,-0.3076923076923077,-0.5,0.2692307692307692,-1.7524318173532938,-0.6730769230769231,-0.019230769230769232
Mark 01,as_buyer,S3_late_third_ticks,VEV_5500,20,97,0.07216494845360824,0.0,0.1958762886597938,1.7412365170887731,0.0,0.15463917525773196
Mark 38,as_seller,S1_early_third_ticks,x,100,252,-0.9503968253968254,-1.0,0.42857142857142855,-1.7352693460152222,-2.0912698412698414,0.15674603174603174
Mark 22,as_seller,S3_late_third_ticks,VELVETFRUIT_EXTRACT,100,29,3.5517241379310347,3.5,0.5517241379310345,1.7249217233824465,-0.08620689655172414,7.517241379310345
Mark 22,as_seller,S3_late_third_ticks,VEV_5300,5,48,-0.20833333333333334,0.0,0.25,-1.7247270927030158,-0.4375,0.0
Mark 01,as_buyer,S1_early_third_ticks,VEV_5500,5,99,-0.03535353535353535,0.0,0.050505050505050504,-1.7142929999262329,-0.07575757575757576,0.005050505050505051
Mark 22,as_seller,S1_early_third_ticks,VEV_5500,5,101,-0.034653465346534656,0.0,0.04950495049504951,-1.7139573740603713,-0.07425742574257425,0.0049504950495049506
Mark 14,as_buyer,S1_early_third_ticks,VEV_5300,100,8,1.3125,1.75,0.625,1.7105748597214039,0.0,2.6875
Mark 55,as_buyer,S1_early_third_ticks,VELVETFRUIT_EXTRACT,20,205,0.4634146341463415,0.5,0.5219512195121951,1.6776448041735235,-0.07073170731707316,1.0097560975609756
Mark 55,as_buyer,S1_early_third_ticks,x,20,205,0.4634146341463415,0.5,0.5219512195121951,1.6776448041735235,-0.07073170731707316,1.0097560975609756
Mark 38,as_seller,S1_early_third_ticks,x,5,252,-0.2361111111111111,0.0,0.4126984126984127,-1.6717651420102213,-0.5138888888888888,0.03373015873015873
Mark 14,as_buyer,S3_late_third_ticks,VEV_5300,20,13,-0.5384615384615384,-0.5,0.15384615384615385,-1.6442166146411696,-1.1153846153846154,0.15384615384615385
Mark 14,as_seller,S1_early_third_ticks,VELVETFRUIT_EXTRACT,20,110,0.6,1.0,0.5454545454545454,1.6364087547147195,-0.05,1.2227272727272727
Mark 14,as_seller,S3_late_third_ticks,x,5,351,0.19515669515669515,0.0,0.46153846153846156,1.633318491291829,-0.029914529914529916,0.40883190883190884
Mark 49,as_buyer,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,100,6,-3.5,-5.75,0.16666666666666666,-1.626002734341591,-6.583333333333333,0.5833333333333334
Mark 49,as_buyer,S2_mid_third_ticks,x,100,6,-3.5,-5.75,0.16666666666666666,-1.626002734341591,-6.583333333333333,0.5833333333333334
Mark 14,as_buyer,S3_late_third_ticks,HYDROGEL_PACK,20,164,1.048780487804878,1.25,0.5548780487804879,1.6221606368834844,-0.1402439024390244,2.201219512195122
Mark 14,as_buyer,S1_early_third_ticks,HYDROGEL_PACK,100,172,2.3575581395348837,1.0,0.5174418604651163,1.602132414946593,-1.0348837209302326,4.799418604651163
Mark 38,as_buyer,S2_mid_third_ticks,x,100,244,-0.9938524590163934,-2.0,0.42213114754098363,-1.5927343855616192,-2.3012295081967213,0.11885245901639344
Mark 22,as_seller,S2_mid_third_ticks,VEV_5500,5,107,-0.04205607476635514,0.0,0.04672897196261682,-1.577560031242524,-0.08878504672897196,0.004672897196261682
Mark 38,as_seller,S3_late_third_ticks,HYDROGEL_PACK,20,167,0.9970059880239521,1.0,0.5568862275449101,1.5623817142973335,-0.10179640718562874,2.197604790419162
Mark 14,as_buyer,S1_early_third_ticks,VEV_5200,5,6,0.5833333333333334,0.75,0.6666666666666666,1.5574795582149468,-0.08333333333333333,1.25
Mark 22,as_seller,S1_early_third_ticks,VEV_5400,100,92,-0.2608695652173913,0.0,0.3804347826086957,-1.522652730460763,-0.5760869565217391,0.021739130434782608
Mark 22,as_seller,S3_late_third_ticks,x,5,473,0.160676532769556,0.0,0.44608879492600423,1.5192164537408406,-0.0412262156448203,0.346723044397463
Mark 14,as_buyer,S1_early_third_ticks,x,5,374,-0.1711229946524064,0.0,0.42245989304812837,-1.5172414454372132,-0.38636363636363635,0.04411764705882353
Mark 14,as_seller,S2_mid_third_ticks,x,100,340,-0.7573529411764706,-1.0,0.45294117647058824,-1.5170444118027484,-1.7558823529411764,0.15735294117647058
Mark 22,as_buyer,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,20,7,2.357142857142857,2.0,0.8571428571428571,1.491803217330308,-0.35714285714285715,5.0
Mark 22,as_buyer,S3_late_third_ticks,x,20,9,2.2222222222222223,4.0,0.5555555555555556,1.47667844040412,-0.4444444444444444,4.833333333333333
Mark 67,as_buyer,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,20,45,0.9222222222222223,1.0,0.5555555555555556,1.4618782111859472,-0.32222222222222224,2.2222222222222223
Mark 67,as_buyer,S2_mid_third_ticks,x,20,45,0.9222222222222223,1.0,0.5555555555555556,1.4618782111859472,-0.32222222222222224,2.2222222222222223
Mark 22,as_seller,S2_mid_third_ticks,x,100,562,0.552491103202847,0.5,0.5071174377224199,1.453924263776888,-0.12544483985765126,1.2268683274021353
Mark 22,as_seller,S3_late_third_ticks,VEV_5500,20,98,0.061224489795918366,0.0,0.19387755102040816,1.4421544336038743,-0.015306122448979591,0.14285714285714285
Mark 22,as_seller,S1_early_third_ticks,VEV_5200,5,9,0.3888888888888889,0.5,0.5555555555555556,1.4214846311870668,-0.05555555555555555,0.8888888888888888
Mark 38,as_seller,S2_mid_third_ticks,x,5,250,0.202,0.0,0.488,1.4195189064236802,-0.11,0.504
Mark 14,as_buyer,S1_early_third_ticks,VEV_4000,5,76,-0.3618421052631579,-0.5,0.3684210526315789,-1.3881396194015545,-0.8355263157894737,0.16447368421052633
Mark 38,as_seller,S1_early_third_ticks,VEV_4000,5,76,-0.3618421052631579,-0.5,0.3684210526315789,-1.3881396194015545,-0.8355263157894737,0.16447368421052633
Mark 01,as_buyer,S2_mid_third_ticks,VEV_5200,5,7,-0.5714285714285714,-0.5,0.14285714285714285,-1.3787639750914227,-1.3571428571428572,0.07142857142857142
Mark 49,as_buyer,S3_late_third_ticks,VELVETFRUIT_EXTRACT,20,5,-3.1,-1.0,0.4,-1.3614049127822825,-7.1,0.5
Mark 49,as_buyer,S3_late_third_ticks,x,20,5,-3.1,-1.0,0.4,-1.3614049127822825,-7.1,0.5
Mark 14,as_buyer,S1_early_third_ticks,VEV_5200,100,6,-2.75,-1.75,0.3333333333333333,-1.358818827624648,-6.416666666666667,0.9166666666666666
Mark 01,as_buyer,S2_mid_third_ticks,x,100,576,0.5017361111111112,0.5,0.5121527777777778,1.3576281494784532,-0.2387152777777778,1.1241319444444444
Mark 01,as_buyer,S1_early_third_ticks,VEV_5300,5,40,-0.15,0.0,0.225,-1.3382138567996569,-0.3875,0.05
Mark 55,as_buyer,S3_late_third_ticks,VELVETFRUIT_EXTRACT,20,208,0.3942307692307692,0.25,0.5,1.3185962816643755,-0.24759615384615385,1.0
Mark 55,as_buyer,S3_late_third_ticks,x,20,208,0.3942307692307692,0.25,0.5,1.3185962816643755,-0.24759615384615385,1.0
Mark 22,as_buyer,S2_mid_third_ticks,x,5,17,1.088235294117647,3.0,0.7058823529411765,1.3155685488893392,-0.5882352941176471,2.5294117647058822
Mark 55,as_buyer,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,20,185,0.36486486486486486,0.5,0.5081081081081081,1.302384879094067,-0.13783783783783785,0.8891891891891892
Mark 55,as_buyer,S2_mid_third_ticks,x,20,185,0.36486486486486486,0.5,0.5081081081081081,1.302384879094067,-0.13783783783783785,0.8891891891891892
Mark 14,as_seller,S3_late_third_ticks,VELVETFRUIT_EXTRACT,20,118,0.5042372881355932,0.0,0.4830508474576271,1.2983825753695433,-0.3135593220338983,1.2076271186440677
Mark 38,as_seller,S1_early_third_ticks,HYDROGEL_PACK,100,176,1.8948863636363635,0.75,0.5056818181818182,1.292894417413804,-1.2954545454545454,4.8522727272727275
Mark 38,as_seller,S2_mid_third_ticks,x,100,250,0.784,-0.5,0.468,1.2893685738080904,-0.526,1.956
Mark 01,as_seller,S3_late_third_ticks,VELVETFRUIT_EXTRACT,100,83,1.4156626506024097,1.0,0.5180722891566265,1.2842283002346402,-0.6506024096385542,3.6987951807228914
Mark 01,as_seller,S3_late_third_ticks,x,100,83,1.4156626506024097,1.0,0.5180722891566265,1.2842283002346402,-0.6506024096385542,3.6987951807228914
Mark 22,as_seller,S3_late_third_ticks,VEV_5200,5,11,-0.45454545454545453,-0.5,0.2727272727272727,-1.2639003479138966,-1.0909090909090908,0.2727272727272727
Mark 38,as_seller,S2_mid_third_ticks,x,20,250,0.348,0.0,0.472,1.256996355934976,-0.166,0.842
Mark 14,as_buyer,S1_early_third_ticks,VEV_4000,20,76,-0.5723684210526315,-1.0,0.40789473684210525,-1.2269888649733847,-1.4671052631578947,0.3355263157894737
Mark 38,as_seller,S1_early_third_ticks,VEV_4000,20,76,-0.5723684210526315,-1.0,0.40789473684210525,-1.2269888649733847,-1.4671052631578947,0.3355263157894737
Mark 14,as_seller,S1_early_third_ticks,VELVETFRUIT_EXTRACT,5,110,0.2590909090909091,0.0,0.4818181818181818,1.2210088574740907,-0.1318181818181818,0.6181818181818182
Mark 55,as_seller,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,20,199,-0.3492462311557789,-1.0,0.3969849246231156,-1.2159543955043268,-0.8894472361809045,0.15829145728643215
Mark 55,as_seller,S2_mid_third_ticks,x,20,199,-0.3492462311557789,-1.0,0.3969849246231156,-1.2159543955043268,-0.8894472361809045,0.15829145728643215
Mark 14,as_buyer,S1_early_third_ticks,VEV_5300,5,8,-0.375,0.0,0.25,-1.2104198771788934,-0.9375,0.125
Mark 38,as_seller,S1_early_third_ticks,HYDROGEL_PACK,20,176,-0.8323863636363636,-1.0,0.4431818181818182,-1.2092912754876604,-2.2329545454545454,0.5539772727272727
Mark 22,as_buyer,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,100,7,5.071428571428571,3.0,0.7142857142857143,1.199947632866699,-2.857142857142857,12.428571428571429
Mark 22,as_seller,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,20,32,1.0,1.5,0.59375,1.1994680957972113,-0.921875,2.59375
Mark 14,as_seller,S2_mid_third_ticks,VEV_4000,100,69,-1.318840579710145,-1.0,0.42028985507246375,-1.1910353822596773,-3.3115942028985508,0.7971014492753623
Mark 01,as_buyer,S1_early_third_ticks,VELVETFRUIT_EXTRACT,20,88,-0.5511363636363636,-0.75,0.4318181818181818,-1.1545747796253103,-1.5397727272727273,0.3693181818181818
Mark 14,as_buyer,S3_late_third_ticks,VEV_5200,100,9,2.611111111111111,2.0,0.6666666666666666,1.1382447772867346,-1.7222222222222223,6.833333333333333
Mark 22,as_seller,S1_early_third_ticks,VELVETFRUIT_EXTRACT,20,39,0.717948717948718,1.5,0.5897435897435898,1.128911990271478,-0.47435897435897434,1.9615384615384615
Mark 14,as_buyer,S2_mid_third_ticks,VEV_5200,5,18,-0.2222222222222222,-0.5,0.3333333333333333,-1.1170077985485813,-0.6388888888888888,0.1111111111111111
Mark 22,as_buyer,S1_early_third_ticks,VELVETFRUIT_EXTRACT,5,12,-0.875,-0.75,0.3333333333333333,-1.1063781777575048,-2.25,0.625
Mark 14,as_seller,S3_late_third_ticks,x,20,349,0.2679083094555874,0.0,0.49570200573065903,1.0930128226596154,-0.17908309455587393,0.7707736389684814
Mark 22,as_seller,S2_mid_third_ticks,x,5,562,-0.09608540925266904,0.0,0.43416370106761565,-1.0877071772986782,-0.25889679715302494,0.07295373665480427
Mark 01,as_buyer,S3_late_third_ticks,VEV_5400,100,76,0.19736842105263158,0.25,0.5,1.0837742917182684,-0.19078947368421054,0.5263157894736842
Mark 55,as_seller,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,100,199,-0.6633165829145728,-1.5,0.4371859296482412,-1.0792473738635406,-1.914572864321608,0.6582914572864321
Mark 55,as_seller,S2_mid_third_ticks,x,100,199,-0.6633165829145728,-1.5,0.4371859296482412,-1.0792473738635406,-1.914572864321608,0.6582914572864321
Mark 14,as_seller,S3_late_third_ticks,HYDROGEL_PACK,5,173,-0.3872832369942196,0.0,0.4508670520231214,-1.0746483979668213,-1.1040462427745665,0.3179190751445087
Mark 01,as_buyer,S2_mid_third_ticks,x,5,576,-0.08854166666666667,0.0,0.4340277777777778,-1.0558678572648021,-0.24739583333333334,0.07118055555555555
