mark,role,burst_iso,out_symbol,K,n,mean,median,frac_pos,t_stat,boot_mean_lo,boot_mean_hi
Mark 55,as_buyer,isolated,VELVETFRUIT_EXTRACT,5,567,0.19047619047619047,0.0,0.4656084656084656,2.0631355013496284,0.023809523809523808,0.36155202821869487
Mark 55,as_buyer,isolated,x,5,567,0.19047619047619047,0.0,0.4656084656084656,2.0631355013496284,0.023809523809523808,0.36155202821869487
Mark 22,as_buyer,burst_multi_sym,x,5,7,2.357142857142857,3.5,0.8571428571428571,2.0625,0.07142857142857142,3.5
Mark 55,as_seller,burst_single_sym,VELVETFRUIT_EXTRACT,5,6,1.8333333333333333,1.75,0.6666666666666666,2.0568833780186058,0.5,3.4166666666666665
Mark 55,as_seller,burst_single_sym,x,5,6,1.8333333333333333,1.75,0.6666666666666666,2.0568833780186058,0.5,3.4166666666666665
Mark 67,as_buyer,isolated,VELVETFRUIT_EXTRACT,100,153,1.5,1.0,0.5424836601307189,2.003525717460469,0.042483660130718956,2.895424836601307
Mark 67,as_buyer,isolated,x,100,153,1.5,1.0,0.5424836601307189,2.003525717460469,0.042483660130718956,2.895424836601307
Mark 38,as_buyer,burst_multi_sym,VEV_4000,5,12,1.25,1.0,0.5833333333333334,1.9963735237617262,0.08333333333333333,2.4583333333333335
Mark 22,as_buyer,burst_single_sym,VELVETFRUIT_EXTRACT,20,6,4.166666666666667,5.5,0.8333333333333334,1.9914155871161439,0.0,7.083333333333333
Mark 22,as_buyer,burst_single_sym,x,20,6,4.166666666666667,5.5,0.8333333333333334,1.9914155871161439,0.0,7.083333333333333
Mark 14,as_seller,isolated,VELVETFRUIT_EXTRACT,5,316,0.24525316455696203,0.0,0.48417721518987344,1.9511226666390387,-0.01740506329113924,0.48575949367088606
Mark 01,as_seller,burst_multi_sym,VELVETFRUIT_EXTRACT,20,12,1.7916666666666667,1.25,0.75,1.9474257117674298,0.16666666666666666,3.625
Mark 01,as_seller,burst_multi_sym,x,20,12,1.7916666666666667,1.25,0.75,1.9474257117674298,0.16666666666666666,3.625
Mark 49,as_seller,isolated,VELVETFRUIT_EXTRACT,100,92,1.891304347826087,1.0,0.5543478260869565,1.9238768284760377,0.24456521739130435,3.9184782608695654
Mark 49,as_seller,isolated,x,100,92,1.891304347826087,1.0,0.5543478260869565,1.9238768284760377,0.24456521739130435,3.9184782608695654
Mark 22,as_seller,burst_multi_sym,VEV_5500,5,306,-0.026143790849673203,0.0,0.05555555555555555,-1.9207508139484646,-0.05392156862745098,0.0
Mark 55,as_seller,burst_single_sym,VELVETFRUIT_EXTRACT,100,6,8.25,8.5,0.8333333333333334,1.8953834855486424,0.3333333333333333,15.25
Mark 55,as_seller,burst_single_sym,x,100,6,8.25,8.5,0.8333333333333334,1.8953834855486424,0.3333333333333333,15.25
Mark 14,as_seller,isolated,VELVETFRUIT_EXTRACT,100,314,0.9394904458598726,1.0,0.5191082802547771,1.8852697183807146,-0.13853503184713375,1.929936305732484
Mark 01,as_buyer,isolated,VELVETFRUIT_EXTRACT,5,245,0.2693877551020408,0.0,0.49795918367346936,1.8816926800496718,-0.053061224489795916,0.5612244897959183
Mark 01,as_buyer,isolated,x,5,245,0.2693877551020408,0.0,0.49795918367346936,1.8816926800496718,-0.053061224489795916,0.5612244897959183
Mark 55,as_buyer,burst_multi_sym,VELVETFRUIT_EXTRACT,100,27,3.6666666666666665,2.0,0.5925925925925926,1.8794109792013334,0.37037037037037035,7.2407407407407405
Mark 55,as_buyer,burst_multi_sym,x,100,27,3.6666666666666665,2.0,0.5925925925925926,1.8794109792013334,0.37037037037037035,7.2407407407407405
Mark 22,as_seller,burst_multi_sym,x,100,1425,0.43859649122807015,1.0,0.5284210526315789,1.769165444582044,-0.016842105263157894,0.9263157894736842
Mark 14,as_seller,burst_multi_sym,VEV_4000,100,9,-4.555555555555555,-5.5,0.1111111111111111,-1.7667121736081042,-8.777777777777779,1.4444444444444444
Mark 22,as_buyer,burst_single_sym,VELVETFRUIT_EXTRACT,100,6,6.5,5.5,0.5,1.7228999027632022,0.25,13.166666666666666
Mark 22,as_buyer,burst_single_sym,x,100,6,6.5,5.5,0.5,1.7228999027632022,0.25,13.166666666666666
Mark 22,as_seller,isolated,HYDROGEL_PACK,5,8,3.1875,3.5,0.75,1.6600342276747226,-0.125,6.1875
Mark 38,as_seller,burst_multi_sym,x,20,48,1.0833333333333333,0.75,0.5625,1.6193571553448372,-0.21875,2.3333333333333335
Mark 01,as_buyer,burst_multi_sym,VEV_5200,100,11,2.772727272727273,3.0,0.7272727272727273,1.6188859319906685,-0.5,5.7272727272727275
Mark 14,as_seller,burst_multi_sym,VELVETFRUIT_EXTRACT,100,14,4.642857142857143,3.75,0.6428571428571429,1.5496476486309108,-0.5357142857142857,10.25
Mark 14,as_buyer,burst_multi_sym,VEV_5500,5,7,-0.2857142857142857,0.0,0.0,-1.5491933384829666,-0.5714285714285714,0.0
Mark 01,as_buyer,burst_multi_sym,VEV_5500,5,299,-0.020066889632107024,0.0,0.056856187290969896,-1.5273947271756931,-0.046822742474916385,0.005016722408026756
Mark 01,as_buyer,burst_multi_sym,VELVETFRUIT_EXTRACT,100,12,-3.0416666666666665,-2.5,0.3333333333333333,-1.5169180055378813,-6.958333333333333,0.375
Mark 22,as_buyer,isolated,VELVETFRUIT_EXTRACT,5,18,-1.0,-1.0,0.3333333333333333,-1.4837246540112699,-2.0833333333333335,0.3611111111111111
Mark 14,as_buyer,burst_multi_sym,VEV_5400,100,13,-0.8846153846153846,-0.5,0.46153846153846156,-1.4624684667275758,-2.076923076923077,0.19230769230769232
Mark 22,as_buyer,isolated,x,5,29,-0.7586206896551724,-1.0,0.3793103448275862,-1.4482216051194057,-1.7241379310344827,0.1724137931034483
Mark 14,as_seller,burst_multi_sym,VELVETFRUIT_EXTRACT,5,15,0.6,0.0,0.4,1.44712916682816,-0.23333333333333334,1.4333333333333333
Mark 14,as_buyer,isolated,x,20,986,-0.19878296146044624,-0.5,0.4300202839756592,-1.4334472693568223,-0.45233265720081134,0.04411764705882353
Mark 55,as_buyer,burst_multi_sym,VELVETFRUIT_EXTRACT,20,28,0.9642857142857143,0.75,0.6071428571428571,1.425446744204652,-0.35714285714285715,2.232142857142857
Mark 55,as_buyer,burst_multi_sym,x,20,28,0.9642857142857143,0.75,0.6071428571428571,1.425446744204652,-0.35714285714285715,2.232142857142857
Mark 14,as_buyer,burst_multi_sym,VEV_5200,5,33,-0.24242424242424243,-0.5,0.3333333333333333,-1.4250399015019133,-0.5454545454545454,0.09090909090909091
Mark 38,as_seller,burst_multi_sym,x,100,47,2.372340425531915,2.0,0.5106382978723404,1.4217860186572753,-0.9574468085106383,5.829787234042553
Mark 22,as_seller,burst_multi_sym,VEV_5200,5,46,-0.20652173913043478,-0.5,0.32608695652173914,-1.4199504053068512,-0.5108695652173914,0.07608695652173914
Mark 14,as_seller,isolated,x,20,983,0.1785350966429298,0.0,0.4760935910478128,1.379779437601078,-0.06510681586978637,0.46236012207527977
Mark 38,as_seller,burst_multi_sym,x,5,48,0.4375,0.5,0.5,1.3281001035750881,-0.13541666666666666,1.0
Mark 22,as_seller,burst_multi_sym,VEV_5400,5,276,-0.030797101449275364,0.0,0.16304347826086957,-1.3172502999536526,-0.07789855072463768,0.012681159420289856
Mark 14,as_buyer,burst_multi_sym,HYDROGEL_PACK,5,27,-0.9814814814814815,0.0,0.4074074074074074,-1.3105255393741457,-2.7222222222222223,0.4444444444444444
Mark 38,as_seller,burst_multi_sym,HYDROGEL_PACK,5,27,-0.9814814814814815,0.0,0.4074074074074074,-1.3105255393741457,-2.7222222222222223,0.4444444444444444
Mark 38,as_buyer,burst_multi_sym,HYDROGEL_PACK,100,35,4.3428571428571425,2.0,0.5428571428571428,1.2956667019440873,-2.1857142857142855,11.242857142857142
Mark 14,as_seller,burst_multi_sym,HYDROGEL_PACK,100,35,4.3428571428571425,2.0,0.5428571428571428,1.2956667019440873,-2.1857142857142855,11.242857142857142
Mark 14,as_buyer,isolated,HYDROGEL_PACK,100,468,1.0523504273504274,0.25,0.5,1.254557162507569,-0.6517094017094017,2.7286324786324787
Mark 01,as_buyer,burst_multi_sym,x,100,1339,0.3166542195668409,1.0,0.520537714712472,1.2536498606457533,-0.19678864824495892,0.7565347274085138
Mark 14,as_buyer,burst_multi_sym,VEV_5400,20,13,-0.34615384615384615,0.0,0.3076923076923077,-1.238193453540749,-0.9230769230769231,0.15384615384615385
Mark 55,as_buyer,burst_multi_sym,VELVETFRUIT_EXTRACT,5,28,0.35714285714285715,0.0,0.4642857142857143,1.2233863076108331,-0.26785714285714285,0.8571428571428571
Mark 55,as_buyer,burst_multi_sym,x,5,28,0.35714285714285715,0.0,0.4642857142857143,1.2233863076108331,-0.26785714285714285,0.8571428571428571
Mark 14,as_seller,isolated,x,5,985,0.08274111675126904,0.0,0.4588832487309645,1.1976610305550919,-0.04416243654822335,0.2035532994923858
Mark 14,as_buyer,burst_multi_sym,VELVETFRUIT_EXTRACT,100,14,-2.7142857142857144,-5.0,0.2857142857142857,-1.1665259930032854,-6.964285714285714,2.0714285714285716
Mark 14,as_buyer,burst_multi_sym,VEV_5300,100,30,0.65,0.75,0.5333333333333333,1.1549231186364703,-0.38333333333333336,1.5833333333333333
Mark 14,as_buyer,isolated,HYDROGEL_PACK,20,469,0.4605543710021322,1.0,0.5159914712153518,1.1522507955846262,-0.3283582089552239,1.1982942430703625
Mark 14,as_seller,burst_multi_sym,VEV_4000,5,10,0.55,0.5,0.5,1.1325570680400574,-0.4,1.4
Mark 38,as_buyer,burst_multi_sym,x,100,55,1.5818181818181818,1.0,0.5272727272727272,1.1253668257213556,-0.9545454545454546,4.2727272727272725
Mark 38,as_buyer,burst_multi_sym,x,5,56,-0.2767857142857143,0.0,0.30357142857142855,-1.1234270770843144,-0.75,0.17857142857142858
Mark 55,as_seller,burst_multi_sym,VELVETFRUIT_EXTRACT,20,29,-0.7758620689655172,-1.0,0.3448275862068966,-1.0894893777993577,-2.086206896551724,0.6206896551724138
Mark 55,as_seller,burst_multi_sym,x,20,29,-0.7758620689655172,-1.0,0.3448275862068966,-1.0894893777993577,-2.086206896551724,0.6206896551724138
Mark 38,as_buyer,isolated,HYDROGEL_PACK,100,477,-0.9077568134171907,0.0,0.48218029350104824,-1.0887837068539674,-2.538784067085954,0.8427672955974843
Mark 01,as_buyer,burst_multi_sym,VELVETFRUIT_EXTRACT,20,12,-1.2916666666666667,-2.5,0.25,-1.0620991651653666,-3.6666666666666665,1.125
Mark 14,as_buyer,isolated,VEV_4000,5,217,-0.15668202764976957,0.0,0.42857142857142855,-1.0594424878779818,-0.43317972350230416,0.1359447004608295
Mark 38,as_seller,isolated,VEV_4000,5,217,-0.15668202764976957,0.0,0.42857142857142855,-1.0594424878779818,-0.43317972350230416,0.1359447004608295
Mark 14,as_buyer,isolated,x,5,986,-0.07352941176470588,0.0,0.4208924949290061,-1.055255232753764,-0.19726166328600406,0.06744421906693712
Mark 01,as_buyer,burst_multi_sym,VEV_5500,20,299,0.02508361204013378,0.0,0.14381270903010032,1.0478169779074455,-0.020066889632107024,0.07357859531772576
Mark 14,as_seller,isolated,HYDROGEL_PACK,20,472,-0.4078389830508475,0.0,0.4957627118644068,-1.034900707804539,-1.1197033898305084,0.3845338983050847
Mark 55,as_buyer,isolated,VELVETFRUIT_EXTRACT,100,565,0.39557522123893807,0.0,0.49557522123893805,1.0240487076194529,-0.33539823008849556,1.1592920353982301
Mark 55,as_buyer,isolated,x,100,565,0.39557522123893807,0.0,0.49557522123893805,1.0240487076194529,-0.33539823008849556,1.1592920353982301
Mark 38,as_seller,isolated,x,100,695,-0.36906474820143886,-1.0,0.4503597122302158,-1.0227968937718055,-1.0223021582733813,0.3532374100719424
Mark 14,as_seller,isolated,HYDROGEL_PACK,100,470,-0.8553191489361702,0.0,0.4808510638297872,-1.0198834470741325,-2.6340425531914895,0.6638297872340425
Mark 38,as_seller,isolated,x,20,697,-0.17216642754662842,-0.5,0.43615494978479197,-1.0149685608739356,-0.4878048780487805,0.1800573888091822
Mark 14,as_seller,burst_multi_sym,x,20,60,-0.4583333333333333,-0.75,0.38333333333333336,-1.0078230267376054,-1.3083333333333333,0.4
Mark 14,as_buyer,isolated,VELVETFRUIT_EXTRACT,20,300,-0.23666666666666666,0.0,0.4166666666666667,-1.001246306018623,-0.7116666666666667,0.21
Mark 38,as_buyer,isolated,HYDROGEL_PACK,20,480,-0.37916666666666665,0.0,0.4979166666666667,-0.975390833580078,-1.0947916666666666,0.3072916666666667
Mark 38,as_buyer,isolated,x,100,671,-0.34873323397913564,0.0,0.46795827123695977,-0.9733957122208806,-1.0461997019374067,0.34575260804769004
Mark 22,as_seller,burst_multi_sym,VEV_5300,20,163,-0.12269938650306748,0.0,0.38650306748466257,-0.9542862978215048,-0.3834355828220859,0.13496932515337423
Mark 38,as_seller,isolated,x,5,697,-0.08106169296987087,0.0,0.42754662840746055,-0.9516685218119442,-0.2259684361549498,0.09397417503586801
Mark 01,as_buyer,isolated,VELVETFRUIT_EXTRACT,100,245,-0.563265306122449,-0.5,0.46938775510204084,-0.9492885359356505,-1.7448979591836735,0.5326530612244897
Mark 01,as_buyer,isolated,x,100,245,-0.563265306122449,-0.5,0.46938775510204084,-0.9492885359356505,-1.7448979591836735,0.5326530612244897
Mark 22,as_seller,burst_multi_sym,VEV_5200,100,46,0.8804347826086957,0.75,0.5869565217391305,0.9410055737562313,-0.8369565217391305,2.5543478260869565
Mark 38,as_buyer,burst_multi_sym,x,20,56,-0.48214285714285715,-0.75,0.39285714285714285,-0.904072936678435,-1.5446428571428572,0.5178571428571429
Mark 22,as_seller,burst_multi_sym,VEV_5500,100,304,-0.03618421052631579,0.0,0.23355263157894737,-0.8817968548358787,-0.1118421052631579,0.044407894736842105
Mark 38,as_seller,isolated,HYDROGEL_PACK,100,479,0.7275574112734864,0.0,0.49269311064718163,0.8741559120613004,-0.8204592901878914,2.290187891440501
Mark 01,as_buyer,burst_multi_sym,VEV_5200,20,11,0.8636363636363636,0.5,0.6363636363636364,0.8463272660560105,-0.9545454545454546,2.5
Mark 01,as_buyer,burst_multi_sym,VEV_5300,20,132,-0.12121212121212122,0.0,0.3939393939393939,-0.8405868912188258,-0.39015151515151514,0.17045454545454544
Mark 01,as_buyer,burst_multi_sym,VEV_5400,20,263,0.039923954372623575,0.0,0.30798479087452474,0.8355168197776018,-0.049429657794676805,0.13878326996197718
Mark 38,as_buyer,burst_multi_sym,HYDROGEL_PACK,5,35,-0.5714285714285714,-1.0,0.4,-0.8139073670530358,-1.8285714285714285,0.7714285714285715
Mark 14,as_seller,burst_multi_sym,HYDROGEL_PACK,5,35,-0.5714285714285714,-1.0,0.4,-0.8139073670530358,-1.8285714285714285,0.7714285714285715
Mark 38,as_buyer,isolated,VEV_4000,20,195,0.23846153846153847,0.0,0.49230769230769234,0.8082821105799435,-0.30256410256410254,0.7692307692307693
Mark 14,as_seller,isolated,VEV_4000,20,195,0.23846153846153847,0.0,0.49230769230769234,0.8082821105799435,-0.30256410256410254,0.7692307692307693
Mark 38,as_seller,isolated,HYDROGEL_PACK,20,480,0.315625,1.0,0.5104166666666666,0.7961082216593305,-0.4114583333333333,1.1072916666666666
Mark 55,as_seller,isolated,VELVETFRUIT_EXTRACT,20,565,-0.13539823008849558,0.0,0.43716814159292033,-0.7696754797528542,-0.47699115044247786,0.2097345132743363
Mark 55,as_seller,isolated,x,20,565,-0.13539823008849558,0.0,0.43716814159292033,-0.7696754797528542,-0.47699115044247786,0.2097345132743363
Mark 14,as_buyer,burst_multi_sym,VEV_5300,20,30,-0.21666666666666667,-0.25,0.3333333333333333,-0.7647058823529412,-0.75,0.36666666666666664
Mark 22,as_buyer,isolated,VELVETFRUIT_EXTRACT,100,18,1.75,2.5,0.5555555555555556,0.7521191671073271,-2.5,6.138888888888889
Mark 14,as_buyer,burst_multi_sym,x,5,140,-0.1357142857142857,0.0,0.4142857142857143,-0.7495720561519562,-0.5285714285714286,0.19285714285714287
Mark 22,as_seller,burst_multi_sym,VEV_5300,100,162,0.19135802469135801,0.25,0.5,0.7471081989078119,-0.2962962962962963,0.6851851851851852
Mark 14,as_seller,isolated,HYDROGEL_PACK,5,472,-0.1419491525423729,0.0,0.4576271186440678,-0.7357949057495174,-0.5190677966101694,0.21822033898305085
Mark 22,as_seller,isolated,HYDROGEL_PACK,20,8,1.3125,1.5,0.625,0.703413698945422,-2.375,4.625
Mark 14,as_buyer,isolated,VEV_4000,20,217,-0.21428571428571427,-0.5,0.4377880184331797,-0.6991357793809271,-0.8064516129032258,0.3617511520737327
Mark 38,as_seller,isolated,VEV_4000,20,217,-0.21428571428571427,-0.5,0.4377880184331797,-0.6991357793809271,-0.8064516129032258,0.3617511520737327
Mark 01,as_seller,burst_multi_sym,VELVETFRUIT_EXTRACT,100,12,1.8333333333333333,-0.25,0.5,0.6962709947457262,-2.625,6.916666666666667
Mark 01,as_seller,burst_multi_sym,x,100,12,1.8333333333333333,-0.25,0.5,0.6962709947457262,-2.625,6.916666666666667
Mark 38,as_buyer,isolated,VEV_4000,5,197,0.10913705583756345,0.0,0.4720812182741117,0.6823011586201726,-0.18527918781725888,0.41116751269035534
Mark 14,as_seller,isolated,VEV_4000,5,197,0.10913705583756345,0.0,0.4720812182741117,0.6823011586201726,-0.18527918781725888,0.41116751269035534
Mark 14,as_buyer,isolated,HYDROGEL_PACK,5,469,0.13219616204690832,0.0,0.47121535181236673,0.6297916634598535,-0.28038379530916846,0.5255863539445629
Mark 22,as_buyer,isolated,VELVETFRUIT_EXTRACT,20,18,0.5,0.75,0.5555555555555556,0.6271492608404722,-1.0,1.9722222222222223
Mark 22,as_buyer,isolated,x,20,29,0.4827586206896552,0.5,0.5172413793103449,0.6254627256677258,-1.0689655172413792,1.896551724137931
Mark 22,as_seller,burst_multi_sym,VEV_5500,20,306,0.014705882352941176,0.0,0.14052287581699346,0.6103330614689869,-0.027777777777777776,0.06045751633986928
Mark 14,as_buyer,burst_multi_sym,HYDROGEL_PACK,100,26,-1.9807692307692308,-5.0,0.34615384615384615,-0.5904810229158327,-8.5,4.3076923076923075
Mark 38,as_seller,burst_multi_sym,HYDROGEL_PACK,100,26,-1.9807692307692308,-5.0,0.34615384615384615,-0.5904810229158327,-8.5,4.3076923076923075
Mark 01,as_buyer,burst_multi_sym,VEV_5500,100,297,-0.02356902356902357,0.0,0.23905723905723905,-0.5699484745307889,-0.09595959595959595,0.05387205387205387
Mark 01,as_buyer,burst_multi_sym,VEV_5400,5,263,-0.013307984790874524,0.0,0.17110266159695817,-0.5689189907814672,-0.055133079847908745,0.030418250950570342
Mark 67,as_buyer,burst_single_sym,VELVETFRUIT_EXTRACT,100,8,1.875,0.75,0.5,0.5658507134254783,-3.1875,7.875
Mark 67,as_buyer,burst_single_sym,x,100,8,1.875,0.75,0.5,0.5658507134254783,-3.1875,7.875
Mark 14,as_buyer,isolated,VELVETFRUIT_EXTRACT,5,300,-0.06666666666666667,0.0,0.4066666666666667,-0.558593888969577,-0.2833333333333333,0.16
Mark 22,as_seller,isolated,HYDROGEL_PACK,100,7,-4.428571428571429,1.0,0.5714285714285714,-0.5518073271302719,-17.214285714285715,9.928571428571429
Mark 14,as_buyer,burst_multi_sym,VELVETFRUIT_EXTRACT,5,15,0.36666666666666664,1.0,0.5333333333333333,0.5402477926505744,-0.9333333333333333,1.5666666666666667
