mark,role,spread_tertile_trade_symbol,out_symbol,K,n,mean,median,frac_pos,t_stat,boot_mean_lo,boot_mean_hi
Mark 01,as_buyer,T1_tightest_third,x,20,1447,0.33794056668970285,0.0,0.4692467173462336,2.812405947223948,0.07774706288873531,0.555286800276434
Mark 22,as_buyer,T1_tightest_third,HYDROGEL_PACK,5,11,-2.6818181818181817,-2.0,0.2727272727272727,-2.762928144165997,-4.545454545454546,-0.9090909090909091
Mark 14,as_seller,T1_tightest_third,VELVETFRUIT_EXTRACT,20,331,0.5755287009063444,0.5,0.5196374622356495,2.713686226945129,0.15256797583081572,1.0256797583081572
Mark 22,as_buyer,T1_tightest_third,HYDROGEL_PACK,100,11,-13.090909090909092,-13.0,0.18181818181818182,-2.654428614083611,-22.59090909090909,-3.6363636363636362
Mark 49,as_buyer,T1_tightest_third,VELVETFRUIT_EXTRACT,5,17,-1.8235294117647058,-2.0,0.17647058823529413,-2.6229071768107897,-3.1470588235294117,-0.5
Mark 49,as_buyer,T1_tightest_third,x,5,17,-1.8235294117647058,-2.0,0.17647058823529413,-2.6229071768107897,-3.1470588235294117,-0.5
Mark 14,as_buyer,T1_tightest_third,VELVETFRUIT_EXTRACT,100,311,-1.2620578778135048,-2.0,0.4115755627009646,-2.572083362790216,-2.107717041800643,-0.32636655948553056
Mark 14,as_buyer,T1_tightest_third,VEV_5300,5,29,-0.41379310344827586,0.0,0.20689655172413793,-2.4305744810007996,-0.7068965517241379,-0.10344827586206896
Mark 22,as_buyer,T1_tightest_third,HYDROGEL_PACK,20,11,-5.863636363636363,-3.0,0.2727272727272727,-2.425171945773196,-10.0,-1.6818181818181819
Mark 01,as_buyer,T2_mid_third,VEV_5400,5,17,-0.20588235294117646,-0.5,0.11764705882352941,-2.383518286124496,-0.35294117647058826,-0.058823529411764705
Mark 22,as_seller,T2_mid_third,VEV_5400,5,17,-0.20588235294117646,-0.5,0.11764705882352941,-2.383518286124496,-0.35294117647058826,-0.058823529411764705
Mark 22,as_buyer,T1_tightest_third,x,20,42,1.6547619047619047,2.25,0.6190476190476191,2.3453078038219184,0.2976190476190476,2.9166666666666665
Mark 01,as_buyer,T1_tightest_third,VEV_5300,5,132,-0.14772727272727273,0.0,0.25,-2.2914560462557185,-0.26515151515151514,0.0
Mark 55,as_buyer,T1_tightest_third,VELVETFRUIT_EXTRACT,5,493,0.22008113590263692,0.0,0.4665314401622718,2.267803870296648,0.0436105476673428,0.4148073022312373
Mark 55,as_buyer,T1_tightest_third,x,5,493,0.22008113590263692,0.0,0.4665314401622718,2.267803870296648,0.0436105476673428,0.4148073022312373
Mark 14,as_buyer,T1_tightest_third,VEV_5500,100,7,-0.5714285714285714,-0.5,0.0,-2.2478059477960657,-1.1428571428571428,-0.14285714285714285
Mark 14,as_seller,T1_tightest_third,VELVETFRUIT_EXTRACT,100,328,1.0975609756097562,1.0,0.524390243902439,2.2196620491830568,0.14634146341463414,2.1722560975609757
Mark 55,as_seller,T1_tightest_third,VELVETFRUIT_EXTRACT,100,509,-0.8575638506876228,-1.0,0.4400785854616896,-2.1710147071144936,-1.674852652259332,-0.15520628683693516
Mark 55,as_seller,T1_tightest_third,x,100,509,-0.8575638506876228,-1.0,0.4400785854616896,-2.1710147071144936,-1.674852652259332,-0.15520628683693516
Mark 14,as_seller,T1_tightest_third,VELVETFRUIT_EXTRACT,5,331,0.26132930513595165,0.0,0.48036253776435045,2.1520837296133988,0.0030211480362537764,0.4818731117824773
Mark 55,as_buyer,T3_widest_third,VELVETFRUIT_EXTRACT,20,105,0.8666666666666667,0.5,0.5714285714285714,2.130729913265277,0.10952380952380952,1.5809523809523809
Mark 55,as_buyer,T3_widest_third,x,20,105,0.8666666666666667,0.5,0.5714285714285714,2.130729913265277,0.10952380952380952,1.5809523809523809
Mark 01,as_seller,T3_widest_third,VELVETFRUIT_EXTRACT,20,105,0.8666666666666667,0.5,0.5714285714285714,2.130729913265277,0.10952380952380952,1.5809523809523809
Mark 01,as_seller,T3_widest_third,x,20,105,0.8666666666666667,0.5,0.5714285714285714,2.130729913265277,0.10952380952380952,1.5809523809523809
Mark 14,as_buyer,T1_tightest_third,VEV_5500,20,7,-0.42857142857142855,0.0,0.0,-2.1213203435596424,-0.7142857142857143,-0.14285714285714285
Mark 01,as_buyer,T3_widest_third,x,100,134,-1.6753731343283582,-2.75,0.4253731343283582,-2.0840052207525983,-3.1529850746268657,-0.15671641791044777
Mark 22,as_buyer,T1_tightest_third,x,100,42,3.4523809523809526,3.5,0.5714285714285714,2.072930416497874,0.17857142857142858,6.761904761904762
Mark 01,as_buyer,T1_tightest_third,VELVETFRUIT_EXTRACT,5,174,0.34195402298850575,0.0,0.4827586206896552,2.0489850553122575,0.0028735632183908046,0.6379310344827587
Mark 22,as_seller,T1_tightest_third,x,100,1461,0.49828884325804246,1.0,0.5263518138261465,2.0378522610697276,0.06570841889117043,0.9709103353867214
Mark 67,as_buyer,T1_tightest_third,VELVETFRUIT_EXTRACT,100,164,1.478658536585366,1.0,0.5426829268292683,2.0114056473363218,0.04878048780487805,2.8628048780487805
Mark 67,as_buyer,T1_tightest_third,x,100,164,1.478658536585366,1.0,0.5426829268292683,2.0114056473363218,0.04878048780487805,2.8628048780487805
Mark 49,as_seller,T1_tightest_third,VELVETFRUIT_EXTRACT,100,104,1.7836538461538463,0.75,0.5288461538461539,1.9798235804630602,0.10096153846153846,3.610576923076923
Mark 49,as_seller,T1_tightest_third,x,100,104,1.7836538461538463,0.75,0.5288461538461539,1.9798235804630602,0.10096153846153846,3.610576923076923
Mark 01,as_buyer,T3_widest_third,VEV_5400,100,32,-0.53125,-0.5,0.375,-1.9655287196855158,-1.109375,0.078125
Mark 14,as_buyer,T1_tightest_third,x,100,1086,-0.5497237569060773,-1.0,0.4447513812154696,-1.9299133576139658,-1.1206261510128914,-0.043738489871086556
Mark 22,as_seller,T3_widest_third,VEV_5400,100,33,-0.5,-0.5,0.3939393939393939,-1.8952141659173714,-1.0454545454545454,-0.030303030303030304
Mark 01,as_buyer,T3_widest_third,VEV_5500,5,16,-0.1875,-0.5,0.1875,-1.860521018838127,-0.375,0.03125
Mark 22,as_seller,T3_widest_third,VEV_5500,5,16,-0.1875,-0.5,0.1875,-1.860521018838127,-0.375,0.03125
Mark 22,as_seller,T1_tightest_third,x,5,1474,0.10176390773405698,0.0,0.46132971506105835,1.8402840271537646,-0.012550881953867029,0.20488466757123475
Mark 49,as_buyer,T1_tightest_third,VELVETFRUIT_EXTRACT,20,17,-2.2941176470588234,-1.0,0.47058823529411764,-1.8384776310850233,-4.5,-0.058823529411764705
Mark 49,as_buyer,T1_tightest_third,x,20,17,-2.2941176470588234,-1.0,0.47058823529411764,-1.8384776310850233,-4.5,-0.058823529411764705
Mark 01,as_seller,T1_tightest_third,VELVETFRUIT_EXTRACT,20,139,-0.6438848920863309,-1.0,0.4028776978417266,-1.7964868751849563,-1.2949640287769784,0.07194244604316546
Mark 01,as_seller,T1_tightest_third,x,20,139,-0.6438848920863309,-1.0,0.4028776978417266,-1.7964868751849563,-1.2949640287769784,0.07194244604316546
Mark 01,as_buyer,T3_widest_third,VEV_5400,5,33,-0.12121212121212122,0.0,0.18181818181818182,-1.7588790717738005,-0.25757575757575757,0.015151515151515152
Mark 22,as_seller,T3_widest_third,VEV_5400,5,34,-0.11764705882352941,0.0,0.17647058823529413,-1.757190740427918,-0.23529411764705882,0.029411764705882353
Mark 55,as_buyer,T1_tightest_third,VELVETFRUIT_EXTRACT,20,493,0.31135902636916835,0.0,0.4969574036511156,1.727559934052485,-0.028397565922920892,0.6906693711967545
Mark 55,as_buyer,T1_tightest_third,x,20,493,0.31135902636916835,0.0,0.4969574036511156,1.727559934052485,-0.028397565922920892,0.6906693711967545
Mark 01,as_buyer,T1_tightest_third,VEV_5400,20,213,0.08685446009389672,0.0,0.3051643192488263,1.7052628440955542,-0.002347417840375587,0.18309859154929578
Mark 22,as_seller,T1_tightest_third,HYDROGEL_PACK,5,8,3.1875,3.5,0.75,1.6600342276747226,-0.125,6.1875
Mark 14,as_buyer,T3_widest_third,x,5,33,-0.5909090909090909,-1.0,0.24242424242424243,-1.6244712867925775,-1.3636363636363635,0.07575757575757576
Mark 01,as_buyer,T1_tightest_third,VEV_5200,100,11,2.772727272727273,3.0,0.7272727272727273,1.6188859319906685,-0.5,5.7272727272727275
Mark 22,as_seller,T3_widest_third,x,100,50,-2.13,-2.0,0.46,-1.5921447578529324,-4.63,0.42
Mark 01,as_buyer,T3_widest_third,VELVETFRUIT_EXTRACT,20,86,-0.7151162790697675,-0.5,0.45348837209302323,-1.5758979826446913,-1.5872093023255813,0.13372093023255813
Mark 55,as_seller,T3_widest_third,VELVETFRUIT_EXTRACT,20,86,-0.7151162790697675,-0.5,0.45348837209302323,-1.5758979826446913,-1.5872093023255813,0.13372093023255813
Mark 55,as_seller,T3_widest_third,x,20,86,-0.7151162790697675,-0.5,0.45348837209302323,-1.5758979826446913,-1.5872093023255813,0.13372093023255813
Mark 01,as_buyer,T2_mid_third,VEV_5400,20,17,-0.3235294117647059,-0.5,0.23529411764705882,-1.5754527228867525,-0.6764705882352942,0.11764705882352941
Mark 22,as_seller,T2_mid_third,VEV_5400,20,17,-0.3235294117647059,-0.5,0.23529411764705882,-1.5754527228867525,-0.6764705882352942,0.11764705882352941
Mark 01,as_buyer,T1_tightest_third,x,100,1436,0.3816155988857939,1.0,0.5215877437325905,1.5697093311653931,-0.0905292479108635,0.8401810584958217
Mark 14,as_buyer,T1_tightest_third,VEV_5400,100,12,-1.0,-0.75,0.4166666666666667,-1.5491933384829666,-2.125,0.16666666666666666
Mark 14,as_buyer,T1_tightest_third,VEV_5500,5,7,-0.2857142857142857,0.0,0.0,-1.5491933384829666,-0.5714285714285714,0.0
Mark 38,as_seller,T3_widest_third,x,5,31,-0.5967741935483871,-1.0,0.25806451612903225,-1.539707637014557,-1.3387096774193548,0.11290322580645161
Mark 38,as_seller,T3_widest_third,x,20,31,-1.032258064516129,-1.5,0.2903225806451613,-1.4898231412839549,-2.338709677419355,0.4032258064516129
Mark 14,as_buyer,T3_widest_third,VEV_4000,5,22,-0.7272727272727273,-1.25,0.3181818181818182,-1.4278236300551268,-1.6590909090909092,0.18181818181818182
Mark 38,as_seller,T3_widest_third,VEV_4000,5,22,-0.7272727272727273,-1.25,0.3181818181818182,-1.4278236300551268,-1.6590909090909092,0.18181818181818182
Mark 14,as_buyer,T1_tightest_third,VEV_5200,5,33,-0.24242424242424243,-0.5,0.3333333333333333,-1.4250399015019133,-0.5454545454545454,0.09090909090909091
Mark 22,as_seller,T1_tightest_third,VEV_5200,5,46,-0.20652173913043478,-0.5,0.32608695652173914,-1.4199504053068512,-0.5108695652173914,0.07608695652173914
Mark 14,as_buyer,T1_tightest_third,VEV_5400,20,12,-0.4166666666666667,-0.25,0.25,-1.4167918937066915,-0.9166666666666666,0.08333333333333333
Mark 55,as_buyer,T1_tightest_third,VELVETFRUIT_EXTRACT,100,490,0.5683673469387756,0.0,0.49387755102040815,1.368058476958215,-0.286734693877551,1.366326530612245
Mark 55,as_buyer,T1_tightest_third,x,100,490,0.5683673469387756,0.0,0.49387755102040815,1.368058476958215,-0.286734693877551,1.366326530612245
Mark 22,as_seller,T3_widest_third,x,5,51,-0.38235294117647056,-0.5,0.29411764705882354,-1.3625706583097896,-0.8921568627450981,0.12745098039215685
Mark 22,as_buyer,T1_tightest_third,VELVETFRUIT_EXTRACT,20,25,1.14,2.0,0.6,1.343098771807734,-0.44,2.86
Mark 22,as_seller,T1_tightest_third,VEV_5500,5,290,-0.017241379310344827,0.0,0.04827586206896552,-1.3147124778907104,-0.04655172413793104,0.006896551724137931
Mark 01,as_buyer,T2_mid_third,x,20,17,-1.411764705882353,-2.0,0.29411764705882354,-1.3074845543126992,-3.2058823529411766,1.1470588235294117
Mark 22,as_seller,T2_mid_third,x,20,17,-1.411764705882353,-2.0,0.29411764705882354,-1.3074845543126992,-3.2058823529411766,1.1470588235294117
Mark 01,as_buyer,T1_tightest_third,VEV_5500,20,283,0.03180212014134275,0.0,0.13780918727915195,1.293862872019861,-0.0176678445229682,0.08480565371024736
Mark 01,as_buyer,T3_widest_third,VELVETFRUIT_EXTRACT,100,86,-1.2790697674418605,-3.0,0.4186046511627907,-1.2911545191357188,-3.116279069767442,0.6744186046511628
Mark 55,as_seller,T3_widest_third,VELVETFRUIT_EXTRACT,100,86,-1.2790697674418605,-3.0,0.4186046511627907,-1.2911545191357188,-3.116279069767442,0.6744186046511628
Mark 55,as_seller,T3_widest_third,x,100,86,-1.2790697674418605,-3.0,0.4186046511627907,-1.2911545191357188,-3.116279069767442,0.6744186046511628
Mark 14,as_buyer,T3_widest_third,x,20,33,-0.8484848484848485,-1.5,0.3333333333333333,-1.280376329165474,-2.090909090909091,0.4696969696969697
Mark 01,as_buyer,T1_tightest_third,VEV_5400,100,211,0.12085308056872038,0.0,0.41706161137440756,1.2789188869480632,-0.06872037914691943,0.3175355450236967
Mark 14,as_buyer,T1_tightest_third,HYDROGEL_PACK,100,485,1.0371134020618558,0.0,0.4948453608247423,1.2705789486307342,-0.49896907216494846,2.638144329896907
Mark 01,as_buyer,T3_widest_third,x,20,135,-0.4666666666666667,-0.5,0.43703703703703706,-1.2576913457121575,-1.1925925925925926,0.2851851851851852
Mark 14,as_seller,T1_tightest_third,x,5,1027,0.08179162609542356,0.0,0.4537487828627069,1.2155060987392063,-0.0433300876338851,0.21470301850048684
Mark 01,as_buyer,T1_tightest_third,x,5,1447,0.06565307532826538,0.0,0.4485141672425708,1.1990686492120952,-0.04250172771250864,0.17553559087767795
Mark 01,as_buyer,T2_mid_third,x,5,17,-0.4117647058823529,-0.5,0.23529411764705882,-1.1890695455396403,-1.0,0.23529411764705882
Mark 22,as_seller,T2_mid_third,x,5,17,-0.4117647058823529,-0.5,0.23529411764705882,-1.1890695455396403,-1.0,0.23529411764705882
Mark 22,as_seller,T1_tightest_third,VEV_5400,20,225,0.06,0.0,0.3022222222222222,1.1749049766681707,-0.04888888888888889,0.15777777777777777
Mark 01,as_buyer,T1_tightest_third,VELVETFRUIT_EXTRACT,20,174,0.3620689655172414,-0.25,0.4540229885057471,1.0874230452059004,-0.32471264367816094,0.9798850574712644
Mark 22,as_buyer,T1_tightest_third,VELVETFRUIT_EXTRACT,100,25,2.2,2.0,0.52,1.0753051227015626,-1.28,6.08
Mark 14,as_buyer,T1_tightest_third,VEV_5300,100,29,0.6206896551724138,0.5,0.5172413793103449,1.0668966711452794,-0.41379310344827586,1.8275862068965518
Mark 38,as_buyer,T3_widest_third,x,20,17,1.2058823529411764,0.5,0.5294117647058824,1.0630094433015114,-0.7941176470588235,3.411764705882353
Mark 14,as_seller,T3_widest_third,x,20,17,1.2058823529411764,0.5,0.5294117647058824,1.0630094433015114,-0.7941176470588235,3.411764705882353
Mark 14,as_buyer,T1_tightest_third,VELVETFRUIT_EXTRACT,20,316,-0.23734177215189872,0.0,0.4177215189873418,-1.040850794089224,-0.7183544303797469,0.20253164556962025
Mark 14,as_seller,T1_tightest_third,HYDROGEL_PACK,20,501,-0.38223552894211577,0.0,0.4930139720558882,-0.9965682041063152,-1.1606786427145708,0.38323353293413176
Mark 38,as_buyer,T1_tightest_third,VEV_4000,5,197,0.1598984771573604,0.0,0.47715736040609136,0.9914995329620299,-0.1319796954314721,0.4517766497461929
Mark 14,as_seller,T1_tightest_third,x,20,1026,0.12426900584795321,0.0,0.4697855750487329,0.9906801919976956,-0.13937621832358674,0.36208576998050684
Mark 14,as_buyer,T3_widest_third,VEV_4000,20,22,-0.8863636363636364,-1.5,0.3181818181818182,-0.9884926326726539,-2.409090909090909,0.9318181818181818
Mark 38,as_seller,T3_widest_third,VEV_4000,20,22,-0.8863636363636364,-1.5,0.3181818181818182,-0.9884926326726539,-2.409090909090909,0.9318181818181818
Mark 22,as_seller,T1_tightest_third,VEV_5300,20,162,-0.12654320987654322,0.0,0.38271604938271603,-0.9785621955223408,-0.37962962962962965,0.12345679012345678
Mark 14,as_buyer,T1_tightest_third,x,20,1094,-0.13025594149908593,0.0,0.4369287020109689,-0.976229732793643,-0.40493601462522855,0.12751371115173674
Mark 38,as_buyer,T3_widest_third,VEV_4000,20,11,1.4545454545454546,1.5,0.6363636363636364,0.9692520525046122,-1.1818181818181819,4.181818181818182
Mark 14,as_seller,T3_widest_third,VEV_4000,20,11,1.4545454545454546,1.5,0.6363636363636364,0.9692520525046122,-1.1818181818181819,4.181818181818182
Mark 14,as_seller,T1_tightest_third,HYDROGEL_PACK,5,501,-0.18063872255489022,0.0,0.45109780439121755,-0.961429198820338,-0.5129740518962076,0.19560878243512975
Mark 22,as_seller,T1_tightest_third,VEV_5200,100,46,0.8804347826086957,0.75,0.5869565217391305,0.9410055737562313,-0.8369565217391305,2.5543478260869565
Mark 14,as_buyer,T1_tightest_third,x,5,1094,-0.062157221206581355,0.0,0.4259597806215722,-0.9405920975553091,-0.1905850091407678,0.07769652650822668
Mark 38,as_buyer,T1_tightest_third,HYDROGEL_PACK,20,509,-0.3555992141453831,0.0,0.4950884086444008,-0.9391723645084857,-1.038310412573674,0.3762278978388998
Mark 01,as_buyer,T3_widest_third,VEV_5500,20,16,-0.09375,0.0,0.25,-0.8991013477539305,-0.28125,0.125
Mark 22,as_seller,T3_widest_third,VEV_5500,20,16,-0.09375,0.0,0.25,-0.8991013477539305,-0.28125,0.125
Mark 38,as_seller,T1_tightest_third,HYDROGEL_PACK,100,496,0.7237903225806451,0.0,0.4879032258064516,0.8931899813735219,-0.8578629032258065,2.2288306451612905
Mark 14,as_buyer,T3_widest_third,HYDROGEL_PACK,100,9,-6.888888888888889,-13.5,0.3333333333333333,-0.8845641972994747,-21.0,7.666666666666667
Mark 38,as_seller,T3_widest_third,HYDROGEL_PACK,100,9,-6.888888888888889,-13.5,0.3333333333333333,-0.8845641972994747,-21.0,7.666666666666667
Mark 01,as_buyer,T2_mid_third,VEV_5400,100,17,-0.4411764705882353,-0.5,0.47058823529411764,-0.8795044899429586,-1.3529411764705883,0.6176470588235294
Mark 22,as_seller,T2_mid_third,VEV_5400,100,17,-0.4411764705882353,-0.5,0.47058823529411764,-0.8795044899429586,-1.3529411764705883,0.6176470588235294
Mark 01,as_buyer,T1_tightest_third,VEV_5500,5,283,-0.01060070671378092,0.0,0.04946996466431095,-0.8481071957614428,-0.0353356890459364,0.0176678445229682
Mark 01,as_buyer,T1_tightest_third,VEV_5200,20,11,0.8636363636363636,0.5,0.6363636363636364,0.8463272660560105,-0.9545454545454546,2.5
Mark 01,as_buyer,T1_tightest_third,VEV_5300,20,132,-0.12121212121212122,0.0,0.3939393939393939,-0.8405868912188258,-0.39015151515151514,0.17045454545454544
Mark 22,as_seller,T1_tightest_third,VEV_5500,20,290,0.020689655172413793,0.0,0.13448275862068965,0.8356446011650762,-0.032758620689655175,0.07241379310344828
Mark 14,as_buyer,T1_tightest_third,VEV_5300,20,29,-0.2413793103448276,-0.5,0.3103448275862069,-0.8261882743519281,-0.7931034482758621,0.27586206896551724
Mark 01,as_buyer,T3_widest_third,VELVETFRUIT_EXTRACT,5,86,0.18604651162790697,0.5,0.5348837209302325,0.765291090180946,-0.313953488372093,0.7209302325581395
Mark 55,as_seller,T3_widest_third,VELVETFRUIT_EXTRACT,5,86,0.18604651162790697,0.5,0.5348837209302325,0.765291090180946,-0.313953488372093,0.7209302325581395
Mark 55,as_seller,T3_widest_third,x,5,86,0.18604651162790697,0.5,0.5348837209302325,0.765291090180946,-0.313953488372093,0.7209302325581395
Mark 22,as_seller,T1_tightest_third,VEV_5500,100,288,-0.03125,0.0,0.2222222222222222,-0.750736056008346,-0.10243055555555555,0.04861111111111111
Mark 01,as_buyer,T1_tightest_third,VEV_5400,5,213,0.018779342723004695,0.0,0.17370892018779344,0.7356661111158214,-0.03051643192488263,0.07042253521126761
Mark 38,as_seller,T1_tightest_third,VEV_4000,5,211,-0.11137440758293839,0.0,0.43601895734597157,-0.7336605882857299,-0.4052132701421801,0.15876777251184834
Mark 22,as_seller,T1_tightest_third,VEV_5300,100,161,0.18322981366459629,0.0,0.4968944099378882,0.7113023472081209,-0.3385093167701863,0.6708074534161491
Mark 38,as_buyer,T3_widest_third,HYDROGEL_PACK,5,6,0.5833333333333334,0.75,0.6666666666666666,0.7107423155935333,-0.9166666666666666,1.9166666666666667
Mark 14,as_seller,T3_widest_third,HYDROGEL_PACK,5,6,0.5833333333333334,0.75,0.6666666666666666,0.7107423155935333,-0.9166666666666666,1.9166666666666667
Mark 01,as_seller,T1_tightest_third,VELVETFRUIT_EXTRACT,100,139,-0.5755395683453237,-2.0,0.43884892086330934,-0.7106797224998798,-2.1007194244604315,0.9640287769784173
Mark 01,as_seller,T1_tightest_third,x,100,139,-0.5755395683453237,-2.0,0.43884892086330934,-0.7106797224998798,-2.1007194244604315,0.9640287769784173
Mark 14,as_seller,T1_tightest_third,VEV_4000,5,195,0.11282051282051282,0.0,0.4717948717948718,0.708032996723233,-0.2076923076923077,0.43846153846153846
Mark 22,as_seller,T1_tightest_third,HYDROGEL_PACK,20,8,1.3125,1.5,0.625,0.703413698945422,-2.375,4.625
Mark 14,as_buyer,T1_tightest_third,VEV_4000,5,210,-0.10476190476190476,0.0,0.4380952380952381,-0.6874759084415578,-0.40476190476190477,0.2
Mark 38,as_buyer,T1_tightest_third,x,20,714,-0.10504201680672269,0.0,0.44537815126050423,-0.6853705438942286,-0.39705882352941174,0.19187675070028012
Mark 38,as_buyer,T3_widest_third,VEV_4000,5,12,0.4166666666666667,0.25,0.5,0.680987280514546,-0.5833333333333334,1.5
Mark 14,as_seller,T3_widest_third,VEV_4000,5,12,0.4166666666666667,0.25,0.5,0.680987280514546,-0.5833333333333334,1.5
Mark 38,as_buyer,T1_tightest_third,HYDROGEL_PACK,5,509,-0.12770137524557956,0.0,0.45579567779960706,-0.6792726446297173,-0.48428290766208254,0.2337917485265226
Mark 38,as_buyer,T1_tightest_third,VEV_4000,20,196,0.19387755102040816,0.0,0.47959183673469385,0.6655137530790625,-0.3163265306122449,0.8188775510204082
Mark 22,as_buyer,T1_tightest_third,VELVETFRUIT_EXTRACT,5,25,-0.4,-0.5,0.4,-0.6531972647421809,-1.52,0.92
Mark 14,as_buyer,T3_widest_third,VEV_4000,100,22,-1.2272727272727273,-2.75,0.36363636363636365,-0.646992216446031,-4.795454545454546,2.5681818181818183
Mark 38,as_seller,T3_widest_third,VEV_4000,100,22,-1.2272727272727273,-2.75,0.36363636363636365,-0.646992216446031,-4.795454545454546,2.5681818181818183
Mark 01,as_buyer,T2_mid_third,x,100,17,-1.6470588235294117,-0.5,0.47058823529411764,-0.6281833489269936,-6.117647058823529,3.764705882352941
Mark 22,as_seller,T2_mid_third,x,100,17,-1.6470588235294117,-0.5,0.47058823529411764,-0.6281833489269936,-6.117647058823529,3.764705882352941
Mark 22,as_seller,T1_tightest_third,VEV_5400,100,223,0.06053811659192825,0.0,0.4170403587443946,0.6246874218359131,-0.12556053811659193,0.242152466367713
Mark 14,as_buyer,T1_tightest_third,HYDROGEL_PACK,20,487,0.24537987679671458,0.5,0.5030800821355236,0.6234931466569394,-0.5677618069815195,0.9271047227926078
Mark 38,as_buyer,T1_tightest_third,HYDROGEL_PACK,100,506,-0.5059288537549407,0.0,0.48616600790513836,-0.6194389921059966,-2.0266798418972334,1.1383399209486167
Mark 38,as_buyer,T3_widest_third,HYDROGEL_PACK,20,6,2.0833333333333335,0.25,0.5,0.597921886464475,-3.8333333333333335,8.666666666666666
Mark 14,as_seller,T3_widest_third,HYDROGEL_PACK,20,6,2.0833333333333335,0.25,0.5,0.597921886464475,-3.8333333333333335,8.666666666666666
Mark 14,as_seller,T1_tightest_third,x,100,1019,0.1692836113837095,0.0,0.48380765456329733,0.5941540951513288,-0.3493621197252208,0.7448478900883219
Mark 14,as_seller,T1_tightest_third,VEV_4000,100,192,-0.3697916666666667,0.0,0.4791666666666667,-0.5843147629731853,-1.7421875,0.8203125
Mark 38,as_buyer,T3_widest_third,HYDROGEL_PACK,100,6,-4.166666666666667,-2.5,0.5,-0.5786788980411748,-16.666666666666668,7.833333333333333
Mark 14,as_seller,T3_widest_third,HYDROGEL_PACK,100,6,-4.166666666666667,-2.5,0.5,-0.5786788980411748,-16.666666666666668,7.833333333333333
Mark 01,as_buyer,T3_widest_third,VEV_5500,100,16,-0.125,-0.25,0.4375,-0.564932682866032,-0.59375,0.28125
Mark 22,as_seller,T3_widest_third,VEV_5500,100,16,-0.125,-0.25,0.4375,-0.564932682866032,-0.59375,0.28125
Mark 22,as_seller,T1_tightest_third,HYDROGEL_PACK,100,7,-4.428571428571429,1.0,0.5714285714285714,-0.5518073271302719,-17.214285714285715,9.928571428571429
Mark 38,as_seller,T1_tightest_third,x,100,711,-0.19971870604781997,-1.0,0.45288326300984527,-0.5491281265322585,-0.870604781997187,0.4613220815752461
Mark 14,as_seller,T1_tightest_third,HYDROGEL_PACK,100,499,-0.45090180360721444,0.0,0.4849699398797595,-0.5489720805830054,-2.004008016032064,1.1613226452905812
Mark 01,as_buyer,T1_tightest_third,VEV_5200,5,11,-0.18181818181818182,0.0,0.2727272727272727,-0.53644178078582,-0.8181818181818182,0.4090909090909091
