day,timestamp,n_prints,symbols,buyer_mode,seller_mode,burst
1,206200,3,"VEV_5400,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,218900,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 14,Mark 14,True
1,235300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,239600,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 14,Mark 22,True
1,252500,6,"HYDROGEL_PACK,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,269300,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 01,Mark 38,True
1,282200,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 14,Mark 14,True
1,304000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,308100,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 14,Mark 22,True
1,310100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,322000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,322600,4,"VEV_5200,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,323300,2,"HYDROGEL_PACK,VEV_4000",Mark 38,Mark 14,True
1,335300,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 01,Mark 38,True
1,345700,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 14,Mark 14,True
1,350300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,376600,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,377900,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,399700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,410400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,428000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,437100,10,"VEV_4000,VEV_4500,VEV_5000,VEV_5100,VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 38,Mark 22,True
1,455700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,459900,2,"VELVETFRUIT_EXTRACT,VEV_4000",Mark 14,Mark 01,True
1,460400,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,476500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,489700,6,"VELVETFRUIT_EXTRACT,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,502700,3,"VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,503500,2,"HYDROGEL_PACK,VEV_4000",Mark 14,Mark 38,True
1,519500,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,524000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,527700,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 38,Mark 14,True
1,537500,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 14,Mark 01,True
1,547600,3,"VEV_5400,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,548400,3,"VEV_5400,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,553100,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,564300,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,567200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,568900,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,574800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,575800,4,"VELVETFRUIT_EXTRACT,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,588200,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,604600,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,612900,2,VELVETFRUIT_EXTRACT,Mark 01,Mark 49,True
1,617900,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,618300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,624400,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,631700,3,"VEV_5400,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,634800,2,VELVETFRUIT_EXTRACT,Mark 01,Mark 22,True
1,636100,5,"VEV_5200,VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,642100,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,654200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,674000,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,684000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,701200,5,"HYDROGEL_PACK,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,703200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,710500,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,715000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,720500,6,"VELVETFRUIT_EXTRACT,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,725000,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,725800,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 14,Mark 14,True
1,735100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,741900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,746300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,754200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,760000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,772000,2,"HYDROGEL_PACK,VEV_4000",Mark 38,Mark 14,True
1,785800,5,"HYDROGEL_PACK,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,792200,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 22,Mark 14,True
1,798100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,800400,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,801800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,807800,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,812600,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,813000,3,"VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,815000,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 38,Mark 14,True
1,824800,3,"VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,848900,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,851200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,865400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,868800,3,"VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,901100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,921000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,928400,3,"VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,937300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,943100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,948500,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,950300,5,"HYDROGEL_PACK,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,988000,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 14,Mark 01,True
1,988100,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
1,990300,3,"VEV_5400,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,13100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,20900,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,23500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,29500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,41900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,42900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,45100,5,"HYDROGEL_PACK,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,52900,3,"VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,75200,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,79300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,85500,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 38,Mark 01,True
2,91700,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 14,Mark 14,True
2,102600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,105500,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,129300,2,VELVETFRUIT_EXTRACT,Mark 22,Mark 49,True
2,129700,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,169000,6,"HYDROGEL_PACK,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,169200,2,"HYDROGEL_PACK,VEV_4000",Mark 14,Mark 14,True
2,171800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,189100,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,204400,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,212100,2,"VELVETFRUIT_EXTRACT,VEV_4000",Mark 14,Mark 01,True
2,225500,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,239400,5,"HYDROGEL_PACK,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,253000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,268900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,272000,3,"VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,272900,2,"HYDROGEL_PACK,VEV_4000",Mark 38,Mark 14,True
2,275200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,278800,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 14,Mark 14,True
2,282600,2,VELVETFRUIT_EXTRACT,Mark 49,Mark 01,True
2,287100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,287600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,288000,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 01,Mark 14,True
2,289300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,294600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,316700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,317500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,320800,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,321600,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,328700,2,"VELVETFRUIT_EXTRACT,VEV_4000",Mark 14,Mark 14,True
2,341400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,344600,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 01,Mark 14,True
2,347800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,350700,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,358500,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,362600,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,365600,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,372300,2,"VELVETFRUIT_EXTRACT,VEV_4000",Mark 01,Mark 14,True
2,373800,3,"VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,376300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,389000,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,389600,2,"VELVETFRUIT_EXTRACT,VEV_4000",Mark 38,Mark 14,True
2,390300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,398200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,410200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,414900,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,415500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,423800,7,"HYDROGEL_PACK,VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,433100,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,443600,5,"VEV_5200,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,456200,5,"VEV_5200,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,461200,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,483400,6,"VELVETFRUIT_EXTRACT,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,495700,5,"HYDROGEL_PACK,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,501900,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,508800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,519600,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,519800,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 01,Mark 14,True
2,548600,3,"VEV_5300,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,554600,6,"VELVETFRUIT_EXTRACT,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,555700,5,"VELVETFRUIT_EXTRACT,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,566700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,573500,2,"VELVETFRUIT_EXTRACT,VEV_4000",Mark 01,Mark 38,True
2,575100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,578300,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 14,Mark 14,True
2,587100,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,588400,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 38,Mark 14,True
2,588500,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,593000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,604100,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,610900,2,"HYDROGEL_PACK,VEV_4000",Mark 14,Mark 38,True
2,622600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,642400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,644500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,666500,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,675600,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 38,Mark 14,True
2,687700,2,VELVETFRUIT_EXTRACT,Mark 01,Mark 22,True
2,688600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,691100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,695800,3,"VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,711900,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,726600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,733200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,748500,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,763500,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,764000,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,779200,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,793900,5,"VELVETFRUIT_EXTRACT,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,808800,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,825900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,826400,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,836300,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,840900,2,VELVETFRUIT_EXTRACT,Mark 14,Mark 49,True
2,872600,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,876500,5,"VEV_5200,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,898600,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,910900,3,"VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,924200,3,"VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,934900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,947900,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 14,Mark 38,True
2,948000,3,"VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,948500,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,961700,2,"HYDROGEL_PACK,VEV_4000",Mark 14,Mark 38,True
2,972800,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,977300,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,977500,4,"VEV_5300,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,978600,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 38,Mark 14,True
2,993800,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
2,996500,2,"HYDROGEL_PACK,VELVETFRUIT_EXTRACT",Mark 14,Mark 38,True
3,32900,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,33600,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,37000,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,40200,4,"VEV_5300,VEV_5400,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,45600,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,47200,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,54400,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,69900,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,70100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,70300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,74300,4,"VEV_5300,VEV_5400,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,77300,2,VELVETFRUIT_EXTRACT,Mark 55,Mark 49,True
3,87300,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,92200,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,98900,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,118700,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,126600,5,"HYDROGEL_PACK,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,128700,6,"VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,132100,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,137700,5,"VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,142700,5,"HYDROGEL_PACK,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,144800,4,"VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
3,155400,10,"VEV_4000,VEV_4500,VEV_5000,VEV_5100,VEV_5200,VEV_5300,VEV_5400,VEV_5500,VEV_6000,VEV_6500",Mark 01,Mark 22,True
