mark,symbol,spread_q,burst,session_tert,n,mean_fwd20,median_fwd20,t_fwd20_mean0,ci_fwd20_lo,ci_fwd20_hi,frac_pos
Mark 38,VEV_4000,mid,False,mid,39,0.6794871794871795,1.5,1.0390790269013717,-0.5397435897435897,1.971474358974359,0.6153846153846154
Mark 55,VELVETFRUIT_EXTRACT,mid,False,late,204,0.6519607843137255,0.0,2.2196314964243555,-0.03480392156862744,1.1582107843137255,0.49019607843137253
Mark 01,VELVETFRUIT_EXTRACT,wide,False,late,96,0.6510416666666666,0.5,1.4146601293763434,-0.24648437499999998,1.5339843750000004,0.5520833333333334
Mark 22,VELVETFRUIT_EXTRACT,tight,False,early,45,0.36666666666666664,1.0,0.6378943502484363,-0.7752777777777778,1.3752777777777778,0.5555555555555556
Mark 38,VEV_4000,wide,False,late,57,0.35964912280701755,0.0,0.5965005584638975,-0.6471491228070175,1.5945175438596493,0.45614035087719296
Mark 14,VEV_4000,wide,False,late,57,0.35964912280701755,0.0,0.5965005584638975,-0.7767543859649123,1.5105263157894742,0.45614035087719296
Mark 55,VELVETFRUIT_EXTRACT,tight,False,early,120,0.32083333333333336,1.0,0.8449406025811221,-0.4748958333333333,1.0568750000000002,0.5166666666666667
Mark 55,VELVETFRUIT_EXTRACT,wide,False,late,166,0.3192771084337349,0.5,0.9497908394286745,-0.33426204819277106,0.9600903614457833,0.5120481927710844
Mark 01,VELVETFRUIT_EXTRACT,tight,False,mid,35,0.21428571428571427,0.0,0.3001236057617414,-1.1203571428571428,1.5521428571428577,0.4
Mark 14,HYDROGEL_PACK,mid,False,late,151,0.20198675496688742,1.0,0.28439842806714144,-1.1004139072847683,1.6341887417218546,0.5298013245033113
Mark 38,HYDROGEL_PACK,mid,False,late,151,0.20198675496688742,1.0,0.28439842806714144,-1.1080298013245033,1.3531456953642385,0.5298013245033113
Mark 14,VELVETFRUIT_EXTRACT,mid,False,mid,69,0.18840579710144928,0.0,0.3947063443955465,-0.8791666666666667,1.0329710144927537,0.463768115942029
Mark 01,VEV_5500,mid,True,late,27,0.12962962962962962,0.0,1.4265846522264465,-0.018518518518518517,0.2962962962962963,0.2962962962962963
Mark 22,VEV_5500,mid,True,late,27,0.12962962962962962,0.0,1.4265846522264465,-0.05138888888888887,0.3148148148148148,0.2962962962962963
Mark 01,VELVETFRUIT_EXTRACT,wide,False,early,86,0.12209302325581395,0.0,0.26257699847938726,-0.7138081395348838,1.0018895348837211,0.4883720930232558
Mark 01,VEV_5500,tight,True,late,32,0.078125,0.0,0.8177284980129208,-0.09375,0.25,0.25
Mark 01,VEV_5400,mid,True,early,27,0.07407407407407407,0.0,0.49294082221460156,-0.18518518518518517,0.35185185185185186,0.2962962962962963
Mark 01,VEV_5400,tight,True,early,35,0.07142857142857142,0.0,0.4609772228646443,-0.22857142857142856,0.41571428571428604,0.4
Mark 01,VEV_5500,mid,True,early,39,0.05128205128205128,0.0,0.7025001733142089,-0.09679487179487178,0.1794871794871795,0.1282051282051282
Mark 22,VEV_5500,mid,True,early,40,0.05,0.0,0.7026171689305276,-0.075,0.175,0.125
Mark 01,VEV_5500,wide,True,late,41,0.04878048780487805,0.0,1.4322297480788655,-0.012195121951219513,0.10975609756097561,0.0975609756097561
Mark 22,VEV_5500,wide,True,late,41,0.04878048780487805,0.0,1.4322297480788655,-0.012195121951219513,0.1192073170731708,0.0975609756097561
Mark 22,VEV_5500,tight,True,late,33,0.045454545454545456,0.0,0.4629100498862758,-0.16666666666666666,0.24242424242424243,0.24242424242424243
Mark 22,VEV_5400,mid,True,mid,51,0.0392156862745098,0.0,0.5042729056592993,-0.09583333333333333,0.18406862745098046,0.17647058823529413
Mark 01,VEV_5400,mid,True,mid,51,0.0392156862745098,0.0,0.5042729056592993,-0.11544117647058823,0.17426470588235302,0.17647058823529413
Mark 01,VEV_5500,wide,True,mid,44,0.03409090909090909,0.0,1.354298055358869,0.0,0.09090909090909091,0.045454545454545456
Mark 22,VEV_5400,tight,True,early,39,0.02564102564102564,0.0,0.17736108266015999,-0.2378205128205128,0.32051282051282054,0.38461538461538464
Mark 01,VEV_5500,mid,True,mid,33,0.015151515151515152,0.0,0.19706585563285864,-0.10265151515151515,0.15151515151515152,0.12121212121212122
Mark 22,VEV_5500,mid,True,mid,35,0.014285714285714285,0.0,0.19723488999328598,-0.12857142857142856,0.14285714285714285,0.11428571428571428
Mark 22,VEV_5500,wide,True,mid,45,0.011111111111111112,0.0,0.3300165012376031,-0.05555555555555555,0.06666666666666667,0.044444444444444446
Mark 14,HYDROGEL_PACK,tight,False,early,124,0.004032258064516129,0.0,0.00496696296433484,-1.3986895161290323,1.5900201612903226,0.4838709677419355
Mark 55,VELVETFRUIT_EXTRACT,wide,False,early,125,0.004,0.0,0.01067877338348975,-0.5951,0.7795000000000002,0.464
Mark 01,VEV_6500,tight,True,early,40,0.0,0.0,,0.0,0.0,0.0
Mark 01,VEV_6500,mid,True,mid,36,0.0,0.0,,0.0,0.0,0.0
Mark 01,VEV_6500,tight,True,mid,31,0.0,0.0,,0.0,0.0,0.0
Mark 01,VEV_6500,wide,True,late,40,0.0,0.0,,0.0,0.0,0.0
Mark 01,VEV_6500,wide,True,mid,43,0.0,0.0,,0.0,0.0,0.0
Mark 01,VEV_6500,mid,True,late,28,0.0,0.0,,0.0,0.0,0.0
Mark 01,VEV_6000,tight,True,late,35,0.0,0.0,,0.0,0.0,0.0
Mark 01,VEV_6000,mid,True,late,28,0.0,0.0,,0.0,0.0,0.0
Mark 01,VEV_6000,mid,True,mid,36,0.0,0.0,,0.0,0.0,0.0
Mark 01,VEV_6000,wide,True,late,40,0.0,0.0,,0.0,0.0,0.0
Mark 01,VEV_6000,wide,True,mid,43,0.0,0.0,,0.0,0.0,0.0
Mark 01,VEV_6000,mid,True,early,41,0.0,0.0,,0.0,0.0,0.0
Mark 01,VEV_6000,tight,True,early,40,0.0,0.0,,0.0,0.0,0.0
Mark 22,VEV_6000,wide,True,mid,43,0.0,0.0,,0.0,0.0,0.0
Mark 22,VEV_6000,mid,True,late,28,0.0,0.0,,0.0,0.0,0.0
Mark 22,VEV_6500,mid,True,mid,36,0.0,0.0,,0.0,0.0,0.0
Mark 22,VEV_6500,mid,True,early,41,0.0,0.0,,0.0,0.0,0.0
Mark 22,VEV_6500,tight,True,late,35,0.0,0.0,,0.0,0.0,0.0
Mark 22,VEV_6500,tight,True,mid,31,0.0,0.0,,0.0,0.0,0.0
Mark 22,VEV_6500,wide,True,mid,43,0.0,0.0,,0.0,0.0,0.0
Mark 22,VEV_6500,mid,True,late,28,0.0,0.0,,0.0,0.0,0.0
Mark 22,VEV_6500,tight,True,early,40,0.0,0.0,,0.0,0.0,0.0
Mark 22,VEV_6500,wide,True,late,40,0.0,0.0,,0.0,0.0,0.0
Mark 22,VEV_6000,wide,True,late,40,0.0,0.0,,0.0,0.0,0.0
Mark 22,VEV_6000,mid,True,mid,36,0.0,0.0,,0.0,0.0,0.0
Mark 22,VEV_6000,tight,True,late,35,0.0,0.0,,0.0,0.0,0.0
Mark 22,VEV_6000,tight,True,mid,31,0.0,0.0,,0.0,0.0,0.0
Mark 22,VEV_6000,tight,True,early,40,0.0,0.0,,0.0,0.0,0.0
Mark 22,VEV_6000,mid,True,early,41,0.0,0.0,,0.0,0.0,0.0
Mark 01,VEV_6500,tight,True,late,35,0.0,0.0,,0.0,0.0,0.0
Mark 01,VEV_6500,mid,True,early,41,0.0,0.0,,0.0,0.0,0.0
Mark 01,VEV_6000,tight,True,mid,31,0.0,0.0,,0.0,0.0,0.0
