day,timestamp,n_prints,n_sym,buyer0,seller0,bu_n,se_n,burst_ge4,type_01_22_multi_vev
1,45400,1,1,Mark 67,Mark 22,1,1,False,False
1,47700,1,1,Mark 01,Mark 55,1,1,False,False
1,48300,1,1,Mark 14,Mark 38,1,1,False,False
1,48900,1,1,Mark 01,Mark 55,1,1,False,False
1,49800,1,1,Mark 01,Mark 55,1,1,False,False
1,50200,1,1,Mark 14,Mark 38,1,1,False,False
1,50300,1,1,Mark 38,Mark 14,1,1,False,False
1,50700,4,4,Mark 01,Mark 22,1,1,True,True
1,51700,1,1,Mark 14,Mark 55,1,1,False,False
1,52400,1,1,Mark 14,Mark 38,1,1,False,False
1,52800,4,4,Mark 01,Mark 22,1,1,True,True
1,53000,1,1,Mark 14,Mark 38,1,1,False,False
1,53400,3,3,Mark 14,Mark 22,2,1,False,False
1,53800,1,1,Mark 38,Mark 14,1,1,False,False
1,54400,1,1,Mark 14,Mark 38,1,1,False,False
1,57600,1,1,Mark 38,Mark 14,1,1,False,False
1,59300,1,1,Mark 14,Mark 38,1,1,False,False
1,59600,1,1,Mark 14,Mark 55,1,1,False,False
1,60300,1,1,Mark 14,Mark 55,1,1,False,False
1,61100,1,1,Mark 38,Mark 14,1,1,False,False
1,61400,1,1,Mark 38,Mark 14,1,1,False,False
1,62100,1,1,Mark 14,Mark 55,1,1,False,False
1,62600,1,1,Mark 38,Mark 14,1,1,False,False
1,63100,1,1,Mark 38,Mark 14,1,1,False,False
1,63200,2,2,Mark 38,Mark 14,2,2,False,False
1,64200,1,1,Mark 55,Mark 14,1,1,False,False
1,64300,1,1,Mark 14,Mark 38,1,1,False,False
1,65400,1,1,Mark 14,Mark 38,1,1,False,False
1,65700,1,1,Mark 14,Mark 55,1,1,False,False
1,65900,1,1,Mark 14,Mark 38,1,1,False,False
1,67700,1,1,Mark 55,Mark 14,1,1,False,False
1,68000,1,1,Mark 38,Mark 14,1,1,False,False
1,69500,1,1,Mark 14,Mark 38,1,1,False,False
1,70500,1,1,Mark 14,Mark 38,1,1,False,False
1,73400,2,1,Mark 22,Mark 49,2,1,False,False
1,73500,1,1,Mark 14,Mark 38,1,1,False,False
1,74100,5,5,Mark 01,Mark 22,1,1,True,True
1,74300,1,1,Mark 55,Mark 14,1,1,False,False
1,74400,1,1,Mark 14,Mark 55,1,1,False,False
1,76600,1,1,Mark 38,Mark 14,1,1,False,False
1,77300,1,1,Mark 55,Mark 14,1,1,False,False
1,78300,1,1,Mark 14,Mark 38,1,1,False,False
1,78400,1,1,Mark 67,Mark 22,1,1,False,False
1,78500,1,1,Mark 38,Mark 14,1,1,False,False
1,79000,1,1,Mark 14,Mark 38,1,1,False,False
1,79800,1,1,Mark 38,Mark 14,1,1,False,False
1,81300,1,1,Mark 14,Mark 38,1,1,False,False
1,81700,1,1,Mark 38,Mark 14,1,1,False,False
1,81900,1,1,Mark 38,Mark 14,1,1,False,False
1,82300,2,2,Mark 38,Mark 14,2,2,False,False
1,83200,1,1,Mark 55,Mark 01,1,1,False,False
1,84300,1,1,Mark 38,Mark 14,1,1,False,False
1,84600,1,1,Mark 67,Mark 22,1,1,False,False
1,85300,5,5,Mark 14,Mark 22,2,1,True,False
1,86100,4,4,Mark 01,Mark 22,1,1,True,True
1,87900,1,1,Mark 14,Mark 55,1,1,False,False
1,88500,1,1,Mark 67,Mark 22,1,1,False,False
1,89300,1,1,Mark 14,Mark 38,1,1,False,False
1,89800,4,4,Mark 01,Mark 22,1,1,True,True
1,91100,1,1,Mark 55,Mark 14,1,1,False,False
1,92000,1,1,Mark 55,Mark 14,1,1,False,False
1,92100,1,1,Mark 14,Mark 38,1,1,False,False
1,92500,1,1,Mark 14,Mark 38,1,1,False,False
1,93700,1,1,Mark 55,Mark 01,1,1,False,False
1,93800,1,1,Mark 55,Mark 01,1,1,False,False
1,94400,1,1,Mark 38,Mark 14,1,1,False,False
1,97100,1,1,Mark 14,Mark 38,1,1,False,False
1,98600,1,1,Mark 38,Mark 14,1,1,False,False
1,99000,1,1,Mark 38,Mark 14,1,1,False,False
1,100500,1,1,Mark 55,Mark 14,1,1,False,False
1,101400,1,1,Mark 14,Mark 38,1,1,False,False
1,101500,1,1,Mark 14,Mark 38,1,1,False,False
1,102500,1,1,Mark 14,Mark 38,1,1,False,False
1,102800,1,1,Mark 14,Mark 38,1,1,False,False
1,103100,1,1,Mark 38,Mark 14,1,1,False,False
1,103500,1,1,Mark 14,Mark 38,1,1,False,False
1,104400,1,1,Mark 55,Mark 14,1,1,False,False
1,107100,1,1,Mark 14,Mark 38,1,1,False,False
1,107900,1,1,Mark 55,Mark 01,1,1,False,False
1,109000,1,1,Mark 67,Mark 49,1,1,False,False
1,109100,1,1,Mark 14,Mark 38,1,1,False,False
1,110100,1,1,Mark 01,Mark 55,1,1,False,False
1,112000,1,1,Mark 14,Mark 55,1,1,False,False
1,112700,1,1,Mark 14,Mark 38,1,1,False,False
1,113900,1,1,Mark 38,Mark 14,1,1,False,False
1,115500,1,1,Mark 14,Mark 38,1,1,False,False
1,118800,1,1,Mark 14,Mark 55,1,1,False,False
1,119400,1,1,Mark 38,Mark 14,1,1,False,False
1,120300,4,4,Mark 01,Mark 22,1,1,True,True
1,120700,1,1,Mark 38,Mark 14,1,1,False,False
1,123300,1,1,Mark 01,Mark 55,1,1,False,False
1,125600,1,1,Mark 55,Mark 14,1,1,False,False
1,126000,1,1,Mark 38,Mark 14,1,1,False,False
1,127200,3,3,Mark 01,Mark 22,1,1,False,False
1,129100,1,1,Mark 38,Mark 14,1,1,False,False
1,129500,1,1,Mark 38,Mark 14,1,1,False,False
1,129800,1,1,Mark 14,Mark 38,1,1,False,False
1,130800,1,1,Mark 14,Mark 38,1,1,False,False
1,131300,1,1,Mark 49,Mark 55,1,1,False,False
1,131800,1,1,Mark 01,Mark 55,1,1,False,False
1,132600,1,1,Mark 67,Mark 49,1,1,False,False
1,133100,1,1,Mark 14,Mark 38,1,1,False,False
1,133700,1,1,Mark 14,Mark 38,1,1,False,False
1,134000,1,1,Mark 14,Mark 55,1,1,False,False
1,134500,1,1,Mark 14,Mark 38,1,1,False,False
1,135200,1,1,Mark 55,Mark 01,1,1,False,False
1,135500,1,1,Mark 14,Mark 55,1,1,False,False
1,135900,5,5,Mark 01,Mark 22,1,1,True,True
1,137000,1,1,Mark 14,Mark 38,1,1,False,False
1,137300,1,1,Mark 14,Mark 38,1,1,False,False
1,137600,1,1,Mark 38,Mark 14,1,1,False,False
1,137800,1,1,Mark 14,Mark 38,1,1,False,False
1,138000,1,1,Mark 01,Mark 55,1,1,False,False
1,138100,1,1,Mark 38,Mark 14,1,1,False,False
1,139700,1,1,Mark 67,Mark 22,1,1,False,False
1,140000,1,1,Mark 55,Mark 14,1,1,False,False
1,140100,1,1,Mark 55,Mark 14,1,1,False,False
1,141000,1,1,Mark 55,Mark 14,1,1,False,False
1,142000,1,1,Mark 55,Mark 14,1,1,False,False
1,144500,1,1,Mark 01,Mark 55,1,1,False,False
1,145500,4,4,Mark 01,Mark 22,1,1,True,True
1,145600,1,1,Mark 38,Mark 14,1,1,False,False
1,146500,1,1,Mark 38,Mark 14,1,1,False,False
1,146700,1,1,Mark 14,Mark 55,1,1,False,False
1,147900,1,1,Mark 14,Mark 38,1,1,False,False
1,148000,1,1,Mark 38,Mark 14,1,1,False,False
1,148300,1,1,Mark 22,Mark 55,1,1,False,False
1,150600,5,5,Mark 01,Mark 22,1,1,True,True
1,150700,1,1,Mark 55,Mark 01,1,1,False,False
1,151100,1,1,Mark 14,Mark 38,1,1,False,False
1,151200,1,1,Mark 14,Mark 38,1,1,False,False
1,151400,1,1,Mark 01,Mark 55,1,1,False,False
1,152700,1,1,Mark 14,Mark 38,1,1,False,False
1,153000,4,4,Mark 01,Mark 22,1,1,True,True
1,154100,1,1,Mark 14,Mark 38,1,1,False,False
1,155900,1,1,Mark 38,Mark 14,1,1,False,False
1,156200,1,1,Mark 14,Mark 38,1,1,False,False
1,156400,1,1,Mark 14,Mark 38,1,1,False,False
1,159900,1,1,Mark 14,Mark 38,1,1,False,False
1,161200,1,1,Mark 14,Mark 38,1,1,False,False
1,163300,1,1,Mark 67,Mark 22,1,1,False,False
1,164000,1,1,Mark 14,Mark 55,1,1,False,False
1,164300,1,1,Mark 38,Mark 14,1,1,False,False
1,165500,1,1,Mark 49,Mark 55,1,1,False,False
1,167300,1,1,Mark 14,Mark 38,1,1,False,False
1,167600,2,2,Mark 01,Mark 55,2,2,False,False
1,168400,1,1,Mark 14,Mark 55,1,1,False,False
1,168500,1,1,Mark 38,Mark 14,1,1,False,False
1,168700,1,1,Mark 38,Mark 14,1,1,False,False
1,170400,4,4,Mark 01,Mark 22,1,1,True,True
1,170500,4,4,Mark 14,Mark 22,2,1,True,False
1,170900,1,1,Mark 38,Mark 14,1,1,False,False
1,171400,1,1,Mark 38,Mark 14,1,1,False,False
1,171700,1,1,Mark 01,Mark 55,1,1,False,False
1,172400,1,1,Mark 14,Mark 38,1,1,False,False
1,172500,5,5,Mark 01,Mark 22,1,1,True,True
1,174200,1,1,Mark 38,Mark 14,1,1,False,False
1,174400,1,1,Mark 38,Mark 14,1,1,False,False
1,178000,1,1,Mark 14,Mark 38,1,1,False,False
1,179200,1,1,Mark 01,Mark 55,1,1,False,False
1,180100,1,1,Mark 55,Mark 01,1,1,False,False
1,182100,1,1,Mark 14,Mark 38,1,1,False,False
1,182800,1,1,Mark 14,Mark 38,1,1,False,False
1,184200,1,1,Mark 38,Mark 14,1,1,False,False
1,185800,1,1,Mark 38,Mark 14,1,1,False,False
1,187400,1,1,Mark 55,Mark 01,1,1,False,False
1,187600,1,1,Mark 55,Mark 01,1,1,False,False
1,188400,1,1,Mark 14,Mark 38,1,1,False,False
1,188800,1,1,Mark 22,Mark 55,1,1,False,False
1,190100,5,5,Mark 01,Mark 22,1,1,True,True
1,190600,1,1,Mark 14,Mark 55,1,1,False,False
1,190700,1,1,Mark 55,Mark 14,1,1,False,False
1,191100,1,1,Mark 14,Mark 55,1,1,False,False
1,192600,1,1,Mark 14,Mark 55,1,1,False,False
1,192800,1,1,Mark 14,Mark 38,1,1,False,False
1,193400,1,1,Mark 38,Mark 14,1,1,False,False
1,194200,1,1,Mark 38,Mark 14,1,1,False,False
1,194400,1,1,Mark 14,Mark 55,1,1,False,False
1,195200,1,1,Mark 55,Mark 14,1,1,False,False
1,195600,5,5,Mark 01,Mark 22,1,1,True,True
1,196100,1,1,Mark 55,Mark 14,1,1,False,False
1,196700,1,1,Mark 14,Mark 38,1,1,False,False
1,197600,1,1,Mark 67,Mark 49,1,1,False,False
1,198900,1,1,Mark 55,Mark 14,1,1,False,False
1,199200,1,1,Mark 55,Mark 14,1,1,False,False
1,199400,1,1,Mark 38,Mark 14,1,1,False,False
1,202300,1,1,Mark 38,Mark 14,1,1,False,False
1,202700,1,1,Mark 38,Mark 14,1,1,False,False
1,203200,1,1,Mark 14,Mark 38,1,1,False,False
1,203700,1,1,Mark 55,Mark 14,1,1,False,False
1,206200,3,3,Mark 14,Mark 22,2,1,False,False
1,206600,1,1,Mark 38,Mark 14,1,1,False,False
1,206800,1,1,Mark 01,Mark 55,1,1,False,False
1,207600,1,1,Mark 55,Mark 01,1,1,False,False
1,210300,1,1,Mark 14,Mark 55,1,1,False,False
1,210600,1,1,Mark 14,Mark 38,1,1,False,False
1,211100,1,1,Mark 14,Mark 38,1,1,False,False
1,213700,1,1,Mark 55,Mark 01,1,1,False,False
1,214400,1,1,Mark 01,Mark 55,1,1,False,False
1,215000,1,1,Mark 14,Mark 55,1,1,False,False
1,216000,1,1,Mark 38,Mark 14,1,1,False,False
1,217100,1,1,Mark 55,Mark 14,1,1,False,False
1,217500,1,1,Mark 38,Mark 14,1,1,False,False
1,217800,1,1,Mark 38,Mark 14,1,1,False,False
1,218500,1,1,Mark 38,Mark 14,1,1,False,False
1,218900,2,2,Mark 38,Mark 14,2,2,False,False
1,221200,1,1,Mark 38,Mark 14,1,1,False,False
1,221800,1,1,Mark 14,Mark 55,1,1,False,False
1,222900,1,1,Mark 14,Mark 38,1,1,False,False
1,223300,1,1,Mark 38,Mark 14,1,1,False,False
1,224100,1,1,Mark 38,Mark 14,1,1,False,False
1,225100,1,1,Mark 55,Mark 14,1,1,False,False
1,226100,1,1,Mark 14,Mark 38,1,1,False,False
1,229100,1,1,Mark 38,Mark 14,1,1,False,False
1,230000,1,1,Mark 38,Mark 14,1,1,False,False
1,230800,1,1,Mark 38,Mark 14,1,1,False,False
1,235300,4,4,Mark 01,Mark 22,1,1,True,True
1,235900,1,1,Mark 14,Mark 38,1,1,False,False
1,237900,1,1,Mark 55,Mark 01,1,1,False,False
1,238200,1,1,Mark 38,Mark 14,1,1,False,False
1,239400,1,1,Mark 14,Mark 55,1,1,False,False
1,239600,2,2,Mark 14,Mark 38,2,2,False,False
1,239700,1,1,Mark 38,Mark 14,1,1,False,False
1,240200,1,1,Mark 55,Mark 14,1,1,False,False
1,240600,1,1,Mark 14,Mark 38,1,1,False,False
1,241900,1,1,Mark 14,Mark 38,1,1,False,False
1,242900,1,1,Mark 67,Mark 22,1,1,False,False
1,245600,1,1,Mark 55,Mark 14,1,1,False,False
1,248200,1,1,Mark 38,Mark 14,1,1,False,False
1,248300,1,1,Mark 01,Mark 55,1,1,False,False
1,250500,1,1,Mark 01,Mark 55,1,1,False,False
1,250600,1,1,Mark 14,Mark 38,1,1,False,False
1,251200,1,1,Mark 01,Mark 55,1,1,False,False
1,251600,1,1,Mark 38,Mark 14,1,1,False,False
1,251900,1,1,Mark 67,Mark 49,1,1,False,False
1,252400,1,1,Mark 55,Mark 14,1,1,False,False
1,252500,6,6,Mark 14,Mark 38,2,2,True,False
1,253900,1,1,Mark 55,Mark 14,1,1,False,False
1,254700,1,1,Mark 38,Mark 14,1,1,False,False
1,255000,1,1,Mark 14,Mark 38,1,1,False,False
1,255300,1,1,Mark 14,Mark 38,1,1,False,False
1,255400,1,1,Mark 14,Mark 38,1,1,False,False
1,258400,1,1,Mark 67,Mark 22,1,1,False,False
1,262200,1,1,Mark 01,Mark 55,1,1,False,False
1,262300,1,1,Mark 38,Mark 14,1,1,False,False
1,262800,1,1,Mark 38,Mark 14,1,1,False,False
1,263100,1,1,Mark 38,Mark 14,1,1,False,False
1,263900,1,1,Mark 55,Mark 14,1,1,False,False
1,265400,1,1,Mark 67,Mark 49,1,1,False,False
1,265600,1,1,Mark 14,Mark 55,1,1,False,False
1,265800,1,1,Mark 55,Mark 14,1,1,False,False
1,265900,1,1,Mark 14,Mark 38,1,1,False,False
1,266300,1,1,Mark 38,Mark 14,1,1,False,False
1,266500,1,1,Mark 55,Mark 01,1,1,False,False
1,266600,1,1,Mark 38,Mark 14,1,1,False,False
1,267400,1,1,Mark 55,Mark 14,1,1,False,False
1,268300,1,1,Mark 38,Mark 14,1,1,False,False
1,268700,1,1,Mark 55,Mark 14,1,1,False,False
1,269300,2,2,Mark 14,Mark 38,2,2,False,False
1,271600,1,1,Mark 14,Mark 38,1,1,False,False
1,272600,1,1,Mark 67,Mark 22,1,1,False,False
1,274600,1,1,Mark 38,Mark 14,1,1,False,False
1,275300,1,1,Mark 55,Mark 01,1,1,False,False
1,275700,1,1,Mark 38,Mark 14,1,1,False,False
1,276500,1,1,Mark 55,Mark 14,1,1,False,False
1,277400,1,1,Mark 55,Mark 14,1,1,False,False
1,278300,1,1,Mark 55,Mark 14,1,1,False,False
1,279600,1,1,Mark 55,Mark 01,1,1,False,False
1,280500,1,1,Mark 38,Mark 14,1,1,False,False
1,281100,1,1,Mark 14,Mark 38,1,1,False,False
1,281400,1,1,Mark 67,Mark 49,1,1,False,False
1,281500,1,1,Mark 38,Mark 14,1,1,False,False
1,282200,2,2,Mark 38,Mark 14,2,2,False,False
1,283400,1,1,Mark 55,Mark 14,1,1,False,False
1,285400,1,1,Mark 14,Mark 38,1,1,False,False
1,286300,1,1,Mark 55,Mark 01,1,1,False,False
1,286600,1,1,Mark 38,Mark 14,1,1,False,False
1,288800,1,1,Mark 38,Mark 14,1,1,False,False
1,289100,1,1,Mark 55,Mark 14,1,1,False,False
1,289200,1,1,Mark 67,Mark 49,1,1,False,False
1,290900,1,1,Mark 38,Mark 14,1,1,False,False
1,291400,1,1,Mark 55,Mark 49,1,1,False,False
1,291800,1,1,Mark 67,Mark 22,1,1,False,False
1,292400,1,1,Mark 55,Mark 01,1,1,False,False
1,292800,1,1,Mark 14,Mark 38,1,1,False,False
1,295000,1,1,Mark 38,Mark 14,1,1,False,False
1,296900,1,1,Mark 01,Mark 55,1,1,False,False
1,297100,1,1,Mark 38,Mark 14,1,1,False,False
1,297400,1,1,Mark 55,Mark 14,1,1,False,False
1,297500,1,1,Mark 14,Mark 38,1,1,False,False
1,301100,1,1,Mark 38,Mark 14,1,1,False,False
1,301300,1,1,Mark 38,Mark 14,1,1,False,False
1,302400,1,1,Mark 14,Mark 38,1,1,False,False
1,304000,4,4,Mark 01,Mark 22,1,1,True,True
1,304200,1,1,Mark 14,Mark 38,1,1,False,False
1,306500,1,1,Mark 38,Mark 14,1,1,False,False
1,307100,1,1,Mark 38,Mark 14,1,1,False,False
1,307500,1,1,Mark 55,Mark 01,1,1,False,False
1,308000,1,1,Mark 14,Mark 38,1,1,False,False
1,308100,2,2,Mark 14,Mark 38,2,2,False,False
1,309500,1,1,Mark 55,Mark 01,1,1,False,False
1,310100,4,4,Mark 14,Mark 22,2,1,True,False
1,310500,1,1,Mark 67,Mark 49,1,1,False,False
1,310600,1,1,Mark 14,Mark 55,1,1,False,False
1,313000,1,1,Mark 55,Mark 01,1,1,False,False
1,314500,1,1,Mark 14,Mark 55,1,1,False,False
1,316200,1,1,Mark 38,Mark 14,1,1,False,False
1,317100,1,1,Mark 14,Mark 38,1,1,False,False
1,318300,1,1,Mark 38,Mark 14,1,1,False,False
1,318900,1,1,Mark 55,Mark 14,1,1,False,False
1,321900,1,1,Mark 55,Mark 14,1,1,False,False
1,322000,4,4,Mark 01,Mark 22,1,1,True,True
1,322600,4,4,Mark 14,Mark 22,2,1,True,False
1,323300,2,2,Mark 38,Mark 14,1,1,False,False
1,324100,1,1,Mark 55,Mark 14,1,1,False,False
1,324600,1,1,Mark 38,Mark 14,1,1,False,False
1,325300,1,1,Mark 14,Mark 38,1,1,False,False
1,326300,1,1,Mark 38,Mark 14,1,1,False,False
1,327600,1,1,Mark 14,Mark 38,1,1,False,False
1,327700,1,1,Mark 38,Mark 14,1,1,False,False
1,328000,1,1,Mark 14,Mark 38,1,1,False,False
1,328400,1,1,Mark 14,Mark 38,1,1,False,False
1,328500,1,1,Mark 14,Mark 55,1,1,False,False
1,331400,1,1,Mark 14,Mark 38,1,1,False,False
1,333100,1,1,Mark 01,Mark 55,1,1,False,False
1,334900,1,1,Mark 14,Mark 38,1,1,False,False
1,335300,2,2,Mark 14,Mark 38,2,2,False,False
1,335500,1,1,Mark 38,Mark 14,1,1,False,False
1,338100,1,1,Mark 14,Mark 38,1,1,False,False
1,339500,1,1,Mark 14,Mark 38,1,1,False,False
1,340100,1,1,Mark 38,Mark 14,1,1,False,False
1,340500,1,1,Mark 67,Mark 49,1,1,False,False
1,342000,1,1,Mark 14,Mark 55,1,1,False,False
1,342400,1,1,Mark 14,Mark 38,1,1,False,False
1,343100,1,1,Mark 38,Mark 14,1,1,False,False
1,343400,1,1,Mark 67,Mark 49,1,1,False,False
1,344000,1,1,Mark 14,Mark 38,1,1,False,False
1,344200,1,1,Mark 55,Mark 01,1,1,False,False
1,345700,2,2,Mark 38,Mark 14,2,2,False,False
1,345900,1,1,Mark 38,Mark 14,1,1,False,False
1,348500,1,1,Mark 14,Mark 38,1,1,False,False
1,350300,4,4,Mark 01,Mark 22,1,1,True,True
1,350900,1,1,Mark 38,Mark 14,1,1,False,False
1,351000,1,1,Mark 38,Mark 14,1,1,False,False
1,356800,1,1,Mark 14,Mark 38,1,1,False,False
1,357100,1,1,Mark 38,Mark 14,1,1,False,False
1,358100,1,1,Mark 14,Mark 55,1,1,False,False
1,358300,1,1,Mark 14,Mark 38,1,1,False,False
1,358500,1,1,Mark 38,Mark 14,1,1,False,False
1,360600,1,1,Mark 14,Mark 38,1,1,False,False
1,362700,1,1,Mark 14,Mark 38,1,1,False,False
1,363100,1,1,Mark 38,Mark 14,1,1,False,False
1,364800,1,1,Mark 38,Mark 14,1,1,False,False
1,364900,1,1,Mark 14,Mark 55,1,1,False,False
1,365000,1,1,Mark 14,Mark 38,1,1,False,False
1,365600,1,1,Mark 14,Mark 55,1,1,False,False
1,367900,1,1,Mark 67,Mark 22,1,1,False,False
1,368500,1,1,Mark 38,Mark 14,1,1,False,False
1,371400,1,1,Mark 14,Mark 38,1,1,False,False
1,373400,1,1,Mark 38,Mark 14,1,1,False,False
1,373700,1,1,Mark 14,Mark 38,1,1,False,False
1,374100,1,1,Mark 14,Mark 55,1,1,False,False
1,374400,1,1,Mark 14,Mark 55,1,1,False,False
1,374800,1,1,Mark 14,Mark 38,1,1,False,False
1,375100,1,1,Mark 14,Mark 38,1,1,False,False
1,376300,1,1,Mark 14,Mark 38,1,1,False,False
1,376600,5,5,Mark 01,Mark 22,1,1,True,True
1,377900,4,4,Mark 14,Mark 22,2,1,True,False
1,380100,1,1,Mark 38,Mark 14,1,1,False,False
1,380700,1,1,Mark 38,Mark 14,1,1,False,False
1,380900,1,1,Mark 01,Mark 55,1,1,False,False
1,381700,1,1,Mark 55,Mark 14,1,1,False,False
1,383300,1,1,Mark 38,Mark 14,1,1,False,False
1,383600,1,1,Mark 38,Mark 14,1,1,False,False
1,383700,1,1,Mark 14,Mark 55,1,1,False,False
1,384200,1,1,Mark 14,Mark 38,1,1,False,False
1,384500,1,1,Mark 14,Mark 38,1,1,False,False
1,385800,1,1,Mark 38,Mark 14,1,1,False,False
1,385900,1,1,Mark 14,Mark 55,1,1,False,False
1,386000,1,1,Mark 14,Mark 55,1,1,False,False
1,386800,1,1,Mark 38,Mark 14,1,1,False,False
1,390100,1,1,Mark 67,Mark 49,1,1,False,False
1,390800,1,1,Mark 14,Mark 38,1,1,False,False
1,392300,1,1,Mark 14,Mark 55,1,1,False,False
1,393000,1,1,Mark 01,Mark 55,1,1,False,False
1,393900,1,1,Mark 01,Mark 55,1,1,False,False
1,394700,1,1,Mark 14,Mark 55,1,1,False,False
1,394800,1,1,Mark 14,Mark 38,1,1,False,False
1,396000,1,1,Mark 55,Mark 01,1,1,False,False
1,396200,1,1,Mark 01,Mark 55,1,1,False,False
1,396300,1,1,Mark 38,Mark 14,1,1,False,False
1,397800,1,1,Mark 38,Mark 14,1,1,False,False
1,398400,1,1,Mark 14,Mark 55,1,1,False,False
1,399700,4,4,Mark 01,Mark 22,1,1,True,True
1,399900,1,1,Mark 14,Mark 38,1,1,False,False
1,400100,1,1,Mark 14,Mark 55,1,1,False,False
1,401900,1,1,Mark 01,Mark 55,1,1,False,False
1,402400,1,1,Mark 14,Mark 55,1,1,False,False
1,403500,1,1,Mark 01,Mark 55,1,1,False,False
1,403600,1,1,Mark 14,Mark 38,1,1,False,False
1,404200,1,1,Mark 55,Mark 14,1,1,False,False
1,406400,1,1,Mark 55,Mark 14,1,1,False,False
1,409300,1,1,Mark 14,Mark 38,1,1,False,False
1,410400,4,4,Mark 01,Mark 22,1,1,True,True
1,410600,1,1,Mark 55,Mark 14,1,1,False,False
1,411000,1,1,Mark 38,Mark 14,1,1,False,False
1,411200,1,1,Mark 55,Mark 01,1,1,False,False
1,411300,1,1,Mark 55,Mark 01,1,1,False,False
1,411400,1,1,Mark 38,Mark 14,1,1,False,False
1,412300,1,1,Mark 38,Mark 14,1,1,False,False
1,414000,1,1,Mark 38,Mark 14,1,1,False,False
1,414400,1,1,Mark 14,Mark 38,1,1,False,False
1,414800,1,1,Mark 14,Mark 38,1,1,False,False
1,415700,1,1,Mark 55,Mark 14,1,1,False,False
1,419700,1,1,Mark 38,Mark 14,1,1,False,False
1,419900,1,1,Mark 55,Mark 01,1,1,False,False
1,421500,1,1,Mark 14,Mark 38,1,1,False,False
1,424500,1,1,Mark 55,Mark 14,1,1,False,False
1,425400,1,1,Mark 38,Mark 14,1,1,False,False
1,426800,1,1,Mark 14,Mark 55,1,1,False,False
1,427000,1,1,Mark 14,Mark 38,1,1,False,False
1,427600,1,1,Mark 55,Mark 14,1,1,False,False
1,428000,4,4,Mark 01,Mark 22,1,1,True,True
1,430200,1,1,Mark 55,Mark 14,1,1,False,False
1,431000,1,1,Mark 55,Mark 01,1,1,False,False
1,431700,1,1,Mark 55,Mark 14,1,1,False,False
1,432100,1,1,Mark 55,Mark 14,1,1,False,False
1,435300,1,1,Mark 01,Mark 55,1,1,False,False
1,436200,1,1,Mark 38,Mark 14,1,1,False,False
1,437100,10,10,Mark 38,Mark 22,2,1,True,False
1,438000,1,1,Mark 01,Mark 55,1,1,False,False
1,440300,1,1,Mark 38,Mark 14,1,1,False,False
1,441300,1,1,Mark 14,Mark 38,1,1,False,False
1,443600,1,1,Mark 14,Mark 38,1,1,False,False
1,444000,1,1,Mark 14,Mark 38,1,1,False,False
1,444300,1,1,Mark 01,Mark 55,1,1,False,False
1,445900,1,1,Mark 55,Mark 14,1,1,False,False
