participant,side,symbol,burst_bucket,K,n,mean_fwd_same,ci95_lo_same,ci95_hi_same,mean_fwd_extract,ci95_lo_extract,ci95_hi_extract,sign_stable_same_3d,mean_same_d1,mean_same_d2,mean_same_d3
Mark 38,aggr_sell,VEV_4000,isolated,100,216,-0.013888888888888888,-1.2083912037037037,1.1298032407407397,-0.11342592592592593,-1.3056712962962964,1.088020833333333,False,-0.8197674418604651,0.45689655172413796,0.5694444444444444
Mark 55,aggr_buy,VELVETFRUIT_EXTRACT,isolated,5,567,0.19047619047619047,0.014969135802469136,0.3686287477954143,0.19047619047619047,0.01232363315696649,0.38011463844797155,True,0.05337078651685393,0.24162679425837322,0.26666666666666666
Mark 55,aggr_buy,VELVETFRUIT_EXTRACT,isolated,20,567,0.35978835978835977,0.03075396825396826,0.6949294532627863,0.35978835978835977,0.014969135802469136,0.7045855379188712,True,0.49157303370786515,0.3827751196172249,0.20277777777777778
Mark 55,aggr_buy,VELVETFRUIT_EXTRACT,isolated,100,565,0.39557522123893807,-0.3973451327433628,1.143362831858407,0.39557522123893807,-0.336283185840708,1.1478318584070795,False,0.9550561797752809,0.3173076923076923,-0.06983240223463687
Mark 55,aggr_sell,VELVETFRUIT_EXTRACT,isolated,5,565,0.030973451327433628,-0.15663716814159293,0.2071017699115043,0.030973451327433628,-0.14780973451327434,0.21862831858407056,False,0.3125,-0.3407821229050279,0.10396039603960396
Mark 55,aggr_sell,VELVETFRUIT_EXTRACT,isolated,20,565,-0.13539823008849558,-0.47081858407079646,0.20353982300884957,-0.13539823008849558,-0.4734734513274336,0.2088495575221239,False,0.16847826086956522,-0.5642458100558659,-0.03217821782178218
Mark 55,aggr_sell,VELVETFRUIT_EXTRACT,isolated,100,561,-0.8983957219251337,-1.5918003565062389,-0.1612967914438504,-0.8983957219251337,-1.642892156862745,-0.1817513368983961,True,-0.47802197802197804,-1.1882022471910112,-1.0223880597014925
Mark 55,aggr_sell,VELVETFRUIT_EXTRACT,small_multi,5,30,0.36666666666666664,-0.5504166666666667,1.2004166666666642,0.36666666666666664,-0.58375,1.1833333333333333,True,0.045454545454545456,0.5833333333333334,0.5
Mark 55,aggr_sell,VELVETFRUIT_EXTRACT,small_multi,20,30,0.6333333333333333,-1.0166666666666666,2.2,0.6333333333333333,-0.9833333333333333,2.2333333333333334,True,1.0454545454545454,0.041666666666666664,1.0
Mark 67,aggr_buy,VELVETFRUIT_EXTRACT,isolated,5,154,1.9772727272727273,1.6784902597402598,2.285795454545454,1.9772727272727273,1.6818181818181819,2.301948051948052,True,2.2777777777777777,1.7456140350877194,1.9069767441860466
Mark 67,aggr_buy,VELVETFRUIT_EXTRACT,isolated,20,154,1.7857142857142858,1.1688311688311688,2.4318181818181817,1.7857142857142858,1.1784902597402598,2.43189935064935,True,2.1666666666666665,1.3859649122807018,1.8372093023255813
Mark 67,aggr_buy,VELVETFRUIT_EXTRACT,isolated,100,153,1.5,0.042401960784313734,2.964215686274509,1.5,0.042401960784313734,2.9901960784313726,False,3.6481481481481484,1.2232142857142858,-0.8372093023255814
