timestamp,sp_VEV_5200,m_VEV_5200,sp_VEV_5300,m_VEV_5300,sp_VELVETFRUIT_EXTRACT,m_VELVETFRUIT_EXTRACT,day,tight,s_prod
3900,3,99.5,3,49.5,5,5251.5,1,False,9
4000,3,100.5,2,50.0,5,5252.5,1,False,6
4100,3,100.5,3,49.5,6,5252.0,1,False,9
4200,3,100.5,2,50.0,5,5252.5,1,False,6
4300,3,100.5,2,50.0,5,5252.5,1,False,6
4400,3,101.5,2,51.0,5,5254.5,1,False,6
4500,1,100.5,1,49.5,5,5254.5,1,True,1
4600,3,101.5,2,50.0,5,5253.5,1,False,6
4700,3,100.5,2,50.0,6,5253.0,1,False,6
4800,3,99.5,2,49.0,5,5251.5,1,False,6
4900,3,100.5,3,49.5,5,5252.5,1,False,9
5000,3,99.5,2,49.0,6,5252.0,1,False,6
5100,3,100.5,2,49.0,6,5252.0,1,False,6
5200,3,100.5,2,50.0,1,5251.5,1,False,6
5300,3,101.5,2,50.0,5,5253.5,1,False,6
5400,3,101.5,2,51.0,2,5254.0,1,False,6
5500,3,101.5,2,50.0,5,5254.5,1,False,6
5600,3,100.5,2,50.0,6,5253.0,1,False,6
5700,3,99.5,3,49.5,6,5252.0,1,False,9
5800,3,100.5,2,50.0,5,5253.5,1,False,6
5900,3,101.5,2,50.0,5,5253.5,1,False,6
6000,3,101.5,2,50.0,5,5253.5,1,False,6
6100,3,100.5,2,50.0,5,5252.5,1,False,6
6200,3,100.5,2,50.0,5,5252.5,1,False,6
6300,3,100.5,2,50.0,5,5252.5,1,False,6
6400,3,99.5,3,49.5,6,5252.0,1,False,9
6500,3,99.5,2,49.0,5,5250.5,1,False,6
6600,3,99.5,2,49.0,5,5250.5,1,False,6
6700,3,98.5,2,49.0,6,5250.0,1,False,6
6800,3,97.5,2,48.0,5,5248.5,1,False,6
6900,3,97.5,2,48.0,5,5247.5,1,False,6
7000,3,97.5,2,48.0,5,5248.5,1,False,6
7100,3,97.5,2,48.0,5,5248.5,1,False,6
7200,3,97.5,2,48.0,5,5247.5,1,False,6
7300,3,96.5,2,47.0,5,5246.5,1,False,6
7400,3,96.5,2,47.0,5,5246.5,1,False,6
7500,2,97.0,1,47.5,5,5246.5,1,True,2
7600,3,96.5,2,47.0,6,5246.0,1,False,6
7700,3,96.5,2,48.0,5,5247.5,1,False,6
7800,3,96.5,3,47.5,6,5247.0,1,False,9
7900,3,97.5,2,48.0,5,5247.5,1,False,6
8000,3,96.5,2,47.0,5,5246.5,1,False,6
8100,3,97.5,2,48.0,5,5247.5,1,False,6
8200,3,96.5,3,47.5,3,5245.5,1,False,9
8300,3,97.5,2,48.0,5,5247.5,1,False,6
8400,3,97.5,2,48.0,5,5248.5,1,False,6
8500,3,96.5,2,47.0,5,5246.5,1,False,6
8600,3,95.5,2,47.0,6,5245.0,1,False,6
8700,3,96.5,2,47.0,5,5245.5,1,False,6
8800,3,95.5,2,47.0,5,5245.5,1,False,6
8900,2,96.0,2,47.0,5,5245.5,1,True,4
9000,3,96.5,2,47.0,5,5246.5,1,False,6
9100,3,96.5,2,47.0,6,5246.0,1,False,6
9200,3,96.5,3,47.5,6,5247.0,1,False,9
9300,3,96.5,2,47.0,6,5246.0,1,False,6
9400,3,95.5,2,47.0,1,5243.5,1,False,6
9500,3,96.5,2,47.0,2,5244.0,1,False,6
9600,1,95.5,1,46.5,5,5246.5,1,True,1
9700,3,95.5,2,47.0,6,5245.0,1,False,6
9800,3,96.5,2,47.0,5,5246.5,1,False,6
9900,3,95.5,2,47.0,6,5245.0,1,False,6
10000,3,95.5,2,47.0,3,5245.5,1,False,6
10100,2,95.0,2,46.0,6,5244.0,1,True,4
10200,3,94.5,2,46.0,5,5243.5,1,False,6
10300,3,94.5,2,46.0,1,5241.5,1,False,6
10400,3,93.5,2,45.0,1,5239.5,1,False,6
10500,3,93.5,3,45.5,5,5241.5,1,False,9
10600,3,93.5,3,45.5,5,5241.5,1,False,9
10700,3,93.5,2,46.0,5,5241.5,1,False,6
10800,2,94.0,2,46.0,5,5242.5,1,True,4
10900,3,94.5,2,46.0,5,5243.5,1,False,6
11000,3,95.5,2,47.0,5,5244.5,1,False,6
11100,3,95.5,3,46.5,5,5244.5,1,False,9
11200,3,94.5,2,46.0,5,5243.5,1,False,6
11300,3,94.5,2,46.0,5,5243.5,1,False,6
11400,3,94.5,2,46.0,5,5243.5,1,False,6
11500,3,93.5,2,46.0,5,5241.5,1,False,6
11600,3,93.5,3,45.5,5,5241.5,1,False,9
11700,3,93.5,2,45.0,6,5241.0,1,False,6
11800,1,92.5,1,44.5,5,5241.5,1,True,1
11900,2,94.0,2,46.0,5,5242.5,1,True,4
12000,3,94.5,2,46.0,6,5243.0,1,False,6
12100,3,93.5,2,45.0,5,5241.5,1,False,6
12200,3,93.5,2,45.0,5,5241.5,1,False,6
12300,3,93.5,3,45.5,5,5241.5,1,False,9
12400,3,93.5,2,45.0,5,5241.5,1,False,6
12500,3,92.5,2,45.0,5,5240.5,1,False,6
12600,3,93.5,3,45.5,5,5241.5,1,False,9
12700,2,93.0,2,45.0,5,5240.5,1,True,4
12800,3,91.5,2,44.0,5,5238.5,1,False,6
12900,3,92.5,2,45.0,5,5239.5,1,False,6
13000,3,92.5,2,45.0,5,5240.5,1,False,6
13100,2,92.0,2,44.0,6,5239.0,1,True,4
13200,3,92.5,2,45.0,5,5239.5,1,False,6
13300,3,91.5,2,44.0,5,5238.5,1,False,6
13400,3,91.5,2,44.0,6,5238.0,1,False,6
13500,2,92.0,2,44.0,5,5238.5,1,True,4
13600,3,90.5,2,44.0,5,5236.5,1,False,6
13700,3,91.5,2,44.0,5,5238.5,1,False,6
13800,3,91.5,2,44.0,5,5238.5,1,False,6
13900,3,90.5,2,44.0,5,5236.5,1,False,6
14000,2,91.0,2,44.0,6,5237.0,1,True,4
14100,3,90.5,2,44.0,5,5236.5,1,False,6
14200,2,90.0,2,43.0,5,5235.5,1,True,4
14300,3,89.5,2,43.0,5,5235.5,1,False,6
14400,2,89.0,2,43.0,5,5233.5,1,True,4
14500,3,89.5,2,43.0,5,5234.5,1,False,6
14600,3,89.5,2,43.0,5,5234.5,1,False,6
14700,3,89.5,2,43.0,5,5234.5,1,False,6
14800,1,88.5,2,43.0,5,5234.5,1,True,2
14900,3,89.5,2,43.0,5,5234.5,1,False,6
15000,3,88.5,3,42.5,5,5233.5,1,False,9
15100,3,89.5,2,43.0,5,5234.5,1,False,6
15200,3,88.5,2,43.0,5,5233.5,1,False,6
15300,2,89.0,2,43.0,5,5233.5,1,True,4
15400,3,88.5,2,42.0,5,5233.5,1,False,6
15500,3,87.5,2,42.0,5,5231.5,1,False,6
15600,3,87.5,2,42.0,5,5231.5,1,False,6
15700,3,87.5,2,42.0,5,5231.5,1,False,6
15800,2,88.0,2,42.0,6,5232.0,1,True,4
15900,3,88.5,2,43.0,5,5233.5,1,False,6
16000,3,88.5,2,42.0,5,5233.5,1,False,6
16100,2,88.0,2,42.0,5,5231.5,1,True,4
16200,2,88.0,2,42.0,5,5232.5,1,True,4
16300,3,87.5,2,42.0,2,5230.0,1,False,6
16400,3,87.5,2,42.0,6,5231.0,1,False,6
16500,3,88.5,2,42.0,5,5232.5,1,False,6
16600,3,87.5,2,42.0,5,5231.5,1,False,6
16700,1,86.5,2,42.0,5,5231.5,1,True,2
16800,3,87.5,2,42.0,5,5230.5,1,False,6
16900,3,86.5,2,41.0,5,5229.5,1,False,6
17000,3,86.5,2,41.0,5,5229.5,1,False,6
17100,3,87.5,2,42.0,2,5229.0,1,False,6
17200,3,88.5,2,42.0,5,5232.5,1,False,6
17300,2,88.0,2,42.0,5,5231.5,1,True,4
17400,3,87.5,2,42.0,2,5229.0,1,False,6
17500,3,88.5,2,42.0,5,5232.5,1,False,6
17600,3,88.5,2,42.0,5,5233.5,1,False,6
17700,3,88.5,2,43.0,5,5233.5,1,False,6
17800,3,88.5,2,42.0,2,5232.0,1,False,6
17900,3,88.5,2,42.0,6,5233.0,1,False,6
18000,3,88.5,2,42.0,5,5232.5,1,False,6
18100,2,88.0,2,42.0,5,5231.5,1,True,4
18200,3,87.5,2,42.0,5,5231.5,1,False,6
18300,2,87.0,2,41.0,5,5230.5,1,True,4
18400,3,86.5,2,41.0,5,5229.5,1,False,6
18500,3,85.5,1,40.5,6,5228.0,1,False,3
18600,3,85.5,2,41.0,3,5229.5,1,False,6
18700,3,85.5,2,41.0,2,5227.0,1,False,6
18800,3,85.5,1,40.5,5,5227.5,1,False,3
18900,3,85.5,2,41.0,5,5228.5,1,False,6
19000,2,86.0,2,41.0,5,5228.5,1,True,4
19100,3,86.5,2,41.0,5,5229.5,1,False,6
19200,2,86.0,2,41.0,5,5228.5,1,True,4
19300,3,85.5,2,41.0,5,5228.5,1,False,6
19400,3,85.5,2,41.0,5,5228.5,1,False,6
19500,3,85.5,2,40.0,5,5227.5,1,False,6
19600,3,86.5,2,41.0,6,5229.0,1,False,6
19700,3,86.5,2,41.0,5,5229.5,1,False,6
19800,3,85.5,2,41.0,5,5228.5,1,False,6
19900,3,84.5,2,40.0,5,5226.5,1,False,6
20000,2,85.0,2,40.0,6,5227.0,1,True,4
20100,2,85.0,2,40.0,5,5226.5,1,True,4
20200,2,85.0,2,40.0,5,5226.5,1,True,4
20300,3,84.5,2,40.0,5,5226.5,1,False,6
20400,2,86.0,2,41.0,5,5228.5,1,True,4
20500,3,85.5,1,40.5,6,5228.0,1,False,3
20600,3,85.5,2,41.0,6,5228.0,1,False,6
20700,3,85.5,2,40.0,5,5227.5,1,False,6
20800,2,85.0,2,40.0,6,5227.0,1,True,4
20900,2,85.0,2,40.0,6,5227.0,1,True,4
21000,3,84.5,2,40.0,6,5226.0,1,False,6
21100,3,85.5,2,40.0,5,5227.5,1,False,6
21200,2,85.0,2,40.0,6,5227.0,1,True,4
21300,2,86.0,2,41.0,5,5228.5,1,True,4
21400,3,87.5,2,41.0,5,5230.5,1,False,6
21500,3,86.5,2,41.0,5,5229.5,1,False,6
21600,2,87.0,2,41.0,5,5230.5,1,True,4
21700,3,86.5,2,41.0,2,5228.0,1,False,6
21800,3,86.5,2,41.0,5,5229.5,1,False,6
21900,3,85.5,1,40.5,5,5228.5,1,False,3
22000,3,85.5,2,40.0,5,5227.5,1,False,6
22100,3,86.5,2,41.0,5,5228.5,1,False,6
22200,3,85.5,2,40.0,5,5227.5,1,False,6
22300,2,86.0,2,41.0,5,5228.5,1,True,4
22400,3,86.5,2,41.0,5,5229.5,1,False,6
22500,2,87.0,2,41.0,5,5230.5,1,True,4
22600,2,88.0,2,42.0,6,5232.0,1,True,4
22700,2,87.0,2,41.0,5,5230.5,1,True,4
22800,3,87.5,2,42.0,5,5231.5,1,False,6
22900,3,87.5,2,41.0,6,5231.0,1,False,6
23000,3,87.5,2,41.0,5,5230.5,1,False,6
23100,2,87.0,2,41.0,5,5230.5,1,True,4
23200,2,88.0,2,42.0,5,5232.5,1,True,4
23300,3,87.5,2,42.0,5,5231.5,1,False,6
23400,3,87.5,2,41.0,2,5229.0,1,False,6
23500,3,87.5,2,42.0,5,5231.5,1,False,6
23600,2,88.0,2,42.0,6,5232.0,1,True,4
23700,3,87.5,2,42.0,5,5231.5,1,False,6
23800,3,88.5,2,42.0,5,5232.5,1,False,6
23900,3,88.5,2,42.0,5,5232.5,1,False,6
24000,3,88.5,2,42.0,5,5232.5,1,False,6
24100,3,89.5,2,43.0,1,5232.5,1,False,6
24200,3,90.5,2,43.0,5,5235.5,1,False,6
24300,3,89.5,2,43.0,5,5234.5,1,False,6
24400,2,90.0,2,43.0,5,5235.5,1,True,4
24500,2,90.0,2,43.0,6,5235.0,1,True,4
24600,2,90.0,2,43.0,5,5235.5,1,True,4
24700,3,89.5,2,43.0,5,5234.5,1,False,6
24800,3,89.5,2,43.0,5,5233.5,1,False,6
24900,3,88.5,2,42.0,3,5234.5,1,False,6
25000,2,88.0,2,42.0,5,5231.5,1,True,4
25100,3,87.5,2,42.0,5,5231.5,1,False,6
25200,2,88.0,2,42.0,5,5231.5,1,True,4
25300,3,88.5,2,42.0,5,5233.5,1,False,6
25400,3,88.5,2,42.0,2,5231.0,1,False,6
25500,2,89.0,2,43.0,5,5233.5,1,True,4
25600,3,88.5,2,42.0,5,5232.5,1,False,6
25700,3,87.5,2,42.0,5,5231.5,1,False,6
25800,3,88.5,2,42.0,5,5232.5,1,False,6
25900,3,87.5,2,41.0,5,5230.5,1,False,6
26000,2,88.0,2,42.0,6,5232.0,1,True,4
26100,3,88.5,2,42.0,5,5232.5,1,False,6
26200,3,87.5,2,42.0,5,5230.5,1,False,6
26300,3,87.5,2,42.0,6,5231.0,1,False,6
26400,3,86.5,2,41.0,5,5229.5,1,False,6
26500,3,86.5,2,41.0,5,5229.5,1,False,6
26600,3,86.5,2,41.0,5,5229.5,1,False,6
26700,3,87.5,2,41.0,5,5230.5,1,False,6
26800,3,86.5,2,41.0,5,5229.5,1,False,6
26900,3,87.5,2,42.0,5,5231.5,1,False,6
27000,3,88.5,2,42.0,5,5232.5,1,False,6
27100,3,88.5,2,42.0,5,5232.5,1,False,6
27200,3,88.5,3,42.5,5,5233.5,1,False,9
27300,2,90.0,2,43.0,5,5235.5,1,True,4
27400,3,90.5,2,43.0,5,5236.5,1,False,6
27500,3,90.5,2,43.0,5,5235.5,1,False,6
27600,3,91.5,2,44.0,5,5237.5,1,False,6
27700,3,91.5,2,44.0,5,5238.5,1,False,6
27800,3,91.5,2,44.0,2,5237.0,1,False,6
27900,3,91.5,2,44.0,5,5237.5,1,False,6
28000,3,91.5,2,44.0,5,5237.5,1,False,6
28100,3,92.5,2,45.0,5,5239.5,1,False,6
28200,2,92.0,3,44.5,3,5239.5,1,False,6
28300,3,91.5,2,44.0,5,5237.5,1,False,6
28400,3,91.5,2,44.0,5,5238.5,1,False,6
28500,3,92.5,2,45.0,5,5239.5,1,False,6
28600,3,93.5,2,45.0,6,5241.0,1,False,6
28700,3,93.5,2,46.0,6,5242.0,1,False,6
28800,2,94.0,2,46.0,5,5242.5,1,True,4
28900,3,92.5,2,45.0,5,5239.5,1,False,6
29000,2,92.0,3,44.5,5,5238.5,1,False,6
29100,3,92.5,2,45.0,5,5239.5,1,False,6
29200,3,92.5,2,45.0,5,5239.5,1,False,6
29300,3,92.5,2,45.0,5,5239.5,1,False,6
29400,3,91.5,2,44.0,5,5238.5,1,False,6
29500,3,92.5,2,45.0,3,5240.5,1,False,6
29600,2,92.0,2,44.0,5,5238.5,1,True,4
29700,3,93.5,3,45.5,5,5241.5,1,False,9
29800,3,93.5,2,45.0,5,5241.5,1,False,6
29900,3,92.5,2,45.0,5,5240.5,1,False,6
30000,3,92.5,2,45.0,3,5240.5,1,False,6
30100,3,91.5,2,44.0,5,5237.5,1,False,6
30200,3,91.5,2,44.0,5,5237.5,1,False,6
30300,3,90.5,2,44.0,6,5237.0,1,False,6
30400,3,90.5,2,43.0,5,5236.5,1,False,6
30500,3,90.5,2,43.0,5,5235.5,1,False,6
30600,3,90.5,2,43.0,5,5236.5,1,False,6
30700,3,89.5,2,43.0,5,5234.5,1,False,6
30800,3,89.5,2,43.0,5,5234.5,1,False,6
30900,2,90.0,2,43.0,5,5234.5,1,True,4
31000,3,89.5,2,43.0,5,5234.5,1,False,6
31100,3,89.5,2,43.0,5,5234.5,1,False,6
31200,3,89.5,2,43.0,2,5233.0,1,False,6
31300,2,88.0,2,42.0,6,5232.0,1,True,4
31400,2,88.0,2,42.0,5,5231.5,1,True,4
31500,3,87.5,2,42.0,5,5231.5,1,False,6
31600,3,88.5,2,42.0,5,5232.5,1,False,6
31700,3,89.5,2,43.0,5,5234.5,1,False,6
31800,3,89.5,2,43.0,5,5234.5,1,False,6
31900,2,90.0,2,43.0,3,5236.5,1,True,4
32000,2,90.0,2,43.0,5,5235.5,1,True,4
32100,3,89.5,2,43.0,5,5234.5,1,False,6
32200,3,90.5,2,43.0,6,5236.0,1,False,6
32300,2,91.0,2,44.0,5,5236.5,1,True,4
32400,3,91.5,2,44.0,2,5237.0,1,False,6
32500,3,91.5,2,44.0,5,5237.5,1,False,6
32600,3,91.5,2,44.0,5,5237.5,1,False,6
32700,3,91.5,2,44.0,6,5238.0,1,False,6
32800,3,92.5,2,44.0,2,5237.0,1,False,6
32900,3,92.5,2,44.0,6,5239.0,1,False,6
33000,3,92.5,2,45.0,5,5239.5,1,False,6
33100,3,92.5,2,45.0,6,5240.0,1,False,6
33200,3,92.5,2,45.0,6,5240.0,1,False,6
33300,3,92.5,2,44.0,5,5239.5,1,False,6
33400,3,91.5,2,44.0,5,5238.5,1,False,6
33500,3,91.5,2,44.0,5,5237.5,1,False,6
33600,2,91.0,2,43.0,5,5236.5,1,True,4
33700,3,90.5,2,43.0,5,5235.5,1,False,6
33800,3,90.5,2,43.0,5,5235.5,1,False,6
33900,3,90.5,2,43.0,5,5235.5,1,False,6
34000,3,89.5,2,43.0,5,5234.5,1,False,6
34100,3,89.5,2,42.0,2,5232.0,1,False,6
34200,3,88.5,2,42.0,6,5233.0,1,False,6
34300,3,89.5,2,43.0,5,5234.5,1,False,6
34400,2,89.0,2,42.0,5,5233.5,1,True,4
34500,3,89.5,3,42.5,5,5234.5,1,False,9
34600,3,89.5,2,43.0,6,5235.0,1,False,6
34700,3,89.5,2,43.0,6,5235.0,1,False,6
34800,3,90.5,2,43.0,5,5235.5,1,False,6
34900,3,89.5,2,43.0,6,5235.0,1,False,6
35000,3,89.5,2,43.0,5,5235.5,1,False,6
35100,3,89.5,2,43.0,3,5235.5,1,False,6
35200,3,88.5,2,42.0,5,5232.5,1,False,6
35300,3,88.5,2,42.0,5,5232.5,1,False,6
35400,3,88.5,2,42.0,5,5233.5,1,False,6
35500,3,88.5,2,42.0,6,5233.0,1,False,6
35600,2,89.0,2,42.0,5,5233.5,1,True,4
35700,3,89.5,2,42.0,5,5234.5,1,False,6
35800,3,89.5,2,42.0,3,5235.5,1,False,6
35900,3,89.5,2,43.0,5,5234.5,1,False,6
36000,2,89.0,2,42.0,5,5233.5,1,True,4
36100,3,89.5,2,43.0,5,5234.5,1,False,6
36200,2,89.0,2,42.0,5,5233.5,1,True,4
36300,3,88.5,2,42.0,2,5231.0,1,False,6
36400,2,89.0,2,42.0,5,5233.5,1,True,4
36500,3,88.5,2,42.0,3,5233.5,1,False,6
36600,3,88.5,2,42.0,2,5231.0,1,False,6
36700,3,88.5,2,42.0,6,5233.0,1,False,6
36800,3,88.5,2,42.0,5,5232.5,1,False,6
36900,2,89.0,2,42.0,5,5233.5,1,True,4
37000,3,87.5,2,41.0,5,5230.5,1,False,6
37100,3,88.5,2,42.0,5,5232.5,1,False,6
37200,3,88.5,2,42.0,5,5233.5,1,False,6
37300,3,88.5,2,42.0,5,5232.5,1,False,6
37400,3,88.5,2,42.0,5,5232.5,1,False,6
37500,3,87.5,2,41.0,5,5231.5,1,False,6
37600,2,88.0,2,41.0,6,5232.0,1,True,4
37700,2,88.0,2,41.0,5,5231.5,1,True,4
37800,3,87.5,2,41.0,5,5231.5,1,False,6
37900,3,87.5,2,41.0,6,5231.0,1,False,6
38000,3,87.5,2,41.0,5,5231.5,1,False,6
38100,3,87.5,2,41.0,5,5230.5,1,False,6
38200,2,88.0,2,41.0,4,5233.0,1,True,4
38300,3,88.5,2,42.0,5,5232.5,1,False,6
38400,3,87.5,2,41.0,5,5231.5,1,False,6
38500,1,86.5,1,40.5,5,5231.5,1,True,1
38600,3,88.5,2,42.0,5,5232.5,1,False,6
38700,3,87.5,2,41.0,6,5231.0,1,False,6
38800,2,87.0,2,41.0,5,5230.5,1,True,4
38900,3,88.5,2,42.0,2,5234.0,1,False,6
39000,3,88.5,2,42.0,5,5233.5,1,False,6
39100,3,88.5,2,42.0,5,5232.5,1,False,6
39200,3,89.5,2,42.0,5,5234.5,1,False,6
39300,3,89.5,2,42.0,5,5234.5,1,False,6
39400,2,89.0,2,42.0,1,5232.5,1,True,4
39500,2,89.0,2,42.0,5,5233.5,1,True,4
39600,3,89.5,2,42.0,5,5234.5,1,False,6
39700,3,89.5,3,42.5,6,5235.0,1,False,9
39800,3,89.5,2,43.0,6,5235.0,1,False,6
39900,3,89.5,2,42.0,5,5234.5,1,False,6
40000,2,89.0,2,42.0,6,5234.0,1,True,4
40100,3,88.5,2,42.0,6,5233.0,1,False,6
40200,3,87.5,2,41.0,5,5231.5,1,False,6
40300,3,88.5,2,42.0,6,5233.0,1,False,6
40400,1,87.5,2,42.0,5,5233.5,1,True,2
40500,3,88.5,2,42.0,5,5233.5,1,False,6
40600,2,88.0,2,42.0,3,5233.5,1,True,4
40700,3,87.5,2,41.0,6,5232.0,1,False,6
40800,3,87.5,2,41.0,5,5231.5,1,False,6
40900,3,87.5,2,42.0,3,5233.5,1,False,6
41000,2,87.0,2,41.0,5,5230.5,1,True,4
41100,3,86.5,2,41.0,6,5230.0,1,False,6
41200,3,85.5,2,40.0,5,5228.5,1,False,6
41300,2,85.0,2,40.0,5,5227.5,1,True,4
41400,2,85.0,2,40.0,5,5227.5,1,True,4
41500,3,85.5,2,40.0,5,5228.5,1,False,6
41600,2,85.0,2,40.0,2,5226.0,1,True,4
41700,3,85.5,2,40.0,6,5228.0,1,False,6
41800,2,86.0,1,40.5,5,5229.5,1,True,2
41900,3,85.5,2,40.0,6,5228.0,1,False,6
42000,3,85.5,2,40.0,5,5228.5,1,False,6
42100,3,85.5,2,40.0,3,5229.5,1,False,6
42200,3,86.5,2,41.0,5,5230.5,1,False,6
42300,3,87.5,2,42.0,5,5232.5,1,False,6
42400,3,87.5,2,41.0,5,5231.5,1,False,6
42500,3,87.5,2,41.0,5,5231.5,1,False,6
42600,3,86.5,2,41.0,5,5230.5,1,False,6
42700,3,87.5,2,41.0,5,5231.5,1,False,6
42800,3,87.5,2,41.0,5,5231.5,1,False,6
42900,3,87.5,2,41.0,5,5231.5,1,False,6
43000,2,87.0,2,41.0,6,5231.0,1,True,4
43100,2,87.0,2,41.0,5,5231.5,1,True,4
43200,2,87.0,2,41.0,5,5230.5,1,True,4
43300,2,87.0,2,41.0,6,5231.0,1,True,4
43400,1,86.5,1,40.5,5,5231.5,1,True,1
43500,3,86.5,2,41.0,5,5229.5,1,False,6
43600,3,87.5,2,41.0,5,5231.5,1,False,6
43700,2,88.0,2,42.0,5,5232.5,1,True,4
43800,3,88.5,2,42.0,5,5233.5,1,False,6
43900,2,89.0,2,42.0,5,5234.5,1,True,4
44000,3,89.5,2,43.0,5,5235.5,1,False,6
44100,2,90.0,2,43.0,6,5236.0,1,True,4
44200,2,91.0,2,44.0,5,5237.5,1,True,4
44300,3,91.5,2,44.0,6,5239.0,1,False,6
44400,3,92.5,2,44.0,5,5239.5,1,False,6
44500,3,92.5,2,44.0,5,5239.5,1,False,6
44600,3,92.5,2,44.0,5,5239.5,1,False,6
44700,3,92.5,3,44.5,5,5240.5,1,False,9
44800,3,93.5,2,45.0,3,5243.5,1,False,6
44900,3,95.5,2,46.0,5,5244.5,1,False,6
45000,3,95.5,2,46.0,5,5244.5,1,False,6
45100,3,94.5,2,46.0,5,5244.5,1,False,6
45200,3,93.5,2,45.0,5,5241.5,1,False,6
45300,3,92.5,2,45.0,5,5240.5,1,False,6
45400,3,93.5,2,45.0,2,5240.0,1,False,6
45500,3,94.5,2,46.0,5,5243.5,1,False,6
45600,3,94.5,2,46.0,2,5242.0,1,False,6
45700,2,95.0,2,46.0,5,5244.5,1,True,4
45800,3,95.5,2,47.0,5,5245.5,1,False,6
45900,3,97.5,2,47.0,5,5247.5,1,False,6
46000,3,97.5,2,47.0,5,5247.5,1,False,6
46100,3,97.5,2,48.0,5,5248.5,1,False,6
46200,3,97.5,3,47.5,5,5248.5,1,False,9
46300,3,95.5,3,46.5,5,5245.5,1,False,9
46400,3,95.5,3,46.5,2,5244.0,1,False,9
46500,3,96.5,2,47.0,5,5246.5,1,False,6
46600,2,96.0,2,47.0,6,5246.0,1,True,4
46700,3,97.5,2,48.0,2,5247.0,1,False,6
46800,3,96.5,2,47.0,5,5247.5,1,False,6
46900,3,95.5,2,47.0,5,5245.5,1,False,6
47000,3,94.5,2,46.0,5,5243.5,1,False,6
47100,3,94.5,2,46.0,5,5243.5,1,False,6
47200,3,95.5,3,46.5,5,5245.5,1,False,9
47300,3,95.5,3,46.5,5,5245.5,1,False,9
47400,3,95.5,2,47.0,6,5246.0,1,False,6
47500,3,96.5,2,47.0,5,5246.5,1,False,6
47600,3,96.5,2,47.0,5,5246.5,1,False,6
47700,3,95.5,2,47.0,2,5244.0,1,False,6
47800,3,96.5,2,47.0,5,5246.5,1,False,6
47900,3,95.5,2,47.0,5,5245.5,1,False,6
48000,3,95.5,2,46.0,5,5244.5,1,False,6
48100,3,94.5,2,46.0,5,5243.5,1,False,6
48200,3,95.5,2,46.0,5,5244.5,1,False,6
48300,3,95.5,3,46.5,5,5245.5,1,False,9
48400,3,95.5,3,46.5,5,5245.5,1,False,9
48500,2,95.0,2,46.0,5,5244.5,1,True,4
48600,3,95.5,3,46.5,5,5245.5,1,False,9
48700,3,95.5,2,46.0,5,5245.5,1,False,6
48800,3,94.5,2,46.0,3,5245.5,1,False,6
48900,2,95.0,2,46.0,5,5243.5,1,True,4
49000,3,94.5,2,46.0,6,5244.0,1,False,6
49100,3,94.5,2,46.0,5,5244.5,1,False,6
49200,3,94.5,2,46.0,5,5243.5,1,False,6
