day,timestamp,cum_net_Mark01
1,301100,414
1,301300,414
1,302400,414
1,304000,417
1,304000,420
1,304000,423
1,304000,426
1,304200,426
1,306500,426
1,307100,426
1,307500,418
1,308000,418
1,308100,418
1,308100,418
1,309500,414
1,310100,414
1,310100,419
1,310100,424
1,310100,429
1,310500,429
1,310600,429
1,313000,424
1,314500,424
1,316200,424
1,317100,424
1,318300,424
1,318900,424
1,321900,424
1,322000,426
1,322000,428
1,322000,430
1,322000,432
1,322600,432
1,322600,436
1,322600,440
1,322600,444
1,323300,444
1,323300,444
1,324100,444
1,324600,444
1,325300,444
1,326300,444
1,327600,444
1,327700,444
1,328000,444
1,328400,444
1,328500,444
1,331400,444
1,333100,448
1,334900,448
1,335300,448
1,335300,451
1,335500,451
1,338100,451
1,339500,451
1,340100,451
1,340500,451
1,342000,451
1,342400,451
1,343100,451
1,343400,451
1,344000,451
1,344200,447
1,345700,447
1,345700,447
1,345900,447
1,348500,447
1,350300,451
1,350300,455
1,350300,459
1,350300,463
1,350900,463
1,351000,463
1,356800,463
1,357100,463
1,358100,463
1,358300,463
1,358500,463
1,360600,463
1,362700,463
1,363100,463
1,364800,463
1,364900,463
1,365000,463
1,365600,463
1,367900,463
1,368500,463
1,371400,463
1,373400,463
1,373700,463
1,374100,463
1,374400,463
1,374800,463
1,375100,463
1,376300,463
1,376600,468
1,376600,473
1,376600,478
1,376600,483
1,376600,488
1,377900,488
1,377900,490
1,377900,492
1,377900,494
1,380100,494
1,380700,494
1,380900,502
1,381700,502
1,383300,502
1,383600,502
1,383700,502
1,384200,502
1,384500,502
1,385800,502
1,385900,502
1,386000,502
1,386800,502
1,390100,502
1,390800,502
1,392300,502
1,393000,506
1,393900,512
1,394700,512
1,394800,512
1,396000,504
1,396200,511
1,396300,511
1,397800,511
1,398400,511
1,399700,516
1,399700,521
1,399700,526
1,399700,531
1,399900,531
1,400100,531
1,401900,539
1,402400,539
1,403500,547
1,403600,547
1,404200,547
1,406400,547
1,409300,547
1,410400,550
1,410400,553
1,410400,556
1,410400,559
1,410600,559
1,411000,559
1,411200,552
1,411300,545
1,411400,545
1,412300,545
1,414000,545
1,414400,545
1,414800,545
1,415700,545
1,419700,545
1,419900,539
1,421500,539
1,424500,539
1,425400,539
1,426800,539
1,427000,539
1,427600,539
1,428000,541
1,428000,543
1,428000,545
1,428000,547
1,430200,547
1,431000,542
1,431700,542
1,432100,542
1,435300,550
1,436200,550
1,437100,550
1,437100,550
1,437100,550
1,437100,550
1,437100,550
1,437100,550
1,437100,554
1,437100,558
1,437100,562
1,437100,566
1,438000,573
1,440300,573
1,441300,573
1,443600,573
1,444000,573
1,444300,580
1,445900,580
1,448100,577
1,448700,577
1,450000,577
1,453500,585
1,453600,581
1,454800,584
1,455200,590
1,455400,590
1,455700,594
1,455700,598
1,455700,602
1,455700,606
1,457700,606
1,458400,606
1,459900,598
1,459900,598
1,460400,601
1,460400,601
1,460400,604
1,460400,607
1,460400,610
1,460700,610
1,462300,602
1,462500,602
1,464200,602
1,465300,602
1,468000,605
1,469300,611
1,469600,611
1,470400,611
1,472600,611
1,475400,611
1,475500,611
1,476200,611
1,476500,613
1,476500,615
1,476500,617
1,476500,619
1,477600,619
1,477900,614
1,478900,614
1,479100,614
1,480100,614
1,480700,614
1,480900,614
1,481300,614
1,483100,614
1,483200,614
1,483800,621
1,485300,621
1,486400,628
1,489600,628
1,489700,628
1,489700,632
1,489700,636
1,489700,640
1,489700,644
1,489700,648
1,490900,648
1,491100,648
1,492100,648
1,493900,651
1,494500,651
1,494700,651
1,495300,651
1,496200,651
1,496300,651
1,498200,651
1,498400,651
1,499900,651
1,500800,651
1,501400,651
1,502000,651
1,502700,653
1,502700,655
1,502700,657
1,503500,657
1,503500,657
1,505300,657
1,506200,657
1,507200,657
1,507800,657
1,509100,657
1,509700,657
1,509900,657
1,510100,657
1,513200,657
1,514100,657
1,514500,657
1,515200,657
1,516800,657
1,517900,657
1,518800,657
1,519000,657
1,519100,657
1,519400,657
1,519500,661
1,519500,665
1,519500,669
1,519500,673
1,519500,677
1,520400,677
1,520500,681
1,521100,681
1,521800,681
1,523300,678
1,524000,682
1,524000,682
1,524000,686
1,524000,690
1,524500,690
1,525500,690
1,526200,698
1,526600,698
1,527700,698
1,527700,698
1,528600,698
1,529400,698
1,530000,704
1,530300,704
1,530600,704
1,533100,704
1,533400,704
1,534100,704
1,534800,704
1,537500,704
1,537500,700
1,537900,700
1,538000,700
1,538900,700
1,540700,700
1,542600,700
1,544300,700
1,544400,694
1,544500,694
1,545000,694
1,547600,698
1,547600,702
1,547600,706
1,547800,706
1,548400,711
1,548400,716
1,548400,721
1,549800,716
1,550300,716
1,550400,716
1,550900,716
1,551600,716
1,552600,716
1,553100,720
1,553100,724
1,553100,728
1,553100,732
1,553300,732
1,556400,724
1,556900,724
1,557200,724
1,563500,732
1,563600,732
1,564000,732
1,564300,732
1,564300,734
1,564300,736
1,564300,738
1,564300,740
1,564300,742
1,564900,736
1,565500,729
1,566100,729
1,567200,731
1,567200,733
1,567200,735
1,567200,737
1,567700,737
1,568200,737
1,568700,737
1,568800,737
1,568900,741
1,568900,745
1,568900,749
1,568900,753
1,568900,757
1,569900,757
1,570200,757
1,571600,764
1,574000,761
1,574800,763
1,574800,765
1,574800,767
1,574800,769
1,575800,769
1,575800,774
1,575800,779
1,575800,784
1,576400,787
1,576700,787
1,578400,787
1,578600,787
1,578800,787
1,580600,787
1,581100,787
1,581700,784
1,582900,784
1,584800,784
1,584900,791
1,587200,794
1,588200,798
1,588200,802
1,588200,806
1,588200,810
1,588200,814
1,588600,814
1,589100,814
1,590100,814
1,594900,814
1,595300,822
1,596300,822
1,597200,822
1,597400,822
1,599600,822
1,600000,815
1,600100,815
1,600400,815
1,601200,815
1,601700,815
1,603000,809
1,604600,814
1,604600,819
1,604600,824
1,604600,829
1,604600,834
1,604700,834
1,605700,841
1,606400,841
1,608100,841
1,608500,841
1,609900,841
1,612500,841
1,612900,841
1,612900,849
1,614100,849
1,616300,849
1,617400,849
1,617900,851
1,617900,853
1,617900,855
1,617900,857
1,617900,859
1,618300,861
1,618300,863
1,618300,865
1,618300,867
1,618300,869
1,618900,869
1,619800,869
1,620500,869
1,621700,869
1,621800,869
1,621900,869
1,622400,869
1,622800,869
1,624400,869
1,624400,871
1,624400,873
1,624400,875
1,624400,877
1,624400,879
1,624700,874
1,625100,874
1,626000,874
1,628100,868
1,628300,868
1,630400,868
1,631500,868
1,631700,871
1,631700,874
1,631700,877
1,632800,877
1,634500,877
1,634800,883
1,634800,883
1,634900,883
1,635700,883
1,636100,883
1,636100,887
1,636100,891
1,636100,895
1,636100,899
1,637500,899
1,640300,899
1,640500,902
1,640700,902
1,642100,902
1,642100,906
1,642100,910
1,642100,914
1,642100,918
1,642100,922
1,644900,916
1,645000,916
1,646100,916
1,647000,916
1,647200,916
1,647400,916
1,647600,916
1,647900,916
1,648200,916
1,648400,916
1,650300,916
1,652100,922
1,652800,922
1,653200,922
1,653300,922
1,654200,924
1,654200,926
1,654200,928
1,654200,930
1,654300,930
1,655100,930
1,657800,925
1,659200,918
1,661300,918
1,666100,918
1,666500,925
1,667400,919
1,669200,919
1,669900,926
1,671200,926
1,673800,926
1,674000,929
1,674000,932
1,674000,935
1,674000,938
1,674000,941
1,675700,941
1,679600,941
1,680600,941
1,680800,941
1,681500,941
1,682600,941
1,684000,946
1,684000,951
1,684000,956
1,684000,961
1,684500,961
1,685200,955
1,688400,955
1,688600,955
1,688900,955
1,690500,955
1,693000,955
1,693600,955
1,694600,955
1,694900,955
1,695200,955
1,695900,955
1,696000,955
1,698300,955
1,699100,955
1,700400,955
1,701200,955
1,701200,957
1,701200,959
1,701200,961
1,701200,963
1,701500,963
1,702500,959
1,702700,959
1,703000,959
1,703100,959
1,703200,964
1,703200,969
1,703200,974
1,703200,979
1,704700,971
1,707100,971
1,710500,971
1,710500,976
1,710500,981
1,710500,986
1,710500,991
1,713400,991
1,713900,991
1,715000,996
1,715000,1001
1,715000,1006
1,715000,1011
1,716000,1011
1,716700,1011
1,719600,1011
1,720500,1011
1,720500,1011
1,720500,1013
1,720500,1015
1,720500,1017
1,720500,1019
1,721200,1019
1,721900,1019
1,722300,1019
1,724400,1019
1,725000,1023
1,725000,1027
1,725000,1031
1,725000,1035
1,725000,1039
1,725400,1034
1,725800,1034
1,725800,1034
1,726600,1034
1,726700,1034
1,727900,1034
1,728300,1034
1,729700,1034
1,730800,1034
1,731000,1034
1,731200,1030
1,732700,1030
1,735100,1030
1,735100,1034
1,735100,1038
1,735100,1042
1,738100,1042
1,741200,1042
1,741600,1042
1,741900,1046
1,741900,1050
1,741900,1054
1,741900,1058
1,742700,1058
1,743600,1058
1,743800,1058
1,745000,1058
1,746300,1058
1,746300,1062
1,746300,1066
1,746300,1070
1,747400,1070
1,747700,1070
1,749700,1065
1,749800,1065
1,750500,1058
1,752500,1058
1,753400,1058
1,754200,1061
1,754200,1064
1,754200,1067
1,754200,1070
1,755800,1070
1,756300,1070
1,756600,1070
1,759100,1070
1,760000,1072
1,760000,1074
1,760000,1076
1,760000,1078
1,760200,1073
1,760900,1073
1,762400,1076
1,762700,1076
1,764300,1076
1,765100,1076
1,765800,1076
1,767100,1076
1,767200,1076
1,768100,1076
1,768200,1076
1,768700,1076
1,768800,1076
1,771700,1076
1,772000,1076
1,772000,1076
1,772500,1083
1,772600,1083
1,775000,1079
1,775100,1079
1,775300,1079
1,777000,1073
1,782100,1073
1,782500,1073
1,782700,1073
1,783300,1073
1,784400,1073
1,785200,1073
1,785800,1073
1,785800,1076
1,785800,1079
1,785800,1082
1,785800,1085
1,786700,1085
1,786900,1085
1,787700,1079
1,787800,1079
1,789200,1079
1,790700,1079
1,792200,1079
1,792200,1079
1,794800,1071
1,794900,1071
1,796600,1071
1,797600,1071
1,798100,1075
1,798100,1079
1,798100,1083
1,798100,1087
1,799500,1087
1,799900,1087
1,800100,1087
1,800400,1090
1,800400,1093
1,800400,1096
1,800400,1099
1,800600,1099
1,801000,1099
1,801800,1101
1,801800,1103
1,801800,1105
1,801800,1107
1,802800,1107
1,803000,1107
1,803400,1107
1,804900,1107
1,805300,1107
1,807400,1103
1,807800,1106
1,807800,1109
1,807800,1112
1,807800,1115
1,807800,1118
1,809700,1118
1,810100,1118
1,810600,1118
1,812400,1118
1,812600,1122
1,812600,1126
1,812600,1130
1,812600,1134
1,812600,1138
1,812900,1138
1,813000,1141
1,813000,1144
1,813000,1147
1,814500,1147
1,815000,1147
1,815000,1147
1,816800,1147
1,817900,1152
1,818100,1152
1,818500,1152
1,820600,1152
1,821100,1152
1,821300,1152
1,822000,1152
1,822200,1152
1,824200,1152
1,824800,1157
1,824800,1162
1,824800,1167
1,827000,1167
1,827500,1159
1,832000,1159
1,832100,1159
1,832700,1159
1,833600,1159
1,834900,1159
1,836000,1165
1,837000,1165
1,838700,1165
1,839600,1165
1,840400,1165
1,843100,1165
1,844200,1165
1,844800,1165
1,845400,1165
1,845500,1165
1,847200,1165
1,848200,1165
1,848400,1165
1,848900,1165
1,848900,1165
1,848900,1170
1,848900,1175
1,849200,1175
1,849300,1167
1,850300,1167
1,850600,1167
1,851200,1170
1,851200,1173
1,851200,1176
1,851200,1179
1,851700,1179
1,852200,1175
1,852900,1182
1,853500,1182
1,853900,1182
1,854900,1182
1,855500,1182
1,856600,1182
1,860100,1182
1,862900,1182
1,863300,1182
1,865400,1187
1,865400,1192
1,865400,1197
1,865400,1202
1,866300,1202
1,867100,1202
1,867800,1202
1,868700,1206
1,868800,1208
1,868800,1210
1,868800,1212
1,869600,1212
1,870000,1212
1,870100,1212
1,870200,1212
1,871500,1220
1,871700,1220
1,873600,1220
1,874400,1217
1,876000,1217
1,876400,1217
1,876500,1211
1,876800,1203
1,877600,1203
1,878500,1203
1,879700,1203
1,881400,1203
1,881800,1203
1,882600,1203
1,883800,1203
1,883900,1203
1,884200,1203
1,884600,1210
1,886300,1210
1,886600,1205
1,887200,1205
1,887800,1205
1,888300,1205
1,890200,1209
1,891000,1209
1,892000,1209
1,894300,1209
1,896900,1209
1,898200,1209
1,899200,1209
1,899700,1214
1,900800,1214
1,901000,1207
1,901100,1211
1,901100,1215
1,901100,1219
1,901100,1223
1,901400,1223
1,901600,1223
1,901800,1223
1,901900,1223
1,903400,1223
1,904000,1223
1,905200,1223
1,907000,1223
1,907300,1223
1,908700,1223
1,909300,1223
1,911600,1218
1,912000,1218
1,912600,1218
1,913100,1218
1,914400,1218
1,914700,1218
1,914800,1218
1,915200,1218
1,917300,1212
1,917900,1212
1,918500,1212
1,921000,1216
1,921000,1220
1,921000,1224
1,921000,1228
1,923000,1228
1,924500,1228
1,925400,1228
1,925900,1228
1,928000,1228
1,928400,1231
1,928400,1234
1,928400,1237
1,928500,1237
1,929100,1237
1,929300,1237
1,929500,1237
1,929800,1237
1,930800,1237
1,931200,1243
1,932100,1243
1,934300,1243
1,936400,1243
1,936500,1243
1,936600,1243
1,936700,1243
1,937300,1247
1,937300,1251
1,937300,1255
1,937300,1259
1,937700,1259
1,937800,1265
1,938200,1265
1,938900,1265
1,943100,1269
1,943100,1273
1,943100,1277
1,943100,1281
1,944800,1273
1,946400,1273
1,946800,1273
1,948500,1277
1,948500,1281
1,948500,1285
1,948500,1289
1,948500,1293
1,948700,1293
1,949400,1293
1,950000,1293
1,950300,1293
1,950300,1298
1,950300,1303
1,950300,1308
1,950300,1313
1,950700,1313
1,951500,1307
1,953400,1307
1,953700,1307
1,953800,1307
1,957800,1307
1,960700,1303
1,960800,1303
1,962900,1303
1,963300,1303
1,963500,1303
1,963900,1303
1,964000,1303
1,964700,1303
1,965000,1307
1,966200,1314
1,966900,1314
1,968200,1314
1,970500,1314
1,971900,1314
1,972800,1317
1,973300,1309
1,975400,1312
1,977200,1312
1,977600,1312
1,979200,1312
1,979700,1312
1,982000,1309
1,982900,1309
1,984700,1309
1,984900,1309
1,985400,1309
1,985600,1309
1,985800,1309
1,986300,1309
1,988000,1309
1,988000,1305
1,988100,1305
1,988100,1310
1,988100,1315
1,988100,1320
1,988100,1325
1,988100,1330
1,988400,1330
1,989000,1330
1,990300,1335
1,990300,1340
1,990300,1345
1,991500,1345
1,991600,1345
1,997300,1345
1,998500,1345
2,900,0
2,1300,0
2,2700,8
2,2900,8
2,4800,8
2,5700,13
2,9000,13
2,9900,13
2,10200,13
2,10700,13
2,11200,13
2,12100,13
2,12600,16
2,13100,19
2,13100,22
2,13100,25
2,13100,28
2,13900,28
2,15700,28
2,16300,23
2,17400,23
2,19100,23
2,20900,28
2,20900,33
2,20900,38
2,20900,43
2,20900,48
2,23100,52
2,23500,54
2,23500,56
2,23500,58
2,23500,60
2,25500,60
2,26500,60
2,29200,60
2,29500,62
2,29500,64
2,29500,66
2,29500,68
2,32500,68
2,33300,61
2,34100,61
2,35700,61
2,35800,61
2,36100,57
2,38400,57
2,39500,57
2,41100,57
2,41700,52
2,41900,54
2,41900,56
2,41900,58
2,41900,60
2,42000,60
2,42900,64
2,42900,68
2,42900,72
2,42900,76
2,43000,84
2,44000,84
2,44700,84
2,44900,84
2,45100,84
2,45100,84
2,45100,89
2,45100,94
2,45100,99
2,46800,99
2,48100,92
2,48400,92
2,49400,92
2,49800,92
2,50200,92
2,52600,84
2,52900,89
2,52900,94
2,52900,99
2,53200,94
2,53600,99
2,58300,99
2,59200,91
2,60700,91
2,63800,91
2,64300,94
2,67600,90
2,70000,96
2,70400,96
2,70900,96
2,71500,96
2,71800,96
2,72700,96
2,73100,103
2,73200,108
2,75200,112
2,75200,116
2,75200,120
2,75200,124
2,75200,128
2,76700,124
2,78700,124
2,79300,124
2,79300,129
2,79300,134
2,79300,139
2,79300,144
2,80800,144
2,82100,144
2,83000,138
2,84100,130
2,84400,130
2,84800,130
2,85500,130
2,85500,122
2,90100,122
2,91700,122
2,91700,122
2,92600,118
2,95100,126
2,97200,126
2,97400,131
2,97600,131
2,98600,131
2,101800,131
2,102400,131
2,102600,131
2,102600,133
2,102600,135
2,102600,137
2,103300,137
2,103500,145
2,103700,145
2,104500,145
2,105500,150
2,105500,155
2,105500,160
2,105500,165
2,106300,165
2,108800,165
2,109100,165
2,109400,159
2,109600,159
2,109800,159
2,110500,159
2,111300,152
2,111900,152
2,112600,152
2,114500,152
2,114700,152
2,116800,152
2,118100,149
2,122900,157
2,124900,157
2,126800,157
2,129300,157
2,129300,157
2,129400,157
2,129600,157
2,129700,161
2,129700,165
2,129700,169
2,129700,173
2,129700,177
2,130100,177
2,130300,177
2,133000,170
2,134300,170
2,135500,163
2,137000,163
2,138700,160
2,140500,160
2,140900,160
2,142300,160
2,143100,153
2,143800,153
2,144300,147
2,144400,147
2,145100,147
2,145400,147
2,145800,147
2,147200,155
2,149900,155
2,150400,155
2,150600,155
2,151400,155
2,151600,155
2,153100,155
2,153200,155
2,154300,149
2,155100,141
2,155300,141
2,155700,141
2,155800,141
2,155900,141
2,156200,141
2,157000,141
2,157400,141
2,161100,141
2,164100,141
2,164200,141
2,164600,141
2,165700,141
2,166700,141
2,169000,141
2,169000,144
2,169000,147
2,169000,150
2,169000,153
2,169000,156
2,169200,156
2,169200,156
2,169900,156
2,170100,156
2,170500,156
2,171500,156
2,171800,161
2,171800,166
2,171800,171
2,171800,176
2,172600,168
2,174000,168
2,175000,164
2,177100,164
2,178100,164
2,178200,167
2,179100,159
2,181600,159
2,185500,159
2,188200,162
2,189100,166
2,189100,170
2,189100,174
2,189100,178
2,189100,182
2,189700,188
2,190900,188
2,192700,188
2,193400,188
2,194700,188
2,194900,194
2,195200,194
2,195500,194
2,195600,194
2,196700,194
2,196800,194
2,199400,194
2,200400,194
2,201300,194
2,201500,194
2,202300,194
2,203500,190
2,204400,195
2,204400,200
2,204400,205
2,204400,210
2,204400,215
2,205000,215
2,206000,209
2,206200,209
2,206600,209
2,206700,209
2,207000,209
2,209400,213
2,211400,220
2,212100,216
2,212100,216
2,212200,216
2,212900,216
2,217200,216
2,217800,222
2,219200,222
2,220600,222
2,220800,222
2,221200,222
2,224300,222
2,225500,222
2,225500,227
2,225500,232
2,225500,237
2,225500,242
2,229400,242
2,231600,242
2,231900,242
2,232000,234
2,233000,234
2,235700,234
2,237400,228
2,237600,228
2,237700,228
2,238900,228
2,239300,228
2,239400,228
2,239400,230
2,239400,232
2,239400,234
2,239400,236
2,239800,236
2,242100,236
2,243500,236
2,243800,236
2,244900,236
2,249400,236
2,249800,236
2,253000,239
2,253000,242
2,253000,245
2,253000,248
2,254300,248
2,256200,248
2,258000,248
2,258900,248
2,259500,252
2,263900,252
2,264200,252
2,264700,252
2,265100,258
2,265200,258
2,265500,258
2,266800,258
2,267000,258
2,267400,258
2,267900,258
2,268200,258
2,268600,263
2,268900,267
2,268900,271
2,268900,275
2,268900,279
2,269700,279
2,270500,279
2,271100,279
2,272000,282
2,272000,285
2,272000,288
2,272700,291
2,272900,291
2,272900,291
2,273400,291
2,273500,291
2,274100,291
2,274300,291
2,274400,291
2,274600,291
2,275200,296
2,275200,301
2,275200,306
2,275200,311
2,275800,311
2,277000,311
2,277300,311
2,277900,311
2,278700,305
2,278800,305
2,278800,305
2,279900,305
2,280700,305
2,281100,305
2,282200,305
2,282600,305
2,282600,299
2,283300,299
2,283700,299
2,284300,299
2,285600,295
2,285800,295
2,286100,295
2,286900,295
2,287100,297
2,287100,299
2,287100,301
2,287100,303
2,287600,305
2,287600,307
2,287600,309
2,287600,311
2,288000,311
2,288000,319
2,289300,319
2,289300,321
2,289300,323
2,289300,325
2,289300,327
2,291000,327
2,291800,327
2,292800,327
2,293100,327
2,293400,327
2,293600,327
2,293700,335
2,294600,337
2,294600,337
2,294600,339
2,294600,341
2,296800,349
2,299100,349
2,300800,349
2,301000,357
2,301700,357
2,303100,357
2,303800,357
2,305600,360
2,305700,360
2,306000,360
2,306100,360
2,307600,360
2,307900,368
2,308400,371
2,310100,371
2,311200,371
2,311700,365
2,311800,365
2,314800,365
2,315400,365
2,316700,368
2,316700,371
2,316700,374
2,316700,377
2,316800,377
2,316900,377
2,317500,380
2,317500,383
2,317500,386
2,317500,389
2,318100,389
2,320800,394
2,320800,399
2,320800,404
2,320800,409
2,320800,414
2,321600,418
2,321600,422
2,321600,426
2,321600,430
2,321600,434
2,322300,434
2,323200,434
2,323500,434
2,327600,434
2,328500,434
2,328700,434
2,328700,434
2,328900,434
2,330400,434
2,332600,426
2,332800,426
2,333200,426
2,333900,419
2,335400,419
2,336800,424
2,337000,424
2,338400,424
2,340200,424
2,340500,424
2,341400,428
2,341400,428
2,341400,432
2,341400,436
2,342300,436
2,344000,439
2,344100,439
2,344500,439
2,344600,439
2,344600,446
2,344900,452
2,346100,452
2,347400,452
2,347800,456
2,347800,460
2,347800,464
2,347800,468
2,350600,468
2,350700,468
2,350700,472
2,350700,476
2,350700,480
2,350700,484
2,351400,484
2,352100,484
2,352300,484
2,353600,491
2,353800,491
2,356500,491
2,358300,491
2,358400,486
2,358500,488
2,358500,490
2,358500,492
2,358500,494
2,358500,496
2,359500,496
2,360000,489
2,361300,486
2,361600,491
2,362500,496
2,362600,501
2,362600,506
2,362600,511
2,362600,516
2,363300,516
2,365300,516
2,365400,516
2,365600,520
2,365600,524
2,365600,528
2,365600,532
2,365600,536
2,366500,536
2,368100,536
2,368200,536
2,370600,536
2,370700,536
2,372300,542
2,372300,542
2,373100,542
2,373800,546
2,373800,550
2,373800,554
2,376300,559
2,376300,564
2,376300,569
2,376300,574
2,376700,574
2,378400,574
2,382200,574
2,383100,574
2,384800,574
2,385100,574
2,385500,574
2,387500,574
2,389000,576
2,389000,578
2,389000,580
