day,symbol,tight,buyer,fwd20
1,VEV_5400,True,Mark 01,1.0
1,VEV_5400,True,Mark 01,-1.0
1,VEV_5400,True,Mark 01,0.5
1,VEV_5400,True,Mark 01,-1.0
1,VEV_5400,True,Mark 01,-1.0
1,VEV_5400,True,Mark 01,-1.0
1,VEV_5400,True,Mark 01,-1.0
1,VEV_5400,True,Mark 01,1.5
1,VEV_5400,True,Mark 01,-1.0
1,VEV_5400,True,Mark 01,1.0
1,VEV_5400,True,Mark 01,0.5
1,VEV_5400,True,Mark 01,1.0
1,VEV_5400,True,Mark 01,-0.5
1,VEV_5400,True,Mark 01,0.5
1,VEV_5400,True,Mark 01,1.0
1,VEV_5400,True,Mark 01,1.0
1,VEV_5400,True,Mark 01,1.0
1,VEV_5500,True,Mark 01,-0.5
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,-1.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,-0.5
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.5
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 14,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,-0.5
1,VEV_5500,True,Mark 01,1.0
1,VEV_5500,True,Mark 01,-0.5
1,VEV_5500,True,Mark 01,-0.5
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,-0.5
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,-0.5
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,-0.5
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,1.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,-0.5
1,VEV_5500,True,Mark 01,1.0
1,VEV_5500,True,Mark 01,-1.0
1,VEV_5500,True,Mark 01,0.5
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 14,-1.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,1.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,-1.0
1,VEV_5500,True,Mark 01,-1.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,1.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,1.0
1,VEV_5500,True,Mark 01,0.5
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,-0.5
1,VEV_5500,True,Mark 01,-1.0
1,VEV_5500,True,Mark 01,0.5
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.5
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,-0.5
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 14,-1.0
1,VEV_5500,True,Mark 01,1.0
1,VEV_5500,True,Mark 01,-1.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,1.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,-1.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,0.0
1,VEV_5500,True,Mark 01,1.0
1,VEV_5500,True,Mark 01,0.5
2,VEV_5200,True,Mark 14,5.0
2,VEV_5200,True,Mark 14,2.5
2,VEV_5200,True,Mark 14,-0.5
2,VEV_5200,True,Mark 14,7.0
2,VEV_5200,True,Mark 14,1.5
2,VEV_5200,True,Mark 14,-1.0
2,VEV_5200,True,Mark 14,3.0
2,VEV_5200,True,Mark 14,3.5
2,VEV_5300,True,Mark 01,-1.0
2,VEV_5300,True,Mark 01,-1.5
2,VEV_5300,True,Mark 14,2.5
2,VEV_5300,True,Mark 01,1.0
2,VEV_5300,True,Mark 01,0.0
2,VEV_5300,True,Mark 01,-0.5
2,VEV_5300,True,Mark 01,0.5
2,VEV_5300,True,Mark 01,2.5
2,VEV_5300,True,Mark 14,-2.0
2,VEV_5300,True,Mark 14,-1.0
2,VEV_5300,True,Mark 01,0.0
2,VEV_5300,True,Mark 01,0.0
2,VEV_5300,True,Mark 14,-3.0
2,VEV_5300,True,Mark 01,1.0
2,VEV_5300,True,Mark 01,-2.0
2,VEV_5300,True,Mark 01,1.0
2,VEV_5300,True,Mark 01,0.0
2,VEV_5300,True,Mark 01,2.0
2,VEV_5300,True,Mark 01,3.0
2,VEV_5300,True,Mark 01,1.0
2,VEV_5300,True,Mark 01,-1.0
2,VEV_5300,True,Mark 14,1.0
2,VEV_5300,True,Mark 14,-2.0
2,VEV_5300,True,Mark 01,-2.0
2,VEV_5300,True,Mark 01,-1.0
2,VEV_5300,True,Mark 01,0.0
2,VEV_5300,True,Mark 14,0.5
2,VEV_5300,True,Mark 01,-0.5
2,VEV_5300,True,Mark 01,2.0
2,VEV_5300,True,Mark 01,1.5
2,VEV_5300,True,Mark 01,-3.0
2,VEV_5300,True,Mark 01,0.5
2,VEV_5300,True,Mark 14,-0.5
2,VEV_5300,True,Mark 01,-2.0
2,VEV_5300,True,Mark 14,-3.0
2,VEV_5300,True,Mark 01,0.0
2,VEV_5300,True,Mark 14,0.0
2,VEV_5300,True,Mark 01,-1.0
2,VEV_5300,True,Mark 01,1.0
2,VEV_5300,True,Mark 14,-1.0
2,VEV_5300,True,Mark 14,0.0
2,VEV_5300,True,Mark 14,0.0
2,VEV_5300,True,Mark 01,0.0
2,VEV_5300,True,Mark 01,4.0
2,VEV_5400,True,Mark 01,0.5
2,VEV_5400,True,Mark 01,-0.5
2,VEV_5400,True,Mark 01,0.5
2,VEV_5400,True,Mark 01,-1.0
2,VEV_5400,True,Mark 01,0.5
2,VEV_5400,True,Mark 01,1.0
2,VEV_5400,True,Mark 14,0.0
2,VEV_5400,True,Mark 01,-0.5
2,VEV_5400,True,Mark 01,1.5
2,VEV_5400,True,Mark 14,-1.0
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,-0.5
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,0.5
2,VEV_5400,True,Mark 01,1.5
2,VEV_5400,True,Mark 01,-1.0
2,VEV_5400,True,Mark 01,2.5
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,-1.0
2,VEV_5400,True,Mark 01,-1.0
2,VEV_5400,True,Mark 01,-1.0
2,VEV_5400,True,Mark 01,-0.5
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,1.0
2,VEV_5400,True,Mark 01,-1.5
2,VEV_5400,True,Mark 01,0.5
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,1.0
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,-1.5
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,-1.0
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,1.0
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,1.5
2,VEV_5400,True,Mark 01,0.5
2,VEV_5400,True,Mark 01,0.5
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,1.5
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,0.5
2,VEV_5400,True,Mark 01,-0.5
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,-0.5
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,-0.5
2,VEV_5400,True,Mark 01,-0.5
2,VEV_5400,True,Mark 01,-0.5
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,1.0
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,0.5
2,VEV_5400,True,Mark 01,0.5
2,VEV_5400,True,Mark 01,-0.5
2,VEV_5400,True,Mark 01,0.5
2,VEV_5400,True,Mark 01,-1.5
2,VEV_5400,True,Mark 01,0.5
2,VEV_5400,True,Mark 01,-0.5
2,VEV_5400,True,Mark 01,1.0
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,-1.0
2,VEV_5400,True,Mark 01,-0.5
2,VEV_5400,True,Mark 01,-1.5
2,VEV_5400,True,Mark 01,-0.5
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,0.0
2,VEV_5400,True,Mark 01,1.0
2,VEV_5400,True,Mark 01,-1.5
2,VEV_5400,True,Mark 01,-0.5
2,VEV_5400,True,Mark 01,2.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,-1.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.5
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,-0.5
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.5
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.5
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,-0.5
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,1.0
2,VEV_5500,True,Mark 01,-0.5
2,VEV_5500,True,Mark 01,-0.5
2,VEV_5500,True,Mark 01,-0.5
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,-0.5
2,VEV_5500,True,Mark 01,-0.5
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 14,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 14,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,-1.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,-1.0
2,VEV_5500,True,Mark 01,0.5
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,1.0
2,VEV_5500,True,Mark 01,1.0
2,VEV_5500,True,Mark 14,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,1.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,-1.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,1.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,1.0
2,VEV_5500,True,Mark 01,-1.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.5
2,VEV_5500,True,Mark 01,-0.5
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.5
2,VEV_5500,True,Mark 01,0.5
2,VEV_5500,True,Mark 01,-1.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.0
2,VEV_5500,True,Mark 01,0.5
2,VEV_5500,True,Mark 01,0.5
2,VEV_5500,True,Mark 01,1.0
3,VEV_5100,True,Mark 22,4.5
3,VEV_5200,True,Mark 14,-0.5
3,VEV_5200,True,Mark 01,6.5
3,VEV_5200,True,Mark 01,0.5
3,VEV_5200,True,Mark 14,-2.0
3,VEV_5200,True,Mark 14,-4.0
3,VEV_5200,True,Mark 14,4.5
3,VEV_5200,True,Mark 14,3.5
3,VEV_5200,True,Mark 14,-3.0
3,VEV_5200,True,Mark 01,-2.0
3,VEV_5200,True,Mark 14,2.5
3,VEV_5200,True,Mark 22,3.5
3,VEV_5200,True,Mark 14,-1.0
3,VEV_5200,True,Mark 14,-3.0
3,VEV_5200,True,Mark 01,1.0
3,VEV_5200,True,Mark 01,2.0
3,VEV_5200,True,Mark 01,-1.0
3,VEV_5200,True,Mark 01,0.0
3,VEV_5200,True,Mark 01,3.0
3,VEV_5200,True,Mark 14,-1.0
3,VEV_5200,True,Mark 14,1.0
3,VEV_5200,True,Mark 14,6.5
3,VEV_5200,True,Mark 01,-6.0
3,VEV_5200,True,Mark 14,-0.5
3,VEV_5200,True,Mark 14,0.5
3,VEV_5200,True,Mark 01,0.5
3,VEV_5200,True,Mark 14,-0.5
3,VEV_5200,True,Mark 14,-2.0
3,VEV_5200,True,Mark 14,-4.0
3,VEV_5200,True,Mark 14,-2.5
3,VEV_5200,True,Mark 14,-5.5
3,VEV_5200,True,Mark 01,5.0
3,VEV_5300,True,Mark 01,1.0
3,VEV_5300,True,Mark 01,0.0
3,VEV_5300,True,Mark 01,-4.0
3,VEV_5300,True,Mark 01,-1.0
3,VEV_5300,True,Mark 01,-1.0
3,VEV_5300,True,Mark 01,-1.0
3,VEV_5300,True,Mark 14,3.5
3,VEV_5300,True,Mark 01,-1.5
3,VEV_5300,True,Mark 01,-2.0
3,VEV_5300,True,Mark 01,1.0
3,VEV_5300,True,Mark 01,-2.0
3,VEV_5300,True,Mark 01,0.0
3,VEV_5300,True,Mark 01,-0.5
3,VEV_5300,True,Mark 14,-2.5
3,VEV_5300,True,Mark 01,-2.0
3,VEV_5300,True,Mark 01,-1.0
3,VEV_5300,True,Mark 01,0.5
3,VEV_5300,True,Mark 01,-0.5
3,VEV_5300,True,Mark 01,-1.0
3,VEV_5300,True,Mark 01,0.5
3,VEV_5300,True,Mark 01,2.5
3,VEV_5300,True,Mark 14,2.0
3,VEV_5300,True,Mark 01,-2.0
3,VEV_5300,True,Mark 01,-1.5
3,VEV_5300,True,Mark 01,-0.5
3,VEV_5300,True,Mark 01,0.0
3,VEV_5300,True,Mark 01,1.0
3,VEV_5300,True,Mark 22,1.5
3,VEV_5300,True,Mark 01,1.5
3,VEV_5300,True,Mark 01,2.0
3,VEV_5300,True,Mark 01,0.0
3,VEV_5300,True,Mark 01,-1.0
3,VEV_5300,True,Mark 01,0.5
3,VEV_5300,True,Mark 01,1.0
3,VEV_5300,True,Mark 14,-0.5
3,VEV_5300,True,Mark 01,-0.5
3,VEV_5300,True,Mark 01,-0.5
3,VEV_5300,True,Mark 01,2.0
3,VEV_5300,True,Mark 01,-0.5
3,VEV_5300,True,Mark 01,1.5
3,VEV_5300,True,Mark 01,0.0
3,VEV_5300,True,Mark 14,-0.5
3,VEV_5300,True,Mark 01,-1.0
3,VEV_5300,True,Mark 01,1.5
3,VEV_5300,True,Mark 01,1.5
3,VEV_5300,True,Mark 01,1.0
3,VEV_5300,True,Mark 01,-0.5
3,VEV_5300,True,Mark 01,-0.5
3,VEV_5300,True,Mark 01,-2.0
3,VEV_5300,True,Mark 01,2.5
3,VEV_5300,True,Mark 01,0.5
3,VEV_5300,True,Mark 01,-3.0
3,VEV_5300,True,Mark 01,-1.0
3,VEV_5300,True,Mark 01,-2.0
3,VEV_5300,True,Mark 14,0.5
3,VEV_5300,True,Mark 01,3.0
3,VEV_5300,True,Mark 01,3.5
3,VEV_5300,True,Mark 01,3.0
3,VEV_5300,True,Mark 01,1.0
3,VEV_5300,True,Mark 01,-1.0
3,VEV_5300,True,Mark 14,-0.5
3,VEV_5300,True,Mark 01,0.5
3,VEV_5300,True,Mark 01,4.0
3,VEV_5300,True,Mark 14,-1.5
3,VEV_5300,True,Mark 01,-3.0
3,VEV_5300,True,Mark 01,1.0
3,VEV_5300,True,Mark 01,0.5
3,VEV_5300,True,Mark 01,1.5
3,VEV_5300,True,Mark 01,0.0
3,VEV_5300,True,Mark 01,-0.5
3,VEV_5300,True,Mark 01,-1.5
3,VEV_5300,True,Mark 01,1.5
3,VEV_5300,True,Mark 01,-1.0
3,VEV_5300,True,Mark 01,-1.0
3,VEV_5300,True,Mark 01,2.5
3,VEV_5300,True,Mark 01,-0.5
3,VEV_5300,True,Mark 01,1.5
3,VEV_5300,True,Mark 01,-2.0
3,VEV_5300,True,Mark 14,-0.5
3,VEV_5400,True,Mark 01,0.5
3,VEV_5400,True,Mark 14,-0.5
3,VEV_5400,True,Mark 01,-1.5
3,VEV_5400,True,Mark 14,-2.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.5
3,VEV_5400,True,Mark 01,1.5
3,VEV_5400,True,Mark 01,1.5
3,VEV_5400,True,Mark 01,1.5
3,VEV_5400,True,Mark 01,-0.5
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,-1.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,1.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,1.0
3,VEV_5400,True,Mark 01,0.5
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,1.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,-0.5
3,VEV_5400,True,Mark 01,1.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,-0.5
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,-0.5
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,-1.0
3,VEV_5400,True,Mark 01,-0.5
3,VEV_5400,True,Mark 01,-0.5
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,-1.0
3,VEV_5400,True,Mark 14,0.0
3,VEV_5400,True,Mark 01,1.0
3,VEV_5400,True,Mark 01,-0.5
3,VEV_5400,True,Mark 01,-1.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,1.0
3,VEV_5400,True,Mark 01,1.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,-0.5
3,VEV_5400,True,Mark 01,-1.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,-0.5
3,VEV_5400,True,Mark 01,-1.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,1.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,-0.5
3,VEV_5400,True,Mark 01,-1.0
3,VEV_5400,True,Mark 01,1.0
3,VEV_5400,True,Mark 01,-1.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,1.5
3,VEV_5400,True,Mark 01,-1.0
3,VEV_5400,True,Mark 01,-0.5
3,VEV_5400,True,Mark 01,-0.5
3,VEV_5400,True,Mark 01,1.0
3,VEV_5400,True,Mark 14,1.0
3,VEV_5400,True,Mark 01,-0.5
3,VEV_5400,True,Mark 01,2.0
3,VEV_5400,True,Mark 01,1.5
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.5
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,1.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,-1.5
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 14,0.0
3,VEV_5400,True,Mark 01,1.0
3,VEV_5400,True,Mark 01,1.0
3,VEV_5400,True,Mark 01,-0.5
3,VEV_5400,True,Mark 01,0.5
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,0.0
3,VEV_5400,True,Mark 01,-1.0
3,VEV_5400,True,Mark 01,0.0
