mark,side,aggr,symbol,sess_q,spread_q_bucket,K,n,mean,median,frac_pos,tstat
Mark 01,as_buyer,sell,VEV_5300,1,0,20,9,-0.2777777777777778,-0.5,0.3333333333333333,-1.1704114719613057
Mark 01,as_buyer,sell,VEV_5300,1,3,20,27,0.46296296296296297,0.5,0.5185185185185185,1.693512464896858
Mark 01,as_buyer,sell,VEV_5300,2,0,20,10,0.55,0.5,0.6,1.2758537104946475
Mark 01,as_buyer,sell,VEV_5300,2,3,20,34,-0.3382352941176471,-0.5,0.38235294117647056,-0.966684479179642
Mark 01,as_buyer,sell,VEV_5300,3,0,20,4,0.625,1.0,0.75,1.0580184237878976
Mark 01,as_buyer,sell,VEV_5300,3,3,20,18,-0.3055555555555556,-0.5,0.2777777777777778,-0.8391727394777806
Mark 01,as_buyer,sell,VEV_5300,0,3,100,28,-0.5178571428571429,0.0,0.35714285714285715,-0.7901367451236597
Mark 01,as_buyer,sell,VEV_5300,1,0,100,9,1.2777777777777777,1.0,0.6666666666666666,1.7025363834544918
Mark 01,as_buyer,sell,VEV_5300,1,3,100,27,-0.4444444444444444,-1.0,0.4074074074074074,-0.8809763918432063
Mark 01,as_buyer,sell,VEV_5300,2,0,100,10,1.35,1.25,0.9,2.0634012985563044
Mark 01,as_buyer,sell,VEV_5300,2,3,100,34,-0.36764705882352944,0.0,0.4411764705882353,-0.5863166280768591
Mark 01,as_buyer,sell,VEV_5300,3,0,100,4,-0.125,0.0,0.5,-0.09759000729485333
Mark 01,as_buyer,sell,VEV_5300,3,3,100,18,0.8333333333333334,0.75,0.5555555555555556,0.9228777854156135
Mark 01,as_buyer,sell,VEV_5200,2,1,5,5,-0.4,-0.5,0.2,-0.8251369970070348
Mark 01,as_buyer,sell,VEV_5200,2,1,20,5,-0.4,0.0,0.4,-0.25503068522533534
Mark 01,as_buyer,sell,VEV_5200,2,1,100,5,-1.5,-2.5,0.4,-0.9486832980505139
Mark 01,as_seller,buy,VELVETFRUIT_EXTRACT,0,3,5,61,0.03278688524590164,0.0,0.45901639344262296,0.11908595066264976
Mark 01,as_seller,buy,VELVETFRUIT_EXTRACT,1,0,5,4,-0.75,-0.5,0.5,-0.7276068751089989
Mark 01,as_seller,buy,VELVETFRUIT_EXTRACT,1,3,5,55,0.02727272727272727,-0.5,0.36363636363636365,0.1010810672862648
Mark 01,as_seller,buy,VELVETFRUIT_EXTRACT,2,3,5,57,0.12280701754385964,0.0,0.43859649122807015,0.4265074227451
Mark 01,as_seller,buy,VELVETFRUIT_EXTRACT,3,3,5,64,-0.09375,-0.5,0.40625,-0.3475151409117872
Mark 01,as_seller,buy,VELVETFRUIT_EXTRACT,0,3,20,61,0.1721311475409836,-0.5,0.4426229508196721,0.3337681008825181
Mark 01,as_seller,buy,VELVETFRUIT_EXTRACT,1,0,20,4,-1.125,-1.5,0.25,-0.5023310149673528
Mark 01,as_seller,buy,VELVETFRUIT_EXTRACT,1,3,20,55,-0.21818181818181817,0.0,0.4909090909090909,-0.37556074416542645
Mark 01,as_seller,buy,VELVETFRUIT_EXTRACT,2,3,20,57,-0.21052631578947367,-1.0,0.43859649122807015,-0.35383734447522713
Mark 01,as_seller,buy,VELVETFRUIT_EXTRACT,3,3,20,64,0.4609375,1.0,0.546875,0.8708230177234267
Mark 01,as_seller,buy,VELVETFRUIT_EXTRACT,0,3,100,61,-1.4180327868852458,-2.0,0.4262295081967213,-1.2745984680024967
Mark 01,as_seller,buy,VELVETFRUIT_EXTRACT,1,0,100,4,-1.375,0.0,0.5,-0.3321156732515426
Mark 01,as_seller,buy,VELVETFRUIT_EXTRACT,1,3,100,55,-0.9636363636363636,-1.0,0.45454545454545453,-0.8271075592311883
Mark 01,as_seller,buy,VELVETFRUIT_EXTRACT,2,3,100,57,-0.8333333333333334,-1.5,0.47368421052631576,-0.574670401681147
Mark 01,as_seller,buy,VELVETFRUIT_EXTRACT,3,3,100,64,2.4609375,1.5,0.546875,2.1315015713909045
Mark 14,as_buyer,sell,VEV_4000,0,0,5,3,1.8333333333333333,-0.5,0.3333333333333333,0.7857142857142856
Mark 14,as_buyer,sell,VEV_4000,0,3,5,54,-0.5740740740740741,-1.0,0.35185185185185186,-1.8429430404690872
Mark 14,as_buyer,sell,VEV_4000,1,0,5,8,0.25,0.0,0.5,0.2672612419124244
Mark 14,as_buyer,sell,VEV_4000,1,3,5,53,-0.02830188679245283,0.0,0.49056603773584906,-0.10947155477532401
Mark 14,as_buyer,sell,VEV_4000,2,0,5,16,0.0625,-0.25,0.4375,0.1050596382718834
Mark 14,as_buyer,sell,VEV_4000,2,3,5,42,-0.25,0.0,0.4523809523809524,-0.7884545959150056
Mark 14,as_buyer,sell,VEV_4000,3,3,5,54,-0.06481481481481481,-0.5,0.4074074074074074,-0.1952061454778397
Mark 14,as_buyer,sell,VEV_4000,0,0,20,3,0.8333333333333334,2.0,0.6666666666666666,0.4240944648399855
Mark 14,as_buyer,sell,VEV_4000,0,3,20,54,-0.75,-0.75,0.3888888888888889,-1.3164896252485858
Mark 14,as_buyer,sell,VEV_4000,1,0,20,8,-0.1875,0.5,0.5,-0.14104128076452252
Mark 14,as_buyer,sell,VEV_4000,1,3,20,53,0.11320754716981132,0.0,0.4528301886792453,0.20923120519570296
Mark 14,as_buyer,sell,VEV_4000,2,0,20,16,0.8125,-1.0,0.4375,0.7121105393715619
Mark 14,as_buyer,sell,VEV_4000,2,3,20,42,-0.05952380952380952,0.0,0.4523809523809524,-0.07457340077108364
Mark 14,as_buyer,sell,VEV_4000,3,3,20,54,-0.5,-0.25,0.46296296296296297,-0.767548910340791
Mark 14,as_buyer,sell,VEV_4000,0,0,100,3,2.1666666666666665,4.5,0.6666666666666666,0.6404640308067905
Mark 14,as_buyer,sell,VEV_4000,0,3,100,54,-0.7777777777777778,0.0,0.48148148148148145,-0.7430428494079854
Mark 14,as_buyer,sell,VEV_4000,1,0,100,8,-1.3125,-4.0,0.375,-0.3777722180568748
Mark 14,as_buyer,sell,VEV_4000,1,3,100,53,0.02830188679245283,-0.5,0.4528301886792453,0.027145965280493862
Mark 14,as_buyer,sell,VEV_4000,2,0,100,16,3.84375,5.25,0.6875,1.9719541831042047
Mark 14,as_buyer,sell,VEV_4000,2,3,100,42,-1.8571428571428572,-3.25,0.2857142857142857,-1.1464572823615338
Mark 14,as_buyer,sell,VEV_4000,3,3,100,54,0.8888888888888888,-1.0,0.48148148148148145,0.6234768283499734
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,0,0,5,3,-0.16666666666666666,0.0,0.3333333333333333,-0.3779644730092272
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,0,3,5,71,0.14788732394366197,0.0,0.4507042253521127,0.6366225805384735
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,1,3,5,85,-0.5764705882352941,-0.5,0.3176470588235294,-2.71348743754398
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,2,3,5,72,-0.4166666666666667,0.0,0.3194444444444444,-1.6374580550888094
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,3,0,5,8,2.4375,2.5,0.75,2.5612641287367106
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,3,3,5,69,0.391304347826087,0.5,0.5507246376811594,1.6754405372317371
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,0,0,20,3,-2.6666666666666665,-2.5,0.3333333333333333,-0.5958711381790869
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,0,3,20,71,-0.5211267605633803,0.0,0.4084507042253521,-1.1840552120902927
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,1,3,20,85,-0.9882352941176471,-1.0,0.32941176470588235,-2.395650337332426
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,2,3,20,72,-0.6597222222222222,-1.0,0.3472222222222222,-1.3212999122868556
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,3,0,20,8,2.0625,2.0,0.75,1.5046704835389255
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,3,3,20,69,1.036231884057971,1.0,0.5652173913043478,2.124578774066563
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,0,0,100,3,-0.8333333333333334,-1.0,0.3333333333333333,-0.8219949365267865
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,0,3,100,71,-1.767605633802817,-1.0,0.4225352112676056,-1.860535784819364
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,1,3,100,85,-2.6588235294117646,-3.0,0.32941176470588235,-2.97484173146499
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,2,3,100,72,-2.5,-5.0,0.375,-2.3286491630650556
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,3,0,100,8,2.9375,1.25,0.625,0.7800129641723923
Mark 14,as_buyer,sell,VELVETFRUIT_EXTRACT,3,3,100,69,1.8333333333333333,1.0,0.5217391304347826,1.7569506745649426
Mark 14,as_buyer,sell,HYDROGEL_PACK,0,0,5,5,-0.2,-1.5,0.4,-0.08998425413316953
Mark 14,as_buyer,sell,HYDROGEL_PACK,0,3,5,126,-0.0992063492063492,0.0,0.4365079365079365,-0.24009523704851785
Mark 14,as_buyer,sell,HYDROGEL_PACK,1,3,5,122,0.6516393442622951,1.0,0.5163934426229508,1.6365553908511643
Mark 14,as_buyer,sell,HYDROGEL_PACK,2,0,5,3,5.666666666666667,6.0,1.0,4.857142857142857
Mark 14,as_buyer,sell,HYDROGEL_PACK,2,3,5,117,-0.21367521367521367,0.0,0.4444444444444444,-0.5051700449480082
Mark 14,as_buyer,sell,HYDROGEL_PACK,3,0,5,4,-1.5,-2.5,0.5,-0.5
Mark 14,as_buyer,sell,HYDROGEL_PACK,3,3,5,116,-0.11206896551724138,0.0,0.45689655172413796,-0.274190724214581
Mark 14,as_buyer,sell,HYDROGEL_PACK,0,0,20,5,6.7,7.5,0.8,1.688777517746867
Mark 14,as_buyer,sell,HYDROGEL_PACK,0,3,20,126,-0.4642857142857143,-1.0,0.4523809523809524,-0.5881219805459785
Mark 14,as_buyer,sell,HYDROGEL_PACK,1,3,20,122,-0.5614754098360656,0.0,0.45901639344262296,-0.7109473754780532
Mark 14,as_buyer,sell,HYDROGEL_PACK,2,0,20,3,4.333333333333333,3.5,1.0,1.741088778474305
Mark 14,as_buyer,sell,HYDROGEL_PACK,2,3,20,117,1.1538461538461537,2.0,0.5641025641025641,1.415458435752003
Mark 14,as_buyer,sell,HYDROGEL_PACK,3,0,20,4,0.5,-1.5,0.25,0.08574929257125441
Mark 14,as_buyer,sell,HYDROGEL_PACK,3,3,20,116,0.46551724137931033,1.0,0.5258620689655172,0.5992843741274896
Mark 14,as_buyer,sell,HYDROGEL_PACK,0,0,100,5,9.1,17.5,0.6,0.7727976528936278
Mark 14,as_buyer,sell,HYDROGEL_PACK,0,3,100,126,2.2738095238095237,0.75,0.5079365079365079,1.3483792284519063
Mark 14,as_buyer,sell,HYDROGEL_PACK,1,3,100,122,1.0614754098360655,-1.0,0.4918032786885246,0.6525473537973931
Mark 14,as_buyer,sell,HYDROGEL_PACK,2,0,100,3,-5.666666666666667,-5.0,0.3333333333333333,-1.50407144769295
Mark 14,as_buyer,sell,HYDROGEL_PACK,2,3,100,117,0.1794871794871795,1.0,0.5128205128205128,0.12822414366150292
Mark 14,as_buyer,sell,HYDROGEL_PACK,3,0,100,4,7.5,11.0,0.75,0.6776309271789385
Mark 14,as_buyer,sell,HYDROGEL_PACK,3,3,100,116,-0.7672413793103449,-2.75,0.4396551724137931,-0.4217005571775398
Mark 14,as_buyer,sell,VEV_5500,1,3,5,4,-0.5,-0.5,0.0,-1.7320508075688774
Mark 14,as_buyer,sell,VEV_5500,1,3,20,4,-0.25,0.0,0.0,-1.0
Mark 14,as_buyer,sell,VEV_5500,1,3,100,4,-0.5,-0.25,0.0,-1.414213562373095
Mark 14,as_buyer,sell,VEV_5300,0,3,5,4,-1.0,-1.0,0.0,-2.449489742783178
Mark 14,as_buyer,sell,VEV_5300,1,0,5,4,0.125,0.5,0.75,0.3333333333333333
Mark 14,as_buyer,sell,VEV_5300,1,3,5,4,-1.0,-0.5,0.0,-1.414213562373095
Mark 14,as_buyer,sell,VEV_5300,2,0,5,5,0.1,0.0,0.2,1.0
Mark 14,as_buyer,sell,VEV_5300,3,3,5,6,-0.6666666666666666,-1.0,0.16666666666666666,-1.5811388300841895
Mark 14,as_buyer,sell,VEV_5300,0,3,20,4,0.375,0.5,0.5,0.39735970711951313
Mark 14,as_buyer,sell,VEV_5300,1,0,20,4,0.0,0.25,0.5,0.0
Mark 14,as_buyer,sell,VEV_5300,1,3,20,4,-1.25,-1.5,0.25,-1.4638501094227998
Mark 14,as_buyer,sell,VEV_5300,2,0,20,5,-0.3,-0.5,0.4,-0.8017837257372732
Mark 14,as_buyer,sell,VEV_5300,3,3,20,6,-0.8333333333333334,-0.5,0.0,-1.7460757394239452
Mark 14,as_buyer,sell,VEV_5300,0,3,100,4,2.125,2.5,0.75,1.829614808502147
Mark 14,as_buyer,sell,VEV_5300,1,0,100,4,-0.25,-0.25,0.25,-0.3464101615137754
Mark 14,as_buyer,sell,VEV_5300,1,3,100,4,-0.75,-0.75,0.25,-0.9649012813540154
Mark 14,as_buyer,sell,VEV_5300,2,0,100,5,2.2,4.5,0.6,0.9898267954648649
Mark 14,as_buyer,sell,VEV_5300,3,3,100,6,-0.25,0.0,0.5,-0.16040258100522864
Mark 14,as_buyer,sell,VEV_5400,0,2,5,5,-0.5,-0.5,0.0,-2.23606797749979
Mark 14,as_buyer,sell,VEV_5400,1,2,5,3,-0.3333333333333333,-0.5,0.0,-1.9999999999999998
Mark 14,as_buyer,sell,VEV_5400,2,2,5,3,-0.5,-0.5,0.0,-1.732050807568877
Mark 14,as_buyer,sell,VEV_5400,0,2,20,5,-0.6,-0.5,0.2,-1.3949716649258315
Mark 14,as_buyer,sell,VEV_5400,1,2,20,3,0.0,0.0,0.3333333333333333,0.0
Mark 14,as_buyer,sell,VEV_5400,2,2,20,3,-0.6666666666666666,-1.0,0.3333333333333333,-0.7559289460184544
Mark 14,as_buyer,sell,VEV_5400,0,2,100,5,-1.6,-2.0,0.2,-2.0919054414739633
Mark 14,as_buyer,sell,VEV_5400,1,2,100,3,-1.1666666666666667,0.5,0.6666666666666666,-0.6069769786668839
Mark 14,as_buyer,sell,VEV_5400,2,2,100,3,-0.8333333333333334,-1.0,0.3333333333333333,-0.6401843996644798
Mark 14,as_buyer,sell,VEV_5200,1,1,5,14,0.17857142857142858,0.25,0.5,0.8360171835451683
Mark 14,as_buyer,sell,VEV_5200,2,1,5,11,-0.3181818181818182,-0.5,0.2727272727272727,-1.0481673094120896
Mark 14,as_buyer,sell,VEV_5200,3,1,5,7,-0.9285714285714286,-0.5,0.14285714285714285,-2.414039396301675
Mark 14,as_buyer,sell,VEV_5200,1,1,20,14,0.75,0.5,0.5,0.8027294116084271
Mark 14,as_buyer,sell,VEV_5200,2,1,20,11,-0.09090909090909091,-0.5,0.45454545454545453,-0.08725392283368565
Mark 14,as_buyer,sell,VEV_5200,3,1,20,7,-1.2142857142857142,-2.0,0.2857142857142857,-0.9766244823564243
Mark 14,as_buyer,sell,VEV_5200,1,1,100,14,-1.5357142857142858,-2.0,0.35714285714285715,-1.0590065585518575
Mark 14,as_buyer,sell,VEV_5200,2,1,100,11,0.8636363636363636,2.0,0.6363636363636364,0.3878035603237374
Mark 14,as_buyer,sell,VEV_5200,3,1,100,7,1.2142857142857142,0.5,0.5714285714285714,0.44309312987128385
Mark 14,as_seller,buy,VEV_4000,0,0,5,4,-1.375,-2.0,0.25,-0.7333333333333333
Mark 14,as_seller,buy,VEV_4000,0,3,5,54,0.25,0.0,0.46296296296296297,0.9849718227063269
Mark 14,as_seller,buy,VEV_4000,1,0,5,9,0.0,0.5,0.5555555555555556,0.0
Mark 14,as_seller,buy,VEV_4000,1,3,5,51,0.22549019607843138,0.0,0.49019607843137253,0.7630969394043411
Mark 14,as_seller,buy,VEV_4000,2,0,5,11,0.5454545454545454,1.0,0.6363636363636364,0.7138306102482496
Mark 14,as_seller,buy,VEV_4000,2,3,5,32,-0.109375,0.0,0.4375,-0.2128792640757222
Mark 14,as_seller,buy,VEV_4000,3,0,5,4,-2.25,-2.5,0.0,-3.401680257083045
Mark 14,as_seller,buy,VEV_4000,3,3,5,38,0.42105263157894735,1.0,0.5263157894736842,1.4249348906732866
Mark 14,as_seller,buy,VEV_4000,0,0,20,4,-2.25,-2.0,0.5,-0.5023310149673528
Mark 14,as_seller,buy,VEV_4000,0,3,20,54,-0.06481481481481481,0.0,0.42592592592592593,-0.13600180987825347
Mark 14,as_seller,buy,VEV_4000,1,0,20,9,-2.0,-2.0,0.3333333333333333,-1.6329931618554518
Mark 14,as_seller,buy,VEV_4000,1,3,20,51,0.049019607843137254,0.0,0.4117647058823529,0.09385373637923045
Mark 14,as_seller,buy,VEV_4000,2,0,20,11,0.36363636363636365,0.0,0.45454545454545453,0.2818929239289483
Mark 14,as_seller,buy,VEV_4000,2,3,20,32,1.09375,1.75,0.6875,1.832955947635367
Mark 14,as_seller,buy,VEV_4000,3,0,20,4,0.625,2.25,0.5,0.19873215837929106
Mark 14,as_seller,buy,VEV_4000,3,3,20,38,0.6052631578947368,0.5,0.5263157894736842,0.747399574928975
Mark 14,as_seller,buy,VEV_4000,0,0,100,4,-0.75,-0.25,0.5,-0.2765632877383509
Mark 14,as_seller,buy,VEV_4000,0,3,100,54,0.6759259259259259,0.75,0.5555555555555556,0.6147392325661333
Mark 14,as_seller,buy,VEV_4000,1,0,100,9,-5.5,-6.0,0.2222222222222222,-1.6464024252478051
Mark 14,as_seller,buy,VEV_4000,1,3,100,51,-2.235294117647059,-1.0,0.4117647058823529,-1.8765489301990257
Mark 14,as_seller,buy,VEV_4000,2,0,100,11,-0.7727272727272727,-1.0,0.36363636363636365,-0.31993570934537807
Mark 14,as_seller,buy,VEV_4000,2,3,100,32,0.96875,0.5,0.5,0.548807761105558
Mark 14,as_seller,buy,VEV_4000,3,0,100,4,-4.125,0.25,0.5,-0.5536258194734203
Mark 14,as_seller,buy,VEV_4000,3,3,100,38,1.0921052631578947,1.0,0.5526315789473685,0.8163284600635398
