day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss;profit_and_loss_engine;micro_mid;wall_mid;popular_mid;internal_fair_recovered;internal_minus_micro
19;2300;INTARIAN_PEPPER_ROOT;11996.0;10.0;11993.0;24.0;;;12009.0;10.0;12012.0;24.0;;;12002.5;0.0;0.0;12002.5;12002.5;12002.5;10000.788874150156;-2001.7111258498444
19;2300;ASH_COATED_OSMIUM;9993.0;11.0;;;;;10009.0;11.0;;;;;10001.0;0.0;-9.8515625;10001.0;10001.0;10001.0;10000.639098300593;-0.3609016994068952
19;2400;INTARIAN_PEPPER_ROOT;11996.0;9.0;11993.0;23.0;;;12009.0;9.0;12012.0;23.0;;;12002.5;0.0;0.0;12002.5;12002.5;12002.5;10000.665725118293;-2001.8342748817067
19;2400;ASH_COATED_OSMIUM;9993.0;13.0;9991.0;20.0;;;10009.0;13.0;10012.0;20.0;;;10001.0;0.0;-9.7236328125;10001.0;10001.5;10001.5;10000.94752560562;-0.05247439438062429
19;2500;ASH_COATED_OSMIUM;9993.0;11.0;;;;;10009.0;11.0;10012.0;21.0;;;10001.0;0.0;-9.5439453125;10001.0;10002.5;10002.5;10000.490431901768;-0.5095680982321937
19;2500;INTARIAN_PEPPER_ROOT;11993.0;23.0;;;;;12009.0;9.0;12012.0;23.0;;;12001.0;0.0;0.0;12001.0;12002.5;12002.5;10000.82215767228;-2000.1778423277192
19;2600;ASH_COATED_OSMIUM;9991.0;29.0;;;;;10009.0;10.0;10012.0;29.0;;;10000.0;0.0;-9.68359375;10000.0;10001.5;10001.5;10000.880958561369;0.8809585613689705
19;2600;INTARIAN_PEPPER_ROOT;11993.0;23.0;;;;;12009.0;9.0;;;;;12001.0;0.0;0.0;12001.0;12001.0;12001.0;10000.652411709443;-2000.3475882905568
19;2700;ASH_COATED_OSMIUM;9993.0;10.0;9991.0;21.0;;;10012.0;21.0;;;;;10002.5;0.0;-9.55859375;10002.5;10001.5;10001.5;10001.07178408822;-1.4282159117792617
19;2700;INTARIAN_PEPPER_ROOT;11996.0;10.0;11993.0;19.0;;;12009.0;10.0;;;;;12002.5;0.0;0.0;12002.5;12001.0;12001.0;10001.922732803889;-2000.5772671961113
19;2800;ASH_COATED_OSMIUM;9993.0;14.0;9991.0;27.0;;;10009.0;14.0;;;;;10001.0;0.0;-9.5576171875;10001.0;10000.0;10000.0;10001.623181104762;0.6231811047618976
19;2800;INTARIAN_PEPPER_ROOT;11996.0;9.0;11993.0;17.0;;;12012.0;17.0;;;;;12004.0;0.0;0.0;12004.0;12002.5;12002.5;10001.454544592661;-2002.5454554073385
19;2900;ASH_COATED_OSMIUM;9993.0;12.0;9991.0;20.0;;;10009.0;12.0;10012.0;20.0;;;10001.0;0.0;-9.8408203125;10001.0;10001.5;10001.5;10002.064742498289;1.0647424982889788
19;2900;INTARIAN_PEPPER_ROOT;11996.0;11.0;;;;;12009.0;11.0;12012.0;19.0;;;12002.5;0.0;0.0;12002.5;12004.0;12004.0;10001.513345481748;-2000.9866545182522
19;3000;ASH_COATED_OSMIUM;9993.0;11.0;9991.0;29.0;;;10009.0;11.0;10012.0;29.0;;;10001.0;0.0;-9.751953125;10001.0;10001.5;10001.5;10001.035172213884;0.035172213883924996
19;3000;INTARIAN_PEPPER_ROOT;11996.0;12.0;11993.0;21.0;;;12010.0;12.0;12013.0;21.0;;;12003.0;0.0;0.0;12003.0;12003.0;12003.0;10000.998560339545;-2002.0014396604547
19;3100;ASH_COATED_OSMIUM;9994.0;13.0;;;;;10012.0;27.0;;;;;10003.0;0.0;-9.4765625;10003.0;10003.0;10003.0;10000.894271970219;-2.1057280297809484
19;3100;INTARIAN_PEPPER_ROOT;11994.0;21.0;;;;;12010.0;9.0;12013.0;21.0;;;12002.0;0.0;0.0;12002.0;12003.5;12003.5;10000.669053470505;-2001.3309465294951
19;3200;INTARIAN_PEPPER_ROOT;11997.0;10.0;;;;;12010.0;10.0;12013.0;20.0;;;12003.5;0.0;0.0;12003.5;12005.0;12005.0;9999.7548660628;-2003.7451339372
19;3200;ASH_COATED_OSMIUM;9991.0;24.0;;;;;10012.0;24.0;;;;;10001.5;0.0;-9.5458984375;10001.5;10001.5;10001.5;10000.132079313553;-1.367920686447178
19;3300;INTARIAN_PEPPER_ROOT;11997.0;9.0;11994.0;18.0;;;12013.0;18.0;;;;;12005.0;0.0;0.0;12005.0;12003.5;12003.5;9999.833637065163;-2005.1663629348368
19;3300;ASH_COATED_OSMIUM;9993.0;10.0;9991.0;24.0;;;10009.0;10.0;;;;;10001.0;0.0;-9.5458984375;10001.0;10000.0;10000.0;10000.074387875202;-0.9256121247981355
19;3400;INTARIAN_PEPPER_ROOT;11997.0;11.0;11994.0;23.0;;;12010.0;11.0;12013.0;23.0;;;12003.5;0.0;0.0;12003.5;12003.5;12003.5;10000.316248135978;-2003.1837518640223
19;3400;ASH_COATED_OSMIUM;10003.0;6.0;9993.0;12.0;9991.0;27.0;10009.0;12.0;10012.0;27.0;;;10006.0;0.0;-9.802734375;10006.0;10001.5;10001.5;10000.477118492918;-5.522881507082275
19;3500;INTARIAN_PEPPER_ROOT;11997.0;11.0;;;;;12013.0;15.0;;;;;12005.0;0.0;0.0;12005.0;12005.0;12005.0;10000.397238039815;-2004.6027619601846
19;3500;ASH_COATED_OSMIUM;9991.0;26.0;;;;;10009.0;15.0;10012.0;26.0;;;10000.0;0.0;-9.6005859375;10000.0;10001.5;10001.5;10000.34176550294;0.34176550294068875
19;3600;INTARIAN_PEPPER_ROOT;11997.0;8.0;11994.0;16.0;;;12010.0;8.0;;;;;12003.5;0.0;0.0;12003.5;12002.0;12002.0;10001.057361228633;-2002.4426387713665
19;3600;ASH_COATED_OSMIUM;9993.0;14.0;9991.0;27.0;;;10009.0;14.0;10012.0;27.0;;;10001.0;0.0;-9.6552734375;10001.0;10001.5;10001.5;10000.513730367255;-0.4862696327454614
19;3700;ASH_COATED_OSMIUM;9993.0;10.0;9991.0;25.0;;;10009.0;10.0;10012.0;25.0;;;10001.0;0.0;-9.6767578125;10001.0;10001.5;10001.5;10000.896490871695;-0.10350912830472225
19;3700;INTARIAN_PEPPER_ROOT;11997.0;8.0;;;;;12013.0;18.0;;;;;12005.0;0.0;0.0;12005.0;12005.0;12005.0;10000.914242083494;-2004.0857579165058
19;3800;INTARIAN_PEPPER_ROOT;11997.0;10.0;;;;;12010.0;10.0;;;;;12003.5;0.0;0.0;12003.5;12003.5;12003.5;10000.784436347207;-2002.7155636527932
19;3800;ASH_COATED_OSMIUM;9991.0;24.0;;;;;10009.0;10.0;10012.0;24.0;;;10000.0;0.0;-9.517578125;10000.0;10001.5;10001.5;10001.274813573185;1.2748135731853836
19;3900;ASH_COATED_OSMIUM;9993.0;15.0;9991.0;24.0;;;10009.0;15.0;10012.0;24.0;;;10001.0;0.0;-9.712890625;10001.0;10001.5;10001.5;10000.957510662258;-0.04248933774215402
19;3900;INTARIAN_PEPPER_ROOT;11997.0;8.0;11994.0;25.0;;;12013.0;25.0;;;;;12005.0;0.0;0.0;12005.0;12003.5;12003.5;10000.616909285844;-2004.3830907141564
19;4000;INTARIAN_PEPPER_ROOT;11997.0;10.0;11994.0;20.0;;;12011.0;10.0;12014.0;20.0;;;12004.0;0.0;0.0;12004.0;12004.0;12004.0;10000.123203707652;-2003.8767962923484
19;4000;ASH_COATED_OSMIUM;9993.0;11.0;9991.0;30.0;;;10009.0;11.0;10012.0;30.0;;;10001.0;0.0;-9.7880859375;10001.0;10001.5;10001.5;9999.962333350713;-1.0376666492866207
19;4100;ASH_COATED_OSMIUM;9992.0;10.0;9990.0;22.0;;;;;;;;;9992.0;0.0;-10.52734375;;;;9999.939034885227;
19;4100;INTARIAN_PEPPER_ROOT;11998.0;8.0;11995.0;15.0;;;12011.0;8.0;12014.0;15.0;;;12004.5;0.0;0.0;12004.5;12004.5;12004.5;10000.056636663401;-2004.4433633365988
19;4200;INTARIAN_PEPPER_ROOT;11995.0;17.0;;;;;12011.0;9.0;;;;;12003.0;0.0;0.0;12003.0;12003.0;12003.0;10000.176457343052;-2002.8235426569481
19;4200;ASH_COATED_OSMIUM;9990.0;28.0;;;;;10011.0;28.0;;;;;10000.5;0.0;-10.4697265625;10000.5;10000.5;10000.5;9999.8081196982;-0.6918803017997561
19;4300;ASH_COATED_OSMIUM;;;;;;;10009.0;10.0;10011.0;26.0;;;10009.0;0.0;-10.2861328125;;;;9999.459752166622;
19;4300;INTARIAN_PEPPER_ROOT;11995.0;16.0;;;;;12014.0;16.0;;;;;12004.5;0.0;0.0;12004.5;12004.5;12004.5;9999.339931486971;-2005.1600685130288
19;4400;INTARIAN_PEPPER_ROOT;11998.0;9.0;11995.0;20.0;;;12014.0;20.0;;;;;12006.0;0.0;0.0;12006.0;12004.5;12004.5;9999.36322995246;-2006.6367700475403
19;4400;ASH_COATED_OSMIUM;9990.0;28.0;;;;;10009.0;15.0;10011.0;28.0;;;9999.5;0.0;-10.4619140625;9999.5;10000.5;10000.5;9999.840293769588;0.34029376958824287
19;4500;ASH_COATED_OSMIUM;9993.0;13.0;9990.0;26.0;;;10009.0;13.0;10011.0;26.0;;;10001.0;0.0;-10.26171875;10001.0;10000.5;10000.5;10000.361735616216;-0.6382643837841897
19;4500;INTARIAN_PEPPER_ROOT;11998.0;11.0;11995.0;16.0;;;12014.0;16.0;;;;;12006.0;0.0;0.0;12006.0;12004.5;12004.5;10000.304044177865;-2005.6959558221351
19;4600;INTARIAN_PEPPER_ROOT;11998.0;12.0;11995.0;20.0;;;12011.0;12.0;12014.0;20.0;;;12004.5;0.0;0.0;12004.5;12004.5;12004.5;10000.482665746604;-2004.0173342533963
19;4600;ASH_COATED_OSMIUM;9993.0;15.0;9990.0;21.0;;;10009.0;15.0;10011.0;21.0;;;10001.0;0.0;-10.2919921875;10001.0;10000.5;10000.5;9999.959004998502;-1.0409950014982314
19;4700;ASH_COATED_OSMIUM;9993.0;14.0;9990.0;26.0;;;10011.0;26.0;;;;;10002.0;0.0;-10.423828125;10002.0;10000.5;10000.5;10000.035557099389;-1.964442900611175
19;4700;INTARIAN_PEPPER_ROOT;11998.0;10.0;11995.0;15.0;;;12014.0;15.0;;;;;12006.0;0.0;0.0;12006.0;12004.5;12004.5;10000.011149183163;-2005.988850816837
19;4800;INTARIAN_PEPPER_ROOT;;;;;;;12011.0;11.0;12014.0;23.0;;;12011.0;0.0;0.0;;;;10001.105067610346;
19;4800;ASH_COATED_OSMIUM;9998.0;3.0;9993.0;14.0;9990.0;22.0;10009.0;14.0;10011.0;22.0;;;10003.5;0.0;-10.400390625;10003.5;10000.5;10000.5;10001.668668585;-1.8313314150000224
19;4900;ASH_COATED_OSMIUM;9990.0;22.0;;;;;10009.0;12.0;10011.0;22.0;;;9999.5;0.0;-10.15234375;9999.5;10000.5;10000.5;10002.000394355515;2.5003943555148
19;4900;INTARIAN_PEPPER_ROOT;11998.0;12.0;11995.0;18.0;;;12011.0;12.0;;;;;12004.5;0.0;0.0;12004.5;12003.0;12003.0;10002.673830953181;-2001.826169046819
19;5000;INTARIAN_PEPPER_ROOT;11998.0;8.0;11995.0;17.0;;;12012.0;8.0;12015.0;17.0;;;12005.0;0.0;0.0;12005.0;12005.0;12005.0;10002.511851145506;-2002.4881488544943
19;5000;ASH_COATED_OSMIUM;9992.0;11.0;;;;;10008.0;11.0;;;;;10000.0;0.0;-10.5546875;10000.0;10000.0;10000.0;10002.484114877068;2.4841148770683503
19;5100;ASH_COATED_OSMIUM;9993.0;11.0;9990.0;26.0;;;9998.0;4.0;10009.0;11.0;10011.0;26.0;9995.5;0.0;-10.2626953125;9995.5;10000.5;10000.5;10002.404234423968;6.904234423967864
19;5100;INTARIAN_PEPPER_ROOT;11999.0;9.0;11996.0;24.0;;;12012.0;9.0;12015.0;24.0;;;12005.5;0.0;0.0;12005.5;12005.5;12005.5;10002.581746541968;-2002.9182534580323
19;5200;INTARIAN_PEPPER_ROOT;11999.0;9.0;11996.0;18.0;;;12012.0;9.0;12015.0;18.0;;;12005.5;0.0;0.0;12005.5;12005.5;12005.5;10002.577308739019;-2002.922691260981
19;5200;ASH_COATED_OSMIUM;9993.0;13.0;9990.0;23.0;;;10009.0;13.0;10011.0;23.0;;;10001.0;0.0;-10.2109375;10001.0;10000.5;10000.5;10002.56732368238;1.5673236823804473
19;5300;ASH_COATED_OSMIUM;9993.0;10.0;9990.0;22.0;;;10009.0;10.0;10011.0;22.0;;;10001.0;0.0;-10.412109375;10001.0;10000.5;10000.5;10002.396468268804;1.396468268803801
19;5300;INTARIAN_PEPPER_ROOT;11999.0;12.0;11996.0;25.0;;;12015.0;25.0;;;;;12007.0;0.0;0.0;12007.0;12005.5;12005.5;10002.297727153167;-2004.7022728468328
19;5400;INTARIAN_PEPPER_ROOT;11999.0;10.0;11996.0;25.0;;;12015.0;25.0;;;;;12007.0;0.0;0.0;12007.0;12005.5;12005.5;10002.753711406282;-2004.2462885937184
19;5400;ASH_COATED_OSMIUM;9990.0;30.0;;;;;10011.0;30.0;;;;;10000.5;0.0;-10.04296875;10000.5;10000.5;10000.5;10002.886845494782;2.386845494782392
19;5500;ASH_COATED_OSMIUM;9994.0;15.0;;;;;10012.0;28.0;;;;;10003.0;0.0;-9.2939453125;10003.0;10003.0;10003.0;10002.903487255846;-0.09651274415409716
19;5500;INTARIAN_PEPPER_ROOT;11999.0;12.0;11996.0;25.0;;;12015.0;25.0;;;;;12007.0;0.0;0.0;12007.0;12005.5;12005.5;10002.849124169708;-2004.1508758302916
19;5600;INTARIAN_PEPPER_ROOT;11999.0;8.0;;;;;12012.0;8.0;12015.0;23.0;;;12005.5;0.0;0.0;12005.5;12007.0;12007.0;10002.458597510105;-2003.0414024898946
19;5600;ASH_COATED_OSMIUM;9991.0;23.0;;;;;10009.0;13.0;10012.0;23.0;;;10000.0;0.0;-9.5576171875;10000.0;10001.5;10001.5;10002.264443631042;2.2644436310420133
19;5700;ASH_COATED_OSMIUM;9993.0;12.0;9991.0;30.0;;;10009.0;12.0;;;;;10001.0;0.0;-9.7060546875;10001.0;10000.0;10000.0;10002.47856762338;1.4785676233805134
19;5700;INTARIAN_PEPPER_ROOT;11996.0;23.0;;;;;12015.0;23.0;;;;;12005.5;0.0;0.0;12005.5;12005.5;12005.5;10002.302164956116;-2003.197835043884
19;5800;INTARIAN_PEPPER_ROOT;11999.0;8.0;11996.0;18.0;;;12015.0;18.0;;;;;12007.0;0.0;0.0;12007.0;12005.5;12005.5;10002.267771983254;-2004.7322280167464
19;5800;ASH_COATED_OSMIUM;9991.0;28.0;;;;;10012.0;28.0;;;;;10001.5;0.0;-9.1689453125;10001.5;10001.5;10001.5;10002.753711406282;1.2537114062815817
19;5900;ASH_COATED_OSMIUM;9993.0;12.0;9991.0;21.0;;;10009.0;12.0;10012.0;21.0;;;10001.0;0.0;-9.654296875;10001.0;10001.5;10001.5;10002.019255018053;1.0192550180527178
19;5900;INTARIAN_PEPPER_ROOT;11999.0;11.0;11996.0;22.0;;;12012.0;11.0;;;;;12005.5;0.0;0.0;12005.5;12004.0;12004.0;10002.409781677654;-2003.0902183223461
19;6000;INTARIAN_PEPPER_ROOT;11999.0;12.0;11996.0;24.0;;;12013.0;12.0;12016.0;24.0;;;12006.0;0.0;0.0;12006.0;12006.0;12006.0;10002.415328931342;-2003.5846710686583
19;6000;ASH_COATED_OSMIUM;9990.0;30.0;;;;;10009.0;13.0;10011.0;30.0;;;9999.5;0.0;-10.0751953125;9999.5;10000.5;10000.5;10002.490771581493;2.990771581493391
19;6100;ASH_COATED_OSMIUM;9993.0;14.0;9990.0;24.0;;;10011.0;24.0;;;;;10002.0;0.0;-10.107421875;10002.0;10000.5;10000.5;10002.639437980319;0.6394379803186894
19;6100;INTARIAN_PEPPER_ROOT;12009.0;3.0;12000.0;11.0;11997.0;24.0;12013.0;11.0;;;;;12011.0;0.0;0.0;12011.0;12005.0;12005.0;10002.809183943158;-2008.1908160568419
19;6200;INTARIAN_PEPPER_ROOT;12000.0;10.0;11997.0;15.0;;;12013.0;10.0;12016.0;15.0;;;12006.5;0.0;0.0;12006.5;12006.5;12006.5;10003.254073688899;-2003.2459263111014
19;6200;ASH_COATED_OSMIUM;9993.0;12.0;9990.0;29.0;;;10009.0;12.0;10011.0;29.0;;;10001.0;0.0;-10.19921875;10001.0;10000.5;10000.5;10003.26627764701;2.2662776470097015
19;6300;ASH_COATED_OSMIUM;9993.0;14.0;9990.0;22.0;;;10009.0;14.0;10011.0;22.0;;;10001.0;0.0;-10.3974609375;10001.0;10000.5;10000.5;10003.315093479461;2.3150934794612112
19;6300;INTARIAN_PEPPER_ROOT;12000.0;12.0;11997.0;16.0;;;12013.0;12.0;12016.0;16.0;;;12006.5;0.0;0.0;12006.5;12006.5;12006.5;10002.951193637558;-2003.5488063624416
19;6400;INTARIAN_PEPPER_ROOT;12000.0;8.0;11997.0;21.0;;;12013.0;8.0;12016.0;21.0;;;12006.5;0.0;0.0;12006.5;12006.5;12006.5;10002.526274005093;-2003.973725994907
19;6400;ASH_COATED_OSMIUM;9992.0;14.0;9989.0;23.0;;;10010.0;23.0;;;;;10001.0;0.0;-11.2021484375;10001.0;9999.5;9999.5;10002.936770777971;1.9367707779711054
19;6500;ASH_COATED_OSMIUM;9992.0;12.0;9990.0;22.0;;;9998.0;4.0;10008.0;12.0;10011.0;22.0;9995.0;0.0;-10.8701171875;9995.0;10000.5;10000.5;10003.066576514258;8.066576514258486
19;6500;INTARIAN_PEPPER_ROOT;12000.0;10.0;;;;;12013.0;10.0;12016.0;17.0;;;12006.5;0.0;0.0;12006.5;12008.0;12008.0;10003.570267149087;-2002.9297328509128
19;6600;INTARIAN_PEPPER_ROOT;12000.0;11.0;11997.0;23.0;;;12013.0;11.0;12016.0;23.0;;;12006.5;0.0;0.0;12006.5;12006.5;12006.5;10004.270330564455;-2002.2296694355446
19;6600;ASH_COATED_OSMIUM;;;;;;;10008.0;13.0;;;;;10008.0;0.0;-11.1328125;;;;10003.897555116651;
19;6700;INTARIAN_PEPPER_ROOT;12000.0;10.0;11997.0;19.0;;;12013.0;10.0;;;;;12006.5;0.0;0.0;12006.5;12005.0;12005.0;10003.187506644648;-2003.3124933553518
