day,timestamp,pepper_internal_fair,osmium_internal_fair
1,43300,13043.2998047,10000.6894531
1,43400,13043.4003906,10000.6875
1,43500,13043.5,10000.2871094
1,43600,13043.5996094,9999.95410156
1,43700,13043.7001953,10000.1445312
1,43800,13043.7998047,10000.3662109
1,43900,13043.9003906,10000.7900391
1,44000,13044,10000.9667969
1,44100,13044.0996094,10001.2089844
1,44200,13044.2001953,10002.0498047
1,44300,13044.2998047,10002.4667969
1,44400,13044.4003906,10001.8544922
1,44500,13044.5,10001.8847656
1,44600,13044.5996094,10001.2783203
1,44700,13044.7001953,10001.7509766
1,44800,13044.7998047,10001.6533203
1,44900,13044.9003906,10001.7529297
1,45000,13045,10001.8945312
1,45100,13045.0996094,10002.453125
1,45200,13045.2001953,10003.0585938
1,45300,13045.2998047,10002.9501953
1,45400,13045.4003906,10002.9726562
1,45500,13045.5,10002.8886719
1,45600,13045.5996094,10002.4443359
1,45700,13045.7001953,10002.1650391
1,45800,13045.7998047,10002.2246094
1,45900,13045.9003906,10002.3876953
1,46000,13046,10002.6679688
1,46100,13046.0996094,10002.6279297
1,46200,13046.2001953,10002.8388672
1,46300,13046.2998047,10002.2792969
1,46400,13046.4003906,10002.1708984
1,46500,13046.5,10002.3857422
1,46600,13046.5996094,10002.8007812
1,46700,13046.7001953,10002.4169922
1,46800,13046.7998047,10002.2783203
1,46900,13046.9003906,10001.7626953
1,47000,13047,10001.3818359
1,47100,13047.0996094,10001.7714844
1,47200,13047.2001953,10001.7617188
1,47300,13047.2998047,10001.7636719
1,47400,13047.4003906,10002.0761719
1,47500,13047.5,10001.8466797
1,47600,13047.5996094,10001.15625
1,47700,13047.7001953,10001.1396484
1,47800,13047.7998047,10001.2216797
1,47900,13047.9003906,10001.5761719
1,48000,13048,10002.5107422
1,48100,13048.0996094,10002.9208984
1,48200,13048.2001953,10002.8632812
1,48300,13048.2998047,10003.0712891
1,48400,13048.4003906,10002.7324219
1,48500,13048.5,10001.9208984
1,48600,13048.5996094,10002.4921875
1,48700,13048.7001953,10002.109375
1,48800,13048.7998047,10001.53125
1,48900,13048.9003906,10001.3867188
1,49000,13049,10000.8857422
1,49100,13049.0996094,10000.9863281
1,49200,13049.2001953,10001.5625
1,49300,13049.2998047,10001.7460938
1,49400,13049.4003906,10002.1357422
1,49500,13049.5,10002.5488281
1,49600,13049.5996094,10002.3701172
1,49700,13049.7001953,10002.2119141
1,49800,13049.7998047,10002.1474609
1,49900,13049.9003906,10001.9609375
1,50000,13050,10002.2089844
1,50100,13050.0996094,10002.2978516
1,50200,13050.2001953,10002.1650391
1,50300,13050.2998047,10002.6347656
1,50400,13050.4003906,10002.5009766
1,50500,13050.5,10002.8730469
1,50600,13050.5996094,10002.9863281
1,50700,13050.7001953,10003.0615234
1,50800,13050.7998047,10002.9980469
1,50900,13050.9003906,10003.2949219
1,51000,13051,10003.6103516
1,51100,13051.0996094,10003.5410156
1,51200,13051.2001953,10003.5175781
1,51300,13051.2998047,10003.4091797
1,51400,13051.4003906,10003.6376953
1,51500,13051.5,10003.6552734
1,51600,13051.5996094,10003.4648438
1,51700,13051.7001953,10003.8164062
1,51800,13051.7998047,10003.7822266
1,51900,13051.9003906,10003.3632812
1,52000,13052,10003.1679688
1,52100,13052.0996094,10002.9462891
1,52200,13052.2001953,10003.0175781
1,52300,13052.2998047,10002.7509766
1,52400,13052.4003906,10002.7207031
1,52500,13052.5,10002.5966797
1,52600,13052.5996094,10002.2109375
1,52700,13052.7001953,10002.3398438
1,52800,13052.7998047,10002.6591797
1,52900,13052.9003906,10002.7080078
1,53000,13053,10002.9775391
1,53100,13053.0996094,10003.0068359
1,53200,13053.2001953,10003.4541016
1,53300,13053.2998047,10003.796875
1,53400,13053.4003906,10003.9296875
1,53500,13053.5,10003.4775391
1,53600,13053.5996094,10002.9589844
1,53700,13053.7001953,10003.0546875
1,53800,13053.7998047,10003.2412109
1,53900,13053.9003906,10003.7705078
1,54000,13054,10003.8681641
1,54100,13054.0996094,10003.609375
1,54200,13054.2001953,10003.4677734
1,54300,13054.2998047,10003.3193359
1,54400,13054.4003906,10003.2080078
1,54500,13054.5,10002.8837891
1,54600,13054.5996094,10002.9238281
1,54700,13054.7001953,10003.0771484
1,54800,13054.7998047,10003.1845703
1,54900,13054.9003906,10003.59375
1,55000,13055,10003.7900391
1,55100,13055.0996094,10003.8251953
1,55200,13055.2001953,10003.2851562
1,55300,13055.2998047,10003.0244141
1,55400,13055.4003906,10003.421875
1,55500,13055.5,10002.8427734
1,55600,13055.5996094,10003.0742188
1,55700,13055.7001953,10003.1074219
1,55800,13055.7998047,10003.4404297
1,55900,13055.9003906,10003.7753906
1,56000,13056,10004.03125
1,56100,13056.0996094,10004.2578125
1,56200,13056.2001953,10004.6621094
1,56300,13056.2998047,10005.2128906
1,56400,13056.4003906,10005.6660156
1,56500,13056.5,10005.7128906
1,56600,13056.5996094,10005.8339844
1,56700,13056.7001953,10006.0771484
1,56800,13056.7998047,10005.9716797
1,56900,13056.9003906,10005.9560547
1,57000,13057,10005.5068359
1,57100,13057.0996094,10005.3486328
1,57200,13057.2001953,10005.328125
1,57300,13057.2998047,10005.1240234
1,57400,13057.4003906,10005.4511719
1,57500,13057.5,10005.1669922
1,57600,13057.5996094,10005.7177734
1,57700,13057.7001953,10005.1728516
1,57800,13057.7998047,10004.8964844
1,57900,13057.9003906,10004.5195312
1,58000,13058,10003.9648438
1,58100,13058.0996094,10004.0185547
1,58200,13058.2001953,10004.7597656
1,58300,13058.2998047,10004.7675781
1,58400,13058.4003906,10005.1259766
1,58500,13058.5,10005.3310547
1,58600,13058.5996094,10004.9951172
1,58700,13058.7001953,10005.3789062
1,58800,13058.7998047,10005.2783203
1,58900,13058.9003906,10005.3847656
1,59000,13059,10006.1953125
1,59100,13059.0996094,10005.9111328
1,59200,13059.2001953,10006.3789062
1,59300,13059.2998047,10006.7900391
1,59400,13059.4003906,10006.2412109
1,59500,13059.5,10006.6269531
1,59600,13059.5996094,10006.8359375
1,59700,13059.7001953,10007.1416016
1,59800,13059.7998047,10007.0986328
1,59900,13059.9003906,10006.9365234
1,60000,13060,10006.9511719
1,60100,13060.0996094,10006.4482422
1,60200,13060.2001953,10006.3203125
1,60300,13060.2998047,10006.2294922
1,60400,13060.4003906,10006.2324219
1,60500,13060.5,10006.2773438
1,60600,13060.5996094,10006.6074219
1,60700,13060.7001953,10006.9521484
1,60800,13060.7998047,10006.9814453
1,60900,13060.9003906,10007.1298828
1,61000,13061,10007.0302734
1,61100,13061.0996094,10006.7958984
1,61200,13061.2001953,10006.5175781
1,61300,13061.2998047,10006.8916016
1,61400,13061.4003906,10006.8964844
1,61500,13061.5,10006.5771484
1,61600,13061.5996094,10006.546875
1,61700,13061.7001953,10006.8154297
1,61800,13061.7998047,10006.5361328
1,61900,13061.9003906,10006.6542969
1,62000,13062,10006.140625
1,62100,13062.0996094,10005.8710938
1,62200,13062.2001953,10006.0361328
1,62300,13062.2998047,10005.7373047
1,62400,13062.4003906,10006.1015625
1,62500,13062.5,10005.9394531
1,62600,13062.5996094,10005.2167969
1,62700,13062.7001953,10005.2597656
1,62800,13062.7998047,10005.7685547
1,62900,13062.9003906,10006.3945312
1,63000,13063,10006.6474609
1,63100,13063.0996094,10006.7988281
1,63200,13063.2001953,10006.8632812
1,63300,13063.2998047,10006.6123047
1,63400,13063.4003906,10006.5820312
1,63500,13063.5,10006.5830078
1,63600,13063.5996094,10006.7255859
1,63700,13063.7001953,10006.4804688
1,63800,13063.7998047,10006.4492188
1,63900,13063.9003906,10006.140625
1,64000,13064,10005.7617188
1,64100,13064.0996094,10005.6025391
1,64200,13064.2001953,10005.1835938
1,64300,13064.2998047,10005.3525391
1,64400,13064.4003906,10005.3544922
1,64500,13064.5,10005.1630859
1,64600,13064.5996094,10005.3955078
1,64700,13064.7001953,10005.8613281
1,64800,13064.7998047,10005.984375
1,64900,13064.9003906,10005.1162109
1,65000,13065,10005.0107422
1,65100,13065.0996094,10004.7714844
1,65200,13065.2001953,10004.9980469
1,65300,13065.2998047,10004.7773438
1,65400,13065.4003906,10005.0126953
1,65500,13065.5,10005.1611328
1,65600,13065.5996094,10005.7402344
1,65700,13065.7001953,10005.703125
1,65800,13065.7998047,10005.5087891
1,65900,13065.9003906,10005.6748047
1,66000,13066,10005.7412109
1,66100,13066.0996094,10006.0175781
1,66200,13066.2001953,10005.9335938
1,66300,13066.2998047,10006.4101562
1,66400,13066.4003906,10005.7431641
1,66500,13066.5,10005.7373047
1,66600,13066.5996094,10005.5810547
1,66700,13066.7001953,10006.1689453
1,66800,13066.7998047,10006.7412109
1,66900,13066.9003906,10006.9199219
1,67000,13067,10007.0498047
1,67100,13067.0996094,10006.8505859
1,67200,13067.2001953,10006.7314453
1,67300,13067.2998047,10007.0048828
1,67400,13067.4003906,10007.2841797
1,67500,13067.5,10007.0634766
1,67600,13067.5996094,10007.0136719
1,67700,13067.7001953,10007.5332031
1,67800,13067.7998047,10007.9238281
1,67900,13067.9003906,10007.7236328
1,68000,13068,10007.6152344
1,68100,13068.0996094,10007.3964844
1,68200,13068.2001953,10007.5332031
1,68300,13068.2998047,10007.390625
1,68400,13068.4003906,10007.4345703
1,68500,13068.5,10006.8095703
1,68600,13068.5996094,10007.2207031
1,68700,13068.7001953,10007.4941406
1,68800,13068.7998047,10007.3955078
1,68900,13068.9003906,10007.75
1,69000,13069,10007.0488281
1,69100,13069.0996094,10006.6191406
1,69200,13069.2001953,10006.6699219
1,69300,13069.2998047,10006.7021484
1,69400,13069.4003906,10007.1630859
1,69500,13069.5,10007.2949219
1,69600,13069.5996094,10007.8339844
1,69700,13069.7001953,10007.0458984
1,69800,13069.7998047,10006.4951172
1,69900,13069.9003906,10006.3154297
1,70000,13070,10006.5302734
1,70100,13070.0996094,10006.8896484
1,70200,13070.2001953,10006.7080078
1,70300,13070.2998047,10006.2080078
1,70400,13070.4003906,10006.3828125
1,70500,13070.5,10006.1435547
1,70600,13070.5996094,10006.3037109
1,70700,13070.7001953,10006.5087891
1,70800,13070.7998047,10006.6796875
1,70900,13070.9003906,10006.8076172
1,71000,13071,10006.8505859
1,71100,13071.0996094,10007.0546875
1,71200,13071.2001953,10007.1884766
1,71300,13071.2998047,10006.9570312
1,71400,13071.4003906,10007.0507812
1,71500,13071.5,10006.8613281
1,71600,13071.5996094,10006.9248047
1,71700,13071.7001953,10006.5458984
1,71800,13071.7998047,10006.8349609
1,71900,13071.9003906,10007.0478516
1,72000,13072,10006.9150391
1,72100,13072.0996094,10006.3505859
1,72200,13072.2001953,10005.9658203
1,72300,13072.2998047,10006.2060547
1,72400,13072.4003906,10005.7578125
1,72500,13072.5,10005.4853516
1,72600,13072.5996094,10005.1308594
1,72700,13072.7001953,10005.0986328
1,72800,13072.7998047,10005.4345703
1,72900,13072.9003906,10005.7519531
1,73000,13073,10005.5058594
1,73100,13073.0996094,10005.6591797
1,73200,13073.2001953,10005.6240234
1,73300,13073.2998047,10005.625
1,73400,13073.4003906,10005.7871094
1,73500,13073.5,10005.8115234
1,73600,13073.5996094,10005.6855469
1,73700,13073.7001953,10005.7373047
1,73800,13073.7998047,10005.6689453
1,73900,13073.9003906,10005.7587891
1,74000,13074,10005.7041016
1,74100,13074.0996094,10005.5537109
1,74200,13074.2001953,10005.6142578
1,74300,13074.2998047,10005.8583984
1,74400,13074.4003906,10005.8515625
1,74500,13074.5,10006.1152344
1,74600,13074.5996094,10006.2011719
1,74700,13074.7001953,10005.8261719
1,74800,13074.7998047,10006.0214844
1,74900,13074.9003906,10006.0957031
1,75000,13075,10005.8808594
1,75100,13075.0996094,10005.7646484
1,75200,13075.2001953,10006.2382812
1,75300,13075.2998047,10006.4628906
1,75400,13075.4003906,10006.2988281
1,75500,13075.5,10006.2714844
1,75600,13075.5996094,10006.1972656
1,75700,13075.7001953,10006.25
1,75800,13075.7998047,10006.1914062
1,75900,13075.9003906,10006.2021484
1,76000,13076,10005.9033203
