day,timestamp,symbol,buyer,seller,aggressor,price,qty,notional,mid0,spread0,spr_regime,session,fwd_5_sym,fwd_5_u,fwd_5_h,mark_5_sym,mark_5_u,mark_5_h,fwd_20_sym,fwd_20_u,fwd_20_h,mark_20_sym,mark_20_u,mark_20_h,fwd_100_sym,fwd_100_u,fwd_100_h,mark_100_sym,mark_100_u,mark_100_h,tight,s5200,s5300
1,10400,VELVETFRUIT_EXTRACT,Mark 67,Mark 49,buy,5240.0,12,62880.0,5239.5,1.0,tight,early,5243.5,5243.5,9942.0,4.0,4.0,-2.0,5241.5,5241.5,9952.0,2.0,2.0,8.0,5228.5,5228.5,9951.0,-11.0,-11.0,7.0,False,3.0,2.0
1,11800,VEV_5500,Mark 01,Mark 22,sell,7.0,4,28.0,7.5,1.0,tight,early,7.5,5241.5,9951.0,0.0,0.0,2.0,6.5,5238.5,9964.0,-1.0,-3.0,15.0,6.5,5229.5,9956.0,-1.0,-12.0,7.0,True,1.0,1.0
1,11800,VEV_6000,Mark 01,Mark 22,sell,0.0,4,0.0,0.5,1.0,tight,early,0.5,5241.5,9951.0,0.0,0.0,2.0,0.5,5238.5,9964.0,0.0,-3.0,15.0,0.5,5229.5,9956.0,0.0,-12.0,7.0,True,1.0,1.0
1,11800,VEV_6500,Mark 01,Mark 22,sell,0.0,4,0.0,0.5,1.0,tight,early,0.5,5241.5,9951.0,0.0,0.0,2.0,0.5,5238.5,9964.0,0.0,-3.0,15.0,0.5,5229.5,9956.0,0.0,-12.0,7.0,True,1.0,1.0
1,14300,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,buy,5238.0,6,31428.0,5235.5,5.0,tight,early,5234.5,5234.5,9957.0,-1.0,-1.0,-3.0,5230.0,5230.0,9956.0,-5.5,-5.5,-4.0,5234.5,5234.5,9954.0,-1.0,-1.0,-6.0,False,3.0,2.0
1,14800,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,sell,5232.0,6,31392.0,5234.5,5.0,tight,early,5233.5,5233.5,9957.0,-1.0,-1.0,0.0,5230.5,5230.5,9950.5,-4.0,-4.0,-6.5,5233.5,5233.5,9953.0,-1.0,-1.0,-4.0,True,1.0,2.0
1,14800,VEV_5300,Mark 01,Mark 22,sell,42.0,4,168.0,43.0,2.0,tight,early,43.0,5233.5,9957.0,0.0,-1.0,0.0,42.0,5230.5,9950.5,-1.0,-4.0,-6.5,43.0,5233.5,9953.0,0.0,-1.0,-4.0,True,1.0,2.0
1,14800,VEV_5400,Mark 01,Mark 22,sell,14.0,4,56.0,15.0,2.0,wide,early,14.5,5233.5,9957.0,-0.5,-1.0,0.0,14.5,5230.5,9950.5,-0.5,-4.0,-6.5,14.5,5233.5,9953.0,-0.5,-1.0,-4.0,True,1.0,2.0
1,14800,VEV_5500,Mark 01,Mark 22,sell,6.0,4,24.0,6.5,1.0,tight,early,6.5,5233.5,9957.0,0.0,-1.0,0.0,6.5,5230.5,9950.5,0.0,-4.0,-6.5,6.5,5233.5,9953.0,0.0,-1.0,-4.0,True,1.0,2.0
1,14800,VEV_6000,Mark 01,Mark 22,sell,0.0,4,0.0,0.5,1.0,tight,early,0.5,5233.5,9957.0,0.0,-1.0,0.0,0.5,5230.5,9950.5,0.0,-4.0,-6.5,0.5,5233.5,9953.0,0.0,-1.0,-4.0,True,1.0,2.0
1,14800,VEV_6500,Mark 01,Mark 22,sell,0.0,4,0.0,0.5,1.0,tight,early,0.5,5233.5,9957.0,0.0,-1.0,0.0,0.5,5230.5,9950.5,0.0,-4.0,-6.5,0.5,5233.5,9953.0,0.0,-1.0,-4.0,True,1.0,2.0
1,15000,HYDROGEL_PACK,Mark 38,Mark 14,buy,9966.0,4,39864.0,9958.5,15.0,tight,early,9957.0,5231.5,9957.0,-1.5,-2.0,-1.5,9947.0,5229.5,9947.0,-11.5,-4.0,-11.5,9952.0,5231.5,9952.0,-6.5,-2.0,-6.5,False,3.0,3.0
1,16700,VEV_4000,Mark 14,Mark 38,sell,1221.0,2,2442.0,1226.0,10.0,tight,early,1232.5,5232.5,9943.0,6.5,1.0,-7.0,1228.0,5227.0,9946.0,2.0,-4.5,-4.0,1230.5,5230.5,9942.0,4.5,-1.0,-8.0,True,1.0,2.0
1,16700,VEV_5300,Mark 01,Mark 22,sell,41.0,2,82.0,42.0,2.0,tight,early,42.0,5232.5,9943.0,0.0,1.0,-7.0,41.0,5227.0,9946.0,-1.0,-4.5,-4.0,41.0,5230.5,9942.0,-1.0,-1.0,-8.0,True,1.0,2.0
1,16700,VEV_5400,Mark 01,Mark 22,sell,14.0,2,28.0,14.5,1.0,tight,early,14.5,5232.5,9943.0,0.0,1.0,-7.0,13.5,5227.0,9946.0,-1.0,-4.5,-4.0,14.0,5230.5,9942.0,-0.5,-1.0,-8.0,True,1.0,2.0
1,16700,VEV_5500,Mark 01,Mark 22,sell,6.0,2,12.0,6.5,1.0,tight,early,6.5,5232.5,9943.0,0.0,1.0,-7.0,6.0,5227.0,9946.0,-0.5,-4.5,-4.0,6.5,5230.5,9942.0,0.0,-1.0,-8.0,True,1.0,2.0
1,16700,VEV_6000,Mark 01,Mark 22,sell,0.0,2,0.0,0.5,1.0,tight,early,0.5,5232.5,9943.0,0.0,1.0,-7.0,0.5,5227.0,9946.0,0.0,-4.5,-4.0,0.5,5230.5,9942.0,0.0,-1.0,-8.0,True,1.0,2.0
1,16700,VEV_6500,Mark 01,Mark 22,sell,0.0,2,0.0,0.5,1.0,tight,early,0.5,5232.5,9943.0,0.0,1.0,-7.0,0.5,5227.0,9946.0,0.0,-4.5,-4.0,0.5,5230.5,9942.0,0.0,-1.0,-8.0,True,1.0,2.0
1,17300,VEV_4000,Mark 14,Mark 38,sell,1221.0,1,1221.0,1231.5,21.0,tight,early,1233.5,5232.0,9939.5,2.0,0.5,-0.5,1228.5,5228.5,9951.5,-3.0,-3.0,11.5,1235.5,5235.5,9950.0,4.0,4.0,10.0,True,2.0,2.0
1,17400,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,buy,5230.0,8,41840.0,5229.0,2.0,tight,early,5233.0,5233.0,9944.0,4.0,4.0,4.0,5228.5,5228.5,9947.0,-0.5,-0.5,7.0,5236.5,5236.5,9945.0,7.5,7.5,5.0,False,3.0,2.0
1,17900,VEV_4000,Mark 38,Mark 14,buy,1243.0,1,1243.0,1233.0,20.0,tight,early,1229.5,5229.5,9940.0,-3.5,-3.5,-4.0,1226.5,5226.5,9952.0,-6.5,-6.5,8.0,1237.5,5237.5,9941.0,4.5,4.5,-3.0,False,3.0,2.0
1,19300,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5226.0,5,26130.0,5228.5,5.0,tight,early,5228.5,5228.5,9951.0,0.0,0.0,-0.5,5228.5,5228.5,9961.0,0.0,0.0,9.5,5239.5,5239.5,9946.0,11.0,11.0,-5.5,False,3.0,2.0
1,20200,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5224.0,5,26120.0,5226.5,5.0,tight,early,5227.5,5227.5,9960.0,1.0,1.0,7.0,5227.5,5227.5,9959.0,1.0,1.0,6.0,5237.5,5237.5,9945.0,11.0,11.0,-8.0,True,2.0,2.0
1,22800,HYDROGEL_PACK,Mark 14,Mark 38,sell,9946.0,6,59676.0,9954.0,16.0,tight,early,9951.0,5231.5,9951.0,-3.0,0.0,-3.0,9953.0,5233.5,9953.0,-1.0,2.0,-1.0,9956.0,5237.0,9956.0,2.0,5.5,2.0,False,3.0,2.0
1,25700,VEV_4000,Mark 38,Mark 14,buy,1241.0,3,3723.0,1231.0,20.0,tight,early,1230.5,5230.5,9942.0,-0.5,-1.0,-8.0,1238.5,5238.5,9943.0,7.5,7.0,-7.0,1234.0,5234.5,9952.0,3.0,3.0,2.0,False,3.0,2.0
1,29300,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5237.0,4,20948.0,5239.5,5.0,tight,early,5241.5,5241.5,9944.0,2.0,2.0,-2.0,5232.0,5232.0,9947.0,-7.5,-7.5,1.0,5234.5,5234.5,9949.5,-5.0,-5.0,3.5,False,3.0,2.0
1,30800,HYDROGEL_PACK,Mark 14,Mark 38,sell,9940.0,2,19880.0,9948.0,16.0,tight,early,9947.0,5232.0,9947.0,-1.0,-2.5,-1.0,9956.0,5237.0,9956.0,8.0,2.5,8.0,9945.0,5231.5,9945.0,-3.0,-3.0,-3.0,False,3.0,2.0
1,31400,HYDROGEL_PACK,Mark 38,Mark 14,buy,9953.0,3,29859.0,9945.0,16.0,tight,early,9945.5,5236.5,9945.5,0.5,5.0,0.5,9955.0,5238.5,9955.0,10.0,7.0,10.0,9944.0,5227.5,9944.0,-1.0,-4.0,-1.0,True,2.0,2.0
1,31700,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,buy,5237.0,4,20948.0,5234.5,5.0,tight,early,5236.0,5236.0,9947.0,1.5,1.5,0.0,5235.5,5235.5,9955.0,1.0,1.0,8.0,5228.0,5228.0,9942.0,-6.5,-6.5,-5.0,False,3.0,2.0
1,32000,HYDROGEL_PACK,Mark 14,Mark 38,sell,9938.0,5,49690.0,9946.0,16.0,tight,early,9952.0,5237.5,9952.0,6.0,2.0,6.0,9951.0,5234.5,9951.0,5.0,-1.0,5.0,9951.0,5228.5,9951.0,5.0,-7.0,5.0,True,2.0,2.0
1,32600,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,buy,5240.0,5,26200.0,5237.5,5.0,tight,early,5240.0,5240.0,9953.0,2.5,2.5,-1.0,5235.0,5235.0,9950.0,-2.5,-2.5,-4.0,5230.5,5230.5,9962.0,-7.0,-7.0,8.0,False,3.0,2.0
1,32800,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,buy,5238.0,7,36666.0,5237.0,2.0,tight,early,5239.5,5239.5,9955.0,2.5,2.5,-1.0,5235.5,5235.5,9951.0,-1.5,-1.5,-5.0,5231.5,5231.5,9954.0,-5.5,-5.5,-2.0,False,3.0,2.0
1,33600,HYDROGEL_PACK,Mark 14,Mark 38,sell,9948.0,6,59688.0,9956.0,16.0,tight,early,9950.0,5232.0,9950.0,-6.0,-4.5,-6.0,9954.0,5233.5,9954.0,-2.0,-3.0,-2.0,9962.5,5231.5,9962.5,6.5,-5.0,6.5,True,2.0,2.0
1,36200,VEV_4000,Mark 38,Mark 14,buy,1244.0,3,3732.0,1233.5,21.0,tight,early,1233.0,5233.0,9944.0,-0.5,-0.5,-3.0,1232.0,5233.0,9948.0,-1.5,-0.5,1.0,1248.5,5248.5,9971.0,15.0,15.0,24.0,True,2.0,2.0
1,36500,VELVETFRUIT_EXTRACT,Mark 22,Mark 55,sell,5232.0,7,36624.0,5233.5,3.0,tight,early,5230.5,5230.5,9947.0,-3.0,-3.0,-4.0,5231.5,5231.5,9944.0,-2.0,-2.0,-7.0,5246.5,5246.5,9974.0,13.0,13.0,23.0,False,3.0,2.0
1,37400,HYDROGEL_PACK,Mark 14,Mark 38,sell,9936.0,4,39744.0,9944.0,16.0,tight,early,9951.0,5231.0,9951.0,7.0,-1.5,7.0,9943.0,5232.5,9943.0,-1.0,0.0,-1.0,9969.0,5246.0,9969.0,25.0,13.5,25.0,False,3.0,2.0
1,38500,VEV_5500,Mark 01,Mark 22,sell,6.0,5,30.0,6.5,1.0,tight,early,6.5,5233.5,9950.0,0.0,2.0,6.0,6.5,5233.5,9942.0,0.0,2.0,-2.0,7.5,5244.5,9966.0,1.0,13.0,22.0,True,1.0,1.0
1,38500,VEV_6000,Mark 01,Mark 22,sell,0.0,5,0.0,0.5,1.0,tight,early,0.5,5233.5,9950.0,0.0,2.0,6.0,0.5,5233.5,9942.0,0.0,2.0,-2.0,0.5,5244.5,9966.0,0.0,13.0,22.0,True,1.0,1.0
1,38500,VEV_6500,Mark 01,Mark 22,sell,0.0,5,0.0,0.5,1.0,tight,early,0.5,5233.5,9950.0,0.0,2.0,6.0,0.5,5233.5,9942.0,0.0,2.0,-2.0,0.5,5244.5,9966.0,0.0,13.0,22.0,True,1.0,1.0
1,38700,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,sell,5228.0,8,41824.0,5231.0,6.0,wide,early,5234.5,5234.5,9950.0,3.5,3.5,5.0,5232.0,5232.0,9944.0,1.0,1.0,-1.0,5245.5,5245.5,9967.0,14.5,14.5,22.0,False,3.0,2.0
1,39400,VELVETFRUIT_EXTRACT,Mark 22,Mark 49,buy,5234.0,5,26170.0,5232.5,1.0,tight,early,5234.5,5234.5,9945.0,2.0,2.0,2.0,5227.5,5227.5,9944.0,-5.0,-5.0,1.0,5243.5,5243.5,9979.0,11.0,11.0,36.0,True,2.0,2.0
1,39400,VELVETFRUIT_EXTRACT,Mark 67,Mark 49,buy,5233.0,9,47097.0,5232.5,1.0,tight,early,5234.5,5234.5,9945.0,2.0,2.0,2.0,5227.5,5227.5,9944.0,-5.0,-5.0,1.0,5243.5,5243.5,9979.0,11.0,11.0,36.0,True,2.0,2.0
1,39800,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,sell,5232.0,4,20928.0,5235.0,6.0,wide,early,5233.0,5233.0,9943.0,-2.0,-2.0,0.0,5229.5,5229.5,9946.0,-5.5,-5.5,3.0,5246.5,5246.5,9982.0,11.5,11.5,39.0,False,3.0,2.0
1,40400,VEV_5300,Mark 01,Mark 22,sell,41.0,4,164.0,42.0,2.0,tight,early,42.0,5233.5,9943.0,0.0,0.0,0.0,41.0,5231.5,9961.0,-1.0,-2.0,18.0,47.0,5246.5,9980.0,5.0,13.0,37.0,True,1.0,2.0
1,40400,VEV_5400,Mark 01,Mark 22,sell,14.0,4,56.0,14.5,1.0,tight,early,14.0,5233.5,9943.0,-0.5,0.0,0.0,14.0,5231.5,9961.0,-0.5,-2.0,18.0,16.5,5246.5,9980.0,2.0,13.0,37.0,True,1.0,2.0
1,40400,VEV_5500,Mark 01,Mark 22,sell,6.0,4,24.0,6.5,1.0,tight,early,6.5,5233.5,9943.0,0.0,0.0,0.0,6.5,5231.5,9961.0,0.0,-2.0,18.0,7.5,5246.5,9980.0,1.0,13.0,37.0,True,1.0,2.0
1,40400,VEV_6000,Mark 01,Mark 22,sell,0.0,4,0.0,0.5,1.0,tight,early,0.5,5233.5,9943.0,0.0,0.0,0.0,0.5,5231.5,9961.0,0.0,-2.0,18.0,0.5,5246.5,9980.0,0.0,13.0,37.0,True,1.0,2.0
1,40400,VEV_6500,Mark 01,Mark 22,sell,0.0,4,0.0,0.5,1.0,tight,early,0.5,5233.5,9943.0,0.0,0.0,0.0,0.5,5231.5,9961.0,0.0,-2.0,18.0,0.5,5246.5,9980.0,0.0,13.0,37.0,True,1.0,2.0
1,40900,HYDROGEL_PACK,Mark 38,Mark 14,buy,9951.0,5,49755.0,9943.0,16.0,tight,early,9944.0,5227.5,9944.0,1.0,-6.0,1.0,9953.0,5231.5,9953.0,10.0,-2.0,10.0,9979.0,5243.0,9979.0,36.0,9.5,36.0,False,3.0,2.0
1,41300,HYDROGEL_PACK,Mark 38,Mark 14,buy,9953.0,5,49765.0,9945.0,16.0,tight,early,9946.0,5229.5,9946.0,1.0,2.0,1.0,9959.0,5231.0,9959.0,14.0,3.5,14.0,9976.0,5245.5,9976.0,31.0,18.0,31.0,True,2.0,2.0
1,43400,VEV_5400,Mark 01,Mark 22,sell,13.0,5,65.0,14.0,2.0,wide,early,14.5,5234.5,9960.0,0.5,3.0,0.0,16.0,5240.0,9971.0,2.0,8.5,11.0,15.5,5242.5,9965.0,1.5,11.0,5.0,True,1.0,1.0
1,43400,VEV_5500,Mark 01,Mark 22,sell,6.0,5,30.0,6.5,1.0,tight,early,6.5,5234.5,9960.0,0.0,3.0,0.0,7.0,5240.0,9971.0,0.5,8.5,11.0,7.5,5242.5,9965.0,1.0,11.0,5.0,True,1.0,1.0
1,43400,VEV_6000,Mark 01,Mark 22,sell,0.0,5,0.0,0.5,1.0,tight,early,0.5,5234.5,9960.0,0.0,3.0,0.0,0.5,5240.0,9971.0,0.0,8.5,11.0,0.5,5242.5,9965.0,0.0,11.0,5.0,True,1.0,1.0
1,43400,VEV_6500,Mark 01,Mark 22,sell,0.0,5,0.0,0.5,1.0,tight,early,0.5,5234.5,9960.0,0.0,3.0,0.0,0.5,5240.0,9971.0,0.0,8.5,11.0,0.5,5242.5,9965.0,0.0,11.0,5.0,True,1.0,1.0
1,43600,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,sell,5229.0,4,20916.0,5231.5,5.0,tight,early,5236.0,5236.0,9968.0,4.5,4.5,5.5,5242.0,5242.0,9971.0,10.5,10.5,8.5,5243.5,5243.5,9966.0,12.0,12.0,3.5,False,3.0,2.0
1,43900,HYDROGEL_PACK,Mark 14,Mark 38,sell,9952.0,6,59712.0,9960.0,16.0,tight,early,9967.0,5239.5,9967.0,7.0,5.0,7.0,9969.0,5247.5,9969.0,9.0,13.0,9.0,9966.0,5244.5,9966.0,6.0,10.0,6.0,True,2.0,2.0
1,45200,HYDROGEL_PACK,Mark 14,Mark 38,sell,9961.0,2,19922.0,9969.0,16.0,tight,early,9972.0,5244.5,9972.0,3.0,3.0,3.0,9973.0,5245.5,9973.0,4.0,4.0,4.0,9946.0,5245.5,9946.0,-23.0,4.0,-23.0,False,3.0,2.0
1,45400,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,buy,5241.0,8,41928.0,5240.0,2.0,tight,early,5247.5,5247.5,9969.0,7.5,7.5,-2.0,5246.0,5246.0,9969.0,6.0,6.0,-2.0,5247.5,5247.5,9944.0,7.5,7.5,-27.0,False,3.0,2.0
1,47700,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,sell,5243.0,4,20972.0,5244.0,2.0,tight,early,5244.5,5244.5,9969.0,0.5,0.5,-2.0,5245.5,5245.5,9985.0,1.5,1.5,14.0,5247.5,5247.5,9954.0,3.5,3.5,-17.0,False,3.0,2.0
1,48300,HYDROGEL_PACK,Mark 14,Mark 38,sell,9960.0,3,29880.0,9967.5,15.0,tight,early,9966.0,5245.5,9966.0,-1.5,0.0,-1.5,9980.0,5246.0,9980.0,12.5,0.5,12.5,9954.0,5245.5,9954.0,-13.5,0.0,-13.5,False,3.0,3.0
1,48900,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,sell,5241.0,6,31446.0,5243.5,5.0,tight,early,5243.5,5243.5,9979.0,0.0,0.0,11.0,5243.0,5243.0,9979.0,-0.5,-0.5,11.0,5245.5,5245.5,9954.5,2.0,2.0,-13.5,True,2.0,2.0
1,49800,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,sell,5244.0,3,15732.0,5246.5,5.0,tight,early,5246.0,5246.0,9980.0,-0.5,-0.5,-2.0,5247.5,5247.5,9972.0,1.0,1.0,-10.0,5247.0,5247.0,9955.0,0.5,0.5,-27.0,False,3.0,2.0
1,50200,VEV_4000,Mark 14,Mark 38,sell,1236.0,2,2472.0,1246.5,21.0,tight,early,1239.0,5244.0,9976.0,-7.5,-2.5,-6.0,1246.5,5246.5,9969.0,0.0,0.0,-13.0,1247.5,5247.5,9955.5,1.0,1.0,-26.5,False,3.0,2.0
1,50300,VEV_4000,Mark 38,Mark 14,buy,1257.0,3,3771.0,1246.5,21.0,tight,early,1243.5,5245.0,9975.0,-3.0,-1.0,-5.0,1247.5,5247.5,9971.0,1.0,1.5,-9.0,1247.5,5247.5,9953.0,1.0,1.5,-27.0,False,3.0,2.0
1,50700,VEV_5400,Mark 01,Mark 22,sell,16.0,5,80.0,16.5,1.0,tight,early,16.5,5245.5,9976.0,0.0,1.5,0.0,17.0,5246.0,9971.0,0.5,2.0,-5.0,16.5,5246.5,9956.0,0.0,2.5,-20.0,True,1.0,1.0
1,50700,VEV_5500,Mark 01,Mark 22,sell,7.0,5,35.0,7.5,1.0,tight,early,7.5,5245.5,9976.0,0.0,1.5,0.0,7.5,5246.0,9971.0,0.0,2.0,-5.0,7.5,5246.5,9956.0,0.0,2.5,-20.0,True,1.0,1.0
1,50700,VEV_6000,Mark 01,Mark 22,sell,0.0,5,0.0,0.5,1.0,tight,early,0.5,5245.5,9976.0,0.0,1.5,0.0,0.5,5246.0,9971.0,0.0,2.0,-5.0,0.5,5246.5,9956.0,0.0,2.5,-20.0,True,1.0,1.0
1,50700,VEV_6500,Mark 01,Mark 22,sell,0.0,5,0.0,0.5,1.0,tight,early,0.5,5245.5,9976.0,0.0,1.5,0.0,0.5,5246.0,9971.0,0.0,2.0,-5.0,0.5,5246.5,9956.0,0.0,2.5,-20.0,True,1.0,1.0
1,51700,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,sell,5243.0,4,20972.0,5245.5,5.0,tight,early,5246.5,5246.5,9969.0,1.0,1.0,-3.0,5245.5,5245.5,9970.0,0.0,0.0,-2.0,5245.5,5245.5,9951.0,0.0,0.0,-21.0,False,3.0,2.0
1,52400,HYDROGEL_PACK,Mark 14,Mark 38,sell,9961.0,5,49805.0,9969.0,16.0,tight,early,9969.0,5245.5,9969.0,0.0,0.0,0.0,9954.0,5244.5,9954.0,-15.0,-1.0,-15.0,9940.0,5242.5,9940.0,-29.0,-3.0,-29.0,False,3.0,3.0
1,52800,VEV_5400,Mark 01,Mark 22,sell,16.0,3,48.0,16.5,1.0,tight,early,16.5,5245.5,9967.0,0.0,-2.0,-4.0,16.5,5244.5,9950.0,0.0,-3.0,-21.0,16.0,5244.0,9943.0,-0.5,-3.5,-28.0,True,1.0,1.0
1,52800,VEV_5500,Mark 01,Mark 22,sell,7.0,3,21.0,7.5,1.0,tight,early,7.5,5245.5,9967.0,0.0,-2.0,-4.0,7.5,5244.5,9950.0,0.0,-3.0,-21.0,7.5,5244.0,9943.0,0.0,-3.5,-28.0,True,1.0,1.0
1,52800,VEV_6000,Mark 01,Mark 22,sell,0.0,3,0.0,0.5,1.0,tight,early,0.5,5245.5,9967.0,0.0,-2.0,-4.0,0.5,5244.5,9950.0,0.0,-3.0,-21.0,0.5,5244.0,9943.0,0.0,-3.5,-28.0,True,1.0,1.0
1,52800,VEV_6500,Mark 01,Mark 22,sell,0.0,3,0.0,0.5,1.0,tight,early,0.5,5245.5,9967.0,0.0,-2.0,-4.0,0.5,5244.5,9950.0,0.0,-3.0,-21.0,0.5,5244.0,9943.0,0.0,-3.5,-28.0,True,1.0,1.0
1,53000,HYDROGEL_PACK,Mark 14,Mark 38,sell,9961.0,4,39844.0,9969.0,16.0,tight,early,9968.0,5245.5,9968.0,-1.0,0.0,-1.0,9947.5,5245.5,9947.5,-21.5,0.0,-21.5,9942.5,5242.5,9942.5,-26.5,-3.0,-26.5,False,3.0,2.0
1,53400,VEV_5500,Mark 14,Mark 22,sell,7.0,2,14.0,7.5,1.0,tight,early,7.5,5244.5,9966.0,0.0,2.0,1.0,7.5,5247.5,9944.0,0.0,5.0,-21.0,7.5,5243.5,9937.0,0.0,1.0,-28.0,True,1.0,1.0
1,53400,VEV_6000,Mark 01,Mark 22,sell,0.0,2,0.0,0.5,1.0,tight,early,0.5,5244.5,9966.0,0.0,2.0,1.0,0.5,5247.5,9944.0,0.0,5.0,-21.0,0.5,5243.5,9937.0,0.0,1.0,-28.0,True,1.0,1.0
1,53400,VEV_6500,Mark 01,Mark 22,sell,0.0,2,0.0,0.5,1.0,tight,early,0.5,5244.5,9966.0,0.0,2.0,1.0,0.5,5247.5,9944.0,0.0,5.0,-21.0,0.5,5243.5,9937.0,0.0,1.0,-28.0,True,1.0,1.0
