day,timestamp,iv_proxy,iv_res,n_marks
1,6800,0.009336000762122511,0.00038447233625830794,1.0
1,6900,0.009528346831824679,0.0005768184059604751,1.0
1,7000,0.009336000762122511,0.00038447233625830794,1.0
1,7100,0.009336000762122511,0.00038447233625830794,1.0
1,7200,0.009528346831824679,0.0005768184059604751,1.0
1,7300,0.009530162965786714,0.000578634539922511,1.0
1,7400,0.009530162965786714,0.000578634539922511,1.0
1,7500,0.009625464595444583,0.0006739361695803792,1.0
1,7600,0.0096263820053374,0.0006748535794731964,1.0
1,7700,0.009337779895188185,0.00038625146932398137,1.0
1,7800,0.009433962264150943,0.0004824338382867395,1.0
1,7900,0.009528346831824679,0.0005768184059604751,1.0
1,8000,0.009530162965786714,0.000578634539922511,1.0
1,8100,0.009528346831824679,0.0005768184059604751,1.0
1,8200,0.009722619388046897,0.0007710909621826932,1.0
1,8300,0.009528346831824679,0.0005768184059604751,1.0
1,8400,0.009336000762122511,0.00038447233625830794,1.0
1,8500,0.009530162965786714,0.000578634539922511,1.0
1,8600,0.009628217349857006,0.0006766889239928024,1.0
1,8700,0.009722619388046897,0.0007710909621826932,1.0
1,8800,0.009531979792202841,0.0005804513663386374,1.0
1,8900,0.00962729959012487,0.0006757711642606662,1.0
1,9000,0.009530162965786714,0.000578634539922511,1.0
1,9100,0.0096263820053374,0.0006748535794731964,1.0
1,9200,0.009433962264150943,0.0004824338382867395,1.0
1,9300,0.0096263820053374,0.0006748535794731964,1.0
1,9400,0.009917040144941356,0.0009655117190771525,2.0
1,9500,0.010011441647597255,0.0010599132217330512,1.0
1,9600,0.009339559706470981,0.0003880312806067779,2.0
1,9700,0.009628217349857006,0.0006766889239928024,1.0
1,9800,0.009530162965786714,0.000578634539922511,1.0
1,9900,0.009628217349857006,0.0006766889239928024,1.0
1,10000,0.009531979792202841,0.0005804513663386374,1.0
1,10100,0.009725400457665904,0.0007738720318017003,1.0
1,10200,0.009726327834461715,0.0007747994085975114,1.0
1,10300,0.010111609272154917,0.0011600808462907137,1.0
1,10400,0.010306326939593472,0.0013547985137292683,2.0
1,10500,0.009920824191548222,0.0009692957656840182,1.0
1,10600,0.009920824191548222,0.0009692957656840182,1.0
1,10700,0.009920824191548222,0.0009692957656840182,1.0
1,10800,0.009823557463042441,0.0008720290371782378,1.0
1,10900,0.009726327834461715,0.0007747994085975114,1.0
1,11000,0.009724473257698542,0.0007729448318343386,1.0
1,11100,0.009724473257698542,0.0007729448318343386,1.0
1,11200,0.009726327834461715,0.0007747994085975114,1.0
1,11300,0.009726327834461715,0.0007747994085975114,1.0
1,11400,0.009726327834461715,0.0007747994085975114,1.0
1,11500,0.009920824191548222,0.0009692957656840182,1.0
1,11600,0.009920824191548222,0.0009692957656840182,1.0
1,11700,0.01001717229536348,0.0010656438694992762,1.0
1,11800,0.009730039110941524,0.0007785106850773209,2.0
1,11900,0.009823557463042441,0.0008720290371782378,1.0
1,12000,0.009822620637039862,0.000871092211175659,1.0
1,12100,0.009920824191548222,0.0009692957656840182,1.0
1,12200,0.009920824191548222,0.0009692957656840182,1.0
1,12300,0.009920824191548222,0.0009692957656840182,1.0
1,12400,0.009920824191548222,0.0009692957656840182,1.0
1,12500,0.00992271729796775,0.0009711888721035469,1.0
1,12600,0.009920824191548222,0.0009692957656840182,1.0
1,12700,0.01001812804121744,0.0010665996153532368,1.0
1,12800,0.010117400019089434,0.00116587159322523,1.0
1,12900,0.010115469033304705,0.0011639406074405011,1.0
1,13000,0.00992271729796775,0.0009711888721035469,1.0
1,13100,0.0101164344340523,0.0011649060081880963,1.0
1,13200,0.010115469033304705,0.0011639406074405011,1.0
1,13300,0.010117400019089434,0.00116587159322523,1.0
1,13400,0.010213822069492173,0.0012622936436279698,1.0
1,13500,0.010212847189080844,0.00126131876321664,1.0
1,13600,0.01031223145230593,0.0013607030264417268,1.0
1,13700,0.010117400019089434,0.00116587159322523,1.0
1,13800,0.010117400019089434,0.00116587159322523,1.0
1,13900,0.01031223145230593,0.0013607030264417268,1.0
1,14000,0.01031124689707848,0.001359718471214277,1.0
1,14100,0.01031223145230593,0.0013607030264417268,1.0
1,14200,0.01040970298920829,0.0014581745633440862,1.0
1,14300,0.010314201126921975,0.0013626727010577714,2.0
1,14400,0.01060475781026082,0.001653229384396616,1.0
1,14500,0.01050721176807718,0.0015556833422129771,1.0
1,14600,0.01050721176807718,0.0015556833422129771,1.0
1,14700,0.01050721176807718,0.0015556833422129771,1.0
1,14800,0.01031617155411214,0.001364643128247937,3.0
1,14900,0.01050721176807718,0.0015556833422129771,1.0
1,15000,0.010509219451609821,0.0015576910257456174,2.0
1,15100,0.01050721176807718,0.0015556833422129771,1.0
1,15200,0.010509219451609821,0.0015576910257456174,1.0
1,15300,0.01060475781026082,0.001653229384396616,1.0
1,15400,0.010509219451609821,0.0015576910257456174,1.0
1,15500,0.010704386887126063,0.0017528584612618598,1.0
1,15600,0.010704386887126063,0.0017528584612618598,1.0
1,15700,0.010704386887126063,0.0017528584612618598,1.0
1,15800,0.010703363914373088,0.0017518354885088846,1.0
1,15900,0.010509219451609821,0.0015576910257456174,1.0
1,16000,0.010509219451609821,0.0015576910257456174,1.0
1,16100,0.010799961770046832,0.0018484333441826286,1.0
1,16200,0.010606784519827998,0.0016552560939637941,1.0
1,16300,0.010994263862332695,0.002042735436468492,1.0
1,16400,0.010800994073790862,0.0018494656479266583,1.0
1,16500,0.010702341137123745,0.0017508127112595417,1.0
1,16600,0.010704386887126063,0.0017528584612618598,1.0
1,16700,0.010513237121284526,0.0015617086954203222,4.0
1,16800,0.010897619730427301,0.0019460913045630975,1.0
1,16900,0.010899703604551104,0.0019481751786869003,1.0
1,17000,0.010899703604551104,0.0019481751786869003,1.0
1,17100,0.011187607573149742,0.002236079147285538,1.0
1,17200,0.010702341137123745,0.0017508127112595417,1.0
1,17300,0.010799961770046832,0.0018484333441826286,2.0
1,17400,0.011187607573149742,0.002236079147285538,2.0
1,17500,0.010702341137123745,0.0017508127112595417,1.0
1,17600,0.010509219451609821,0.0015576910257456174,1.0
1,17700,0.010509219451609821,0.0015576910257456174,1.0
1,17800,0.010798929663608563,0.0018474012377443592,1.0
1,17900,0.010605771068220906,0.0016542426423567028,2.0
1,18000,0.010702341137123745,0.0017508127112595417,1.0
1,18100,0.010799961770046832,0.0018484333441826286,1.0
1,18200,0.010704386887126063,0.0017528584612618598,1.0
1,18300,0.010802026574897237,0.0018504981490330332,1.0
1,18400,0.010899703604551104,0.0019481751786869003,1.0
1,18500,0.010998469778117827,0.002046941352253624,1.0
1,18600,0.010708480734295821,0.001756952308431618,1.0
1,18700,0.011191888272431606,0.002240359846567402,1.0
1,18800,0.011095169775227164,0.0021436413493629604,1.0
1,18900,0.010901788275796118,0.001950259849931914,1.0
1,19000,0.010997417997513628,0.0020458895716494244,1.0
1,19100,0.010899703604551104,0.0019481751786869003,1.0
1,19200,0.010997417997513628,0.0020458895716494244,1.0
1,19300,0.010901788275796118,0.001950259849931914,2.0
1,19400,0.010901788275796118,0.001950259849931914,1.0
1,19500,0.011095169775227164,0.0021436413493629604,1.0
1,19600,0.010996366418053165,0.002044837992188962,1.0
1,19700,0.010899703604551104,0.0019481751786869003,1.0
1,19800,0.010901788275796118,0.001950259849931914,1.0
1,19900,0.011097292643260308,0.0021457642173961042,1.0
1,20000,0.011096231107709967,0.002144702681845764,1.0
1,20100,0.011192958959150482,0.002241430533286279,1.0
1,20200,0.011192958959150482,0.002241430533286279,2.0
1,20300,0.011097292643260308,0.0021457642173961042,1.0
1,20400,0.010997417997513628,0.0020458895716494244,1.0
1,20500,0.010998469778117827,0.002046941352253624,1.0
1,20600,0.010998469778117827,0.002046941352253624,1.0
1,20700,0.011095169775227164,0.0021436413493629604,1.0
1,20800,0.011096231107709967,0.002144702681845764,1.0
1,20900,0.011096231107709967,0.002144702681845764,1.0
1,21000,0.011194029850746268,0.0022425014248820645,1.0
1,21100,0.011095169775227164,0.0021436413493629604,1.0
1,21200,0.011096231107709967,0.002144702681845764,1.0
1,21300,0.010997417997513628,0.0020458895716494244,1.0
1,21400,0.010897619730427301,0.0019460913045630975,1.0
1,21500,0.010899703604551104,0.0019481751786869003,1.0
1,21600,0.010802026574897237,0.0018504981490330332,1.0
1,21700,0.011189747513389442,0.0022382190875252384,1.0
1,21800,0.010899703604551104,0.0019481751786869003,1.0
1,21900,0.010901788275796118,0.001950259849931914,1.0
1,22000,0.011095169775227164,0.0021436413493629604,1.0
1,22100,0.011093047719231136,0.002141519293366933,1.0
1,22200,0.011095169775227164,0.0021436413493629604,1.0
1,22300,0.010997417997513628,0.0020458895716494244,1.0
1,22400,0.010899703604551104,0.0019481751786869003,1.0
1,22500,0.010802026574897237,0.0018504981490330332,1.0
1,22600,0.010703363914373088,0.0017518354885088846,1.0
1,22700,0.010802026574897237,0.0018504981490330332,1.0
1,22800,0.010704386887126063,0.0017528584612618598,2.0
1,22900,0.010800994073790862,0.0018494656479266583,1.0
1,23000,0.010897619730427301,0.0019460913045630975,1.0
1,23100,0.010802026574897237,0.0018504981490330332,1.0
1,23200,0.010606784519827998,0.0016552560939637941,1.0
1,23300,0.010704386887126063,0.0017528584612618598,1.0
1,23400,0.011187607573149742,0.002236079147285538,1.0
1,23500,0.010704386887126063,0.0017528584612618598,1.0
1,23600,0.010703363914373088,0.0017518354885088846,1.0
1,23700,0.010704386887126063,0.0017528584612618598,1.0
1,23800,0.010702341137123745,0.0017508127112595417,1.0
1,23900,0.010702341137123745,0.0017508127112595417,1.0
1,24000,0.010702341137123745,0.0017508127112595417,1.0
1,24100,0.01089345437171524,0.001941925945851037,1.0
1,24200,0.010505204851494605,0.001553676425630401,1.0
1,24300,0.01050721176807718,0.0015556833422129771,1.0
1,24400,0.01040970298920829,0.0014581745633440862,1.0
1,24500,0.010506208213944603,0.0015546797880803993,1.0
1,24600,0.01040970298920829,0.0014581745633440862,1.0
1,24700,0.01050721176807718,0.0015556833422129771,1.0
1,24800,0.010700296168911818,0.0017487677430476148,1.0
1,24900,0.01031617155411214,0.001364643128247937,1.0
1,25000,0.010799961770046832,0.0018484333441826286,1.0
1,25100,0.010704386887126063,0.0017528584612618598,1.0
1,25200,0.010799961770046832,0.0018484333441826286,1.0
1,25300,0.010509219451609821,0.0015576910257456174,1.0
1,25400,0.010992162110495125,0.0020406336846309214,1.0
1,25500,0.01060475781026082,0.001653229384396616,1.0
1,25600,0.010702341137123745,0.0017508127112595417,1.0
1,25700,0.010704386887126063,0.0017528584612618598,2.0
1,25800,0.010702341137123745,0.0017508127112595417,1.0
1,25900,0.010897619730427301,0.0019460913045630975,1.0
1,26000,0.010703363914373088,0.0017518354885088846,1.0
1,26100,0.010702341137123745,0.0017508127112595417,1.0
1,26200,0.010897619730427301,0.0019460913045630975,1.0
1,26300,0.010800994073790862,0.0018494656479266583,1.0
1,26400,0.010899703604551104,0.0019481751786869003,1.0
1,26500,0.010899703604551104,0.0019481751786869003,1.0
1,26600,0.010899703604551104,0.0019481751786869003,1.0
1,26700,0.010897619730427301,0.0019460913045630975,1.0
1,26800,0.010899703604551104,0.0019481751786869003,1.0
1,26900,0.010704386887126063,0.0017528584612618598,1.0
1,27000,0.010702341137123745,0.0017508127112595417,1.0
1,27100,0.010702341137123745,0.0017508127112595417,1.0
1,27200,0.010509219451609821,0.0015576910257456174,1.0
1,27300,0.01040970298920829,0.0014581745633440862,1.0
1,27400,0.01031223145230593,0.0013607030264417268,1.0
1,27500,0.010505204851494605,0.001553676425630401,1.0
1,27600,0.010310262529832935,0.0013587341039687315,1.0
1,27700,0.010117400019089434,0.00116587159322523,1.0
1,27800,0.010406721405384763,0.0014551929795205594,1.0
1,27900,0.010310262529832935,0.0013587341039687315,1.0
1,28000,0.010310262529832935,0.0013587341039687315,1.0
1,28100,0.010115469033304705,0.0011639406074405011,1.0
1,28200,0.01002004008016032,0.0010685116542961167,1.0
1,28300,0.010310262529832935,0.0013587341039687315,1.0
1,28400,0.010117400019089434,0.00116587159322523,1.0
1,28500,0.010115469033304705,0.0011639406074405011,1.0
1,28600,0.01001717229536348,0.0010656438694992762,1.0
1,28700,0.009824494467760396,0.0008729660418961924,1.0
1,28800,0.009823557463042441,0.0008720290371782378,1.0
1,28900,0.010115469033304705,0.0011639406074405011,1.0
1,29000,0.010212847189080844,0.00126131876321664,1.0
1,29100,0.010115469033304705,0.0011639406074405011,1.0
1,29200,0.010115469033304705,0.0011639406074405011,1.0
1,29300,0.010115469033304705,0.0011639406074405011,2.0
1,29400,0.010117400019089434,0.00116587159322523,1.0
1,29500,0.00992271729796775,0.0009711888721035469,1.0
1,29600,0.010212847189080844,0.00126131876321664,1.0
1,29700,0.009920824191548222,0.0009692957656840182,1.0
1,29800,0.009920824191548222,0.0009692957656840182,1.0
1,29900,0.00992271729796775,0.0009711888721035469,1.0
1,30000,0.00992271729796775,0.0009711888721035469,1.0
1,30100,0.010310262529832935,0.0013587341039687315,1.0
1,30200,0.010310262529832935,0.0013587341039687315,1.0
1,30300,0.010215772388772198,0.0012642439629079946,1.0
1,30400,0.01031223145230593,0.0013607030264417268,1.0
1,30500,0.010505204851494605,0.001553676425630401,1.0
1,30600,0.01031223145230593,0.0013607030264417268,1.0
1,30700,0.01050721176807718,0.0015556833422129771,1.0
1,30800,0.01050721176807718,0.0015556833422129771,2.0
1,30900,0.0106027318750597,0.0016512034491954972,1.0
1,31000,0.01050721176807718,0.0015556833422129771,1.0
1,31100,0.01050721176807718,0.0015556833422129771,1.0
1,31200,0.010796866042423085,0.001845337616558881,1.0
1,31300,0.010703363914373088,0.0017518354885088846,1.0
1,31400,0.010799961770046832,0.0018484333441826286,2.0
1,31500,0.010704386887126063,0.0017528584612618598,1.0
1,31600,0.010702341137123745,0.0017508127112595417,1.0
1,31700,0.01050721176807718,0.0015556833422129771,2.0
1,31800,0.01050721176807718,0.0015556833422129771,1.0
1,31900,0.01021674782774754,0.001265219401883337,1.0
1,32000,0.01040970298920829,0.0014581745633440862,2.0
1,32100,0.01050721176807718,0.0015556833422129771,1.0
1,32200,0.010408708938120704,0.0014571805122565,1.0
1,32300,0.010407715076864318,0.0014561866510001149,1.0
1,32400,0.010406721405384763,0.0014551929795205594,1.0
1,32500,0.010310262529832935,0.0013587341039687315,1.0
1,32600,0.010310262529832935,0.0013587341039687315,2.0
1,32700,0.010213822069492173,0.0012622936436279698,1.0
1,32800,0.010597670421997326,0.0016461419961331224,2.0
1,32900,0.010211872494750907,0.0012603440688867037,1.0
1,33000,0.010115469033304705,0.0011639406074405011,1.0
1,33100,0.010019083969465648,0.0010675555436014447,1.0
1,33200,0.010019083969465648,0.0010675555436014447,1.0
1,33300,0.010115469033304705,0.0011639406074405011,1.0
1,33400,0.010117400019089434,0.00116587159322523,1.0
1,33500,0.010310262529832935,0.0013587341039687315,1.0
1,33600,0.010407715076864318,0.0014561866510001149,2.0
1,33700,0.010505204851494605,0.001553676425630401,1.0
1,33800,0.010505204851494605,0.001553676425630401,1.0
1,33900,0.010505204851494605,0.001553676425630401,1.0
1,34000,0.01050721176807718,0.0015556833422129771,1.0
1,34100,0.01099006116207951,0.0020385327362153066,1.0
1,34200,0.010605771068220906,0.0016542426423567028,1.0
1,34300,0.01050721176807718,0.0015556833422129771,1.0
1,34400,0.01060475781026082,0.001653229384396616,1.0
1,34500,0.01050721176807718,0.0015556833422129771,1.0
1,34600,0.010410697230181471,0.0014591688043172676,1.0
1,34700,0.010410697230181471,0.0014591688043172676,1.0
1,34800,0.010505204851494605,0.001553676425630401,1.0
1,34900,0.010410697230181471,0.0014591688043172676,1.0
1,35000,0.010314201126921975,0.0013626727010577714,1.0
1,35100,0.010314201126921975,0.0013626727010577714,1.0
1,35200,0.010702341137123745,0.0017508127112595417,1.0
1,35300,0.010702341137123745,0.0017508127112595417,1.0
1,35400,0.010509219451609821,0.0015576910257456174,1.0
1,35500,0.010605771068220906,0.0016542426423567028,1.0
1,35600,0.01060475781026082,0.001653229384396616,1.0
1,35700,0.01050721176807718,0.0015556833422129771,1.0
1,35800,0.010314201126921975,0.0013626727010577714,1.0
1,35900,0.01050721176807718,0.0015556833422129771,1.0
1,36000,0.01060475781026082,0.001653229384396616,1.0
1,36100,0.01050721176807718,0.0015556833422129771,1.0
1,36200,0.01060475781026082,0.001653229384396616,2.0
1,36300,0.010992162110495125,0.0020406336846309214,1.0
1,36400,0.01060475781026082,0.001653229384396616,1.0
1,36500,0.010509219451609821,0.0015576910257456174,2.0
1,36600,0.010992162110495125,0.0020406336846309214,1.0
1,36700,0.010605771068220906,0.0016542426423567028,1.0
1,36800,0.010702341137123745,0.0017508127112595417,1.0
1,36900,0.01060475781026082,0.001653229384396616,1.0
1,37000,0.010897619730427301,0.0019460913045630975,1.0
1,37100,0.010702341137123745,0.0017508127112595417,1.0
1,37200,0.010509219451609821,0.0015576910257456174,1.0
1,37300,0.010702341137123745,0.0017508127112595417,1.0
1,37400,0.010702341137123745,0.0017508127112595417,2.0
1,37500,0.010704386887126063,0.0017528584612618598,1.0
1,37600,0.010703363914373088,0.0017518354885088846,1.0
1,37700,0.010799961770046832,0.0018484333441826286,1.0
1,37800,0.010704386887126063,0.0017528584612618598,1.0
1,37900,0.010800994073790862,0.0018494656479266583,1.0
1,38000,0.010704386887126063,0.0017528584612618598,1.0
1,38100,0.010897619730427301,0.0019460913045630975,1.0
1,38200,0.010510223581119816,0.0015586951552556128,1.0
1,38300,0.010702341137123745,0.0017508127112595417,1.0
1,38400,0.010704386887126063,0.0017528584612618598,1.0
1,38500,0.010513237121284526,0.0015617086954203222,2.0
1,38600,0.010702341137123745,0.0017508127112595417,1.0
1,38700,0.010800994073790862,0.0018494656479266583,2.0
1,38800,0.010802026574897237,0.0018504981490330332,1.0
1,38900,0.010412686282002292,0.0014611578561380886,1.0
1,39000,0.010509219451609821,0.0015576910257456174,1.0
1,39100,0.010702341137123745,0.0017508127112595417,1.0
1,39200,0.01050721176807718,0.0015556833422129771,1.0
1,39300,0.01050721176807718,0.0015556833422129771,1.0
1,39400,0.010797897754419493,0.0018463693285552894,3.0
1,39500,0.01060475781026082,0.001653229384396616,1.0
1,39600,0.01050721176807718,0.0015556833422129771,1.0
1,39700,0.010410697230181471,0.0014591688043172676,1.0
1,39800,0.010410697230181471,0.0014591688043172676,2.0
1,39900,0.01050721176807718,0.0015556833422129771,1.0
1,40000,0.010508215513947268,0.0015566870880830645,1.0
1,40100,0.010605771068220906,0.0016542426423567028,1.0
1,40200,0.010704386887126063,0.0017528584612618598,1.0
1,40300,0.010605771068220906,0.0016542426423567028,1.0
1,40400,0.010318142734307825,0.0013666143084436217,2.0
1,40500,0.010509219451609821,0.0015576910257456174,1.0
1,40600,0.010413681092958822,0.0014621526670946187,1.0
1,40700,0.010607798165137615,0.0016562697392734117,1.0
1,40800,0.010704386887126063,0.0017528584612618598,1.0
1,40900,0.010318142734307825,0.0013666143084436217,2.0
1,41000,0.010802026574897237,0.0018504981490330332,1.0
1,41100,0.010803059273422563,0.001851530847558359,1.0
1,41200,0.010901788275796118,0.001950259849931914,1.0
1,41300,0.010999521759923482,0.002047993334059278,2.0
1,41400,0.010999521759923482,0.002047993334059278,1.0
1,41500,0.010901788275796118,0.001950259849931914,1.0
1,41600,0.011289705319556066,0.0023381768936918627,1.0
1,41700,0.010998469778117827,0.002046941352253624,1.0
1,41800,0.010804092169423463,0.001852563743559259,1.0
1,41900,0.010998469778117827,0.002046941352253624,1.0
1,42000,0.010901788275796118,0.001950259849931914,1.0
1,42100,0.010708480734295821,0.001756952308431618,1.0
1,42200,0.010706433419367173,0.001754904993502969,1.0
1,42300,0.01051122790253225,0.0015596994766680465,1.0
1,42400,0.010704386887126063,0.0017528584612618598,1.0
1,42500,0.010704386887126063,0.0017528584612618598,1.0
1,42600,0.010706433419367173,0.001754904993502969,1.0
1,42700,0.010704386887126063,0.0017528584612618598,1.0
1,42800,0.010704386887126063,0.0017528584612618598,1.0
1,42900,0.010704386887126063,0.0017528584612618598,1.0
1,43000,0.01070541005543873,0.0017538816295745267,1.0
1,43100,0.010608812004205295,0.001657283578341091,1.0
1,43200,0.010802026574897237,0.0018504981490330332,1.0
1,43300,0.01070541005543873,0.0017538816295745267,1.0
1,43400,0.010513237121284526,0.0015617086954203222,2.0
1,43500,0.010899703604551104,0.0019481751786869003,1.0
1,43600,0.010704386887126063,0.0017528584612618598,2.0
1,43700,0.010606784519827998,0.0016552560939637941,1.0
1,43800,0.010509219451609821,0.0015576910257456174,1.0
1,43900,0.01041169166109466,0.001460163235230457,2.0
1,44000,0.010314201126921975,0.0013626727010577714,1.0
1,44100,0.010313216195569137,0.0013616877697049338,1.0
1,44200,0.010214797136038185,0.0012632687101739818,1.0
1,44300,0.010020996373353694,0.0010694679474894907,1.0
1,44400,0.010115469033304705,0.0011639406074405011,1.0
1,44500,0.010115469033304705,0.0011639406074405011,1.0
1,44600,0.010115469033304705,0.0011639406074405011,1.0
1,44700,0.00992271729796775,0.0009711888721035469,1.0
1,44800,0.009535615523982074,0.0005840870981178702,1.0
1,44900,0.009724473257698542,0.0007729448318343386,1.0
1,45000,0.009724473257698542,0.0007729448318343386,1.0
1,45100,0.009533797311469158,0.0005822688856049543,1.0
1,45200,0.009920824191548222,0.0009692957656840182,2.0
1,45300,0.00992271729796775,0.0009711888721035469,1.0
1,45400,0.010209923664122137,0.0012583952382579332,2.0
1,45500,0.009726327834461715,0.0007747994085975114,1.0
1,45600,0.01001526135062953,0.0010637329247653263,1.0
1,45700,0.00962913528458385,0.0006776068587196465,1.0
1,45800,0.009531979792202841,0.0005804513663386374,1.0
1,45900,0.009528346831824679,0.0005768184059604751,1.0
1,46000,0.009528346831824679,0.0005768184059604751,1.0
1,46100,0.009336000762122511,0.00038447233625830794,1.0
1,46200,0.009336000762122511,0.00038447233625830794,1.0
1,46300,0.009531979792202841,0.0005804513663386374,1.0
1,46400,0.009820747520976354,0.00086921909511215,1.0
1,46500,0.009530162965786714,0.000578634539922511,1.0
1,46600,0.009531071292413268,0.000579542866549064,1.0
1,46700,0.009624547360396416,0.000673018934532213,1.0
1,46800,0.009337779895188185,0.00038625146932398137,1.0
1,46900,0.009531979792202841,0.0005804513663386374,1.0
1,47000,0.009726327834461715,0.0007747994085975114,1.0
1,47100,0.009726327834461715,0.0007747994085975114,1.0
1,47200,0.009531979792202841,0.0005804513663386374,1.0
1,47300,0.009531979792202841,0.0005804513663386374,1.0
1,47400,0.009435760579489135,0.0004842321536249316,1.0
1,47500,0.009530162965786714,0.000578634539922511,1.0
1,47600,0.009530162965786714,0.000578634539922511,1.0
1,47700,0.009820747520976354,0.00086921909511215,2.0
1,47800,0.009530162965786714,0.000578634539922511,1.0
1,47900,0.009531979792202841,0.0005804513663386374,1.0
1,48000,0.009724473257698542,0.0007729448318343386,1.0
1,48100,0.009726327834461715,0.0007747994085975114,1.0
1,48200,0.009724473257698542,0.0007729448318343386,1.0
1,48300,0.009531979792202841,0.0005804513663386374,2.0
1,48400,0.009531979792202841,0.0005804513663386374,1.0
1,48500,0.00962913528458385,0.0006776068587196465,1.0
1,48600,0.009531979792202841,0.0005804513663386374,1.0
1,48700,0.009531979792202841,0.0005804513663386374,1.0
1,48800,0.009341340196358783,0.0003898117704945799,1.0
1,48900,0.009821683989701535,0.0008701555638373319,2.0
1,49000,0.009630053394355454,0.0006785249684912505,1.0
1,49100,0.009533797311469158,0.0005822688856049543,1.0
1,49200,0.009726327834461715,0.0007747994085975114,1.0
1,49300,0.009726327834461715,0.0007747994085975114,1.0
1,49400,0.009726327834461715,0.0007747994085975114,1.0
1,49500,0.00962913528458385,0.0006776068587196465,1.0
1,49600,0.009724473257698542,0.0007729448318343386,1.0
1,49700,0.009531979792202841,0.0005804513663386374,1.0
1,49800,0.009530162965786714,0.000578634539922511,2.0
1,49900,0.009337779895188185,0.00038625146932398137,1.0
1,50000,0.009337779895188185,0.00038625146932398137,1.0
