party,role,aggressor,symbol,K,count,mean,std,median,t_like
Mark 14,buyer,sell_aggr,VELVETFRUIT_EXTRACT,20,316,-0.23734177215189872,4.053491290424975,0.0,-1.0408507940846596
Mark 14,buyer,sell_aggr,VELVETFRUIT_EXTRACT,100,311,-1.2620578778135048,8.653153868995416,-2.0,-2.5720833627849746
Mark 14,buyer,sell_aggr,VEV_4000,5,232,-0.16379310344827586,2.2280928327370524,0.0,-1.11971197414291
Mark 14,buyer,sell_aggr,VEV_4000,20,232,-0.1788793103448276,4.4737456868064625,0.0,-0.6090217622036761
Mark 14,buyer,sell_aggr,VEV_4000,100,231,-0.10606060606060606,9.026085750696126,-1.0,-0.17859144009621197
Mark 14,buyer,sell_aggr,VEV_5200,5,33,-0.24242424242424243,0.9772507044734936,-0.5,-1.4250399014935364
Mark 14,buyer,sell_aggr,VEV_5200,20,33,0.015151515151515152,3.3622092078833754,-0.5,0.025887392067578716
Mark 14,buyer,sell_aggr,VEV_5200,100,33,-0.09090909090909091,6.362063523160333,0.5,-0.08208546896230998
Mark 14,buyer,sell_aggr,VEV_5300,5,28,-0.4642857142857143,0.8916128896407594,0.0,
Mark 14,buyer,sell_aggr,VEV_5300,20,28,-0.25,1.6015039228221748,-0.5,
Mark 14,buyer,sell_aggr,VEV_5300,100,28,0.7142857142857143,3.1488639086730816,0.75,
Mark 14,buyer,sell_aggr,VEV_5400,5,12,-0.4166666666666667,0.4174235549683609,-0.5,
Mark 14,buyer,sell_aggr,VEV_5400,20,12,-0.4166666666666667,1.0187633620614691,-0.25,
Mark 14,buyer,sell_aggr,VEV_5400,100,12,-1.0,2.23606797749979,-0.75,
Mark 14,buyer,sell_aggr,VEV_5500,5,7,-0.2857142857142857,0.4879500364742666,0.0,
Mark 14,buyer,sell_aggr,VEV_5500,20,7,-0.42857142857142855,0.5345224838248488,0.0,
Mark 14,buyer,sell_aggr,VEV_5500,100,7,-0.5714285714285714,0.6725927091345493,-0.5,
Mark 14,seller,buy_aggr,HYDROGEL_PACK,5,507,-0.17159763313609466,4.186032441420729,0.0,-0.9230233405265964
Mark 14,seller,buy_aggr,HYDROGEL_PACK,20,507,-0.3530571992110454,8.580219318873082,0.0,-0.9265111759605584
Mark 14,seller,buy_aggr,HYDROGEL_PACK,100,505,-0.49504950495049505,18.327013933799673,0.0,-0.6070194537648558
Mark 14,seller,buy_aggr,VELVETFRUIT_EXTRACT,5,331,0.26132930513595165,2.209240247238266,0.0,2.152083729595676
Mark 14,seller,buy_aggr,VELVETFRUIT_EXTRACT,20,331,0.5755287009063444,3.8585253041361036,0.5,2.7136862269323334
Mark 14,seller,buy_aggr,VELVETFRUIT_EXTRACT,100,328,1.0975609756097562,8.955270781328323,1.0,2.219662049178568
Mark 14,seller,buy_aggr,VEV_4000,5,207,0.13043478260869565,2.21532423372559,0.0,0.8471128956800557
Mark 14,seller,buy_aggr,VEV_4000,20,205,0.2146341463414634,4.0837171273582715,0.0,0.7525235479185437
Mark 14,seller,buy_aggr,VEV_4000,100,203,-0.4064039408866995,8.775450025095846,0.0,-0.6598367987699898
Mark 22,buyer,buy_aggr,VELVETFRUIT_EXTRACT,5,6,2.6666666666666665,1.888562063228706,2.5,
Mark 22,buyer,buy_aggr,VELVETFRUIT_EXTRACT,20,6,3.5,4.9396356140913875,3.5,
Mark 22,buyer,buy_aggr,VELVETFRUIT_EXTRACT,100,6,7.166666666666667,10.395511852076678,5.5,
Mark 22,buyer,sell_aggr,HYDROGEL_PACK,5,11,-2.6818181818181817,3.2192602199319587,-2.0,
Mark 22,buyer,sell_aggr,HYDROGEL_PACK,20,11,-5.863636363636363,8.019011501085744,-3.0,
Mark 22,buyer,sell_aggr,HYDROGEL_PACK,100,11,-13.090909090909092,16.356677813385858,-13.0,
Mark 22,buyer,sell_aggr,VELVETFRUIT_EXTRACT,5,19,-1.368421052631579,2.7174441896709878,-1.0,
Mark 22,buyer,sell_aggr,VELVETFRUIT_EXTRACT,20,19,0.39473684210526316,3.846278675437183,0.5,
Mark 22,buyer,sell_aggr,VELVETFRUIT_EXTRACT,100,19,0.631578947368421,9.93428701415115,2.0,
Mark 22,buyer,sell_aggr,VEV_4000,5,1,-1.5,,-1.5,
Mark 22,buyer,sell_aggr,VEV_4000,20,1,1.0,,1.0,
Mark 22,buyer,sell_aggr,VEV_4000,100,1,12.0,,12.0,
Mark 22,buyer,sell_aggr,VEV_4500,5,1,0.0,,0.0,
Mark 22,buyer,sell_aggr,VEV_4500,20,1,3.0,,3.0,
Mark 22,buyer,sell_aggr,VEV_4500,100,1,13.0,,13.0,
Mark 22,buyer,sell_aggr,VEV_5000,5,1,2.5,,2.5,
Mark 22,buyer,sell_aggr,VEV_5000,20,1,5.5,,5.5,
Mark 22,buyer,sell_aggr,VEV_5000,100,1,15.5,,15.5,
Mark 22,buyer,sell_aggr,VEV_5100,5,1,2.5,,2.5,
Mark 22,buyer,sell_aggr,VEV_5100,20,1,4.5,,4.5,
Mark 22,buyer,sell_aggr,VEV_5100,100,1,13.5,,13.5,
Mark 22,buyer,sell_aggr,VEV_5200,5,1,2.0,,2.0,
Mark 22,buyer,sell_aggr,VEV_5200,20,1,3.5,,3.5,
Mark 22,buyer,sell_aggr,VEV_5200,100,1,10.0,,10.0,
Mark 22,buyer,sell_aggr,VEV_5300,5,1,0.5,,0.5,
Mark 22,buyer,sell_aggr,VEV_5300,20,1,1.5,,1.5,
Mark 22,buyer,sell_aggr,VEV_5300,100,1,5.5,,5.5,
Mark 22,seller,buy_aggr,HYDROGEL_PACK,5,8,3.1875,5.43097925923914,3.5,
Mark 22,seller,buy_aggr,HYDROGEL_PACK,20,8,1.3125,5.2775636965771024,1.5,
Mark 22,seller,buy_aggr,HYDROGEL_PACK,100,7,-4.428571428571429,21.23367720436212,1.0,
Mark 22,seller,buy_aggr,VELVETFRUIT_EXTRACT,5,90,2.022222222222222,1.8676896608279294,2.0,10.27177312910027
Mark 22,seller,buy_aggr,VELVETFRUIT_EXTRACT,20,90,2.022222222222222,4.103924615954003,1.5,4.6746678525877785
Mark 22,seller,buy_aggr,VELVETFRUIT_EXTRACT,100,90,0.9111111111111111,9.784641076644126,0.75,0.8833802763003036
Mark 22,seller,buy_aggr,VEV_4000,5,2,4.75,1.0606601717798212,4.75,
Mark 22,seller,buy_aggr,VEV_4000,20,2,5.0,7.7781745930520225,5.0,
Mark 22,seller,buy_aggr,VEV_4000,100,2,15.5,12.727922061357855,15.5,
Mark 22,seller,buy_aggr,VEV_4500,5,2,3.0,0.7071067811865476,3.0,
Mark 22,seller,buy_aggr,VEV_4500,20,2,3.75,7.424621202458749,3.75,
Mark 22,seller,buy_aggr,VEV_4500,100,2,13.5,12.727922061357855,13.5,
Mark 22,seller,buy_aggr,VEV_5000,5,2,0.75,0.3535533905932738,0.75,
Mark 22,seller,buy_aggr,VEV_5000,20,2,1.5,7.7781745930520225,1.5,
Mark 22,seller,buy_aggr,VEV_5000,100,2,11.0,12.727922061357855,11.0,
Mark 22,seller,buy_aggr,VEV_5100,5,2,0.25,0.3535533905932738,0.25,
Mark 22,seller,buy_aggr,VEV_5100,20,2,1.0,6.363961030678928,1.0,
Mark 22,seller,buy_aggr,VEV_5100,100,2,9.25,10.960155108391486,9.25,
Mark 22,seller,buy_aggr,VEV_5200,5,2,0.25,0.3535533905932738,0.25,
Mark 22,seller,buy_aggr,VEV_5200,20,2,0.25,4.596194077712559,0.25,
Mark 22,seller,buy_aggr,VEV_5200,100,2,6.5,7.7781745930520225,6.5,
Mark 22,seller,buy_aggr,VEV_5300,5,1,0.5,,0.5,
Mark 22,seller,buy_aggr,VEV_5300,20,1,2.5,,2.5,
Mark 22,seller,buy_aggr,VEV_5300,100,1,8.0,,8.0,
Mark 22,seller,mid_unknown,VEV_5300,5,2,0.25,1.0606601717798212,0.25,
Mark 22,seller,mid_unknown,VEV_5300,20,2,0.25,0.3535533905932738,0.25,
Mark 22,seller,mid_unknown,VEV_5300,100,2,-0.25,2.4748737341529163,-0.25,
Mark 22,seller,mid_unknown,VEV_5400,5,1,0.0,,0.0,
Mark 22,seller,mid_unknown,VEV_5400,20,1,0.5,,0.5,
Mark 22,seller,mid_unknown,VEV_5400,100,1,0.5,,0.5,
Mark 22,seller,sell_aggr,VELVETFRUIT_EXTRACT,5,11,-2.3636363636363638,2.9418608829354005,-2.5,
Mark 22,seller,sell_aggr,VELVETFRUIT_EXTRACT,20,11,-3.090909090909091,5.300085762599422,-6.0,
Mark 22,seller,sell_aggr,VELVETFRUIT_EXTRACT,100,10,-4.35,4.378292411939207,-5.25,
Mark 22,seller,sell_aggr,VEV_5200,5,44,-0.22727272727272727,1.0026392233810508,-0.5,-1.5035884171727647
Mark 22,seller,sell_aggr,VEV_5200,20,44,0.22727272727272727,3.348818857126129,-0.25,0.450175655120259
Mark 22,seller,sell_aggr,VEV_5200,100,44,0.625,6.260920691637672,0.5,0.6621679449600956
Mark 22,seller,sell_aggr,VEV_5300,5,160,-0.203125,0.7756046028744287,0.0,-3.31270674429054
Mark 22,seller,sell_aggr,VEV_5300,20,160,-0.14375,1.642964321282203,0.0,-1.106724979373729
Mark 22,seller,sell_aggr,VEV_5300,100,159,0.14779874213836477,3.224978392195054,0.0,0.5778864227247923
Mark 22,seller,sell_aggr,VEV_5400,5,275,-0.03090909090909091,0.3891187532285407,0.0,-1.317256702504151
Mark 22,seller,sell_aggr,VEV_5400,20,275,0.02,0.7903154687502865,0.0,0.41965834169111416
Mark 22,seller,sell_aggr,VEV_5400,100,272,-0.04044117647058824,1.5107916195029132,0.0,-0.4414725103267947
Mark 22,seller,sell_aggr,VEV_5500,5,306,-0.026143790849673203,0.23809937086003188,0.0,-1.9207508138073495
Mark 22,seller,sell_aggr,VEV_5500,20,306,0.014705882352941176,0.4214876990189641,0.0,0.6103330614436565
Mark 22,seller,sell_aggr,VEV_5500,100,304,-0.03618421052631579,0.7154632778333826,0.0,-0.8817968548143893
Mark 22,seller,sell_aggr,VEV_6000,5,317,0.0,0.0,0.0,
Mark 22,seller,sell_aggr,VEV_6000,20,317,0.0,0.0,0.0,
Mark 22,seller,sell_aggr,VEV_6000,100,314,0.0,0.0,0.0,
Mark 22,seller,sell_aggr,VEV_6500,5,317,0.0,0.0,0.0,
Mark 22,seller,sell_aggr,VEV_6500,20,317,0.0,0.0,0.0,
Mark 22,seller,sell_aggr,VEV_6500,100,314,0.0,0.0,0.0,
Mark 38,buyer,buy_aggr,HYDROGEL_PACK,5,515,-0.11941747572815534,4.221933147784705,0.0,-0.6418893189317036
Mark 38,buyer,buy_aggr,HYDROGEL_PACK,20,515,-0.3271844660194175,8.537924029095505,0.0,-0.8696490053505328
Mark 38,buyer,buy_aggr,HYDROGEL_PACK,100,512,-0.548828125,18.351603975866393,0.0,-0.6767017673716523
Mark 38,buyer,buy_aggr,VEV_4000,5,209,0.17464114832535885,2.251469176412845,0.0,1.1213823487104244
Mark 38,buyer,buy_aggr,VEV_4000,20,207,0.2608695652173913,4.126585040266911,0.0,0.9095315900169832
Mark 38,buyer,buy_aggr,VEV_4000,100,205,-0.25121951219512195,8.916500510213467,0.0,-0.4033999683045428
Mark 38,buyer,buy_aggr,VEV_4500,5,2,3.0,0.7071067811865476,3.0,
Mark 38,buyer,buy_aggr,VEV_4500,20,2,3.75,7.424621202458749,3.75,
Mark 38,buyer,buy_aggr,VEV_4500,100,2,13.5,12.727922061357855,13.5,
Mark 38,buyer,buy_aggr,VEV_5000,5,2,0.75,0.3535533905932738,0.75,
Mark 38,buyer,buy_aggr,VEV_5000,20,2,1.5,7.7781745930520225,1.5,
Mark 38,buyer,buy_aggr,VEV_5000,100,2,11.0,12.727922061357855,11.0,
Mark 38,buyer,buy_aggr,VEV_5100,5,2,0.25,0.3535533905932738,0.25,
Mark 38,buyer,buy_aggr,VEV_5100,20,2,1.0,6.363961030678928,1.0,
Mark 38,buyer,buy_aggr,VEV_5100,100,2,9.25,10.960155108391486,9.25,
Mark 38,buyer,buy_aggr,VEV_5200,5,2,0.25,0.3535533905932738,0.25,
Mark 38,buyer,buy_aggr,VEV_5200,20,2,0.25,4.596194077712559,0.25,
Mark 38,buyer,buy_aggr,VEV_5200,100,2,6.5,7.7781745930520225,6.5,
Mark 38,buyer,buy_aggr,VEV_5300,5,1,0.5,,0.5,
Mark 38,buyer,buy_aggr,VEV_5300,20,1,2.5,,2.5,
Mark 38,buyer,buy_aggr,VEV_5300,100,1,8.0,,8.0,
Mark 38,seller,sell_aggr,HYDROGEL_PACK,5,507,0.011834319526627219,4.507663433817434,0.0,0.05911474069030011
Mark 38,seller,sell_aggr,HYDROGEL_PACK,20,507,0.10157790927021697,8.713775239711353,0.0,0.262480409954221
Mark 38,seller,sell_aggr,HYDROGEL_PACK,100,505,0.5881188118811881,18.153956274006884,0.0,0.7280135711111924
Mark 38,seller,sell_aggr,VEV_4000,5,233,-0.16952789699570817,2.2250083766489652,0.0,-1.1630208076327437
Mark 38,seller,sell_aggr,VEV_4000,20,233,-0.17381974248927037,4.464761597503228,0.0,-0.5942631335344674
Mark 38,seller,sell_aggr,VEV_4000,100,232,-0.05387931034482758,9.041529127037524,-1.0,-0.0907661960539164
Mark 38,seller,sell_aggr,VEV_4500,5,1,0.0,,0.0,
Mark 38,seller,sell_aggr,VEV_4500,20,1,3.0,,3.0,
Mark 38,seller,sell_aggr,VEV_4500,100,1,13.0,,13.0,
Mark 38,seller,sell_aggr,VEV_5000,5,1,2.5,,2.5,
Mark 38,seller,sell_aggr,VEV_5000,20,1,5.5,,5.5,
Mark 38,seller,sell_aggr,VEV_5000,100,1,15.5,,15.5,
Mark 38,seller,sell_aggr,VEV_5100,5,1,2.5,,2.5,
Mark 38,seller,sell_aggr,VEV_5100,20,1,4.5,,4.5,
Mark 38,seller,sell_aggr,VEV_5100,100,1,13.5,,13.5,
Mark 38,seller,sell_aggr,VEV_5200,5,1,2.0,,2.0,
Mark 38,seller,sell_aggr,VEV_5200,20,1,3.5,,3.5,
Mark 38,seller,sell_aggr,VEV_5200,100,1,10.0,,10.0,
Mark 38,seller,sell_aggr,VEV_5300,5,1,0.5,,0.5,
Mark 38,seller,sell_aggr,VEV_5300,20,1,1.5,,1.5,
Mark 38,seller,sell_aggr,VEV_5300,100,1,5.5,,5.5,
Mark 49,buyer,buy_aggr,VELVETFRUIT_EXTRACT,5,1,3.5,,3.5,
Mark 49,buyer,buy_aggr,VELVETFRUIT_EXTRACT,20,1,1.5,,1.5,
Mark 49,buyer,buy_aggr,VELVETFRUIT_EXTRACT,100,1,6.5,,6.5,
Mark 49,buyer,sell_aggr,VELVETFRUIT_EXTRACT,5,16,-2.15625,2.5994791144894136,-2.25,
Mark 49,buyer,sell_aggr,VELVETFRUIT_EXTRACT,20,16,-2.53125,5.216859687589843,-1.75,
Mark 49,buyer,sell_aggr,VELVETFRUIT_EXTRACT,100,15,-4.5,4.127434346626762,-5.0,
Mark 49,seller,buy_aggr,VELVETFRUIT_EXTRACT,5,104,1.8461538461538463,1.9246446186609107,2.0,9.782143046369294
Mark 49,seller,buy_aggr,VELVETFRUIT_EXTRACT,20,104,1.8317307692307692,3.771772121499361,2.0,4.952595562543103
Mark 49,seller,buy_aggr,VELVETFRUIT_EXTRACT,100,103,1.8398058252427185,9.214548809673108,1.0,2.0263596413523355
Mark 49,seller,sell_aggr,VELVETFRUIT_EXTRACT,5,1,-1.0,,-1.0,
Mark 49,seller,sell_aggr,VELVETFRUIT_EXTRACT,20,1,-2.0,,-2.0,
Mark 49,seller,sell_aggr,VELVETFRUIT_EXTRACT,100,1,-4.0,,-4.0,
Mark 55,buyer,buy_aggr,VELVETFRUIT_EXTRACT,5,598,0.19899665551839466,2.166178039732952,0.0,2.2464782627916815
Mark 55,buyer,buy_aggr,VELVETFRUIT_EXTRACT,20,598,0.4088628762541806,4.033420481655193,0.5,2.4788758254322585
Mark 55,buyer,buy_aggr,VELVETFRUIT_EXTRACT,100,595,0.5310924369747899,9.227865024604355,0.0,1.403871528261288
Mark 55,seller,sell_aggr,VELVETFRUIT_EXTRACT,5,600,0.051666666666666666,2.193250510519044,0.0,0.5770292514940929
Mark 55,seller,sell_aggr,VELVETFRUIT_EXTRACT,20,600,-0.10583333333333333,4.193768647012293,0.0,-0.6181496555078779
Mark 55,seller,sell_aggr,VELVETFRUIT_EXTRACT,100,595,-0.9184873949579831,8.945382029909961,-1.0,-2.5045677882429342
Mark 67,buyer,buy_aggr,VELVETFRUIT_EXTRACT,5,164,1.9603658536585367,1.9273497777890347,2.0,13.025623326257788
Mark 67,buyer,buy_aggr,VELVETFRUIT_EXTRACT,20,164,1.8140243902439024,3.964240265528447,1.5,5.860100681298729
Mark 67,buyer,buy_aggr,VELVETFRUIT_EXTRACT,100,163,1.3711656441717792,9.341859359207215,1.0,1.8739172132743964
Mark 67,buyer,sell_aggr,VELVETFRUIT_EXTRACT,5,1,-0.5,,-0.5,
Mark 67,buyer,sell_aggr,VELVETFRUIT_EXTRACT,20,1,7.0,,7.0,
Mark 67,buyer,sell_aggr,VELVETFRUIT_EXTRACT,100,1,19.0,,19.0,
