participant,role,symbol,day,K,n,mean_fwd,median_fwd,t_stat,frac_pos
Mark 38,U_aggr_buy,VEV_4000,3,5,72,0.5138888888888888,0.25,1.8246377620876153,0.5
Mark 38,U_aggr_buy,VEV_4000,3,20,72,0.2361111111111111,0.0,0.4861168716741469,0.4305555555555556
Mark 38,U_aggr_buy,VEV_4000,3,100,70,-2.0785714285714287,-2.0,-1.7783690943757673,0.4142857142857143
Mark 38,U_aggr_sell,VEV_4000,1,5,91,-0.1813186813186813,0.0,-0.7715982922656892,0.4175824175824176
Mark 38,U_aggr_sell,VEV_4000,1,20,91,0.10989010989010989,0.0,0.24347272973927148,0.4725274725274725
Mark 38,U_aggr_sell,VEV_4000,1,100,90,-0.6444444444444445,-1.0,-0.7446287318078573,0.3888888888888889
Mark 38,U_aggr_sell,VEV_4000,2,5,64,-0.53125,-0.75,-1.7792931725978178,0.40625
Mark 38,U_aggr_sell,VEV_4000,2,20,64,-1.109375,-1.5,-1.8443805251714058,0.390625
Mark 38,U_aggr_sell,VEV_4000,2,100,64,-0.3125,-1.25,-0.2464605397212877,0.46875
Mark 38,U_aggr_sell,VEV_4000,3,5,78,0.14102564102564102,0.0,0.6100605245160033,0.44871794871794873
Mark 38,U_aggr_sell,VEV_4000,3,20,78,0.26282051282051283,0.0,0.5406364315639063,0.46153846153846156
Mark 38,U_aggr_sell,VEV_4000,3,100,78,0.8397435897435898,1.0,0.8196392704262166,0.5128205128205128
Mark 38,U_aggr_sell,HYDROGEL_PACK,1,5,186,0.3172043010752688,0.0,0.9613488257078662,0.4946236559139785
Mark 38,U_aggr_sell,HYDROGEL_PACK,1,20,186,1.0806451612903225,2.0,1.7340460358254943,0.5698924731182796
Mark 38,U_aggr_sell,HYDROGEL_PACK,1,100,186,0.9731182795698925,1.0,0.7149996053546351,0.521505376344086
Mark 38,U_aggr_sell,HYDROGEL_PACK,2,5,146,0.06506849315068493,0.0,0.19048953024285206,0.4657534246575342
Mark 38,U_aggr_sell,HYDROGEL_PACK,2,20,146,-0.2226027397260274,0.0,-0.32208616678834145,0.4657534246575342
Mark 38,U_aggr_sell,HYDROGEL_PACK,2,100,144,-0.6701388888888888,-2.0,-0.472000570700442,0.4375
Mark 38,U_aggr_sell,HYDROGEL_PACK,3,5,175,-0.35714285714285715,-1.0,-0.9825111085366695,0.42857142857142855
Mark 38,U_aggr_sell,HYDROGEL_PACK,3,20,175,-0.6685714285714286,0.0,-0.9639688763234466,0.4514285714285714
Mark 38,U_aggr_sell,HYDROGEL_PACK,3,100,175,1.2142857142857142,0.0,0.8612555150765374,0.4857142857142857
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,1,5,186,0.07526881720430108,0.0,0.4664621965235955,0.46774193548387094
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,1,20,186,0.5672043010752689,0.5,1.8064572475026006,0.521505376344086
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,1,100,186,1.1774193548387097,1.25,1.6093939016372139,0.5376344086021505
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,2,5,218,0.22247706422018348,0.0,1.4731287797172672,0.4541284403669725
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,2,20,218,0.34174311926605505,0.25,1.3219825259231155,0.5
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,2,100,217,0.4400921658986175,0.5,0.73078942594954,0.5023041474654378
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,3,5,194,0.2912371134020619,0.0,1.965823230164794,0.4742268041237113
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,3,20,194,0.3324742268041237,0.5,1.145929251834962,0.5103092783505154
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,3,100,192,0.0078125,-0.75,0.012202001041394664,0.4583333333333333
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,1,5,198,0.2904040404040404,0.5,1.9054249894298725,0.5151515151515151
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,1,20,198,0.20454545454545456,0.0,0.6920536784961858,0.46464646464646464
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,1,100,196,-0.4846938775510204,-1.0,-0.7782972459269348,0.4387755102040816
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,2,5,193,-0.26424870466321243,0.0,-1.6715954296230997,0.38860103626943004
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,2,20,193,-0.5414507772020726,-1.0,-1.9887726336484886,0.37823834196891193
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,2,100,191,-1.4031413612565444,-2.0,-2.3877312507835495,0.4031413612565445
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,3,5,209,0.11722488038277512,0.0,0.766084626081767,0.4258373205741627
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,3,20,209,0.0023923444976076554,0.0,0.007586623450600817,0.4688995215311005
Mark 55,U_aggr_sell,VELVETFRUIT_EXTRACT,3,100,208,-0.8822115384615384,-1.0,-1.2913591265671729,0.46634615384615385
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,1,5,58,2.1982758620689653,2.0,9.624475054826299,0.896551724137931
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,1,20,58,2.0344827586206895,2.0,4.025532574697869,0.6724137931034483
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,1,100,58,3.146551724137931,4.0,2.2874685724731254,0.5862068965517241
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,2,5,61,1.7540983606557377,2.0,7.545165047965763,0.8524590163934426
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,2,20,61,1.4508196721311475,1.0,2.952324503825413,0.6229508196721312
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,2,100,60,1.4916666666666667,2.0,1.5175560998079345,0.5833333333333334
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,3,5,45,1.9333333333333333,2.0,5.681163741400793,0.7333333333333333
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,3,20,45,2.022222222222222,1.5,3.14143488531692,0.6444444444444445
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,3,100,45,-1.0777777777777777,-1.5,-0.7574815859818775,0.4222222222222222
