participant,role,symbol,K,ts_bucket,spread_bucket,burst_ge4,n,mean,median,t_stat,frac_pos,ci_lo,ci_hi
Mark 38,U_aggr_buy,HYDROGEL_PACK,5,2,q2,0,112,-0.4642857142857143,0.0,-1.1662276809467422,0.42857142857142855,-1.2054687499999999,0.26350446428571367
Mark 38,U_aggr_buy,HYDROGEL_PACK,20,2,q2,0,112,-0.44642857142857145,1.0,-0.5946143633591984,0.5446428571428571,-1.9910714285714286,0.9777901785714279
Mark 38,U_aggr_buy,HYDROGEL_PACK,100,2,q2,0,112,-0.96875,-1.25,-0.6060334159460159,0.4642857142857143,-4.0406249999999995,2.1839285714285666
Mark 38,U_aggr_buy,HYDROGEL_PACK,5,3,q3_wide,0,122,-0.06147540983606557,0.0,-0.1432340775570366,0.48360655737704916,-0.930327868852459,0.7787909836065567
Mark 38,U_aggr_buy,HYDROGEL_PACK,20,3,q3_wide,0,122,-0.20491803278688525,0.5,-0.23782085570723374,0.5,-1.7829918032786884,1.4632172131147536
Mark 38,U_aggr_buy,HYDROGEL_PACK,100,3,q3_wide,0,120,-1.6416666666666666,-0.5,-0.9139314521245874,0.49166666666666664,-5.3459375,1.8838541666666637
Mark 38,U_aggr_buy,VEV_4000,5,0,q0_tight,0,27,0.05555555555555555,0.0,0.1292652759565514,0.4444444444444444,-0.7592592592592593,0.8708333333333308
Mark 38,U_aggr_buy,VEV_4000,20,0,q0_tight,0,27,0.3148148148148148,1.0,0.33659939930006955,0.5185185185185185,-1.4819444444444443,2.0185185185185186
Mark 38,U_aggr_buy,VEV_4000,100,0,q0_tight,0,27,0.8148148148148148,3.0,0.4903907692428867,0.6296296296296297,-2.5749999999999997,3.778240740740738
Mark 38,U_aggr_buy,VEV_4000,5,0,q1,0,29,0.25862068965517243,1.0,0.721568539381252,0.5172413793103449,-0.43103448275862066,0.9137931034482759
Mark 38,U_aggr_buy,VEV_4000,20,0,q1,0,29,-0.46551724137931033,0.0,-0.8719079445028303,0.3103448275862069,-1.4655172413793103,0.5862068965517241
Mark 38,U_aggr_buy,VEV_4000,100,0,q1,0,29,0.39655172413793105,-1.0,0.3112353424057676,0.4482758620689655,-1.9310344827586208,2.8624999999999976
Mark 38,U_aggr_buy,VEV_4000,5,1,q1,0,30,0.11666666666666667,0.0,0.30922387763598647,0.4666666666666667,-0.58375,0.85
Mark 38,U_aggr_buy,VEV_4000,20,1,q1,0,30,0.36666666666666664,0.0,0.5234004253998722,0.4666666666666667,-0.9833333333333333,1.7333333333333334
Mark 38,U_aggr_buy,VEV_4000,100,1,q1,0,30,-0.6,-0.5,-0.4060395757488116,0.4666666666666667,-3.4670833333333335,2.283333333333333
Mark 38,U_aggr_buy,VEV_4000,5,1,q2,0,14,0.2857142857142857,0.0,0.4531343077813134,0.42857142857142855,,
Mark 38,U_aggr_buy,VEV_4000,20,1,q2,0,14,-0.5714285714285714,-1.0,-0.6564029531256597,0.2857142857142857,,
Mark 38,U_aggr_buy,VEV_4000,100,1,q2,0,14,-5.464285714285714,-4.5,-2.2927942465461837,0.2857142857142857,,
Mark 38,U_aggr_buy,VEV_4000,5,2,q0_tight,0,10,0.5,0.75,0.5929270612815712,0.6,,
Mark 38,U_aggr_buy,VEV_4000,20,2,q0_tight,0,10,-0.1,-0.25,-0.07514102174784366,0.4,,
Mark 38,U_aggr_buy,VEV_4000,100,2,q0_tight,0,10,-1.75,-1.25,-0.7166776363062765,0.3,,
Mark 38,U_aggr_buy,VEV_4000,5,2,q2,0,31,-0.25806451612903225,0.0,-0.5134468092980086,0.41935483870967744,-1.2741935483870968,0.6774193548387096
Mark 38,U_aggr_buy,VEV_4000,20,2,q2,0,31,0.4838709677419355,1.0,0.7450647689499933,0.6451612903225806,-0.7580645161290323,1.6455645161290302
Mark 38,U_aggr_buy,VEV_4000,100,2,q2,0,31,1.1935483870967742,1.0,0.6587635702211987,0.5161290322580645,-2.2580645161290325,4.7262096774193525
Mark 38,U_aggr_buy,VEV_4000,5,3,q3_wide,0,39,0.32051282051282054,1.0,1.10696148964278,0.5128205128205128,-0.28205128205128205,0.8589743589743589
Mark 38,U_aggr_buy,VEV_4000,20,3,q3_wide,0,37,0.9054054054054054,1.0,1.122616011046786,0.5405405405405406,-0.7027027027027027,2.4057432432432413
Mark 38,U_aggr_buy,VEV_4000,100,3,q3_wide,0,35,0.15714285714285714,0.0,0.10954280739672052,0.4857142857142857,-2.6289285714285713,2.8860714285714266
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,5,0,q0_tight,0,40,0.45,0.25,1.743681015587239,0.5,-0.0125,0.9625
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,20,0,q0_tight,0,40,-0.0625,0.0,-0.1142195088704055,0.475,-1.0878124999999998,0.9375
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,100,0,q0_tight,0,40,-4.1375,-6.0,-3.074348741022799,0.225,-6.575,-1.486250000000007
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,5,0,q1,0,80,0.26875,0.5,1.0603739215809591,0.525,-0.21875,0.7625
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,20,0,q1,0,80,0.4875,1.0,1.0866551370986886,0.55,-0.45,1.368906249999999
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,100,0,q1,0,80,0.2875,-0.25,0.3330889988065792,0.4625,-1.3565625,1.96875
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,5,0,q3_wide,0,29,0.25862068965517243,0.0,0.5793461675768541,0.4482758620689655,-0.569396551724138,1.12112068965517
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,20,0,q3_wide,0,29,1.6551724137931034,0.5,2.144864128746886,0.5862068965517241,0.17198275862068968,3.2413793103448274
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,100,0,q3_wide,0,29,1.2413793103448276,3.5,0.7616869915027442,0.5862068965517241,-1.7939655172413793,4.396982758620687
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,5,1,q0_tight,0,11,0.22727272727272727,1.0,0.39904344223381105,0.6363636363636364,,
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,20,1,q0_tight,0,11,0.9090909090909091,1.5,0.7660642662948693,0.5454545454545454,,
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,100,1,q0_tight,0,11,2.4545454545454546,2.0,0.9240021309110752,0.5454545454545454,,
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,5,1,q1,0,89,0.07303370786516854,0.0,0.31870830864382355,0.43820224719101125,-0.39325842696629215,0.5112359550561798
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,20,1,q1,0,89,-0.1797752808988764,0.0,-0.41671930533372925,0.4157303370786517,-1.011376404494382,0.6460674157303371
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,100,1,q1,0,89,-1.0842696629213484,-1.0,-1.2051527662345913,0.42696629213483145,-2.8655898876404495,0.6015449438202224
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,5,1,q2,0,22,-0.7272727272727273,-1.0,-1.8702199968706517,0.3181818181818182,-1.5,0.0
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,20,1,q2,0,22,0.9772727272727273,1.0,1.184968965123471,0.5909090909090909,-0.5681818181818182,2.5454545454545454
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,100,1,q2,0,22,2.5681818181818183,2.0,2.261788597235393,0.6818181818181818,0.522159090909091,4.840909090909091
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,5,1,q3_wide,0,21,0.14285714285714285,-0.5,0.2904964468870634,0.42857142857142855,-0.7857142857142857,1.0952380952380953
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,20,1,q3_wide,0,21,0.47619047619047616,0.5,0.6108472217815261,0.5714285714285714,-0.9285714285714286,2.048214285714282
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,100,1,q3_wide,0,21,1.0714285714285714,2.5,0.5577917148382527,0.5714285714285714,-2.7142857142857144,4.571428571428571
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,5,2,q0_tight,0,11,-0.36363636363636365,0.0,-0.5163977794943223,0.36363636363636365,,
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,20,2,q0_tight,0,11,1.5454545454545454,1.0,1.5132798313136069,0.7272727272727273,,
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,100,2,q0_tight,0,11,1.6818181818181819,2.0,0.6397784852552788,0.6363636363636364,,
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,5,2,q2,0,103,0.33495145631067963,0.0,1.6136082868509074,0.44660194174757284,-0.06796116504854369,0.7572815533980582
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,20,2,q2,0,103,0.2766990291262136,0.0,0.7429204332068888,0.4854368932038835,-0.4563106796116505,0.9952669902912614
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,100,2,q2,0,103,0.23300970873786409,1.0,0.22080123397928558,0.5048543689320388,-1.854490291262136,2.301213592233008
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,5,2,q3_wide,0,25,-0.1,0.0,-0.25,0.48,-0.9,0.64
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,20,2,q3_wide,0,25,0.02,0.5,0.02173057407973208,0.52,-1.8205,1.68
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,100,2,q3_wide,0,25,-1.46,-1.5,-0.7395431319598448,0.48,-5.1605,2.520499999999997
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,5,3,q2,0,54,-0.1574074074074074,0.0,-0.5535629409370479,0.37037037037037035,-0.6944444444444444,0.37962962962962965
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,20,3,q2,0,54,-0.2962962962962963,0.0,-0.48623205766190886,0.3888888888888889,-1.5094907407407407,0.8243055555555543
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,100,3,q2,0,54,1.5833333333333333,2.0,1.3604866282786707,0.5740740740740741,-0.7222222222222222,3.8613425925925915
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,5,3,q3_wide,0,97,0.4329896907216495,0.5,1.7876302811219782,0.5154639175257731,-0.04136597938144329,0.9228092783505148
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,20,3,q3_wide,0,97,0.9948453608247423,1.0,2.351132123891511,0.5670103092783505,0.12873711340206184,1.8350515463917525
Mark 55,U_aggr_buy,VELVETFRUIT_EXTRACT,100,3,q3_wide,0,94,3.1648936170212765,2.25,3.09484781158054,0.5638297872340425,1.2283244680851064,5.202127659574468
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,5,0,q0_tight,0,41,1.8780487804878048,2.0,6.407495826751925,0.8292682926829268,1.3289634146341465,2.475609756097561
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,20,0,q0_tight,0,41,1.329268292682927,1.0,2.3376083966273145,0.6341463414634146,0.14634146341463414,2.5121951219512195
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,100,0,q0_tight,0,41,1.0121951219512195,1.0,0.8992701042898916,0.5853658536585366,-1.2929878048780488,3.1103658536585335
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,5,1,q0_tight,0,37,1.7027027027027026,1.5,5.003880033130628,0.7567567567567568,1.027027027027027,2.391891891891892
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,20,1,q0_tight,0,37,0.28378378378378377,1.0,0.45827575540227194,0.5405405405405406,-0.918918918918919,1.473310810810809
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,100,1,q0_tight,0,37,-1.864864864864865,-1.5,-1.1967617374836304,0.3783783783783784,-5.013513513513513,1.0135135135135136
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,5,2,q0_tight,0,40,2.225,2.5,6.760535333373096,0.9,1.5875,2.825
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,20,2,q0_tight,0,40,2.25,2.0,3.732100136460895,0.7,1.0375,3.375
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,100,2,q0_tight,0,40,2.15,2.25,1.3876152043157322,0.55,-0.9878125,5.150312499999998
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,5,3,q0_tight,0,44,2.0681818181818183,2.0,7.911478518814609,0.8636363636363636,1.5454545454545454,2.5795454545454546
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,20,3,q0_tight,0,44,3.1818181818181817,2.5,5.031742547962267,0.7045454545454546,1.9431818181818181,4.306818181818182
Mark 67,U_aggr_buy,VELVETFRUIT_EXTRACT,100,3,q0_tight,0,43,3.36046511627907,3.5,2.185553671820144,0.6046511627906976,0.25523255813953494,6.348837209302325
Mark 22,U_aggr_sell,VEV_5300,5,0,q0_tight,1,19,0.0,0.0,0.0,0.21052631578947367,,
Mark 22,U_aggr_sell,VEV_5300,20,0,q0_tight,1,19,-0.15789473684210525,-0.5,-0.38006499197835597,0.3684210526315789,,
Mark 22,U_aggr_sell,VEV_5300,100,0,q0_tight,1,19,0.7105263157894737,1.0,1.0600242026273967,0.5263157894736842,,
Mark 22,U_aggr_sell,VEV_5300,5,0,q1,1,11,-0.5909090909090909,-1.0,-1.9209259048380107,0.18181818181818182,,
Mark 22,U_aggr_sell,VEV_5300,20,0,q1,1,11,-1.0454545454545454,-1.0,-2.437995124014628,0.18181818181818182,,
Mark 22,U_aggr_sell,VEV_5300,100,0,q1,1,11,-1.9090909090909092,-1.0,-1.5959087166320383,0.18181818181818182,,
Mark 22,U_aggr_sell,VEV_5300,5,1,q0_tight,1,13,-0.15384615384615385,-0.5,-1.0754657158757301,0.3076923076923077,,
Mark 22,U_aggr_sell,VEV_5300,20,1,q0_tight,1,13,-0.19230769230769232,-0.5,-0.6048583789091339,0.38461538461538464,,
Mark 22,U_aggr_sell,VEV_5300,100,1,q0_tight,1,13,0.8076923076923077,0.5,1.3821972775546267,0.5384615384615384,,
Mark 22,U_aggr_sell,VEV_5300,5,1,q1,1,15,-0.06666666666666667,0.0,-0.2635885205933399,0.26666666666666666,,
Mark 22,U_aggr_sell,VEV_5300,20,1,q1,1,15,0.43333333333333335,0.5,1.0549350940608104,0.5333333333333333,,
Mark 22,U_aggr_sell,VEV_5300,100,1,q1,1,15,-1.2333333333333334,-1.5,-2.271056240561498,0.26666666666666666,,
Mark 22,U_aggr_sell,VEV_5300,5,1,q2,1,16,-0.09375,0.0,-0.5265048833554398,0.3125,,
Mark 22,U_aggr_sell,VEV_5300,20,1,q2,1,16,0.0625,-0.25,0.16380974172739018,0.4375,,
Mark 22,U_aggr_sell,VEV_5300,100,1,q2,1,16,0.21875,0.0,0.32611683819979337,0.5,,
Mark 22,U_aggr_sell,VEV_5300,5,2,q1,1,10,-0.15,0.0,-1.0,0.2,,
Mark 22,U_aggr_sell,VEV_5300,20,2,q1,1,10,0.25,0.25,0.5731205399256526,0.5,,
Mark 22,U_aggr_sell,VEV_5300,100,2,q1,1,10,1.55,2.0,1.3849778599871878,0.7,,
Mark 22,U_aggr_sell,VEV_5300,5,2,q2,1,18,-0.4722222222222222,-0.25,-2.4112654734458316,0.16666666666666666,,
Mark 22,U_aggr_sell,VEV_5300,20,2,q2,1,18,-0.7777777777777778,-1.0,-1.9219816085929127,0.2777777777777778,,
Mark 22,U_aggr_sell,VEV_5300,100,2,q2,1,18,-1.1666666666666667,-1.5,-1.2196310917650468,0.3333333333333333,,
Mark 22,U_aggr_sell,VEV_5300,5,2,q3_wide,1,14,-0.32142857142857145,-0.25,-1.1270337467640419,0.2857142857142857,,
Mark 22,U_aggr_sell,VEV_5300,20,2,q3_wide,1,14,0.07142857142857142,0.0,0.10487281798742071,0.5,,
Mark 22,U_aggr_sell,VEV_5300,100,2,q3_wide,1,14,1.3571428571428572,1.25,1.6875112369277074,0.7857142857142857,,
Mark 22,U_aggr_sell,VEV_5300,5,3,q3_wide,1,26,-0.25,0.0,-1.6388869433927222,0.19230769230769232,-0.5389423076923077,0.019230769230769232
Mark 22,U_aggr_sell,VEV_5300,20,3,q3_wide,1,26,-0.21153846153846154,-0.25,-0.6488574616717864,0.2692307692307692,-0.8269230769230769,0.4230769230769231
Mark 22,U_aggr_sell,VEV_5300,100,3,q3_wide,1,25,0.42,0.5,0.5580687036253705,0.52,-1.0205,1.78
Mark 22,U_aggr_sell,VEV_5400,5,0,q0_tight,1,51,-0.0196078431372549,0.0,-0.3058518751033081,0.1568627450980392,-0.13725490196078433,0.11764705882352941
Mark 22,U_aggr_sell,VEV_5400,20,0,q0_tight,1,51,0.058823529411764705,0.0,0.4539206495016019,0.35294117647058826,-0.18627450980392157,0.3235294117647059
Mark 22,U_aggr_sell,VEV_5400,100,0,q0_tight,1,51,0.09803921568627451,0.0,0.4333595283009603,0.45098039215686275,-0.37279411764705883,0.5294117647058824
Mark 22,U_aggr_sell,VEV_5400,5,0,q3_wide,1,17,-0.08823529411764706,0.0,-1.0000000000000002,0.17647058823529413,,
Mark 22,U_aggr_sell,VEV_5400,20,0,q3_wide,1,17,0.17647058823529413,0.0,0.739951699173849,0.47058823529411764,,
Mark 22,U_aggr_sell,VEV_5400,100,0,q3_wide,1,17,-0.3235294117647059,0.0,-0.7827248736613021,0.47058823529411764,,
Mark 22,U_aggr_sell,VEV_5400,5,1,q0_tight,1,18,0.0,0.0,0.0,0.16666666666666666,,
Mark 22,U_aggr_sell,VEV_5400,20,1,q0_tight,1,18,-0.1388888888888889,0.0,-0.8642478977830927,0.2777777777777778,,
Mark 22,U_aggr_sell,VEV_5400,100,1,q0_tight,1,18,-0.8055555555555556,-0.5,-2.2690001192665337,0.16666666666666666,,
Mark 22,U_aggr_sell,VEV_5400,5,1,q1,1,39,-0.01282051282051282,0.0,-0.2266083655811306,0.10256410256410256,-0.1282051282051282,0.08974358974358974
Mark 22,U_aggr_sell,VEV_5400,20,1,q1,1,39,0.11538461538461539,0.0,1.0129165809680478,0.28205128205128205,-0.10256410256410256,0.3333333333333333
Mark 22,U_aggr_sell,VEV_5400,100,1,q1,1,39,-0.08974358974358974,0.0,-0.4372304097515393,0.358974358974359,-0.48717948717948717,0.3076923076923077
Mark 22,U_aggr_sell,VEV_5400,5,2,q1,1,27,-0.018518518518518517,0.0,-0.44048819592160304,0.037037037037037035,-0.1111111111111111,0.05555555555555555
Mark 22,U_aggr_sell,VEV_5400,20,2,q1,1,27,-0.1111111111111111,0.0,-1.1854979567276382,0.07407407407407407,-0.2962962962962963,0.05555555555555555
Mark 22,U_aggr_sell,VEV_5400,100,2,q1,1,27,-0.2222222222222222,0.0,-1.0546560886092875,0.2962962962962963,-0.6481481481481481,0.18518518518518517
Mark 22,U_aggr_sell,VEV_5400,5,2,q2,1,39,0.02564102564102564,0.0,0.4038441887106521,0.2564102564102564,-0.10256410256410256,0.14102564102564102
Mark 22,U_aggr_sell,VEV_5400,20,2,q2,1,39,0.15384615384615385,0.0,1.127814934817168,0.358974358974359,-0.11538461538461539,0.41025641025641024
Mark 22,U_aggr_sell,VEV_5400,100,2,q2,1,39,0.6025641025641025,1.0,2.485672176908782,0.5897435897435898,0.11538461538461539,1.0897435897435896
Mark 22,U_aggr_sell,VEV_5400,5,2,q3_wide,1,14,-0.17857142857142858,-0.25,-1.793828805147865,0.14285714285714285,,
Mark 22,U_aggr_sell,VEV_5400,20,2,q3_wide,1,14,-0.2857142857142857,-0.5,-1.5926661187623907,0.2857142857142857,,
Mark 22,U_aggr_sell,VEV_5400,100,2,q3_wide,1,14,-0.10714285714285714,0.0,-0.23895820741332638,0.5,,
Mark 22,U_aggr_sell,VEV_5400,5,3,q2,1,29,0.017241379310344827,0.0,0.2385593618068489,0.2413793103448276,-0.1206896551724138,0.15517241379310345
Mark 22,U_aggr_sell,VEV_5400,20,3,q2,1,29,0.10344827586206896,0.0,0.7442084075352506,0.3793103448275862,-0.15517241379310345,0.3620689655172414
Mark 22,U_aggr_sell,VEV_5400,100,3,q2,1,29,0.05172413793103448,0.0,0.1908026810690808,0.4482758620689655,-0.4827586206896552,0.5862068965517241
Mark 22,U_aggr_sell,VEV_5400,5,3,q3_wide,1,27,-0.1111111111111111,0.0,-1.3627702877384937,0.18518518518518517,-0.25925925925925924,0.037037037037037035
Mark 22,U_aggr_sell,VEV_5400,20,3,q3_wide,1,27,-0.12962962962962962,0.0,-0.7531471517805033,0.25925925925925924,-0.46296296296296297,0.2222222222222222
Mark 22,U_aggr_sell,VEV_5400,100,3,q3_wide,1,25,0.1,0.0,0.30151134457776363,0.44,-0.56,0.72
Mark 22,U_aggr_sell,VEV_5500,5,0,q0_tight,1,61,0.0,0.0,0.0,0.03278688524590164,-0.03278688524590164,0.03278688524590164
Mark 22,U_aggr_sell,VEV_5500,20,0,q0_tight,1,61,0.04918032786885246,0.0,0.9031666345633677,0.14754098360655737,-0.04918032786885246,0.16393442622950818
Mark 22,U_aggr_sell,VEV_5500,100,0,q0_tight,1,61,-0.03278688524590164,0.0,-0.3595490487384076,0.22950819672131148,-0.21311475409836064,0.1557377049180328
Mark 22,U_aggr_sell,VEV_5500,5,1,q1,1,60,-0.041666666666666664,0.0,-1.0433412124558563,0.06666666666666667,-0.11666666666666667,0.03333333333333333
Mark 22,U_aggr_sell,VEV_5500,20,1,q1,1,60,0.03333333333333333,0.0,0.5514741257214215,0.15,-0.08333333333333333,0.14166666666666666
Mark 22,U_aggr_sell,VEV_5500,100,1,q1,1,60,-0.14166666666666666,0.0,-1.6676667471979143,0.18333333333333332,-0.30833333333333335,0.025
Mark 22,U_aggr_sell,VEV_5500,5,2,q1,1,13,-0.15384615384615385,0.0,-1.4770978917519928,0.0,,
Mark 22,U_aggr_sell,VEV_5500,20,2,q1,1,13,-0.07692307692307693,0.0,-0.43301270189221935,0.15384615384615385,,
Mark 22,U_aggr_sell,VEV_5500,100,2,q1,1,13,-0.15384615384615385,0.0,-0.6713450866373514,0.23076923076923078,,
Mark 22,U_aggr_sell,VEV_5500,5,2,q2,1,64,0.0,0.0,0.0,0.046875,-0.0546875,0.0546875
Mark 22,U_aggr_sell,VEV_5500,20,2,q2,1,64,0.0,0.0,0.0,0.09375,-0.0859375,0.0859375
Mark 22,U_aggr_sell,VEV_5500,100,2,q2,1,64,0.0859375,0.0,0.9757263772606171,0.234375,-0.0859375,0.2578125
Mark 22,U_aggr_sell,VEV_5500,5,3,q2,1,10,0.0,0.0,0.0,0.1,,
Mark 22,U_aggr_sell,VEV_5500,20,3,q2,1,10,0.0,0.0,0.0,0.1,,
Mark 22,U_aggr_sell,VEV_5500,100,3,q2,1,10,-0.2,0.0,-0.8017837257372732,0.2,,
Mark 22,U_aggr_sell,VEV_5500,5,3,q3_wide,1,54,0.018518518518518517,0.0,0.7037947874229661,0.09259259259259259,-0.027777777777777776,0.06481481481481481
Mark 22,U_aggr_sell,VEV_5500,20,3,q3_wide,1,54,0.10185185185185185,0.0,1.9039989454229866,0.2037037037037037,0.0,0.21296296296296297
Mark 22,U_aggr_sell,VEV_5500,100,3,q3_wide,1,52,0.15384615384615385,0.0,1.7597653802562394,0.3269230769230769,-0.028846153846153848,0.3173076923076923
Mark 22,U_aggr_sell,VEV_6000,5,0,q0_tight,1,70,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6000,20,0,q0_tight,1,70,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6000,100,0,q0_tight,1,70,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6000,5,1,q1,1,66,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6000,20,1,q1,1,66,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6000,100,1,q1,1,66,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6000,5,2,q2,1,71,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6000,20,2,q2,1,71,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6000,100,2,q2,1,71,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6000,5,3,q3_wide,1,65,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6000,20,3,q3_wide,1,65,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6000,100,3,q3_wide,1,63,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6500,5,0,q0_tight,1,70,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6500,20,0,q0_tight,1,70,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6500,100,0,q0_tight,1,70,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6500,5,1,q1,1,66,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6500,20,1,q1,1,66,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6500,100,1,q1,1,66,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6500,5,2,q2,1,71,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6500,20,2,q2,1,71,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6500,100,2,q2,1,71,0.0,0.0,,0.0,0.0,0.0
Mark 22,U_aggr_sell,VEV_6500,5,3,q3_wide,1,66,0.0,0.0,,0.0,0.0,0.0
