day,timestamp,buyer,seller,symbol,fwd_mid_20,baseline_fwd20,resid_fwd20
1,57600,Mark 38,Mark 14,VEV_4000,0.0,0.2146341463414634,-0.2146341463414634
1,59300,Mark 14,Mark 38,HYDROGEL_PACK,-5.0,0.23387096774193547,-5.233870967741935
1,59600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-1.0,-0.23734177215189872,-0.7626582278481013
1,60300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-4.0,-0.23734177215189872,-3.7626582278481013
1,61100,Mark 38,Mark 14,HYDROGEL_PACK,-11.0,-0.3530571992110454,-10.646942800788954
1,61400,Mark 38,Mark 14,HYDROGEL_PACK,-17.0,-0.3530571992110454,-16.646942800788956
1,62100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-4.0,-0.23734177215189872,-3.7626582278481013
1,62600,Mark 38,Mark 14,VEV_4000,-1.0,0.2146341463414634,-1.2146341463414634
1,63100,Mark 38,Mark 14,VEV_4000,2.5,0.2146341463414634,2.2853658536585364
1,63200,Mark 38,Mark 14,HYDROGEL_PACK,-5.0,-0.3530571992110454,-4.646942800788954
1,63200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,2.0,-0.23734177215189872,2.2373417721518987
1,64200,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,-0.5,0.5755287009063444,-1.0755287009063443
1,64300,Mark 14,Mark 38,HYDROGEL_PACK,10.0,0.23387096774193547,9.766129032258064
1,65400,Mark 14,Mark 38,HYDROGEL_PACK,18.0,0.23387096774193547,17.766129032258064
1,65700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,6.0,-0.23734177215189872,6.237341772151899
1,65900,Mark 14,Mark 38,HYDROGEL_PACK,15.5,0.23387096774193547,15.266129032258064
1,67700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,-4.0,0.5755287009063444,-4.575528700906345
1,68000,Mark 38,Mark 14,VEV_4000,-4.0,0.2146341463414634,-4.214634146341464
1,69500,Mark 14,Mark 38,HYDROGEL_PACK,5.5,0.23387096774193547,5.266129032258065
1,70500,Mark 14,Mark 38,VEV_4000,-3.0,-0.1788793103448276,-2.8211206896551726
1,73400,Mark 22,Mark 49,VELVETFRUIT_EXTRACT,4.0,,
1,73400,Mark 55,Mark 49,VELVETFRUIT_EXTRACT,4.0,,
1,73500,Mark 14,Mark 38,HYDROGEL_PACK,6.0,0.23387096774193547,5.766129032258065
1,74100,Mark 01,Mark 22,VEV_5300,1.0,-0.12121212121212122,1.121212121212121
1,74100,Mark 01,Mark 22,VEV_5400,1.0,0.039923954372623575,0.9600760456273765
1,74100,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,74100,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,74100,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,74300,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,4.0,0.5755287009063444,3.4244712990936557
1,74400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,0.0,-0.23734177215189872,0.23734177215189872
1,76600,Mark 38,Mark 14,HYDROGEL_PACK,3.0,-0.3530571992110454,3.3530571992110456
1,77300,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,1.0,0.5755287009063444,0.42447129909365555
1,78300,Mark 14,Mark 38,VEV_4000,-2.0,-0.1788793103448276,-1.8211206896551724
1,78400,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,0.5,2.026666666666667,-1.5266666666666668
1,78500,Mark 38,Mark 14,HYDROGEL_PACK,-11.0,-0.3530571992110454,-10.646942800788954
1,79000,Mark 14,Mark 38,HYDROGEL_PACK,-7.5,0.23387096774193547,-7.733870967741935
1,79800,Mark 38,Mark 14,HYDROGEL_PACK,-16.0,-0.3530571992110454,-15.646942800788954
1,81300,Mark 14,Mark 38,HYDROGEL_PACK,-3.0,0.23387096774193547,-3.2338709677419355
1,81700,Mark 38,Mark 14,HYDROGEL_PACK,1.0,-0.3530571992110454,1.3530571992110454
1,81900,Mark 38,Mark 14,HYDROGEL_PACK,2.0,-0.3530571992110454,2.3530571992110456
1,82300,Mark 38,Mark 14,HYDROGEL_PACK,4.0,-0.3530571992110454,4.353057199211046
1,82300,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,-5.0,0.0057692307692307696,-5.005769230769231
1,83200,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,0.5,0.006147540983606557,0.49385245901639346
1,84300,Mark 38,Mark 14,VEV_4000,5.0,0.2146341463414634,4.785365853658536
1,84600,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,4.5,2.026666666666667,2.473333333333333
1,85300,Mark 14,Mark 22,VEV_5300,1.0,-0.21666666666666667,1.2166666666666668
1,85300,Mark 01,Mark 22,VEV_5400,1.0,0.039923954372623575,0.9600760456273765
1,85300,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,85300,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,85300,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,86100,Mark 01,Mark 22,VEV_5400,0.5,0.039923954372623575,0.4600760456273764
1,86100,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,86100,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,86100,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,87900,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,1.5,-0.23734177215189872,1.7373417721518987
1,88500,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,3.5,2.026666666666667,1.4733333333333332
1,89300,Mark 14,Mark 38,VEV_4000,-1.0,-0.1788793103448276,-0.8211206896551724
1,89800,Mark 01,Mark 22,VEV_5300,-1.0,-0.12121212121212122,-0.8787878787878788
1,89800,Mark 01,Mark 22,VEV_5400,-0.5,0.039923954372623575,-0.5399239543726235
1,89800,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,89800,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,91100,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,2.5,0.5755287009063444,1.9244712990936557
1,92000,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5.0,0.5755287009063444,4.424471299093655
1,92100,Mark 14,Mark 38,HYDROGEL_PACK,7.0,0.23387096774193547,6.766129032258065
1,92500,Mark 14,Mark 38,HYDROGEL_PACK,0.0,0.23387096774193547,-0.23387096774193547
1,93700,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,-2.0,0.006147540983606557,-2.0061475409836067
1,93800,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,-2.0,0.006147540983606557,-2.0061475409836067
1,94400,Mark 38,Mark 14,HYDROGEL_PACK,-2.0,-0.3530571992110454,-1.6469428007889546
1,97100,Mark 14,Mark 38,HYDROGEL_PACK,-6.0,0.23387096774193547,-6.233870967741935
1,98600,Mark 38,Mark 14,HYDROGEL_PACK,-1.5,-0.3530571992110454,-1.1469428007889546
1,99000,Mark 38,Mark 14,HYDROGEL_PACK,-9.0,-0.3530571992110454,-8.646942800788954
1,100500,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,0.0,0.5755287009063444,-0.5755287009063444
1,101400,Mark 14,Mark 38,HYDROGEL_PACK,4.0,0.23387096774193547,3.7661290322580645
1,101500,Mark 14,Mark 38,HYDROGEL_PACK,5.0,0.23387096774193547,4.766129032258065
1,102500,Mark 14,Mark 38,VEV_4000,4.0,-0.1788793103448276,4.178879310344827
1,102800,Mark 14,Mark 38,VEV_4000,3.0,-0.1788793103448276,3.1788793103448274
1,103100,Mark 38,Mark 14,HYDROGEL_PACK,6.0,-0.3530571992110454,6.353057199211046
1,103500,Mark 14,Mark 38,HYDROGEL_PACK,-2.5,0.23387096774193547,-2.7338709677419355
1,104400,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,9.5,0.5755287009063444,8.924471299093655
1,107100,Mark 14,Mark 38,HYDROGEL_PACK,5.0,0.23387096774193547,4.766129032258065
1,107900,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,6.5,0.006147540983606557,6.493852459016393
1,109000,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,0.0,1.6348314606741574,-1.6348314606741574
1,109100,Mark 14,Mark 38,HYDROGEL_PACK,-6.0,0.23387096774193547,-6.233870967741935
1,110100,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,-4.0,0.0057692307692307696,-4.005769230769231
1,112000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,2.0,-0.23734177215189872,2.2373417721518987
1,112700,Mark 14,Mark 38,HYDROGEL_PACK,-11.0,0.23387096774193547,-11.233870967741936
1,113900,Mark 38,Mark 14,HYDROGEL_PACK,-1.0,-0.3530571992110454,-0.6469428007889546
1,115500,Mark 14,Mark 38,HYDROGEL_PACK,24.0,0.23387096774193547,23.766129032258064
1,118800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,1.0,-0.23734177215189872,1.2373417721518987
1,119400,Mark 38,Mark 14,HYDROGEL_PACK,-0.5,-0.3530571992110454,-0.1469428007889546
1,120300,Mark 01,Mark 22,VEV_5400,1.5,0.039923954372623575,1.4600760456273765
1,120300,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,120300,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,120300,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,120700,Mark 38,Mark 14,HYDROGEL_PACK,-3.0,-0.3530571992110454,-2.6469428007889544
1,123300,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,-1.0,0.0057692307692307696,-1.0057692307692307
1,125600,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,4.0,0.5755287009063444,3.4244712990936557
1,126000,Mark 38,Mark 14,HYDROGEL_PACK,10.0,-0.3530571992110454,10.353057199211046
1,127200,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,127200,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,127200,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,129100,Mark 38,Mark 14,VEV_4000,1.5,0.2146341463414634,1.2853658536585366
1,129500,Mark 38,Mark 14,HYDROGEL_PACK,-8.0,-0.3530571992110454,-7.646942800788954
1,129800,Mark 14,Mark 38,HYDROGEL_PACK,-8.0,0.23387096774193547,-8.233870967741936
1,130800,Mark 14,Mark 38,HYDROGEL_PACK,6.5,0.23387096774193547,6.266129032258065
1,131300,Mark 49,Mark 55,VELVETFRUIT_EXTRACT,-2.5,,
1,131800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,3.5,0.0057692307692307696,3.4942307692307693
1,132600,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,-0.5,1.6348314606741574,-2.1348314606741576
1,133100,Mark 14,Mark 38,VEV_4000,-1.5,-0.1788793103448276,-1.3211206896551724
1,133700,Mark 14,Mark 38,HYDROGEL_PACK,1.0,0.23387096774193547,0.7661290322580645
1,134000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-4.0,-0.23734177215189872,-3.7626582278481013
1,134500,Mark 14,Mark 38,HYDROGEL_PACK,-1.0,0.23387096774193547,-1.2338709677419355
1,135200,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,-1.0,0.006147540983606557,-1.0061475409836065
1,135500,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,0.0,-0.23734177215189872,0.23734177215189872
1,135900,Mark 01,Mark 22,VEV_5300,-2.0,-0.12121212121212122,-1.878787878787879
1,135900,Mark 01,Mark 22,VEV_5400,-1.0,0.039923954372623575,-1.0399239543726235
1,135900,Mark 01,Mark 22,VEV_5500,-0.5,0.02508361204013378,-0.5250836120401338
1,135900,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,135900,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,137000,Mark 14,Mark 38,VEV_4000,-4.0,-0.1788793103448276,-3.8211206896551726
1,137300,Mark 14,Mark 38,VEV_4000,-3.0,-0.1788793103448276,-2.8211206896551726
1,137600,Mark 38,Mark 14,VEV_4000,0.0,0.2146341463414634,-0.2146341463414634
1,137800,Mark 14,Mark 38,HYDROGEL_PACK,18.0,0.23387096774193547,17.766129032258064
1,138000,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,2.0,0.0057692307692307696,1.9942307692307693
1,138100,Mark 38,Mark 14,HYDROGEL_PACK,14.0,-0.3530571992110454,14.353057199211046
1,139700,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,3.5,2.026666666666667,1.4733333333333332
1,140000,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,1.0,0.5755287009063444,0.42447129909365555
1,140100,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,2.0,0.5755287009063444,1.4244712990936557
1,141000,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,7.0,0.5755287009063444,6.424471299093655
1,142000,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,2.5,0.5755287009063444,1.9244712990936557
1,144500,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,3.0,0.0057692307692307696,2.9942307692307693
1,145500,Mark 01,Mark 22,VEV_5400,1.5,0.039923954372623575,1.4600760456273765
1,145500,Mark 01,Mark 22,VEV_5500,1.0,0.02508361204013378,0.9749163879598662
1,145500,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,145500,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,145600,Mark 38,Mark 14,HYDROGEL_PACK,10.0,-0.3530571992110454,10.353057199211046
1,146500,Mark 38,Mark 14,HYDROGEL_PACK,9.0,-0.3530571992110454,9.353057199211046
1,146700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,2.0,-0.23734177215189872,2.2373417721518987
1,147900,Mark 14,Mark 38,VEV_4000,-0.5,-0.1788793103448276,-0.3211206896551724
1,148000,Mark 38,Mark 14,HYDROGEL_PACK,1.0,-0.3530571992110454,1.3530571992110454
1,148300,Mark 22,Mark 55,VELVETFRUIT_EXTRACT,0.0,0.5277777777777778,-0.5277777777777778
1,150600,Mark 01,Mark 22,VEV_5300,-4.0,-0.12121212121212122,-3.878787878787879
1,150600,Mark 01,Mark 22,VEV_5400,-2.0,0.039923954372623575,-2.0399239543726235
1,150600,Mark 01,Mark 22,VEV_5500,-0.5,0.02508361204013378,-0.5250836120401338
1,150600,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,150600,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,150700,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,-8.5,0.006147540983606557,-8.506147540983607
1,151100,Mark 14,Mark 38,HYDROGEL_PACK,2.0,0.23387096774193547,1.7661290322580645
1,151200,Mark 14,Mark 38,HYDROGEL_PACK,5.0,0.23387096774193547,4.766129032258065
1,151400,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,-7.0,0.0057692307692307696,-7.005769230769231
1,152700,Mark 14,Mark 38,HYDROGEL_PACK,3.0,0.23387096774193547,2.7661290322580645
1,153000,Mark 01,Mark 22,VEV_5400,-0.5,0.039923954372623575,-0.5399239543726235
1,153000,Mark 01,Mark 22,VEV_5500,-0.5,0.02508361204013378,-0.5250836120401338
1,153000,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,153000,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,154100,Mark 14,Mark 38,VEV_4000,-4.5,-0.1788793103448276,-4.321120689655173
1,155900,Mark 38,Mark 14,HYDROGEL_PACK,0.5,-0.3530571992110454,0.8530571992110454
1,156200,Mark 14,Mark 38,VEV_4000,8.0,-0.1788793103448276,8.178879310344827
1,156400,Mark 14,Mark 38,HYDROGEL_PACK,-3.0,0.23387096774193547,-3.2338709677419355
1,159900,Mark 14,Mark 38,HYDROGEL_PACK,-8.0,0.23387096774193547,-8.233870967741936
1,161200,Mark 14,Mark 38,HYDROGEL_PACK,7.5,0.23387096774193547,7.266129032258065
1,163300,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,-1.5,2.026666666666667,-3.526666666666667
1,164000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-3.0,-0.23734177215189872,-2.7626582278481013
1,164300,Mark 38,Mark 14,HYDROGEL_PACK,4.0,-0.3530571992110454,4.353057199211046
1,165500,Mark 49,Mark 55,VELVETFRUIT_EXTRACT,1.5,,
1,167300,Mark 14,Mark 38,HYDROGEL_PACK,1.0,0.23387096774193547,0.7661290322580645
1,167600,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,2.5,0.0057692307692307696,2.4942307692307693
1,167600,Mark 14,Mark 38,VEV_4000,2.0,-0.1788793103448276,2.1788793103448274
1,168400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,-1.0,-0.23734177215189872,-0.7626582278481013
1,168500,Mark 38,Mark 14,VEV_4000,-12.5,0.2146341463414634,-12.714634146341464
1,168700,Mark 38,Mark 14,VEV_4000,0.0,0.2146341463414634,-0.2146341463414634
1,170400,Mark 01,Mark 22,VEV_5400,0.0,0.039923954372623575,-0.039923954372623575
1,170400,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,170400,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,170400,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,170500,Mark 14,Mark 22,VEV_5300,0.0,-0.21666666666666667,0.21666666666666667
1,170500,Mark 01,Mark 22,VEV_5500,0.0,0.02508361204013378,-0.02508361204013378
1,170500,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,170500,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,170900,Mark 38,Mark 14,VEV_4000,-2.0,0.2146341463414634,-2.2146341463414636
1,171400,Mark 38,Mark 14,HYDROGEL_PACK,-13.0,-0.3530571992110454,-12.646942800788954
1,171700,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,-2.0,0.0057692307692307696,-2.0057692307692307
1,172400,Mark 14,Mark 38,VEV_4000,-4.0,-0.1788793103448276,-3.8211206896551726
1,172500,Mark 01,Mark 22,VEV_5300,-2.0,-0.12121212121212122,-1.878787878787879
1,172500,Mark 01,Mark 22,VEV_5400,-1.0,0.039923954372623575,-1.0399239543726235
1,172500,Mark 01,Mark 22,VEV_5500,-0.5,0.02508361204013378,-0.5250836120401338
1,172500,Mark 01,Mark 22,VEV_6000,0.0,0.0,0.0
1,172500,Mark 01,Mark 22,VEV_6500,0.0,0.0,0.0
1,174200,Mark 38,Mark 14,HYDROGEL_PACK,17.0,-0.3530571992110454,17.353057199211044
1,174400,Mark 38,Mark 14,HYDROGEL_PACK,17.5,-0.3530571992110454,17.853057199211044
1,178000,Mark 14,Mark 38,HYDROGEL_PACK,6.0,0.23387096774193547,5.766129032258065
1,179200,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,1.0,0.0057692307692307696,0.9942307692307693
