day,timestamp,joint_tight,fwd20
1,9200,False,-3.5
1,9300,False,-2.5
1,9400,False,0.0
1,9500,False,-2.5
1,9600,True,-5.0
1,9700,False,-4.0
1,9800,False,-5.0
1,9900,False,-2.5
1,10000,False,-2.5
1,10100,True,-2.5
1,10200,False,-2.0
1,10300,False,0.0
1,10400,False,2.0
1,10500,False,-1.0
1,10600,False,0.0
1,10700,False,-1.0
1,10800,True,-4.0
1,10900,False,-4.0
1,11000,False,-4.0
1,11100,False,-5.5
1,11200,False,-4.0
1,11300,False,-5.0
1,11400,False,-5.5
1,11500,False,-3.0
1,11600,False,-5.0
1,11700,False,-2.5
1,11800,True,-3.0
1,11900,True,-6.0
1,12000,False,-6.0
1,12100,False,-5.0
1,12200,False,-6.0
1,12300,False,-6.0
1,12400,False,-8.0
1,12500,False,-6.0
1,12600,False,-7.0
1,12700,True,-6.0
1,12800,False,-4.0
1,12900,False,-5.0
1,13000,False,-7.0
1,13100,True,-4.5
1,13200,False,-6.0
1,13300,False,-5.0
1,13400,False,-4.5
1,13500,True,-7.0
1,13600,False,-5.0
1,13700,False,-7.0
1,13800,False,-6.5
1,13900,False,-3.0
1,14000,True,-3.5
1,14100,False,-5.0
1,14200,True,-3.0
1,14300,False,-5.5
1,14400,True,-2.5
1,14500,False,-2.0
1,14600,False,-3.0
1,14700,False,-3.0
1,14800,True,-4.0
1,14900,False,-5.0
1,15000,False,-4.0
1,15100,False,-5.5
1,15200,False,-1.0
1,15300,True,-2.0
1,15400,False,-4.5
1,15500,False,1.0
1,15600,False,2.0
1,15700,False,2.0
1,15800,True,0.0
1,15900,False,-0.5
1,16000,False,-1.0
1,16100,True,0.0
1,16200,True,-1.0
1,16300,False,0.5
1,16400,False,-1.5
1,16500,False,-4.5
1,16600,False,-2.0
1,16700,True,-4.5
1,16800,False,-3.0
1,16900,False,-1.0
1,17000,False,-1.0
1,17100,False,0.5
1,17200,False,-4.0
1,17300,True,-3.0
1,17400,False,-0.5
1,17500,False,-5.0
1,17600,False,-4.5
1,17700,False,-4.0
1,17800,False,-3.5
1,17900,False,-6.5
1,18000,False,-5.5
1,18100,True,-5.0
1,18200,False,-5.0
1,18300,True,-4.0
1,18400,False,-1.0
1,18500,False,0.0
1,18600,False,-1.5
1,18700,False,0.5
1,18800,False,-0.5
1,18900,False,-1.5
1,19000,True,-2.5
1,19100,False,-2.0
1,19200,True,-1.5
1,19300,False,0.0
1,19400,False,2.0
1,19500,False,2.0
1,19600,False,1.5
1,19700,False,-1.5
1,19800,False,1.0
1,19900,False,2.0
1,20000,True,0.5
1,20100,True,2.0
1,20200,True,1.0
1,20300,False,2.0
1,20400,True,1.0
1,20500,False,2.5
1,20600,False,4.0
1,20700,False,3.0
1,20800,True,4.5
1,20900,True,4.0
1,21000,False,4.5
1,21100,False,3.0
1,21200,True,5.5
1,21300,True,3.0
1,21400,False,-1.5
1,21500,False,2.0
1,21600,True,1.5
1,21700,False,3.5
1,21800,False,3.0
1,21900,False,4.0
1,22000,False,5.0
1,22100,False,4.0
1,22200,False,8.0
1,22300,True,6.0
1,22400,False,6.0
1,22500,True,4.5
1,22600,True,3.5
1,22700,True,4.0
1,22800,False,2.0
1,22900,False,3.5
1,23000,False,1.0
1,23100,True,1.0
1,23200,True,-1.0
1,23300,False,2.0
1,23400,False,2.0
1,23500,False,2.0
1,23600,True,0.5
1,23700,False,0.0
1,23800,False,0.0
1,23900,False,-2.0
1,24000,False,-0.5
1,24100,False,0.0
1,24200,False,-5.0
1,24300,False,-3.5
1,24400,True,-6.0
1,24500,True,-5.5
1,24600,True,-6.0
1,24700,False,-4.0
1,24800,False,-4.0
1,24900,False,-3.0
1,25000,True,1.0
1,25100,False,1.0
1,25200,True,2.0
1,25300,False,2.0
1,25400,False,5.5
1,25500,True,2.0
1,25600,False,5.0
1,25700,False,7.0
1,25800,False,4.5
1,25900,False,7.0
1,26000,True,5.5
1,26100,False,7.0
1,26200,False,9.0
1,26300,False,6.5
1,26400,False,9.0
1,26500,False,10.0
1,26600,False,11.5
1,26700,False,11.5
1,26800,False,13.0
1,26900,False,8.0
1,27000,False,6.0
1,27100,False,7.0
1,27200,False,6.0
1,27300,True,4.0
1,27400,False,2.0
1,27500,False,5.0
1,27600,False,1.0
1,27700,False,3.0
1,27800,False,4.5
1,27900,False,3.0
1,28000,False,3.0
1,28100,False,-2.0
1,28200,False,-2.0
1,28300,False,-0.5
1,28400,False,-2.0
1,28500,False,-4.0
1,28600,False,-4.5
1,28700,False,-7.5
1,28800,True,-8.0
1,28900,False,-5.0
1,29000,False,-4.0
1,29100,False,-5.0
1,29200,False,-6.5
1,29300,False,-7.5
1,29400,False,-7.0
1,29500,False,-9.0
1,29600,True,-6.0
1,29700,False,-7.0
1,29800,False,-7.0
1,29900,False,-4.0
1,30000,False,-5.0
1,30100,False,-3.0
1,30200,False,-1.5
1,30300,False,-0.5
1,30400,False,0.5
1,30500,False,2.0
1,30600,False,1.0
1,30700,False,3.5
1,30800,False,2.5
1,30900,True,4.5
1,31000,False,5.0
1,31100,False,5.5
1,31200,False,7.0
1,31300,True,7.5
1,31400,True,7.0
1,31500,False,6.0
1,31600,False,4.0
1,31700,False,1.0
1,31800,False,1.0
1,31900,True,-1.0
1,32000,True,-1.0
1,32100,False,-2.5
1,32200,False,-3.0
1,32300,True,-2.0
1,32400,False,-3.5
1,32500,False,-3.0
1,32600,False,-2.5
1,32700,False,-3.0
1,32800,False,-1.5
1,32900,False,-4.0
1,33000,False,-4.0
1,33100,False,-4.5
1,33200,False,-7.5
1,33300,False,-7.0
1,33400,False,-5.0
1,33500,False,-4.5
1,33600,True,-3.0
1,33700,False,-1.0
1,33800,False,0.0
1,33900,False,-1.0
1,34000,False,-1.0
1,34100,False,2.5
1,34200,False,0.5
1,34300,False,-3.5
1,34400,True,0.0
1,34500,False,-1.0
1,34600,False,-4.0
1,34700,False,-2.0
1,34800,False,-3.0
1,34900,False,-1.5
1,35000,False,-5.0
1,35100,False,-3.0
1,35200,False,1.0
1,35300,False,0.0
1,35400,False,-1.0
1,35500,False,-1.5
1,35600,True,-1.5
1,35700,False,-3.0
1,35800,False,-4.0
1,35900,False,-3.5
1,36000,True,-2.0
1,36100,False,-4.0
1,36200,True,-0.5
1,36300,False,1.5
1,36400,True,-2.0
1,36500,False,-2.0
1,36600,False,1.5
1,36700,False,-2.0
1,36800,False,-2.0
1,36900,True,0.5
1,37000,False,3.0
1,37100,False,0.0
1,37200,False,1.0
1,37300,False,2.0
1,37400,False,0.0
1,37500,False,2.0
1,37600,True,2.5
1,37700,True,3.5
1,37800,False,3.5
1,37900,False,3.5
1,38000,False,2.5
1,38100,False,2.5
1,38200,True,-1.5
1,38300,False,0.5
1,38400,False,2.0
1,38500,True,2.0
1,38600,False,1.0
1,38700,False,1.0
1,38800,True,1.0
1,38900,False,-0.5
1,39000,False,-3.0
1,39100,False,-2.5
1,39200,False,-6.0
1,39300,False,-7.0
1,39400,True,-5.0
1,39500,True,-5.0
1,39600,False,-8.5
1,39700,False,-7.0
1,39800,False,-5.5
1,39900,False,-6.5
1,40000,True,-5.5
1,40100,False,-3.5
1,40200,False,-1.0
1,40300,False,-0.5
1,40400,True,-2.0
1,40500,False,-2.0
1,40600,True,-3.0
1,40700,False,-0.5
1,40800,False,0.0
1,40900,False,-2.0
1,41000,True,0.5
1,41100,False,1.5
1,41200,False,2.0
1,41300,True,3.5
1,41400,True,4.0
1,41500,False,1.0
1,41600,True,5.5
1,41700,False,4.5
1,41800,True,4.0
1,41900,False,6.5
1,42000,False,7.0
1,42100,False,6.5
1,42200,False,7.0
1,42300,False,6.5
1,42400,False,8.0
1,42500,False,8.0
1,42600,False,9.0
1,42700,False,9.0
1,42800,False,12.0
1,42900,False,13.0
1,43000,True,13.5
1,43100,True,13.0
1,43200,True,11.0
1,43300,True,9.5
1,43400,True,8.5
1,43500,False,14.0
1,43600,False,10.5
1,43700,True,12.0
1,43800,False,12.0
1,43900,True,13.0
1,44000,False,12.0
1,44100,True,12.5
1,44200,True,11.0
1,44300,False,6.5
1,44400,False,4.5
1,44500,False,7.0
1,44600,False,6.5
1,44700,False,6.5
1,44800,False,4.0
1,44900,False,1.0
1,45000,False,-1.0
1,45100,False,-1.0
1,45200,False,4.0
1,45300,False,5.0
1,45400,False,6.0
1,45500,False,3.0
1,45600,False,4.5
1,45700,True,-0.5
1,45800,False,1.0
1,45900,False,-2.0
1,46000,False,-3.0
1,46100,False,-5.0
1,46200,False,-4.0
1,46300,False,0.0
1,46400,False,1.5
1,46500,False,-2.0
1,46600,True,-0.5
1,46700,False,-1.5
1,46800,False,-2.0
1,46900,False,-2.0
1,47000,False,0.5
1,47100,False,1.0
1,47200,False,-2.0
1,47300,False,-2.0
1,47400,False,-2.5
1,47500,False,-2.0
1,47600,False,-2.0
1,47700,False,1.5
1,47800,False,0.0
1,47900,False,2.0
1,48000,False,3.0
1,48100,False,3.5
1,48200,False,2.0
1,48300,False,0.5
1,48400,False,1.0
1,48500,True,1.0
1,48600,False,-1.0
1,48700,False,-1.5
1,48800,False,-0.5
1,48900,True,-0.5
1,49000,False,0.5
1,49100,False,0.0
1,49200,False,2.0
1,49300,False,2.0
1,49400,False,3.0
1,49500,True,2.0
1,49600,False,0.0
1,49700,False,0.0
1,49800,False,1.0
1,49900,False,-1.0
1,50000,False,-1.0
1,50100,False,-0.5
1,50200,False,0.0
1,50300,False,1.5
1,50400,True,-1.0
1,50500,False,1.0
1,50600,False,3.0
1,50700,True,2.0
1,50800,False,2.5
1,50900,True,2.5
1,51000,False,1.0
1,51100,False,1.0
1,51200,False,0.0
1,51300,False,0.0
1,51400,False,-4.0
1,51500,False,-1.0
1,51600,False,-1.0
1,51700,False,0.0
1,51800,False,-5.0
1,51900,False,-2.0
1,52000,False,-2.0
1,52100,False,0.0
1,52200,False,0.0
1,52300,False,-4.0
1,52400,False,-1.0
1,52500,False,-3.0
1,52600,False,-4.0
1,52700,False,-1.5
1,52800,True,-3.0
1,52900,False,-2.0
1,53000,False,0.0
1,53100,False,0.5
1,53200,False,0.0
1,53300,False,0.0
1,53400,True,5.0
1,53500,False,0.0
1,53600,False,2.5
1,53700,False,0.0
1,53800,False,3.0
1,53900,True,2.0
1,54000,False,2.0
1,54100,False,-1.0
1,54200,True,-1.0
1,54300,False,2.0
1,54400,False,1.0
1,54500,False,3.0
1,54600,False,2.0
1,54700,True,1.5
1,54800,False,3.0
1,54900,False,3.0
1,55000,False,1.5
1,55100,False,1.5
1,55200,False,2.0
1,55300,False,1.0
1,55400,False,-1.0
1,55500,False,1.0
1,55600,False,0.5
1,55700,False,2.0
1,55800,False,2.0
1,55900,False,0.0
1,56000,False,1.0
1,56100,False,3.0
1,56200,False,0.5
1,56300,False,0.0
1,56400,False,0.0
1,56500,False,-1.0
1,56600,False,-1.0
1,56700,False,-1.5
1,56800,False,-3.0
1,56900,False,-1.0
1,57000,False,-0.5
1,57100,False,-1.0
1,57200,False,-0.5
1,57300,False,1.0
1,57400,False,0.5
1,57500,False,0.0
1,57600,False,0.0
1,57700,False,-1.0
1,57800,False,-0.5
1,57900,False,1.0
1,58000,False,-1.5
1,58100,False,-2.0
1,58200,False,1.5
1,58300,False,2.0
1,58400,False,3.0
1,58500,False,3.0
1,58600,False,4.0
1,58700,False,2.0
1,58800,False,2.0
1,58900,False,1.0
1,59000,True,0.0
1,59100,False,-1.0
1,59200,False,-0.5
1,59300,False,-2.0
1,59400,False,-0.5
1,59500,False,1.0
1,59600,False,-1.0
1,59700,False,-1.0
1,59800,False,-2.0
1,59900,False,-3.5
1,60000,False,-1.5
1,60100,False,-1.0
1,60200,False,-4.0
1,60300,False,-4.0
1,60400,False,-6.0
1,60500,False,-5.0
1,60600,False,-5.0
1,60700,False,-3.5
1,60800,False,-2.5
1,60900,False,-4.0
1,61000,False,-4.0
1,61100,False,-3.5
1,61200,True,-4.0
1,61300,False,-3.0
1,61400,False,-3.0
1,61500,False,-3.0
1,61600,False,0.0
1,61700,False,-2.0
1,61800,False,-2.5
1,61900,False,-0.5
1,62000,False,-3.0
1,62100,False,-4.0
1,62200,False,-1.0
1,62300,False,-1.0
1,62400,False,2.0
1,62500,False,0.0
1,62600,False,-1.0
1,62700,True,0.5
1,62800,False,-1.5
1,62900,False,-3.0
1,63000,False,0.0
1,63100,False,2.5
1,63200,False,2.0
1,63300,False,1.0
1,63400,False,0.0
1,63500,False,-1.0
1,63600,False,-2.0
1,63700,False,-1.0
1,63800,False,-1.0
1,63900,False,-1.0
1,64000,False,1.0
1,64100,True,2.0
1,64200,False,-0.5
1,64300,False,-1.0
1,64400,False,-2.5
1,64500,False,-1.0
1,64600,False,0.0
1,64700,True,-1.0
1,64800,False,1.0
1,64900,False,3.5
1,65000,False,1.5
1,65100,False,0.5
1,65200,False,2.0
1,65300,False,1.0
1,65400,False,5.0
1,65500,True,4.0
1,65600,False,3.0
1,65700,False,6.0
1,65800,True,5.5
1,65900,False,5.0
1,66000,False,5.0
1,66100,False,3.0
1,66200,False,4.5
1,66300,False,4.0
1,66400,False,4.5
1,66500,False,4.0
1,66600,False,3.0
1,66700,False,3.0
1,66800,False,1.5
1,66900,False,2.5
1,67000,False,0.5
1,67100,True,-0.5
1,67200,False,-2.0
1,67300,True,1.0
1,67400,False,-4.0
1,67500,False,-4.0
1,67600,True,-2.0
1,67700,False,-4.0
1,67800,False,-2.5
1,67900,False,-4.0
1,68000,False,-4.0
1,68100,False,-4.0
1,68200,False,-5.0
1,68300,False,-3.0
1,68400,False,-5.0
1,68500,False,-4.5
1,68600,False,-3.0
1,68700,False,-3.5
1,68800,False,-2.0
1,68900,False,-4.0
1,69000,True,-3.0
1,69100,False,-3.0
1,69200,False,-5.0
1,69300,False,-5.5
1,69400,False,-4.0
1,69500,False,-3.0
1,69600,False,-5.5
1,69700,False,-4.0
1,69800,False,-5.5
1,69900,True,-1.0
1,70000,False,-1.0
1,70100,False,1.0
1,70200,True,2.0
1,70300,False,1.0
1,70400,False,0.0
1,70500,False,-3.0
1,70600,False,-4.0
1,70700,False,-4.0
1,70800,False,-6.0
1,70900,False,-4.0
1,71000,True,-4.0
1,71100,False,-3.0
1,71200,False,-2.0
1,71300,True,-2.0
1,71400,False,-5.0
1,71500,False,-4.0
1,71600,False,-2.0
1,71700,False,-4.0
1,71800,False,-4.0
1,71900,False,-7.0
1,72000,False,-6.0
1,72100,False,-8.0
1,72200,False,-6.5
1,72300,False,-8.0
1,72400,False,-4.0
1,72500,False,-1.5
1,72600,True,1.0
1,72700,False,1.5
1,72800,False,3.0
1,72900,False,2.0
1,73000,False,2.0
1,73100,False,2.0
1,73200,False,2.0
1,73300,False,2.5
1,73400,False,4.0
1,73500,False,1.5
1,73600,False,0.0
1,73700,False,1.0
1,73800,False,2.5
1,73900,False,2.5
1,74000,True,1.0
1,74100,True,3.0
1,74200,False,3.5
1,74300,False,4.0
1,74400,False,0.0
1,74500,False,-1.5
1,74600,False,-2.0
1,74700,False,-4.0
1,74800,True,-3.5
1,74900,False,-3.0
1,75000,False,-3.0
1,75100,False,-3.0
1,75200,False,-1.0
1,75300,True,-2.0
1,75400,False,-1.0
1,75500,False,0.5
1,75600,False,0.5
1,75700,False,0.0
1,75800,False,-1.0
1,75900,False,-1.5
1,76000,False,1.0
1,76100,False,1.0
1,76200,False,-1.0
1,76300,False,0.0
1,76400,False,-0.5
1,76500,False,5.0
1,76600,False,1.0
1,76700,False,4.0
1,76800,True,3.0
1,76900,False,1.0
1,77000,False,2.5
1,77100,False,0.5
1,77200,False,0.0
1,77300,True,1.0
1,77400,False,1.0
1,77500,False,1.5
1,77600,False,1.5
1,77700,False,3.0
1,77800,False,3.0
1,77900,True,2.0
1,78000,True,-1.0
1,78100,False,-1.0
1,78200,False,-1.0
1,78300,False,-2.0
1,78400,False,0.5
1,78500,False,-3.5
1,78600,False,-0.5
1,78700,False,-1.5
1,78800,False,-3.0
1,78900,False,-2.0
1,79000,False,-2.5
1,79100,False,-1.5
1,79200,True,-2.0
1,79300,False,-2.0
1,79400,False,-2.0
1,79500,False,-0.5
1,79600,False,-1.5
1,79700,False,-3.5
1,79800,False,-2.0
1,79900,False,-0.5
1,80000,False,0.0
1,80100,False,-1.0
1,80200,True,-1.0
1,80300,False,0.0
1,80400,False,1.0
1,80500,False,-0.5
1,80600,False,-0.5
1,80700,True,-1.5
1,80800,False,-1.0
1,80900,False,-2.0
1,81000,True,-3.0
1,81100,False,-3.0
1,81200,True,-2.5
1,81300,False,-3.5
1,81400,False,-2.0
1,81500,True,-4.0
1,81600,False,-2.0
1,81700,False,-2.0
1,81800,False,-2.0
1,81900,False,-3.5
1,82000,False,-4.0
1,82100,False,-6.0
1,82200,False,-7.0
1,82300,False,-5.0
1,82400,False,-6.0
1,82500,False,-3.5
1,82600,False,-5.5
1,82700,True,-2.5
1,82800,False,-1.0
1,82900,False,2.0
1,83000,False,3.0
1,83100,True,3.0
1,83200,False,0.5
1,83300,False,1.0
1,83400,False,-1.0
1,83500,False,1.0
1,83600,False,0.0
1,83700,True,-0.5
1,83800,False,0.0
1,83900,True,1.0
1,84000,False,5.0
1,84100,True,5.5
1,84200,False,7.0
1,84300,False,5.0
1,84400,False,4.0
1,84500,True,3.0
1,84600,False,4.5
1,84700,False,1.5
1,84800,False,2.0
1,84900,False,1.0
1,85000,False,1.0
1,85100,True,2.0
1,85200,False,4.0
1,85300,True,4.5
1,85400,False,6.0
1,85500,True,4.0
1,85600,True,5.0
1,85700,False,6.0
1,85800,False,6.0
1,85900,False,6.0
1,86000,False,2.0
1,86100,True,3.5
1,86200,False,1.5
1,86300,False,3.0
1,86400,False,6.0
1,86500,False,4.5
1,86600,False,6.5
1,86700,False,6.5
1,86800,False,5.0
1,86900,False,5.5
1,87000,False,5.5
1,87100,False,4.0
1,87200,True,2.0
1,87300,False,3.0
1,87400,True,2.0
1,87500,True,3.0
1,87600,False,2.0
1,87700,True,3.0
1,87800,False,2.0
1,87900,False,1.5
1,88000,False,2.0
1,88100,False,2.0
1,88200,False,4.5
1,88300,True,3.0
1,88400,False,1.0
1,88500,False,3.5
1,88600,False,0.5
1,88700,False,0.5
1,88800,False,1.0
1,88900,False,-1.0
1,89000,False,-0.5
1,89100,False,-1.0
1,89200,True,2.0
1,89300,False,-1.0
1,89400,False,-0.5
1,89500,False,-2.5
1,89600,False,-1.0
1,89700,False,-3.0
1,89800,True,-2.0
1,89900,False,-2.5
1,90000,False,-2.0
1,90100,False,-2.0
1,90200,False,-1.0
1,90300,False,-1.0
1,90400,False,0.5
1,90500,False,-1.0
1,90600,False,0.0
1,90700,True,1.0
1,90800,False,-1.0
1,90900,False,1.5
1,91000,False,1.5
1,91100,False,2.5
1,91200,True,2.0
1,91300,False,1.0
1,91400,False,1.5
1,91500,False,2.0
1,91600,False,2.0
1,91700,False,3.0
1,91800,False,2.0
1,91900,False,4.0
1,92000,True,5.0
1,92100,False,6.0
1,92200,False,3.0
1,92300,False,1.0
1,92400,False,-0.5
1,92500,False,0.0
1,92600,False,1.0
1,92700,False,1.0
1,92800,False,3.0
1,92900,False,0.5
1,93000,False,-0.5
1,93100,False,0.5
1,93200,False,-1.0
1,93300,False,1.0
1,93400,True,1.0
1,93500,False,1.5
1,93600,False,-1.0
1,93700,False,-2.0
1,93800,False,-2.0
1,93900,False,-5.5
1,94000,False,-4.0
1,94100,False,-5.0
1,94200,False,-3.5
1,94300,True,-1.0
1,94400,False,0.0
1,94500,True,0.0
1,94600,False,-1.0
1,94700,False,-1.5
1,94800,False,-2.0
1,94900,False,2.5
1,95000,True,0.0
1,95100,False,-2.0
1,95200,False,-1.0
1,95300,False,0.0
1,95400,False,0.0
1,95500,False,-0.5
1,95600,False,2.0
1,95700,False,1.5
1,95800,False,1.0
1,95900,False,3.5
1,96000,False,2.0
1,96100,False,4.0
1,96200,False,4.5
1,96300,False,5.0
1,96400,False,2.0
1,96500,False,2.0
1,96600,False,3.0
1,96700,False,2.5
1,96800,False,4.0
1,96900,False,1.0
1,97000,False,2.5
1,97100,False,3.0
1,97200,False,2.5
1,97300,False,0.5
1,97400,False,3.0
1,97500,False,2.5
1,97600,False,3.0
1,97700,False,3.5
1,97800,False,5.0
1,97900,False,5.0
1,98000,False,5.0
1,98100,False,2.5
1,98200,False,1.5
1,98300,True,-1.0
1,98400,False,1.0
1,98500,True,0.0
1,98600,False,-0.5
1,98700,False,2.0
1,98800,False,0.0
1,98900,False,2.0
1,99000,False,2.0
1,99100,True,3.0
1,99200,False,5.5
1,99300,False,5.5
1,99400,False,3.0
1,99500,False,3.0
1,99600,True,2.0
1,99700,False,2.0
1,99800,False,-1.0
1,99900,False,-2.5
1,100000,False,-4.5
1,100100,False,-3.5
1,100200,False,-3.5
1,100300,False,-2.0
1,100400,False,-1.0
1,100500,False,0.0
1,100600,False,0.5
1,100700,False,-0.5
1,100800,False,0.5
1,100900,False,-1.0
1,101000,False,-0.5
1,101100,False,-3.0
1,101200,False,-4.0
1,101300,False,-3.0
1,101400,False,-5.0
1,101500,False,-3.0
1,101600,False,-4.0
1,101700,False,-2.0
1,101800,False,1.0
1,101900,False,2.5
1,102000,True,3.5
1,102100,False,4.0
1,102200,False,5.0
1,102300,False,5.0
1,102400,False,4.0
1,102500,False,4.0
1,102600,False,3.0
1,102700,False,1.5
1,102800,False,2.5
1,102900,True,3.0
1,103000,True,3.5
1,103100,False,8.0
1,103200,False,7.0
1,103300,False,8.0
1,103400,False,10.0
1,103500,False,10.0
1,103600,True,12.0
1,103700,False,11.5
1,103800,False,11.0
1,103900,False,10.0
1,104000,False,11.5
1,104100,False,9.0
1,104200,False,9.0
1,104300,False,10.0
1,104400,False,9.5
1,104500,False,10.0
1,104600,False,11.0
1,104700,False,11.0
1,104800,False,10.0
1,104900,False,6.5
1,105000,False,8.5
1,105100,False,6.5
1,105200,False,9.0
1,105300,False,8.0
1,105400,False,8.0
1,105500,False,6.0
1,105600,False,4.0
1,105700,False,4.5
1,105800,False,5.0
1,105900,False,6.5
1,106000,False,3.5
1,106100,False,4.0
1,106200,False,5.0
1,106300,False,2.5
1,106400,False,5.0
1,106500,False,5.0
1,106600,False,4.0
1,106700,False,5.0
1,106800,False,7.0
1,106900,False,9.5
1,107000,False,5.0
1,107100,False,6.5
1,107200,False,3.0
1,107300,False,4.5
1,107400,False,5.0
1,107500,False,6.0
1,107600,False,9.0
1,107700,False,8.0
1,107800,False,8.0
1,107900,False,6.5
1,108000,False,7.5
1,108100,False,6.0
1,108200,False,4.0
1,108300,False,5.5
1,108400,True,4.0
1,108500,False,3.0
1,108600,False,2.0
1,108700,False,2.0
1,108800,False,1.5
1,108900,False,0.0
1,109000,False,0.0
1,109100,False,-2.0
1,109200,False,1.0
1,109300,False,0.5
1,109400,False,-2.0
1,109500,False,-4.0
1,109600,False,-7.0
1,109700,False,-8.0
1,109800,False,-8.0
1,109900,False,-8.0
1,110000,False,-7.5
1,110100,False,-4.0
1,110200,False,-5.0
1,110300,False,-4.0
1,110400,False,-4.5
1,110500,False,-3.0
1,110600,False,-3.5
1,110700,False,-5.0
1,110800,False,-7.0
1,110900,False,-6.0
1,111000,False,-4.5
1,111100,False,-4.0
1,111200,False,-6.5
1,111300,False,-6.0
1,111400,False,-5.0
1,111500,False,-3.0
1,111600,False,-2.5
1,111700,False,-0.5
1,111800,False,0.0
1,111900,False,-1.5
1,112000,False,2.0
1,112100,False,0.0
1,112200,False,2.0
1,112300,False,1.0
1,112400,False,2.0
1,112500,False,-1.0
1,112600,False,-1.5
1,112700,False,2.0
1,112800,False,2.5
1,112900,False,2.5
1,113000,False,2.5
1,113100,False,1.0
1,113200,False,1.0
1,113300,False,-2.0
1,113400,False,-1.0
1,113500,False,-2.0
1,113600,False,-3.5
1,113700,False,-5.5
1,113800,False,-6.5
1,113900,False,-3.0
1,114000,False,-9.5
1,114100,False,-9.0
1,114200,False,-9.0
1,114300,False,-9.0
1,114400,False,-8.0
1,114500,False,-7.0
1,114600,False,-5.5
1,114700,False,-8.0
1,114800,False,-7.5
1,114900,False,-7.5
1,115000,False,-8.0
1,115100,False,-6.5
1,115200,False,-5.5
1,115300,False,-4.0
1,115400,False,-4.5
1,115500,False,-3.0
1,115600,False,0.0
1,115700,False,1.0
1,115800,False,1.5
1,115900,False,-0.5
1,116000,False,2.5
1,116100,False,2.0
1,116200,False,0.0
1,116300,False,0.0
1,116400,False,-1.0
1,116500,False,1.0
1,116600,False,1.5
1,116700,False,3.0
1,116800,False,3.5
1,116900,False,4.0
1,117000,False,3.0
1,117100,False,2.5
1,117200,False,2.0
1,117300,False,2.5
1,117400,False,2.5
1,117500,False,2.0
1,117600,False,0.0
1,117700,False,0.0
1,117800,False,0.5
1,117900,False,1.0
1,118000,False,1.0
1,118100,False,2.0
1,118200,False,3.0
1,118300,False,2.0
1,118400,False,1.0
1,118500,False,3.0
1,118600,False,2.0
1,118700,False,4.0
1,118800,False,1.0
1,118900,False,2.0
1,119000,False,4.0
1,119100,False,5.0
1,119200,False,5.0
1,119300,False,4.0
1,119400,False,5.0
1,119500,False,6.0
1,119600,False,5.5
1,119700,False,7.0
1,119800,False,7.5
1,119900,False,7.0
1,120000,False,5.0
1,120100,False,6.5
1,120200,False,5.5
1,120300,True,6.5
1,120400,False,7.0
1,120500,False,3.0
1,120600,False,4.0
1,120700,False,0.0
1,120800,False,3.0
1,120900,False,2.0
1,121000,False,3.0
1,121100,False,2.0
1,121200,False,2.0
1,121300,False,2.5
1,121400,False,1.0
1,121500,False,0.0
1,121600,False,2.5
1,121700,False,0.5
1,121800,False,-2.0
1,121900,False,-1.0
