sample,corr_kind,x,y,pearson_r,n_pair
all_inner_timestamps,spread,sp_VEV_5200,sp_VEV_6000,,30000
all_inner_timestamps,spread,sp_VEV_5200,sp_VEV_6500,,30000
all_inner_timestamps,spread,sp_VEV_5300,sp_VEV_5400,0.1297935437236358,30000
all_inner_timestamps,spread,sp_VEV_5300,sp_VEV_5500,0.09441892223501408,30000
all_inner_timestamps,spread,sp_VEV_5300,sp_VEV_6000,,30000
all_inner_timestamps,spread,sp_VEV_5300,sp_VEV_6500,,30000
all_inner_timestamps,spread,sp_VEV_5400,sp_VEV_5500,0.055611904802985355,30000
all_inner_timestamps,spread,sp_VEV_5400,sp_VEV_6000,,30000
all_inner_timestamps,spread,sp_VEV_5400,sp_VEV_6500,,30000
all_inner_timestamps,spread,sp_VEV_5500,sp_VEV_6000,,30000
all_inner_timestamps,spread,sp_VEV_5500,sp_VEV_6500,,30000
all_inner_timestamps,spread,sp_VEV_6000,sp_VEV_6500,,30000
all_inner_timestamps,spread_vs_mid,sp_VELVETFRUIT_EXTRACT,mid_HYDROGEL_PACK,0.0007876579811257866,30000
all_inner_timestamps,spread_vs_mid,sp_VELVETFRUIT_EXTRACT,mid_VEV_4000,0.01905218655249157,30000
all_inner_timestamps,spread_vs_mid,sp_VELVETFRUIT_EXTRACT,mid_VEV_4500,0.019289078920379482,30000
all_inner_timestamps,spread_vs_mid,sp_VELVETFRUIT_EXTRACT,mid_VEV_5000,0.01892611840574073,30000
all_inner_timestamps,spread_vs_mid,sp_VELVETFRUIT_EXTRACT,mid_VEV_5100,0.018060553359715424,30000
all_inner_timestamps,spread_vs_mid,sp_VELVETFRUIT_EXTRACT,mid_VEV_5200,0.01707977157543856,30000
all_inner_timestamps,spread_vs_mid,sp_VELVETFRUIT_EXTRACT,mid_VEV_5300,0.015561957114978731,30000
all_inner_timestamps,spread_vs_mid,sp_VELVETFRUIT_EXTRACT,mid_VEV_5400,0.012425340154285848,30000
all_inner_timestamps,spread_vs_mid,sp_VELVETFRUIT_EXTRACT,mid_VEV_5500,0.009519341811360143,30000
all_inner_timestamps,spread_vs_mid,sp_VELVETFRUIT_EXTRACT,mid_VEV_6000,,30000
all_inner_timestamps,spread_vs_mid,sp_VELVETFRUIT_EXTRACT,mid_VEV_6500,,30000
all_inner_timestamps,spread_vs_mid,sp_HYDROGEL_PACK,mid_VELVETFRUIT_EXTRACT,0.000435317525513192,30000
all_inner_timestamps,spread_vs_mid,sp_HYDROGEL_PACK,mid_VEV_4000,0.00036715029453970974,30000
all_inner_timestamps,spread_vs_mid,sp_HYDROGEL_PACK,mid_VEV_4500,0.0004923808218424919,30000
all_inner_timestamps,spread_vs_mid,sp_HYDROGEL_PACK,mid_VEV_5000,0.0001632352456601114,30000
all_inner_timestamps,spread_vs_mid,sp_HYDROGEL_PACK,mid_VEV_5100,7.5117729017684525e-06,30000
all_inner_timestamps,spread_vs_mid,sp_HYDROGEL_PACK,mid_VEV_5200,-0.0004442592059353637,30000
all_inner_timestamps,spread_vs_mid,sp_HYDROGEL_PACK,mid_VEV_5300,0.0005760869070816732,30000
all_inner_timestamps,spread_vs_mid,sp_HYDROGEL_PACK,mid_VEV_5400,-0.0009346234811047081,30000
all_inner_timestamps,spread_vs_mid,sp_HYDROGEL_PACK,mid_VEV_5500,-0.0006541703148298664,30000
all_inner_timestamps,spread_vs_mid,sp_HYDROGEL_PACK,mid_VEV_6000,,30000
all_inner_timestamps,spread_vs_mid,sp_HYDROGEL_PACK,mid_VEV_6500,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4000,mid_VELVETFRUIT_EXTRACT,0.19411300610729004,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4000,mid_HYDROGEL_PACK,-0.032308637515832454,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4000,mid_VEV_4500,0.1989846812977858,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4000,mid_VEV_5000,0.19720547156736604,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4000,mid_VEV_5100,0.19529798472676618,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4000,mid_VEV_5200,0.18546995995897655,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4000,mid_VEV_5300,0.1702824733808086,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4000,mid_VEV_5400,0.1563021176872314,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4000,mid_VEV_5500,0.1335503241905547,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4000,mid_VEV_6000,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4000,mid_VEV_6500,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4500,mid_VELVETFRUIT_EXTRACT,0.29302688150974504,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4500,mid_HYDROGEL_PACK,-0.04921851869930312,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4500,mid_VEV_4000,0.29884500170325323,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4500,mid_VEV_5000,0.29587399907957823,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4500,mid_VEV_5100,0.29188714399728893,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4500,mid_VEV_5200,0.2763128234234608,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4500,mid_VEV_5300,0.2525706100821391,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4500,mid_VEV_5400,0.2315580980234856,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4500,mid_VEV_5500,0.19552333439226166,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4500,mid_VEV_6000,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_4500,mid_VEV_6500,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5000,mid_VELVETFRUIT_EXTRACT,0.5157211814151719,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5000,mid_HYDROGEL_PACK,-0.09983317097503826,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5000,mid_VEV_4000,0.5219870182967142,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5000,mid_VEV_4500,0.520668472466268,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5000,mid_VEV_5100,0.51629194654434,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5000,mid_VEV_5200,0.49505850597263157,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5000,mid_VEV_5300,0.45908412401198745,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5000,mid_VEV_5400,0.42508526963648546,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5000,mid_VEV_5500,0.365310063446648,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5000,mid_VEV_6000,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5000,mid_VEV_6500,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5100,mid_VELVETFRUIT_EXTRACT,0.5175604720901904,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5100,mid_HYDROGEL_PACK,-0.11543197210687717,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5100,mid_VEV_4000,0.5238980061605748,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5100,mid_VEV_4500,0.5228009379270235,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5100,mid_VEV_5000,0.526718719357049,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5100,mid_VEV_5200,0.5214118649606804,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5100,mid_VEV_5300,0.4945026385995425,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5100,mid_VEV_5400,0.4678280806021757,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5100,mid_VEV_5500,0.41472454303506656,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5100,mid_VEV_6000,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5100,mid_VEV_6500,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5200,mid_VELVETFRUIT_EXTRACT,0.48040322444500655,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5200,mid_HYDROGEL_PACK,-0.11268983057082077,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5200,mid_VEV_4000,0.4857182280938902,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5200,mid_VEV_4500,0.48464512027807927,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5200,mid_VEV_5000,0.4949673547304834,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5200,mid_VEV_5100,0.5096295975579334,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5200,mid_VEV_5300,0.5099910453831342,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5200,mid_VEV_5400,0.49227371220803,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5200,mid_VEV_5500,0.45476407173278116,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5200,mid_VEV_6000,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5200,mid_VEV_6500,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5300,mid_VELVETFRUIT_EXTRACT,0.4218294655932734,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5300,mid_HYDROGEL_PACK,-0.10651684171790754,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5300,mid_VEV_4000,0.4230387172150662,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5300,mid_VEV_4500,0.42288550104391315,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5300,mid_VEV_5000,0.43920718388420743,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5300,mid_VEV_5100,0.46267667742716306,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5300,mid_VEV_5200,0.4879329230604617,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5300,mid_VEV_5400,0.485403581500184,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5300,mid_VEV_5500,0.4633767405423369,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5300,mid_VEV_6000,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5300,mid_VEV_6500,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5400,mid_VELVETFRUIT_EXTRACT,0.18406912872539488,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5400,mid_HYDROGEL_PACK,-0.05543727957845371,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5400,mid_VEV_4000,0.1838598513379665,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5400,mid_VEV_4500,0.18388686822503628,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5400,mid_VEV_5000,0.19361152922815025,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5400,mid_VEV_5100,0.20836358497617216,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5400,mid_VEV_5200,0.22516339451918901,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5400,mid_VEV_5300,0.23320755976546903,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5400,mid_VEV_5500,0.22845543967771795,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5400,mid_VEV_6000,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5400,mid_VEV_6500,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5500,mid_VELVETFRUIT_EXTRACT,0.12411569721098653,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5500,mid_HYDROGEL_PACK,-0.06752380662558188,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5500,mid_VEV_4000,0.1238196688235463,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5500,mid_VEV_4500,0.12411338982088253,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5500,mid_VEV_5000,0.13239943201358137,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5500,mid_VEV_5100,0.14427444598345812,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5500,mid_VEV_5200,0.15963154713790523,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5500,mid_VEV_5300,0.16702665871659442,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5500,mid_VEV_5400,0.17692941627706402,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5500,mid_VEV_6000,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_5500,mid_VEV_6500,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6000,mid_VELVETFRUIT_EXTRACT,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6000,mid_HYDROGEL_PACK,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6000,mid_VEV_4000,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6000,mid_VEV_4500,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6000,mid_VEV_5000,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6000,mid_VEV_5100,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6000,mid_VEV_5200,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6000,mid_VEV_5300,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6000,mid_VEV_5400,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6000,mid_VEV_5500,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6000,mid_VEV_6500,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6500,mid_VELVETFRUIT_EXTRACT,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6500,mid_HYDROGEL_PACK,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6500,mid_VEV_4000,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6500,mid_VEV_4500,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6500,mid_VEV_5000,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6500,mid_VEV_5100,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6500,mid_VEV_5200,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6500,mid_VEV_5300,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6500,mid_VEV_5400,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6500,mid_VEV_5500,,30000
all_inner_timestamps,spread_vs_mid,sp_VEV_6500,mid_VEV_6000,,30000
joint_tight_only,mid,mid_VELVETFRUIT_EXTRACT,mid_HYDROGEL_PACK,-0.4051019472797177,7722
joint_tight_only,mid,mid_VELVETFRUIT_EXTRACT,mid_VEV_4000,0.9953125361415099,7722
joint_tight_only,mid,mid_VELVETFRUIT_EXTRACT,mid_VEV_4500,0.9969894310198836,7722
joint_tight_only,mid,mid_VELVETFRUIT_EXTRACT,mid_VEV_5000,0.9955348315328771,7722
joint_tight_only,mid,mid_VELVETFRUIT_EXTRACT,mid_VEV_5100,0.9756938478532827,7722
joint_tight_only,mid,mid_VELVETFRUIT_EXTRACT,mid_VEV_5200,0.9011676306183944,7722
joint_tight_only,mid,mid_VELVETFRUIT_EXTRACT,mid_VEV_5300,0.7829063223164681,7722
joint_tight_only,mid,mid_VELVETFRUIT_EXTRACT,mid_VEV_5400,0.7007802833802894,7722
joint_tight_only,mid,mid_VELVETFRUIT_EXTRACT,mid_VEV_5500,0.5366228107760309,7722
joint_tight_only,mid,mid_VELVETFRUIT_EXTRACT,mid_VEV_6000,,7722
joint_tight_only,mid,mid_VELVETFRUIT_EXTRACT,mid_VEV_6500,,7722
joint_tight_only,mid,mid_HYDROGEL_PACK,mid_VEV_4000,-0.4044255044824995,7722
joint_tight_only,mid,mid_HYDROGEL_PACK,mid_VEV_4500,-0.4047455906227639,7722
joint_tight_only,mid,mid_HYDROGEL_PACK,mid_VEV_5000,-0.4124069030797415,7722
joint_tight_only,mid,mid_HYDROGEL_PACK,mid_VEV_5100,-0.40431422984156407,7722
joint_tight_only,mid,mid_HYDROGEL_PACK,mid_VEV_5200,-0.4067291164885312,7722
joint_tight_only,mid,mid_HYDROGEL_PACK,mid_VEV_5300,-0.3421578579021346,7722
joint_tight_only,mid,mid_HYDROGEL_PACK,mid_VEV_5400,-0.30583884875869616,7722
joint_tight_only,mid,mid_HYDROGEL_PACK,mid_VEV_5500,-0.2814749590015277,7722
joint_tight_only,mid,mid_HYDROGEL_PACK,mid_VEV_6000,,7722
joint_tight_only,mid,mid_HYDROGEL_PACK,mid_VEV_6500,,7722
joint_tight_only,mid,mid_VEV_4000,mid_VEV_4500,0.999505200605946,7722
joint_tight_only,mid,mid_VEV_4000,mid_VEV_5000,0.9940531762863818,7722
joint_tight_only,mid,mid_VEV_4000,mid_VEV_5100,0.9736139565557321,7722
joint_tight_only,mid,mid_VEV_4000,mid_VEV_5200,0.898695327454103,7722
