day,timestamp,buyer,seller,symbol,side,fwd_mid_20,cell_mean_fwd20,residual_fwd20
1,174400,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,17.5,-0.3530571992110454,17.853057199211044
1,909300,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,17.5,-0.3530571992110454,17.853057199211044
3,966700,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,18.0,0.23387096774193547,17.766129032258064
1,137800,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,18.0,0.23387096774193547,17.766129032258064
2,928800,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,18.0,0.23387096774193547,17.766129032258064
1,65400,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,18.0,0.23387096774193547,17.766129032258064
3,802100,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-18.0,-0.3530571992110454,-17.646942800788956
1,870000,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-18.0,-0.3530571992110454,-17.646942800788956
2,493800,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-18.0,-0.3530571992110454,-17.646942800788956
3,473400,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-18.0,-0.3530571992110454,-17.646942800788956
3,516400,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,17.0,-0.3530571992110454,17.353057199211044
1,174200,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,17.0,-0.3530571992110454,17.353057199211044
3,882400,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-17.0,0.23387096774193547,-17.233870967741936
3,896900,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,16.5,-0.3530571992110454,16.853057199211044
1,977600,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,17.0,0.23387096774193547,16.766129032258064
1,61400,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-17.0,-0.3530571992110454,-16.646942800788956
3,200100,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-17.0,-0.3530571992110454,-16.646942800788956
3,417100,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,16.0,-0.3530571992110454,16.353057199211044
1,862900,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,16.5,0.23387096774193547,16.266129032258064
2,256200,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-16.0,0.23387096774193547,-16.233870967741936
1,427000,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-16.0,0.23387096774193547,-16.233870967741936
2,766500,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-16.0,0.23387096774193547,-16.233870967741936
2,224300,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-16.5,-0.3530571992110454,-16.146942800788956
1,854900,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,15.5,-0.3530571992110454,15.853057199211046
1,345900,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,15.5,-0.3530571992110454,15.853057199211046
2,645000,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,16.0,0.23387096774193547,15.766129032258064
3,967300,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,16.0,0.23387096774193547,15.766129032258064
1,745000,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,16.0,0.23387096774193547,15.766129032258064
2,282200,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,16.0,0.23387096774193547,15.766129032258064
3,377800,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-15.5,0.23387096774193547,-15.733870967741936
3,204800,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-15.5,0.23387096774193547,-15.733870967741936
3,222300,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-16.0,-0.3530571992110454,-15.646942800788954
1,248200,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-16.0,-0.3530571992110454,-15.646942800788954
1,79800,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-16.0,-0.3530571992110454,-15.646942800788954
1,887200,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,15.0,-0.3530571992110454,15.353057199211046
3,797600,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,15.0,-0.3530571992110454,15.353057199211046
2,394300,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,15.0,-0.3530571992110454,15.353057199211046
1,494500,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,15.0,-0.3530571992110454,15.353057199211046
1,65900,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,15.5,0.23387096774193547,15.266129032258064
1,308000,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-15.0,0.23387096774193547,-15.233870967741936
1,240600,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-15.0,0.23387096774193547,-15.233870967741936
3,203500,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-15.0,0.23387096774193547,-15.233870967741936
1,52400,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-15.0,0.23387096774193547,-15.233870967741936
2,49400,Mark 22,Mark 38,HYDROGEL_PACK,seller_aggressive,-21.0,-5.863636363636363,-15.136363636363637
3,434400,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,14.5,-0.3530571992110454,14.853057199211046
3,847100,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,15.0,0.23387096774193547,14.766129032258064
3,672800,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,15.0,0.23387096774193547,14.766129032258064
3,150300,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,15.0,0.23387096774193547,14.766129032258064
3,38600,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,15.0,0.23387096774193547,14.766129032258064
1,703000,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,15.0,0.23387096774193547,14.766129032258064
1,695200,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,15.0,0.23387096774193547,14.766129032258064
2,450900,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-15.0,-0.3530571992110454,-14.646942800788954
1,759100,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-15.0,-0.3530571992110454,-14.646942800788954
1,966900,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-15.0,-0.3530571992110454,-14.646942800788954
2,576700,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-15.0,-0.3530571992110454,-14.646942800788954
3,296200,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-15.0,-0.3530571992110454,-14.646942800788954
2,392400,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-15.0,-0.3530571992110454,-14.646942800788954
1,202700,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-15.0,-0.3530571992110454,-14.646942800788954
1,41300,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,14.0,-0.3530571992110454,14.353057199211046
1,985400,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,14.0,-0.3530571992110454,14.353057199211046
1,138100,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,14.0,-0.3530571992110454,14.353057199211046
1,929300,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,14.0,-0.3530571992110454,14.353057199211046
2,787400,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-14.0,0.23387096774193547,-14.233870967741936
2,422200,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-14.0,0.23387096774193547,-14.233870967741936
1,313000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,buyer_aggressive,-14.0,0.006147540983606557,-14.006147540983607
1,507800,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,14.0,0.23387096774193547,13.766129032258064
3,390200,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,14.0,0.23387096774193547,13.766129032258064
2,929600,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,14.0,0.23387096774193547,13.766129032258064
1,957800,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,14.0,0.23387096774193547,13.766129032258064
1,953800,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-14.0,-0.3530571992110454,-13.646942800788954
2,861200,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-14.0,-0.3530571992110454,-13.646942800788954
1,193400,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-14.0,-0.3530571992110454,-13.646942800788954
1,380100,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-14.0,-0.3530571992110454,-13.646942800788954
3,17100,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,seller_aggressive,-13.5,0.0057692307692307696,-13.50576923076923
3,28400,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,13.0,-0.3530571992110454,13.353057199211046
2,478900,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,13.0,-0.3530571992110454,13.353057199211046
3,642300,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,13.0,-0.3530571992110454,13.353057199211046
2,866900,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,13.0,-0.3530571992110454,13.353057199211046
1,908700,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,13.0,-0.3530571992110454,13.353057199211046
1,929500,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,13.0,-0.3530571992110454,13.353057199211046
2,574200,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,13.0,-0.3530571992110454,13.353057199211046
3,694500,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,13.0,-0.3530571992110454,13.353057199211046
3,136100,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-13.0,0.23387096774193547,-13.233870967741936
1,924500,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-13.0,0.23387096774193547,-13.233870967741936
3,203300,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-13.0,0.23387096774193547,-13.233870967741936
3,536400,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-13.0,0.23387096774193547,-13.233870967741936
1,964000,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-13.0,0.23387096774193547,-13.233870967741936
1,344000,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-13.0,0.23387096774193547,-13.233870967741936
2,630700,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-13.0,0.23387096774193547,-13.233870967741936
3,306100,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-13.0,0.23387096774193547,-13.233870967741936
1,254700,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-13.5,-0.3530571992110454,-13.146942800788954
3,610300,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-13.5,-0.3530571992110454,-13.146942800788954
2,39500,Mark 14,Mark 38,VEV_4000,seller_aggressive,-13.0,-0.1788793103448276,-12.821120689655173
1,414800,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,13.0,0.23387096774193547,12.766129032258064
3,466900,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,13.0,0.23387096774193547,12.766129032258064
1,235900,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,13.0,0.23387096774193547,12.766129032258064
3,370200,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,13.0,0.23387096774193547,12.766129032258064
2,812700,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,13.0,0.23387096774193547,12.766129032258064
3,404000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,seller_aggressive,-13.0,-0.23734177215189872,-12.762658227848101
3,795000,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-12.5,0.23387096774193547,-12.733870967741936
2,300800,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-12.5,0.23387096774193547,-12.733870967741936
1,168500,Mark 38,Mark 14,VEV_4000,buyer_aggressive,-12.5,0.18840579710144928,-12.68840579710145
1,171400,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-13.0,-0.3530571992110454,-12.646942800788954
3,221900,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-13.0,-0.3530571992110454,-12.646942800788954
3,439100,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-13.0,-0.3530571992110454,-12.646942800788954
3,801700,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-13.0,-0.3530571992110454,-12.646942800788954
1,462500,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-13.0,-0.3530571992110454,-12.646942800788954
2,169000,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-13.0,-0.3530571992110454,-12.646942800788954
1,553300,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-13.0,-0.3530571992110454,-12.646942800788954
1,301300,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-13.0,-0.3530571992110454,-12.646942800788954
1,790700,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-13.0,-0.3530571992110454,-12.646942800788954
1,799500,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-13.0,-0.3530571992110454,-12.646942800788954
3,816700,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,12.0,-0.3530571992110454,12.353057199211046
1,596300,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,12.0,-0.3530571992110454,12.353057199211046
2,394100,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,12.0,-0.3530571992110454,12.353057199211046
1,971900,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,12.0,-0.3530571992110454,12.353057199211046
2,347400,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,12.0,-0.3530571992110454,12.353057199211046
3,933300,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,12.0,-0.3530571992110454,12.353057199211046
3,363700,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,12.0,-0.3530571992110454,12.353057199211046
2,866200,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,12.0,-0.3530571992110454,12.353057199211046
1,230800,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,12.0,-0.3530571992110454,12.353057199211046
1,526600,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,12.0,-0.3530571992110454,12.353057199211046
1,527700,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,12.0,-0.3530571992110454,12.353057199211046
1,48300,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,12.5,0.23387096774193547,12.266129032258064
3,466400,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,12.5,0.23387096774193547,12.266129032258064
2,775300,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,12.5,0.23387096774193547,12.266129032258064
2,495700,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-12.0,0.23387096774193547,-12.233870967741936
3,339000,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-12.0,0.23387096774193547,-12.233870967741936
2,736200,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-12.0,0.23387096774193547,-12.233870967741936
3,776400,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-12.0,0.23387096774193547,-12.233870967741936
1,797600,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-12.0,0.23387096774193547,-12.233870967741936
3,24500,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-12.0,0.23387096774193547,-12.233870967741936
2,935400,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-12.0,0.23387096774193547,-12.233870967741936
3,33900,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-12.0,0.23387096774193547,-12.233870967741936
2,976200,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-12.0,0.23387096774193547,-12.233870967741936
1,396300,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-12.5,-0.3530571992110454,-12.146942800788954
2,316900,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,11.5,-0.3530571992110454,11.853057199211046
3,270900,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,12.0,0.23387096774193547,11.766129032258064
3,370900,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,12.0,0.23387096774193547,11.766129032258064
1,477600,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,12.0,0.23387096774193547,11.766129032258064
1,694900,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,12.0,0.23387096774193547,11.766129032258064
2,526300,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,12.0,0.23387096774193547,11.766129032258064
2,747700,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,12.0,0.23387096774193547,11.766129032258064
3,828300,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,12.0,0.23387096774193547,11.766129032258064
3,236300,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,12.0,0.23387096774193547,11.766129032258064
1,550400,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,12.0,0.23387096774193547,11.766129032258064
3,962600,Mark 14,Mark 38,HYDROGEL_PACK,seller_aggressive,-11.5,0.23387096774193547,-11.733870967741936
2,1300,Mark 14,Mark 38,VEV_4000,seller_aggressive,11.5,-0.1788793103448276,11.678879310344827
3,963600,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-12.0,-0.3530571992110454,-11.646942800788954
3,935300,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-12.0,-0.3530571992110454,-11.646942800788954
2,967500,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-12.0,-0.3530571992110454,-11.646942800788954
1,301100,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-12.0,-0.3530571992110454,-11.646942800788954
3,633800,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-12.0,-0.3530571992110454,-11.646942800788954
3,438800,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-12.0,-0.3530571992110454,-11.646942800788954
3,670700,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-12.0,-0.3530571992110454,-11.646942800788954
2,169200,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-12.0,-0.3530571992110454,-11.646942800788954
1,917900,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-12.0,-0.3530571992110454,-11.646942800788954
2,344600,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-12.0,-0.3530571992110454,-11.646942800788954
2,771300,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-12.0,-0.3530571992110454,-11.646942800788954
3,658900,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,-12.0,-0.3530571992110454,-11.646942800788954
3,813800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,buyer_aggressive,-11.0,0.5755287009063444,-11.575528700906345
2,866800,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,11.0,-0.3530571992110454,11.353057199211046
3,157500,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,11.0,-0.3530571992110454,11.353057199211046
3,644900,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,11.0,-0.3530571992110454,11.353057199211046
3,268800,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,11.0,-0.3530571992110454,11.353057199211046
1,853900,Mark 38,Mark 14,HYDROGEL_PACK,buyer_aggressive,11.0,-0.3530571992110454,11.353057199211046
