mark,role,traded_symbol,spread_regime,horizon_K,fwd_target,n,mean_fwd,median_fwd,frac_pos,t_vs_zero,ci95_low,ci95_high
Mark 22,seller_agg,VELVETFRUIT_EXTRACT,tight_spread,20,HYDROGEL_PACK,11,3.9545454545454546,3.0,0.8181818181818182,2.7514567237775274,1.3613636363636363,6.410227272727272
Mark 22,seller_agg,VELVETFRUIT_EXTRACT,tight_spread,100,same_symbol,11,-3.272727272727273,-5.0,0.2727272727272727,-1.9811345243658143,-6.363636363636363,0.09090909090909091
Mark 22,seller_agg,VELVETFRUIT_EXTRACT,tight_spread,100,VELVETFRUIT_EXTRACT,11,-3.272727272727273,-5.0,0.2727272727272727,-1.9811345243658143,-6.363636363636363,-0.08977272727272831
Mark 22,seller_agg,VELVETFRUIT_EXTRACT,tight_spread,100,HYDROGEL_PACK,11,4.909090909090909,1.0,0.5454545454545454,1.0931420460465102,-2.1363636363636362,13.592045454545454
Mark 22,seller_agg,VELVETFRUIT_EXTRACT,wide_spread,5,same_symbol,8,-1.875,-2.0,0.25,-1.6380276501401037,,
Mark 22,seller_agg,VELVETFRUIT_EXTRACT,wide_spread,5,VELVETFRUIT_EXTRACT,8,-1.875,-2.0,0.25,-1.6380276501401037,,
Mark 22,seller_agg,VELVETFRUIT_EXTRACT,wide_spread,5,HYDROGEL_PACK,8,0.125,-0.5,0.25,0.12190978530747848,,
Mark 22,seller_agg,VELVETFRUIT_EXTRACT,wide_spread,20,same_symbol,8,-3.75,-6.5,0.375,-1.862568923716573,,
Mark 22,seller_agg,VELVETFRUIT_EXTRACT,wide_spread,20,VELVETFRUIT_EXTRACT,8,-3.75,-6.5,0.375,-1.862568923716573,,
Mark 22,seller_agg,VELVETFRUIT_EXTRACT,wide_spread,20,HYDROGEL_PACK,8,4.375,3.5,0.875,2.5420354511919783,,
Mark 22,seller_agg,VELVETFRUIT_EXTRACT,wide_spread,100,same_symbol,8,-3.8125,-5.25,0.25,-3.0247196063228574,,
Mark 22,seller_agg,VELVETFRUIT_EXTRACT,wide_spread,100,VELVETFRUIT_EXTRACT,8,-3.8125,-5.25,0.25,-3.0247196063228574,,
Mark 22,seller_agg,VELVETFRUIT_EXTRACT,wide_spread,100,HYDROGEL_PACK,8,8.3125,7.0,0.625,1.4651827597356177,,
Mark 22,seller_agg,VEV_5200,all,5,same_symbol,44,-0.22727272727272727,-0.5,0.3181818181818182,-1.5035884171827123,-0.48863636363636365,0.05710227272727247
Mark 22,seller_agg,VEV_5200,all,5,VELVETFRUIT_EXTRACT,44,-0.20454545454545456,0.0,0.4090909090909091,-0.729717333801011,-0.75,0.3181818181818182
Mark 22,seller_agg,VEV_5200,all,5,HYDROGEL_PACK,44,-1.0,-0.5,0.4090909090909091,-1.5619591262439416,-2.2048295454545457,0.28437499999999977
Mark 22,seller_agg,VEV_5200,all,20,same_symbol,44,0.22727272727272727,-0.25,0.4772727272727273,0.45017565512115065,-0.6482954545454545,1.1821022727272725
Mark 22,seller_agg,VEV_5200,all,20,VELVETFRUIT_EXTRACT,44,0.7272727272727273,0.0,0.4772727272727273,0.8464514654199836,-0.9664772727272727,2.386647727272727
Mark 22,seller_agg,VEV_5200,all,20,HYDROGEL_PACK,44,0.07954545454545454,0.5,0.5,0.05986039007089727,-2.409659090909091,2.433238636363635
Mark 22,seller_agg,VEV_5200,all,100,same_symbol,44,0.625,0.5,0.5681818181818182,0.6621679449607971,-1.1136363636363635,2.5113636363636362
Mark 22,seller_agg,VEV_5200,all,100,VELVETFRUIT_EXTRACT,44,1.0681818181818181,1.5,0.5681818181818182,0.6943422971366147,-1.9548295454545455,3.9343749999999975
Mark 22,seller_agg,VEV_5200,all,100,HYDROGEL_PACK,44,-4.2272727272727275,-2.5,0.4090909090909091,-1.3157312360827726,-10.375568181818181,2.307386363636363
Mark 22,seller_agg,VEV_5200,tight_spread,5,same_symbol,44,-0.22727272727272727,-0.5,0.3181818181818182,-1.5035884171827123,-0.5113636363636364,0.056818181818181816
Mark 22,seller_agg,VEV_5200,tight_spread,5,VELVETFRUIT_EXTRACT,44,-0.20454545454545456,0.0,0.4090909090909091,-0.729717333801011,-0.7386363636363636,0.32954545454545453
Mark 22,seller_agg,VEV_5200,tight_spread,5,HYDROGEL_PACK,44,-1.0,-0.5,0.4090909090909091,-1.5619591262439416,-2.363920454545455,0.2053977272727265
Mark 22,seller_agg,VEV_5200,tight_spread,20,same_symbol,44,0.22727272727272727,-0.25,0.4772727272727273,0.45017565512115065,-0.8525568181818182,1.2051136363636359
Mark 22,seller_agg,VEV_5200,tight_spread,20,VELVETFRUIT_EXTRACT,44,0.7272727272727273,0.0,0.4772727272727273,0.8464514654199836,-0.8639204545454545,2.340909090909091
Mark 22,seller_agg,VEV_5200,tight_spread,20,HYDROGEL_PACK,44,0.07954545454545454,0.5,0.5,0.05986039007089727,-2.4321022727272728,2.375852272727272
Mark 22,seller_agg,VEV_5200,tight_spread,100,same_symbol,44,0.625,0.5,0.5681818181818182,0.6621679449607971,-1.1139204545454544,2.4321022727272723
Mark 22,seller_agg,VEV_5200,tight_spread,100,VELVETFRUIT_EXTRACT,44,1.0681818181818181,1.5,0.5681818181818182,0.6943422971366147,-1.740340909090909,4.205113636363635
Mark 22,seller_agg,VEV_5200,tight_spread,100,HYDROGEL_PACK,44,-4.2272727272727275,-2.5,0.4090909090909091,-1.3157312360827726,-10.102556818181817,1.6068181818181777
Mark 22,seller_agg,VEV_5200,wide_spread,5,same_symbol,44,-0.22727272727272727,-0.5,0.3181818181818182,-1.5035884171827123,-0.5116477272727272,0.03437499999999974
Mark 22,seller_agg,VEV_5200,wide_spread,5,VELVETFRUIT_EXTRACT,44,-0.20454545454545456,0.0,0.4090909090909091,-0.729717333801011,-0.7843749999999999,0.3639204545454543
Mark 22,seller_agg,VEV_5200,wide_spread,5,HYDROGEL_PACK,44,-1.0,-0.5,0.4090909090909091,-1.5619591262439416,-2.171022727272727,0.2164772727272722
Mark 22,seller_agg,VEV_5200,wide_spread,20,same_symbol,44,0.22727272727272727,-0.25,0.4772727272727273,0.45017565512115065,-0.7954545454545454,1.2164772727272721
Mark 22,seller_agg,VEV_5200,wide_spread,20,VELVETFRUIT_EXTRACT,44,0.7272727272727273,0.0,0.4772727272727273,0.8464514654199836,-0.9207386363636363,2.3636363636363638
Mark 22,seller_agg,VEV_5200,wide_spread,20,HYDROGEL_PACK,44,0.07954545454545454,0.5,0.5,0.05986039007089727,-2.4553977272727274,2.75
Mark 22,seller_agg,VEV_5200,wide_spread,100,same_symbol,44,0.625,0.5,0.5681818181818182,0.6621679449607971,-1.2957386363636363,2.386647727272727
Mark 22,seller_agg,VEV_5200,wide_spread,100,VELVETFRUIT_EXTRACT,44,1.0681818181818181,1.5,0.5681818181818182,0.6943422971366147,-2.0005681818181817,3.944318181818181
Mark 22,seller_agg,VEV_5200,wide_spread,100,HYDROGEL_PACK,44,-4.2272727272727275,-2.5,0.4090909090909091,-1.3157312360827726,-10.338636363636363,2.0571022727272723
Mark 22,seller_agg,VEV_5300,all,5,same_symbol,160,-0.203125,0.0,0.2375,-3.3127067443445664,-0.33125,-0.078125
Mark 22,seller_agg,VEV_5300,all,5,VELVETFRUIT_EXTRACT,160,-0.134375,0.0,0.43125,-0.7993824112495974,-0.46875,0.20632812499999992
Mark 22,seller_agg,VEV_5300,all,5,HYDROGEL_PACK,160,-0.46875,-0.5,0.41875,-1.3238816697542208,-1.225546875,0.20015624999999987
Mark 22,seller_agg,VEV_5300,all,20,same_symbol,160,-0.14375,0.0,0.38125,-1.1067249793822498,-0.400078125,0.109375
Mark 22,seller_agg,VEV_5300,all,20,VELVETFRUIT_EXTRACT,160,0.053125,0.0,0.43125,0.14344599872412275,-0.6721874999999999,0.7938281249999999
Mark 22,seller_agg,VEV_5300,all,20,HYDROGEL_PACK,160,-0.371875,0.0,0.4625,-0.5805423692459046,-1.6535156249999998,0.8787499999999995
Mark 22,seller_agg,VEV_5300,all,100,same_symbol,160,0.1875,0.25,0.5,0.7289024147507331,-0.3159375,0.6815624999999997
Mark 22,seller_agg,VEV_5300,all,100,VELVETFRUIT_EXTRACT,160,1.08125,1.25,0.55,1.55182731847048,-0.29765624999999996,2.5037499999999993
Mark 22,seller_agg,VEV_5300,all,100,HYDROGEL_PACK,160,0.090625,0.0,0.49375,0.061233020233148354,-2.6940625000000002,2.9599218749999996
Mark 22,seller_agg,VEV_5300,tight_spread,5,same_symbol,160,-0.203125,0.0,0.2375,-3.3127067443445664,-0.321875,-0.08117187500000007
Mark 22,seller_agg,VEV_5300,tight_spread,5,VELVETFRUIT_EXTRACT,160,-0.134375,0.0,0.43125,-0.7993824112495974,-0.446875,0.18125
Mark 22,seller_agg,VEV_5300,tight_spread,5,HYDROGEL_PACK,160,-0.46875,-0.5,0.41875,-1.3238816697542208,-1.19703125,0.19382812499999993
Mark 22,seller_agg,VEV_5300,tight_spread,20,same_symbol,160,-0.14375,0.0,0.38125,-1.1067249793822498,-0.38132812499999996,0.10632812499999993
Mark 22,seller_agg,VEV_5300,tight_spread,20,VELVETFRUIT_EXTRACT,160,0.053125,0.0,0.43125,0.14344599872412275,-0.6846874999999999,0.7625781249999999
Mark 22,seller_agg,VEV_5300,tight_spread,20,HYDROGEL_PACK,160,-0.371875,0.0,0.4625,-0.5805423692459046,-1.6753125,0.9407812499999999
Mark 22,seller_agg,VEV_5300,tight_spread,100,same_symbol,160,0.1875,0.25,0.5,0.7289024147507331,-0.31875,0.728203125
Mark 22,seller_agg,VEV_5300,tight_spread,100,VELVETFRUIT_EXTRACT,160,1.08125,1.25,0.55,1.55182731847048,-0.184609375,2.312578125
Mark 22,seller_agg,VEV_5300,tight_spread,100,HYDROGEL_PACK,160,0.090625,0.0,0.49375,0.061233020233148354,-2.797421875,3.0535937499999997
Mark 22,seller_agg,VEV_5300,wide_spread,5,same_symbol,124,-0.25,0.0,0.20967741935483872,-3.363709270931003,-0.3911290322580645,-0.09274193548387097
Mark 22,seller_agg,VEV_5300,wide_spread,5,VELVETFRUIT_EXTRACT,124,-0.14112903225806453,0.0,0.43548387096774194,-0.7229145755797579,-0.5403225806451613,0.22600806451612884
Mark 22,seller_agg,VEV_5300,wide_spread,5,HYDROGEL_PACK,124,-0.782258064516129,-1.0,0.4032258064516129,-1.8487693691440035,-1.625,0.012197580645161198
Mark 22,seller_agg,VEV_5300,wide_spread,20,same_symbol,124,-0.2217741935483871,-0.25,0.3548387096774194,-1.4342854001093401,-0.5201612903225806,0.07268145161290314
Mark 22,seller_agg,VEV_5300,wide_spread,20,VELVETFRUIT_EXTRACT,124,-0.08870967741935484,-0.5,0.4274193548387097,-0.20370228385600378,-0.9480846774193549,0.7299395161290322
Mark 22,seller_agg,VEV_5300,wide_spread,20,HYDROGEL_PACK,124,-0.3709677419354839,-0.25,0.46774193548387094,-0.503195868785604,-1.9357862903225806,1.0001008064516128
Mark 22,seller_agg,VEV_5300,wide_spread,100,same_symbol,124,-0.07258064516129033,0.0,0.45161290322580644,-0.239661983729765,-0.6775201612903226,0.5161290322580645
Mark 22,seller_agg,VEV_5300,wide_spread,100,VELVETFRUIT_EXTRACT,124,0.375,0.25,0.5,0.4649189769741545,-1.0807459677419353,2.1129032258064515
Mark 22,seller_agg,VEV_5300,wide_spread,100,HYDROGEL_PACK,124,0.7379032258064516,1.0,0.5080645161290323,0.46174797140178797,-2.4439516129032257,4.012096774193548
Mark 22,seller_agg,VEV_5400,all,5,same_symbol,275,-0.03090909090909091,0.0,0.16363636363636364,-1.3172567025602886,-0.07640909090909091,0.01640909090909087
Mark 22,seller_agg,VEV_5400,all,5,VELVETFRUIT_EXTRACT,275,-0.012727272727272728,0.0,0.4254545454545455,-0.10169466502110629,-0.262,0.2309545454545454
Mark 22,seller_agg,VEV_5400,all,5,HYDROGEL_PACK,275,-0.14,0.0,0.41818181818181815,-0.5346595535400881,-0.6458636363636364,0.3745909090909091
Mark 22,seller_agg,VEV_5400,all,20,same_symbol,275,0.02,0.0,0.3054545454545455,0.41965834169991967,-0.08181818181818182,0.10181818181818182
Mark 22,seller_agg,VEV_5400,all,20,VELVETFRUIT_EXTRACT,275,0.33090909090909093,0.0,0.4618181818181818,1.1852392033677197,-0.25277272727272726,0.8692272727272726
Mark 22,seller_agg,VEV_5400,all,20,HYDROGEL_PACK,275,-0.4290909090909091,0.0,0.44727272727272727,-0.843707815018396,-1.494909090909091,0.5020454545454544
Mark 22,seller_agg,VEV_5400,all,100,same_symbol,274,-0.023722627737226276,0.0,0.4197080291970803,-0.25847354862403255,-0.21719890510948905,0.1607208029197079
Mark 22,seller_agg,VEV_5400,all,100,VELVETFRUIT_EXTRACT,274,0.5127737226277372,1.0,0.5364963503649635,0.9011238639815358,-0.6187043795620438,1.6171076642335764
Mark 22,seller_agg,VEV_5400,all,100,HYDROGEL_PACK,274,-0.6441605839416058,-1.0,0.4635036496350365,-0.5759190215438674,-2.905611313868613,1.336268248175182
Mark 22,seller_agg,VEV_5400,tight_spread,5,same_symbol,225,-0.0044444444444444444,0.0,0.16444444444444445,-0.17240075262328555,-0.055611111111111104,0.044444444444444446
Mark 22,seller_agg,VEV_5400,tight_spread,5,VELVETFRUIT_EXTRACT,225,0.08,0.0,0.4577777777777778,0.5744252790068322,-0.20894444444444446,0.34444444444444444
Mark 22,seller_agg,VEV_5400,tight_spread,5,HYDROGEL_PACK,225,-0.08444444444444445,0.0,0.4177777777777778,-0.2836345599842857,-0.6959444444444445,0.5091666666666663
Mark 22,seller_agg,VEV_5400,tight_spread,20,same_symbol,225,0.06,0.0,0.3022222222222222,1.1749049766681707,-0.04005555555555555,0.15783333333333327
Mark 22,seller_agg,VEV_5400,tight_spread,20,VELVETFRUIT_EXTRACT,225,0.5488888888888889,0.0,0.48,1.8014613063942515,-0.04005555555555555,1.1578333333333333
Mark 22,seller_agg,VEV_5400,tight_spread,20,HYDROGEL_PACK,225,-0.4911111111111111,-1.0,0.43555555555555553,-0.860547445540156,-1.6029444444444445,0.6113888888888886
Mark 22,seller_agg,VEV_5400,tight_spread,100,same_symbol,224,0.06696428571428571,0.0,0.41964285714285715,0.6925694285184845,-0.12739955357142854,0.2522879464285714
Mark 22,seller_agg,VEV_5400,tight_spread,100,VELVETFRUIT_EXTRACT,224,1.1227678571428572,1.0,0.5580357142857143,1.8339680018915672,-0.04252232142857142,2.3549107142857144
Mark 22,seller_agg,VEV_5400,tight_spread,100,HYDROGEL_PACK,224,0.017857142857142856,-1.0,0.47767857142857145,0.013983859900170434,-2.4231026785714285,2.6429687499999996
Mark 22,seller_agg,VEV_5400,wide_spread,5,same_symbol,275,-0.03090909090909091,0.0,0.16363636363636364,-1.3172567025602886,-0.06913636363636363,0.016363636363636365
Mark 22,seller_agg,VEV_5400,wide_spread,5,VELVETFRUIT_EXTRACT,275,-0.012727272727272728,0.0,0.4254545454545455,-0.10169466502110629,-0.24736363636363637,0.22559090909090898
Mark 22,seller_agg,VEV_5400,wide_spread,5,HYDROGEL_PACK,275,-0.14,0.0,0.41818181818181815,-0.5346595535400881,-0.6527272727272727,0.35299999999999976
Mark 22,seller_agg,VEV_5400,wide_spread,20,same_symbol,275,0.02,0.0,0.3054545454545455,0.41965834169991967,-0.07272727272727272,0.10545454545454545
Mark 22,seller_agg,VEV_5400,wide_spread,20,VELVETFRUIT_EXTRACT,275,0.33090909090909093,0.0,0.4618181818181818,1.1852392033677197,-0.22004545454545454,0.8329545454545453
Mark 22,seller_agg,VEV_5400,wide_spread,20,HYDROGEL_PACK,275,-0.4290909090909091,0.0,0.44727272727272727,-0.843707815018396,-1.3746818181818181,0.4749545454545451
Mark 22,seller_agg,VEV_5400,wide_spread,100,same_symbol,274,-0.023722627737226276,0.0,0.4197080291970803,-0.25847354862403255,-0.20077554744525547,0.15520072992700723
Mark 22,seller_agg,VEV_5400,wide_spread,100,VELVETFRUIT_EXTRACT,274,0.5127737226277372,1.0,0.5364963503649635,0.9011238639815358,-0.6624543795620438,1.6390054744525544
Mark 22,seller_agg,VEV_5400,wide_spread,100,HYDROGEL_PACK,274,-0.6441605839416058,-1.0,0.4635036496350365,-0.5759190215438674,-2.600410583941606,1.5571167883211674
Mark 22,seller_agg,VEV_5500,all,5,same_symbol,306,-0.026143790849673203,0.0,0.05555555555555555,-1.9207508139484648,-0.05392156862745098,0.0
Mark 22,seller_agg,VEV_5500,all,5,VELVETFRUIT_EXTRACT,306,0.03431372549019608,0.0,0.4411764705882353,0.29370584633928704,-0.1977532679738562,0.26968954248366006
Mark 22,seller_agg,VEV_5500,all,5,HYDROGEL_PACK,306,-0.12418300653594772,0.0,0.434640522875817,-0.49017279483093357,-0.6278186274509804,0.37745098039215685
Mark 22,seller_agg,VEV_5500,all,20,same_symbol,306,0.014705882352941176,0.0,0.14052287581699346,0.6103330614689869,-0.03272058823529412,0.06045751633986928
Mark 22,seller_agg,VEV_5500,all,20,VELVETFRUIT_EXTRACT,306,0.33169934640522875,0.0,0.4738562091503268,1.2766295618808912,-0.1520424836601307,0.8399101307189543
Mark 22,seller_agg,VEV_5500,all,20,HYDROGEL_PACK,306,-0.37745098039215685,0.0,0.45751633986928103,-0.7635802416306634,-1.3955473856209148,0.5729983660130709
Mark 22,seller_agg,VEV_5500,all,100,same_symbol,305,-0.03278688524590164,0.0,0.2360655737704918,-0.7988865394622199,-0.11315573770491802,0.05245901639344262
Mark 22,seller_agg,VEV_5500,all,100,VELVETFRUIT_EXTRACT,305,0.28688524590163933,1.0,0.521311475409836,0.5329173990351583,-0.7081967213114754,1.3197131147540984
Mark 22,seller_agg,VEV_5500,all,100,HYDROGEL_PACK,305,-0.009836065573770493,0.0,0.4852459016393443,-0.009221564322428618,-2.043237704918033,1.9805327868852458
Mark 22,seller_agg,VEV_5500,tight_spread,5,same_symbol,290,-0.017241379310344827,0.0,0.04827586206896552,-1.3147124778907104,-0.041379310344827586,0.010344827586206896
Mark 22,seller_agg,VEV_5500,tight_spread,5,VELVETFRUIT_EXTRACT,290,0.05,0.0,0.4482758620689655,0.4124737436841305,-0.17762931034482757,0.28806034482758613
Mark 22,seller_agg,VEV_5500,tight_spread,5,HYDROGEL_PACK,290,-0.1396551724137931,0.0,0.43448275862068964,-0.5283247148335442,-0.65875,0.38987068965517224
Mark 22,seller_agg,VEV_5500,tight_spread,20,same_symbol,290,0.020689655172413793,0.0,0.13448275862068965,0.8356446011650763,-0.022413793103448276,0.0706896551724138
Mark 22,seller_agg,VEV_5500,tight_spread,20,VELVETFRUIT_EXTRACT,290,0.3258620689655172,0.0,0.4793103448275862,1.2040711651372857,-0.1829310344827586,0.8725431034482757
Mark 22,seller_agg,VEV_5500,tight_spread,20,HYDROGEL_PACK,290,-0.2655172413793103,0.0,0.46206896551724136,-0.5168122748007817,-1.158793103448276,0.7415086206896551
Mark 22,seller_agg,VEV_5500,tight_spread,100,same_symbol,289,-0.02768166089965398,0.0,0.22491349480968859,-0.6648695294058447,-0.1055795847750865,0.05194636678200688
Mark 22,seller_agg,VEV_5500,tight_spread,100,VELVETFRUIT_EXTRACT,289,0.36505190311418684,1.0,0.5224913494809689,0.6599402299481073,-0.5853806228373701,1.4516435986159169
Mark 22,seller_agg,VEV_5500,tight_spread,100,HYDROGEL_PACK,289,-0.09515570934256055,0.0,0.4844290657439446,-0.08705762411690818,-2.0589532871972316,2.022967128027681
Mark 22,seller_agg,VEV_5500,wide_spread,5,same_symbol,306,-0.026143790849673203,0.0,0.05555555555555555,-1.9207508139484648,-0.05228758169934641,0.0016339869281045752
Mark 22,seller_agg,VEV_5500,wide_spread,5,VELVETFRUIT_EXTRACT,306,0.03431372549019608,0.0,0.4411764705882353,0.29370584633928704,-0.20919117647058824,0.25984477124183003
Mark 22,seller_agg,VEV_5500,wide_spread,5,HYDROGEL_PACK,306,-0.12418300653594772,0.0,0.434640522875817,-0.49017279483093357,-0.6111519607843138,0.3808415032679737
Mark 22,seller_agg,VEV_5500,wide_spread,20,same_symbol,306,0.014705882352941176,0.0,0.14052287581699346,0.6103330614689869,-0.03431372549019608,0.06540032679738558
Mark 22,seller_agg,VEV_5500,wide_spread,20,VELVETFRUIT_EXTRACT,306,0.33169934640522875,0.0,0.4738562091503268,1.2766295618808912,-0.1553921568627451,0.8043300653594768
Mark 22,seller_agg,VEV_5500,wide_spread,20,HYDROGEL_PACK,306,-0.37745098039215685,0.0,0.45751633986928103,-0.7635802416306634,-1.3776143790849673,0.6111111111111112
Mark 22,seller_agg,VEV_5500,wide_spread,100,same_symbol,305,-0.03278688524590164,0.0,0.2360655737704918,-0.7988865394622199,-0.11639344262295082,0.05086065573770488
Mark 22,seller_agg,VEV_5500,wide_spread,100,VELVETFRUIT_EXTRACT,305,0.28688524590163933,1.0,0.521311475409836,0.5329173990351583,-0.7967622950819672,1.3381147540983602
Mark 22,seller_agg,VEV_5500,wide_spread,100,HYDROGEL_PACK,305,-0.009836065573770493,0.0,0.4852459016393443,-0.009221564322428618,-2.069016393442623,2.172745901639344
Mark 22,seller_agg,VEV_6000,all,5,same_symbol,317,0.0,0.0,0.0,,0.0,0.0
Mark 22,seller_agg,VEV_6000,all,5,VELVETFRUIT_EXTRACT,317,0.014195583596214511,0.0,0.4353312302839117,0.1223633893942703,-0.20662460567823343,0.2492507886435331
Mark 22,seller_agg,VEV_6000,all,5,HYDROGEL_PACK,317,-0.14511041009463724,0.0,0.43217665615141954,-0.5882412818376108,-0.6326104100946371,0.34392744479495263
Mark 22,seller_agg,VEV_6000,all,20,same_symbol,317,0.0,0.0,0.0,,0.0,0.0
Mark 22,seller_agg,VEV_6000,all,20,VELVETFRUIT_EXTRACT,317,0.2807570977917981,0.0,0.47003154574132494,1.0940325903191777,-0.26198738170347,0.7587933753943216
Mark 22,seller_agg,VEV_6000,all,20,HYDROGEL_PACK,317,-0.5,0.0,0.45110410094637227,-1.037954704086357,-1.4214905362776025,0.4259069400630915
Mark 22,seller_agg,VEV_6000,all,100,same_symbol,316,0.0,0.0,0.0,,0.0,0.0
Mark 22,seller_agg,VEV_6000,all,100,VELVETFRUIT_EXTRACT,316,0.21677215189873417,0.75,0.5158227848101266,0.41373949604117033,-0.7824367088607594,1.256368670886076
Mark 22,seller_agg,VEV_6000,all,100,HYDROGEL_PACK,316,-0.28955696202531644,0.0,0.4810126582278481,-0.27863466835794454,-2.1970727848101266,1.7025712025316455
Mark 22,seller_agg,VEV_6000,tight_spread,5,same_symbol,317,0.0,0.0,0.0,,0.0,0.0
Mark 22,seller_agg,VEV_6000,tight_spread,5,VELVETFRUIT_EXTRACT,317,0.014195583596214511,0.0,0.4353312302839117,0.1223633893942703,-0.20977917981072555,0.23032334384858041
Mark 22,seller_agg,VEV_6000,tight_spread,5,HYDROGEL_PACK,317,-0.14511041009463724,0.0,0.43217665615141954,-0.5882412818376108,-0.6294164037854889,0.36604889589905354
Mark 22,seller_agg,VEV_6000,tight_spread,20,same_symbol,317,0.0,0.0,0.0,,0.0,0.0
Mark 22,seller_agg,VEV_6000,tight_spread,20,VELVETFRUIT_EXTRACT,317,0.2807570977917981,0.0,0.47003154574132494,1.0940325903191777,-0.1960173501577287,0.788840694006309
Mark 22,seller_agg,VEV_6000,tight_spread,20,HYDROGEL_PACK,317,-0.5,0.0,0.45110410094637227,-1.037954704086357,-1.413761829652997,0.4575709779179809
Mark 22,seller_agg,VEV_6000,tight_spread,100,same_symbol,316,0.0,0.0,0.0,,0.0,0.0
Mark 22,seller_agg,VEV_6000,tight_spread,100,VELVETFRUIT_EXTRACT,316,0.21677215189873417,0.75,0.5158227848101266,0.41373949604117033,-0.7769778481012658,1.2248417721518987
Mark 22,seller_agg,VEV_6000,tight_spread,100,HYDROGEL_PACK,316,-0.28955696202531644,0.0,0.4810126582278481,-0.27863466835794454,-2.2975870253164556,1.7454509493670884
Mark 22,seller_agg,VEV_6000,wide_spread,5,same_symbol,317,0.0,0.0,0.0,,0.0,0.0
Mark 22,seller_agg,VEV_6000,wide_spread,5,VELVETFRUIT_EXTRACT,317,0.014195583596214511,0.0,0.4353312302839117,0.1223633893942703,-0.2098186119873817,0.2555205047318612
Mark 22,seller_agg,VEV_6000,wide_spread,5,HYDROGEL_PACK,317,-0.14511041009463724,0.0,0.43217665615141954,-0.5882412818376108,-0.5899053627760252,0.3832807570977918
Mark 22,seller_agg,VEV_6000,wide_spread,20,same_symbol,317,0.0,0.0,0.0,,0.0,0.0
Mark 22,seller_agg,VEV_6000,wide_spread,20,VELVETFRUIT_EXTRACT,317,0.2807570977917981,0.0,0.47003154574132494,1.0940325903191777,-0.21336750788643533,0.8013801261829652
Mark 22,seller_agg,VEV_6000,wide_spread,20,HYDROGEL_PACK,317,-0.5,0.0,0.45110410094637227,-1.037954704086357,-1.4290615141955836,0.43075709779179794
Mark 22,seller_agg,VEV_6000,wide_spread,100,same_symbol,316,0.0,0.0,0.0,,0.0,0.0
