day,mark,role,joint_tight,horizon_K,n,mean_fwd,t_vs_zero
1,Mark 38,seller_agg,True,5,38,0.6710526315789473,0.9698334056625886
1,Mark 38,seller_agg,True,20,38,1.6973684210526316,1.5809135394406582
1,Mark 38,seller_agg,True,100,38,1.1842105263157894,0.41792601815307445
1,Mark 38,seller_agg,False,5,239,0.07112970711297072,0.28557849036620386
1,Mark 38,seller_agg,False,20,239,0.6129707112970711,1.2614843701140515
1,Mark 38,seller_agg,False,100,239,0.32426778242677823,0.3195196497323418
1,Mark 38,any_touch,True,5,81,0.5123456790123457,1.213299241044907
1,Mark 38,any_touch,True,20,81,1.2469135802469136,1.5295318311889068
1,Mark 38,any_touch,True,100,81,2.623456790123457,1.5042523220950348
1,Mark 38,any_touch,False,5,463,-0.15334773218142547,-0.8451269484342906
1,Mark 38,any_touch,False,20,463,0.09827213822894168,0.26701955484216555
1,Mark 38,any_touch,False,100,463,-0.7235421166306696,-0.9768960338640443
1,Mark 49,any_touch,False,5,37,1.7702702702702702,5.737684845820705
1,Mark 49,any_touch,False,20,37,1.7972972972972974,3.036262396315324
1,Mark 49,any_touch,False,100,37,1.162162162162162,0.6519570319195488
1,Mark 55,buyer_agg,True,5,25,-0.18,-0.3582843428961148
1,Mark 55,buyer_agg,True,20,25,0.88,0.9951924339343493
1,Mark 55,buyer_agg,True,100,25,2.9,1.5064511601172985
1,Mark 55,buyer_agg,False,5,161,0.11490683229813664,0.6767592898770721
1,Mark 55,buyer_agg,False,20,161,0.5186335403726708,1.5403133514861294
1,Mark 55,buyer_agg,False,100,161,0.9099378881987578,1.15070664523551
1,Mark 55,seller_agg,True,5,25,0.74,1.6789299465049472
1,Mark 55,seller_agg,True,20,25,0.54,0.7662851374000683
1,Mark 55,seller_agg,True,100,25,4.1,2.2629840311096148
1,Mark 55,seller_agg,False,5,173,0.2254335260115607,1.3890843336295418
1,Mark 55,seller_agg,False,20,173,0.15606936416184972,0.4830412366124202
1,Mark 55,seller_agg,False,100,173,-1.1184971098265897,-1.7417480547383457
1,Mark 55,any_touch,True,5,50,0.28,0.8303594001598603
1,Mark 55,any_touch,True,20,50,0.71,1.267671539711572
1,Mark 55,any_touch,True,100,50,3.5,2.669675437898553
1,Mark 55,any_touch,False,5,334,0.1721556886227545,1.4690862516226502
1,Mark 55,any_touch,False,20,334,0.33083832335329344,1.419958562517775
1,Mark 55,any_touch,False,100,334,-0.1407185628742515,-0.27691103476547285
1,Mark 67,buyer_agg,False,5,53,2.311320754716981,10.107597364500078
1,Mark 67,buyer_agg,False,20,53,2.1132075471698113,4.262698026143422
1,Mark 67,buyer_agg,False,100,53,2.669811320754717,1.8228628903803017
1,Mark 67,any_touch,False,5,53,2.311320754716981,10.107597364500078
1,Mark 67,any_touch,False,20,53,2.1132075471698113,4.262698026143422
1,Mark 67,any_touch,False,100,53,2.669811320754717,1.8228628903803017
2,Mark 01,any_touch,True,5,430,-0.053488372093023255,-1.755423468932198
2,Mark 01,any_touch,True,20,430,0.009302325581395349,0.13802000614686105
2,Mark 01,any_touch,True,100,430,0.34186046511627904,1.9045027905981158
2,Mark 01,any_touch,False,5,143,0.006993006993006993,0.041941781204698644
2,Mark 01,any_touch,False,20,143,-0.4160839160839161,-1.3316413953417512
2,Mark 01,any_touch,False,100,143,-1.527972027972028,-2.1321561226918413
2,Mark 14,any_touch,True,5,141,-0.15602836879432624,-0.6594513527385104
2,Mark 14,any_touch,True,20,141,-0.375886524822695,-0.8089461895757132
2,Mark 14,any_touch,True,100,141,1.3156028368794326,1.2574450714037908
2,Mark 14,any_touch,False,5,527,0.022770398481973434,0.15789902456157812
2,Mark 14,any_touch,False,20,527,-0.07115749525616698,-0.2701750294407859
2,Mark 14,any_touch,False,100,527,0.25996204933586337,0.45098620998141076
2,Mark 22,seller_agg,True,5,416,-0.051682692307692304,-2.6918743025940217
2,Mark 22,seller_agg,True,20,416,0.04927884615384615,1.2155452413306393
2,Mark 22,seller_agg,True,100,416,0.05889423076923077,0.763286642883214
2,Mark 22,any_touch,True,5,423,-0.028368794326241134,-1.100312114424034
2,Mark 22,any_touch,True,20,423,0.061465721040189124,1.2866128049569707
2,Mark 22,any_touch,True,100,423,0.06264775413711583,0.6904525630851492
2,Mark 22,any_touch,False,5,48,0.7604166666666666,1.59776512690069
2,Mark 22,any_touch,False,20,48,0.3958333333333333,0.5355402509946723
2,Mark 22,any_touch,False,100,48,-1.28125,-0.9124286567448806
2,Mark 38,buyer_agg,True,5,36,-0.2638888888888889,-0.524669732788055
2,Mark 38,buyer_agg,True,20,36,-0.7916666666666666,-0.7310319056537159
2,Mark 38,buyer_agg,True,100,36,3.6666666666666665,1.3651323593834641
2,Mark 38,buyer_agg,False,5,193,0.11139896373056994,0.40889900057464207
2,Mark 38,buyer_agg,False,20,193,-0.12435233160621761,-0.2688528536006591
2,Mark 38,buyer_agg,False,100,193,1.621761658031088,1.4710576638761075
2,Mark 38,seller_agg,True,5,42,0.23809523809523808,0.4093312895661648
2,Mark 38,seller_agg,True,20,42,-0.5833333333333334,-0.5240723956350387
2,Mark 38,seller_agg,True,100,42,1.0238095238095237,0.45735781396191943
2,Mark 38,seller_agg,False,5,168,-0.20535714285714285,-0.7241645212246992
2,Mark 38,seller_agg,False,20,168,-0.47023809523809523,-0.8093069180769247
2,Mark 38,seller_agg,False,100,168,-0.9613095238095238,-0.8128729994636958
2,Mark 38,any_touch,True,5,78,0.00641025641025641,0.016502313138113713
2,Mark 38,any_touch,True,20,78,-0.6794871794871795,-0.8761951214917088
2,Mark 38,any_touch,True,100,78,2.2435897435897436,1.3012592294194545
2,Mark 38,any_touch,False,5,361,-0.036011080332409975,-0.18330845843695243
2,Mark 38,any_touch,False,20,361,-0.2853185595567867,-0.7795322539997506
2,Mark 38,any_touch,False,100,361,0.4196675900277008,0.5193034788683686
2,Mark 49,any_touch,False,5,38,1.118421052631579,3.0487218034363917
2,Mark 49,any_touch,False,20,38,1.6842105263157894,2.80549225780809
2,Mark 49,any_touch,False,100,38,2.723684210526316,2.3858621815153427
2,Mark 55,buyer_agg,True,5,44,-0.19318181818181818,-0.6736137108232452
2,Mark 55,buyer_agg,True,20,44,0.14772727272727273,0.27542677644169555
2,Mark 55,buyer_agg,True,100,44,2.477272727272727,1.601335266574531
2,Mark 55,buyer_agg,False,5,174,0.3275862068965517,1.8801441640622794
2,Mark 55,buyer_agg,False,20,174,0.39080459770114945,1.3259516793307098
2,Mark 55,buyer_agg,False,100,174,-0.02586206896551724,-0.04041955725190268
2,Mark 55,seller_agg,True,5,36,-0.6111111111111112,-1.7092972640660764
2,Mark 55,seller_agg,True,20,36,-1.0277777777777777,-1.3277582525677845
2,Mark 55,seller_agg,True,100,36,0.4027777777777778,0.2314470918844696
2,Mark 55,seller_agg,False,5,157,-0.18471337579617833,-1.0488312326848483
2,Mark 55,seller_agg,False,20,157,-0.4299363057324841,-1.511641738400644
2,Mark 55,seller_agg,False,100,157,-1.767515923566879,-2.981295681121968
2,Mark 55,any_touch,True,5,80,-0.38125,-1.693989505617719
2,Mark 55,any_touch,True,20,80,-0.38125,-0.832136964655872
2,Mark 55,any_touch,True,100,80,1.54375,1.3367339773056925
2,Mark 55,any_touch,False,5,331,0.08459214501510574,0.6790461910838912
2,Mark 55,any_touch,False,20,331,0.0015105740181268882,0.007319894631114731
2,Mark 55,any_touch,False,100,331,-0.851963746223565,-1.9346435052977602
2,Mark 67,buyer_agg,False,5,54,1.6481481481481481,6.806375618640012
2,Mark 67,buyer_agg,False,20,54,1.3611111111111112,2.5241337502409205
2,Mark 67,buyer_agg,False,100,54,1.5185185185185186,1.506853833003161
2,Mark 67,any_touch,False,5,54,1.6481481481481481,6.806375618640012
2,Mark 67,any_touch,False,20,54,1.3611111111111112,2.5241337502409205
2,Mark 67,any_touch,False,100,54,1.5185185185185186,1.506853833003161
3,Mark 01,any_touch,True,5,632,0.0245253164556962,0.6671844150410378
3,Mark 01,any_touch,True,20,632,0.08465189873417721,1.2331644030940858
3,Mark 01,any_touch,True,100,628,0.3184713375796178,2.3987169263084556
3,Mark 01,any_touch,False,5,88,0.1875,0.8003810918263979
3,Mark 01,any_touch,False,20,88,0.29545454545454547,0.5856817567361787
3,Mark 01,any_touch,False,100,88,-2.6931818181818183,-2.8281467375047558
3,Mark 14,any_touch,True,5,359,-0.12674094707520892,-0.7448136876991999
3,Mark 14,any_touch,True,20,359,-0.020891364902506964,-0.05836781747774185
3,Mark 14,any_touch,True,100,355,0.2774647887323944,0.3743151274162151
3,Mark 14,any_touch,False,5,381,0.13517060367454067,0.7640990056151992
3,Mark 14,any_touch,False,20,381,-0.27165354330708663,-0.7930081495803857
3,Mark 14,any_touch,False,100,379,-0.787598944591029,-1.0399906683808904
3,Mark 22,seller_agg,True,5,589,-0.056876061120543296,-2.603039428955774
3,Mark 22,seller_agg,True,20,589,-0.008488964346349746,-0.19351506143633695
3,Mark 22,seller_agg,True,100,585,0.11196581196581197,1.454520626318056
3,Mark 22,any_touch,True,5,612,-0.014705882352941176,-0.4574957109978139
3,Mark 22,any_touch,True,20,612,0.014705882352941176,0.2539071796543821
3,Mark 22,any_touch,True,100,608,0.16776315789473684,1.3647300681654584
3,Mark 22,any_touch,False,5,27,0.8518518518518519,1.5690782718237104
3,Mark 22,any_touch,False,20,27,1.5,1.6361902835757818
3,Mark 22,any_touch,False,100,27,-4.185185185185185,-1.9254772187412856
3,Mark 38,buyer_agg,True,5,121,-0.004132231404958678,-0.0120420908235099
3,Mark 38,buyer_agg,True,20,121,0.11570247933884298,0.16792287394349809
3,Mark 38,buyer_agg,True,100,119,-1.1134453781512605,-0.6945502757893653
3,Mark 38,buyer_agg,False,5,116,0.38362068965517243,1.1677425892357942
3,Mark 38,buyer_agg,False,20,116,-0.008620689655172414,-0.012060667349387691
3,Mark 38,buyer_agg,False,100,115,-2.8,-1.854931830783429
3,Mark 38,seller_agg,True,5,110,-0.41363636363636364,-1.101614809435037
3,Mark 38,seller_agg,True,20,110,-0.35,-0.42988753646002315
3,Mark 38,seller_agg,True,100,110,0.8727272727272727,0.5708695576848457
3,Mark 38,seller_agg,False,5,148,0.010135135135135136,0.02889997954994045
3,Mark 38,seller_agg,False,20,148,-0.2702702702702703,-0.4388369752870407
3,Mark 38,seller_agg,False,100,148,1.6182432432432432,1.2028869261682493
3,Mark 38,any_touch,True,5,231,-0.19913419913419914,-0.7860474628295101
3,Mark 38,any_touch,True,20,231,-0.10606060606060606,-0.20058913109751153
3,Mark 38,any_touch,True,100,229,-0.15938864628820962,-0.14358776479446003
3,Mark 38,any_touch,False,5,264,0.17424242424242425,0.7149059081989784
3,Mark 38,any_touch,False,20,264,-0.1553030303030303,-0.33332847450817354
3,Mark 38,any_touch,False,100,263,-0.31368821292775667,-0.3100999960879253
3,Mark 49,any_touch,True,5,11,-0.18181818181818182,-0.17149858514250885
3,Mark 49,any_touch,True,20,11,0.8636363636363636,0.6614149259837622
3,Mark 49,any_touch,True,100,11,-2.5454545454545454,-0.8672014583155152
3,Mark 49,any_touch,False,5,28,1.6964285714285714,3.38240712601273
3,Mark 49,any_touch,False,20,28,1.1071428571428572,1.1549750669494097
3,Mark 49,any_touch,False,100,28,0.19642857142857142,0.12616051782085685
3,Mark 55,buyer_agg,True,5,93,0.12365591397849462,0.5865042378271811
3,Mark 55,buyer_agg,True,20,93,0.11290322580645161,0.2817845691619072
3,Mark 55,buyer_agg,True,100,92,1.391304347826087,1.7393198516232369
3,Mark 55,buyer_agg,False,5,101,0.44554455445544555,2.1433067498205483
3,Mark 55,buyer_agg,False,20,101,0.5346534653465347,1.2772973019095777
3,Mark 55,buyer_agg,False,100,100,-1.265,-1.3024944989928524
3,Mark 55,seller_agg,True,5,97,0.36597938144329895,1.5727214836999701
3,Mark 55,seller_agg,True,20,97,0.5567010309278351,1.2287495873095249
3,Mark 55,seller_agg,True,100,96,1.7135416666666667,1.9526267752035409
3,Mark 55,seller_agg,False,5,112,-0.09821428571428571,-0.48855319521641216
3,Mark 55,seller_agg,False,20,112,-0.47767857142857145,-1.0973541340113304
3,Mark 55,seller_agg,False,100,112,-3.107142857142857,-3.179819310899065
3,Mark 55,any_touch,True,5,190,0.24736842105263157,1.5736157255070748
3,Mark 55,any_touch,True,20,190,0.3394736842105263,1.12080145777531
3,Mark 55,any_touch,True,100,188,1.5558510638297873,2.6213008952831194
3,Mark 55,any_touch,False,5,213,0.1596244131455399,1.0978740627475418
3,Mark 55,any_touch,False,20,213,0.002347417840375587,0.007715659274405606
3,Mark 55,any_touch,False,100,212,-2.2382075471698113,-3.236884952956194
3,Mark 67,buyer_agg,True,5,15,1.6666666666666667,2.6537244621713763
3,Mark 67,buyer_agg,True,20,15,2.3,2.2762769091576223
3,Mark 67,buyer_agg,True,100,15,-0.9666666666666667,-0.36950706792592086
3,Mark 67,buyer_agg,False,5,30,2.066666666666667,5.064607892651182
3,Mark 67,buyer_agg,False,20,30,1.8833333333333333,2.259672760743364
3,Mark 67,buyer_agg,False,100,30,-1.1333333333333333,-0.6592787317286705
3,Mark 67,any_touch,True,5,15,1.6666666666666667,2.6537244621713763
3,Mark 67,any_touch,True,20,15,2.3,2.2762769091576223
3,Mark 67,any_touch,True,100,15,-0.9666666666666667,-0.36950706792592086
3,Mark 67,any_touch,False,5,31,1.9838709677419355,4.919475283953074
3,Mark 67,any_touch,False,20,31,2.0483870967741935,2.48939862874287
3,Mark 67,any_touch,False,100,31,-0.4838709677419355,-0.2710737625703683
