mark,role,horizon_K,regime,n,mean_fwd,median_fwd,frac_pos,t_vs_zero
Mark 38,buyer_agg,5,wide_spread,689,-0.01451378809869376,0.0,0.46879535558780844,-0.10295037362918122
Mark 38,buyer_agg,20,all,733,-0.14188267394270124,0.0,0.49386084583901774,-0.511486533466923
Mark 38,buyer_agg,20,tight_spread,524,-0.3244274809160305,0.0,0.49427480916030536,-0.8751342169086397
Mark 38,buyer_agg,20,wide_spread,689,-0.14005805515239478,0.0,0.4949201741654572,-0.4862470012708985
Mark 38,buyer_agg,100,all,730,-0.34863013698630135,0.0,0.4931506849315068,-0.5835574149690864
Mark 38,buyer_agg,100,tight_spread,523,-0.32504780114722753,0.0,0.49521988527724664,-0.40776817348252825
Mark 38,buyer_agg,100,wide_spread,686,-0.5546647230320699,0.0,0.4839650145772595,-0.8949567599514446
Mark 38,seller_agg,5,all,745,-0.0348993288590604,0.0,0.45369127516778524,-0.24278942862920416
Mark 38,seller_agg,5,tight_spread,505,0.03762376237623762,0.0,0.4633663366336634,0.1883457120288305
Mark 38,seller_agg,5,wide_spread,714,-0.018907563025210083,0.0,0.4523809523809524,-0.12946268645087708
Mark 38,seller_agg,20,all,745,0.038926174496644296,0.0,0.48590604026845635,0.1395451451156848
Mark 38,seller_agg,20,tight_spread,505,0.1504950495049505,1.0,0.504950495049505,0.39063313570471964
Mark 38,seller_agg,20,wide_spread,714,0.0273109243697479,0.0,0.4803921568627451,0.09627290713212965
Mark 38,seller_agg,100,all,745,0.4557046979865772,-0.5,0.47651006711409394,0.787235549781405
Mark 38,seller_agg,100,tight_spread,505,0.8534653465346534,0.0,0.49306930693069306,1.0697536347376815
Mark 38,seller_agg,100,wide_spread,714,0.4432773109243697,-0.75,0.4733893557422969,0.758119048865568
Mark 38,any_touch,5,all,1478,-0.028416779431664412,0.0,0.46075778078484436,-0.2849996796989427
Mark 38,any_touch,5,tight_spread,1029,-0.03984450923226433,0.0,0.4616132167152575,-0.2940730317607867
Mark 38,any_touch,5,wide_spread,1403,-0.01674982181040627,0.0,0.46044191019244474,-0.16496073996548172
Mark 38,any_touch,20,all,1478,-0.05074424898511502,0.0,0.489851150202977,-0.25802943882934537
Mark 38,any_touch,20,tight_spread,1029,-0.0913508260447036,0.0,0.49951409135082603,-0.3419383503299588
Mark 38,any_touch,20,wide_spread,1403,-0.0548823948681397,0.0,0.48752672843905914,-0.2716179419406441
Mark 38,any_touch,100,all,1475,0.0576271186440678,0.0,0.4847457627118644,0.138589470893816
Mark 38,any_touch,100,tight_spread,1028,0.2538910505836576,0.0,0.49416342412451364,0.4501577685668369
Mark 38,any_touch,100,wide_spread,1400,-0.045714285714285714,0.0,0.4785714285714286,-0.10739317029983202
Mark 49,any_touch,5,all,122,1.3114754098360655,1.75,0.6967213114754098,5.958404047776686
Mark 49,any_touch,5,tight_spread,72,2.0208333333333335,2.0,0.7916666666666666,9.05306132055388
Mark 49,any_touch,5,wide_spread,50,0.29,0.75,0.56,0.7441890986570999
Mark 49,any_touch,20,all,122,1.2254098360655739,1.5,0.6475409836065574,3.21241499977806
Mark 49,any_touch,20,tight_spread,72,1.9930555555555556,2.0,0.6805555555555556,4.632470664277948
Mark 49,any_touch,20,wide_spread,50,0.12,1.0,0.6,0.17922878087704458
Mark 49,any_touch,100,all,122,1.180327868852459,0.0,0.4918032786885246,1.4606158409353889
Mark 49,any_touch,100,tight_spread,72,2.5347222222222223,2.0,0.5694444444444444,2.2003595689435
Mark 49,any_touch,100,wide_spread,50,-0.77,-1.0,0.38,-0.7571143269391103
Mark 55,buyer_agg,5,all,598,0.19899665551839466,0.0,0.46488294314381273,2.2464782628170425
Mark 55,buyer_agg,5,tight_spread,493,0.22008113590263692,0.0,0.4665314401622718,2.267803870296648
Mark 55,buyer_agg,5,wide_spread,557,0.17504488330341114,0.0,0.4542190305206463,1.9039514828217339
Mark 55,buyer_agg,20,all,598,0.4088628762541806,0.5,0.5100334448160535,2.4788758254472882
Mark 55,buyer_agg,20,tight_spread,493,0.31135902636916835,0.0,0.4969574036511156,1.727559934052485
Mark 55,buyer_agg,20,wide_spread,557,0.3464991023339318,0.5,0.5008976660682226,2.0273829917790143
Mark 55,buyer_agg,100,all,596,0.5453020134228188,0.25,0.5,1.4428363811462162
Mark 55,buyer_agg,100,tight_spread,491,0.5855397148676171,0.0,0.49490835030549896,1.4110617651228408
Mark 55,buyer_agg,100,wide_spread,555,0.5486486486486486,0.5,0.5009009009009009,1.4053797174438434
Mark 55,seller_agg,5,all,600,0.051666666666666666,0.0,0.44333333333333336,0.5770292515005375
Mark 55,seller_agg,5,tight_spread,514,0.029182879377431907,0.0,0.4280155642023346,0.30290155885435005
Mark 55,seller_agg,5,wide_spread,551,0.04900181488203267,0.0,0.44101633393829404,0.5395985898458547
Mark 55,seller_agg,20,all,600,-0.10583333333333333,0.0,0.43833333333333335,-0.6181496555114884
Mark 55,seller_agg,20,tight_spread,514,-0.0038910505836575876,0.0,0.4357976653696498,-0.021070123607488524
Mark 55,seller_agg,20,wide_spread,551,-0.20598911070780399,-0.5,0.42286751361161523,-1.1705115464677065
Mark 55,seller_agg,100,all,599,-0.8973288814691152,-1.0,0.44073455759599334,-2.462282936013076
Mark 55,seller_agg,100,tight_spread,513,-0.8333333333333334,-1.0,0.4444444444444444,-2.125238869766354
Mark 55,seller_agg,100,wide_spread,550,-1.03,-1.25,0.43454545454545457,-2.7171188817098773
Mark 55,any_touch,5,all,1198,0.12520868113522537,0.0,0.4540901502504174,1.987850003472278
Mark 55,any_touch,5,tight_spread,1007,0.12264150943396226,0.0,0.4468718967229394,1.7927159482113866
Mark 55,any_touch,5,wide_spread,1108,0.11236462093862816,0.0,0.44765342960288806,1.7389409853271278
Mark 55,any_touch,20,all,1198,0.15108514190317196,0.0,0.4741235392320534,1.2690078192436953
Mark 55,any_touch,20,tight_spread,1007,0.15044687189672293,0.0,0.4657398212512413,1.1649279365823983
Mark 55,any_touch,20,wide_spread,1108,0.07175090252707582,0.0,0.4620938628158845,0.5839786041415351
Mark 55,any_touch,100,all,1195,-0.17782426778242677,-0.5,0.4702928870292887,-0.6756090856143064
Mark 55,any_touch,100,tight_spread,1004,-0.1394422310756972,-0.5,0.46912350597609564,-0.48771444366836986
Mark 55,any_touch,100,wide_spread,1105,-0.23710407239819004,-0.5,0.4678733031674208,-0.8684201492000547
Mark 67,buyer_agg,5,all,164,1.9603658536585367,2.0,0.8353658536585366,13.025623326344341
Mark 67,buyer_agg,5,tight_spread,62,2.0806451612903225,2.0,0.8225806451612904,8.490891677396002
Mark 67,buyer_agg,5,wide_spread,102,1.8872549019607843,2.0,0.8431372549019608,9.866144783537198
Mark 67,buyer_agg,20,all,164,1.8140243902439024,1.5,0.6463414634146342,5.86010068131766
Mark 67,buyer_agg,20,tight_spread,62,1.8951612903225807,2.0,0.6774193548387096,4.086108212727849
Mark 67,buyer_agg,20,wide_spread,102,1.7647058823529411,1.5,0.6274509803921569,4.284920695034337
Mark 67,buyer_agg,100,all,164,1.4359756097560976,1.0,0.5426829268292683,1.9667727063057587
Mark 67,buyer_agg,100,tight_spread,62,2.524193548387097,2.0,0.5806451612903226,2.0452446642781807
Mark 67,buyer_agg,100,wide_spread,102,0.7745098039215687,0.5,0.5196078431372549,0.8591933031328299
Mark 67,any_touch,5,all,165,1.9454545454545455,2.0,0.8303030303030303,12.941467482109264
Mark 67,any_touch,5,tight_spread,62,2.0806451612903225,2.0,0.8225806451612904,8.490891677396002
Mark 67,any_touch,5,wide_spread,103,1.8640776699029127,2.0,0.8349514563106796,9.768139933572172
Mark 67,any_touch,20,all,165,1.8454545454545455,1.5,0.6484848484848484,5.967043172323755
Mark 67,any_touch,20,tight_spread,62,1.8951612903225807,2.0,0.6774193548387096,4.086108212727849
Mark 67,any_touch,20,wide_spread,103,1.8155339805825244,1.5,0.6310679611650486,4.417592706371338
Mark 67,any_touch,100,all,165,1.5424242424242425,1.0,0.5454545454545454,2.1029852544264807
Mark 67,any_touch,100,tight_spread,62,2.524193548387097,2.0,0.5806451612903226,2.0452446642781807
Mark 67,any_touch,100,wide_spread,103,0.9514563106796117,0.5,0.5242718446601942,1.0455420434453147
