day,mark,role,traded_symbol,spread_regime,horizon_K,fwd_target,n,mean_fwd,median_fwd,frac_pos,t_vs_zero,ci95_low,ci95_high
2,Mark 22,seller_agg,VEV_5300,all,20,VELVETFRUIT_EXTRACT,44,0.4090909090909091,0.0,0.4772727272727273,0.632237744309576,-0.9093749999999999,1.5571022727272725
3,Mark 22,seller_agg,VEV_5300,all,20,VELVETFRUIT_EXTRACT,78,0.4423076923076923,0.0,0.4358974358974359,0.7896237336100336,-0.7248397435897436,1.4360576923076922
1,Mark 22,seller_agg,VEV_5300,all,20,HYDROGEL_PACK,38,0.9473684210526315,-0.25,0.47368421052631576,0.7531072529086735,-1.5276315789473685,3.4342105263157894
2,Mark 22,seller_agg,VEV_5300,all,20,HYDROGEL_PACK,44,0.6022727272727273,1.0,0.5227272727272727,0.4201750937260265,-2.2051136363636363,3.444318181818181
3,Mark 22,seller_agg,VEV_5300,all,20,HYDROGEL_PACK,78,-1.564102564102564,-1.25,0.4230769230769231,-1.8912964931763614,-3.192948717948718,0.01955128205128176
1,Mark 22,seller_agg,VEV_5300,all,100,same_symbol,38,-0.3157894736842105,-0.5,0.39473684210526316,-0.559930727570414,-1.4078947368421053,0.658223684210526
2,Mark 22,seller_agg,VEV_5300,all,100,same_symbol,44,0.25,0.0,0.4772727272727273,0.48306291308383426,-0.7730113636363636,1.2389204545454542
3,Mark 22,seller_agg,VEV_5300,all,100,same_symbol,78,0.3974358974358974,0.5,0.5641025641025641,1.1509297501055984,-0.26330128205128206,1.0128205128205128
1,Mark 22,seller_agg,VEV_5300,all,100,VELVETFRUIT_EXTRACT,38,-0.5263157894736842,-1.0,0.42105263157894735,-0.35574752346502436,-3.3690789473684206,2.460526315789474
2,Mark 22,seller_agg,VEV_5300,all,100,VELVETFRUIT_EXTRACT,44,1.25,0.5,0.5,0.9515078157836829,-1.3193181818181816,3.7732954545454542
3,Mark 22,seller_agg,VEV_5300,all,100,VELVETFRUIT_EXTRACT,78,1.7692307692307692,3.0,0.6410256410256411,1.7894035921732196,-0.17323717948717948,3.6092948717948716
1,Mark 22,seller_agg,VEV_5300,all,100,HYDROGEL_PACK,38,2.013157894736842,0.0,0.47368421052631576,0.5925176513430975,-4.27828947368421,8.84375
2,Mark 22,seller_agg,VEV_5300,all,100,HYDROGEL_PACK,44,0.26136363636363635,1.0,0.5227272727272727,0.1113696305636637,-4.24090909090909,4.718749999999997
3,Mark 22,seller_agg,VEV_5300,all,100,HYDROGEL_PACK,78,-0.9423076923076923,-1.0,0.48717948717948717,-0.4299595681538064,-5.471955128205128,3.1842948717948674
1,Mark 22,seller_agg,VEV_5300,tight_spread,5,same_symbol,38,-0.2631578947368421,0.0,0.15789473684210525,-2.110086943076174,-0.48717105263157895,-0.039473684210526314
2,Mark 22,seller_agg,VEV_5300,tight_spread,5,same_symbol,44,-0.3068181818181818,0.0,0.18181818181818182,-2.337113906380199,-0.5571022727272726,-0.06818181818181818
3,Mark 22,seller_agg,VEV_5300,tight_spread,5,same_symbol,78,-0.11538461538461539,0.0,0.3076923076923077,-1.4145538038221113,-0.28221153846153846,0.05128205128205128
1,Mark 22,seller_agg,VEV_5300,tight_spread,5,VELVETFRUIT_EXTRACT,38,-0.13157894736842105,0.0,0.39473684210526316,-0.4092449648385423,-0.7898026315789474,0.47368421052631576
2,Mark 22,seller_agg,VEV_5300,tight_spread,5,VELVETFRUIT_EXTRACT,44,-0.22727272727272727,0.0,0.4090909090909091,-0.7224758489181272,-0.8758522727272727,0.3522727272727273
3,Mark 22,seller_agg,VEV_5300,tight_spread,5,VELVETFRUIT_EXTRACT,78,-0.08333333333333333,0.0,0.46153846153846156,-0.3288379308867649,-0.6089743589743589,0.3849358974358972
1,Mark 22,seller_agg,VEV_5300,tight_spread,5,HYDROGEL_PACK,38,-0.3026315789473684,0.0,0.4473684210526316,-0.47394440006457633,-1.5398026315789473,0.8822368421052625
2,Mark 22,seller_agg,VEV_5300,tight_spread,5,HYDROGEL_PACK,44,-1.2045454545454546,-2.0,0.3409090909090909,-1.599752878345824,-2.5457386363636365,0.26136363636363635
3,Mark 22,seller_agg,VEV_5300,tight_spread,5,HYDROGEL_PACK,78,-0.1346153846153846,0.0,0.44871794871794873,-0.2684864636831825,-1.1025641025641026,0.9296474358974358
1,Mark 22,seller_agg,VEV_5300,tight_spread,20,same_symbol,38,-0.5526315789473685,-1.0,0.34210526315789475,-2.0232591335082706,-1.0789473684210527,-0.07894736842105263
2,Mark 22,seller_agg,VEV_5300,tight_spread,20,same_symbol,44,-0.06818181818181818,0.0,0.36363636363636365,-0.2823906654717904,-0.5113636363636364,0.42045454545454547
3,Mark 22,seller_agg,VEV_5300,tight_spread,20,same_symbol,78,0.01282051282051282,-0.5,0.41025641025641024,0.06931156351961999,-0.33990384615384617,0.3717948717948718
1,Mark 22,seller_agg,VEV_5300,tight_spread,20,VELVETFRUIT_EXTRACT,38,-1.1578947368421053,-1.75,0.3684210526315789,-1.596530415966605,-2.526644736842105,0.2236842105263158
2,Mark 22,seller_agg,VEV_5300,tight_spread,20,VELVETFRUIT_EXTRACT,44,0.4090909090909091,0.0,0.4772727272727273,0.632237744309576,-0.81875,1.6363636363636365
3,Mark 22,seller_agg,VEV_5300,tight_spread,20,VELVETFRUIT_EXTRACT,78,0.4423076923076923,0.0,0.4358974358974359,0.7896237336100336,-0.7629807692307692,1.5517628205128202
1,Mark 22,seller_agg,VEV_5300,tight_spread,20,HYDROGEL_PACK,38,0.9473684210526315,-0.25,0.47368421052631576,0.7531072529086735,-1.487171052631579,3.3289473684210527
2,Mark 22,seller_agg,VEV_5300,tight_spread,20,HYDROGEL_PACK,44,0.6022727272727273,1.0,0.5227272727272727,0.4201750937260265,-2.296022727272727,3.3428977272727254
3,Mark 22,seller_agg,VEV_5300,tight_spread,20,HYDROGEL_PACK,78,-1.564102564102564,-1.25,0.4230769230769231,-1.8912964931763614,-3.1221153846153844,0.13493589743589715
1,Mark 22,seller_agg,VEV_5300,tight_spread,100,same_symbol,38,-0.3157894736842105,-0.5,0.39473684210526316,-0.559930727570414,-1.3424342105263156,0.7111842105263152
2,Mark 22,seller_agg,VEV_5300,tight_spread,100,same_symbol,44,0.25,0.0,0.4772727272727273,0.48306291308383426,-0.727840909090909,1.1823863636363632
3,Mark 22,seller_agg,VEV_5300,tight_spread,100,same_symbol,78,0.3974358974358974,0.5,0.5641025641025641,1.1509297501055984,-0.2309294871794872,1.0897435897435896
1,Mark 22,seller_agg,VEV_5300,tight_spread,100,VELVETFRUIT_EXTRACT,38,-0.5263157894736842,-1.0,0.42105263157894735,-0.35574752346502436,-3.3421052631578947,2.2240131578947366
2,Mark 22,seller_agg,VEV_5300,tight_spread,100,VELVETFRUIT_EXTRACT,44,1.25,0.5,0.5,0.9515078157836829,-1.3303977272727272,3.886647727272727
3,Mark 22,seller_agg,VEV_5300,tight_spread,100,VELVETFRUIT_EXTRACT,78,1.7692307692307692,3.0,0.6410256410256411,1.7894035921732196,-0.15400641025641026,3.634935897435897
1,Mark 22,seller_agg,VEV_5300,tight_spread,100,HYDROGEL_PACK,38,2.013157894736842,0.0,0.47368421052631576,0.5925176513430975,-4.6460526315789465,8.460855263157896
2,Mark 22,seller_agg,VEV_5300,tight_spread,100,HYDROGEL_PACK,44,0.26136363636363635,1.0,0.5227272727272727,0.1113696305636637,-4.273579545454545,4.810795454545451
3,Mark 22,seller_agg,VEV_5300,tight_spread,100,HYDROGEL_PACK,78,-0.9423076923076923,-1.0,0.48717948717948717,-0.4299595681538064,-5.366987179487179,3.233173076923075
1,Mark 22,seller_agg,VEV_5300,wide_spread,5,same_symbol,38,-0.2631578947368421,0.0,0.15789473684210525,-2.110086943076174,-0.5,-0.02631578947368421
2,Mark 22,seller_agg,VEV_5300,wide_spread,5,same_symbol,40,-0.35,0.0,0.15,-2.4788494374935435,-0.6378124999999999,-0.07468750000000028
3,Mark 22,seller_agg,VEV_5300,wide_spread,5,same_symbol,46,-0.15217391304347827,0.0,0.30434782608695654,-1.2549900398011133,-0.391304347826087,0.05461956521739106
1,Mark 22,seller_agg,VEV_5300,wide_spread,5,VELVETFRUIT_EXTRACT,38,-0.13157894736842105,0.0,0.39473684210526316,-0.4092449648385423,-0.7898026315789474,0.5
2,Mark 22,seller_agg,VEV_5300,wide_spread,5,VELVETFRUIT_EXTRACT,40,-0.3625,-0.25,0.375,-1.1354820776764376,-0.9875,0.225
3,Mark 22,seller_agg,VEV_5300,wide_spread,5,VELVETFRUIT_EXTRACT,46,0.043478260869565216,0.75,0.5217391304347826,0.11963209883355162,-0.6739130434782609,0.75
1,Mark 22,seller_agg,VEV_5300,wide_spread,5,HYDROGEL_PACK,38,-0.3026315789473684,0.0,0.4473684210526316,-0.47394440006457633,-1.5398026315789473,0.8292763157894734
2,Mark 22,seller_agg,VEV_5300,wide_spread,5,HYDROGEL_PACK,40,-1.5625,-2.0,0.3,-1.976835421227007,-2.9875,0.03812499999999943
3,Mark 22,seller_agg,VEV_5300,wide_spread,5,HYDROGEL_PACK,46,-0.5,0.0,0.45652173913043476,-0.6719900896801025,-1.9241847826086957,0.9894021739130432
1,Mark 22,seller_agg,VEV_5300,wide_spread,20,same_symbol,38,-0.5526315789473685,-1.0,0.34210526315789475,-2.0232591335082706,-1.0529605263157893,-0.039473684210526314
2,Mark 22,seller_agg,VEV_5300,wide_spread,20,same_symbol,40,-0.1125,0.0,0.325,-0.4270841034934239,-0.5878125,0.4
3,Mark 22,seller_agg,VEV_5300,wide_spread,20,same_symbol,46,-0.043478260869565216,-0.5,0.391304347826087,-0.16404222625840587,-0.5657608695652173,0.4673913043478261
1,Mark 22,seller_agg,VEV_5300,wide_spread,20,VELVETFRUIT_EXTRACT,38,-1.1578947368421053,-1.75,0.3684210526315789,-1.596530415966605,-2.460855263157895,0.18453947368421023
2,Mark 22,seller_agg,VEV_5300,wide_spread,20,VELVETFRUIT_EXTRACT,40,0.2875,-0.25,0.45,0.4113757553113415,-1.0756249999999998,1.8131249999999994
3,Mark 22,seller_agg,VEV_5300,wide_spread,20,VELVETFRUIT_EXTRACT,46,0.4673913043478261,0.0,0.45652173913043476,0.5836004869086701,-1.0766304347826086,1.9676630434782607
1,Mark 22,seller_agg,VEV_5300,wide_spread,20,HYDROGEL_PACK,38,0.9473684210526315,-0.25,0.47368421052631576,0.7531072529086735,-1.2898026315789473,3.2904605263157882
2,Mark 22,seller_agg,VEV_5300,wide_spread,20,HYDROGEL_PACK,40,-0.2,0.5,0.5,-0.1345579785154812,-3.075625,2.3375
