buyer,seller,pair_n_trades,horizon_K,fwd_target,n,mean_fwd,median_fwd,frac_pos,t_vs_zero,ci95_low,ci95_high
Mark 01,Mark 55,260,5,same_symbol,260,0.2903846153846154,0.25,0.5,2.112984526639036,0.01149038461538462,0.5558173076923076
Mark 01,Mark 55,260,5,VELVETFRUIT_EXTRACT,260,0.2903846153846154,0.25,0.5,2.112984526639036,0.025,0.5424038461538461
Mark 01,Mark 55,260,5,HYDROGEL_PACK,260,-0.03076923076923077,0.0,0.4653846153846154,-0.11751907212057636,-0.5173557692307693,0.4866346153846153
Mark 01,Mark 55,260,20,same_symbol,260,0.0057692307692307696,-0.5,0.45384615384615384,0.02136718329201365,-0.4944230769230769,0.5135096153846153
Mark 01,Mark 55,260,20,VELVETFRUIT_EXTRACT,260,0.0057692307692307696,-0.5,0.45384615384615384,0.02136718329201365,-0.561875,0.5346153846153846
Mark 01,Mark 55,260,20,HYDROGEL_PACK,260,-0.9307692307692308,-1.0,0.4461538461538462,-1.767773931153519,-2.005144230769231,0.05461538461538392
Mark 01,Mark 55,260,100,same_symbol,260,-0.6346153846153846,-1.0,0.4653846153846154,-1.1125083621188172,-1.7867307692307692,0.48302884615384584
Mark 01,Mark 55,260,100,VELVETFRUIT_EXTRACT,260,-0.6346153846153846,-1.0,0.4653846153846154,-1.1125083621188172,-1.7157211538461536,0.48519230769230715
Mark 01,Mark 55,260,100,HYDROGEL_PACK,260,-1.175,-2.0,0.4461538461538462,-0.9878632387393441,-3.419903846153846,1.0372596153846148
Mark 55,Mark 01,244,5,same_symbol,244,-0.0020491803278688526,0.0,0.4180327868852459,-0.015143055493129122,-0.26654713114754097,0.26454918032786867
Mark 55,Mark 01,244,5,VELVETFRUIT_EXTRACT,244,-0.0020491803278688526,0.0,0.4180327868852459,-0.015143055493129122,-0.2807377049180328,0.2500512295081967
Mark 55,Mark 01,244,5,HYDROGEL_PACK,244,0.018442622950819672,0.0,0.45491803278688525,0.07006002129989343,-0.5232581967213115,0.4940573770491802
Mark 55,Mark 01,244,20,same_symbol,244,0.006147540983606557,0.0,0.47540983606557374,0.02254841886603109,-0.5517418032786885,0.5475922131147537
Mark 55,Mark 01,244,20,VELVETFRUIT_EXTRACT,244,0.006147540983606557,0.0,0.47540983606557374,0.02254841886603109,-0.5554303278688524,0.5266905737704918
Mark 55,Mark 01,244,20,HYDROGEL_PACK,244,-0.07581967213114754,0.0,0.48770491803278687,-0.14408163219650014,-1.0397540983606557,0.9017930327868852
Mark 55,Mark 01,244,100,same_symbol,244,-0.17418032786885246,-0.5,0.47540983606557374,-0.286911599253735,-1.2623463114754099,1.0574282786885245
Mark 55,Mark 01,244,100,VELVETFRUIT_EXTRACT,244,-0.17418032786885246,-0.5,0.47540983606557374,-0.286911599253735,-1.2581967213114753,1.0144467213114754
Mark 55,Mark 01,244,100,HYDROGEL_PACK,244,-1.3422131147540983,-2.5,0.4385245901639344,-1.161742959515943,-3.590625,0.9995389344262281
Mark 67,Mark 49,89,5,same_symbol,89,1.8764044943820224,2.0,0.8089887640449438,9.11175260049984,1.4830056179775282,2.269662921348315
Mark 67,Mark 49,89,5,VELVETFRUIT_EXTRACT,89,1.8764044943820224,2.0,0.8089887640449438,9.11175260049984,1.494241573033708,2.2754213483146066
Mark 67,Mark 49,89,5,HYDROGEL_PACK,89,0.5449438202247191,0.0,0.47191011235955055,1.117384387984577,-0.372191011235955,1.500140449438202
Mark 67,Mark 49,89,20,same_symbol,89,1.6348314606741574,1.5,0.6741573033707865,4.112987835719065,0.8818820224719102,2.393258426966292
Mark 67,Mark 49,89,20,VELVETFRUIT_EXTRACT,89,1.6348314606741574,1.5,0.6741573033707865,4.112987835719065,0.8257022471910113,2.365589887640449
Mark 67,Mark 49,89,20,HYDROGEL_PACK,89,0.46629213483146065,0.0,0.47191011235955055,0.5440653394944046,-1.2481741573033707,2.191151685393258
Mark 67,Mark 49,89,100,same_symbol,89,2.033707865168539,1.0,0.5617977528089888,2.0948627309305663,0.14016853932584272,3.8216292134831447
Mark 67,Mark 49,89,100,VELVETFRUIT_EXTRACT,89,2.033707865168539,1.0,0.5617977528089888,2.0948627309305663,0.1740168539325843,3.9558988764044933
Mark 67,Mark 49,89,100,HYDROGEL_PACK,89,-1.2696629213483146,-1.5,0.4157303370786517,-0.7498556107978579,-4.63061797752809,1.9779494382022467
