day,timestamp,vev_mid,S,iv,vev5300_signed,iv_mean_day,iv_res
1,3700,49.5,5252.0,0.3219285486557479,,0.3153293761785734,0.006599172477174509
1,3800,49.5,5251.5,0.3228696520710326,,0.3153293761785734,0.007540275892459203
1,3900,49.5,5251.5,0.3228696520710326,,0.3153293761785734,0.007540275892459203
1,4000,50.0,5252.5,0.3233379491150587,,0.3153293761785734,0.008008572936485325
1,4100,49.5,5252.0,0.3219285486557479,,0.3153293761785734,0.006599172477174509
1,4200,50.0,5252.5,0.3233379491150587,,0.3153293761785734,0.008008572936485325
1,4300,50.0,5252.5,0.3233379491150587,,0.3153293761785734,0.008008572936485325
1,4400,51.0,5254.5,0.3242393927056521,,0.3153293761785734,0.008910016527078735
1,4500,49.5,5254.5,0.3172041856728836,,0.3153293761785734,0.0018748094943102367
1,4600,50.0,5253.5,0.3214467053798017,,0.3153293761785734,0.0061173292012283165
1,4700,50.0,5253.0,0.3223929567409349,,0.3153293761785734,0.0070635805623615044
1,4800,49.0,5251.5,0.32051384133260097,,0.3153293761785734,0.0051844651540275954
1,4900,49.5,5252.5,0.3209862022281957,,0.3153293761785734,0.00565682604962231
1,5000,49.0,5252.0,0.31957415545670875,,0.3153293761785734,0.00424477927813538
1,5100,49.0,5252.0,0.31957415545670875,,0.3153293761785734,0.00424477927813538
1,5200,50.0,5251.5,0.3252241967177192,,0.3153293761785734,0.00989482053914581
1,5300,50.0,5253.5,0.3214467053798017,,0.3153293761785734,0.0061173292012283165
1,5400,51.0,5254.0,0.32519090506906106,,0.3153293761785734,0.009861528890487692
1,5500,50.0,5254.5,0.3195503850816465,,0.3153293761785734,0.004221008903073142
1,5600,50.0,5253.0,0.3223929567409349,,0.3153293761785734,0.0070635805623615044
1,5700,49.5,5252.0,0.3219285486557479,,0.3153293761785734,0.006599172477174509
1,5800,50.0,5253.5,0.3214467053798017,,0.3153293761785734,0.0061173292012283165
1,5900,50.0,5253.5,0.3214467053798017,,0.3153293761785734,0.0061173292012283165
1,6000,50.0,5253.5,0.3214467053798017,,0.3153293761785734,0.0061173292012283165
1,6100,50.0,5252.5,0.3233379491150587,,0.3153293761785734,0.008008572936485325
1,6200,50.0,5252.5,0.3233379491150587,,0.3153293761785734,0.008008572936485325
1,6300,50.0,5252.5,0.3233379491150587,,0.3153293761785734,0.008008572936485325
1,6400,49.5,5252.0,0.3219285486557479,,0.3153293761785734,0.006599172477174509
1,6500,49.0,5250.5,0.32238951186082276,,0.3153293761785734,0.007060135682249391
1,6600,49.0,5250.5,0.32238951186082276,,0.3153293761785734,0.007060135682249391
1,6700,49.0,5250.0,0.3233255159092992,,0.3153293761785734,0.007996139730725826
1,6800,48.0,5248.5,0.3213933037847095,,0.3153293761785734,0.00606392760613611
1,6900,48.0,5247.5,0.32324870800774236,,0.3153293761785734,0.007919331829168985
1,7000,48.0,5248.5,0.3213933037847095,,0.3153293761785734,0.00606392760613611
1,7100,48.0,5248.5,0.3213933037847095,,0.3153293761785734,0.00606392760613611
1,7200,48.0,5247.5,0.32324870800774236,,0.3153293761785734,0.007919331829168985
1,7300,47.0,5246.5,0.3203484949395334,,0.3153293761785734,0.005019118760960006
1,7400,47.0,5246.5,0.3203484949395334,,0.3153293761785734,0.005019118760960006
1,7500,47.5,5246.5,0.32272475210348506,,0.3153293761785734,0.007395375924911685
1,7600,47.0,5246.0,0.32126909573531276,,0.3153293761785734,0.005939719556739387
1,7700,48.0,5247.5,0.32324870800774236,,0.3153293761785734,0.007919331829168985
1,7800,47.5,5247.0,0.3218014717418736,,0.3153293761785734,0.006472095563300251
1,7900,48.0,5247.5,0.32324870800774236,,0.3153293761785734,0.007919331829168985
1,8000,47.0,5246.5,0.3203484949395334,,0.3153293761785734,0.005019118760960006
1,8100,48.0,5247.5,0.32324870800774236,,0.3153293761785734,0.007919331829168985
1,8200,47.5,5245.5,0.32456785968229274,,0.3153293761785734,0.009238483503719364
1,8300,48.0,5247.5,0.32324870800774236,,0.3153293761785734,0.007919331829168985
1,8400,48.0,5248.5,0.3213933037847095,,0.3153293761785734,0.00606392760613611
1,8500,47.0,5246.5,0.3203484949395334,,0.3153293761785734,0.005019118760960006
1,8600,47.0,5245.0,0.3231068615077532,,0.3153293761785734,0.007777485329179823
1,8700,47.0,5245.5,0.3221885483386721,,0.3153293761785734,0.0068591721600987365
1,8800,47.0,5245.5,0.3221885483386721,,0.3153293761785734,0.0068591721600987365
1,8900,47.0,5245.5,0.3221885483386721,,0.3153293761785734,0.0068591721600987365
1,9000,47.0,5246.5,0.3203484949395334,,0.3153293761785734,0.005019118760960006
1,9100,47.0,5246.0,0.32126909573531276,,0.3153293761785734,0.005939719556739387
1,9200,47.5,5247.0,0.3218014717418736,,0.3153293761785734,0.006472095563300251
1,9300,47.0,5246.0,0.32126909573531276,,0.3153293761785734,0.005939719556739387
1,9400,47.0,5243.5,0.32585505037281076,,0.3153293761785734,0.010525674194237389
1,9500,47.0,5244.0,0.3249401040326989,,0.3153293761785734,0.009610727854125534
1,9600,46.5,5246.5,0.31797062826371847,,0.3153293761785734,0.002641252085145096
1,9700,47.0,5245.0,0.3231068615077532,,0.3153293761785734,0.007777485329179823
1,9800,47.0,5246.5,0.3203484949395334,,0.3153293761785734,0.005019118760960006
1,9900,47.0,5245.0,0.3231068615077532,,0.3153293761785734,0.007777485329179823
1,10000,47.0,5245.5,0.3221885483386721,,0.3153293761785734,0.0068591721600987365
1,10100,46.0,5244.0,0.3201671290507054,,0.3153293761785734,0.004837752872132006
1,10200,46.0,5243.5,0.32107893973041507,,0.3153293761785734,0.0057495635518416965
1,10300,46.0,5241.5,0.32471515696067194,,0.3153293761785734,0.009385780782098563
1,10400,45.0,5239.5,0.3235249156174435,,0.3153293761785734,0.008195539438870136
1,10500,45.5,5241.5,0.32231800568280944,,0.3153293761785734,0.006988629504236066
1,10600,45.5,5241.5,0.32231800568280944,,0.3153293761785734,0.006988629504236066
1,10700,46.0,5241.5,0.32471515696067194,,0.3153293761785734,0.009385780782098563
1,10800,46.0,5242.5,0.3228992368920086,,0.3153293761785734,0.007569860713435239
1,10900,46.0,5243.5,0.32107893973041507,,0.3153293761785734,0.0057495635518416965
1,11000,47.0,5244.5,0.3240240438915625,,0.3153293761785734,0.008694667712989101
1,11100,46.5,5244.5,0.32163998328035814,,0.3153293761785734,0.006310607101784771
1,11200,46.0,5243.5,0.32107893973041507,,0.3153293761785734,0.0057495635518416965
1,11300,46.0,5243.5,0.32107893973041507,,0.3153293761785734,0.0057495635518416965
1,11400,46.0,5243.5,0.32107893973041507,,0.3153293761785734,0.0057495635518416965
1,11500,46.0,5241.5,0.32471515696067194,,0.3153293761785734,0.009385780782098563
1,11600,45.5,5241.5,0.32231800568280944,,0.3153293761785734,0.006988629504236066
1,11700,45.0,5241.0,0.32082202981904867,,0.3153293761785734,0.005492653640475298
1,11800,44.5,5241.5,0.31751787918090574,,0.3153293761785734,0.002188503002332365
1,11900,46.0,5242.5,0.3228992368920086,,0.3153293761785734,0.007569860713435239
1,12000,46.0,5243.0,0.3219896395612218,,0.3153293761785734,0.0066602633826484126
1,12100,45.0,5241.5,0.31991892875689704,,0.3153293761785734,0.0045895525783236635
1,12200,45.0,5241.5,0.31991892875689704,,0.3153293761785734,0.0045895525783236635
1,12300,45.5,5241.5,0.32231800568280944,,0.3153293761785734,0.006988629504236066
1,12400,45.0,5241.5,0.31991892875689704,,0.3153293761785734,0.0045895525783236635
1,12500,45.0,5240.5,0.3217240560198032,,0.3153293761785734,0.006394679841229822
1,12600,45.5,5241.5,0.32231800568280944,,0.3153293761785734,0.006988629504236066
1,12700,45.0,5240.5,0.3217240560198032,,0.3153293761785734,0.006394679841229822
1,12800,44.0,5238.5,0.32049747624492136,,0.3153293761785734,0.0051681000663479915
1,12900,45.0,5239.5,0.3235249156174435,,0.3153293761785734,0.008195539438870136
1,13000,45.0,5240.5,0.3217240560198032,,0.3153293761785734,0.006394679841229822
1,13100,44.0,5239.0,0.3196030107271819,,0.3153293761785734,0.004273634548608518
1,13200,45.0,5239.5,0.3235249156174435,,0.3153293761785734,0.008195539438870136
1,13300,44.0,5238.5,0.32049747624492136,,0.3153293761785734,0.0051681000663479915
1,13400,44.0,5238.0,0.32139090161460976,,0.3153293761785734,0.006061525436036386
1,13500,44.0,5238.5,0.32049747624492136,,0.3153293761785734,0.0051681000663479915
1,13600,44.0,5236.5,0.3240650124500556,,0.3153293761785734,0.008735636271482217
1,13700,44.0,5238.5,0.32049747624492136,,0.3153293761785734,0.0051681000663479915
1,13800,44.0,5238.5,0.32049747624492136,,0.3153293761785734,0.0051681000663479915
1,13900,44.0,5236.5,0.3240650124500556,,0.3153293761785734,0.008735636271482217
1,14000,44.0,5237.0,0.32317466224410807,,0.3153293761785734,0.007845286065534696
1,14100,44.0,5236.5,0.3240650124500556,,0.3153293761785734,0.008735636271482217
1,14200,43.0,5235.5,0.32098919183771213,,0.3153293761785734,0.005659815659138756
1,14300,43.0,5235.5,0.32098919183771213,,0.3153293761785734,0.005659815659138756
1,14400,43.0,5233.5,0.3245188337695514,,0.3153293761785734,0.009189457590978
1,14500,43.0,5234.5,0.3227559830677309,,0.3153293761785734,0.007426606889157528
1,14600,43.0,5234.5,0.3227559830677309,,0.3153293761785734,0.007426606889157528
1,14700,43.0,5234.5,0.3227559830677309,,0.3153293761785734,0.007426606889157528
1,14800,43.0,5234.5,0.3227559830677309,4.0,0.3153293761785734,0.007426606889157528
1,14900,43.0,5234.5,0.3227559830677309,,0.3153293761785734,0.007426606889157528
1,15000,42.5,5233.5,0.3220814246823412,,0.3153293761785734,0.006752048503767816
1,15100,43.0,5234.5,0.3227559830677309,,0.3153293761785734,0.007426606889157528
1,15200,43.0,5233.5,0.3245188337695514,,0.3153293761785734,0.009189457590978
1,15300,43.0,5233.5,0.3245188337695514,,0.3153293761785734,0.009189457590978
1,15400,42.0,5233.5,0.31964143113835625,,0.3153293761785734,0.004312054959782874
1,15500,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,15600,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,15700,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,15800,42.0,5232.0,0.3222677876614317,,0.3153293761785734,0.006938411482858342
1,15900,43.0,5233.5,0.3245188337695514,,0.3153293761785734,0.009189457590978
1,16000,42.0,5233.5,0.31964143113835625,,0.3153293761785734,0.004312054959782874
1,16100,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,16200,42.0,5232.5,0.3213932982706269,,0.3153293761785734,0.006063922092053531
1,16300,42.0,5230.0,0.32575627462550066,,0.3153293761785734,0.01042689844692729
1,16400,42.0,5231.0,0.3240139119735658,,0.3153293761785734,0.008684535794992454
1,16500,42.0,5232.5,0.3213932982706269,,0.3153293761785734,0.006063922092053531
1,16600,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,16700,42.0,5231.5,0.32314132332876677,2.0,0.3153293761785734,0.007811947150193399
1,16800,42.0,5230.5,0.3248855602230959,,0.3153293761785734,0.00955618404452252
1,16900,41.0,5229.5,0.32170888581280754,,0.3153293761785734,0.006379509634234171
1,17000,41.0,5229.5,0.32170888581280754,,0.3153293761785734,0.006379509634234171
1,17100,42.0,5229.0,0.32749492774045846,,0.3153293761785734,0.01216555156188509
1,17200,42.0,5232.5,0.3213932982706269,,0.3153293761785734,0.006063922092053531
1,17300,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,17400,42.0,5229.0,0.32749492774045846,,0.3153293761785734,0.01216555156188509
1,17500,42.0,5232.5,0.3213932982706269,,0.3153293761785734,0.006063922092053531
1,17600,42.0,5233.5,0.31964143113835625,,0.3153293761785734,0.004312054959782874
1,17700,43.0,5233.5,0.3245188337695514,,0.3153293761785734,0.009189457590978
1,17800,42.0,5232.0,0.3222677876614317,,0.3153293761785734,0.006938411482858342
1,17900,42.0,5233.0,0.3205178483817525,,0.3153293761785734,0.00518847220317914
1,18000,42.0,5232.5,0.3213932982706269,,0.3153293761785734,0.006063922092053531
1,18100,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,18200,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,18300,41.0,5230.5,0.31997569305017093,,0.3153293761785734,0.004646316871597556
1,18400,41.0,5229.5,0.32170888581280754,,0.3153293761785734,0.006379509634234171
1,18500,40.5,5228.0,0.32183316305698306,,0.3153293761785734,0.00650378687840969
1,18600,41.0,5229.5,0.32170888581280754,,0.3153293761785734,0.006379509634234171
1,18700,41.0,5227.0,0.3260258195427694,,0.3153293761785734,0.010696443364196007
1,18800,40.5,5227.5,0.3226937727571128,,0.3153293761785734,0.007364396578539434
1,18900,41.0,5228.5,0.3234383850159377,,0.3153293761785734,0.008109008837364318
1,19000,41.0,5228.5,0.3234383850159377,,0.3153293761785734,0.008109008837364318
1,19100,41.0,5229.5,0.32170888581280754,,0.3153293761785734,0.006379509634234171
1,19200,41.0,5228.5,0.3234383850159377,,0.3153293761785734,0.008109008837364318
1,19300,41.0,5228.5,0.3234383850159377,,0.3153293761785734,0.008109008837364318
1,19400,41.0,5228.5,0.3234383850159377,,0.3153293761785734,0.008109008837364318
1,19500,40.0,5227.5,0.32022016083393234,,0.3153293761785734,0.004890784655358971
1,19600,41.0,5229.0,0.322574093897651,,0.3153293761785734,0.007244717719077642
1,19700,41.0,5229.5,0.32170888581280754,,0.3153293761785734,0.006379509634234171
1,19800,41.0,5228.5,0.3234383850159377,,0.3153293761785734,0.008109008837364318
1,19900,40.0,5226.5,0.32193490636293637,,0.3153293761785734,0.0066055301843629954
1,20000,40.0,5227.0,0.3210779806019987,,0.3153293761785734,0.005748604423425341
1,20100,40.0,5226.5,0.32193490636293637,,0.3153293761785734,0.0066055301843629954
1,20200,40.0,5226.5,0.32193490636293637,,0.3153293761785734,0.0066055301843629954
1,20300,40.0,5226.5,0.32193490636293637,,0.3153293761785734,0.0066055301843629954
1,20400,41.0,5228.5,0.3234383850159377,,0.3153293761785734,0.008109008837364318
1,20500,40.5,5228.0,0.32183316305698306,,0.3153293761785734,0.00650378687840969
1,20600,41.0,5228.0,0.32430176550026774,,0.3153293761785734,0.008972389321694363
1,20700,40.0,5227.5,0.32022016083393234,,0.3153293761785734,0.004890784655358971
1,20800,40.0,5227.0,0.3210779806019987,,0.3153293761785734,0.005748604423425341
1,20900,40.0,5227.0,0.3210779806019987,,0.3153293761785734,0.005748604423425341
1,21000,40.0,5226.0,0.3227909442365315,,0.3153293761785734,0.007461568057958112
1,21100,40.0,5227.5,0.32022016083393234,,0.3153293761785734,0.004890784655358971
1,21200,40.0,5227.0,0.3210779806019987,,0.3153293761785734,0.005748604423425341
1,21300,41.0,5228.5,0.3234383850159377,,0.3153293761785734,0.008109008837364318
1,21400,41.0,5230.5,0.31997569305017093,,0.3153293761785734,0.004646316871597556
1,21500,41.0,5229.5,0.32170888581280754,,0.3153293761785734,0.006379509634234171
1,21600,41.0,5230.5,0.31997569305017093,,0.3153293761785734,0.004646316871597556
1,21700,41.0,5228.0,0.32430176550026774,,0.3153293761785734,0.008972389321694363
1,21800,41.0,5229.5,0.32170888581280754,,0.3153293761785734,0.006379509634234171
1,21900,40.5,5228.5,0.3209716479232141,,0.3153293761785734,0.0056422717446407145
1,22000,40.0,5227.5,0.32022016083393234,,0.3153293761785734,0.004890784655358971
1,22100,41.0,5228.5,0.3234383850159377,,0.3153293761785734,0.008109008837364318
1,22200,40.0,5227.5,0.32022016083393234,,0.3153293761785734,0.004890784655358971
1,22300,41.0,5228.5,0.3234383850159377,,0.3153293761785734,0.008109008837364318
1,22400,41.0,5229.5,0.32170888581280754,,0.3153293761785734,0.006379509634234171
1,22500,41.0,5230.5,0.31997569305017093,,0.3153293761785734,0.004646316871597556
1,22600,42.0,5232.0,0.3222677876614317,,0.3153293761785734,0.006938411482858342
1,22700,41.0,5230.5,0.31997569305017093,,0.3153293761785734,0.004646316871597556
1,22800,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,22900,41.0,5231.0,0.31910769534702915,,0.3153293761785734,0.0037783191684557793
1,23000,41.0,5230.5,0.31997569305017093,,0.3153293761785734,0.004646316871597556
1,23100,41.0,5230.5,0.31997569305017093,,0.3153293761785734,0.004646316871597556
1,23200,42.0,5232.5,0.3213932982706269,,0.3153293761785734,0.006063922092053531
1,23300,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,23400,41.0,5229.0,0.322574093897651,,0.3153293761785734,0.007244717719077642
1,23500,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,23600,42.0,5232.0,0.3222677876614317,,0.3153293761785734,0.006938411482858342
1,23700,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,23800,42.0,5232.5,0.3213932982706269,,0.3153293761785734,0.006063922092053531
1,23900,42.0,5232.5,0.3213932982706269,,0.3153293761785734,0.006063922092053531
1,24000,42.0,5232.5,0.3213932982706269,,0.3153293761785734,0.006063922092053531
1,24100,43.0,5232.5,0.32627779972517196,,0.3153293761785734,0.010948423546598585
1,24200,43.0,5235.5,0.32098919183771213,,0.3153293761785734,0.005659815659138756
1,24300,43.0,5234.5,0.3227559830677309,,0.3153293761785734,0.007426606889157528
1,24400,43.0,5235.5,0.32098919183771213,,0.3153293761785734,0.005659815659138756
1,24500,43.0,5235.0,0.32187308355781324,,0.3153293761785734,0.0065437073792398714
1,24600,43.0,5235.5,0.32098919183771213,,0.3153293761785734,0.005659815659138756
1,24700,43.0,5234.5,0.3227559830677309,,0.3153293761785734,0.007426606889157528
1,24800,43.0,5233.5,0.3245188337695514,,0.3153293761785734,0.009189457590978
1,24900,42.0,5234.5,0.3178856667747584,,0.3153293761785734,0.002556290596185007
1,25000,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,25100,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,25200,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,25300,42.0,5233.5,0.31964143113835625,,0.3153293761785734,0.004312054959782874
1,25400,42.0,5231.0,0.3240139119735658,,0.3153293761785734,0.008684535794992454
1,25500,43.0,5233.5,0.3245188337695514,,0.3153293761785734,0.009189457590978
1,25600,42.0,5232.5,0.3213932982706269,,0.3153293761785734,0.006063922092053531
1,25700,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,25800,42.0,5232.5,0.3213932982706269,,0.3153293761785734,0.006063922092053531
1,25900,41.0,5230.5,0.31997569305017093,,0.3153293761785734,0.004646316871597556
1,26000,42.0,5232.0,0.3222677876614317,,0.3153293761785734,0.006938411482858342
1,26100,42.0,5232.5,0.3213932982706269,,0.3153293761785734,0.006063922092053531
1,26200,42.0,5230.5,0.3248855602230959,,0.3153293761785734,0.00955618404452252
1,26300,42.0,5231.0,0.3240139119735658,,0.3153293761785734,0.008684535794992454
1,26400,41.0,5229.5,0.32170888581280754,,0.3153293761785734,0.006379509634234171
1,26500,41.0,5229.5,0.32170888581280754,,0.3153293761785734,0.006379509634234171
1,26600,41.0,5229.5,0.32170888581280754,,0.3153293761785734,0.006379509634234171
1,26700,41.0,5230.5,0.31997569305017093,,0.3153293761785734,0.004646316871597556
1,26800,41.0,5229.5,0.32170888581280754,,0.3153293761785734,0.006379509634234171
1,26900,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,27000,42.0,5232.5,0.3213932982706269,,0.3153293761785734,0.006063922092053531
1,27100,42.0,5232.5,0.3213932982706269,,0.3153293761785734,0.006063922092053531
1,27200,42.5,5233.5,0.3220814246823412,,0.3153293761785734,0.006752048503767816
1,27300,43.0,5235.5,0.32098919183771213,,0.3153293761785734,0.005659815659138756
1,27400,43.0,5236.5,0.3192184029905973,,0.3153293761785734,0.00388902681202391
1,27500,43.0,5235.5,0.32098919183771213,,0.3153293761785734,0.005659815659138756
1,27600,44.0,5237.5,0.3222832944430071,,0.3153293761785734,0.0069539182644337005
1,27700,44.0,5238.5,0.32049747624492136,,0.3153293761785734,0.0051681000663479915
1,27800,44.0,5237.0,0.32317466224410807,,0.3153293761785734,0.007845286065534696
1,27900,44.0,5237.5,0.3222832944430071,,0.3153293761785734,0.0069539182644337005
1,28000,44.0,5237.5,0.3222832944430071,,0.3153293761785734,0.0069539182644337005
1,28100,45.0,5239.5,0.3235249156174435,,0.3153293761785734,0.008195539438870136
1,28200,44.5,5239.5,0.32111725771498195,,0.3153293761785734,0.005787881536408579
1,28300,44.0,5237.5,0.3222832944430071,,0.3153293761785734,0.0069539182644337005
1,28400,44.0,5238.5,0.32049747624492136,,0.3153293761785734,0.0051681000663479915
1,28500,45.0,5239.5,0.3235249156174435,,0.3153293761785734,0.008195539438870136
1,28600,45.0,5241.0,0.32082202981904867,,0.3153293761785734,0.005492653640475298
1,28700,46.0,5242.0,0.3238077399761646,,0.3153293761785734,0.008478363797591204
1,28800,46.0,5242.5,0.3228992368920086,,0.3153293761785734,0.007569860713435239
1,28900,45.0,5239.5,0.3235249156174435,,0.3153293761785734,0.008195539438870136
1,29000,44.5,5238.5,0.32291059466613653,,0.3153293761785734,0.007581218487563157
1,29100,45.0,5239.5,0.3235249156174435,,0.3153293761785734,0.008195539438870136
1,29200,45.0,5239.5,0.3235249156174435,,0.3153293761785734,0.008195539438870136
1,29300,45.0,5239.5,0.3235249156174435,,0.3153293761785734,0.008195539438870136
1,29400,44.0,5238.5,0.32049747624492136,,0.3153293761785734,0.0051681000663479915
1,29500,45.0,5240.5,0.3217240560198032,,0.3153293761785734,0.006394679841229822
1,29600,44.0,5238.5,0.32049747624492136,,0.3153293761785734,0.0051681000663479915
1,29700,45.5,5241.5,0.32231800568280944,,0.3153293761785734,0.006988629504236066
1,29800,45.0,5241.5,0.31991892875689704,,0.3153293761785734,0.0045895525783236635
1,29900,45.0,5240.5,0.3217240560198032,,0.3153293761785734,0.006394679841229822
1,30000,45.0,5240.5,0.3217240560198032,,0.3153293761785734,0.006394679841229822
1,30100,44.0,5237.5,0.3222832944430071,,0.3153293761785734,0.0069539182644337005
1,30200,44.0,5237.5,0.3222832944430071,,0.3153293761785734,0.0069539182644337005
1,30300,44.0,5237.0,0.32317466224410807,,0.3153293761785734,0.007845286065534696
1,30400,43.0,5236.5,0.3192184029905973,,0.3153293761785734,0.00388902681202391
1,30500,43.0,5235.5,0.32098919183771213,,0.3153293761785734,0.005659815659138756
1,30600,43.0,5236.5,0.3192184029905973,,0.3153293761785734,0.00388902681202391
1,30700,43.0,5234.5,0.3227559830677309,,0.3153293761785734,0.007426606889157528
1,30800,43.0,5234.5,0.3227559830677309,,0.3153293761785734,0.007426606889157528
1,30900,43.0,5234.5,0.3227559830677309,,0.3153293761785734,0.007426606889157528
1,31000,43.0,5234.5,0.3227559830677309,,0.3153293761785734,0.007426606889157528
1,31100,43.0,5234.5,0.3227559830677309,,0.3153293761785734,0.007426606889157528
1,31200,43.0,5233.0,0.32539879890354334,,0.3153293761785734,0.010069422724969967
1,31300,42.0,5232.0,0.3222677876614317,,0.3153293761785734,0.006938411482858342
1,31400,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,31500,42.0,5231.5,0.32314132332876677,,0.3153293761785734,0.007811947150193399
1,31600,42.0,5232.5,0.3213932982706269,,0.3153293761785734,0.006063922092053531
1,31700,43.0,5234.5,0.3227559830677309,,0.3153293761785734,0.007426606889157528
1,31800,43.0,5234.5,0.3227559830677309,,0.3153293761785734,0.007426606889157528
1,31900,43.0,5236.5,0.3192184029905973,,0.3153293761785734,0.00388902681202391
1,32000,43.0,5235.5,0.32098919183771213,,0.3153293761785734,0.005659815659138756
1,32100,43.0,5234.5,0.3227559830677309,,0.3153293761785734,0.007426606889157528
1,32200,43.0,5236.0,0.3201043007344821,,0.3153293761785734,0.004774924555908722
1,32300,44.0,5236.5,0.3240650124500556,,0.3153293761785734,0.008735636271482217
1,32400,44.0,5237.0,0.32317466224410807,,0.3153293761785734,0.007845286065534696
1,32500,44.0,5237.5,0.3222832944430071,,0.3153293761785734,0.0069539182644337005
1,32600,44.0,5237.5,0.3222832944430071,,0.3153293761785734,0.0069539182644337005
1,32700,44.0,5238.0,0.32139090161460976,,0.3153293761785734,0.006061525436036386
1,32800,44.0,5237.0,0.32317466224410807,,0.3153293761785734,0.007845286065534696
1,32900,44.0,5239.0,0.3196030107271819,,0.3153293761785734,0.004273634548608518
