day,timestamp,iv_range,iv_mean
3,33600,0.4450858903952153,0.32690735430674145
3,37000,0.4362101386893261,0.3280131397071081
3,40200,0.48197318066684197,0.3135507237436399
3,45600,0.4749327850325312,0.3174180840052415
3,47200,0.47377570753669174,0.31684045332630617
3,54400,0.47412052146185724,0.3170707730120642
3,69900,0.48519679243560776,0.3128151121910545
3,70100,0.4875725741994369,0.3133306781190157
3,70300,0.4505536970599149,0.32949846512891495
3,74300,0.4836395608239614,0.31317219322999024
3,87300,0.47880381626336777,0.3168479238976514
3,92200,0.4874838645528649,0.31408419967403356
3,98900,0.49019093483120857,0.3145622777556468
3,118700,0.4570455647938931,0.3253343728327534
3,126600,0.4900827862723414,0.31639450414867853
3,128700,0.4716936198745621,0.3328621145628986
3,132100,0.46584982116233575,0.3313746629022844
3,137700,0.5004999681934477,0.3154476441435723
3,142700,0.47700284512599067,0.31910005460717417
3,144800,0.47325141857194675,0.31926828692997655
3,155400,0.47762775545189773,0.31979865336028446
3,166000,0.4914493219148021,0.31734244640552856
3,172300,0.4998928618733071,0.31442652832963897
3,218300,0.49504828631502534,0.3233275114216212
3,220800,0.5024673155145696,0.31966462762986997
3,222400,0.48548954845518183,0.325753626670697
3,243700,0.5011414390134132,0.32093251192210825
3,250200,0.518514231255586,0.3171708199526639
3,253400,0.49279245383898973,0.3194414595080579
3,269000,0.5005755804769629,0.32188506790896276
3,273400,0.5014434358218638,0.3199828951951344
3,289400,0.5022944090421322,0.320870616849419
3,290900,0.49753804442547456,0.32199906167648074
3,315800,0.5028075009720219,0.3217097564659504
3,317200,0.5028826627628242,0.32217786131457543
3,319700,0.50565375377527,0.3226713087140879
3,320200,0.4965968015105859,0.3245695825265411
3,328700,0.4982304277774226,0.3219750701204123
3,329200,0.4956253292873776,0.3215419021444788
3,332600,0.5007825603601637,0.32197811761647177
3,346200,0.5044471979498916,0.32257944885701173
3,350300,0.48805279732781903,0.3261666882506645
3,363100,0.4968589492658898,0.324804226318737
3,364700,0.4888103517774796,0.3258612404161735
3,369800,0.503082817008744,0.3229977341091336
3,385400,0.5223646320545365,0.3196529856499877
3,389100,0.5025579350172563,0.32228368448307065
3,391400,0.4949907810544398,0.3219996649380055
3,396000,0.5082183139795076,0.3185025690174253
3,428900,0.5072462879328631,0.3281350532601802
3,431900,0.5034121487910261,0.3296148684838558
3,442200,0.5067729551598709,0.32947456326480057
3,451300,0.5114780645715958,0.331425933000272
3,456600,0.5170269651418445,0.3288151044694845
3,459800,0.5281687884533179,0.32756107217084945
3,483900,0.5147270794323677,0.33052444510512
3,485500,0.5049904605963256,0.33031305269883293
3,498100,0.5225917943902929,0.33196280332879347
3,511800,0.5276371606167504,0.32909400550242507
3,516400,0.5342038268380939,0.32813229085347384
3,524000,0.5226852900716358,0.3328126491291459
3,529600,0.5301072206025546,0.3290934938247603
3,531500,0.5302199155629227,0.32916344783165796
3,535400,0.5389981554097053,0.328448179369794
3,535900,0.5238415577893955,0.33229559316353463
3,547600,0.5306320072593833,0.33091090404965984
3,551600,0.5225198233256757,0.3301067059665117
3,555100,0.5202250178549199,0.32766835634359304
3,556400,0.5395177564080242,0.3261244708146428
3,565600,0.5505005582302813,0.32303452205146843
3,580600,0.5376857640461457,0.3270950666494534
3,583100,0.5398222863638353,0.3261956277813186
3,584300,0.5287439550898931,0.32981635111042656
3,612700,0.5496428812549872,0.3243788672389421
3,614800,0.540279161263254,0.32329883874702164
3,621000,0.5428179338294635,0.3283458666899906
3,622500,0.5269450975000471,0.3306808372830084
3,624200,0.5383655730320598,0.32786063174330327
3,627700,0.5385449420238467,0.32363991290564276
3,631300,0.5248844708218189,0.3268133820574832
3,631500,0.5242353542450784,0.3267822520471858
3,634500,0.5459346275998189,0.3235947597505523
3,642500,0.5324978780754699,0.3256547428298533
3,666500,0.49870629190144966,0.33971892093091954
3,666700,0.49951633919124455,0.3391529418694078
3,671800,0.49789292302692767,0.33152095198259324
3,671900,0.5088273556678933,0.34159096892512825
3,678700,0.5034114262589272,0.3401655434114259
3,689900,0.5006131491290637,0.33543607564249917
3,699400,0.5092305481120286,0.34425165866304275
3,700300,0.510927945275707,0.3439071254658863
3,705400,0.5140694729088182,0.34351454241222207
3,708800,0.5053147890131706,0.34278554456224947
3,728500,0.5139383636106214,0.33998498056967513
3,730000,0.516992170239835,0.3386154981418253
3,741100,0.5223653032361242,0.34420295720689226
3,753700,0.5150481637627335,0.337164839357863
3,766900,0.5550528270863136,0.32617662923977336
3,777600,0.5609215245652273,0.3283541673923991
3,784100,0.5218043083441035,0.34454899150487756
3,785100,0.5440047486308698,0.3255722668138946
3,788300,0.520499367571767,0.3439125994940707
3,793100,0.5202247687611732,0.34565630220766835
3,807400,0.50877557324039,0.341487007211366
3,820200,0.5159389808463958,0.34497740114319475
3,826200,0.5075106898424495,0.3381589921167649
3,834400,0.531939941868127,0.34498493602859853
3,837500,0.5259793964690249,0.3441219298665534
3,839800,0.5261247636409396,0.345229226086382
3,842200,0.5568081529289707,0.3274211426536504
3,864100,0.5361535109754787,0.3481833297738034
3,868300,0.5337541357616327,0.34654718257830425
3,877600,0.5309426113354423,0.34712124285642626
3,878300,0.5406392791660997,0.34497273952549756
3,890900,0.5614054477939157,0.33008183062186425
3,894300,0.5538009882453988,0.3280991448045528
3,918500,0.527383687527526,0.345261763700004
3,937000,0.5269596940350287,0.3453725950993801
3,937400,0.526985633585791,0.3453896100611561
3,943900,0.5211298501151077,0.3422572578375879
3,977300,0.5375424981472546,0.34566672747764027
3,983300,0.5366245095033071,0.34776475231113807
3,997100,0.5688048011317827,0.3307566963244283
