tape_day,flow_symbol,target_symbol,fwd_k,flow_lag_steps,n,pearson_corr
1,VEV_4000,HYDROGEL_PACK,5,0,9995,-0.01259520268809906
1,VEV_4000,HYDROGEL_PACK,5,1,9994,0.009060676520138807
1,VEV_4000,HYDROGEL_PACK,5,2,9993,0.01741877760333543
1,VEV_4000,HYDROGEL_PACK,5,3,9992,0.009594598107854277
1,VEV_4000,HYDROGEL_PACK,5,5,9990,0.009141149986984112
1,VEV_4500,HYDROGEL_PACK,5,0,9995,-0.008170821402702446
1,VEV_4500,HYDROGEL_PACK,5,1,9994,-0.0023801973164031907
1,VEV_4500,HYDROGEL_PACK,5,2,9993,-0.0023795648445982774
1,VEV_4500,HYDROGEL_PACK,5,3,9992,-0.008169220319881508
1,VEV_4500,HYDROGEL_PACK,5,5,9990,0.006886051828508393
1,VEV_5000,HYDROGEL_PACK,5,0,9995,-0.008170821402702446
1,VEV_5000,HYDROGEL_PACK,5,1,9994,-0.0023801973164031907
1,VEV_5000,HYDROGEL_PACK,5,2,9993,-0.0023795648445982774
1,VEV_5000,HYDROGEL_PACK,5,3,9992,-0.008169220319881508
1,VEV_5000,HYDROGEL_PACK,5,5,9990,0.006886051828508393
1,VEV_5100,HYDROGEL_PACK,5,0,9995,-0.008170821402702446
1,VEV_5100,HYDROGEL_PACK,5,1,9994,-0.0023801973164031907
1,VEV_5100,HYDROGEL_PACK,5,2,9993,-0.0023795648445982774
1,VEV_5100,HYDROGEL_PACK,5,3,9992,-0.008169220319881508
1,VEV_5100,HYDROGEL_PACK,5,5,9990,0.006886051828508393
1,VEV_5200,HYDROGEL_PACK,5,0,9995,0.006411260270978421
1,VEV_5200,HYDROGEL_PACK,5,1,9994,0.015234573451999302
1,VEV_5200,HYDROGEL_PACK,5,2,9993,0.008838019882555313
1,VEV_5200,HYDROGEL_PACK,5,3,9992,0.0025690734744595886
1,VEV_5200,HYDROGEL_PACK,5,5,9990,0.014975591085716318
1,VEV_5300,HYDROGEL_PACK,5,0,9995,0.0027646587252507476
1,VEV_5300,HYDROGEL_PACK,5,1,9994,0.009111283305857679
1,VEV_5300,HYDROGEL_PACK,5,2,9993,0.007572080074915779
1,VEV_5300,HYDROGEL_PACK,5,3,9992,0.00624458548722211
1,VEV_5300,HYDROGEL_PACK,5,5,9990,0.0027475575195104267
1,VEV_5400,HYDROGEL_PACK,5,0,9995,0.007623009931613872
1,VEV_5400,HYDROGEL_PACK,5,1,9994,0.0071243004481377405
1,VEV_5400,HYDROGEL_PACK,5,2,9993,0.0127802492453808
1,VEV_5400,HYDROGEL_PACK,5,3,9992,0.008405890747056196
1,VEV_5400,HYDROGEL_PACK,5,5,9990,0.006864284808125942
1,VEV_5500,HYDROGEL_PACK,5,0,9995,0.006134712691283766
1,VEV_5500,HYDROGEL_PACK,5,1,9994,0.005295974509480333
1,VEV_5500,HYDROGEL_PACK,5,2,9993,0.007676090626886126
1,VEV_5500,HYDROGEL_PACK,5,3,9992,0.006609334495880245
1,VEV_5500,HYDROGEL_PACK,5,5,9990,0.013598747531581268
1,VEV_6000,HYDROGEL_PACK,5,0,9995,0.009323941821780106
1,VEV_6000,HYDROGEL_PACK,5,1,9994,0.007847031256315997
1,VEV_6000,HYDROGEL_PACK,5,2,9993,0.0106782766491297
1,VEV_6000,HYDROGEL_PACK,5,3,9992,0.010225614948085228
1,VEV_6000,HYDROGEL_PACK,5,5,9990,0.014079442702244607
1,VEV_6500,HYDROGEL_PACK,5,0,9995,0.009323941821780106
1,VEV_6500,HYDROGEL_PACK,5,1,9994,0.007847031256315997
1,VEV_6500,HYDROGEL_PACK,5,2,9993,0.0106782766491297
1,VEV_6500,HYDROGEL_PACK,5,3,9992,0.010225614948085228
1,VEV_6500,HYDROGEL_PACK,5,5,9990,0.014079442702244607
1,HYDROGEL_PACK,HYDROGEL_PACK,20,0,9980,-0.01508418889051798
1,HYDROGEL_PACK,HYDROGEL_PACK,20,1,9979,-0.00871111915027342
1,HYDROGEL_PACK,HYDROGEL_PACK,20,2,9978,-0.007368242865738331
1,HYDROGEL_PACK,HYDROGEL_PACK,20,3,9977,-0.007157732995027095
1,HYDROGEL_PACK,HYDROGEL_PACK,20,5,9975,-0.005814833942899154
1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,20,0,9980,0.014161780116150767
1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,20,1,9979,0.009931439017771044
1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,20,2,9978,0.01904720636550854
1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,20,3,9977,0.013701922437778494
1,VELVETFRUIT_EXTRACT,HYDROGEL_PACK,20,5,9975,0.01954987063155275
1,VEV_4000,HYDROGEL_PACK,20,0,9980,-0.01429509980696504
1,VEV_4000,HYDROGEL_PACK,20,1,9979,-0.011041631117111306
1,VEV_4000,HYDROGEL_PACK,20,2,9978,-0.009266249727100084
1,VEV_4000,HYDROGEL_PACK,20,3,9977,-0.009604540547658443
1,VEV_4000,HYDROGEL_PACK,20,5,9975,-0.014888206900661779
1,VEV_4500,HYDROGEL_PACK,20,0,9980,-0.0030812258141629917
1,VEV_4500,HYDROGEL_PACK,20,1,9979,-0.002489750092108838
1,VEV_4500,HYDROGEL_PACK,20,2,9978,-0.00426272807700275
1,VEV_4500,HYDROGEL_PACK,20,3,9977,-0.00544452182765357
1,VEV_4500,HYDROGEL_PACK,20,5,9975,0.0010561255482593578
1,VEV_5000,HYDROGEL_PACK,20,0,9980,-0.0030812258141629917
1,VEV_5000,HYDROGEL_PACK,20,1,9979,-0.002489750092108838
1,VEV_5000,HYDROGEL_PACK,20,2,9978,-0.00426272807700275
1,VEV_5000,HYDROGEL_PACK,20,3,9977,-0.00544452182765357
1,VEV_5000,HYDROGEL_PACK,20,5,9975,0.0010561255482593578
1,VEV_5100,HYDROGEL_PACK,20,0,9980,-0.0030812258141629917
1,VEV_5100,HYDROGEL_PACK,20,1,9979,-0.002489750092108838
1,VEV_5100,HYDROGEL_PACK,20,2,9978,-0.00426272807700275
1,VEV_5100,HYDROGEL_PACK,20,3,9977,-0.00544452182765357
1,VEV_5100,HYDROGEL_PACK,20,5,9975,0.0010561255482593578
1,VEV_5200,HYDROGEL_PACK,20,0,9980,0.0053053824554580905
1,VEV_5200,HYDROGEL_PACK,20,1,9979,0.002758585183222719
1,VEV_5200,HYDROGEL_PACK,20,2,9978,0.0008659890270631689
1,VEV_5200,HYDROGEL_PACK,20,3,9977,-0.0007007732625274166
1,VEV_5200,HYDROGEL_PACK,20,5,9975,-0.0019414120154992865
1,VEV_5300,HYDROGEL_PACK,20,0,9980,-0.004987182819127344
1,VEV_5300,HYDROGEL_PACK,20,1,9979,-0.0009379814403314774
1,VEV_5300,HYDROGEL_PACK,20,2,9978,0.00035964262021167555
1,VEV_5300,HYDROGEL_PACK,20,3,9977,-0.002153640553162145
1,VEV_5300,HYDROGEL_PACK,20,5,9975,-0.006801967206527628
1,VEV_5400,HYDROGEL_PACK,20,0,9980,0.007138038430934105
1,VEV_5400,HYDROGEL_PACK,20,1,9979,0.00884528677373642
1,VEV_5400,HYDROGEL_PACK,20,2,9978,0.013073250979042238
1,VEV_5400,HYDROGEL_PACK,20,3,9977,0.005813623386013154
1,VEV_5400,HYDROGEL_PACK,20,5,9975,-0.0015004372695547343
1,VEV_5500,HYDROGEL_PACK,20,0,9980,0.01038008716537241
1,VEV_5500,HYDROGEL_PACK,20,1,9979,0.01081468591684735
1,VEV_5500,HYDROGEL_PACK,20,2,9978,0.013674249272369193
1,VEV_5500,HYDROGEL_PACK,20,3,9977,0.006688096528016821
1,VEV_5500,HYDROGEL_PACK,20,5,9975,0.002322523999777074
1,VEV_6000,HYDROGEL_PACK,20,0,9980,0.013388101866389682
1,VEV_6000,HYDROGEL_PACK,20,1,9979,0.01312250394754568
1,VEV_6000,HYDROGEL_PACK,20,2,9978,0.015971055550850762
1,VEV_6000,HYDROGEL_PACK,20,3,9977,0.009055213815202445
1,VEV_6000,HYDROGEL_PACK,20,5,9975,0.0018129489787029128
1,VEV_6500,HYDROGEL_PACK,20,0,9980,0.013388101866389682
1,VEV_6500,HYDROGEL_PACK,20,1,9979,0.01312250394754568
1,VEV_6500,HYDROGEL_PACK,20,2,9978,0.015971055550850762
1,VEV_6500,HYDROGEL_PACK,20,3,9977,0.009055213815202445
1,VEV_6500,HYDROGEL_PACK,20,5,9975,0.0018129489787029128
1,HYDROGEL_PACK,VEV_5200,5,0,9995,-0.007327885712284565
1,HYDROGEL_PACK,VEV_5200,5,1,9994,0.002471055353672345
1,HYDROGEL_PACK,VEV_5200,5,2,9993,0.0013720650811230638
1,HYDROGEL_PACK,VEV_5200,5,3,9992,0.00022724408763955393
1,HYDROGEL_PACK,VEV_5200,5,5,9990,0.002929354098517738
1,VELVETFRUIT_EXTRACT,VEV_5200,5,0,9995,-0.00042778752336125153
1,VELVETFRUIT_EXTRACT,VEV_5200,5,1,9994,0.008041105538816722
1,VELVETFRUIT_EXTRACT,VEV_5200,5,2,9993,0.0058207194778782485
1,VELVETFRUIT_EXTRACT,VEV_5200,5,3,9992,0.01872468496659886
1,VELVETFRUIT_EXTRACT,VEV_5200,5,5,9990,0.007670585737280466
1,VEV_4000,VEV_5200,5,0,9995,0.0016278300618709834
1,VEV_4000,VEV_5200,5,1,9994,0.0020241225503256563
1,VEV_4000,VEV_5200,5,2,9993,0.0024217858428954133
1,VEV_4000,VEV_5200,5,3,9992,0.002025168136791455
1,VEV_4000,VEV_5200,5,5,9990,-0.00035747517345028165
1,VEV_4500,VEV_5200,5,0,9995,-2.8344346224534307e-05
1,VEV_4500,VEV_5200,5,1,9994,-0.01493877562264365
1,VEV_4500,VEV_5200,5,2,9993,-2.7232633917723503e-05
1,VEV_4500,VEV_5200,5,3,9992,-2.7982317181774102e-05
1,VEV_4500,VEV_5200,5,5,9990,-3.0605465604458054e-05
1,VEV_5000,VEV_5200,5,0,9995,-2.8344346224534307e-05
1,VEV_5000,VEV_5200,5,1,9994,-0.01493877562264365
1,VEV_5000,VEV_5200,5,2,9993,-2.7232633917723503e-05
1,VEV_5000,VEV_5200,5,3,9992,-2.7982317181774102e-05
1,VEV_5000,VEV_5200,5,5,9990,-3.0605465604458054e-05
1,VEV_5100,VEV_5200,5,0,9995,-2.8344346224534307e-05
1,VEV_5100,VEV_5200,5,1,9994,-0.01493877562264365
1,VEV_5100,VEV_5200,5,2,9993,-2.7232633917723503e-05
1,VEV_5100,VEV_5200,5,3,9992,-2.7982317181774102e-05
1,VEV_5100,VEV_5200,5,5,9990,-3.0605465604458054e-05
1,VEV_5200,VEV_5200,5,0,9995,0.010355875942176988
1,VEV_5200,VEV_5200,5,1,9994,0.026000786246456055
1,VEV_5200,VEV_5200,5,2,9993,0.014471622062389554
1,VEV_5200,VEV_5200,5,3,9992,0.012414843812641374
1,VEV_5200,VEV_5200,5,5,9990,-0.0015797487942177581
1,VEV_5300,VEV_5200,5,0,9995,-0.03221508815582828
1,VEV_5300,VEV_5200,5,1,9994,0.016691716132862255
1,VEV_5300,VEV_5200,5,2,9993,0.016180424619750885
1,VEV_5300,VEV_5200,5,3,9992,0.012094665323041574
1,VEV_5300,VEV_5200,5,5,9990,0.0012019341514362806
1,VEV_5400,VEV_5200,5,0,9995,-0.05937987764536366
1,VEV_5400,VEV_5200,5,1,9994,0.007435425024397147
1,VEV_5400,VEV_5200,5,2,9993,-0.007077847576907583
1,VEV_5400,VEV_5200,5,3,9992,-0.002008661848933486
1,VEV_5400,VEV_5200,5,5,9990,-0.00479964225207292
1,VEV_5500,VEV_5200,5,0,9995,-0.06332498908753427
1,VEV_5500,VEV_5200,5,1,9994,0.004517908509474139
1,VEV_5500,VEV_5200,5,2,9993,-0.0015636013721816173
1,VEV_5500,VEV_5200,5,3,9992,-0.0023036419890223466
1,VEV_5500,VEV_5200,5,5,9990,0.00198862332420572
1,VEV_6000,VEV_5200,5,0,9995,-0.06520902879920579
1,VEV_6000,VEV_5200,5,1,9994,0.006519499303968518
1,VEV_6000,VEV_5200,5,2,9993,-0.003641532962955601
1,VEV_6000,VEV_5200,5,3,9992,-0.0006579657296664515
1,VEV_6000,VEV_5200,5,5,9990,0.002857157579411349
1,VEV_6500,VEV_5200,5,0,9995,-0.06520902879920579
1,VEV_6500,VEV_5200,5,1,9994,0.006519499303968518
1,VEV_6500,VEV_5200,5,2,9993,-0.003641532962955601
1,VEV_6500,VEV_5200,5,3,9992,-0.0006579657296664515
1,VEV_6500,VEV_5200,5,5,9990,0.002857157579411349
1,HYDROGEL_PACK,VEV_5200,20,0,9980,-0.017827847222053488
1,HYDROGEL_PACK,VEV_5200,20,1,9979,-0.011022803425653857
1,HYDROGEL_PACK,VEV_5200,20,2,9978,-0.012481557486039024
1,HYDROGEL_PACK,VEV_5200,20,3,9977,-0.011972302743643321
1,HYDROGEL_PACK,VEV_5200,20,5,9975,-0.006763416292414166
1,VELVETFRUIT_EXTRACT,VEV_5200,20,0,9980,0.0075281256914237656
1,VELVETFRUIT_EXTRACT,VEV_5200,20,1,9979,0.014674433147299742
1,VELVETFRUIT_EXTRACT,VEV_5200,20,2,9978,0.014621224228718106
1,VELVETFRUIT_EXTRACT,VEV_5200,20,3,9977,0.014917243596563302
1,VELVETFRUIT_EXTRACT,VEV_5200,20,5,9975,0.010415591882946391
1,VEV_4000,VEV_5200,20,0,9980,-0.0029519789274631103
1,VEV_4000,VEV_5200,20,1,9979,-0.0011340170534908378
1,VEV_4000,VEV_5200,20,2,9978,-5.671420309355649e-05
1,VEV_4000,VEV_5200,20,3,9977,-0.0005290537460236136
1,VEV_4000,VEV_5200,20,5,9975,-0.000530126642886317
1,VEV_4500,VEV_5200,20,0,9980,0.013135273951555098
1,VEV_4500,VEV_5200,20,1,9979,0.0074832745917450426
1,VEV_4500,VEV_5200,20,2,9978,0.011253645291242845
1,VEV_4500,VEV_5200,20,3,9977,0.011254095339476224
1,VEV_4500,VEV_5200,20,5,9975,0.011254995726910206
1,VEV_5000,VEV_5200,20,0,9980,0.013135273951555098
1,VEV_5000,VEV_5200,20,1,9979,0.0074832745917450426
1,VEV_5000,VEV_5200,20,2,9978,0.011253645291242845
1,VEV_5000,VEV_5200,20,3,9977,0.011254095339476224
1,VEV_5000,VEV_5200,20,5,9975,0.011254995726910206
1,VEV_5100,VEV_5200,20,0,9980,0.013135273951555098
1,VEV_5100,VEV_5200,20,1,9979,0.0074832745917450426
1,VEV_5100,VEV_5200,20,2,9978,0.011253645291242845
1,VEV_5100,VEV_5200,20,3,9977,0.011254095339476224
1,VEV_5100,VEV_5200,20,5,9975,0.011254995726910206
1,VEV_5200,VEV_5200,20,0,9980,0.014695389708149811
1,VEV_5200,VEV_5200,20,1,9979,0.016150988254218072
1,VEV_5200,VEV_5200,20,2,9978,0.010112814271674002
1,VEV_5200,VEV_5200,20,3,9977,0.010944753033691057
1,VEV_5200,VEV_5200,20,5,9975,0.0059470423197947085
1,VEV_5300,VEV_5200,20,0,9980,-0.001995906453217864
1,VEV_5300,VEV_5200,20,1,9979,0.01557511379631256
1,VEV_5300,VEV_5200,20,2,9978,0.0160020027536624
1,VEV_5300,VEV_5200,20,3,9977,0.018757327494758915
1,VEV_5300,VEV_5200,20,5,9975,0.012204338338305051
1,VEV_5400,VEV_5200,20,0,9980,-0.03488877663810252
1,VEV_5400,VEV_5200,20,1,9979,-0.009305451588330016
1,VEV_5400,VEV_5200,20,2,9978,-0.007662668877853195
1,VEV_5400,VEV_5200,20,3,9977,-0.010054916269865774
1,VEV_5400,VEV_5200,20,5,9975,-0.010175254801037053
1,VEV_5500,VEV_5200,20,0,9980,-0.026179808893973467
1,VEV_5500,VEV_5200,20,1,9979,0.00277386158340599
1,VEV_5500,VEV_5200,20,2,9978,0.004654998313048628
1,VEV_5500,VEV_5200,20,3,9977,0.0036267179154612474
1,VEV_5500,VEV_5200,20,5,9975,0.005400031979355961
1,VEV_6000,VEV_5200,20,0,9980,-0.028727228508504038
1,VEV_6000,VEV_5200,20,1,9979,0.0007331797020244892
1,VEV_6000,VEV_5200,20,2,9978,0.0034762715802108997
1,VEV_6000,VEV_5200,20,3,9977,0.001449017105710512
1,VEV_6000,VEV_5200,20,5,9975,0.0034138441276649993
1,VEV_6500,VEV_5200,20,0,9980,-0.028727228508504038
