name,role,symbol,k,spread_regime,burst,tape_day,n,mean,median,t_stat,frac_pos
Mark 01,buyer_any,VEV_5400,5,wide,1,1,72.0,0.013888888888888888,0.0,0.3142423610436215,0.20833333333333334
Mark 01,buyer_any,VEV_5400,5,wide,1,2,78.0,-0.02564102564102564,0.0,-0.4826803630033512,0.19230769230769232
Mark 01,buyer_any,VEV_5400,5,wide,1,3,109.0,-0.022935779816513763,0.0,-0.7794618374722447,0.12844036697247707
Mark 01,buyer_any,VEV_5400,20,wide,0,1,4.0,,,,
Mark 01,buyer_any,VEV_5400,20,wide,1,1,72.0,0.041666666666666664,0.0,0.41362342456562773,0.3888888888888889
Mark 01,buyer_any,VEV_5400,20,wide,1,2,78.0,0.02564102564102564,0.0,0.2783949973230017,0.32051282051282054
Mark 01,buyer_any,VEV_5400,20,wide,1,3,109.0,0.04128440366972477,0.0,0.6120314637595597,0.24770642201834864
Mark 01,buyer_any,VEV_5400,100,wide,0,1,3.0,,,,
Mark 01,buyer_any,VEV_5400,100,wide,1,1,72.0,-0.08333333333333333,0.0,-0.41362342456562773,0.4444444444444444
Mark 01,buyer_any,VEV_5400,100,wide,1,2,77.0,-0.09090909090909091,0.0,-0.5101081457610034,0.36363636363636365
Mark 01,buyer_any,VEV_5400,100,wide,1,3,108.0,0.1574074074074074,0.0,1.373278471779796,0.4444444444444444
Mark 01,buyer_any,VEV_5500,5,wide,0,1,8.0,,,,
Mark 01,buyer_any,VEV_5500,5,wide,0,2,7.0,,,,
Mark 01,buyer_any,VEV_5500,5,wide,0,3,3.0,,,,
Mark 01,buyer_any,VEV_5500,5,wide,1,1,81.0,-0.024691358024691357,0.0,-0.9421549943014158,0.06172839506172839
Mark 01,buyer_any,VEV_5500,5,wide,1,2,84.0,-0.03571428571428571,0.0,-1.1358500959257376,0.07142857142857142
Mark 01,buyer_any,VEV_5500,5,wide,1,3,116.0,0.0,0.0,0.0,0.04310344827586207
Mark 01,buyer_any,VEV_5500,20,wide,0,1,8.0,,,,
Mark 01,buyer_any,VEV_5500,20,wide,0,2,7.0,,,,
Mark 01,buyer_any,VEV_5500,20,wide,0,3,3.0,,,,
Mark 01,buyer_any,VEV_5500,20,wide,1,1,81.0,0.018518518518518517,0.0,0.3492151478847891,0.18518518518518517
Mark 01,buyer_any,VEV_5500,20,wide,1,2,84.0,0.023809523809523808,0.0,0.5229494354393732,0.16666666666666666
Mark 01,buyer_any,VEV_5500,20,wide,1,3,116.0,0.05603448275862069,0.0,1.7689335048685682,0.10344827586206896
Mark 01,buyer_any,VEV_5500,100,wide,0,1,8.0,,,,
Mark 01,buyer_any,VEV_5500,100,wide,0,2,7.0,,,,
Mark 01,buyer_any,VEV_5500,100,wide,0,3,3.0,,,,
Mark 01,buyer_any,VEV_5500,100,wide,1,1,81.0,-0.09876543209876543,0.0,-1.0465678719612297,0.2839506172839506
Mark 01,buyer_any,VEV_5500,100,wide,1,2,83.0,0.012048192771084338,0.0,0.14129218462603244,0.30120481927710846
Mark 01,buyer_any,VEV_5500,100,wide,1,3,115.0,0.034782608695652174,0.0,0.7613748885797301,0.16521739130434782
Mark 01,buyer_any,VEV_6000,5,wide,0,1,14.0,,,,
Mark 01,buyer_any,VEV_6000,5,wide,0,2,8.0,,,,
Mark 01,buyer_any,VEV_6000,5,wide,0,3,3.0,,,,
Mark 01,buyer_any,VEV_6000,5,wide,1,1,84.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6000,5,wide,1,2,87.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6000,5,wide,1,3,121.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6000,20,wide,0,1,14.0,,,,
Mark 01,buyer_any,VEV_6000,20,wide,0,2,8.0,,,,
Mark 01,buyer_any,VEV_6000,20,wide,0,3,3.0,,,,
Mark 01,buyer_any,VEV_6000,20,wide,1,1,84.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6000,20,wide,1,2,87.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6000,20,wide,1,3,121.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6000,100,wide,0,1,13.0,,,,
Mark 01,buyer_any,VEV_6000,100,wide,0,2,8.0,,,,
Mark 01,buyer_any,VEV_6000,100,wide,0,3,3.0,,,,
Mark 01,buyer_any,VEV_6000,100,wide,1,1,84.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6000,100,wide,1,2,86.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6000,100,wide,1,3,120.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6500,5,wide,0,1,14.0,,,,
Mark 01,buyer_any,VEV_6500,5,wide,0,2,8.0,,,,
Mark 01,buyer_any,VEV_6500,5,wide,0,3,3.0,,,,
Mark 01,buyer_any,VEV_6500,5,wide,1,1,84.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6500,5,wide,1,2,87.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6500,5,wide,1,3,121.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6500,20,wide,0,1,14.0,,,,
Mark 01,buyer_any,VEV_6500,20,wide,0,2,8.0,,,,
Mark 01,buyer_any,VEV_6500,20,wide,0,3,3.0,,,,
Mark 01,buyer_any,VEV_6500,20,wide,1,1,84.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6500,20,wide,1,2,87.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6500,20,wide,1,3,121.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6500,100,wide,0,1,13.0,,,,
Mark 01,buyer_any,VEV_6500,100,wide,0,2,8.0,,,,
Mark 01,buyer_any,VEV_6500,100,wide,0,3,3.0,,,,
Mark 01,buyer_any,VEV_6500,100,wide,1,1,84.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6500,100,wide,1,2,86.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6500,100,wide,1,3,120.0,0.0,0.0,,0.0
Mark 01,seller_any,VELVETFRUIT_EXTRACT,5,tight,0,1,2.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,5,tight,0,2,4.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,5,tight,0,3,1.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,5,wide,0,1,79.0,-0.10759493670886076,-0.5,-0.4192544635786888,0.4050632911392405
Mark 01,seller_any,VELVETFRUIT_EXTRACT,5,wide,0,2,87.0,-0.05172413793103448,0.0,-0.2613698721386665,0.3793103448275862
Mark 01,seller_any,VELVETFRUIT_EXTRACT,5,wide,0,3,68.0,0.2867647058823529,0.0,1.0464154687059475,0.4852941176470588
Mark 01,seller_any,VELVETFRUIT_EXTRACT,5,wide,1,2,1.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,5,wide,1,3,2.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,20,tight,0,1,2.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,20,tight,0,2,4.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,20,tight,0,3,1.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,20,wide,0,1,79.0,-0.4936708860759494,-1.0,-0.9482176477625055,0.43037974683544306
Mark 01,seller_any,VELVETFRUIT_EXTRACT,20,wide,0,2,87.0,0.25862068965517243,0.0,0.6169083231403051,0.4942528735632184
Mark 01,seller_any,VELVETFRUIT_EXTRACT,20,wide,0,3,68.0,0.4632352941176471,0.5,0.8997492671686962,0.5147058823529411
Mark 01,seller_any,VELVETFRUIT_EXTRACT,20,wide,1,2,1.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,20,wide,1,3,2.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,100,tight,0,1,2.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,100,tight,0,2,4.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,100,tight,0,3,1.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,100,wide,0,1,79.0,0.0379746835443038,1.0,0.033013077144153934,0.5063291139240507
Mark 01,seller_any,VELVETFRUIT_EXTRACT,100,wide,0,2,87.0,-0.022988505747126436,0.0,-0.02114863345084967,0.4942528735632184
Mark 01,seller_any,VELVETFRUIT_EXTRACT,100,wide,0,3,68.0,-0.7720588235294118,-2.0,-0.8409387606111202,0.4117647058823529
Mark 01,seller_any,VELVETFRUIT_EXTRACT,100,wide,1,2,1.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,100,wide,1,3,2.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,5,tight,0,1,7.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,5,tight,0,2,4.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,5,tight,0,3,2.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,5,wide,0,1,173.0,0.3786127167630058,1.0,1.0948433504456405,0.5086705202312138
Mark 14,buyer_any,HYDROGEL_PACK,5,wide,0,2,136.0,0.09191176470588236,0.0,0.26064228307319104,0.45588235294117646
Mark 14,buyer_any,HYDROGEL_PACK,5,wide,0,3,165.0,-0.3484848484848485,-1.0,-0.9304061251802354,0.4303030303030303
Mark 14,buyer_any,HYDROGEL_PACK,5,wide,1,1,3.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,5,wide,1,2,2.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,5,wide,1,3,4.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,20,tight,0,1,7.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,20,tight,0,2,4.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,20,tight,0,3,2.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,20,wide,0,1,173.0,1.0317919075144508,2.0,1.6076295041552955,0.5722543352601156
Mark 14,buyer_any,HYDROGEL_PACK,20,wide,0,2,136.0,0.025735294117647058,0.0,0.036048055692740416,0.4632352941176471
Mark 14,buyer_any,HYDROGEL_PACK,20,wide,0,3,165.0,-0.5454545454545454,0.0,-0.7582245114790546,0.46060606060606063
Mark 14,buyer_any,HYDROGEL_PACK,20,wide,1,1,3.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,20,wide,1,2,2.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,20,wide,1,3,4.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,100,tight,0,1,7.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,100,tight,0,2,4.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,100,tight,0,3,2.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,100,wide,0,1,173.0,1.0809248554913296,1.0,0.7767505662663172,0.5260115606936416
Mark 14,buyer_any,HYDROGEL_PACK,100,wide,0,2,134.0,-0.7014925373134329,-1.75,-0.4798766918268209,0.44029850746268656
Mark 14,buyer_any,HYDROGEL_PACK,100,wide,0,3,165.0,1.7363636363636363,0.0,1.1892985555326245,0.49696969696969695
Mark 14,buyer_any,HYDROGEL_PACK,100,wide,1,1,3.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,100,wide,1,2,2.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,100,wide,1,3,4.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,5,tight,0,1,3.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,5,tight,0,2,5.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,5,tight,0,3,6.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,5,wide,0,1,109.0,0.11467889908256881,0.0,0.5869923637660038,0.46788990825688076
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,5,wide,0,2,85.0,-0.40588235294117647,0.0,-1.6749978849146396,0.3411764705882353
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,5,wide,0,3,104.0,-0.12980769230769232,0.0,-0.6914783961028358,0.38461538461538464
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,5,wide,1,1,2.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,5,wide,1,2,2.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,20,tight,0,1,3.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,20,tight,0,2,5.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,20,tight,0,3,6.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,20,wide,0,1,109.0,-0.09174311926605505,0.0,-0.2316717439861408,0.44036697247706424
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,20,wide,0,2,85.0,-0.43529411764705883,0.0,-1.0728528217127489,0.36470588235294116
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,20,wide,0,3,104.0,-0.38461538461538464,-0.75,-0.9564747828428503,0.41346153846153844
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,20,wide,1,1,2.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,20,wide,1,2,2.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,100,tight,0,1,3.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,100,tight,0,2,5.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,100,tight,0,3,6.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,100,wide,0,1,107.0,-0.397196261682243,-2.0,-0.471208288954883,0.4392523364485981
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,100,wide,0,2,83.0,-2.4518072289156625,-3.0,-3.031886234228262,0.3132530120481928
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,100,wide,0,3,103.0,-1.5,-1.0,-1.5889639418642343,0.44660194174757284
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,100,wide,1,1,2.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,100,wide,1,2,2.0,,,,
Mark 14,buyer_any,VEV_4000,5,tight,0,1,8.0,,,,
Mark 14,buyer_any,VEV_4000,5,tight,0,2,5.0,,,,
Mark 14,buyer_any,VEV_4000,5,tight,0,3,14.0,,,,
Mark 14,buyer_any,VEV_4000,5,tight,1,1,1.0,,,,
Mark 14,buyer_any,VEV_4000,5,wide,0,1,82.0,-0.29878048780487804,0.0,-1.2214379542434788,0.4146341463414634
Mark 14,buyer_any,VEV_4000,5,wide,0,2,59.0,-0.5338983050847458,-0.5,-1.7393193927386175,0.4067796610169492
Mark 14,buyer_any,VEV_4000,5,wide,0,3,63.0,0.12698412698412698,0.0,0.5250341347788439,0.4444444444444444
Mark 14,buyer_any,VEV_4000,20,tight,0,1,8.0,,,,
Mark 14,buyer_any,VEV_4000,20,tight,0,2,5.0,,,,
Mark 14,buyer_any,VEV_4000,20,tight,0,3,14.0,,,,
Mark 14,buyer_any,VEV_4000,20,tight,1,1,1.0,,,,
Mark 14,buyer_any,VEV_4000,20,wide,0,1,82.0,0.1402439024390244,0.0,0.29703600558517995,0.47560975609756095
Mark 14,buyer_any,VEV_4000,20,wide,0,2,59.0,-1.2966101694915255,-1.5,-2.052927742027585,0.3898305084745763
Mark 14,buyer_any,VEV_4000,20,wide,0,3,63.0,0.0,0.0,0.0,0.42857142857142855
Mark 14,buyer_any,VEV_4000,100,tight,0,1,8.0,,,,
Mark 14,buyer_any,VEV_4000,100,tight,0,2,5.0,,,,
Mark 14,buyer_any,VEV_4000,100,tight,0,3,14.0,,,,
Mark 14,buyer_any,VEV_4000,100,tight,1,1,1.0,,,,
Mark 14,buyer_any,VEV_4000,100,wide,0,1,81.0,-0.8827160493827161,-1.5,-0.9719169451397105,0.35802469135802467
Mark 14,buyer_any,VEV_4000,100,wide,0,2,59.0,-0.211864406779661,-1.0,-0.15696797757273315,0.4745762711864407
Mark 14,buyer_any,VEV_4000,100,wide,0,3,63.0,0.21428571428571427,0.0,0.18864713996444132,0.49206349206349204
Mark 14,buyer_any,VEV_5200,5,wide,1,1,6.0,,,,
Mark 14,buyer_any,VEV_5200,5,wide,1,2,8.0,,,,
Mark 14,buyer_any,VEV_5200,5,wide,1,3,19.0,-0.2631578947368421,-0.5,-1.0332548854774362,0.3157894736842105
Mark 14,buyer_any,VEV_5200,20,wide,1,1,6.0,,,,
Mark 14,buyer_any,VEV_5200,20,wide,1,2,8.0,,,,
Mark 14,buyer_any,VEV_5200,20,wide,1,3,19.0,-0.5789473684210527,-1.0,-0.8136993936008402,0.3157894736842105
Mark 14,buyer_any,VEV_5200,100,wide,1,1,6.0,,,,
Mark 14,buyer_any,VEV_5200,100,wide,1,2,8.0,,,,
Mark 14,buyer_any,VEV_5200,100,wide,1,3,19.0,-0.05263157894736842,0.5,-0.0400053344002371,0.5263157894736842
Mark 14,buyer_any,VEV_5300,5,tight,1,2,3.0,,,,
Mark 14,buyer_any,VEV_5300,5,tight,1,3,9.0,,,,
Mark 14,buyer_any,VEV_5300,5,wide,1,1,6.0,,,,
Mark 14,buyer_any,VEV_5300,5,wide,1,2,11.0,,,,
Mark 14,buyer_any,VEV_5300,5,wide,1,3,1.0,,,,
Mark 14,buyer_any,VEV_5300,20,tight,1,2,3.0,,,,
Mark 14,buyer_any,VEV_5300,20,tight,1,3,9.0,,,,
Mark 14,buyer_any,VEV_5300,20,wide,1,1,6.0,,,,
Mark 14,buyer_any,VEV_5300,20,wide,1,2,11.0,,,,
Mark 14,buyer_any,VEV_5300,20,wide,1,3,1.0,,,,
Mark 14,buyer_any,VEV_5300,100,tight,1,2,3.0,,,,
Mark 14,buyer_any,VEV_5300,100,tight,1,3,9.0,,,,
Mark 14,buyer_any,VEV_5300,100,wide,1,1,6.0,,,,
Mark 14,buyer_any,VEV_5300,100,wide,1,2,11.0,,,,
Mark 14,buyer_any,VEV_5300,100,wide,1,3,1.0,,,,
Mark 14,buyer_any,VEV_5400,5,wide,0,1,1.0,,,,
Mark 14,buyer_any,VEV_5400,5,wide,1,1,4.0,,,,
Mark 14,buyer_any,VEV_5400,5,wide,1,2,2.0,,,,
Mark 14,buyer_any,VEV_5400,5,wide,1,3,6.0,,,,
Mark 14,buyer_any,VEV_5400,20,wide,0,1,1.0,,,,
Mark 14,buyer_any,VEV_5400,20,wide,1,1,4.0,,,,
Mark 14,buyer_any,VEV_5400,20,wide,1,2,2.0,,,,
Mark 14,buyer_any,VEV_5400,20,wide,1,3,6.0,,,,
Mark 14,buyer_any,VEV_5400,100,wide,0,1,1.0,,,,
Mark 14,buyer_any,VEV_5400,100,wide,1,1,4.0,,,,
Mark 14,buyer_any,VEV_5400,100,wide,1,2,2.0,,,,
Mark 14,buyer_any,VEV_5400,100,wide,1,3,6.0,,,,
Mark 14,buyer_any,VEV_5500,5,wide,0,1,1.0,,,,
Mark 14,buyer_any,VEV_5500,5,wide,1,1,2.0,,,,
Mark 14,buyer_any,VEV_5500,5,wide,1,2,3.0,,,,
Mark 14,buyer_any,VEV_5500,5,wide,1,3,1.0,,,,
Mark 14,buyer_any,VEV_5500,20,wide,0,1,1.0,,,,
Mark 14,buyer_any,VEV_5500,20,wide,1,1,2.0,,,,
Mark 14,buyer_any,VEV_5500,20,wide,1,2,3.0,,,,
Mark 14,buyer_any,VEV_5500,20,wide,1,3,1.0,,,,
Mark 14,buyer_any,VEV_5500,100,wide,0,1,1.0,,,,
Mark 14,buyer_any,VEV_5500,100,wide,1,1,2.0,,,,
Mark 14,buyer_any,VEV_5500,100,wide,1,2,3.0,,,,
Mark 14,buyer_any,VEV_5500,100,wide,1,3,1.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,5,tight,0,1,7.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,5,tight,0,2,9.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,5,tight,0,3,5.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,5,wide,0,1,179.0,-0.2430167597765363,0.0,-0.7351541156252188,0.4748603351955307
Mark 14,seller_any,HYDROGEL_PACK,5,wide,0,2,149.0,0.040268456375838924,0.0,0.12488487062436027,0.4899328859060403
Mark 14,seller_any,HYDROGEL_PACK,5,wide,0,3,151.0,0.006622516556291391,0.0,0.019698707655490238,0.4370860927152318
Mark 14,seller_any,HYDROGEL_PACK,5,wide,1,1,1.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,5,wide,1,2,3.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,5,wide,1,3,3.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,20,tight,0,1,7.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,20,tight,0,2,9.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,20,tight,0,3,5.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,20,wide,0,1,179.0,-0.22905027932960895,1.0,-0.3270918425041297,0.5027932960893855
Mark 14,seller_any,HYDROGEL_PACK,20,wide,0,2,149.0,-0.5939597315436241,0.0,-0.9888457917158643,0.47651006711409394
Mark 14,seller_any,HYDROGEL_PACK,20,wide,0,3,151.0,-0.1291390728476821,1.0,-0.1781466112227886,0.5099337748344371
Mark 14,seller_any,HYDROGEL_PACK,20,wide,1,1,1.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,20,wide,1,2,3.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,20,wide,1,3,3.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,100,tight,0,1,7.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,100,tight,0,2,9.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,100,tight,0,3,5.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,100,wide,0,1,179.0,-1.8072625698324023,1.0,-1.3284509351123763,0.5083798882681564
Mark 14,seller_any,HYDROGEL_PACK,100,wide,0,2,148.0,2.3513513513513513,1.0,1.6262100153635541,0.5067567567567568
Mark 14,seller_any,HYDROGEL_PACK,100,wide,0,3,150.0,-2.05,-2.0,-1.2867505634402068,0.44
Mark 14,seller_any,HYDROGEL_PACK,100,wide,1,1,1.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,100,wide,1,2,3.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,100,wide,1,3,3.0,,,,
Mark 14,seller_any,VELVETFRUIT_EXTRACT,5,tight,0,1,4.0,,,,
Mark 14,seller_any,VELVETFRUIT_EXTRACT,5,tight,0,2,1.0,,,,
Mark 14,seller_any,VELVETFRUIT_EXTRACT,5,tight,0,3,6.0,,,,
Mark 14,seller_any,VELVETFRUIT_EXTRACT,5,wide,0,1,93.0,0.20430107526881722,0.5,0.9337193859735926,0.5053763440860215
Mark 14,seller_any,VELVETFRUIT_EXTRACT,5,wide,0,2,117.0,0.38461538461538464,0.0,1.7074026904278448,0.49572649572649574
Mark 14,seller_any,VELVETFRUIT_EXTRACT,5,wide,0,3,106.0,0.25,0.0,1.2600523051435504,0.4528301886792453
Mark 14,seller_any,VELVETFRUIT_EXTRACT,5,wide,1,3,4.0,,,,
Mark 14,seller_any,VELVETFRUIT_EXTRACT,20,tight,0,1,4.0,,,,
Mark 14,seller_any,VELVETFRUIT_EXTRACT,20,tight,0,2,1.0,,,,
Mark 14,seller_any,VELVETFRUIT_EXTRACT,20,tight,0,3,6.0,,,,
