name,role,symbol,k,spread_regime,burst,n,mean_fwd_same,ci95_lo,ci95_hi,t_stat,frac_pos
Mark 38,sell_aggr,VEV_4000,100,tight,0,27,1.537037037037037,-1.5555555555555556,4.648148148148148,0.917770544666346,0.5555555555555556
Mark 38,seller_any,VEV_4000,100,tight,0,27,1.537037037037037,-1.5555555555555556,4.648148148148148,0.917770544666346,0.5555555555555556
Mark 22,sell_aggr,VEV_5200,100,wide,1,44,0.625,-1.193465909090909,2.409374999999996,0.6621679449607971,0.5681818181818182
Mark 22,seller_any,VEV_5200,100,wide,1,44,0.625,-1.193465909090909,2.409374999999996,0.6621679449607971,0.5681818181818182
Mark 55,sell_aggr,VELVETFRUIT_EXTRACT,100,tight,0,49,0.5918367346938775,-1.9900510204081632,3.204081632653061,0.4502486825075617,0.5102040816326531
Mark 55,seller_any,VELVETFRUIT_EXTRACT,100,tight,0,49,0.5918367346938775,-1.9900510204081632,3.204081632653061,0.4502486825075617,0.5102040816326531
Mark 38,buy_aggr,HYDROGEL_PACK,100,tight,0,28,1.1785714285714286,-4.500446428571428,6.857142857142857,0.40547558173783704,0.5357142857142857
Mark 38,buyer_any,HYDROGEL_PACK,100,tight,0,28,1.1785714285714286,-4.500446428571428,6.857142857142857,0.40547558173783704,0.5357142857142857
Mark 55,buy_aggr,VELVETFRUIT_EXTRACT,100,tight,0,41,0.5,-2.4390243902439024,3.402439024390244,0.3287979746107145,0.4878048780487805
Mark 55,buyer_any,VELVETFRUIT_EXTRACT,100,tight,0,41,0.5,-2.4390243902439024,3.402439024390244,0.3287979746107145,0.4878048780487805
Mark 22,seller_any,VELVETFRUIT_EXTRACT,100,tight,0,98,0.1836734693877551,-1.6938775510204083,2.086734693877551,0.1922397405423229,0.46938775510204084
Mark 01,buyer_any,VEV_5400,100,wide,1,257,0.01556420233463035,-0.1614785992217899,0.19455252918287938,0.17039304580267248,0.42023346303501946
Mark 14,seller_any,VEV_4000,100,wide,0,175,-0.02857142857142857,-1.2942857142857143,1.2457857142857134,-0.04365971146332979,0.5028571428571429
Mark 38,buy_aggr,VEV_4000,100,wide,0,175,-0.02857142857142857,-1.2942857142857143,1.2457857142857134,-0.04365971146332979,0.5028571428571429
Mark 38,buyer_any,VEV_4000,100,wide,0,175,-0.02857142857142857,-1.2942857142857143,1.2457857142857134,-0.04365971146332979,0.5028571428571429
Mark 14,buyer_any,VEV_5200,100,wide,1,33,-0.09090909090909091,-2.24280303030303,2.015151515151515,-0.08208546896238408,0.5151515151515151
Mark 01,buyer_any,VEV_5500,100,wide,1,279,-0.010752688172043012,-0.09498207885304659,0.06989247311827956,-0.2572904136326413,0.24014336917562723
Mark 22,seller_any,VEV_5400,100,wide,1,269,-0.02973977695167286,-0.21189591078066913,0.14684014869888476,-0.32179165182123687,0.4200743494423792
Mark 22,sell_aggr,VEV_5400,100,wide,1,268,-0.03171641791044776,-0.21455223880597016,0.1455223880597015,-0.341979475598372,0.417910447761194
Mark 01,seller_any,VELVETFRUIT_EXTRACT,100,wide,0,234,-0.22008547008547008,-1.452991452991453,0.968002136752136,-0.355782478484997,0.47435897435897434
Mark 22,sell_aggr,VEV_5300,100,wide,1,122,-0.11885245901639344,-0.7337090163934425,0.45081967213114754,-0.3923620515904495,0.45081967213114754
Mark 22,seller_any,VEV_5300,100,wide,1,124,-0.12096774193548387,-0.6976814516129033,0.45564516129032256,-0.4049991356734986,0.45161290322580644
Mark 38,sell_aggr,HYDROGEL_PACK,100,tight,0,24,-2.125,-10.292187499999999,6.333333333333333,-0.48251666604409577,0.4166666666666667
Mark 38,seller_any,HYDROGEL_PACK,100,tight,0,24,-2.125,-10.292187499999999,6.333333333333333,-0.48251666604409577,0.4166666666666667
Mark 14,buyer_any,VEV_4000,100,wide,0,203,-0.3472906403940887,-1.5689655172413792,0.916256157635468,-0.544799523511345,0.43349753694581283
Mark 38,sell_aggr,VEV_4000,100,wide,0,203,-0.3472906403940887,-1.5689655172413792,0.916256157635468,-0.544799523511345,0.43349753694581283
Mark 38,seller_any,VEV_4000,100,wide,0,203,-0.3472906403940887,-1.5689655172413792,0.916256157635468,-0.544799523511345,0.43349753694581283
Mark 22,sell_aggr,VEV_5500,100,wide,1,285,-0.02456140350877193,-0.10706140350877191,0.056140350877192984,-0.5898784136906754,0.23508771929824562
Mark 22,seller_any,VEV_5500,100,wide,1,285,-0.02456140350877193,-0.10706140350877191,0.056140350877192984,-0.5898784136906754,0.23508771929824562
Mark 01,buyer_any,VEV_5300,100,wide,1,106,-0.2169811320754717,-0.8537735849056604,0.4623820754716964,-0.6559099617455958,0.4339622641509434
Mark 14,seller_any,HYDROGEL_PACK,100,wide,0,477,-0.5932914046121593,-2.2348270440251574,1.050314465408805,-0.7001238154012456,0.4863731656184486
Mark 38,buy_aggr,HYDROGEL_PACK,100,wide,0,477,-0.5932914046121593,-2.2348270440251574,1.050314465408805,-0.7001238154012456,0.4863731656184486
Mark 38,buyer_any,HYDROGEL_PACK,100,wide,0,477,-0.5932914046121593,-2.2348270440251574,1.050314465408805,-0.7001238154012456,0.4863731656184486
Mark 01,buyer_any,VELVETFRUIT_EXTRACT,100,wide,0,248,-0.6834677419354839,-1.8125,0.46169354838709675,-1.1634040732876925,0.4596774193548387
Mark 14,seller_any,VEV_4000,100,tight,0,28,-2.767857142857143,-6.232589285714285,0.5892857142857143,-1.5751855377876753,0.35714285714285715
Mark 38,buy_aggr,VEV_4000,100,tight,0,28,-2.767857142857143,-6.232589285714285,0.5892857142857143,-1.5751855377876753,0.35714285714285715
Mark 38,buyer_any,VEV_4000,100,tight,0,28,-2.767857142857143,-6.232589285714285,0.5892857142857143,-1.5751855377876753,0.35714285714285715
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,100,wide,0,293,-1.3668941979522184,-2.366936860068259,-0.39078498293515357,-2.6911397648357074,0.4061433447098976
Mark 55,sell_aggr,VELVETFRUIT_EXTRACT,100,wide,0,541,-1.0536044362292052,-1.802264325323475,-0.30032347504621143,-2.737472850017115,0.43068391866913125
Mark 55,seller_any,VELVETFRUIT_EXTRACT,100,wide,0,541,-1.0536044362292052,-1.802264325323475,-0.30032347504621143,-2.737472850017115,0.43068391866913125
Mark 01,buyer_any,VEV_6000,100,wide,0,24,0.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6000,100,wide,1,290,0.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6500,100,wide,0,24,0.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6500,100,wide,1,290,0.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6000,100,wide,0,24,0.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6000,100,wide,1,290,0.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6500,100,wide,0,24,0.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6500,100,wide,1,290,0.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6000,100,wide,0,24,0.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6000,100,wide,1,290,0.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6500,100,wide,0,24,0.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6500,100,wide,1,290,0.0,0.0,0.0,,0.0
