cross_target,name,role,symbol,k,spread_regime,burst,n_days_nonzero,n,mean,median,t_stat,frac_pos
HYDROGEL_PACK,Mark 14,seller_any,VELVETFRUIT_EXTRACT,5,wide,0,3,316,0.2468354430379747,0.0,1.0075035482578318,0.4620253164556962
HYDROGEL_PACK,Mark 14,seller_any,VELVETFRUIT_EXTRACT,5,wide,1,1,4,1.375,1.75,0.6500649201930971,0.5
HYDROGEL_PACK,Mark 14,seller_any,VELVETFRUIT_EXTRACT,20,tight,0,3,11,4.181818181818182,6.0,1.7155105234448633,0.7272727272727273
HYDROGEL_PACK,Mark 14,seller_any,VELVETFRUIT_EXTRACT,20,wide,0,3,316,0.32436708860759494,0.25,0.647791194701176,0.5
HYDROGEL_PACK,Mark 14,seller_any,VELVETFRUIT_EXTRACT,20,wide,1,1,4,-0.375,-1.0,-0.057653231588898055,0.5
HYDROGEL_PACK,Mark 14,seller_any,VELVETFRUIT_EXTRACT,100,tight,0,3,11,6.0,3.0,0.9585371685439633,0.5454545454545454
HYDROGEL_PACK,Mark 14,seller_any,VELVETFRUIT_EXTRACT,100,wide,0,3,313,1.5942492012779552,0.0,1.6027322971053708,0.4984025559105431
HYDROGEL_PACK,Mark 14,seller_any,VELVETFRUIT_EXTRACT,100,wide,1,1,4,-12.375,-11.75,-0.8871998333924381,0.25
HYDROGEL_PACK,Mark 14,seller_any,VEV_4000,5,tight,0,3,28,-2.3214285714285716,-3.0,-3.19300502342727,0.25
HYDROGEL_PACK,Mark 14,seller_any,VEV_4000,5,wide,0,3,179,-0.30446927374301674,-0.5,-0.892244496324966,0.441340782122905
HYDROGEL_PACK,Mark 14,seller_any,VEV_4000,20,tight,0,3,28,-0.9464285714285714,-2.5,-0.4946427126975256,0.39285714285714285
HYDROGEL_PACK,Mark 14,seller_any,VEV_4000,20,wide,0,3,177,-0.4265536723163842,0.5,-0.6526922789965987,0.5028248587570622
HYDROGEL_PACK,Mark 14,seller_any,VEV_4000,100,tight,0,3,28,0.5357142857142857,1.25,0.1560647754691631,0.5357142857142857
HYDROGEL_PACK,Mark 14,seller_any,VEV_4000,100,wide,0,3,175,0.10857142857142857,0.0,0.07633387399831412,0.48
HYDROGEL_PACK,Mark 22,buy_aggr,VELVETFRUIT_EXTRACT,5,tight,0,3,6,2.9166666666666665,4.0,1.3211780885822266,0.6666666666666666
HYDROGEL_PACK,Mark 22,buy_aggr,VELVETFRUIT_EXTRACT,20,tight,0,3,6,0.5833333333333334,-1.5,0.2044547390435154,0.5
HYDROGEL_PACK,Mark 22,buy_aggr,VELVETFRUIT_EXTRACT,100,tight,0,3,6,10.25,10.25,1.5571616422313201,0.6666666666666666
HYDROGEL_PACK,Mark 22,buyer_any,HYDROGEL_PACK,5,tight,0,3,11,-2.6818181818181817,-2.0,-2.762928144165997,0.2727272727272727
HYDROGEL_PACK,Mark 22,buyer_any,HYDROGEL_PACK,20,tight,0,3,11,-5.863636363636363,-3.0,-2.425171945773196,0.2727272727272727
HYDROGEL_PACK,Mark 22,buyer_any,HYDROGEL_PACK,100,tight,0,3,11,-13.090909090909092,-13.0,-2.654428614083611,0.18181818181818182
HYDROGEL_PACK,Mark 22,buyer_any,VELVETFRUIT_EXTRACT,5,tight,0,3,25,0.86,0.0,1.0074052300512675,0.44
HYDROGEL_PACK,Mark 22,buyer_any,VELVETFRUIT_EXTRACT,20,tight,0,3,25,0.48,-2.0,0.2831098924394023,0.4
HYDROGEL_PACK,Mark 22,buyer_any,VELVETFRUIT_EXTRACT,100,tight,0,3,25,1.44,-1.0,0.4229760507606382,0.44
HYDROGEL_PACK,Mark 22,buyer_any,VEV_4000,5,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 22,buyer_any,VEV_4000,20,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 22,buyer_any,VEV_4000,100,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 22,buyer_any,VEV_4500,5,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 22,buyer_any,VEV_4500,20,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 22,buyer_any,VEV_4500,100,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 22,buyer_any,VEV_5000,5,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 22,buyer_any,VEV_5000,20,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 22,buyer_any,VEV_5000,100,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 22,buyer_any,VEV_5100,5,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 22,buyer_any,VEV_5100,20,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 22,buyer_any,VEV_5100,100,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 22,buyer_any,VEV_5200,5,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 22,buyer_any,VEV_5200,20,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 22,buyer_any,VEV_5200,100,wide,1,1,1,,,,
HYDROGEL_PACK,Mark 22,buyer_any,VEV_5300,5,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 22,buyer_any,VEV_5300,20,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 22,buyer_any,VEV_5300,100,tight,1,1,1,,,,
HYDROGEL_PACK,Mark 22,sell_aggr,VELVETFRUIT_EXTRACT,5,tight,0,3,11,1.4090909090909092,0.0,1.0654242114272132,0.36363636363636365
HYDROGEL_PACK,Mark 22,sell_aggr,VELVETFRUIT_EXTRACT,20,tight,0,3,11,3.9545454545454546,3.0,2.7514567237775274,0.8181818181818182
HYDROGEL_PACK,Mark 22,sell_aggr,VELVETFRUIT_EXTRACT,100,tight,0,3,10,6.5,3.5,1.4000184093045895,0.6
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5200,5,wide,1,3,44,-1.0,-0.5,-1.5619591262439416,0.4090909090909091
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5200,20,wide,1,3,44,0.07954545454545454,0.5,0.05986039007089727,0.5
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5200,100,wide,1,3,44,-4.2272727272727275,-2.5,-1.3157312360827726,0.4090909090909091
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5300,5,tight,1,2,36,0.6111111111111112,0.0,1.0784906091189224,0.4722222222222222
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5300,5,wide,0,1,1,,,,
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5300,5,wide,1,3,123,-0.7886178861788617,-1.0,-1.8489171337020947,0.4065040650406504
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5300,20,tight,1,2,36,-0.375,0.0,-0.287130539720831,0.4444444444444444
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5300,20,wide,0,1,1,,,,
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5300,20,wide,1,3,123,-0.3089430894308943,0.0,-0.41714878481040785,0.4715447154471545
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5300,100,tight,1,2,36,-2.138888888888889,-2.0,-0.590303662418579,0.4444444444444444
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5300,100,wide,0,1,1,,,,
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5300,100,wide,1,3,122,0.8975409836065574,1.0,0.5553538827810046,0.5081967213114754
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5400,5,wide,0,1,5,-1.8,-1.0,-1.0157987663695807,0.2
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5400,5,wide,1,3,270,-0.10925925925925926,0.0,-0.41274095898551005,0.4222222222222222
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5400,20,wide,0,1,5,-3.2,-1.0,-1.536049154359422,0.2
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5400,20,wide,1,3,270,-0.37777777777777777,0.0,-0.731649151980787,0.45185185185185184
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5400,100,wide,0,1,4,-10.5,-15.0,-1.84894690328381,0.25
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5400,100,wide,1,3,268,-0.3712686567164179,-1.0,-0.32705470316498764,0.4701492537313433
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5500,5,wide,0,3,19,-1.2894736842105263,1.0,-1.051153684343353,0.5263157894736842
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5500,5,wide,1,3,287,-0.047038327526132406,0.0,-0.18257979045002715,0.42857142857142855
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5500,20,wide,0,3,19,-3.710526315789474,-8.0,-1.5890918011383315,0.3684210526315789
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5500,20,wide,1,3,287,-0.156794425087108,0.0,-0.3121098365913384,0.4634146341463415
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5500,100,wide,0,3,19,0.3157894736842105,5.0,0.0745316056795547,0.5789473684210527
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_5500,100,wide,1,3,285,0.03508771929824561,0.0,0.03172849887614383,0.4807017543859649
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_6000,5,wide,0,3,25,-1.34,-1.0,-1.3624848677392305,0.44
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_6000,5,wide,1,3,292,-0.04280821917808219,0.0,-0.16861841983654596,0.4315068493150685
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_6000,20,wide,0,3,25,-3.78,-6.0,-2.0855456770750647,0.32
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_6000,20,wide,1,3,292,-0.2191780821917808,0.0,-0.44107443344363884,0.4623287671232877
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_6000,100,wide,0,3,24,-1.4583333333333333,3.0,-0.411898577633922,0.5416666666666666
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_6000,100,wide,1,3,290,-0.07413793103448275,0.0,-0.0678940018358721,0.4793103448275862
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_6500,5,wide,0,3,25,-1.34,-1.0,-1.3624848677392305,0.44
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_6500,5,wide,1,3,292,-0.04280821917808219,0.0,-0.16861841983654596,0.4315068493150685
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_6500,20,wide,0,3,25,-3.78,-6.0,-2.0855456770750647,0.32
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_6500,20,wide,1,3,292,-0.2191780821917808,0.0,-0.44107443344363884,0.4623287671232877
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_6500,100,wide,0,3,24,-1.4583333333333333,3.0,-0.411898577633922,0.5416666666666666
HYDROGEL_PACK,Mark 22,sell_aggr,VEV_6500,100,wide,1,3,290,-0.07413793103448275,0.0,-0.0678940018358721,0.4793103448275862
HYDROGEL_PACK,Mark 22,seller_any,HYDROGEL_PACK,5,tight,0,3,8,3.1875,3.5,1.6600342276747224,0.75
HYDROGEL_PACK,Mark 22,seller_any,HYDROGEL_PACK,20,tight,0,3,8,1.3125,1.5,0.703413698945422,0.625
HYDROGEL_PACK,Mark 22,seller_any,HYDROGEL_PACK,100,tight,0,3,7,-4.428571428571429,1.0,-0.5518073271302718,0.5714285714285714
HYDROGEL_PACK,Mark 22,seller_any,VELVETFRUIT_EXTRACT,5,tight,0,3,99,0.3787878787878788,0.0,0.8267603765861249,0.45454545454545453
HYDROGEL_PACK,Mark 22,seller_any,VELVETFRUIT_EXTRACT,5,tight,1,2,2,-4.5,-4.5,-1.8,0.0
HYDROGEL_PACK,Mark 22,seller_any,VELVETFRUIT_EXTRACT,20,tight,0,3,99,0.5252525252525253,0.0,0.6204500637525706,0.47474747474747475
