name,role,symbol,k,spread_regime,burst,n,mean,median,t_stat,frac_pos
Mark 01,buyer_any,VEV_6000,100,wide,1,290.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6500,5,wide,0,25.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6500,5,wide,1,292.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6500,20,wide,0,25.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6500,20,wide,1,292.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6500,100,wide,0,24.0,0.0,0.0,,0.0
Mark 01,buyer_any,VEV_6500,100,wide,1,290.0,0.0,0.0,,0.0
Mark 01,seller_any,VELVETFRUIT_EXTRACT,5,tight,0,7.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,5,wide,0,234.0,0.027777777777777776,0.0,0.20039735138509462,0.4188034188034188
Mark 01,seller_any,VELVETFRUIT_EXTRACT,5,wide,1,3.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,20,tight,0,7.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,20,wide,0,234.0,0.0641025641025641,0.0,0.2300976295089047,0.47863247863247865
Mark 01,seller_any,VELVETFRUIT_EXTRACT,20,wide,1,3.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,100,tight,0,7.0,,,,
Mark 01,seller_any,VELVETFRUIT_EXTRACT,100,wide,0,234.0,-0.22008547008547008,-0.5,-0.355782478484997,0.47435897435897434
Mark 01,seller_any,VELVETFRUIT_EXTRACT,100,wide,1,3.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,5,tight,0,13.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,5,wide,0,474.0,0.043248945147679324,0.0,0.208110195930869,0.46624472573839665
Mark 14,buyer_any,HYDROGEL_PACK,5,wide,1,9.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,20,tight,0,13.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,20,wide,0,474.0,0.1940928270042194,0.75,0.4854904739975976,0.5021097046413502
Mark 14,buyer_any,HYDROGEL_PACK,20,wide,1,9.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,100,tight,0,13.0,,,,
Mark 14,buyer_any,HYDROGEL_PACK,100,wide,0,472.0,0.8040254237288136,0.0,0.9665057200295974,0.4915254237288136
Mark 14,buyer_any,HYDROGEL_PACK,100,wide,1,9.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,5,tight,0,14.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,5,wide,0,298.0,-0.11912751677852348,0.0,-0.9988078875176766,0.40268456375838924
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,5,wide,1,4.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,20,tight,0,14.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,20,wide,0,298.0,-0.29194630872483224,0.0,-1.258805026719475,0.40939597315436244
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,20,wide,1,4.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,100,tight,0,14.0,,,,
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,100,wide,0,293.0,-1.3668941979522184,-2.0,-2.6911397648357074,0.4061433447098976
Mark 14,buyer_any,VELVETFRUIT_EXTRACT,100,wide,1,4.0,,,,
Mark 14,buyer_any,VEV_4000,5,tight,0,27.0,0.12962962962962962,-0.5,0.2936538280567234,0.4444444444444444
Mark 14,buyer_any,VEV_4000,5,tight,1,1.0,,,,
Mark 14,buyer_any,VEV_4000,5,wide,0,204.0,-0.23529411764705882,0.0,-1.5436191893541362,0.4215686274509804
Mark 14,buyer_any,VEV_4000,20,tight,0,27.0,0.7962962962962963,-0.5,0.9282257173191428,0.48148148148148145
Mark 14,buyer_any,VEV_4000,20,tight,1,1.0,,,,
Mark 14,buyer_any,VEV_4000,20,wide,0,204.0,-0.31862745098039214,0.0,-1.016077851699039,0.4362745098039216
Mark 14,buyer_any,VEV_4000,100,tight,0,27.0,1.537037037037037,3.0,0.917770544666346,0.5555555555555556
Mark 14,buyer_any,VEV_4000,100,tight,1,1.0,,,,
Mark 14,buyer_any,VEV_4000,100,wide,0,203.0,-0.3472906403940887,-1.0,-0.544799523511345,0.43349753694581283
Mark 14,buyer_any,VEV_5200,5,wide,1,33.0,-0.24242424242424243,-0.5,-1.4250399015019133,0.3333333333333333
Mark 14,buyer_any,VEV_5200,20,wide,1,33.0,0.015151515151515152,-0.5,0.02588739206762294,0.42424242424242425
Mark 14,buyer_any,VEV_5200,100,wide,1,33.0,-0.09090909090909091,0.5,-0.08208546896238408,0.5151515151515151
Mark 14,buyer_any,VEV_5300,5,tight,1,12.0,,,,
Mark 14,buyer_any,VEV_5300,5,wide,1,18.0,-0.6944444444444444,-1.0,-2.8981389694364217,0.1111111111111111
Mark 14,buyer_any,VEV_5300,20,tight,1,12.0,,,,
Mark 14,buyer_any,VEV_5300,20,wide,1,18.0,-0.4166666666666667,0.0,-1.143543749793731,0.2777777777777778
Mark 14,buyer_any,VEV_5300,100,tight,1,12.0,,,,
Mark 14,buyer_any,VEV_5300,100,wide,1,18.0,0.4444444444444444,0.75,0.6668028739756099,0.5555555555555556
Mark 14,buyer_any,VEV_5400,5,wide,0,1.0,,,,
Mark 14,buyer_any,VEV_5400,5,wide,1,12.0,,,,
Mark 14,buyer_any,VEV_5400,20,wide,0,1.0,,,,
Mark 14,buyer_any,VEV_5400,20,wide,1,12.0,,,,
Mark 14,buyer_any,VEV_5400,100,wide,0,1.0,,,,
Mark 14,buyer_any,VEV_5400,100,wide,1,12.0,,,,
Mark 14,buyer_any,VEV_5500,5,wide,0,1.0,,,,
Mark 14,buyer_any,VEV_5500,5,wide,1,6.0,,,,
Mark 14,buyer_any,VEV_5500,20,wide,0,1.0,,,,
Mark 14,buyer_any,VEV_5500,20,wide,1,6.0,,,,
Mark 14,buyer_any,VEV_5500,100,wide,0,1.0,,,,
Mark 14,buyer_any,VEV_5500,100,wide,1,6.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,5,tight,0,21.0,-1.7380952380952381,-1.5,-1.875250192273417,0.23809523809523808
Mark 14,seller_any,HYDROGEL_PACK,5,wide,0,479.0,-0.07620041753653445,0.0,-0.39920113141990116,0.46764091858037576
Mark 14,seller_any,HYDROGEL_PACK,5,wide,1,7.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,20,tight,0,21.0,-1.380952380952381,-1.5,-0.8437937005025509,0.42857142857142855
Mark 14,seller_any,HYDROGEL_PACK,20,wide,0,479.0,-0.31106471816283926,0.0,-0.7899767311431537,0.4968684759916493
Mark 14,seller_any,HYDROGEL_PACK,20,wide,1,7.0,,,,
Mark 14,seller_any,HYDROGEL_PACK,100,tight,0,21.0,3.0476190476190474,2.5,1.072962715995637,0.5238095238095238
Mark 14,seller_any,HYDROGEL_PACK,100,wide,0,477.0,-0.5932914046121593,0.0,-0.7001238154012456,0.4863731656184486
Mark 14,seller_any,HYDROGEL_PACK,100,wide,1,7.0,,,,
Mark 14,seller_any,VELVETFRUIT_EXTRACT,5,tight,0,11.0,,,,
Mark 14,seller_any,VELVETFRUIT_EXTRACT,5,wide,0,316.0,0.28639240506329117,0.0,2.303750009644743,0.48417721518987344
Mark 14,seller_any,VELVETFRUIT_EXTRACT,5,wide,1,4.0,,,,
Mark 14,seller_any,VELVETFRUIT_EXTRACT,20,tight,0,11.0,,,,
Mark 14,seller_any,VELVETFRUIT_EXTRACT,20,wide,0,316.0,0.5427215189873418,0.5,2.4950569953044957,0.5126582278481012
Mark 14,seller_any,VELVETFRUIT_EXTRACT,20,wide,1,4.0,,,,
Mark 14,seller_any,VELVETFRUIT_EXTRACT,100,tight,0,11.0,,,,
Mark 14,seller_any,VELVETFRUIT_EXTRACT,100,wide,0,313.0,1.0335463258785942,1.0,2.0306799860464455,0.5175718849840255
Mark 14,seller_any,VELVETFRUIT_EXTRACT,100,wide,1,4.0,,,,
Mark 14,seller_any,VEV_4000,5,tight,0,28.0,-0.30357142857142855,0.0,-0.594431434054549,0.4642857142857143
Mark 14,seller_any,VEV_4000,5,wide,0,179.0,0.19832402234636873,0.0,1.245616188934998,0.4748603351955307
Mark 14,seller_any,VEV_4000,20,tight,0,28.0,-0.7321428571428571,-0.25,-0.763739478674881,0.42857142857142855
Mark 14,seller_any,VEV_4000,20,wide,0,177.0,0.3644067796610169,0.0,1.2428084634742032,0.4971751412429379
Mark 14,seller_any,VEV_4000,100,tight,0,28.0,-2.767857142857143,-1.75,-1.5751855377876753,0.35714285714285715
Mark 14,seller_any,VEV_4000,100,wide,0,175.0,-0.02857142857142857,0.5,-0.04365971146332979,0.5028571428571429
Mark 22,buy_aggr,VELVETFRUIT_EXTRACT,5,tight,0,6.0,,,,
Mark 22,buy_aggr,VELVETFRUIT_EXTRACT,20,tight,0,6.0,,,,
Mark 22,buy_aggr,VELVETFRUIT_EXTRACT,100,tight,0,6.0,,,,
Mark 22,buyer_any,HYDROGEL_PACK,5,tight,0,11.0,,,,
Mark 22,buyer_any,HYDROGEL_PACK,20,tight,0,11.0,,,,
Mark 22,buyer_any,HYDROGEL_PACK,100,tight,0,11.0,,,,
Mark 22,buyer_any,VELVETFRUIT_EXTRACT,5,tight,0,25.0,-0.4,-0.5,-0.6531972647421808,0.4
Mark 22,buyer_any,VELVETFRUIT_EXTRACT,20,tight,0,25.0,1.14,2.0,1.343098771807734,0.6
Mark 22,buyer_any,VELVETFRUIT_EXTRACT,100,tight,0,25.0,2.2,2.0,1.0753051227015626,0.52
Mark 22,buyer_any,VEV_4000,5,tight,1,1.0,,,,
Mark 22,buyer_any,VEV_4000,20,tight,1,1.0,,,,
Mark 22,buyer_any,VEV_4000,100,tight,1,1.0,,,,
Mark 22,buyer_any,VEV_4500,5,wide,1,1.0,,,,
Mark 22,buyer_any,VEV_4500,20,wide,1,1.0,,,,
Mark 22,buyer_any,VEV_4500,100,wide,1,1.0,,,,
Mark 22,buyer_any,VEV_5000,5,wide,1,1.0,,,,
Mark 22,buyer_any,VEV_5000,20,wide,1,1.0,,,,
Mark 22,buyer_any,VEV_5000,100,wide,1,1.0,,,,
Mark 22,buyer_any,VEV_5100,5,wide,1,1.0,,,,
Mark 22,buyer_any,VEV_5100,20,wide,1,1.0,,,,
Mark 22,buyer_any,VEV_5100,100,wide,1,1.0,,,,
Mark 22,buyer_any,VEV_5200,5,wide,1,1.0,,,,
Mark 22,buyer_any,VEV_5200,20,wide,1,1.0,,,,
Mark 22,buyer_any,VEV_5200,100,wide,1,1.0,,,,
Mark 22,buyer_any,VEV_5300,5,tight,1,1.0,,,,
Mark 22,buyer_any,VEV_5300,20,tight,1,1.0,,,,
Mark 22,buyer_any,VEV_5300,100,tight,1,1.0,,,,
Mark 22,sell_aggr,VELVETFRUIT_EXTRACT,5,tight,0,11.0,,,,
Mark 22,sell_aggr,VELVETFRUIT_EXTRACT,20,tight,0,11.0,,,,
Mark 22,sell_aggr,VELVETFRUIT_EXTRACT,100,tight,0,10.0,,,,
Mark 22,sell_aggr,VEV_5200,5,wide,1,44.0,-0.22727272727272727,-0.5,-1.5035884171827123,0.3181818181818182
Mark 22,sell_aggr,VEV_5200,20,wide,1,44.0,0.22727272727272727,-0.25,0.45017565512115065,0.4772727272727273
Mark 22,sell_aggr,VEV_5200,100,wide,1,44.0,0.625,0.5,0.6621679449607971,0.5681818181818182
Mark 22,sell_aggr,VEV_5300,5,tight,1,36.0,-0.041666666666666664,0.0,-0.4633831313075262,0.3333333333333333
Mark 22,sell_aggr,VEV_5300,5,wide,0,1.0,,,,
Mark 22,sell_aggr,VEV_5300,5,wide,1,123.0,-0.24796747967479674,0.0,-3.3105846958639575,0.21138211382113822
Mark 22,sell_aggr,VEV_5300,20,tight,1,36.0,0.125,0.0,0.5672361895988325,0.4722222222222222
Mark 22,sell_aggr,VEV_5300,20,wide,0,1.0,,,,
Mark 22,sell_aggr,VEV_5300,20,wide,1,123.0,-0.22357723577235772,-0.5,-1.4343355180886717,0.35772357723577236
Mark 22,sell_aggr,VEV_5300,100,tight,1,36.0,1.0833333333333333,1.25,2.4455651034944306,0.6666666666666666
Mark 22,sell_aggr,VEV_5300,100,wide,0,1.0,,,,
Mark 22,sell_aggr,VEV_5300,100,wide,1,122.0,-0.11885245901639344,0.0,-0.3923620515904495,0.45081967213114754
Mark 22,sell_aggr,VEV_5400,5,wide,0,5.0,,,,
Mark 22,sell_aggr,VEV_5400,5,wide,1,270.0,-0.03148148148148148,0.0,-1.325300770523914,0.16296296296296298
Mark 22,sell_aggr,VEV_5400,20,wide,0,5.0,,,,
Mark 22,sell_aggr,VEV_5400,20,wide,1,270.0,0.014814814814814815,0.0,0.30627073148184925,0.3037037037037037
Mark 22,sell_aggr,VEV_5400,100,wide,0,4.0,,,,
Mark 22,sell_aggr,VEV_5400,100,wide,1,268.0,-0.03171641791044776,0.0,-0.341979475598372,0.417910447761194
Mark 22,sell_aggr,VEV_5500,5,wide,0,19.0,-0.05263157894736842,0.0,-1.0000000000000002,0.05263157894736842
Mark 22,sell_aggr,VEV_5500,5,wide,1,287.0,-0.024390243902439025,0.0,-1.7292458651492917,0.05574912891986063
Mark 22,sell_aggr,VEV_5500,20,wide,0,19.0,-0.13157894736842105,0.0,-1.1572751247156894,0.10526315789473684
Mark 22,sell_aggr,VEV_5500,20,wide,1,287.0,0.024390243902439025,0.0,0.9949191070967802,0.14285714285714285
Mark 22,sell_aggr,VEV_5500,100,wide,0,19.0,-0.21052631578947367,0.0,-1.0347134725421445,0.21052631578947367
Mark 22,sell_aggr,VEV_5500,100,wide,1,285.0,-0.02456140350877193,0.0,-0.5898784136906754,0.23508771929824562
Mark 22,sell_aggr,VEV_6000,5,wide,0,25.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6000,5,wide,1,292.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6000,20,wide,0,25.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6000,20,wide,1,292.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6000,100,wide,0,24.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6000,100,wide,1,290.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6500,5,wide,0,25.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6500,5,wide,1,292.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6500,20,wide,0,25.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6500,20,wide,1,292.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6500,100,wide,0,24.0,0.0,0.0,,0.0
Mark 22,sell_aggr,VEV_6500,100,wide,1,290.0,0.0,0.0,,0.0
Mark 22,seller_any,HYDROGEL_PACK,5,tight,0,8.0,,,,
Mark 22,seller_any,HYDROGEL_PACK,20,tight,0,8.0,,,,
Mark 22,seller_any,HYDROGEL_PACK,100,tight,0,7.0,,,,
Mark 22,seller_any,VELVETFRUIT_EXTRACT,5,tight,0,99.0,1.5606060606060606,1.5,6.376537212963979,0.797979797979798
Mark 22,seller_any,VELVETFRUIT_EXTRACT,5,tight,1,2.0,,,,
Mark 22,seller_any,VELVETFRUIT_EXTRACT,20,tight,0,99.0,1.4696969696969697,1.5,3.2162400617210936,0.6262626262626263
Mark 22,seller_any,VELVETFRUIT_EXTRACT,20,tight,1,2.0,,,,
Mark 22,seller_any,VELVETFRUIT_EXTRACT,100,tight,0,98.0,0.1836734693877551,-1.0,0.1922397405423229,0.46938775510204084
Mark 22,seller_any,VELVETFRUIT_EXTRACT,100,tight,1,2.0,,,,
Mark 22,seller_any,VEV_4000,5,tight,1,2.0,,,,
Mark 22,seller_any,VEV_4000,20,tight,1,2.0,,,,
Mark 22,seller_any,VEV_4000,100,tight,1,2.0,,,,
Mark 22,seller_any,VEV_4500,5,tight,1,1.0,,,,
Mark 22,seller_any,VEV_4500,5,wide,1,1.0,,,,
Mark 22,seller_any,VEV_4500,20,tight,1,1.0,,,,
Mark 22,seller_any,VEV_4500,20,wide,1,1.0,,,,
Mark 22,seller_any,VEV_4500,100,tight,1,1.0,,,,
Mark 22,seller_any,VEV_4500,100,wide,1,1.0,,,,
Mark 22,seller_any,VEV_5000,5,tight,1,1.0,,,,
Mark 22,seller_any,VEV_5000,5,wide,1,1.0,,,,
Mark 22,seller_any,VEV_5000,20,tight,1,1.0,,,,
Mark 22,seller_any,VEV_5000,20,wide,1,1.0,,,,
Mark 22,seller_any,VEV_5000,100,tight,1,1.0,,,,
Mark 22,seller_any,VEV_5000,100,wide,1,1.0,,,,
Mark 22,seller_any,VEV_5100,5,tight,1,1.0,,,,
Mark 22,seller_any,VEV_5100,5,wide,1,1.0,,,,
Mark 22,seller_any,VEV_5100,20,tight,1,1.0,,,,
Mark 22,seller_any,VEV_5100,20,wide,1,1.0,,,,
Mark 22,seller_any,VEV_5100,100,tight,1,1.0,,,,
Mark 22,seller_any,VEV_5100,100,wide,1,1.0,,,,
Mark 22,seller_any,VEV_5200,5,tight,1,2.0,,,,
Mark 22,seller_any,VEV_5200,5,wide,1,44.0,-0.22727272727272727,-0.5,-1.5035884171827123,0.3181818181818182
Mark 22,seller_any,VEV_5200,20,tight,1,2.0,,,,
Mark 22,seller_any,VEV_5200,20,wide,1,44.0,0.22727272727272727,-0.25,0.45017565512115065,0.4772727272727273
Mark 22,seller_any,VEV_5200,100,tight,1,2.0,,,,
Mark 22,seller_any,VEV_5200,100,wide,1,44.0,0.625,0.5,0.6621679449607971,0.5681818181818182
Mark 22,seller_any,VEV_5300,5,tight,1,37.0,-0.02702702702702703,0.0,-0.3048003048004572,0.35135135135135137
Mark 22,seller_any,VEV_5300,5,wide,0,1.0,,,,
Mark 22,seller_any,VEV_5300,5,wide,1,125.0,-0.24,0.0,-3.2257703584716646,0.216
Mark 22,seller_any,VEV_5300,20,tight,1,37.0,0.1891891891891892,0.0,0.8455994963986722,0.4864864864864865
Mark 22,seller_any,VEV_5300,20,wide,0,1.0,,,,
Mark 22,seller_any,VEV_5300,20,wide,1,125.0,-0.216,0.0,-1.4072564367240639,0.36
Mark 22,seller_any,VEV_5300,100,tight,1,37.0,1.2702702702702702,1.5,2.7047326781436314,0.6756756756756757
Mark 22,seller_any,VEV_5300,100,wide,0,1.0,,,,
Mark 22,seller_any,VEV_5300,100,wide,1,124.0,-0.12096774193548387,0.0,-0.4049991356734986,0.45161290322580644
Mark 22,seller_any,VEV_5400,5,wide,0,5.0,,,,
Mark 22,seller_any,VEV_5400,5,wide,1,271.0,-0.03136531365313653,0.0,-1.325293894810379,0.16236162361623616
Mark 22,seller_any,VEV_5400,20,wide,0,5.0,,,,
Mark 22,seller_any,VEV_5400,20,wide,1,271.0,0.016605166051660517,0.0,0.3443194196409916,0.3062730627306273
Mark 22,seller_any,VEV_5400,100,wide,0,4.0,,,,
Mark 22,seller_any,VEV_5400,100,wide,1,269.0,-0.02973977695167286,0.0,-0.32179165182123687,0.4200743494423792
Mark 22,seller_any,VEV_5500,5,wide,0,19.0,-0.05263157894736842,0.0,-1.0000000000000002,0.05263157894736842
Mark 22,seller_any,VEV_5500,5,wide,1,287.0,-0.024390243902439025,0.0,-1.7292458651492917,0.05574912891986063
Mark 22,seller_any,VEV_5500,20,wide,0,19.0,-0.13157894736842105,0.0,-1.1572751247156894,0.10526315789473684
Mark 22,seller_any,VEV_5500,20,wide,1,287.0,0.024390243902439025,0.0,0.9949191070967802,0.14285714285714285
Mark 22,seller_any,VEV_5500,100,wide,0,19.0,-0.21052631578947367,0.0,-1.0347134725421445,0.21052631578947367
Mark 22,seller_any,VEV_5500,100,wide,1,285.0,-0.02456140350877193,0.0,-0.5898784136906754,0.23508771929824562
Mark 22,seller_any,VEV_6000,5,wide,0,25.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6000,5,wide,1,292.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6000,20,wide,0,25.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6000,20,wide,1,292.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6000,100,wide,0,24.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6000,100,wide,1,290.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6500,5,wide,0,25.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6500,5,wide,1,292.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6500,20,wide,0,25.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6500,20,wide,1,292.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6500,100,wide,0,24.0,0.0,0.0,,0.0
Mark 22,seller_any,VEV_6500,100,wide,1,290.0,0.0,0.0,,0.0
Mark 38,buy_aggr,HYDROGEL_PACK,5,tight,0,29.0,-0.3793103448275862,-1.5,-0.4062645795038724,0.3793103448275862
Mark 38,buy_aggr,HYDROGEL_PACK,5,wide,0,479.0,-0.07620041753653445,0.0,-0.39920113141990116,0.46764091858037576
Mark 38,buy_aggr,HYDROGEL_PACK,5,wide,1,7.0,,,,
Mark 38,buy_aggr,HYDROGEL_PACK,20,tight,0,29.0,-0.6379310344827587,-0.5,-0.49257394746085065,0.4827586206896552
Mark 38,buy_aggr,HYDROGEL_PACK,20,wide,0,479.0,-0.31106471816283926,0.0,-0.7899767311431537,0.4968684759916493
Mark 38,buy_aggr,HYDROGEL_PACK,20,wide,1,7.0,,,,
Mark 38,buy_aggr,HYDROGEL_PACK,100,tight,0,28.0,1.1785714285714286,1.75,0.40547558173783704,0.5357142857142857
Mark 38,buy_aggr,HYDROGEL_PACK,100,wide,0,477.0,-0.5932914046121593,0.0,-0.7001238154012456,0.4863731656184486
Mark 38,buy_aggr,HYDROGEL_PACK,100,wide,1,7.0,,,,
Mark 38,buy_aggr,VEV_4000,5,tight,0,28.0,-0.30357142857142855,0.0,-0.594431434054549,0.4642857142857143
Mark 38,buy_aggr,VEV_4000,5,tight,1,2.0,,,,
Mark 38,buy_aggr,VEV_4000,5,wide,0,179.0,0.19832402234636873,0.0,1.245616188934998,0.4748603351955307
Mark 38,buy_aggr,VEV_4000,20,tight,0,28.0,-0.7321428571428571,-0.25,-0.763739478674881,0.42857142857142855
Mark 38,buy_aggr,VEV_4000,20,tight,1,2.0,,,,
Mark 38,buy_aggr,VEV_4000,20,wide,0,177.0,0.3644067796610169,0.0,1.2428084634742032,0.4971751412429379
Mark 38,buy_aggr,VEV_4000,100,tight,0,28.0,-2.767857142857143,-1.75,-1.5751855377876753,0.35714285714285715
Mark 38,buy_aggr,VEV_4000,100,tight,1,2.0,,,,
Mark 38,buy_aggr,VEV_4000,100,wide,0,175.0,-0.02857142857142857,0.5,-0.04365971146332979,0.5028571428571429
Mark 38,buy_aggr,VEV_4500,5,tight,1,1.0,,,,
Mark 38,buy_aggr,VEV_4500,5,wide,1,1.0,,,,
Mark 38,buy_aggr,VEV_4500,20,tight,1,1.0,,,,
Mark 38,buy_aggr,VEV_4500,20,wide,1,1.0,,,,
Mark 38,buy_aggr,VEV_4500,100,tight,1,1.0,,,,
Mark 38,buy_aggr,VEV_4500,100,wide,1,1.0,,,,
Mark 38,buy_aggr,VEV_5000,5,tight,1,1.0,,,,
Mark 38,buy_aggr,VEV_5000,5,wide,1,1.0,,,,
Mark 38,buy_aggr,VEV_5000,20,tight,1,1.0,,,,
Mark 38,buy_aggr,VEV_5000,20,wide,1,1.0,,,,
Mark 38,buy_aggr,VEV_5000,100,tight,1,1.0,,,,
Mark 38,buy_aggr,VEV_5000,100,wide,1,1.0,,,,
Mark 38,buy_aggr,VEV_5100,5,tight,1,1.0,,,,
Mark 38,buy_aggr,VEV_5100,5,wide,1,1.0,,,,
