buyer,seller,symbol,k,tape_day,mean,count
Mark 55,Mark 01,VELVETFRUIT_EXTRACT,100,2,-0.03932437036454638,92
Mark 55,Mark 01,VELVETFRUIT_EXTRACT,100,3,-0.05534897146592622,71
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5,1,-0.12540709934395497,97
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5,2,0.06854054314329738,118
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,5,3,0.03514400470219439,116
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,20,1,0.7386627225866917,97
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,20,2,-0.12239743836671799,118
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,20,3,-0.4931671238244513,116
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,100,1,1.1590280836923006,97
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,100,2,-0.03512190578436618,117
Mark 55,Mark 14,VELVETFRUIT_EXTRACT,100,3,-0.9501443959770374,114
Mark 55,Mark 22,VELVETFRUIT_EXTRACT,5,1,0.4107142857142858,4
Mark 55,Mark 22,VELVETFRUIT_EXTRACT,5,2,0.09821428571428573,8
Mark 55,Mark 22,VELVETFRUIT_EXTRACT,5,3,-1.2142857142857142,2
Mark 55,Mark 22,VELVETFRUIT_EXTRACT,20,1,2.2142857142857144,4
Mark 55,Mark 22,VELVETFRUIT_EXTRACT,20,2,-0.5982142857142855,8
Mark 55,Mark 22,VELVETFRUIT_EXTRACT,20,3,-2.0357142857142856,2
Mark 55,Mark 22,VELVETFRUIT_EXTRACT,100,1,6.875,4
Mark 55,Mark 22,VELVETFRUIT_EXTRACT,100,2,-1.5625,8
Mark 55,Mark 22,VELVETFRUIT_EXTRACT,100,3,-7.5,2
Mark 55,Mark 49,VELVETFRUIT_EXTRACT,5,1,-0.125,4
Mark 55,Mark 49,VELVETFRUIT_EXTRACT,5,3,0.1,5
Mark 55,Mark 49,VELVETFRUIT_EXTRACT,20,1,-0.7916666666666664,4
Mark 55,Mark 49,VELVETFRUIT_EXTRACT,20,3,0.6333333333333335,5
Mark 55,Mark 49,VELVETFRUIT_EXTRACT,100,1,-4.75,4
Mark 55,Mark 49,VELVETFRUIT_EXTRACT,100,3,3.8,5
Mark 67,Mark 22,VELVETFRUIT_EXTRACT,5,1,0.18999999999999992,32
Mark 67,Mark 22,VELVETFRUIT_EXTRACT,5,2,-0.17538461538461544,26
Mark 67,Mark 22,VELVETFRUIT_EXTRACT,5,3,-0.08941176470588241,17
Mark 67,Mark 22,VELVETFRUIT_EXTRACT,20,1,0.33270833333333294,32
Mark 67,Mark 22,VELVETFRUIT_EXTRACT,20,2,-0.8343589743589747,26
Mark 67,Mark 22,VELVETFRUIT_EXTRACT,20,3,0.649803921568627,17
Mark 67,Mark 22,VELVETFRUIT_EXTRACT,100,1,3.0233333333333334,32
Mark 67,Mark 22,VELVETFRUIT_EXTRACT,100,2,-1.2651282051282051,26
Mark 67,Mark 22,VELVETFRUIT_EXTRACT,100,3,-3.756078431372549,17
Mark 67,Mark 49,VELVETFRUIT_EXTRACT,5,1,0.25821089023336224,26
Mark 67,Mark 49,VELVETFRUIT_EXTRACT,5,2,-0.21926163723916525,35
Mark 67,Mark 49,VELVETFRUIT_EXTRACT,5,3,0.03430979133226332,28
Mark 67,Mark 49,VELVETFRUIT_EXTRACT,20,1,-0.00021607605877294045,26
Mark 67,Mark 49,VELVETFRUIT_EXTRACT,20,2,0.008025682182985376,35
Mark 67,Mark 49,VELVETFRUIT_EXTRACT,20,3,-0.009831460674157537,28
Mark 67,Mark 49,VELVETFRUIT_EXTRACT,100,1,0.48339160839160855,26
Mark 67,Mark 49,VELVETFRUIT_EXTRACT,100,2,1.1236631016042782,34
Mark 67,Mark 49,VELVETFRUIT_EXTRACT,100,3,-1.813311688311688,28
Mark 67,Mark 55,VELVETFRUIT_EXTRACT,5,3,0.0,1
Mark 67,Mark 55,VELVETFRUIT_EXTRACT,20,3,0.0,1
Mark 67,Mark 55,VELVETFRUIT_EXTRACT,100,3,0.0,1
