timestamp,buyer,seller,symbol,currency,price,quantity,day,aggressor_bucket,bbo_bid,bbo_ask,half_spread,spread,burst_n,burst,fwd_mid_k5,fwd_extract_k5,fwd_hydro_k5,fwd_mid_k20,fwd_extract_k20,fwd_hydro_k20,fwd_mid_k100,fwd_extract_k100,fwd_hydro_k100,session_tert,spread_bin
11800,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,aggr_sell,0.0,1.0,0.5,1.0,3,1,0.0,0.0,2.0,0.0,-3.0,15.0,0.0,-12.0,7.0,early,tight
11800,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,aggr_sell,0.0,1.0,0.5,1.0,3,1,0.0,0.0,2.0,0.0,-3.0,15.0,0.0,-12.0,7.0,early,tight
14300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5238.0,6,1,aggr_buy,5233.0,5238.0,2.5,5.0,1,0,-1.0,-1.0,-3.0,-5.5,-5.5,-4.0,-1.0,-1.0,-6.0,early,mid
14800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5232.0,6,1,aggr_sell,5232.0,5237.0,2.5,5.0,6,1,-1.0,-1.0,0.0,-4.0,-4.0,-6.5,-1.0,-1.0,-4.0,early,mid
14800,Mark 01,Mark 22,VEV_5300,XIRECS,42.0,4,1,aggr_sell,42.0,44.0,1.0,2.0,6,1,0.0,-1.0,0.0,-1.0,-4.0,-6.5,0.0,-1.0,-4.0,early,tight
14800,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,4,1,aggr_sell,14.0,16.0,1.0,2.0,6,1,-0.5,-1.0,0.0,-0.5,-4.0,-6.5,-0.5,-1.0,-4.0,early,tight
14800,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,4,1,aggr_sell,6.0,7.0,0.5,1.0,6,1,0.0,-1.0,0.0,0.0,-4.0,-6.5,0.0,-1.0,-4.0,early,tight
14800,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,aggr_sell,0.0,1.0,0.5,1.0,6,1,0.0,-1.0,0.0,0.0,-4.0,-6.5,0.0,-1.0,-4.0,early,tight
14800,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,aggr_sell,0.0,1.0,0.5,1.0,6,1,0.0,-1.0,0.0,0.0,-4.0,-6.5,0.0,-1.0,-4.0,early,tight
15000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9966.0,4,1,aggr_buy,9951.0,9966.0,7.5,15.0,1,0,-1.5,-2.0,-1.5,-11.5,-4.0,-11.5,-6.5,-2.0,-6.5,early,mid
16700,Mark 14,Mark 38,VEV_4000,XIRECS,1221.0,2,1,aggr_sell,1221.0,1231.0,5.0,10.0,6,1,6.5,1.0,-7.0,2.0,-4.5,-4.0,4.5,-1.0,-8.0,early,mid
16700,Mark 01,Mark 22,VEV_5300,XIRECS,41.0,2,1,aggr_sell,41.0,43.0,1.0,2.0,6,1,0.0,1.0,-7.0,-1.0,-4.5,-4.0,-1.0,-1.0,-8.0,early,tight
16700,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,2,1,aggr_sell,14.0,15.0,0.5,1.0,6,1,0.0,1.0,-7.0,-1.0,-4.5,-4.0,-0.5,-1.0,-8.0,early,tight
16700,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,2,1,aggr_sell,6.0,7.0,0.5,1.0,6,1,0.0,1.0,-7.0,-0.5,-4.5,-4.0,0.0,-1.0,-8.0,early,tight
16700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,aggr_sell,0.0,1.0,0.5,1.0,6,1,0.0,1.0,-7.0,0.0,-4.5,-4.0,0.0,-1.0,-8.0,early,tight
16700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,aggr_sell,0.0,1.0,0.5,1.0,6,1,0.0,1.0,-7.0,0.0,-4.5,-4.0,0.0,-1.0,-8.0,early,tight
17300,Mark 14,Mark 38,VEV_4000,XIRECS,1221.0,1,1,aggr_sell,1221.0,1242.0,10.5,21.0,1,0,2.0,0.5,-0.5,-3.0,-3.0,11.5,4.0,4.0,10.0,early,wide
17400,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5230.0,8,1,aggr_buy,5228.0,5230.0,1.0,2.0,1,0,4.0,4.0,4.0,-0.5,-0.5,7.0,7.5,7.5,5.0,early,tight
17900,Mark 38,Mark 14,VEV_4000,XIRECS,1243.0,1,1,aggr_buy,1223.0,1243.0,10.0,20.0,1,0,-3.5,-3.5,-4.0,-6.5,-6.5,8.0,4.5,4.5,-3.0,early,wide
19300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5226.0,5,1,aggr_sell,5226.0,5231.0,2.5,5.0,1,0,0.0,0.0,-0.5,0.0,0.0,9.5,11.0,11.0,-5.5,early,mid
20200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5224.0,5,1,aggr_sell,5224.0,5229.0,2.5,5.0,1,0,1.0,1.0,7.0,1.0,1.0,6.0,11.0,11.0,-8.0,early,mid
22800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9946.0,6,1,aggr_sell,9946.0,9962.0,8.0,16.0,1,0,-3.0,0.0,-3.0,-1.0,2.0,-1.0,2.0,5.5,2.0,early,wide
25700,Mark 38,Mark 14,VEV_4000,XIRECS,1241.0,3,1,aggr_buy,1221.0,1241.0,10.0,20.0,1,0,-0.5,-1.0,-8.0,7.5,7.0,-7.0,3.0,3.0,2.0,early,wide
29300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5237.0,4,1,aggr_sell,5237.0,5242.0,2.5,5.0,1,0,2.0,2.0,-2.0,-7.5,-7.5,1.0,-5.0,-5.0,3.5,early,mid
30800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9940.0,2,1,aggr_sell,9940.0,9956.0,8.0,16.0,1,0,-1.0,-2.5,-1.0,8.0,2.5,8.0,-3.0,-3.0,-3.0,early,wide
31400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9953.0,3,1,aggr_buy,9937.0,9953.0,8.0,16.0,1,0,0.5,5.0,0.5,10.0,7.0,10.0,-1.0,-4.0,-1.0,early,wide
31700,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5237.0,4,1,aggr_buy,5232.0,5237.0,2.5,5.0,1,0,1.5,1.5,0.0,1.0,1.0,8.0,-6.5,-6.5,-5.0,early,mid
32000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9938.0,5,1,aggr_sell,9938.0,9954.0,8.0,16.0,1,0,6.0,2.0,6.0,5.0,-1.0,5.0,5.0,-7.0,5.0,early,wide
32600,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5240.0,5,1,aggr_buy,5235.0,5240.0,2.5,5.0,1,0,2.5,2.5,-1.0,-2.5,-2.5,-4.0,-7.0,-7.0,8.0,early,mid
32800,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5238.0,7,1,aggr_buy,5236.0,5238.0,1.0,2.0,1,0,2.5,2.5,-1.0,-1.5,-1.5,-5.0,-5.5,-5.5,-2.0,early,tight
33600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9948.0,6,1,aggr_sell,9948.0,9964.0,8.0,16.0,1,0,-6.0,-4.5,-6.0,-2.0,-3.0,-2.0,6.5,-5.0,6.5,early,wide
36200,Mark 38,Mark 14,VEV_4000,XIRECS,1244.0,3,1,aggr_buy,1223.0,1244.0,10.5,21.0,1,0,-0.5,-0.5,-3.0,-1.5,-0.5,1.0,15.0,15.0,24.0,early,wide
36500,Mark 22,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5232.0,7,1,aggr_sell,5232.0,5235.0,1.5,3.0,1,0,-3.0,-3.0,-4.0,-2.0,-2.0,-7.0,13.0,13.0,23.0,early,mid
37400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9936.0,4,1,aggr_sell,9936.0,9952.0,8.0,16.0,1,0,7.0,-1.5,7.0,-1.0,0.0,-1.0,25.0,13.5,25.0,early,wide
38500,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,5,1,aggr_sell,6.0,7.0,0.5,1.0,3,1,0.0,2.0,6.0,0.0,2.0,-2.0,1.0,13.0,22.0,early,tight
38500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,aggr_sell,0.0,1.0,0.5,1.0,3,1,0.0,2.0,6.0,0.0,2.0,-2.0,0.0,13.0,22.0,early,tight
38500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,aggr_sell,0.0,1.0,0.5,1.0,3,1,0.0,2.0,6.0,0.0,2.0,-2.0,0.0,13.0,22.0,early,tight
38700,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5228.0,8,1,aggr_sell,5228.0,5234.0,3.0,6.0,1,0,3.5,3.5,5.0,1.0,1.0,-1.0,14.5,14.5,22.0,early,mid
39400,Mark 22,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5234.0,5,1,aggr_buy,5232.0,5233.0,0.5,1.0,2,1,2.0,2.0,2.0,-5.0,-5.0,1.0,11.0,11.0,36.0,early,tight
39400,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5233.0,9,1,aggr_buy,5232.0,5233.0,0.5,1.0,2,1,2.0,2.0,2.0,-5.0,-5.0,1.0,11.0,11.0,36.0,early,tight
39800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5232.0,4,1,aggr_sell,5232.0,5238.0,3.0,6.0,1,0,-2.0,-2.0,0.0,-5.5,-5.5,3.0,11.5,11.5,39.0,early,mid
40400,Mark 01,Mark 22,VEV_5300,XIRECS,41.0,4,1,aggr_sell,41.0,43.0,1.0,2.0,5,1,0.0,0.0,0.0,-1.0,-2.0,18.0,5.0,13.0,37.0,early,tight
40400,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,4,1,aggr_sell,14.0,15.0,0.5,1.0,5,1,-0.5,0.0,0.0,-0.5,-2.0,18.0,2.0,13.0,37.0,early,tight
40400,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,4,1,aggr_sell,6.0,7.0,0.5,1.0,5,1,0.0,0.0,0.0,0.0,-2.0,18.0,1.0,13.0,37.0,early,tight
40400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,aggr_sell,0.0,1.0,0.5,1.0,5,1,0.0,0.0,0.0,0.0,-2.0,18.0,0.0,13.0,37.0,early,tight
40400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,aggr_sell,0.0,1.0,0.5,1.0,5,1,0.0,0.0,0.0,0.0,-2.0,18.0,0.0,13.0,37.0,early,tight
40900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9951.0,5,1,aggr_buy,9935.0,9951.0,8.0,16.0,1,0,1.0,-6.0,1.0,10.0,-2.0,10.0,36.0,9.5,36.0,early,wide
41300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9953.0,5,1,aggr_buy,9937.0,9953.0,8.0,16.0,1,0,1.0,2.0,1.0,14.0,3.5,14.0,31.0,18.0,31.0,early,wide
43400,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,5,1,aggr_sell,13.0,15.0,1.0,2.0,4,1,0.5,3.0,0.0,2.0,8.5,11.0,1.5,11.0,5.0,early,tight
43400,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,5,1,aggr_sell,6.0,7.0,0.5,1.0,4,1,0.0,3.0,0.0,0.5,8.5,11.0,1.0,11.0,5.0,early,tight
43400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,aggr_sell,0.0,1.0,0.5,1.0,4,1,0.0,3.0,0.0,0.0,8.5,11.0,0.0,11.0,5.0,early,tight
43400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,aggr_sell,0.0,1.0,0.5,1.0,4,1,0.0,3.0,0.0,0.0,8.5,11.0,0.0,11.0,5.0,early,tight
43600,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5229.0,4,1,aggr_sell,5229.0,5234.0,2.5,5.0,1,0,4.5,4.5,5.5,10.5,10.5,8.5,12.0,12.0,3.5,early,mid
43900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9952.0,6,1,aggr_sell,9952.0,9968.0,8.0,16.0,1,0,7.0,5.0,7.0,9.0,13.0,9.0,6.0,10.0,6.0,early,wide
45200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9961.0,2,1,aggr_sell,9961.0,9977.0,8.0,16.0,1,0,3.0,3.0,3.0,4.0,4.0,4.0,-23.0,4.0,-23.0,early,wide
45400,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5241.0,8,1,aggr_buy,5239.0,5241.0,1.0,2.0,1,0,7.5,7.5,-2.0,6.0,6.0,-2.0,7.5,7.5,-27.0,early,tight
47700,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5243.0,4,1,aggr_sell,5243.0,5245.0,1.0,2.0,1,0,0.5,0.5,-2.0,1.5,1.5,14.0,3.5,3.5,-17.0,early,tight
48300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9960.0,3,1,aggr_sell,9960.0,9975.0,7.5,15.0,1,0,-1.5,0.0,-1.5,12.5,0.5,12.5,-13.5,0.0,-13.5,early,wide
48900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5241.0,6,1,aggr_sell,5241.0,5246.0,2.5,5.0,1,0,0.0,0.0,11.0,-0.5,-0.5,11.0,2.0,2.0,-13.5,early,mid
49800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5244.0,3,1,aggr_sell,5244.0,5249.0,2.5,5.0,1,0,-0.5,-0.5,-2.0,1.0,1.0,-10.0,0.5,0.5,-27.0,early,mid
50200,Mark 14,Mark 38,VEV_4000,XIRECS,1236.0,2,1,aggr_sell,1236.0,1257.0,10.5,21.0,1,0,-7.5,-2.5,-6.0,0.0,0.0,-13.0,1.0,1.0,-26.5,early,wide
50300,Mark 38,Mark 14,VEV_4000,XIRECS,1257.0,3,1,aggr_buy,1236.0,1257.0,10.5,21.0,1,0,-3.0,-1.0,-5.0,1.0,1.5,-9.0,1.0,1.5,-27.0,early,wide
50700,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,5,1,aggr_sell,16.0,17.0,0.5,1.0,4,1,0.0,1.5,0.0,0.5,2.0,-5.0,0.0,2.5,-20.0,early,tight
50700,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,5,1,aggr_sell,7.0,8.0,0.5,1.0,4,1,0.0,1.5,0.0,0.0,2.0,-5.0,0.0,2.5,-20.0,early,tight
50700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,aggr_sell,0.0,1.0,0.5,1.0,4,1,0.0,1.5,0.0,0.0,2.0,-5.0,0.0,2.5,-20.0,early,tight
50700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,aggr_sell,0.0,1.0,0.5,1.0,4,1,0.0,1.5,0.0,0.0,2.0,-5.0,0.0,2.5,-20.0,early,tight
51700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5243.0,4,1,aggr_sell,5243.0,5248.0,2.5,5.0,1,0,1.0,1.0,-3.0,0.0,0.0,-2.0,0.0,0.0,-21.0,early,mid
52400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9961.0,5,1,aggr_sell,9961.0,9977.0,8.0,16.0,1,0,0.0,0.0,0.0,-15.0,-1.0,-15.0,-29.0,-3.0,-29.0,early,wide
52800,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,3,1,aggr_sell,16.0,17.0,0.5,1.0,4,1,0.0,-2.0,-4.0,0.0,-3.0,-21.0,-0.5,-3.5,-28.0,early,tight
52800,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,3,1,aggr_sell,7.0,8.0,0.5,1.0,4,1,0.0,-2.0,-4.0,0.0,-3.0,-21.0,0.0,-3.5,-28.0,early,tight
52800,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,aggr_sell,0.0,1.0,0.5,1.0,4,1,0.0,-2.0,-4.0,0.0,-3.0,-21.0,0.0,-3.5,-28.0,early,tight
52800,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,aggr_sell,0.0,1.0,0.5,1.0,4,1,0.0,-2.0,-4.0,0.0,-3.0,-21.0,0.0,-3.5,-28.0,early,tight
53000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9961.0,4,1,aggr_sell,9961.0,9977.0,8.0,16.0,1,0,-1.0,0.0,-1.0,-21.5,0.0,-21.5,-26.5,-3.0,-26.5,early,wide
53400,Mark 14,Mark 22,VEV_5500,XIRECS,7.0,2,1,aggr_sell,7.0,8.0,0.5,1.0,3,1,0.0,2.0,1.0,0.0,5.0,-21.0,0.0,1.0,-28.0,early,tight
53400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,aggr_sell,0.0,1.0,0.5,1.0,3,1,0.0,2.0,1.0,0.0,5.0,-21.0,0.0,1.0,-28.0,early,tight
53400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,aggr_sell,0.0,1.0,0.5,1.0,3,1,0.0,2.0,1.0,0.0,5.0,-21.0,0.0,1.0,-28.0,early,tight
53800,Mark 38,Mark 14,VEV_4000,XIRECS,1255.0,2,1,aggr_buy,1234.0,1255.0,10.5,21.0,1,0,-1.0,1.0,-15.0,1.0,3.0,-20.0,-2.0,0.0,-29.0,early,wide
54400,Mark 14,Mark 38,VEV_4000,XIRECS,1234.0,3,1,aggr_sell,1234.0,1255.0,10.5,21.0,1,0,-1.0,-1.0,-6.0,1.0,1.0,-1.0,0.0,0.0,-13.5,early,wide
57600,Mark 38,Mark 14,VEV_4000,XIRECS,1257.0,3,1,aggr_buy,1236.0,1257.0,10.5,21.0,1,0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,early,wide
59300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9949.0,4,1,aggr_sell,9949.0,9965.0,8.0,16.0,1,0,-2.0,-0.5,-2.0,-5.0,-2.0,-5.0,0.5,-2.0,0.5,early,wide
59600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5244.0,4,1,aggr_sell,5244.0,5249.0,2.5,5.0,1,0,0.0,0.0,0.0,-1.0,-1.0,-3.0,-2.0,-2.0,6.0,early,mid
60300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5245.0,5,1,aggr_sell,5245.0,5250.0,2.5,5.0,1,0,-1.0,-1.0,3.0,-4.0,-4.0,-11.0,-5.0,-5.0,3.0,early,mid
61100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9961.0,2,1,aggr_buy,9945.0,9961.0,8.0,16.0,1,0,0.0,0.0,0.0,-11.0,-3.5,-11.0,10.0,-4.0,10.0,early,wide
61400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9962.0,2,1,aggr_buy,9946.0,9962.0,8.0,16.0,1,0,-6.0,-2.5,-6.0,-17.0,-3.0,-17.0,7.0,-6.0,7.0,early,wide
62100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5243.0,6,1,aggr_sell,5243.0,5248.0,2.5,5.0,1,0,-2.0,-2.0,-6.0,-4.0,-4.0,-6.0,-2.0,-2.0,18.0,early,mid
62600,Mark 38,Mark 14,VEV_4000,XIRECS,1254.0,1,1,aggr_buy,1233.0,1254.0,10.5,21.0,1,0,-1.5,-1.5,3.0,-1.0,-1.0,2.0,-5.0,-5.0,24.0,early,wide
63100,Mark 38,Mark 14,VEV_4000,XIRECS,1252.0,3,1,aggr_buy,1232.0,1252.0,10.0,20.0,1,0,3.5,3.5,-5.0,2.5,2.5,-4.0,-3.5,-3.5,26.0,early,wide
63200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9950.0,5,1,aggr_buy,9934.0,9950.0,8.0,16.0,2,1,-5.0,1.0,-5.0,-5.0,2.0,-5.0,29.0,-5.0,29.0,early,wide
63200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5240.0,8,1,aggr_sell,5240.0,5245.0,2.5,5.0,2,1,1.0,1.0,-5.0,2.0,2.0,-5.0,-5.0,-5.0,29.0,early,mid
64200,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5245.0,6,1,aggr_buy,5240.0,5245.0,2.5,5.0,1,0,1.0,1.0,-4.0,-0.5,-0.5,6.0,-5.5,-5.5,42.0,early,mid
64300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9933.0,4,1,aggr_sell,9933.0,9949.0,8.0,16.0,1,0,-4.0,0.0,-4.0,10.0,-1.0,10.0,42.0,-7.0,42.0,early,wide
65400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9930.0,4,1,aggr_sell,9930.0,9946.0,8.0,16.0,1,0,4.5,-1.0,4.5,18.0,5.0,18.0,45.0,-4.0,45.0,early,wide
65700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5240.0,8,1,aggr_sell,5240.0,5245.0,2.5,5.0,1,0,-0.5,-0.5,0.5,6.0,6.0,10.5,-5.0,-5.0,35.5,early,mid
65900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9935.0,2,1,aggr_sell,9935.0,9950.0,7.5,15.0,1,0,6.0,-0.5,6.0,15.5,5.0,15.5,40.5,-4.5,40.5,early,wide
67700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5250.0,4,1,aggr_buy,5247.0,5250.0,1.5,3.0,1,0,-2.0,-2.0,2.0,-4.0,-4.0,4.0,-11.0,-11.0,37.0,early,mid
68000,Mark 38,Mark 14,VEV_4000,XIRECS,1258.0,2,1,aggr_buy,1237.0,1258.0,10.5,21.0,1,0,-1.0,-1.0,-2.0,-4.0,-4.0,-4.0,-9.0,-9.0,34.0,early,wide
69500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9952.0,2,1,aggr_sell,9952.0,9967.0,7.5,15.0,1,0,-2.5,0.0,-2.5,5.5,-3.0,5.5,23.5,-3.5,23.5,early,wide
70500,Mark 14,Mark 38,VEV_4000,XIRECS,1232.0,1,1,aggr_sell,1232.0,1252.0,10.0,20.0,1,0,-0.5,-0.5,5.0,-3.0,-3.0,12.0,-4.5,-4.5,26.0,early,wide
73400,Mark 22,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5237.0,8,1,aggr_buy,5235.0,5236.0,0.5,1.0,2,1,0.0,0.0,8.5,4.0,4.0,11.5,0.0,0.0,7.5,early,tight
73400,Mark 55,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5236.0,6,1,aggr_buy,5235.0,5236.0,0.5,1.0,2,1,0.0,0.0,8.5,4.0,4.0,11.5,0.0,0.0,7.5,early,tight
73500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9966.0,3,1,aggr_sell,9966.0,9982.0,8.0,16.0,1,0,6.0,0.0,6.0,6.0,1.5,6.0,1.0,-1.0,1.0,early,wide
74100,Mark 01,Mark 22,VEV_5300,XIRECS,42.0,3,1,aggr_sell,42.0,44.0,1.0,2.0,5,1,1.0,4.0,3.0,1.0,3.0,6.0,-2.0,-4.0,-8.0,early,tight
74100,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,3,1,aggr_sell,14.0,15.0,0.5,1.0,5,1,1.0,4.0,3.0,1.0,3.0,6.0,-0.5,-4.0,-8.0,early,tight
74100,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,3,1,aggr_sell,6.0,7.0,0.5,1.0,5,1,0.0,4.0,3.0,0.0,3.0,6.0,0.0,-4.0,-8.0,early,tight
74100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,aggr_sell,0.0,1.0,0.5,1.0,5,1,0.0,4.0,3.0,0.0,3.0,6.0,0.0,-4.0,-8.0,early,tight
