timestamp;true_fv;side;depth_slot;price;volume;offset_fv;offset_rf;offset_int;cross_label
1100;10000.6816406250;ask;1;10009;15;8.3183593750;8;8;ask_passive
1100;10000.6816406250;ask;2;10011;21;10.3183593750;10;10;ask_passive
1200;10001.0097656250;ask;1;10009;10;7.9902343750;8;8;ask_passive
1200;10001.0097656250;ask;2;10012;22;10.9902343750;11;11;ask_passive
1300;10001.0380859375;bid;1;9993;11;-8.0380859375;-8;-8;bid_passive
1300;10001.0380859375;bid;2;9991;25;-10.0380859375;-10;-10;bid_passive
1300;10001.0380859375;ask;1;10009;11;7.9619140625;8;8;ask_passive
1300;10001.0380859375;ask;2;10012;25;10.9619140625;11;11;ask_passive
1400;10000.8398437500;bid;1;9993;13;-7.8398437500;-8;-8;bid_passive
1400;10000.8398437500;bid;2;9990;23;-10.8398437500;-11;-11;bid_passive
1400;10000.8398437500;ask;1;10009;13;8.1601562500;8;8;ask_passive
1400;10000.8398437500;ask;2;10011;23;10.1601562500;10;10;ask_passive
1500;10000.4804687500;bid;1;9992;10;-8.4804687500;-8;-8;bid_passive
1500;10000.4804687500;bid;2;9990;20;-10.4804687500;-10;-10;bid_passive
1500;10000.4804687500;ask;1;10008;10;7.5195312500;8;8;ask_passive
1500;10000.4804687500;ask;2;10011;20;10.5195312500;11;11;ask_passive
1600;10000.0058593750;bid;1;9992;11;-8.0058593750;-8;-8;bid_passive
1600;10000.0058593750;ask;1;10011;28;10.9941406250;11;11;ask_passive
1700;10000.1357421875;bid;1;9992;12;-8.1357421875;-8;-8;bid_passive
1700;10000.1357421875;bid;2;9990;28;-10.1357421875;-10;-10;bid_passive
1700;10000.1357421875;ask;1;10008;12;7.8642578125;8;8;ask_passive
1700;10000.1357421875;ask;2;10011;28;10.8642578125;11;11;ask_passive
1800;9999.9804687500;bid;1;9992;13;-7.9804687500;-8;-8;bid_passive
1800;9999.9804687500;bid;2;9989;23;-10.9804687500;-11;-11;bid_passive
1800;9999.9804687500;ask;1;10008;13;8.0195312500;8;8;ask_passive
1800;9999.9804687500;ask;2;10010;23;10.0195312500;10;10;ask_passive
1900;10000.4677734375;bid;1;9990;30;-10.4677734375;-10;-10;bid_passive
1900;10000.4677734375;ask;1;10008;14;7.5322265625;8;8;ask_passive
1900;10000.4677734375;ask;2;10011;30;10.5322265625;11;11;ask_passive
2000;10001.1621093750;bid;1;9993;15;-8.1621093750;-8;-8;bid_passive
2000;10001.1621093750;bid;2;9991;21;-10.1621093750;-10;-10;bid_passive
2000;10001.1621093750;ask;1;10009;15;7.8378906250;8;8;ask_passive
2100;10001.1757812500;bid;1;9991;26;-10.1757812500;-10;-10;bid_passive
2100;10001.1757812500;ask;1;10009;13;7.8242187500;8;8;ask_passive
2100;10001.1757812500;ask;2;10012;26;10.8242187500;11;11;ask_passive
2200;10001.1035156250;bid;1;9993;11;-8.1035156250;-8;-8;bid_passive
2200;10001.1035156250;bid;2;9991;20;-10.1035156250;-10;-10;bid_passive
2300;10001.1484375000;bid;1;9993;11;-8.1484375000;-8;-8;bid_passive
2300;10001.1484375000;ask;1;10009;11;7.8515625000;8;8;ask_passive
2400;10001.2763671875;bid;1;9993;13;-8.2763671875;-8;-8;bid_passive
2400;10001.2763671875;bid;2;9991;20;-10.2763671875;-10;-10;bid_passive
2400;10001.2763671875;ask;1;10009;13;7.7236328125;8;8;ask_passive
2400;10001.2763671875;ask;2;10012;20;10.7236328125;11;11;ask_passive
2500;10001.4560546875;bid;1;9993;11;-8.4560546875;-8;-8;bid_passive
2500;10001.4560546875;ask;1;10009;11;7.5439453125;8;8;ask_passive
2500;10001.4560546875;ask;2;10012;21;10.5439453125;11;11;ask_passive
2600;10001.3164062500;bid;1;9991;29;-10.3164062500;-10;-10;bid_passive
2600;10001.3164062500;ask;1;10009;10;7.6835937500;8;8;ask_passive
2600;10001.3164062500;ask;2;10012;29;10.6835937500;11;11;ask_passive
2700;10001.4414062500;bid;1;9993;10;-8.4414062500;-8;-8;bid_passive
2700;10001.4414062500;bid;2;9991;21;-10.4414062500;-10;-10;bid_passive
2700;10001.4414062500;ask;1;10012;21;10.5585937500;11;11;ask_passive
2800;10001.4423828125;bid;1;9993;14;-8.4423828125;-8;-8;bid_passive
2800;10001.4423828125;bid;2;9991;27;-10.4423828125;-10;-10;bid_passive
2800;10001.4423828125;ask;1;10009;14;7.5576171875;8;8;ask_passive
2900;10001.1591796875;bid;1;9993;12;-8.1591796875;-8;-8;bid_passive
2900;10001.1591796875;bid;2;9991;20;-10.1591796875;-10;-10;bid_passive
2900;10001.1591796875;ask;1;10009;12;7.8408203125;8;8;ask_passive
2900;10001.1591796875;ask;2;10012;20;10.8408203125;11;11;ask_passive
3000;10001.2480468750;bid;1;9993;11;-8.2480468750;-8;-8;bid_passive
3000;10001.2480468750;bid;2;9991;29;-10.2480468750;-10;-10;bid_passive
3000;10001.2480468750;ask;1;10009;11;7.7519531250;8;8;ask_passive
3000;10001.2480468750;ask;2;10012;29;10.7519531250;11;11;ask_passive
3100;10001.5234375000;bid;1;9994;13;-7.5234375000;-8;-8;bid_passive
3100;10001.5234375000;ask;1;10012;27;10.4765625000;10;10;ask_passive
3200;10001.4541015625;bid;1;9991;24;-10.4541015625;-10;-10;bid_passive
3200;10001.4541015625;ask;1;10012;24;10.5458984375;11;11;ask_passive
3300;10001.4541015625;bid;1;9993;10;-8.4541015625;-8;-8;bid_passive
3300;10001.4541015625;bid;2;9991;24;-10.4541015625;-10;-10;bid_passive
3300;10001.4541015625;ask;1;10009;10;7.5458984375;8;8;ask_passive
3400;10001.1972656250;bid;1;10003;6;1.8027343750;2;2;bid_cross
3400;10001.1972656250;bid;2;9993;12;-8.1972656250;-8;-8;bid_passive
3400;10001.1972656250;bid;3;9991;27;-10.1972656250;-10;-10;bid_passive
3400;10001.1972656250;ask;1;10009;12;7.8027343750;8;8;ask_passive
3400;10001.1972656250;ask;2;10012;27;10.8027343750;11;11;ask_passive
3500;10001.3994140625;bid;1;9991;26;-10.3994140625;-10;-10;bid_passive
3500;10001.3994140625;ask;1;10009;15;7.6005859375;8;8;ask_passive
3500;10001.3994140625;ask;2;10012;26;10.6005859375;11;11;ask_passive
3600;10001.3447265625;bid;1;9993;14;-8.3447265625;-8;-8;bid_passive
3600;10001.3447265625;bid;2;9991;27;-10.3447265625;-10;-10;bid_passive
3600;10001.3447265625;ask;1;10009;14;7.6552734375;8;8;ask_passive
3600;10001.3447265625;ask;2;10012;27;10.6552734375;11;11;ask_passive
3700;10001.3232421875;bid;1;9993;10;-8.3232421875;-8;-8;bid_passive
3700;10001.3232421875;bid;2;9991;25;-10.3232421875;-10;-10;bid_passive
3700;10001.3232421875;ask;1;10009;10;7.6767578125;8;8;ask_passive
3700;10001.3232421875;ask;2;10012;25;10.6767578125;11;11;ask_passive
3800;10001.4824218750;bid;1;9991;24;-10.4824218750;-10;-10;bid_passive
3800;10001.4824218750;ask;1;10009;10;7.5175781250;8;8;ask_passive
3800;10001.4824218750;ask;2;10012;24;10.5175781250;11;11;ask_passive
3900;10001.2871093750;bid;1;9993;15;-8.2871093750;-8;-8;bid_passive
3900;10001.2871093750;bid;2;9991;24;-10.2871093750;-10;-10;bid_passive
3900;10001.2871093750;ask;1;10009;15;7.7128906250;8;8;ask_passive
3900;10001.2871093750;ask;2;10012;24;10.7128906250;11;11;ask_passive
4000;10001.2119140625;bid;1;9993;11;-8.2119140625;-8;-8;bid_passive
4000;10001.2119140625;bid;2;9991;30;-10.2119140625;-10;-10;bid_passive
4000;10001.2119140625;ask;1;10009;11;7.7880859375;8;8;ask_passive
4000;10001.2119140625;ask;2;10012;30;10.7880859375;11;11;ask_passive
4100;10000.4726562500;bid;1;9992;10;-8.4726562500;-8;-8;bid_passive
4100;10000.4726562500;bid;2;9990;22;-10.4726562500;-10;-10;bid_passive
4200;10000.5302734375;bid;1;9990;28;-10.5302734375;-11;-11;bid_passive
4200;10000.5302734375;ask;1;10011;28;10.4697265625;10;10;ask_passive
4300;10000.7138671875;ask;1;10009;10;8.2861328125;8;8;ask_passive
4300;10000.7138671875;ask;2;10011;26;10.2861328125;10;10;ask_passive
4400;10000.5380859375;bid;1;9990;28;-10.5380859375;-11;-11;bid_passive
4400;10000.5380859375;ask;1;10009;15;8.4619140625;8;8;ask_passive
4400;10000.5380859375;ask;2;10011;28;10.4619140625;10;10;ask_passive
4500;10000.7382812500;bid;1;9993;13;-7.7382812500;-8;-8;bid_passive
4500;10000.7382812500;bid;2;9990;26;-10.7382812500;-11;-11;bid_passive
4500;10000.7382812500;ask;1;10009;13;8.2617187500;8;8;ask_passive
4500;10000.7382812500;ask;2;10011;26;10.2617187500;10;10;ask_passive
4600;10000.7080078125;bid;1;9993;15;-7.7080078125;-8;-8;bid_passive
4600;10000.7080078125;bid;2;9990;21;-10.7080078125;-11;-11;bid_passive
4600;10000.7080078125;ask;1;10009;15;8.2919921875;8;8;ask_passive
4600;10000.7080078125;ask;2;10011;21;10.2919921875;10;10;ask_passive
4700;10000.5761718750;bid;1;9993;14;-7.5761718750;-8;-8;bid_passive
4700;10000.5761718750;bid;2;9990;26;-10.5761718750;-11;-11;bid_passive
4700;10000.5761718750;ask;1;10011;26;10.4238281250;10;10;ask_passive
4800;10000.5996093750;bid;1;9998;3;-2.5996093750;-3;-3;bid_passive
4800;10000.5996093750;bid;2;9993;14;-7.5996093750;-8;-8;bid_passive
4800;10000.5996093750;bid;3;9990;22;-10.5996093750;-11;-11;bid_passive
4800;10000.5996093750;ask;1;10009;14;8.4003906250;8;8;ask_passive
4800;10000.5996093750;ask;2;10011;22;10.4003906250;10;10;ask_passive
4900;10000.8476562500;bid;1;9990;22;-10.8476562500;-11;-11;bid_passive
4900;10000.8476562500;ask;1;10009;12;8.1523437500;8;8;ask_passive
4900;10000.8476562500;ask;2;10011;22;10.1523437500;10;10;ask_passive
5000;10000.4453125000;bid;1;9992;11;-8.4453125000;-8;-8;bid_passive
5000;10000.4453125000;ask;1;10008;11;7.5546875000;8;8;ask_passive
5100;10000.7373046875;bid;1;9993;11;-7.7373046875;-8;-8;bid_passive
5100;10000.7373046875;bid;2;9990;26;-10.7373046875;-11;-11;bid_passive
5100;10000.7373046875;ask;1;9998;4;-2.7373046875;-3;-3;ask_cross
5100;10000.7373046875;ask;2;10009;11;8.2626953125;8;8;ask_passive
5100;10000.7373046875;ask;3;10011;26;10.2626953125;10;10;ask_passive
5200;10000.7890625000;bid;1;9993;13;-7.7890625000;-8;-8;bid_passive
5200;10000.7890625000;bid;2;9990;23;-10.7890625000;-11;-11;bid_passive
5200;10000.7890625000;ask;1;10009;13;8.2109375000;8;8;ask_passive
5200;10000.7890625000;ask;2;10011;23;10.2109375000;10;10;ask_passive
5300;10000.5878906250;bid;1;9993;10;-7.5878906250;-8;-8;bid_passive
5300;10000.5878906250;bid;2;9990;22;-10.5878906250;-11;-11;bid_passive
5300;10000.5878906250;ask;1;10009;10;8.4121093750;8;8;ask_passive
5300;10000.5878906250;ask;2;10011;22;10.4121093750;10;10;ask_passive
5400;10000.9570312500;bid;1;9990;30;-10.9570312500;-11;-11;bid_passive
5400;10000.9570312500;ask;1;10011;30;10.0429687500;10;10;ask_passive
5500;10001.7060546875;bid;1;9994;15;-7.7060546875;-8;-8;bid_passive
5500;10001.7060546875;ask;1;10012;28;10.2939453125;10;10;ask_passive
5600;10001.4423828125;bid;1;9991;23;-10.4423828125;-10;-10;bid_passive
5600;10001.4423828125;ask;1;10009;13;7.5576171875;8;8;ask_passive
5600;10001.4423828125;ask;2;10012;23;10.5576171875;11;11;ask_passive
5700;10001.2939453125;bid;1;9993;12;-8.2939453125;-8;-8;bid_passive
5700;10001.2939453125;bid;2;9991;30;-10.2939453125;-10;-10;bid_passive
5700;10001.2939453125;ask;1;10009;12;7.7060546875;8;8;ask_passive
5800;10001.8310546875;bid;1;9991;28;-10.8310546875;-11;-11;bid_passive
5800;10001.8310546875;ask;1;10012;28;10.1689453125;10;10;ask_passive
5900;10001.3457031250;bid;1;9993;12;-8.3457031250;-8;-8;bid_passive
5900;10001.3457031250;bid;2;9991;21;-10.3457031250;-10;-10;bid_passive
5900;10001.3457031250;ask;1;10009;12;7.6542968750;8;8;ask_passive
5900;10001.3457031250;ask;2;10012;21;10.6542968750;11;11;ask_passive
6000;10000.9248046875;bid;1;9990;30;-10.9248046875;-11;-11;bid_passive
6000;10000.9248046875;ask;1;10009;13;8.0751953125;8;8;ask_passive
6000;10000.9248046875;ask;2;10011;30;10.0751953125;10;10;ask_passive
6100;10000.8925781250;bid;1;9993;14;-7.8925781250;-8;-8;bid_passive
6100;10000.8925781250;bid;2;9990;24;-10.8925781250;-11;-11;bid_passive
6100;10000.8925781250;ask;1;10011;24;10.1074218750;10;10;ask_passive
6200;10000.8007812500;bid;1;9993;12;-7.8007812500;-8;-8;bid_passive
6200;10000.8007812500;bid;2;9990;29;-10.8007812500;-11;-11;bid_passive
6200;10000.8007812500;ask;1;10009;12;8.1992187500;8;8;ask_passive
6200;10000.8007812500;ask;2;10011;29;10.1992187500;10;10;ask_passive
6300;10000.6025390625;bid;1;9993;14;-7.6025390625;-8;-8;bid_passive
6300;10000.6025390625;bid;2;9990;22;-10.6025390625;-11;-11;bid_passive
6300;10000.6025390625;ask;1;10009;14;8.3974609375;8;8;ask_passive
6300;10000.6025390625;ask;2;10011;22;10.3974609375;10;10;ask_passive
6400;9999.7978515625;bid;1;9992;14;-7.7978515625;-8;-8;bid_passive
6400;9999.7978515625;bid;2;9989;23;-10.7978515625;-11;-11;bid_passive
6400;9999.7978515625;ask;1;10010;23;10.2021484375;10;10;ask_passive
6500;10000.1298828125;bid;1;9992;12;-8.1298828125;-8;-8;bid_passive
6500;10000.1298828125;bid;2;9990;22;-10.1298828125;-10;-10;bid_passive
6500;10000.1298828125;ask;1;9998;4;-2.1298828125;-2;-2;ask_cross
6500;10000.1298828125;ask;2;10008;12;7.8701171875;8;8;ask_passive
6500;10000.1298828125;ask;3;10011;22;10.8701171875;11;11;ask_passive
6600;9999.8671875000;ask;1;10008;13;8.1328125000;8;8;ask_passive
6700;10000.0791015625;bid;1;9992;12;-8.0791015625;-8;-8;bid_passive
6700;10000.0791015625;bid;2;9990;30;-10.0791015625;-10;-10;bid_passive
6700;10000.0791015625;ask;1;10011;30;10.9208984375;11;11;ask_passive
6800;10000.2919921875;bid;1;9992;12;-8.2919921875;-8;-8;bid_passive
6800;10000.2919921875;bid;2;9990;29;-10.2919921875;-10;-10;bid_passive
6800;10000.2919921875;ask;1;10008;12;7.7080078125;8;8;ask_passive
6800;10000.2919921875;ask;2;10011;29;10.7080078125;11;11;ask_passive
6900;10000.4335937500;bid;1;9992;11;-8.4335937500;-8;-8;bid_passive
6900;10000.4335937500;bid;2;9990;27;-10.4335937500;-10;-10;bid_passive
6900;10000.4335937500;ask;1;10008;11;7.5664062500;8;8;ask_passive
6900;10000.4335937500;ask;2;10011;27;10.5664062500;11;11;ask_passive
7000;10000.3632812500;bid;1;9990;30;-10.3632812500;-10;-10;bid_passive
7000;10000.3632812500;ask;1;10011;30;10.6367187500;11;11;ask_passive
7100;10000.3144531250;bid;1;10002;9;1.6855468750;2;2;bid_cross
7100;10000.3144531250;bid;2;9992;11;-8.3144531250;-8;-8;bid_passive
7100;10000.3144531250;ask;1;10008;11;7.6855468750;8;8;ask_passive
7100;10000.3144531250;ask;2;10011;30;10.6855468750;11;11;ask_passive
7200;10000.9443359375;bid;1;9993;13;-7.9443359375;-8;-8;bid_passive
7200;10000.9443359375;bid;2;9990;22;-10.9443359375;-11;-11;bid_passive
7200;10000.9443359375;ask;1;10009;13;8.0556640625;8;8;ask_passive
7200;10000.9443359375;ask;2;10011;22;10.0556640625;10;10;ask_passive
7300;10000.4658203125;bid;1;9992;10;-8.4658203125;-8;-8;bid_passive
7300;10000.4658203125;ask;1;10008;10;7.5341796875;8;8;ask_passive
7300;10000.4658203125;ask;2;10011;25;10.5341796875;11;11;ask_passive
7400;10000.8027343750;bid;1;9993;12;-7.8027343750;-8;-8;bid_passive
7400;10000.8027343750;bid;2;9990;22;-10.8027343750;-11;-11;bid_passive
7400;10000.8027343750;ask;1;10009;12;8.1972656250;8;8;ask_passive
7400;10000.8027343750;ask;2;10011;22;10.1972656250;10;10;ask_passive
7500;10000.8183593750;bid;1;9990;29;-10.8183593750;-11;-11;bid_passive
7500;10000.8183593750;ask;1;10009;13;8.1816406250;8;8;ask_passive
7500;10000.8183593750;ask;2;10011;29;10.1816406250;10;10;ask_passive
7600;10000.7041015625;bid;1;9993;13;-7.7041015625;-8;-8;bid_passive
7600;10000.7041015625;bid;2;9990;27;-10.7041015625;-11;-11;bid_passive
7600;10000.7041015625;ask;1;10009;13;8.2958984375;8;8;ask_passive
7600;10000.7041015625;ask;2;10011;27;10.2958984375;10;10;ask_passive
7700;10001.1357421875;bid;1;9993;14;-8.1357421875;-8;-8;bid_passive
7700;10001.1357421875;bid;2;9991;25;-10.1357421875;-10;-10;bid_passive
7700;10001.1357421875;ask;1;10009;14;7.8642578125;8;8;ask_passive
7800;10000.8564453125;bid;1;9993;15;-7.8564453125;-8;-8;bid_passive
7800;10000.8564453125;ask;1;10009;15;8.1435546875;8;8;ask_passive
7800;10000.8564453125;ask;2;10011;23;10.1435546875;10;10;ask_passive
7900;10000.5566406250;bid;1;9993;10;-7.5566406250;-8;-8;bid_passive
7900;10000.5566406250;bid;2;9990;22;-10.5566406250;-11;-11;bid_passive
7900;10000.5566406250;ask;1;10009;10;8.4433593750;8;8;ask_passive
8000;10000.1220703125;bid;1;9992;13;-8.1220703125;-8;-8;bid_passive
8000;10000.1220703125;ask;1;10011;28;10.8779296875;11;11;ask_passive
8100;9999.9804687500;bid;1;9992;12;-7.9804687500;-8;-8;bid_passive
8100;9999.9804687500;bid;2;9989;25;-10.9804687500;-11;-11;bid_passive
8100;9999.9804687500;ask;1;10008;12;8.0195312500;8;8;ask_passive
8200;9999.9599609375;bid;1;9992;10;-7.9599609375;-8;-8;bid_passive
8200;9999.9599609375;bid;2;9989;25;-10.9599609375;-11;-11;bid_passive
8200;9999.9599609375;ask;1;10008;10;8.0400390625;8;8;ask_passive
8300;10000.0634765625;bid;1;9990;28;-10.0634765625;-10;-10;bid_passive
8300;10000.0634765625;ask;1;10011;28;10.9365234375;11;11;ask_passive
8400;10000.1689453125;bid;1;9998;3;-2.1689453125;-2;-2;bid_passive
8400;10000.1689453125;bid;2;9990;29;-10.1689453125;-10;-10;bid_passive
8400;10000.1689453125;ask;1;10008;11;7.8310546875;8;8;ask_passive
8400;10000.1689453125;ask;2;10011;29;10.8310546875;11;11;ask_passive
8500;9999.8447265625;bid;1;9992;14;-7.8447265625;-8;-8;bid_passive
8500;9999.8447265625;bid;2;9989;25;-10.8447265625;-11;-11;bid_passive
8500;9999.8447265625;ask;1;10010;25;10.1552734375;10;10;ask_passive
8600;9999.5380859375;bid;1;9992;13;-7.5380859375;-8;-8;bid_passive
8600;9999.5380859375;bid;2;9989;27;-10.5380859375;-11;-11;bid_passive
8600;9999.5380859375;ask;1;10008;13;8.4619140625;8;8;ask_passive
8600;9999.5380859375;ask;2;10010;27;10.4619140625;10;10;ask_passive
8700;9999.4326171875;ask;1;10010;22;10.5673828125;11;11;ask_passive
8800;9999.4531250000;bid;1;9991;10;-8.4531250000;-8;-8;bid_passive
8800;9999.4531250000;bid;2;9989;30;-10.4531250000;-10;-10;bid_passive
8800;9999.4531250000;ask;1;10007;10;7.5468750000;8;8;ask_passive
8800;9999.4531250000;ask;2;10010;30;10.5468750000;11;11;ask_passive
8900;9999.8730468750;bid;1;9989;26;-10.8730468750;-11;-11;bid_passive
8900;9999.8730468750;ask;1;10010;26;10.1269531250;10;10;ask_passive
9000;10000.3320312500;bid;1;9992;10;-8.3320312500;-8;-8;bid_passive
9000;10000.3320312500;bid;2;9990;23;-10.3320312500;-10;-10;bid_passive
9000;10000.3320312500;ask;1;10008;10;7.6679687500;8;8;ask_passive
9000;10000.3320312500;ask;2;10011;23;10.6679687500;11;11;ask_passive
9100;10000.2812500000;bid;1;9992;15;-8.2812500000;-8;-8;bid_passive
9100;10000.2812500000;bid;2;9990;22;-10.2812500000;-10;-10;bid_passive
9100;10000.2812500000;ask;1;10008;15;7.7187500000;8;8;ask_passive
9100;10000.2812500000;ask;2;10011;22;10.7187500000;11;11;ask_passive
9200;10000.4384765625;bid;1;9990;25;-10.4384765625;-10;-10;bid_passive
9200;10000.4384765625;ask;1;10008;14;7.5615234375;8;8;ask_passive
9300;9999.9775390625;bid;1;9992;13;-7.9775390625;-8;-8;bid_passive
9300;9999.9775390625;ask;1;10008;13;8.0224609375;8;8;ask_passive
9300;9999.9775390625;ask;2;10010;29;10.0224609375;10;10;ask_passive
9400;10000.0449218750;bid;1;9992;15;-8.0449218750;-8;-8;bid_passive
9400;10000.0449218750;bid;2;9990;28;-10.0449218750;-10;-10;bid_passive
9400;10000.0449218750;ask;1;10002;4;1.9550781250;2;2;ask_passive
9400;10000.0449218750;ask;2;10011;28;10.9550781250;11;11;ask_passive
9500;10000.0234375000;bid;1;9992;14;-8.0234375000;-8;-8;bid_passive
9500;10000.0234375000;bid;2;9990;24;-10.0234375000;-10;-10;bid_passive
9500;10000.0234375000;ask;1;10011;24;10.9765625000;11;11;ask_passive
9600;10000.9863281250;bid;1;9993;12;-7.9863281250;-8;-8;bid_passive
9600;10000.9863281250;bid;2;9990;20;-10.9863281250;-11;-11;bid_passive
9600;10000.9863281250;ask;1;10011;20;10.0136718750;10;10;ask_passive
9700;10001.4824218750;bid;1;9993;12;-8.4824218750;-8;-8;bid_passive
9700;10001.4824218750;bid;2;9991;30;-10.4824218750;-10;-10;bid_passive
9700;10001.4824218750;ask;1;10009;12;7.5175781250;8;8;ask_passive
9700;10001.4824218750;ask;2;10012;30;10.5175781250;11;11;ask_passive
9800;10001.7744140625;bid;1;9994;15;-7.7744140625;-8;-8;bid_passive
9800;10001.7744140625;bid;2;9991;24;-10.7744140625;-11;-11;bid_passive
9800;10001.7744140625;ask;1;10010;15;8.2255859375;8;8;ask_passive
9800;10001.7744140625;ask;2;10012;24;10.2255859375;10;10;ask_passive
9900;10002.3671875000;bid;1;10004;5;1.6328125000;2;2;bid_cross
9900;10002.3671875000;bid;2;9992;24;-10.3671875000;-10;-10;bid_passive
10000;10002.2246093750;bid;1;9994;14;-8.2246093750;-8;-8;bid_passive
10000;10002.2246093750;bid;2;9992;27;-10.2246093750;-10;-10;bid_passive
10000;10002.2246093750;ask;1;10010;14;7.7753906250;8;8;ask_passive
10000;10002.2246093750;ask;2;10013;27;10.7753906250;11;11;ask_passive
10100;10002.2001953125;bid;1;9994;15;-8.2001953125;-8;-8;bid_passive
10100;10002.2001953125;bid;2;9992;20;-10.2001953125;-10;-10;bid_passive
10100;10002.2001953125;ask;1;10010;15;7.7998046875;8;8;ask_passive
10100;10002.2001953125;ask;2;10013;20;10.7998046875;11;11;ask_passive
10200;10002.1298828125;bid;1;9994;12;-8.1298828125;-8;-8;bid_passive
10200;10002.1298828125;ask;1;10010;12;7.8701171875;8;8;ask_passive
10200;10002.1298828125;ask;2;10013;20;10.8701171875;11;11;ask_passive
10300;10002.2861328125;bid;1;9994;11;-8.2861328125;-8;-8;bid_passive
10300;10002.2861328125;bid;2;9992;24;-10.2861328125;-10;-10;bid_passive
10300;10002.2861328125;ask;1;10013;24;10.7138671875;11;11;ask_passive
10400;10002.2822265625;bid;1;9994;11;-8.2822265625;-8;-8;bid_passive
10400;10002.2822265625;ask;1;10010;11;7.7177734375;8;8;ask_passive
10400;10002.2822265625;ask;2;10013;25;10.7177734375;11;11;ask_passive
10500;10002.2734375000;bid;1;9994;14;-8.2734375000;-8;-8;bid_passive
10500;10002.2734375000;bid;2;9992;26;-10.2734375000;-10;-10;bid_passive
10500;10002.2734375000;ask;1;10010;14;7.7265625000;8;8;ask_passive
10500;10002.2734375000;ask;2;10013;26;10.7265625000;11;11;ask_passive
10600;10002.1230468750;bid;1;9994;10;-8.1230468750;-8;-8;bid_passive
10600;10002.1230468750;bid;2;9992;20;-10.1230468750;-10;-10;bid_passive
10600;10002.1230468750;ask;1;10010;10;7.8769531250;8;8;ask_passive
10600;10002.1230468750;ask;2;10013;20;10.8769531250;11;11;ask_passive
10700;10002.0361328125;bid;1;9992;24;-10.0361328125;-10;-10;bid_passive
10700;10002.0361328125;ask;1;10013;24;10.9638671875;11;11;ask_passive
10800;10002.4375000000;bid;1;9994;10;-8.4375000000;-8;-8;bid_passive
10800;10002.4375000000;bid;2;9992;23;-10.4375000000;-10;-10;bid_passive
10800;10002.4375000000;ask;1;10010;10;7.5625000000;8;8;ask_passive
10900;10002.5546875000;bid;1;9995;15;-7.5546875000;-8;-8;bid_passive
10900;10002.5546875000;bid;2;9992;22;-10.5546875000;-11;-11;bid_passive
10900;10002.5546875000;ask;1;10011;15;8.4453125000;8;8;ask_passive
10900;10002.5546875000;ask;2;10013;22;10.4453125000;10;10;ask_passive
