timestamp,day,dte,dte_eff,t_years,voucher,K,S,mid,intrinsic,time_value,moneyness_K_over_S,log_moneyness,log_S_over_K,iv
326000,2,6,5.674,0.015545205479452056,VEV_5000,5000,5266.5,269.0,266.5,2.5,0.9493971328206589,-0.05192809286035923,0.051928092860359105,0.23866951750507723
606000,0,8,7.394,0.020257534246575344,VEV_4000,4000,5234.5,1235.0,1234.5,0.5,0.7641608558601586,-0.26897696765738194,0.26897696765738194,0.7024490166409859
922000,0,8,7.078,0.01939178082191781,VEV_5000,5000,5262.5,268.0,262.5,5.5,0.9501187648456056,-0.05116828657439949,0.051168286574399424,0.2489175715472609
794000,0,8,7.2059999999999995,0.019742465753424657,VEV_4000,4000,5244.5,1244.5,1244.5,0.0,0.7627037849175327,-0.27088554729963094,0.270885547299631,
226000,1,7,6.774,0.01855890410958904,VEV_5100,5100,5252.5,169.5,152.5,17.0,0.9709662065683008,-0.02946361400673836,0.02946361400673824,0.24022495133273974
948000,2,6,5.052,0.013841095890410958,VEV_5500,5500,5276.5,5.5,0.0,5.5,1.0423576234246186,0.041485093109417386,-0.041485093109417344,0.24809600741943144
468000,1,7,6.532,0.017895890410958903,VEV_5100,5100,5249.5,165.5,149.5,16.0,0.9715210972473569,-0.028892294242578814,0.02889229424257882,0.2362526108353545
718000,0,8,7.282,0.01995068493150685,VEV_5300,5300,5257.5,51.0,0.0,51.0,1.0080836899667143,0.008051191963358406,-0.008051191963358382,0.23605774198001123
444000,0,8,7.556,0.0207013698630137,VEV_5500,5500,5249.0,7.5,0.0,7.5,1.047818632120404,0.04671050996826256,-0.04671050996826246,0.2396524687533153
904000,0,8,7.096,0.01944109589041096,VEV_4000,4000,5242.0,1242.0,1242.0,0.0,0.7630675314765357,-0.2704087437813239,0.27040874378132396,
348000,0,8,7.652,0.020964383561643835,VEV_6000,6000,5267.5,0.5,0.0,0.5,1.1390602752728998,0.13020360253184787,-0.13020360253184793,0.35327567701513574
842000,1,7,6.158,0.01687123287671233,VEV_4500,4500,5258.0,758.0,758.0,0.0,0.8558387219475085,-0.1556733295314154,0.15567332953141536,
352000,0,8,7.648,0.020953424657534244,VEV_4500,4500,5273.5,773.0,773.5,-0.5,0.8533232198729497,-0.15861688195825777,0.15861688195825788,
900000,0,8,7.1,0.019452054794520546,VEV_5500,5500,5257.5,8.5,0.0,8.5,1.0461245839277222,0.04509246364370737,-0.04509246364370742,0.24877032922813228
296000,1,7,6.704,0.018367123287671233,VEV_4500,4500,5276.5,776.0,776.5,-0.5,0.8528380555292334,-0.15918560235273374,0.15918560235273377,
602000,0,8,7.398,0.020268493150684932,VEV_6000,6000,5240.5,0.5,0.0,0.5,1.144928918996279,0.13534255559996006,-0.13534255559996008,0.3719760623700344
270000,2,6,5.73,0.015698630136986302,VEV_4000,4000,5278.0,1278.0,1278.0,0.0,0.757862826828344,-0.27725287696124173,0.2772528769612416,
236000,0,8,7.764,0.02127123287671233,VEV_4000,4000,5233.5,1233.5,1233.5,0.0,0.764306869207987,-0.2687859091929109,0.2687859091929109,
4000,2,6,5.996,0.016427397260273972,VEV_5200,5200,5272.5,108.5,72.5,36.0,0.9862494073020389,-0.013846007783410903,0.013846007783410998,0.24657024648359913
580000,1,7,6.42,0.01758904109589041,VEV_5500,5500,5234.5,5.0,0.0,5.0,1.050721176807718,0.049476763461152665,-0.04947676346115262,0.2466674322704204
744000,0,8,7.256,0.019879452054794522,VEV_5300,5300,5269.5,57.5,0.0,57.5,1.0057880254293576,0.005771339166221798,-0.005771339166221769,0.2412834697860226
798000,2,6,5.202,0.014252054794520548,VEV_5200,5200,5237.0,80.5,37.0,43.5,0.9929348863853351,-0.007090189709968961,0.007090189709968978,0.24222230291038996
56000,0,8,7.944,0.021764383561643834,VEV_4000,4000,5242.0,1241.5,1242.0,-0.5,0.7630675314765357,-0.2704087437813239,0.27040874378132396,
354000,1,7,6.646,0.018208219178082193,VEV_5100,5100,5245.5,163.0,145.5,17.5,0.9722619388046897,-0.028130026459123124,0.028130026459123117,0.23836646466586586
752000,2,6,5.248,0.014378082191780822,VEV_5200,5200,5216.0,68.0,16.0,52.0,0.9969325153374233,-0.0030721990369701403,0.003072199036970059,0.2394741505079891
562000,0,8,7.438,0.020378082191780823,VEV_6000,6000,5235.0,0.5,0.0,0.5,1.146131805157593,0.13639262490555476,-0.13639262490555476,0.37355532778725314
354000,0,8,7.646,0.020947945205479452,VEV_5300,5300,5272.5,60.0,0.0,60.0,1.0052157420578474,0.0052021871872835815,-0.005202187187283512,0.23893430070845467
962000,0,8,7.038,0.019282191780821918,VEV_5100,5100,5236.0,158.5,136.0,22.5,0.974025974025974,-0.026317308317373417,0.026317308317373358,0.2467232936640976
948000,0,8,7.052,0.019320547945205477,VEV_4500,4500,5243.0,744.0,743.0,1.0,0.8582872401296967,-0.1528164568141217,0.15281645681412173,0.4679801916059874
92000,2,6,5.908,0.016186301369863015,VEV_5300,5300,5268.5,52.0,0.0,52.0,1.0059789313846446,0.005961128500630883,-0.0059611285006308575,0.24820655506588463
542000,2,6,5.458,0.014953424657534247,VEV_4500,4500,5241.5,742.0,741.5,0.5,0.8585328627301345,-0.15253032013421622,0.15253032013421614,0.48937928683264004
52000,2,6,5.948,0.016295890410958906,VEV_6000,6000,5261.5,0.5,0.0,0.5,1.140359213152143,0.1313433120293252,-0.13134331202932517,0.40383830753317357
776000,1,7,6.224,0.017052054794520547,VEV_5400,5400,5263.5,17.0,0.0,17.0,1.0259333143345684,0.025602748860986357,-0.025602748860986208,0.22724231438517095
650000,0,8,7.35,0.020136986301369862,VEV_5400,5400,5230.0,14.0,0.0,14.0,1.0325047801147227,0.0319876754933971,-0.03198767549339713,0.2245273891404542
776000,0,8,7.224,0.01979178082191781,VEV_5200,5200,5259.5,103.5,59.5,44.0,0.9886871375606047,-0.011377339609810038,0.011377339609809979,0.23764695672019218
802000,0,8,7.198,0.01972054794520548,VEV_5000,5000,5250.0,256.0,250.0,6.0,0.9523809523809523,-0.048790164169432056,0.04879016416943205,0.242986635555207
278000,0,8,7.7219999999999995,0.021156164383561642,VEV_4500,4500,5249.0,749.0,749.0,0.0,0.8573061535530577,-0.15396018549388865,0.1539601854938886,
746000,2,6,5.254,0.014394520547945204,VEV_5400,5400,5214.5,7.5,0.0,7.5,1.035573880525458,0.03495574699109829,-0.0349557469910982,0.2330292611091976
296000,0,8,7.704,0.021106849315068493,VEV_4000,4000,5243.5,1243.5,1243.5,0.0,0.7628492419185658,-0.27069485317243214,0.27069485317243214,
470000,0,8,7.53,0.02063013698630137,VEV_6500,6500,5230.5,0.5,0.0,0.5,1.2427110218908326,0.21729530109991294,-0.2172953010999129,0.5606481131025268
368000,2,6,5.632,0.01543013698630137,VEV_4500,4500,5260.0,760.0,760.0,0.0,0.8555133079847909,-0.15605362997334443,0.1560536299733444,
480000,0,8,7.52,0.020602739726027396,VEV_5400,5400,5242.5,17.0,0.0,17.0,1.0300429184549356,0.029600469776290682,-0.029600469776290744,0.22629998527609568
96000,0,8,7.904,0.021654794520547947,VEV_5400,5400,5238.5,20.0,0.0,20.0,1.0308294359072254,0.03036375575934621,-0.030363755759346113,0.2386248590845129
182000,1,7,6.818,0.01867945205479452,VEV_5500,5500,5242.5,6.5,0.0,6.5,1.0491177873152122,0.04794960844448728,-0.04794960844448733,0.24836545048411213
588000,0,8,7.412,0.020306849315068494,VEV_5000,5000,5240.5,248.0,240.5,7.5,0.9541074324968991,-0.04697900119399465,0.04697900119399464,0.2460325965887146
938000,1,7,6.062,0.016608219178082192,VEV_4000,4000,5263.5,1263.5,1263.5,0.0,0.7599506032107913,-0.27450184358935176,0.27450184358935176,
630000,1,7,6.37,0.017452054794520548,VEV_5400,5400,5220.0,10.5,0.0,10.5,1.0344827586206897,0.033901551675681416,-0.03390155167568134,0.22847297735111993
630000,2,6,5.37,0.014712328767123289,VEV_4000,4000,5245.0,1244.5,1245.0,-0.5,0.7626310772163966,-0.2709808807283699,0.2709808807283699,
268000,2,6,5.732,0.015704109589041098,VEV_5500,5500,5283.5,8.5,0.0,8.5,1.040976625343049,0.04015933533947673,-0.04015933533947683,0.25424797518440284
930000,1,7,6.07,0.01663013698630137,VEV_5400,5400,5273.5,18.5,0.0,18.5,1.0239878638475395,0.02370467483569673,-0.023704674835696868,0.2272234369075888
374000,0,8,7.626,0.020893150684931507,VEV_4000,4000,5280.0,1280.0,1280.0,0.0,0.7575757575757576,-0.2776317365982795,0.27763173659827955,
636000,1,7,6.364,0.017435616438356165,VEV_5400,5400,5223.5,11.0,0.0,11.0,1.0337896046711974,0.033231278274803024,-0.03323127827480305,0.2287304846846978
382000,1,7,6.618,0.01813150684931507,VEV_5300,5300,5251.0,49.0,0.0,49.0,1.0093315558941154,0.009288285902353892,-0.009288285902353945,0.24990971459515202
598000,2,6,5.402,0.0148,VEV_5000,5000,5234.5,239.0,234.5,4.5,0.9552010698251983,-0.04583341634317216,0.04583341634317215,0.25015802327639886
532000,1,7,6.468,0.01772054794520548,VEV_5200,5200,5249.5,95.5,49.5,46.0,0.9905705305267168,-0.009474208385477242,0.009474208385477153,0.24471893421892477
760000,1,7,6.24,0.017095890410958905,VEV_5500,5500,5276.5,8.5,0.0,8.5,1.0423576234246186,0.041485093109417386,-0.041485093109417344,0.24954455543758292
242000,1,7,6.758,0.018515068493150686,VEV_4000,4000,5261.0,1261.0,1261.0,0.0,0.7603117278084014,-0.27402676162877965,0.2740267616287796,
808000,0,8,7.192,0.019704109589041098,VEV_4500,4500,5243.5,744.0,743.5,0.5,0.8582053971583866,-0.15291181751604863,0.15291181751604863,0.42726055268179725
870000,2,6,5.13,0.014054794520547946,VEV_5400,5400,5246.5,10.5,0.0,10.5,1.0292576003049652,0.028837765954399998,-0.02883776595440009,0.22774878045631394
324000,1,7,6.676,0.01829041095890411,VEV_6500,6500,5254.5,0.5,0.0,0.5,1.237034922447426,0.21271732457807724,-0.2127173245780773,0.5840132015627187
638000,1,7,6.362,0.01743013698630137,VEV_5500,5500,5212.5,3.5,0.0,3.5,1.0551558752997603,0.053688505113505494,-0.053688505113505376,0.24513551877683737
650000,2,6,5.35,0.014657534246575342,VEV_5500,5500,5242.5,4.5,0.0,4.5,1.0491177873152122,0.04794960844448728,-0.04794960844448733,0.25756039659934266
630000,0,8,7.37,0.020191780821917808,VEV_5500,5500,5225.5,6.5,0.0,6.5,1.0525308582910726,0.05119760518600391,-0.0511976051860039,0.25117706207458873
712000,0,8,7.288,0.019967123287671234,VEV_6500,6500,5249.5,0.5,0.0,0.5,1.2382131631583961,0.21366934292873258,-0.2136693429287325,0.5612280286998242
776000,0,8,7.224,0.01979178082191781,VEV_4000,4000,5259.5,1258.5,1259.5,-1.0,0.7605285673543113,-0.2737416040773011,0.27374160407730114,
310000,0,8,7.69,0.021068493150684934,VEV_5100,5100,5255.5,176.0,155.5,20.5,0.9704119493863571,-0.030034607550991983,0.030034607550991965,0.24527177724932742
654000,2,6,5.346,0.014646575342465754,VEV_5200,5200,5250.5,89.5,50.5,39.0,0.9903818683934863,-0.009664684576529373,0.009664684576529367,0.24160720813141726
196000,1,7,6.804,0.01864109589041096,VEV_5000,5000,5236.5,243.0,236.5,6.5,0.9548362455838824,-0.046215423796962994,0.04621542379696289,0.2446815201003865
114000,0,8,7.886,0.021605479452054793,VEV_5500,5500,5219.5,6.5,0.0,6.5,1.053740779768177,0.052346480372209195,-0.052346480372209236,0.24699792072689938
466000,0,8,7.534,0.02064109589041096,VEV_5500,5500,5228.0,6.5,0.0,6.5,1.052027543993879,0.05071929647644971,-0.05071929647644968,0.24664480831797878
782000,0,8,7.218,0.019775342465753423,VEV_5400,5400,5251.0,17.5,0.0,17.5,1.0283755475147591,0.027980418914506495,-0.027980418914506484,0.22543703070089194
580000,2,6,5.42,0.01484931506849315,VEV_4000,4000,5222.0,1222.0,1222.0,0.0,0.7659900421294523,-0.2665861091570465,0.26658610915704656,
802000,1,7,6.198,0.016980821917808222,VEV_4500,4500,5244.5,746.0,744.5,1.5,0.8580417580322243,-0.15310251164324742,0.1531025116432475,0.5270848592709768
400000,2,6,5.6,0.015342465753424657,VEV_4000,4000,5238.0,1238.0,1238.0,0.0,0.7636502481863306,-0.26964538496562956,0.2696453849656296,
866000,2,6,5.134,0.014065753424657535,VEV_5500,5500,5257.5,4.5,0.0,4.5,1.0461245839277222,0.04509246364370737,-0.04509246364370742,0.25056374721474617
368000,2,6,5.632,0.01543013698630137,VEV_5000,5000,5260.0,263.0,260.0,3.0,0.9505703422053232,-0.050693114315518095,0.050693114315518165,0.24338894881765968
618000,0,8,7.382,0.020224657534246574,VEV_5100,5100,5230.5,155.0,130.5,24.5,0.9750501864066533,-0.025266336071398377,0.025266336071398443,0.24441485891912
748000,0,8,7.252,0.01986849315068493,VEV_5500,5500,5275.0,10.5,0.0,10.5,1.042654028436019,0.041769412876295146,-0.04176941287629503,0.24682394227712887
226000,2,6,5.774,0.01581917808219178,VEV_4000,4000,5263.5,1263.5,1263.5,0.0,0.7599506032107913,-0.27450184358935176,0.27450184358935176,
744000,1,7,6.256,0.017139726027397263,VEV_5100,5100,5271.5,183.5,171.5,12.0,0.9674665654936925,-0.03307441230458723,0.03307441230458726,0.23828626836432046
900000,2,6,5.1,0.013972602739726026,VEV_6500,6500,5286.5,0.5,0.0,0.5,1.2295469592357893,0.20664577571114726,-0.20664577571114728,0.6508335600479261
184000,0,8,7.816,0.021413698630136986,VEV_5500,5500,5237.5,7.5,0.0,7.5,1.0501193317422435,0.048903806990169156,-0.04890380699016912,0.24392365618376396
414000,1,7,6.586,0.018043835616438356,VEV_5200,5200,5235.5,88.5,35.5,53.0,0.9932193677776716,-0.006803725157998089,0.006803725157998079,0.24788345365182962
128000,2,6,5.872,0.016087671232876712,VEV_4000,4000,5256.5,1256.5,1256.5,0.0,0.7609626177114049,-0.2731710449138579,0.2731710449138579,
994000,0,8,7.006,0.019194520547945206,VEV_5500,5500,5243.5,7.5,0.0,7.5,1.048917707638028,0.047758877946102486,-0.047758877946102424,0.2530748834304793
774000,0,8,7.226,0.019797260273972602,VEV_5000,5000,5262.5,268.0,262.5,5.5,0.9501187648456056,-0.05116828657439949,0.051168286574399424,0.24635526800602578
364000,1,7,6.636,0.018180821917808218,VEV_5500,5500,5252.5,7.5,0.0,7.5,1.0471204188481675,0.0460439385014068,-0.046043938501406846,0.2529788840181422
444000,0,8,7.556,0.0207013698630137,VEV_6000,6000,5249.0,0.5,0.0,0.5,1.143074871404077,0.13372188695789233,-0.13372188695789225,0.3641114175993133
848000,2,6,5.152,0.014115068493150685,VEV_5300,5300,5258.5,44.0,0.0,44.0,1.0078919844061995,0.007861005580130136,-0.007861005580130033,0.2500789634249692
8000,1,7,6.992,0.019156164383561644,VEV_5300,5300,5246.5,47.0,0.0,47.0,1.0101972743733918,0.010145632942247513,-0.010145632942247495,0.24229919641287043
388000,2,6,5.612,0.015375342465753426,VEV_5000,5000,5238.5,243.0,238.5,4.5,0.9544716999140975,-0.046597285376782205,0.04659728537678226,0.24857712107068
932000,2,6,5.068,0.013884931506849314,VEV_4500,4500,5276.5,777.0,776.5,0.5,0.8528380555292334,-0.15918560235273374,0.15918560235273377,0.5273283447333753
356000,0,8,7.644,0.020942465753424656,VEV_5100,5100,5275.5,192.5,175.5,17.0,0.9667330110889963,-0.03383292186972966,0.03383292186972971,0.24655966673859867
682000,1,7,6.318,0.01730958904109589,VEV_5300,5300,5224.5,37.0,0.0,37.0,1.01445114365011,0.014347721066047594,-0.014347721066047668,0.2469562365935528
6000,0,8,7.994,0.0219013698630137,VEV_5100,5100,5239.5,163.0,139.5,23.5,0.9733753220727168,-0.026985534202579257,0.026985534202579205,0.23922829544909727
764000,2,6,5.236,0.014345205479452054,VEV_4000,4000,5227.5,1222.0,1227.5,-5.5,0.7651841224294595,-0.267638791200761,0.26763879120076095,
392000,0,8,7.608,0.020843835616438357,VEV_6500,6500,5263.5,0.5,0.0,0.5,1.2349197302175359,0.21100597219234898,-0.21100597219234896,0.5430721417859254
54000,2,6,5.946,0.016290410958904107,VEV_6500,6500,5256.5,0.5,0.0,0.5,1.236564253781033,0.21233677086784294,-0.21233677086784286,0.6178195019450217
610000,1,7,6.39,0.017506849315068494,VEV_5200,5200,5223.5,79.5,23.5,56.0,0.9955011007944865,-0.004509049708043889,0.004509049708043944,0.24390410413824015
976000,1,7,6.024,0.016504109589041097,VEV_5000,5000,5257.5,261.0,257.5,3.5,0.9510223490252021,-0.050217716160617404,0.050217716160617515,0.24096901894674413
776000,1,7,6.224,0.017052054794520547,VEV_5000,5000,5263.5,267.0,263.5,3.5,0.9499382540134891,-0.05135829227514212,0.05135829227514204,0.2413059091266734
594000,2,6,5.406,0.014810958904109588,VEV_5000,5000,5219.5,225.0,219.5,5.5,0.9579461634256154,-0.042963699432115705,0.04296369943211572,0.24946933436963356
634000,2,6,5.366,0.014701369863013698,VEV_4500,4500,5243.0,743.0,743.0,0.0,0.8582872401296967,-0.1528164568141217,0.15281645681412173,
308000,2,6,5.692,0.015594520547945205,VEV_4500,4500,5271.5,771.5,771.5,0.0,0.8536469695532581,-0.15823755525859315,0.1582375552585933,
722000,0,8,7.2780000000000005,0.019939726027397263,VEV_6000,6000,5253.5,0.5,0.0,0.5,1.1420957456933474,0.13286494808136218,-0.13286494808136204,0.3688679811350706
204000,2,6,5.796,0.015879452054794522,VEV_5100,5100,5259.5,172.0,159.5,12.5,0.9696739233767468,-0.030795425466911656,0.030795425466911646,0.23934294792534433
342000,2,6,5.658,0.0155013698630137,VEV_4500,4500,5271.0,771.0,771.0,0.0,0.8537279453614115,-0.15814270109679576,0.15814270109679576,
750000,2,6,5.25,0.014383561643835616,VEV_5200,5200,5215.5,68.0,15.5,52.5,0.9970280893490557,-0.0029763355465070233,0.0029763355465071153,0.2405334542165164
650000,1,7,6.35,0.017397260273972603,VEV_4000,4000,5201.5,1201.5,1201.5,0.0,0.7690089397289244,-0.2626526844089222,0.2626526844089223,
472000,2,6,5.5280000000000005,0.015145205479452056,VEV_6500,6500,5237.5,0.5,0.0,0.5,1.2410501193317423,0.21595789165333532,-0.2159578916533353,0.6506774835408305
222000,2,6,5.778,0.01583013698630137,VEV_4000,4000,5258.5,1258.5,1258.5,0.0,0.7606731957782638,-0.27355145385805546,0.2735514538580554,
728000,1,7,6.272,0.017183561643835617,VEV_5100,5100,5259.0,173.0,159.0,14.0,0.9697661152310325,-0.030700354876927054,0.030700354876927113,0.23874905385102507
158000,2,6,5.842,0.016005479452054792,VEV_4000,4000,5275.5,1275.5,1275.5,0.0,0.7582219694815657,-0.27677910048011917,0.27677910048011917,
692000,1,7,6.308,0.017282191780821916,VEV_5200,5200,5235.5,86.0,35.5,50.5,0.9932193677776716,-0.006803725157998089,0.006803725157998079,0.24394950978306754
668000,2,6,5.332,0.014608219178082192,VEV_5300,5300,5260.5,45.0,0.0,45.0,1.0075087919399297,0.007480741291870756,-0.0074807412918707315,0.24660099953233228
928000,0,8,7.072,0.019375342465753426,VEV_5500,5500,5276.0,10.5,0.0,10.5,1.042456406368461,0.041579857383357045,-0.041579857383357066,0.24913141940229883
666000,2,6,5.334,0.014613698630136986,VEV_5000,5000,5257.0,260.0,257.0,3.0,0.9511128019783146,-0.05012260940321065,0.05012260940321052,0.2478497727993963
192000,1,7,6.808,0.018652054794520548,VEV_6500,6500,5238.5,0.5,0.0,0.5,1.2408132098883269,0.21576697909070894,-0.21576697909070883,0.5858558838989135
906000,2,6,5.094,0.013956164383561644,VEV_5200,5200,5279.0,108.5,79.0,29.5,0.9850350445160069,-0.015078060254097454,0.015078060254097544,0.2472024479435471
864000,2,6,5.136,0.014071232876712329,VEV_4500,4500,5255.0,755.0,755.0,0.0,0.8563273073263559,-0.15510260755264035,0.1551026075526404,
916000,2,6,5.084,0.01392876712328767,VEV_4500,4500,5287.5,787.5,787.5,0.0,0.851063829787234,-0.16126814759612226,0.16126814759612232,
852000,0,8,7.148,0.019583561643835616,VEV_6500,6500,5254.5,0.5,0.0,0.5,1.237034922447426,0.21271732457807724,-0.2127173245780773,0.5644020159420794
112000,0,8,7.888,0.02161095890410959,VEV_4500,4500,5223.0,723.0,723.0,0.0,0.8615738081562321,-0.14899455267788758,0.14899455267788766,
594000,2,6,5.406,0.014810958904109588,VEV_5100,5100,5219.5,136.5,119.5,17.0,0.9771050866941278,-0.023161072135935983,0.023161072135935965,0.23260454900830907
798000,0,8,7.202,0.01973150684931507,VEV_5000,5000,5243.5,250.0,243.5,6.5,0.9535615523982073,-0.047551301858222414,0.04755130185822235,0.24294160909549248
132000,1,7,6.868,0.018816438356164384,VEV_5500,5500,5262.5,8.5,0.0,8.5,1.0451306413301662,0.04414189322992536,-0.04414189322992546,0.248983476022696
492000,1,7,6.508,0.01783013698630137,VEV_5000,5000,5243.5,248.0,243.5,4.5,0.9535615523982073,-0.047551301858222414,0.04755130185822235,0.23446815541057922
510000,2,6,5.49,0.01504109589041096,VEV_6000,6000,5235.5,0.5,0.0,0.5,1.146022347435775,0.13629711848267523,-0.13629711848267526,0.4345341751391455
256000,2,6,5.744,0.01573698630136986,VEV_5300,5300,5268.5,51.0,0.0,51.0,1.0059789313846446,0.005961128500630883,-0.0059611285006308575,0.24787408128645932
864000,2,6,5.136,0.014071232876712329,VEV_5300,5300,5255.0,42.5,0.0,42.5,1.0085632730732637,0.008526816229161798,-0.008526816229161757,0.25000816078872057
30000,0,8,7.97,0.021835616438356163,VEV_5200,5200,5231.0,90.0,31.0,59.0,0.9940737908621678,-0.0059438388010923425,0.005943838801092238,0.23894313229063827
432000,0,8,7.568,0.020734246575342466,VEV_5000,5000,5246.5,253.0,246.5,6.5,0.9530162965786715,-0.048123275181728285,0.048123275181728174,0.2391244859548535
592000,2,6,5.408,0.014816438356164384,VEV_5000,5000,5220.5,225.5,220.5,5.0,0.9577626664112633,-0.04315527031392761,0.04315527031392763,0.24463438963835923
610000,2,6,5.39,0.014767123287671232,VEV_4500,4500,5251.5,751.0,751.5,-0.5,0.856898029134533,-0.154436353304419,0.15443635330441896,
168000,1,7,6.832,0.01871780821917808,VEV_6000,6000,5252.5,0.5,0.0,0.5,1.142313184198001,0.1330553154910366,-0.13305531549103664,0.38120668896789467
412000,1,7,6.588,0.018049315068493152,VEV_5400,5400,5234.5,13.5,0.0,13.5,1.0316171554112141,0.031127624792956176,-0.03112762479295617,0.23002711520948102
944000,0,8,7.056,0.019331506849315068,VEV_4500,4500,5250.5,750.0,750.5,-0.5,0.857061232263594,-0.15424591338763688,0.15424591338763685,
840000,0,8,7.16,0.019616438356164383,VEV_6500,6500,5260.5,0.5,0.0,0.5,1.2356239901150081,0.211576097635386,-0.211576097635386,0.5611786381923914
252000,2,6,5.748,0.015747945205479452,VEV_5100,5100,5272.5,183.0,172.5,10.5,0.9672830725462305,-0.03326409364051249,0.03326409364051262,0.23913534866129513
230000,2,6,5.77,0.01580821917808219,VEV_5100,5100,5265.0,176.5,165.0,11.5,0.9686609686609686,-0.031840605855658774,0.03184060585565884,0.23855692339876444
190000,0,8,7.81,0.021397260273972603,VEV_5000,5000,5235.5,243.5,235.5,8.0,0.9550186228631459,-0.04602443831127929,0.04602443831127925,0.2400972686406506
510000,1,7,6.49,0.01778082191780822,VEV_5000,5000,5261.0,268.0,261.0,7.0,0.9503896597605018,-0.05088321031456978,0.05088321031456982,0.2741729664116253
226000,1,7,6.774,0.01855890410958904,VEV_5400,5400,5252.5,17.5,0.0,17.5,1.028081865778201,0.027694799833210344,-0.027694799833210246,0.23122953383274522
234000,0,8,7.766,0.021276712328767124,VEV_5000,5000,5243.5,251.0,243.5,7.5,0.9535615523982073,-0.047551301858222414,0.04755130185822235,0.24251522418952098
638000,2,6,5.362,0.01469041095890411,VEV_5400,5400,5246.5,11.5,0.0,11.5,1.0292576003049652,0.028837765954399998,-0.02883776595440009,0.2295261530857
872000,2,6,5.128,0.014049315068493152,VEV_5200,5200,5253.5,89.5,53.5,36.0,0.9898163129342343,-0.010235895559311214,0.010235895559311212,0.23842871005266836
990000,0,8,7.01,0.019205479452054794,VEV_5500,5500,5242.5,7.5,0.0,7.5,1.0491177873152122,0.04794960844448728,-0.04794960844448733,0.25376384997002377
266000,0,8,7.734,0.021189041095890412,VEV_5200,5200,5243.5,96.0,43.5,52.5,0.9917040144941356,-0.008330588704941098,0.008330588704941083,0.23802413232949612
858000,0,8,7.142,0.019567123287671233,VEV_5100,5100,5251.5,171.5,151.5,20.0,0.971151099685804,-0.029273210350412932,0.029273210350412988,0.2481901273957265
