timestamp,buyer,seller,symbol,currency,price,quantity,day,product,is_burst,n_trades,ex_mid,fwd20_ex
50700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,VEV_6000,True,4,5244.0,2.0
50700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,VEV_6500,True,4,5244.0,2.0
52800,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,3,1,VEV_5400,True,4,5247.5,-3.0
52800,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,3,1,VEV_5500,True,4,5247.5,-3.0
52800,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,VEV_6000,True,4,5247.5,-3.0
52800,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,VEV_6500,True,4,5247.5,-3.0
53400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,True,3,5242.5,5.0
53400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,True,3,5242.5,5.0
74100,Mark 01,Mark 22,VEV_5300,XIRECS,42.0,3,1,VEV_5300,True,5,5235.5,3.0
74100,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,3,1,VEV_5400,True,5,5235.5,3.0
74100,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,3,1,VEV_5500,True,5,5235.5,3.0
74100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,VEV_6000,True,5,5235.5,3.0
74100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,VEV_6500,True,5,5235.5,3.0
85300,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,2,1,VEV_5400,True,5,5235.0,4.5
85300,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,2,1,VEV_5500,True,5,5235.0,4.5
85300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,True,5,5235.0,4.5
85300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,True,5,5235.0,4.5
86100,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,5,1,VEV_5400,True,4,5237.0,3.5
86100,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,5,1,VEV_5500,True,4,5237.0,3.5
86100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,VEV_6000,True,4,5237.0,3.5
86100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,VEV_6500,True,4,5237.0,3.5
89800,Mark 01,Mark 22,VEV_5300,XIRECS,45.0,4,1,VEV_5300,True,4,5243.5,-2.0
89800,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,4,1,VEV_5400,True,4,5243.5,-2.0
89800,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,True,4,5243.5,-2.0
89800,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,True,4,5243.5,-2.0
120300,Mark 01,Mark 22,VEV_5400,XIRECS,18.0,4,1,VEV_5400,True,4,5257.5,6.5
120300,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,4,1,VEV_5500,True,4,5257.5,6.5
120300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,True,4,5257.5,6.5
120300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,True,4,5257.5,6.5
127200,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,3,1,VEV_5500,True,3,5264.0,0.5
127200,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,VEV_6000,True,3,5264.0,0.5
127200,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,VEV_6500,True,3,5264.0,0.5
135900,Mark 01,Mark 22,VEV_5300,XIRECS,52.0,3,1,VEV_5300,True,5,5263.0,-5.5
135900,Mark 01,Mark 22,VEV_5400,XIRECS,19.0,3,1,VEV_5400,True,5,5263.0,-5.5
135900,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,3,1,VEV_5500,True,5,5263.0,-5.5
135900,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,VEV_6000,True,5,5263.0,-5.5
135900,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,VEV_6500,True,5,5263.0,-5.5
145500,Mark 01,Mark 22,VEV_5400,XIRECS,19.0,2,1,VEV_5400,True,4,5261.5,7.0
145500,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,2,1,VEV_5500,True,4,5261.5,7.0
145500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,True,4,5261.5,7.0
145500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,True,4,5261.5,7.0
150600,Mark 01,Mark 22,VEV_5300,XIRECS,53.0,2,1,VEV_5300,True,5,5265.5,-9.0
150600,Mark 01,Mark 22,VEV_5400,XIRECS,20.0,2,1,VEV_5400,True,5,5265.5,-9.0
150600,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,2,1,VEV_5500,True,5,5265.5,-9.0
150600,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,True,5,5265.5,-9.0
150600,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,True,5,5265.5,-9.0
153000,Mark 01,Mark 22,VEV_5400,XIRECS,18.0,4,1,VEV_5400,True,4,5256.5,-3.0
153000,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,4,1,VEV_5500,True,4,5256.5,-3.0
153000,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,True,4,5256.5,-3.0
153000,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,True,4,5256.5,-3.0
170400,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,5,1,VEV_5400,True,4,5249.5,-1.0
170400,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,5,1,VEV_5500,True,4,5249.5,-1.0
170400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,VEV_6000,True,4,5249.5,-1.0
170400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,VEV_6500,True,4,5249.5,-1.0
170500,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,3,1,VEV_5500,True,4,5248.5,1.0
170500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,VEV_6000,True,4,5248.5,1.0
170500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,VEV_6500,True,4,5248.5,1.0
172500,Mark 01,Mark 22,VEV_5300,XIRECS,46.0,5,1,VEV_5300,True,5,5249.5,-5.5
172500,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,5,1,VEV_5400,True,5,5249.5,-5.5
172500,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,5,1,VEV_5500,True,5,5249.5,-5.5
172500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,VEV_6000,True,5,5249.5,-5.5
172500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,VEV_6500,True,5,5249.5,-5.5
190100,Mark 01,Mark 22,VEV_5300,XIRECS,42.0,3,1,VEV_5300,True,5,5238.5,-1.5
190100,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,3,1,VEV_5400,True,5,5238.5,-1.5
190100,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,3,1,VEV_5500,True,5,5238.5,-1.5
190100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,VEV_6000,True,5,5238.5,-1.5
190100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,VEV_6500,True,5,5238.5,-1.5
195600,Mark 01,Mark 22,VEV_5300,XIRECS,41.0,3,1,VEV_5300,True,5,5235.5,1.0
195600,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,3,1,VEV_5400,True,5,5235.5,1.0
195600,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,3,1,VEV_5500,True,5,5235.5,1.0
195600,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,VEV_6000,True,5,5235.5,1.0
195600,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,VEV_6500,True,5,5235.5,1.0
206200,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,VEV_6000,True,3,5244.5,3.5
206200,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,VEV_6500,True,3,5244.5,3.5
235300,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,3,1,VEV_5400,True,4,5245.5,5.0
235300,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,3,1,VEV_5500,True,4,5245.5,5.0
235300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,VEV_6000,True,4,5245.5,5.0
235300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,VEV_6500,True,4,5245.5,5.0
252500,Mark 01,Mark 22,VEV_5300,XIRECS,53.0,2,1,VEV_5300,True,6,5264.5,0.0
252500,Mark 01,Mark 22,VEV_5400,XIRECS,19.0,2,1,VEV_5400,True,6,5264.5,0.0
252500,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,2,1,VEV_5500,True,6,5264.5,0.0
252500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,True,6,5264.5,0.0
252500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,True,6,5264.5,0.0
304000,Mark 01,Mark 22,VEV_5400,XIRECS,19.0,3,1,VEV_5400,True,4,5266.0,-1.5
304000,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,3,1,VEV_5500,True,4,5266.0,-1.5
304000,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,VEV_6000,True,4,5266.0,-1.5
304000,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,VEV_6500,True,4,5266.0,-1.5
310100,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,5,1,VEV_5500,True,4,5268.5,-4.0
310100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,VEV_6000,True,4,5268.5,-4.0
310100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,VEV_6500,True,4,5268.5,-4.0
322000,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,2,1,VEV_5400,True,4,5252.5,2.0
322000,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,2,1,VEV_5500,True,4,5252.5,2.0
322000,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,True,4,5252.5,2.0
322000,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,True,4,5252.5,2.0
322600,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,4,1,VEV_5500,True,4,5253.5,-4.0
322600,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,True,4,5253.5,-4.0
322600,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,True,4,5253.5,-4.0
350300,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,4,1,VEV_5400,True,4,5246.5,-1.5
350300,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,4,1,VEV_5500,True,4,5246.5,-1.5
350300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,True,4,5246.5,-1.5
350300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,True,4,5246.5,-1.5
376600,Mark 01,Mark 22,VEV_5300,XIRECS,46.0,5,1,VEV_5300,True,5,5246.5,2.0
376600,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,5,1,VEV_5400,True,5,5246.5,2.0
376600,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,5,1,VEV_5500,True,5,5246.5,2.0
376600,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,VEV_6000,True,5,5246.5,2.0
376600,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,VEV_6500,True,5,5246.5,2.0
377900,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,2,1,VEV_5500,True,4,5248.5,3.0
377900,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,True,4,5248.5,3.0
377900,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,True,4,5248.5,3.0
399700,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,5,1,VEV_5400,True,4,5240.5,5.0
399700,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,5,1,VEV_5500,True,4,5240.5,5.0
399700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,VEV_6000,True,4,5240.5,5.0
399700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,VEV_6500,True,4,5240.5,5.0
410400,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,3,1,VEV_5400,True,4,5235.5,0.0
410400,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,3,1,VEV_5500,True,4,5235.5,0.0
410400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,VEV_6000,True,4,5235.5,0.0
410400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,VEV_6500,True,4,5235.5,0.0
428000,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,2,1,VEV_5400,True,4,5232.5,-2.0
428000,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,2,1,VEV_5500,True,4,5232.5,-2.0
428000,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,True,4,5232.5,-2.0
428000,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,True,4,5232.5,-2.0
437100,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,4,1,VEV_5400,True,10,5233.5,5.0
437100,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,4,1,VEV_5500,True,10,5233.5,5.0
437100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,True,10,5233.5,5.0
437100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,True,10,5233.5,5.0
455700,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,4,1,VEV_5400,True,4,5247.5,-5.0
455700,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,4,1,VEV_5500,True,4,5247.5,-5.0
455700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,True,4,5247.5,-5.0
455700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,True,4,5247.5,-5.0
460400,Mark 01,Mark 22,VEV_5300,XIRECS,47.0,3,1,VEV_5300,True,5,5250.5,6.0
460400,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,3,1,VEV_5500,True,5,5250.5,6.0
460400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,VEV_6000,True,5,5250.5,6.0
460400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,VEV_6500,True,5,5250.5,6.0
476500,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,2,1,VEV_5400,True,4,5256.5,-3.0
476500,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,2,1,VEV_5500,True,4,5256.5,-3.0
476500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,True,4,5256.5,-3.0
476500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,True,4,5256.5,-3.0
489700,Mark 01,Mark 22,VEV_5300,XIRECS,43.0,4,1,VEV_5300,True,6,5239.5,5.0
489700,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,4,1,VEV_5400,True,6,5239.5,5.0
489700,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,4,1,VEV_5500,True,6,5239.5,5.0
489700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,True,6,5239.5,5.0
489700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,True,6,5239.5,5.0
502700,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,2,1,VEV_5500,True,3,5249.5,5.0
502700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,True,3,5249.5,5.0
502700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,True,3,5249.5,5.0
519500,Mark 01,Mark 22,VEV_5300,XIRECS,50.0,4,1,VEV_5300,True,5,5258.5,0.0
519500,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,4,1,VEV_5400,True,5,5258.5,0.0
519500,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,4,1,VEV_5500,True,5,5258.5,0.0
519500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,True,5,5258.5,0.0
519500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,True,5,5258.5,0.0
524000,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,4,1,VEV_5400,True,4,5259.5,-5.0
524000,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,True,4,5259.5,-5.0
524000,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,True,4,5259.5,-5.0
547600,Mark 01,Mark 22,VEV_5400,XIRECS,12.0,4,1,VEV_5400,True,3,5231.5,2.5
547600,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,True,3,5231.5,2.5
547600,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,True,3,5231.5,2.5
548400,Mark 01,Mark 22,VEV_5400,XIRECS,12.0,5,1,VEV_5400,True,3,5232.5,-2.0
548400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,VEV_6000,True,3,5232.5,-2.0
548400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,VEV_6500,True,3,5232.5,-2.0
553100,Mark 01,Mark 22,VEV_5300,XIRECS,39.0,4,1,VEV_5300,True,4,5229.5,2.0
553100,Mark 01,Mark 22,VEV_5500,XIRECS,4.0,4,1,VEV_5500,True,4,5229.5,2.0
553100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,True,4,5229.5,2.0
553100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,True,4,5229.5,2.0
564300,Mark 01,Mark 22,VEV_5300,XIRECS,40.0,2,1,VEV_5300,True,6,5232.0,4.5
564300,Mark 01,Mark 22,VEV_5400,XIRECS,12.0,2,1,VEV_5400,True,6,5232.0,4.5
564300,Mark 01,Mark 22,VEV_5500,XIRECS,4.0,2,1,VEV_5500,True,6,5232.0,4.5
564300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,True,6,5232.0,4.5
564300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,True,6,5232.0,4.5
567200,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,2,1,VEV_5400,True,4,5234.0,4.5
567200,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,2,1,VEV_5500,True,4,5234.0,4.5
567200,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,True,4,5234.0,4.5
567200,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,True,4,5234.0,4.5
568900,Mark 01,Mark 22,VEV_5300,XIRECS,43.0,4,1,VEV_5300,True,5,5240.5,-2.0
568900,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,4,1,VEV_5400,True,5,5240.5,-2.0
568900,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,4,1,VEV_5500,True,5,5240.5,-2.0
568900,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,True,5,5240.5,-2.0
568900,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,True,5,5240.5,-2.0
574800,Mark 01,Mark 22,VEV_5400,XIRECS,12.0,2,1,VEV_5400,True,4,5233.0,1.0
574800,Mark 01,Mark 22,VEV_5500,XIRECS,4.0,2,1,VEV_5500,True,4,5233.0,1.0
574800,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,True,4,5233.0,1.0
574800,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,True,4,5233.0,1.0
575800,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,5,1,VEV_5500,True,4,5234.0,3.5
575800,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,VEV_6000,True,4,5234.0,3.5
575800,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,VEV_6500,True,4,5234.0,3.5
588200,Mark 01,Mark 22,VEV_5300,XIRECS,45.0,4,1,VEV_5300,True,5,5245.5,-4.0
588200,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,4,1,VEV_5400,True,5,5245.5,-4.0
588200,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,4,1,VEV_5500,True,5,5245.5,-4.0
588200,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,True,5,5245.5,-4.0
588200,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,True,5,5245.5,-4.0
604600,Mark 01,Mark 22,VEV_5300,XIRECS,39.0,5,1,VEV_5300,True,5,5229.0,-4.5
604600,Mark 01,Mark 22,VEV_5400,XIRECS,11.0,5,1,VEV_5400,True,5,5229.0,-4.5
604600,Mark 01,Mark 22,VEV_5500,XIRECS,4.0,5,1,VEV_5500,True,5,5229.0,-4.5
604600,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,VEV_6000,True,5,5229.0,-4.5
604600,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,VEV_6500,True,5,5229.0,-4.5
617900,Mark 01,Mark 22,VEV_5300,XIRECS,40.0,2,1,VEV_5300,True,5,5234.0,0.0
617900,Mark 01,Mark 22,VEV_5400,XIRECS,12.0,2,1,VEV_5400,True,5,5234.0,0.0
617900,Mark 01,Mark 22,VEV_5500,XIRECS,4.0,2,1,VEV_5500,True,5,5234.0,0.0
617900,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,True,5,5234.0,0.0
617900,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,True,5,5234.0,0.0
618300,Mark 01,Mark 22,VEV_5300,XIRECS,40.0,2,1,VEV_5300,True,5,5233.0,-1.5
618300,Mark 01,Mark 22,VEV_5400,XIRECS,12.0,2,1,VEV_5400,True,5,5233.0,-1.5
618300,Mark 01,Mark 22,VEV_5500,XIRECS,4.0,2,1,VEV_5500,True,5,5233.0,-1.5
618300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,True,5,5233.0,-1.5
618300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,True,5,5233.0,-1.5
624400,Mark 01,Mark 22,VEV_5300,XIRECS,42.0,2,1,VEV_5300,True,6,5238.5,-7.0
624400,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,2,1,VEV_5400,True,6,5238.5,-7.0
624400,Mark 01,Mark 22,VEV_5500,XIRECS,5.0,2,1,VEV_5500,True,6,5238.5,-7.0
624400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,True,6,5238.5,-7.0
624400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,True,6,5238.5,-7.0
631700,Mark 01,Mark 22,VEV_5400,XIRECS,10.0,3,1,VEV_5400,True,3,5220.5,-3.0
