scope,day,product,lag,corr,n
per_day,1,VEV_5300,1,-0.00029718367744071243,9999
per_day,1,VEV_5300,2,0.007154349321143803,9998
per_day,1,VEV_5300,3,-0.008766660501908939,9997
per_day,1,VEV_5300,4,0.011577120929998963,9996
per_day,1,VEV_5300,5,-0.0031307601428756026,9995
per_day,1,VEV_5300,6,0.022456956135812674,9994
per_day,1,VEV_5300,7,0.010786768822818989,9993
per_day,1,VEV_5300,8,-0.017631288342753855,9992
per_day,1,VEV_5300,9,-0.007151770163133738,9991
per_day,1,VEV_5300,10,-0.004330353795906491,9990
per_day,1,VEV_5300,11,9.555763072216347e-05,9989
per_day,1,VEV_5300,12,-0.006759669870930986,9988
per_day,1,VEV_5300,13,0.013592118386071212,9987
per_day,1,VEV_5300,14,0.015804696789894653,9986
per_day,1,VEV_5300,15,0.00854138330087334,9985
per_day,1,VEV_5300,16,0.0024965402738215806,9984
per_day,1,VEV_5300,17,-0.0017367162008645087,9983
per_day,1,VEV_5300,18,-0.003959456810435452,9982
per_day,1,VEV_5300,19,0.018019941849202813,9981
per_day,1,VEV_5300,20,0.007133562881114222,9980
per_day,1,VEV_5400,0,-0.005828363636920213,9999
per_day,1,VEV_5400,1,-0.001040909844039548,9999
per_day,1,VEV_5400,2,0.007599391426779521,9998
per_day,1,VEV_5400,3,-0.0018502918958232908,9997
per_day,1,VEV_5400,4,-0.006778832385612373,9996
per_day,1,VEV_5400,5,-0.0010599675698307043,9995
per_day,1,VEV_5400,6,0.01942152920634769,9994
per_day,1,VEV_5400,7,-0.01766979212183479,9993
per_day,1,VEV_5400,8,0.004276250077745585,9992
per_day,1,VEV_5400,9,-0.013017687708723363,9991
per_day,1,VEV_5400,10,-0.00663221476743381,9990
per_day,1,VEV_5400,11,0.008389551745813949,9989
per_day,1,VEV_5400,12,-0.022347197687615707,9988
per_day,1,VEV_5400,13,0.014099653897903158,9987
per_day,1,VEV_5400,14,-0.0009424892761898066,9986
per_day,1,VEV_5400,15,-0.002550780158841985,9985
per_day,1,VEV_5400,16,-0.0046760531796847474,9984
per_day,1,VEV_5400,17,-0.0016155041871372736,9983
per_day,1,VEV_5400,18,-0.009341365172566346,9982
per_day,1,VEV_5400,19,0.030056806616480473,9981
per_day,1,VEV_5400,20,-0.012527945896167968,9980
per_day,1,VEV_5500,0,0.00016599551045900436,9999
per_day,1,VEV_5500,1,-0.0033652023509667967,9999
per_day,1,VEV_5500,2,0.005332699220197858,9998
per_day,1,VEV_5500,3,0.004946463365051981,9997
per_day,1,VEV_5500,4,-0.007800087757567958,9996
per_day,1,VEV_5500,5,-0.006160446330735443,9995
per_day,1,VEV_5500,6,0.02083041158956245,9994
per_day,1,VEV_5500,7,-0.00652012678738209,9993
per_day,1,VEV_5500,8,-0.004631866988633544,9992
per_day,1,VEV_5500,9,-0.00892120760136045,9991
per_day,1,VEV_5500,10,3.599089259587526e-05,9990
per_day,1,VEV_5500,11,0.005449096914754539,9989
per_day,1,VEV_5500,12,-0.017139295943718526,9988
per_day,1,VEV_5500,13,0.01742383624257893,9987
per_day,1,VEV_5500,14,0.00012979355791028498,9986
per_day,1,VEV_5500,15,0.004155753917398558,9985
per_day,1,VEV_5500,16,-0.0012663954836050696,9984
per_day,1,VEV_5500,17,-0.0003830386666422328,9983
per_day,1,VEV_5500,18,-0.00152693194880406,9982
per_day,1,VEV_5500,19,0.025740787405195375,9981
per_day,1,VEV_5500,20,-0.014139065541830781,9980
per_day,1,VEV_6000,0,0.002112729351963833,9999
per_day,1,VEV_6000,1,-0.004438504289046349,9999
per_day,1,VEV_6000,2,0.005141590536364527,9998
per_day,1,VEV_6000,3,0.0019789816343033775,9997
per_day,1,VEV_6000,4,-0.0040957931526911144,9996
per_day,1,VEV_6000,5,-0.004823759415856906,9995
per_day,1,VEV_6000,6,0.021383527181779858,9994
per_day,1,VEV_6000,7,-0.012206888959386599,9993
per_day,1,VEV_6000,8,-0.0009246348727194005,9992
per_day,1,VEV_6000,9,-0.005536329335043474,9991
per_day,1,VEV_6000,10,-0.002016849946372124,9990
per_day,1,VEV_6000,11,0.008408363685151726,9989
per_day,1,VEV_6000,12,-0.02157479273887801,9988
per_day,1,VEV_6000,13,0.015678879364146782,9987
per_day,1,VEV_6000,14,-0.0004727173489929481,9986
per_day,1,VEV_6000,15,0.0031564583908480683,9985
per_day,1,VEV_6000,16,-0.0009667029394549223,9984
per_day,1,VEV_6000,17,-0.00011693143711693094,9983
per_day,1,VEV_6000,18,-0.004617076256267052,9982
per_day,1,VEV_6000,19,0.02926278981343323,9981
per_day,1,VEV_6000,20,-0.015170973509037008,9980
per_day,1,VEV_6500,0,0.002112729351963833,9999
per_day,1,VEV_6500,1,-0.004438504289046349,9999
per_day,1,VEV_6500,2,0.005141590536364527,9998
per_day,1,VEV_6500,3,0.0019789816343033775,9997
per_day,1,VEV_6500,4,-0.0040957931526911144,9996
per_day,1,VEV_6500,5,-0.004823759415856906,9995
per_day,1,VEV_6500,6,0.021383527181779858,9994
per_day,1,VEV_6500,7,-0.012206888959386599,9993
per_day,1,VEV_6500,8,-0.0009246348727194005,9992
per_day,1,VEV_6500,9,-0.005536329335043474,9991
per_day,1,VEV_6500,10,-0.002016849946372124,9990
per_day,1,VEV_6500,11,0.008408363685151726,9989
per_day,1,VEV_6500,12,-0.02157479273887801,9988
per_day,1,VEV_6500,13,0.015678879364146782,9987
per_day,1,VEV_6500,14,-0.0004727173489929481,9986
per_day,1,VEV_6500,15,0.0031564583908480683,9985
per_day,1,VEV_6500,16,-0.0009667029394549223,9984
per_day,1,VEV_6500,17,-0.00011693143711693094,9983
per_day,1,VEV_6500,18,-0.004617076256267052,9982
per_day,1,VEV_6500,19,0.02926278981343323,9981
per_day,1,VEV_6500,20,-0.015170973509037008,9980
per_day,2,HYDROGEL_PACK,0,-0.008232119753407487,9999
per_day,2,HYDROGEL_PACK,1,0.008947049916621548,9999
per_day,2,HYDROGEL_PACK,2,-0.013160935871072437,9998
per_day,2,HYDROGEL_PACK,3,0.006425176299579154,9997
per_day,2,HYDROGEL_PACK,4,0.005194755698582427,9996
per_day,2,HYDROGEL_PACK,5,0.0039035155163682543,9995
per_day,2,HYDROGEL_PACK,6,-0.011230089039938555,9994
per_day,2,HYDROGEL_PACK,7,0.007421478174473644,9993
per_day,2,HYDROGEL_PACK,8,-0.004192783744596987,9992
per_day,2,HYDROGEL_PACK,9,0.009181777067475675,9991
per_day,2,HYDROGEL_PACK,10,0.0006161462158136334,9990
per_day,2,HYDROGEL_PACK,11,0.009711403915892718,9989
per_day,2,HYDROGEL_PACK,12,-0.005248950378972908,9988
per_day,2,HYDROGEL_PACK,13,-0.012291016489249712,9987
per_day,2,HYDROGEL_PACK,14,-0.0016712639860403237,9986
per_day,2,HYDROGEL_PACK,15,0.001381774184425171,9985
per_day,2,HYDROGEL_PACK,16,0.005138066656112338,9984
per_day,2,HYDROGEL_PACK,17,0.02192205783568157,9983
per_day,2,HYDROGEL_PACK,18,-0.006891751151909135,9982
per_day,2,HYDROGEL_PACK,19,-0.012115739529784671,9981
per_day,2,HYDROGEL_PACK,20,0.0102467528267681,9980
per_day,2,VEV_4000,0,-0.011368446502023523,9999
per_day,2,VEV_4000,1,0.02745624426040857,9999
per_day,2,VEV_4000,2,0.014637913444691189,9998
per_day,2,VEV_4000,3,0.0028983987043252816,9997
per_day,2,VEV_4000,4,0.010303431315452645,9996
per_day,2,VEV_4000,5,-0.010468321611197508,9995
per_day,2,VEV_4000,6,-0.0025198435705713522,9994
per_day,2,VEV_4000,7,-0.012275574524289384,9993
per_day,2,VEV_4000,8,0.006152237931989033,9992
per_day,2,VEV_4000,9,-0.005049138926443024,9991
per_day,2,VEV_4000,10,0.01753625088681544,9990
per_day,2,VEV_4000,11,-0.015349847633493324,9989
per_day,2,VEV_4000,12,0.005293622753100167,9988
per_day,2,VEV_4000,13,0.006386850507387512,9987
per_day,2,VEV_4000,14,-0.014190750146268265,9986
per_day,2,VEV_4000,15,0.022232876754635752,9985
per_day,2,VEV_4000,16,0.0036551379234499304,9984
per_day,2,VEV_4000,17,0.015311767742565123,9983
per_day,2,VEV_4000,18,0.00492990937333744,9982
per_day,2,VEV_4000,19,-0.0012630218101995464,9981
per_day,2,VEV_4000,20,0.015677353390885936,9980
per_day,2,VEV_4500,0,,9999
per_day,2,VEV_4500,1,,9999
per_day,2,VEV_4500,2,,9998
per_day,2,VEV_4500,3,,9997
per_day,2,VEV_4500,4,,9996
per_day,2,VEV_4500,5,,9995
per_day,2,VEV_4500,6,,9994
per_day,2,VEV_4500,7,,9993
per_day,2,VEV_4500,8,,9992
per_day,2,VEV_4500,9,,9991
per_day,2,VEV_4500,10,,9990
per_day,2,VEV_4500,11,,9989
per_day,2,VEV_4500,12,,9988
per_day,2,VEV_4500,13,,9987
per_day,2,VEV_4500,14,,9986
per_day,2,VEV_4500,15,,9985
per_day,2,VEV_4500,16,,9984
per_day,2,VEV_4500,17,,9983
per_day,2,VEV_4500,18,,9982
per_day,2,VEV_4500,19,,9981
per_day,2,VEV_4500,20,,9980
per_day,2,VEV_5000,0,,9999
per_day,2,VEV_5000,1,,9999
per_day,2,VEV_5000,2,,9998
per_day,2,VEV_5000,3,,9997
per_day,2,VEV_5000,4,,9996
per_day,2,VEV_5000,5,,9995
per_day,2,VEV_5000,6,,9994
per_day,2,VEV_5000,7,,9993
per_day,2,VEV_5000,8,,9992
per_day,2,VEV_5000,9,,9991
per_day,2,VEV_5000,10,,9990
per_day,2,VEV_5000,11,,9989
per_day,2,VEV_5000,12,,9988
per_day,2,VEV_5000,13,,9987
per_day,2,VEV_5000,14,,9986
per_day,2,VEV_5000,15,,9985
per_day,2,VEV_5000,16,,9984
per_day,2,VEV_5000,17,,9983
per_day,2,VEV_5000,18,,9982
per_day,2,VEV_5000,19,,9981
per_day,2,VEV_5000,20,,9980
per_day,2,VEV_5100,0,,9999
per_day,2,VEV_5100,1,,9999
per_day,2,VEV_5100,2,,9998
per_day,2,VEV_5100,3,,9997
per_day,2,VEV_5100,4,,9996
per_day,2,VEV_5100,5,,9995
per_day,2,VEV_5100,6,,9994
per_day,2,VEV_5100,7,,9993
per_day,2,VEV_5100,8,,9992
per_day,2,VEV_5100,9,,9991
per_day,2,VEV_5100,10,,9990
per_day,2,VEV_5100,11,,9989
per_day,2,VEV_5100,12,,9988
per_day,2,VEV_5100,13,,9987
per_day,2,VEV_5100,14,,9986
per_day,2,VEV_5100,15,,9985
per_day,2,VEV_5100,16,,9984
per_day,2,VEV_5100,17,,9983
per_day,2,VEV_5100,18,,9982
per_day,2,VEV_5100,19,,9981
per_day,2,VEV_5100,20,,9980
per_day,2,VEV_5200,0,0.01172854844223664,9999
per_day,2,VEV_5200,1,-0.013840835656044648,9999
per_day,2,VEV_5200,2,0.013978315298649856,9998
per_day,2,VEV_5200,3,-0.012492334728806176,9997
per_day,2,VEV_5200,4,-0.0003809855735456457,9996
per_day,2,VEV_5200,5,0.00994469766742498,9995
per_day,2,VEV_5200,6,-0.004412876351731936,9994
per_day,2,VEV_5200,7,-0.012488127584238777,9993
per_day,2,VEV_5200,8,0.028800466702183992,9992
per_day,2,VEV_5200,9,-0.023260671605594467,9991
per_day,2,VEV_5200,10,-0.006203188099159756,9990
per_day,2,VEV_5200,11,0.0009748750091205065,9989
per_day,2,VEV_5200,12,-0.02147233447933082,9988
per_day,2,VEV_5200,13,-0.01608383593046336,9987
per_day,2,VEV_5200,14,-0.017878498502598886,9986
per_day,2,VEV_5200,15,0.006359507816396863,9985
per_day,2,VEV_5200,16,-0.009356375862760977,9984
per_day,2,VEV_5200,17,-0.02147920177836748,9983
per_day,2,VEV_5200,18,0.013539988248870113,9982
per_day,2,VEV_5200,19,-0.027770120640766956,9981
per_day,2,VEV_5200,20,0.0045583975547297375,9980
per_day,2,VEV_5300,0,0.004756275406242905,9999
per_day,2,VEV_5300,1,0.004756275406242892,9999
per_day,2,VEV_5300,2,0.0026444222694198554,9998
per_day,2,VEV_5300,3,-0.001603007101476751,9997
per_day,2,VEV_5300,4,0.007771528080162493,9996
per_day,2,VEV_5300,5,0.0019425013172723465,9995
per_day,2,VEV_5300,6,0.009028882442930002,9994
per_day,2,VEV_5300,7,0.0026648232505849146,9993
per_day,2,VEV_5300,8,-0.004419328788510355,9992
per_day,2,VEV_5300,9,-0.0040652404812760844,9991
per_day,2,VEV_5300,10,0.003733009442389446,9990
per_day,2,VEV_5300,11,-0.002295249744791258,9989
per_day,2,VEV_5300,12,-0.0047799103320867115,9988
per_day,2,VEV_5300,13,-0.011149393342038485,9987
per_day,2,VEV_5300,14,-0.013625847646519348,9986
per_day,2,VEV_5300,15,0.006374262101398875,9985
per_day,2,VEV_5300,16,-0.002306876275540381,9984
per_day,2,VEV_5300,17,0.001589580646399057,9983
per_day,2,VEV_5300,18,-0.000544137252134233,9982
per_day,2,VEV_5300,19,-0.004083901436414194,9981
per_day,2,VEV_5300,20,-0.004266750674795729,9980
per_day,2,VEV_5400,0,0.0027232793959312985,9999
per_day,2,VEV_5400,1,0.007089002070759615,9999
per_day,2,VEV_5400,2,0.005120377374953019,9998
per_day,2,VEV_5400,3,-0.0071849135283307206,9997
per_day,2,VEV_5400,4,0.0016728013333466105,9996
per_day,2,VEV_5400,5,0.012540025497949078,9995
per_day,2,VEV_5400,6,0.015989034687387275,9994
per_day,2,VEV_5400,7,0.0009129277504074742,9993
per_day,2,VEV_5400,8,-0.011400175005562134,9992
per_day,2,VEV_5400,9,0.00633595974601165,9991
per_day,2,VEV_5400,10,-0.005962682608241659,9990
per_day,2,VEV_5400,11,-0.004782987166900654,9989
per_day,2,VEV_5400,12,-2.470664339516923e-05,9988
per_day,2,VEV_5400,13,-0.009019871410265966,9987
per_day,2,VEV_5400,14,-0.010340124854136917,9986
per_day,2,VEV_5400,15,0.008578538497323552,9985
per_day,2,VEV_5400,16,-0.015657167465507247,9984
per_day,2,VEV_5400,17,-0.0014886716869651109,9983
per_day,2,VEV_5400,18,-0.0009703324621889287,9982
per_day,2,VEV_5400,19,-0.0032178506971392517,9981
per_day,2,VEV_5400,20,0.00021781229458213422,9980
per_day,2,VEV_5500,0,0.008349037792604137,9999
per_day,2,VEV_5500,1,0.012591669866821179,9999
per_day,2,VEV_5500,2,0.00084991934648208,9998
per_day,2,VEV_5500,3,-0.008121589612440768,9997
per_day,2,VEV_5500,4,0.006297749224622093,9996
per_day,2,VEV_5500,5,0.005708706191177086,9995
per_day,2,VEV_5500,6,0.020632712325579863,9994
per_day,2,VEV_5500,7,0.0003936703364619601,9993
per_day,2,VEV_5500,8,-0.01101041275368191,9992
per_day,2,VEV_5500,9,0.003785423013890989,9991
per_day,2,VEV_5500,10,0.0006445008253895814,9990
per_day,2,VEV_5500,11,-0.0010657959629857621,9989
per_day,2,VEV_5500,12,-0.004227827427914715,9988
per_day,2,VEV_5500,13,-0.013560533564208747,9987
per_day,2,VEV_5500,14,-0.019379411856752966,9986
per_day,2,VEV_5500,15,0.007657445501750955,9985
per_day,2,VEV_5500,16,-0.011759172002970456,9984
per_day,2,VEV_5500,17,0.0025576826873323984,9983
per_day,2,VEV_5500,18,0.00036160001205548845,9982
per_day,2,VEV_5500,19,-0.008006822689177623,9981
per_day,2,VEV_5500,20,0.0014497033975777653,9980
per_day,2,VEV_6000,0,0.008580217969663958,9999
per_day,2,VEV_6000,1,0.012332461659149994,9999
per_day,2,VEV_6000,2,0.0008501247209524349,9998
per_day,2,VEV_6000,3,-0.0073818607151045325,9997
per_day,2,VEV_6000,4,0.006047782160071161,9996
per_day,2,VEV_6000,5,0.006186158409340442,9995
per_day,2,VEV_6000,6,0.020119627078816787,9994
per_day,2,VEV_6000,7,0.0008791078253208021,9993
per_day,2,VEV_6000,8,-0.010992650690575053,9992
per_day,2,VEV_6000,9,0.003781466323480371,9991
per_day,2,VEV_6000,10,0.0006452277500896781,9990
per_day,2,VEV_6000,11,-9.366847313800063e-05,9989
per_day,2,VEV_6000,12,-0.004946819242430794,9988
per_day,2,VEV_6000,13,-0.013054508097688003,9987
per_day,2,VEV_6000,14,-0.019107077640216172,9986
per_day,2,VEV_6000,15,0.008374632549322596,9985
per_day,2,VEV_6000,16,-0.011498104386058996,9984
per_day,2,VEV_6000,17,0.002797735182732953,9983
per_day,2,VEV_6000,18,-0.0006067910005916994,9982
per_day,2,VEV_6000,19,-0.008720589842320915,9981
per_day,2,VEV_6000,20,0.00047964367238591065,9980
per_day,2,VEV_6500,0,0.008580217969663958,9999
per_day,2,VEV_6500,1,0.012332461659149994,9999
per_day,2,VEV_6500,2,0.0008501247209524349,9998
per_day,2,VEV_6500,3,-0.0073818607151045325,9997
per_day,2,VEV_6500,4,0.006047782160071161,9996
per_day,2,VEV_6500,5,0.006186158409340442,9995
per_day,2,VEV_6500,6,0.020119627078816787,9994
per_day,2,VEV_6500,7,0.0008791078253208021,9993
per_day,2,VEV_6500,8,-0.010992650690575053,9992
per_day,2,VEV_6500,9,0.003781466323480371,9991
per_day,2,VEV_6500,10,0.0006452277500896781,9990
per_day,2,VEV_6500,11,-9.366847313800063e-05,9989
per_day,2,VEV_6500,12,-0.004946819242430794,9988
per_day,2,VEV_6500,13,-0.013054508097688003,9987
per_day,2,VEV_6500,14,-0.019107077640216172,9986
per_day,2,VEV_6500,15,0.008374632549322596,9985
per_day,2,VEV_6500,16,-0.011498104386058996,9984
per_day,2,VEV_6500,17,0.002797735182732953,9983
per_day,2,VEV_6500,18,-0.0006067910005916994,9982
per_day,2,VEV_6500,19,-0.008720589842320915,9981
per_day,2,VEV_6500,20,0.00047964367238591065,9980
per_day,3,HYDROGEL_PACK,0,0.011464829722269395,9999
per_day,3,HYDROGEL_PACK,1,-0.008582283093819584,9999
per_day,3,HYDROGEL_PACK,2,0.0052449507025165275,9998
per_day,3,HYDROGEL_PACK,3,0.006244565657425953,9997
per_day,3,HYDROGEL_PACK,4,0.011020515374641583,9996
per_day,3,HYDROGEL_PACK,5,0.008411196166265136,9995
per_day,3,HYDROGEL_PACK,6,-0.005139417232421901,9994
per_day,3,HYDROGEL_PACK,7,-0.011804985561172486,9993
per_day,3,HYDROGEL_PACK,8,0.009800210892311699,9992
per_day,3,HYDROGEL_PACK,9,-0.004086184697661198,9991
per_day,3,HYDROGEL_PACK,10,0.0014128788898944893,9990
per_day,3,HYDROGEL_PACK,11,0.0011353948751402167,9989
per_day,3,HYDROGEL_PACK,12,0.004301354185457413,9988
per_day,3,HYDROGEL_PACK,13,-0.010697288580459286,9987
per_day,3,HYDROGEL_PACK,14,0.005745321008043966,9986
per_day,3,HYDROGEL_PACK,15,-0.00758636233556923,9985
per_day,3,HYDROGEL_PACK,16,0.010412135343776246,9984
per_day,3,HYDROGEL_PACK,17,0.007745712559780151,9983
per_day,3,HYDROGEL_PACK,18,0.004912351706410563,9982
per_day,3,HYDROGEL_PACK,19,-0.004865192823798588,9981
per_day,3,HYDROGEL_PACK,20,0.014192657718234056,9980
per_day,3,VEV_4000,0,-0.002921134720384519,9999
per_day,3,VEV_4000,1,0.01339066632932963,9999
per_day,3,VEV_4000,2,0.007037888981429925,9998
per_day,3,VEV_4000,3,-0.0032647031700204126,9997
per_day,3,VEV_4000,4,-0.00429496259271619,9996
per_day,3,VEV_4000,5,-0.011507180278820636,9995
per_day,3,VEV_4000,6,0.0036040335753949816,9994
per_day,3,VEV_4000,7,0.008927757815086639,9993
per_day,3,VEV_4000,8,-0.00017393123817485226,9992
per_day,3,VEV_4000,9,-0.005498134484686442,9991
per_day,3,VEV_4000,10,-0.01597466090678687,9990
per_day,3,VEV_4000,11,-0.0027502022550974607,9989
per_day,3,VEV_4000,12,-0.0008610008218617569,9988
per_day,3,VEV_4000,13,0.00034122535579170714,9987
per_day,3,VEV_4000,14,0.006180940845318709,9986
per_day,3,VEV_4000,15,0.00789859533684392,9985
per_day,3,VEV_4000,16,0.016143145594240692,9984
per_day,3,VEV_4000,17,-0.015117095758556624,9983
per_day,3,VEV_4000,18,-0.0049835105178379436,9982
per_day,3,VEV_4000,19,-0.002063521734549792,9981
per_day,3,VEV_4000,20,-0.0029227405225139298,9980
per_day,3,VEV_4500,0,0.009719966987986528,9999
per_day,3,VEV_4500,1,-0.004883168289726208,9999
per_day,3,VEV_4500,2,-0.010968480729872854,9998
per_day,3,VEV_4500,3,-0.0012326790969810536,9997
per_day,3,VEV_4500,4,-0.01461941013193376,9996
per_day,3,VEV_4500,5,0.0060696444525100415,9995
