timestamp,buyer,seller,symbol,currency,price,quantity,day,product,mid,bid1,ask1,book_spread,aggr,spr_b,hour_b,agg_party,agg_role,fwd_5_sym,fwd_5_ex,fwd_20_sym,fwd_20_ex,fwd_100_sym,fwd_100_ex
22800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9946.0,6,1,HYDROGEL_PACK,9954.0,9946,9962,16,sell_aggr,wide,h0_7,Mark 38,seller,-3.0,0.0,-1.0,2.0,2.0,5.5
25700,Mark 38,Mark 14,VEV_4000,XIRECS,1241.0,3,1,VEV_4000,1231.0,1221,1241,20,buy_aggr,wide,h0_7,Mark 38,buyer,-0.5,-1.0,7.5,7.0,3.0,3.0
29300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5237.0,4,1,VELVETFRUIT_EXTRACT,5239.5,5237,5242,5,sell_aggr,mid,h0_7,Mark 55,seller,2.0,2.0,-7.5,-7.5,-5.0,-5.0
30800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9940.0,2,1,HYDROGEL_PACK,9948.0,9940,9956,16,sell_aggr,wide,h0_7,Mark 38,seller,-1.0,-2.5,8.0,2.5,-3.0,-3.0
31400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9953.0,3,1,HYDROGEL_PACK,9945.0,9937,9953,16,buy_aggr,wide,h0_7,Mark 38,buyer,0.5,5.0,10.0,7.0,-1.0,-4.0
31700,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5237.0,4,1,VELVETFRUIT_EXTRACT,5234.5,5232,5237,5,buy_aggr,mid,h0_7,Mark 55,buyer,1.5,1.5,1.0,1.0,-6.5,-6.5
32000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9938.0,5,1,HYDROGEL_PACK,9946.0,9938,9954,16,sell_aggr,wide,h0_7,Mark 38,seller,6.0,2.0,5.0,-1.0,5.0,-7.0
32600,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5240.0,5,1,VELVETFRUIT_EXTRACT,5237.5,5235,5240,5,buy_aggr,mid,h0_7,Mark 55,buyer,2.5,2.5,-2.5,-2.5,-7.0,-7.0
32800,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5238.0,7,1,VELVETFRUIT_EXTRACT,5237.0,5236,5238,2,buy_aggr,tight,h0_7,Mark 67,buyer,2.5,2.5,-1.5,-1.5,-5.5,-5.5
33600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9948.0,6,1,HYDROGEL_PACK,9956.0,9948,9964,16,sell_aggr,wide,h0_7,Mark 38,seller,-6.0,-4.5,-2.0,-3.0,6.5,-5.0
36200,Mark 38,Mark 14,VEV_4000,XIRECS,1244.0,3,1,VEV_4000,1233.5,1223,1244,21,buy_aggr,wide,h0_7,Mark 38,buyer,-0.5,-0.5,-1.5,-0.5,15.0,15.0
36500,Mark 22,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5232.0,7,1,VELVETFRUIT_EXTRACT,5233.5,5232,5235,3,sell_aggr,mid,h0_7,Mark 55,seller,-3.0,-3.0,-2.0,-2.0,13.0,13.0
37400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9936.0,4,1,HYDROGEL_PACK,9944.0,9936,9952,16,sell_aggr,wide,h0_7,Mark 38,seller,7.0,-1.5,-1.0,0.0,25.0,13.5
38500,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,5,1,VEV_5500,6.5,6,7,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,2.0,0.0,2.0,1.0,13.0
38500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,2.0,0.0,2.0,0.0,13.0
38500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,2.0,0.0,2.0,0.0,13.0
38700,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5228.0,8,1,VELVETFRUIT_EXTRACT,5231.0,5228,5234,6,sell_aggr,mid,h0_7,Mark 55,seller,3.5,3.5,1.0,1.0,14.5,14.5
39400,Mark 22,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5234.0,5,1,VELVETFRUIT_EXTRACT,5232.5,5232,5233,1,buy_aggr,tight,h0_7,Mark 22,buyer,2.0,2.0,-5.0,-5.0,11.0,11.0
39400,Mark 67,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5233.0,9,1,VELVETFRUIT_EXTRACT,5232.5,5232,5233,1,buy_aggr,tight,h0_7,Mark 67,buyer,2.0,2.0,-5.0,-5.0,11.0,11.0
39800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5232.0,4,1,VELVETFRUIT_EXTRACT,5235.0,5232,5238,6,sell_aggr,mid,h0_7,Mark 55,seller,-2.0,-2.0,-5.5,-5.5,11.5,11.5
40400,Mark 01,Mark 22,VEV_5300,XIRECS,41.0,4,1,VEV_5300,42.0,41,43,2,sell_aggr,tight,h0_7,Mark 22,seller,0.0,0.0,-1.0,-2.0,5.0,13.0
40400,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,4,1,VEV_5400,14.5,14,15,1,sell_aggr,tight,h0_7,Mark 22,seller,-0.5,0.0,-0.5,-2.0,2.0,13.0
40400,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,4,1,VEV_5500,6.5,6,7,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,0.0,0.0,-2.0,1.0,13.0
40400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,0.0,0.0,-2.0,0.0,13.0
40400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,0.0,0.0,-2.0,0.0,13.0
40900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9951.0,5,1,HYDROGEL_PACK,9943.0,9935,9951,16,buy_aggr,wide,h0_7,Mark 38,buyer,1.0,-6.0,10.0,-2.0,36.0,9.5
41300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9953.0,5,1,HYDROGEL_PACK,9945.0,9937,9953,16,buy_aggr,wide,h0_7,Mark 38,buyer,1.0,2.0,14.0,3.5,31.0,18.0
43400,Mark 01,Mark 22,VEV_5400,XIRECS,13.0,5,1,VEV_5400,14.0,13,15,2,sell_aggr,tight,h0_7,Mark 22,seller,0.5,3.0,2.0,8.5,1.5,11.0
43400,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,5,1,VEV_5500,6.5,6,7,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,3.0,0.5,8.5,1.0,11.0
43400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,3.0,0.0,8.5,0.0,11.0
43400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,3.0,0.0,8.5,0.0,11.0
43600,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5229.0,4,1,VELVETFRUIT_EXTRACT,5231.5,5229,5234,5,sell_aggr,mid,h0_7,Mark 55,seller,4.5,4.5,10.5,10.5,12.0,12.0
43900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9952.0,6,1,HYDROGEL_PACK,9960.0,9952,9968,16,sell_aggr,wide,h0_7,Mark 38,seller,7.0,5.0,9.0,13.0,6.0,10.0
45200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9961.0,2,1,HYDROGEL_PACK,9969.0,9961,9977,16,sell_aggr,wide,h0_7,Mark 38,seller,3.0,3.0,4.0,4.0,-23.0,4.0
45400,Mark 67,Mark 22,VELVETFRUIT_EXTRACT,XIRECS,5241.0,8,1,VELVETFRUIT_EXTRACT,5240.0,5239,5241,2,buy_aggr,tight,h0_7,Mark 67,buyer,7.5,7.5,6.0,6.0,7.5,7.5
47700,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5243.0,4,1,VELVETFRUIT_EXTRACT,5244.0,5243,5245,2,sell_aggr,tight,h0_7,Mark 55,seller,0.5,0.5,1.5,1.5,3.5,3.5
48300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9960.0,3,1,HYDROGEL_PACK,9967.5,9960,9975,15,sell_aggr,wide,h0_7,Mark 38,seller,-1.5,0.0,12.5,0.5,-13.5,0.0
48900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5241.0,6,1,VELVETFRUIT_EXTRACT,5243.5,5241,5246,5,sell_aggr,mid,h0_7,Mark 55,seller,0.0,0.0,-0.5,-0.5,2.0,2.0
49800,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5244.0,3,1,VELVETFRUIT_EXTRACT,5246.5,5244,5249,5,sell_aggr,mid,h0_7,Mark 55,seller,-0.5,-0.5,1.0,1.0,0.5,0.5
50200,Mark 14,Mark 38,VEV_4000,XIRECS,1236.0,2,1,VEV_4000,1246.5,1236,1257,21,sell_aggr,wide,h0_7,Mark 38,seller,-7.5,-2.5,0.0,0.0,1.0,1.0
50300,Mark 38,Mark 14,VEV_4000,XIRECS,1257.0,3,1,VEV_4000,1246.5,1236,1257,21,buy_aggr,wide,h0_7,Mark 38,buyer,-3.0,-1.0,1.0,1.5,1.0,1.5
50700,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,5,1,VEV_5400,16.5,16,17,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,1.5,0.5,2.0,0.0,2.5
50700,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,5,1,VEV_5500,7.5,7,8,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,1.5,0.0,2.0,0.0,2.5
50700,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,1.5,0.0,2.0,0.0,2.5
50700,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,1.5,0.0,2.0,0.0,2.5
51700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5243.0,4,1,VELVETFRUIT_EXTRACT,5245.5,5243,5248,5,sell_aggr,mid,h0_7,Mark 55,seller,1.0,1.0,0.0,0.0,0.0,0.0
52400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9961.0,5,1,HYDROGEL_PACK,9969.0,9961,9977,16,sell_aggr,wide,h0_7,Mark 38,seller,0.0,0.0,-15.0,-1.0,-29.0,-3.0
52800,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,3,1,VEV_5400,16.5,16,17,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-2.0,0.0,-3.0,-0.5,-3.5
52800,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,3,1,VEV_5500,7.5,7,8,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-2.0,0.0,-3.0,0.0,-3.5
52800,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-2.0,0.0,-3.0,0.0,-3.5
52800,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,-2.0,0.0,-3.0,0.0,-3.5
53000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9961.0,4,1,HYDROGEL_PACK,9969.0,9961,9977,16,sell_aggr,wide,h0_7,Mark 38,seller,-1.0,0.0,-21.5,0.0,-26.5,-3.0
53400,Mark 14,Mark 22,VEV_5500,XIRECS,7.0,2,1,VEV_5500,7.5,7,8,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,2.0,0.0,5.0,0.0,1.0
53400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,2.0,0.0,5.0,0.0,1.0
53400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,2.0,0.0,5.0,0.0,1.0
53800,Mark 38,Mark 14,VEV_4000,XIRECS,1255.0,2,1,VEV_4000,1244.5,1234,1255,21,buy_aggr,wide,h0_7,Mark 38,buyer,-1.0,1.0,1.0,3.0,-2.0,0.0
54400,Mark 14,Mark 38,VEV_4000,XIRECS,1234.0,3,1,VEV_4000,1244.5,1234,1255,21,sell_aggr,wide,h0_7,Mark 38,seller,-1.0,-1.0,1.0,1.0,0.0,0.0
57600,Mark 38,Mark 14,VEV_4000,XIRECS,1257.0,3,1,VEV_4000,1246.5,1236,1257,21,buy_aggr,wide,h0_7,Mark 38,buyer,2.0,2.0,0.0,0.0,0.0,0.0
59300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9949.0,4,1,HYDROGEL_PACK,9957.0,9949,9965,16,sell_aggr,wide,h0_7,Mark 38,seller,-2.0,-0.5,-5.0,-2.0,0.5,-2.0
59600,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5244.0,4,1,VELVETFRUIT_EXTRACT,5246.5,5244,5249,5,sell_aggr,mid,h0_7,Mark 55,seller,0.0,0.0,-1.0,-1.0,-2.0,-2.0
60300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5245.0,5,1,VELVETFRUIT_EXTRACT,5247.5,5245,5250,5,sell_aggr,mid,h0_7,Mark 55,seller,-1.0,-1.0,-4.0,-4.0,-5.0,-5.0
61100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9961.0,2,1,HYDROGEL_PACK,9953.0,9945,9961,16,buy_aggr,wide,h0_7,Mark 38,buyer,0.0,0.0,-11.0,-3.5,10.0,-4.0
61400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9962.0,2,1,HYDROGEL_PACK,9954.0,9946,9962,16,buy_aggr,wide,h0_7,Mark 38,buyer,-6.0,-2.5,-17.0,-3.0,7.0,-6.0
62100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5243.0,6,1,VELVETFRUIT_EXTRACT,5245.5,5243,5248,5,sell_aggr,mid,h0_7,Mark 55,seller,-2.0,-2.0,-4.0,-4.0,-2.0,-2.0
62600,Mark 38,Mark 14,VEV_4000,XIRECS,1254.0,1,1,VEV_4000,1243.5,1233,1254,21,buy_aggr,wide,h0_7,Mark 38,buyer,-1.5,-1.5,-1.0,-1.0,-5.0,-5.0
63100,Mark 38,Mark 14,VEV_4000,XIRECS,1252.0,3,1,VEV_4000,1242.0,1232,1252,20,buy_aggr,wide,h0_7,Mark 38,buyer,3.5,3.5,2.5,2.5,-3.5,-3.5
63200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9950.0,5,1,HYDROGEL_PACK,9942.0,9934,9950,16,buy_aggr,wide,h0_7,Mark 38,buyer,-5.0,1.0,-5.0,2.0,29.0,-5.0
63200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5240.0,8,1,VELVETFRUIT_EXTRACT,5242.5,5240,5245,5,sell_aggr,mid,h0_7,Mark 55,seller,1.0,1.0,2.0,2.0,-5.0,-5.0
64200,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5245.0,6,1,VELVETFRUIT_EXTRACT,5242.5,5240,5245,5,buy_aggr,mid,h0_7,Mark 55,buyer,1.0,1.0,-0.5,-0.5,-5.5,-5.5
64300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9933.0,4,1,HYDROGEL_PACK,9941.0,9933,9949,16,sell_aggr,wide,h0_7,Mark 38,seller,-4.0,0.0,10.0,-1.0,42.0,-7.0
65400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9930.0,4,1,HYDROGEL_PACK,9938.0,9930,9946,16,sell_aggr,wide,h0_7,Mark 38,seller,4.5,-1.0,18.0,5.0,45.0,-4.0
65700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5240.0,8,1,VELVETFRUIT_EXTRACT,5242.5,5240,5245,5,sell_aggr,mid,h0_7,Mark 55,seller,-0.5,-0.5,6.0,6.0,-5.0,-5.0
65900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9935.0,2,1,HYDROGEL_PACK,9942.5,9935,9950,15,sell_aggr,wide,h0_7,Mark 38,seller,6.0,-0.5,15.5,5.0,40.5,-4.5
67700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5250.0,4,1,VELVETFRUIT_EXTRACT,5248.5,5247,5250,3,buy_aggr,mid,h0_7,Mark 55,buyer,-2.0,-2.0,-4.0,-4.0,-11.0,-11.0
68000,Mark 38,Mark 14,VEV_4000,XIRECS,1258.0,2,1,VEV_4000,1247.5,1237,1258,21,buy_aggr,wide,h0_7,Mark 38,buyer,-1.0,-1.0,-4.0,-4.0,-9.0,-9.0
69500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9952.0,2,1,HYDROGEL_PACK,9959.5,9952,9967,15,sell_aggr,wide,h0_7,Mark 38,seller,-2.5,0.0,5.5,-3.0,23.5,-3.5
70500,Mark 14,Mark 38,VEV_4000,XIRECS,1232.0,1,1,VEV_4000,1242.0,1232,1252,20,sell_aggr,wide,h0_7,Mark 38,seller,-0.5,-0.5,-3.0,-3.0,-4.5,-4.5
73400,Mark 22,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5237.0,8,1,VELVETFRUIT_EXTRACT,5235.5,5235,5236,1,buy_aggr,tight,h0_7,Mark 22,buyer,0.0,0.0,4.0,4.0,0.0,0.0
73400,Mark 55,Mark 49,VELVETFRUIT_EXTRACT,XIRECS,5236.0,6,1,VELVETFRUIT_EXTRACT,5235.5,5235,5236,1,buy_aggr,tight,h0_7,Mark 55,buyer,0.0,0.0,4.0,4.0,0.0,0.0
73500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9966.0,3,1,HYDROGEL_PACK,9974.0,9966,9982,16,sell_aggr,wide,h0_7,Mark 38,seller,6.0,0.0,6.0,1.5,1.0,-1.0
74100,Mark 01,Mark 22,VEV_5300,XIRECS,42.0,3,1,VEV_5300,43.0,42,44,2,sell_aggr,tight,h0_7,Mark 22,seller,1.0,4.0,1.0,3.0,-2.0,-4.0
74100,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,3,1,VEV_5400,14.5,14,15,1,sell_aggr,tight,h0_7,Mark 22,seller,1.0,4.0,1.0,3.0,-0.5,-4.0
74100,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,3,1,VEV_5500,6.5,6,7,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,4.0,0.0,3.0,0.0,-4.0
74100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,VEV_6000,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,4.0,0.0,3.0,0.0,-4.0
74100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,VEV_6500,0.5,0,1,1,sell_aggr,tight,h0_7,Mark 22,seller,0.0,4.0,0.0,3.0,0.0,-4.0
