timestamp,K,S,mid,iv,vega,spread,extract_ret1,extract_z20
940000,4000,5253.5,1258.5,0.9712733464114333,33.12112505468034,11.0,0.0,-0.662294364430046
960000,4000,5232.0,1233.5,0.8130530910342799,14.977354195449427,21.0,-1.0,0.31790537832188037
980000,4000,5240.0,1240.0,,,20.0,-0.5,1.1190763867494993
0,4500,5250.0,750.0,,,16.0,0.0,
20000,4500,5239.5,740.0,0.4038340116080432,11.142082083785382,16.0,1.0,1.8378946112510586
40000,4500,5232.5,733.0,0.4012112651817965,11.197114525910314,16.0,0.0,0.40853969522599926
60000,4500,5244.5,743.0,,,16.0,1.0,0.7552956131540497
80000,4500,5249.5,749.0,,,16.0,-1.0,1.2260361150991002
100000,4500,5237.5,738.0,0.40497670791294116,11.105619945710401,16.0,-1.0,-0.8678918395837373
120000,4500,5222.0,722.0,,,16.0,-0.5,0.14254346044662386
140000,4500,5227.5,727.0,,,16.0,1.0,0.2913797659604477
160000,4500,5250.0,750.0,,,16.0,0.0,1.245090811499558
180000,4500,5238.5,738.0,,,16.0,2.0,-0.22360679762488714
200000,4500,5230.5,730.5,,,15.0,0.0,1.4481608365035545
220000,4500,5224.5,724.5,,,15.0,-1.0,0.17897607361823575
240000,4500,5234.5,735.0,0.40725501871430886,11.035974431725647,16.0,1.0,1.520135128392649
260000,4500,5236.5,737.0,0.4086878307188827,11.002280772609085,16.0,-1.0,-0.3861092998126088
280000,4500,5238.5,739.0,0.4101244471452132,10.96870778906952,16.0,0.0,-1.0495707149138578
300000,4500,5256.5,756.0,,,16.0,1.0,1.0516149219568998
320000,4500,5268.0,768.0,,,16.0,0.5,1.3102780449726563
340000,4500,5258.5,758.0,,,16.0,2.5,0.2745848234633892
360000,4500,5283.0,778.5,,,7.0,-0.5,1.4050003457477624
380000,4500,5270.5,770.5,,,17.0,-1.5,-2.354074480615946
400000,4500,5259.5,759.0,,,16.0,0.0,-1.864083324838396
420000,4500,5262.5,763.0,0.4248398322953424,10.64535947924737,16.0,-1.5,-1.4272470122639347
440000,4500,5244.0,744.0,,,16.0,0.5,-0.5517166642896915
460000,4500,5236.5,737.0,0.41407261926929434,10.859202110275545,16.0,0.0,-0.9273676528168323
480000,4500,5242.5,742.0,,,16.0,1.0,2.2886071578971015
500000,4500,5249.5,750.0,0.4211498794225845,10.70793228153865,16.0,0.0,1.0041580216788757
520000,4500,5244.5,744.0,,,16.0,-1.0,1.0443214112085144
540000,4500,5243.5,744.0,0.4195157049067345,10.735246377295148,16.0,-0.5,0.7776279566089117
560000,4500,5236.5,735.5,,,15.0,1.0,0.8868054131691259
580000,4500,5244.5,745.0,0.42110685623690625,10.697081492525795,16.0,1.0,1.7124310463613952
600000,4500,5246.0,746.0,,,16.0,-2.5,-2.5984529879529807
620000,4500,5227.0,727.0,,,16.0,0.5,-0.44457958407294823
640000,4500,5231.5,732.0,0.4167790405084182,10.776411570940894,16.0,0.0,1.0956412727452396
660000,4500,5239.5,739.5,,,15.0,1.0,2.1269310128126993
680000,4500,5239.0,741.0,0.5018841560271232,27.805209179994325,16.0,-3.5,-0.03946002311670132
700000,4500,5250.5,750.0,,,16.0,1.5,-0.681580227760584
720000,4500,5252.5,752.0,,,16.0,0.0,0.3883215814428795
740000,4500,5269.5,769.0,,,16.0,0.0,0.6343438064065303
760000,4500,5262.0,762.0,,,16.0,-0.5,-1.9379389759691426
780000,4500,5250.5,750.0,,,16.0,0.5,-0.21035581435150727
800000,4500,5248.5,748.0,,,16.0,1.0,1.5325390107121957
820000,4500,5255.0,755.0,,,16.0,-0.5,1.3561784470761438
840000,4500,5260.5,760.0,,,16.0,0.5,2.3100917228477886
860000,4500,5253.5,753.0,,,16.0,0.0,0.5323683917872393
880000,4500,5255.5,755.5,,,17.0,0.0,-1.2275425007318432
900000,4500,5257.5,757.0,,,16.0,-1.0,-1.5332526291547621
920000,4500,5257.5,758.0,0.43723307448053944,10.332305302383572,16.0,0.0,1.444836892575008
940000,4500,5253.5,757.0,0.5647402778445534,38.634174100074134,8.0,0.0,-0.662294364430046
960000,4500,5232.0,733.5,0.48796767507411604,22.6579558778981,15.0,-1.0,0.31790537832188037
980000,4500,5240.0,740.0,,,16.0,-0.5,1.1190763867494993
0,5000,5250.0,257.0,0.2393291458723293,117.23519449723783,6.0,0.0,
20000,5000,5239.5,248.0,0.24428643145510343,130.45934557826726,6.0,1.0,1.8378946112510586
40000,5000,5232.5,241.0,0.2394988647668518,131.94246646309176,6.0,0.0,0.40853969522599926
60000,5000,5244.5,251.0,0.23206976168505972,113.88915130482933,6.0,1.0,0.7552956131540497
80000,5000,5249.5,256.0,0.23582727627654254,112.70045903055099,6.0,-1.0,1.2260361150991002
100000,5000,5237.5,246.0,0.24406247632424755,130.26648653083691,6.0,-1.0,-0.8678918395837373
120000,5000,5222.0,231.5,0.24025941603301823,140.44871864565178,5.0,-0.5,0.14254346044662386
140000,5000,5227.5,236.0,0.23733563856964882,132.3167653220538,6.0,1.0,0.2913797659604477
160000,5000,5250.0,257.0,0.2417589456728084,116.05692141758185,6.0,0.0,1.245090811499558
180000,5000,5238.5,246.0,0.23809320655087335,122.23025519090471,6.0,2.0,-0.22360679762488714
200000,5000,5230.5,239.0,0.24046641054680282,131.08634509822483,6.0,0.0,1.4481608365035545
220000,5000,5224.5,233.5,0.24005374122345183,135.72481818223,5.0,-1.0,0.17897607361823575
240000,5000,5234.5,243.0,0.2440430286889248,129.8038218652732,6.0,1.0,1.520135128392649
260000,5000,5236.5,244.5,0.24191146504529218,125.6997327933659,5.0,-1.0,-0.3861092998126088
280000,5000,5238.5,246.0,0.23963029938094277,121.446217240131,6.0,0.0,-1.0495707149138578
300000,5000,5256.5,262.0,0.23458198130037444,101.07173592946556,6.0,1.0,1.0516149219568998
320000,5000,5268.0,273.0,0.23750138016648817,94.16899092082161,6.0,0.5,1.3102780449726563
340000,5000,5258.5,264.0,0.2365561018533994,100.43684361707817,6.0,2.5,0.2745848234633892
360000,5000,5283.0,285.5,0.21563895316902665,62.50654724814302,3.0,-0.5,1.4050003457477624
380000,5000,5270.5,275.5,0.24010311641243268,93.37601188503679,7.0,-1.5,-2.354074480615946
400000,5000,5259.5,265.0,0.2381711273552838,99.85884730793158,6.0,0.0,-1.864083324838396
420000,5000,5262.5,268.0,0.24053386478029296,99.1820551017924,6.0,-1.5,-1.4272470122639347
440000,5000,5244.0,251.0,0.2418910271396228,115.21351822005317,6.0,0.5,-0.5517166642896915
460000,5000,5236.5,244.0,0.2410095798156155,120.46519724105536,6.0,0.0,-0.9273676528168323
480000,5000,5242.5,249.0,0.23703592583661348,111.25090059146787,6.0,1.0,2.2886071578971015
500000,5000,5249.5,256.0,0.24234049697413626,109.67148545306425,6.0,0.0,1.0041580216788757
520000,5000,5244.5,251.0,0.23909913541168695,110.54087520872687,6.0,-1.0,1.0443214112085144
540000,5000,5243.5,251.0,0.24743907673872928,118.30143785709122,6.0,-0.5,0.7776279566089117
560000,5000,5236.5,243.0,0.2339897617639255,111.92195491560592,6.0,1.0,0.8868054131691259
580000,5000,5244.5,252.0,0.24883892535436336,117.77130338570657,6.0,1.0,1.7124310463613952
600000,5000,5246.0,253.0,0.24594471498504894,113.57204755713593,6.0,-2.5,-2.5984529879529807
620000,5000,5227.0,235.0,0.24060284354273817,124.91679121889568,6.0,0.5,-0.44457958407294823
640000,5000,5231.5,239.5,0.24432330054164683,123.70493036533213,5.0,0.0,1.0956412727452396
660000,5000,5239.5,247.0,0.2464959974281712,118.20262524918469,6.0,1.0,2.1269310128126993
680000,5000,5239.0,248.0,0.25863056875067086,128.27342104957822,6.0,-3.5,-0.03946002311670132
700000,5000,5250.5,256.0,0.23672287515947046,99.52380546015613,6.0,1.5,-0.681580227760584
720000,5000,5252.5,258.0,0.2384521058839949,99.01325749019304,6.0,0.0,0.3883215814428795
740000,5000,5269.5,274.0,0.23967549386227913,86.45066545560786,6.0,0.0,0.6343438064065303
760000,5000,5262.0,267.5,0.24576792506190606,97.0203988906211,7.0,-0.5,-1.9379389759691426
780000,5000,5250.5,256.5,0.24297367186409854,103.31869893514192,7.0,0.5,-0.21035581435150727
800000,5000,5248.5,254.5,0.2418779502685583,103.56077176184783,7.0,1.0,1.5325390107121957
820000,5000,5255.0,260.5,0.24187122290724072,97.87185108972919,7.0,-0.5,1.3561784470761438
840000,5000,5260.5,265.5,0.24079097262231786,92.19088649171198,7.0,0.5,2.3100917228477886
860000,5000,5253.5,259.0,0.24148665645674489,97.87277735953504,6.0,0.0,0.5323683917872393
880000,5000,5255.5,261.0,0.2432421282179344,97.37134662610173,6.0,0.0,-1.2275425007318432
900000,5000,5257.5,262.5,0.2397155956715468,92.32167872632662,7.0,-1.0,-1.5332526291547621
920000,5000,5257.5,263.0,0.24534655318434986,96.73794109728605,6.0,0.0,1.444836892575008
940000,5000,5253.5,260.0,0.25270276742921916,105.6344641219165,4.0,0.0,-0.662294364430046
960000,5000,5232.0,241.0,0.25825434112599616,127.36449257871539,6.0,-1.0,0.31790537832188037
980000,5000,5240.0,247.0,0.24803161927964157,111.84511124345184,6.0,-0.5,1.1190763867494993
0,5100,5250.0,171.5,0.24005218590950272,219.09771891720152,5.0,0.0,
20000,5100,5239.5,164.0,0.24380094156745893,230.37744455847366,4.0,1.0,1.8378946112510586
40000,5100,5232.5,158.0,0.24160071682058526,235.0021395554061,4.0,0.0,0.40853969522599926
60000,5100,5244.5,166.0,0.23583900056573462,220.3679387951913,4.0,1.0,0.7552956131540497
80000,5100,5249.5,170.5,0.23849841197716581,216.79006387489198,5.0,-1.0,1.2260361150991002
100000,5100,5237.5,161.5,0.2409156747125512,228.83059950811682,5.0,-1.0,-0.8678918395837373
120000,5100,5222.0,149.0,0.23863706048137018,240.967726634032,4.0,-0.5,0.14254346044662386
140000,5100,5227.5,153.0,0.23817363923889404,235.48061606515967,4.0,1.0,0.2913797659604477
160000,5100,5250.0,171.5,0.2424893264218034,216.89567590439955,5.0,0.0,1.245090811499558
180000,5100,5238.5,162.0,0.24090983559245413,226.1039781623759,4.0,2.0,-0.22360679762488714
200000,5100,5230.5,156.0,0.24207983884294618,233.40315067783058,4.0,0.0,1.4481608365035545
220000,5100,5224.5,151.0,0.24061251810473103,237.48328342720401,4.0,-1.0,0.17897607361823575
240000,5100,5234.5,159.0,0.24233477938757617,229.08658876659294,4.0,1.0,1.520135128392649
260000,5100,5236.5,161.0,0.24461410330755354,228.02358006043778,4.0,-1.0,-0.3861092998126088
280000,5100,5238.5,162.0,0.242465112140118,224.65364903061175,4.0,0.0,-1.0495707149138578
300000,5100,5256.5,176.5,0.24364542420252452,208.29051672540845,5.0,1.0,1.0516149219568998
320000,5100,5268.0,186.5,0.2470347632861222,199.22558112988682,5.0,0.5,1.3102780449726563
340000,5100,5258.5,178.0,0.24369929274995095,205.51003658876957,4.0,2.5,0.2745848234633892
360000,5100,5283.0,197.0,0.23672009778574243,176.35433887924435,2.0,-0.5,1.4050003457477624
380000,5100,5270.5,188.5,0.24770502353731794,195.91262440993552,5.0,-1.5,-2.354074480615946
400000,5100,5259.5,179.0,0.24557809338784695,204.3459480809218,4.0,0.0,-1.864083324838396
420000,5100,5262.5,181.5,0.24618170612867118,201.45337439000693,5.0,-1.5,-1.4272470122639347
440000,5100,5244.0,166.0,0.24353059428589277,216.53256330897014,4.0,0.5,-0.5517166642896915
460000,5100,5236.5,160.0,0.24337135697434495,222.77973796312617,4.0,0.0,-0.9273676528168323
480000,5100,5242.5,164.5,0.24272822807727318,216.5229061568791,5.0,1.0,2.2886071578971015
500000,5100,5249.5,170.5,0.24508540571911847,210.96354478914037,5.0,0.0,1.0041580216788757
520000,5100,5244.5,166.0,0.24298254481910245,213.8892492394483,4.0,-1.0,1.0443214112085144
540000,5100,5243.5,166.0,0.24698846170170888,216.54979291158196,4.0,-0.5,0.7776279566089117
560000,5100,5236.5,159.0,0.24045828298050176,218.90522689327327,4.0,1.0,0.8868054131691259
580000,5100,5244.5,166.5,0.2463028809367299,214.33252123659022,5.0,1.0,1.7124310463613952
600000,5100,5246.0,167.0,0.24337888227894558,210.84272127539677,4.0,-2.5,-2.5984529879529807
620000,5100,5227.0,152.0,0.24308860351271572,227.3426321458102,4.0,0.5,-0.44457958407294823
640000,5100,5231.5,156.0,0.2457956362244363,224.24140598675484,4.0,0.0,1.0956412727452396
660000,5100,5239.5,162.0,0.24506083918688518,216.29088935450622,4.0,1.0,2.1269310128126993
680000,5100,5239.0,163.0,0.25178239618688336,219.71439541322547,4.0,-3.5,-0.03946002311670132
700000,5100,5250.5,171.0,0.24696799727337387,206.38710553729777,4.0,1.5,-0.681580227760584
720000,5100,5252.5,172.0,0.24431864797359082,202.48770494154178,4.0,0.0,0.3883215814428795
740000,5100,5269.5,185.5,0.24222513810544788,184.47566123281038,5.0,0.0,0.6343438064065303
760000,5100,5262.0,179.5,0.2437233160467091,192.18330127113381,5.0,-0.5,-1.9379389759691426
780000,5100,5250.5,170.0,0.2434263325190744,202.37747148582378,4.0,0.5,-0.21035581435150727
800000,5100,5248.5,169.0,0.2467459866720703,205.693335345045,4.0,1.0,1.5325390107121957
820000,5100,5255.0,174.5,0.2483947663866653,200.19830092758025,5.0,-0.5,1.3561784470761438
840000,5100,5260.5,178.5,0.24629086473937148,193.30604925726442,5.0,0.5,2.3100917228477886
860000,5100,5253.5,172.5,0.2451510341068513,198.6714095111651,5.0,0.0,0.5323683917872393
880000,5100,5255.5,174.5,0.2473965579662882,197.68010134868166,5.0,0.0,-1.2275425007318432
900000,5100,5257.5,175.5,0.24451881886975496,193.5461238082559,5.0,-1.0,-1.5332526291547621
920000,5100,5257.5,176.5,0.2499958513871714,196.42088233253244,5.0,0.0,1.444836892575008
940000,5100,5253.5,173.5,0.2515602548863779,200.49753835194895,3.0,0.0,-0.662294364430046
960000,5100,5232.0,157.0,0.25411481429621874,220.17080805710285,4.0,-1.0,0.31790537832188037
980000,5100,5240.0,161.5,0.24632939626674397,208.86202232874697,5.0,-0.5,1.1190763867494993
0,5200,5250.0,101.5,0.23922856527601916,297.48774855123065,3.0,0.0,
20000,5200,5239.5,95.5,0.24060946037812125,300.96659528146586,3.0,1.0,1.8378946112510586
40000,5200,5232.5,90.5,0.237892975082484,302.467983914073,3.0,0.0,0.40853969522599926
60000,5200,5244.5,96.5,0.23457134566846513,298.0502985284291,3.0,1.0,0.7552956131540497
80000,5200,5249.5,99.5,0.23471091809207528,295.6760890770689,3.0,-1.0,1.2260361150991002
100000,5200,5237.5,92.5,0.2357498653564265,299.7469858435413,3.0,-1.0,-0.8678918395837373
120000,5200,5222.0,83.5,0.23561268682156158,303.1463472106505,3.0,-0.5,0.14254346044662386
140000,5200,5227.5,86.0,0.23396427120885313,301.6022819779601,2.0,1.0,0.2913797659604477
160000,5200,5250.0,99.5,0.23485897426693667,293.86972686701995,3.0,0.0,1.245090811499558
180000,5200,5238.5,92.0,0.23329291143086184,297.6978216054194,2.0,2.0,-0.22360679762488714
200000,5200,5230.5,88.0,0.23581901201111996,299.7575796803244,2.0,0.0,1.4481608365035545
220000,5200,5224.5,84.5,0.23580773878570974,300.7219866232675,3.0,-1.0,0.17897607361823575
240000,5200,5234.5,90.5,0.2370508060830992,297.9345449155906,3.0,1.0,1.520135128392649
260000,5200,5236.5,92.0,0.23846954925505062,297.01664939919624,2.0,-1.0,-0.3861092998126088
280000,5200,5238.5,93.0,0.23817869903662645,295.9815422288191,2.0,0.0,-1.0495707149138578
300000,5200,5256.5,103.5,0.2368143260708141,288.30972972021556,3.0,1.0,1.0516149219568998
320000,5200,5268.0,111.5,0.23931986188731186,282.35023198540705,3.0,0.5,1.3102780449726563
340000,5200,5258.5,104.5,0.2365111329753372,286.48149171965645,3.0,2.5,0.2745848234633892
360000,5200,5283.0,120.5,0.23623616648605825,271.6902385343283,1.0,-0.5,1.4050003457477624
380000,5200,5270.5,112.5,0.23798193128876127,279.44648155656137,3.0,-1.5,-2.354074480615946
400000,5200,5259.5,105.5,0.23872212615322583,285.03083426048926,3.0,0.0,-1.864083324838396
420000,5200,5262.5,108.0,0.24109483715296587,283.4343025891274,4.0,-1.5,-1.4272470122639347
440000,5200,5244.0,96.5,0.24143101522335833,291.08675298750774,3.0,0.5,-0.5517166642896915
460000,5200,5236.5,92.5,0.243316922623181,293.236564145656,3.0,0.0,-0.9273676528168323
480000,5200,5242.5,95.5,0.24173322499198951,290.82214366737526,3.0,1.0,2.2886071578971015
500000,5200,5249.5,99.5,0.24119330653174353,287.72940395039797,3.0,0.0,1.0041580216788757
520000,5200,5244.5,96.5,0.24167649375419203,289.2877934327118,3.0,-1.0,1.0443214112085144
540000,5200,5243.5,95.5,0.24062718378824977,289.1658152313353,3.0,-0.5,0.7776279566089117
560000,5200,5236.5,91.5,0.24151263088039862,291.1199518562998,3.0,1.0,0.8868054131691259
580000,5200,5244.5,96.5,0.24265165505398406,288.12521219833326,3.0,1.0,1.7124310463613952
600000,5200,5246.0,97.5,0.24329856472766004,287.20698072124446,3.0,-2.5,-2.5984529879529807
620000,5200,5227.0,86.5,0.24413306229334447,292.42965402960743,3.0,0.5,-0.44457958407294823
640000,5200,5231.5,89.0,0.24422561197623366,290.9823928083441,2.0,0.0,1.0956412727452396
660000,5200,5239.5,93.5,0.24394670362219703,288.2718429378909,3.0,1.0,2.1269310128126993
680000,5200,5239.0,93.5,0.24530861211192181,288.0936576441077,3.0,-3.5,-0.03946002311670132
700000,5200,5250.5,99.5,0.24230235136574102,283.2628759871279,3.0,1.5,-0.681580227760584
720000,5200,5252.5,100.5,0.24178586355559634,281.9405734082616,3.0,0.0,0.3883215814428795
740000,5200,5269.5,110.5,0.23889223629564435,272.48083879161067,3.0,0.0,0.6343438064065303
760000,5200,5262.0,106.0,0.24062355642612493,276.4304802999479,4.0,-0.5,-1.9379389759691426
780000,5200,5250.5,97.5,0.23653300126957727,281.02613734009935,3.0,0.5,-0.21035581435150727
800000,5200,5248.5,96.5,0.23770277213435134,281.57701811380605,3.0,1.0,1.5325390107121957
820000,5200,5255.0,101.5,0.24144748169626207,278.66993568035804,3.0,-0.5,1.3561784470761438
840000,5200,5260.5,104.0,0.23819604654100002,275.14960441019093,4.0,0.5,2.3100917228477886
860000,5200,5253.5,100.5,0.24190822868776649,278.5492480882966,3.0,0.0,0.5323683917872393
880000,5200,5255.5,101.5,0.24132827910156915,277.14509634097766,3.0,0.0,-1.2275425007318432
900000,5200,5257.5,102.5,0.2407096788200023,275.69140756416203,3.0,-1.0,-1.5332526291547621
920000,5200,5257.5,103.5,0.24467890586736596,275.73693343845986,3.0,0.0,1.444836892575008
940000,5200,5253.5,101.0,0.24507950256889496,277.16980164825713,2.0,0.0,-0.662294364430046
960000,5200,5232.0,88.5,0.2469430720644866,284.36286104637975,3.0,-1.0,0.31790537832188037
980000,5200,5240.0,92.5,0.24483975675243497,281.4994625881854,3.0,-0.5,1.1190763867494993
0,5300,5250.0,53.0,0.2419514003035291,300.7814139563317,2.0,0.0,
20000,5300,5239.5,49.0,0.2426404364355904,295.2854049049679,2.0,1.0,1.8378946112510586
40000,5300,5232.5,46.0,0.2416375287202413,290.82154765315664,2.0,0.0,0.40853969522599926
60000,5300,5244.5,49.0,0.2367405574381387,296.38797412949924,2.0,1.0,0.7552956131540497
80000,5300,5249.5,51.5,0.2388237959191719,298.6575406106399,3.0,-1.0,1.2260361150991002
100000,5300,5237.5,46.0,0.2361953000434175,291.678925168619,2.0,-1.0,-0.8678918395837373
120000,5300,5222.0,41.0,0.23838800875689586,281.9097794996973,2.0,-0.5,0.14254346044662386
140000,5300,5227.5,42.0,0.2354827329910983,284.57457669501025,2.0,1.0,0.2913797659604477
160000,5300,5250.0,51.0,0.23768434268593497,297.163451632949,2.0,0.0,1.245090811499558
180000,5300,5238.5,46.0,0.236113711621477,290.58775794696356,2.0,2.0,-0.22360679762488714
200000,5300,5230.5,43.0,0.23616344020507068,285.3717986567616,2.0,0.0,1.4481608365035545
220000,5300,5224.5,41.0,0.23685123682489131,281.1675098721183,2.0,-1.0,0.17897607361823575
240000,5300,5234.5,45.0,0.23869763960905727,287.3974250430966,2.0,1.0,1.520135128392649
260000,5300,5236.5,46.0,0.2399144898071438,288.3227064607306,2.0,-1.0,-0.3861092998126088
280000,5300,5238.5,46.0,0.23763802514415006,288.72380184361,2.0,0.0,-1.0495707149138578
300000,5300,5256.5,53.0,0.23767796560362398,297.2039097688584,2.0,1.0,1.0516149219568998
320000,5300,5268.0,58.0,0.23837076963816686,301.07790763905314,2.0,0.5,1.3102780449726563
340000,5300,5258.5,53.5,0.23719072348150638,297.1786059970256,3.0,2.5,0.2745848234633892
360000,5300,5283.0,63.5,0.23470722480597764,304.0060315527828,1.0,-0.5,1.4050003457477624
380000,5300,5270.5,58.5,0.23731168495055535,300.59873339314083,3.0,-1.5,-2.354074480615946
400000,5300,5259.5,54.0,0.23840418947065145,296.4282497078787,2.0,0.0,-1.864083324838396
420000,5300,5262.5,55.5,0.23950865834159418,297.2194896341713,3.0,-1.5,-1.4272470122639347
440000,5300,5244.0,47.5,0.23809318923842976,288.4448798584984,3.0,0.5,-0.5517166642896915
460000,5300,5236.5,45.0,0.23955845719595534,284.0739475926887,2.0,0.0,-0.9273676528168323
480000,5300,5242.5,47.0,0.2389863944698467,286.91777886230363,2.0,1.0,2.2886071578971015
500000,5300,5249.5,50.0,0.24025449423740677,290.1652295531124,2.0,0.0,1.0041580216788757
520000,5300,5244.5,48.0,0.24043297935422658,287.29481073174844,2.0,-1.0,1.0443214112085144
540000,5300,5243.5,48.0,0.2421002983577278,286.54644449441355,2.0,-0.5,0.7776279566089117
560000,5300,5236.5,45.0,0.24116301939955812,282.18388038265886,2.0,1.0,0.8868054131691259
580000,5300,5244.5,48.0,0.24140312309103024,286.1402388373866,2.0,1.0,1.7124310463613952
600000,5300,5246.0,48.0,0.2396969290789256,286.29732234025994,2.0,-2.5,-2.5984529879529807
620000,5300,5227.0,41.0,0.2400235252793529,274.87430352154706,2.0,0.5,-0.44457958407294823
640000,5300,5231.5,43.0,0.24182909026043692,277.60519048919093,2.0,0.0,1.0956412727452396
660000,5300,5239.5,46.0,0.24238067296568883,281.9055472109586,2.0,1.0,2.1269310128126993
680000,5300,5239.0,46.0,0.2433784237703354,281.33282491149305,2.0,-3.5,-0.03946002311670132
700000,5300,5250.5,49.0,0.23864342329977942,286.2959172602268,2.0,1.5,-0.681580227760584
720000,5300,5252.5,50.0,0.239674033832483,286.8977931852113,2.0,0.0,0.3883215814428795
740000,5300,5269.5,57.0,0.23951062657908706,292.9906334639186,2.0,0.0,0.6343438064065303
760000,5300,5262.0,54.5,0.2423540836764486,290.1566972084194,3.0,-0.5,-1.9379389759691426
780000,5300,5250.5,49.0,0.23996190528549907,284.72285086443674,2.0,0.5,-0.21035581435150727
800000,5300,5248.5,48.0,0.23955242492826417,283.29178125553,2.0,1.0,1.5325390107121957
820000,5300,5255.0,51.0,0.24129897448291787,286.0247699449726,2.0,-0.5,1.3561784470761438
840000,5300,5260.5,53.5,0.24242742066085185,287.917814202372,3.0,0.5,2.3100917228477886
860000,5300,5253.5,50.0,0.24059681210256337,284.460358003022,2.0,0.0,0.5323683917872393
880000,5300,5255.5,51.0,0.2415984336429366,284.98922124860246,2.0,0.0,-1.2275425007318432
900000,5300,5257.5,51.0,0.2390641264285019,285.23227866542237,2.0,-1.0,-1.5332526291547621
920000,5300,5257.5,52.0,0.24291094107209332,285.0673930822901,2.0,0.0,1.444836892575008
940000,5300,5253.5,50.0,0.2419561269423847,282.8622534587966,2.0,0.0,-0.662294364430046
960000,5300,5232.0,42.0,0.24291848759905674,271.1101252758568,2.0,-1.0,0.31790537832188037
980000,5300,5240.0,45.0,0.24353393046785682,275.4212507858216,2.0,-0.5,1.1190763867494993
0,5400,5250.0,23.0,0.23988127439096865,229.5517786375887,2.0,0.0,
20000,5400,5239.5,20.5,0.23886974443619644,217.80411085434113,1.0,1.0,1.8378946112510586
40000,5400,5232.5,19.5,0.24093786797174088,211.54507889544945,1.0,0.0,0.40853969522599926
60000,5400,5244.5,21.0,0.2370963203218035,220.8274069481018,2.0,1.0,0.7552956131540497
80000,5400,5249.5,22.5,0.23937160780563407,226.86695434388082,1.0,-1.0,1.2260361150991002
