participant,side_role,aggressor_filter,K,symbol,spread_regime,burst_only,n,mean,median,frac_pos,t_stat
Mark 55,seller,all,20,VELVETFRUIT_EXTRACT,tight,False,489.0,0.032719836400818,0.0,0.4396728016359918,0.1724414084065198
Mark 55,seller,aggr_sell,20,VELVETFRUIT_EXTRACT,tight,False,489.0,0.032719836400818,0.0,0.4396728016359918,0.1724414084065198
Mark 55,seller,all,100,VELVETFRUIT_EXTRACT,tight,False,489.0,-0.7229038854805726,-1.0,0.4498977505112474,-1.7957017696617985
Mark 55,seller,aggr_sell,100,VELVETFRUIT_EXTRACT,tight,False,489.0,-0.7229038854805726,-1.0,0.4498977505112474,-1.7957017696617985
Mark 38,seller,all,100,HYDROGEL_PACK,all,False,480.0,0.7072916666666667,0.0,0.49166666666666664,0.8513293355447481
Mark 38,seller,aggr_sell,100,HYDROGEL_PACK,all,False,480.0,0.7072916666666667,0.0,0.49166666666666664,0.8513293355447481
Mark 38,seller,all,20,HYDROGEL_PACK,all,False,480.0,0.315625,1.0,0.5104166666666666,0.7961082216593305
Mark 38,seller,aggr_sell,20,HYDROGEL_PACK,all,False,480.0,0.315625,1.0,0.5104166666666666,0.7961082216593305
Mark 38,seller,all,5,HYDROGEL_PACK,all,False,480.0,0.06770833333333333,0.0,0.4666666666666667,0.32696552515537747
Mark 38,seller,aggr_sell,5,HYDROGEL_PACK,all,False,480.0,0.06770833333333333,0.0,0.4666666666666667,0.32696552515537747
Mark 38,buyer,all,5,HYDROGEL_PACK,all,False,480.0,-0.08645833333333333,0.0,0.4625,-0.44788247843094525
Mark 38,buyer,aggr_buy,5,HYDROGEL_PACK,all,False,480.0,-0.08645833333333333,0.0,0.4625,-0.44788247843094525
Mark 38,buyer,all,20,HYDROGEL_PACK,all,False,480.0,-0.37916666666666665,0.0,0.4979166666666667,-0.975390833580078
Mark 38,buyer,aggr_buy,20,HYDROGEL_PACK,all,False,480.0,-0.37916666666666665,0.0,0.4979166666666667,-0.975390833580078
Mark 38,buyer,all,100,HYDROGEL_PACK,all,False,480.0,-0.9447916666666667,0.0,0.48125,-1.1396282249125003
Mark 38,buyer,aggr_buy,100,HYDROGEL_PACK,all,False,480.0,-0.9447916666666667,0.0,0.48125,-1.1396282249125003
Mark 38,buyer,all,5,HYDROGEL_PACK,tight,False,474.0,-0.0949367088607595,0.0,0.459915611814346,-0.48630058932216697
Mark 38,buyer,aggr_buy,5,HYDROGEL_PACK,tight,False,474.0,-0.0949367088607595,0.0,0.459915611814346,-0.48630058932216697
Mark 38,buyer,all,20,HYDROGEL_PACK,tight,False,474.0,-0.410337552742616,0.0,0.4978902953586498,-1.0484368423629795
Mark 38,buyer,aggr_buy,20,HYDROGEL_PACK,tight,False,474.0,-0.410337552742616,0.0,0.4978902953586498,-1.0484368423629795
Mark 38,buyer,all,100,HYDROGEL_PACK,tight,False,474.0,-0.9040084388185654,0.0,0.4810126582278481,-1.0823466532838062
Mark 38,buyer,aggr_buy,100,HYDROGEL_PACK,tight,False,474.0,-0.9040084388185654,0.0,0.4810126582278481,-1.0823466532838062
Mark 38,seller,all,100,HYDROGEL_PACK,tight,False,472.0,0.7955508474576272,0.0,0.4936440677966102,0.9542263295550238
Mark 38,seller,aggr_sell,100,HYDROGEL_PACK,tight,False,472.0,0.7955508474576272,0.0,0.4936440677966102,0.9542263295550238
Mark 38,seller,all,20,HYDROGEL_PACK,tight,False,472.0,0.3082627118644068,1.0,0.5084745762711864,0.7712426690333618
Mark 38,seller,aggr_sell,20,HYDROGEL_PACK,tight,False,472.0,0.3082627118644068,1.0,0.5084745762711864,0.7712426690333618
Mark 38,seller,all,5,HYDROGEL_PACK,tight,False,472.0,0.05190677966101695,0.0,0.461864406779661,0.2478965823573351
Mark 38,seller,aggr_sell,5,HYDROGEL_PACK,tight,False,472.0,0.05190677966101695,0.0,0.461864406779661,0.2478965823573351
Mark 14,seller,all,5,HYDROGEL_PACK,all,False,472.0,-0.1419491525423729,0.0,0.4576271186440678,-0.7357949057495174
Mark 14,seller,aggr_buy,5,HYDROGEL_PACK,all,False,472.0,-0.1419491525423729,0.0,0.4576271186440678,-0.7357949057495174
Mark 14,seller,all,20,HYDROGEL_PACK,all,False,472.0,-0.4078389830508475,0.0,0.4957627118644068,-1.034900707804539
Mark 14,seller,aggr_buy,20,HYDROGEL_PACK,all,False,472.0,-0.4078389830508475,0.0,0.4957627118644068,-1.034900707804539
Mark 14,seller,all,100,HYDROGEL_PACK,all,False,472.0,-0.8728813559322034,0.0,0.4809322033898305,-1.0449005424859577
Mark 14,seller,aggr_buy,100,HYDROGEL_PACK,all,False,472.0,-0.8728813559322034,0.0,0.4809322033898305,-1.0449005424859577
Mark 55,buyer,all,5,VELVETFRUIT_EXTRACT,tight,False,469.0,0.2046908315565032,0.0,0.464818763326226,2.0314964456619626
Mark 55,buyer,aggr_buy,5,VELVETFRUIT_EXTRACT,tight,False,469.0,0.2046908315565032,0.0,0.464818763326226,2.0314964456619626
Mark 55,buyer,all,20,VELVETFRUIT_EXTRACT,tight,False,469.0,0.2771855010660981,0.0,0.4925373134328358,1.4936987889202846
Mark 55,buyer,aggr_buy,20,VELVETFRUIT_EXTRACT,tight,False,469.0,0.2771855010660981,0.0,0.4925373134328358,1.4936987889202846
Mark 14,buyer,all,100,HYDROGEL_PACK,all,False,469.0,1.0309168443496801,0.0,0.4989339019189765,1.231230463259
Mark 14,buyer,aggr_sell,100,HYDROGEL_PACK,all,False,469.0,1.0309168443496801,0.0,0.4989339019189765,1.231230463259
Mark 14,buyer,all,20,HYDROGEL_PACK,all,False,469.0,0.4605543710021322,1.0,0.5159914712153518,1.1522507955846262
Mark 14,buyer,aggr_sell,20,HYDROGEL_PACK,all,False,469.0,0.4605543710021322,1.0,0.5159914712153518,1.1522507955846262
Mark 55,buyer,all,100,VELVETFRUIT_EXTRACT,tight,False,469.0,0.3859275053304904,0.0,0.4861407249466951,0.9173273361742919
Mark 55,buyer,aggr_buy,100,VELVETFRUIT_EXTRACT,tight,False,469.0,0.3859275053304904,0.0,0.4861407249466951,0.9173273361742919
Mark 14,buyer,all,5,HYDROGEL_PACK,all,False,469.0,0.13219616204690832,0.0,0.47121535181236673,0.6297916634598535
Mark 14,buyer,aggr_sell,5,HYDROGEL_PACK,all,False,469.0,0.13219616204690832,0.0,0.47121535181236673,0.6297916634598535
Mark 14,seller,all,5,HYDROGEL_PACK,tight,False,466.0,-0.15128755364806867,0.0,0.45493562231759654,-0.7753187447867032
Mark 14,seller,aggr_buy,5,HYDROGEL_PACK,tight,False,466.0,-0.15128755364806867,0.0,0.45493562231759654,-0.7753187447867032
Mark 14,seller,all,100,HYDROGEL_PACK,tight,False,466.0,-0.8304721030042919,0.0,0.48068669527896996,-0.9866519355238519
Mark 14,seller,aggr_buy,100,HYDROGEL_PACK,tight,False,466.0,-0.8304721030042919,0.0,0.48068669527896996,-0.9866519355238519
Mark 14,seller,all,20,HYDROGEL_PACK,tight,False,466.0,-0.43991416309012876,0.0,0.4957081545064378,-1.1085583900504454
Mark 14,seller,aggr_buy,20,HYDROGEL_PACK,tight,False,466.0,-0.43991416309012876,0.0,0.4957081545064378,-1.1085583900504454
Mark 14,buyer,all,100,HYDROGEL_PACK,tight,False,461.0,1.1268980477223427,0.5,0.5010845986984815,1.3413333472293452
Mark 14,buyer,aggr_sell,100,HYDROGEL_PACK,tight,False,461.0,1.1268980477223427,0.5,0.5010845986984815,1.3413333472293452
Mark 14,buyer,all,20,HYDROGEL_PACK,tight,False,461.0,0.455531453362256,1.0,0.5140997830802603,1.1302954423637224
Mark 14,buyer,aggr_sell,20,HYDROGEL_PACK,tight,False,461.0,0.455531453362256,1.0,0.5140997830802603,1.1302954423637224
Mark 14,buyer,all,5,HYDROGEL_PACK,tight,False,461.0,0.11713665943600868,0.0,0.46637744034707157,0.5517114731300393
Mark 14,buyer,aggr_sell,5,HYDROGEL_PACK,tight,False,461.0,0.11713665943600868,0.0,0.46637744034707157,0.5517114731300393
Mark 01,buyer,all,5,VEV_6000,all,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,all,5,VEV_6000,tight,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,all,5,VEV_6500,all,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,all,5,VEV_6500,tight,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,all,20,VEV_6000,all,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,all,20,VEV_6000,tight,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,all,20,VEV_6500,all,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,all,20,VEV_6500,tight,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,all,100,VEV_6000,all,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,all,100,VEV_6000,tight,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,all,100,VEV_6500,all,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,all,100,VEV_6500,tight,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,aggr_sell,5,VEV_6000,all,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,aggr_sell,5,VEV_6000,tight,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,aggr_sell,5,VEV_6500,all,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,aggr_sell,5,VEV_6500,tight,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,aggr_sell,20,VEV_6000,all,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,aggr_sell,20,VEV_6000,tight,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,aggr_sell,20,VEV_6500,all,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,aggr_sell,20,VEV_6500,tight,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,aggr_sell,100,VEV_6000,all,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,aggr_sell,100,VEV_6000,tight,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,aggr_sell,100,VEV_6500,all,True,317.0,0.0,0.0,0.0,
Mark 01,buyer,aggr_sell,100,VEV_6500,tight,True,317.0,0.0,0.0,0.0,
Mark 22,seller,all,5,VEV_6000,all,True,317.0,0.0,0.0,0.0,
Mark 22,seller,all,5,VEV_6000,tight,True,317.0,0.0,0.0,0.0,
Mark 22,seller,all,5,VEV_6500,all,True,317.0,0.0,0.0,0.0,
Mark 22,seller,all,5,VEV_6500,tight,True,317.0,0.0,0.0,0.0,
Mark 22,seller,all,20,VEV_6000,all,True,317.0,0.0,0.0,0.0,
Mark 22,seller,all,20,VEV_6000,tight,True,317.0,0.0,0.0,0.0,
Mark 22,seller,all,20,VEV_6500,all,True,317.0,0.0,0.0,0.0,
Mark 22,seller,all,20,VEV_6500,tight,True,317.0,0.0,0.0,0.0,
Mark 22,seller,all,100,VEV_6000,all,True,317.0,0.0,0.0,0.0,
Mark 22,seller,all,100,VEV_6000,tight,True,317.0,0.0,0.0,0.0,
Mark 22,seller,all,100,VEV_6500,all,True,317.0,0.0,0.0,0.0,
Mark 22,seller,all,100,VEV_6500,tight,True,317.0,0.0,0.0,0.0,
Mark 22,seller,aggr_sell,5,VEV_6000,all,True,317.0,0.0,0.0,0.0,
Mark 22,seller,aggr_sell,5,VEV_6000,tight,True,317.0,0.0,0.0,0.0,
Mark 22,seller,aggr_sell,5,VEV_6500,all,True,317.0,0.0,0.0,0.0,
Mark 22,seller,aggr_sell,5,VEV_6500,tight,True,317.0,0.0,0.0,0.0,
Mark 22,seller,aggr_sell,20,VEV_6000,all,True,317.0,0.0,0.0,0.0,
Mark 22,seller,aggr_sell,20,VEV_6000,tight,True,317.0,0.0,0.0,0.0,
Mark 22,seller,aggr_sell,20,VEV_6500,all,True,317.0,0.0,0.0,0.0,
Mark 22,seller,aggr_sell,20,VEV_6500,tight,True,317.0,0.0,0.0,0.0,
Mark 22,seller,aggr_sell,100,VEV_6000,all,True,317.0,0.0,0.0,0.0,
Mark 22,seller,aggr_sell,100,VEV_6000,tight,True,317.0,0.0,0.0,0.0,
Mark 22,seller,aggr_sell,100,VEV_6500,all,True,317.0,0.0,0.0,0.0,
Mark 22,seller,aggr_sell,100,VEV_6500,tight,True,317.0,0.0,0.0,0.0,
Mark 14,seller,all,20,VELVETFRUIT_EXTRACT,all,False,316.0,0.6044303797468354,1.0,0.5221518987341772,2.7752533248692077
Mark 14,seller,all,20,VELVETFRUIT_EXTRACT,tight,False,316.0,0.6044303797468354,1.0,0.5221518987341772,2.7752533248692077
Mark 14,seller,aggr_buy,20,VELVETFRUIT_EXTRACT,all,False,316.0,0.6044303797468354,1.0,0.5221518987341772,2.7752533248692077
Mark 14,seller,aggr_buy,20,VELVETFRUIT_EXTRACT,tight,False,316.0,0.6044303797468354,1.0,0.5221518987341772,2.7752533248692077
Mark 14,seller,all,5,VELVETFRUIT_EXTRACT,all,False,316.0,0.24525316455696203,0.0,0.48417721518987344,1.9511226666390387
Mark 14,seller,all,5,VELVETFRUIT_EXTRACT,tight,False,316.0,0.24525316455696203,0.0,0.48417721518987344,1.9511226666390387
Mark 14,seller,aggr_buy,5,VELVETFRUIT_EXTRACT,all,False,316.0,0.24525316455696203,0.0,0.48417721518987344,1.9511226666390387
Mark 14,seller,aggr_buy,5,VELVETFRUIT_EXTRACT,tight,False,316.0,0.24525316455696203,0.0,0.48417721518987344,1.9511226666390387
Mark 14,seller,all,100,VELVETFRUIT_EXTRACT,all,False,316.0,0.944620253164557,1.0,0.5189873417721519,1.9035108232073796
Mark 14,seller,all,100,VELVETFRUIT_EXTRACT,tight,False,316.0,0.944620253164557,1.0,0.5189873417721519,1.9035108232073796
Mark 14,seller,aggr_buy,100,VELVETFRUIT_EXTRACT,all,False,316.0,0.944620253164557,1.0,0.5189873417721519,1.9035108232073796
Mark 14,seller,aggr_buy,100,VELVETFRUIT_EXTRACT,tight,False,316.0,0.944620253164557,1.0,0.5189873417721519,1.9035108232073796
Mark 22,seller,all,20,VEV_5500,all,True,306.0,0.014705882352941176,0.0,0.14052287581699346,0.6103330614689869
Mark 22,seller,aggr_sell,20,VEV_5500,all,True,306.0,0.014705882352941176,0.0,0.14052287581699346,0.6103330614689869
Mark 22,seller,all,100,VEV_5500,all,True,306.0,-0.03104575163398693,0.0,0.23529411764705882,-0.7558480438580716
Mark 22,seller,aggr_sell,100,VEV_5500,all,True,306.0,-0.03104575163398693,0.0,0.23529411764705882,-0.7558480438580716
Mark 22,seller,all,5,VEV_5500,all,True,306.0,-0.026143790849673203,0.0,0.05555555555555555,-1.9207508139484648
Mark 22,seller,aggr_sell,5,VEV_5500,all,True,306.0,-0.026143790849673203,0.0,0.05555555555555555,-1.9207508139484648
Mark 14,buyer,all,5,VELVETFRUIT_EXTRACT,all,False,301.0,-0.053156146179401995,0.0,0.40863787375415284,-0.44402266335636065
Mark 14,buyer,all,5,VELVETFRUIT_EXTRACT,tight,False,301.0,-0.053156146179401995,0.0,0.40863787375415284,-0.44402266335636065
Mark 14,buyer,aggr_sell,5,VELVETFRUIT_EXTRACT,all,False,301.0,-0.053156146179401995,0.0,0.40863787375415284,-0.44402266335636065
Mark 14,buyer,aggr_sell,5,VELVETFRUIT_EXTRACT,tight,False,301.0,-0.053156146179401995,0.0,0.40863787375415284,-0.44402266335636065
Mark 14,buyer,all,20,VELVETFRUIT_EXTRACT,all,False,301.0,-0.22757475083056478,0.0,0.4186046511627907,-0.9652779420082023
Mark 14,buyer,all,20,VELVETFRUIT_EXTRACT,tight,False,301.0,-0.22757475083056478,0.0,0.4186046511627907,-0.9652779420082023
Mark 14,buyer,aggr_sell,20,VELVETFRUIT_EXTRACT,all,False,301.0,-0.22757475083056478,0.0,0.4186046511627907,-0.9652779420082023
Mark 14,buyer,aggr_sell,20,VELVETFRUIT_EXTRACT,tight,False,301.0,-0.22757475083056478,0.0,0.4186046511627907,-0.9652779420082023
Mark 14,buyer,all,100,VELVETFRUIT_EXTRACT,all,False,301.0,-1.1661129568106312,-1.0,0.4219269102990033,-2.3483164597473474
Mark 14,buyer,all,100,VELVETFRUIT_EXTRACT,tight,False,301.0,-1.1661129568106312,-1.0,0.4219269102990033,-2.3483164597473474
Mark 14,buyer,aggr_sell,100,VELVETFRUIT_EXTRACT,all,False,301.0,-1.1661129568106312,-1.0,0.4219269102990033,-2.3483164597473474
Mark 14,buyer,aggr_sell,100,VELVETFRUIT_EXTRACT,tight,False,301.0,-1.1661129568106312,-1.0,0.4219269102990033,-2.3483164597473474
Mark 01,buyer,all,20,VEV_5500,all,True,299.0,0.02508361204013378,0.0,0.14381270903010032,1.0478169779074453
Mark 01,buyer,aggr_sell,20,VEV_5500,all,True,299.0,0.02508361204013378,0.0,0.14381270903010032,1.0478169779074453
Mark 01,buyer,all,100,VEV_5500,all,True,299.0,-0.01839464882943144,0.0,0.2408026755852843,-0.44441477414364644
Mark 01,buyer,aggr_sell,100,VEV_5500,all,True,299.0,-0.01839464882943144,0.0,0.2408026755852843,-0.44441477414364644
Mark 01,buyer,all,5,VEV_5500,all,True,299.0,-0.020066889632107024,0.0,0.056856187290969896,-1.5273947271756931
Mark 01,buyer,aggr_sell,5,VEV_5500,all,True,299.0,-0.020066889632107024,0.0,0.056856187290969896,-1.5273947271756931
Mark 22,seller,all,20,VEV_5500,tight,True,290.0,0.020689655172413793,0.0,0.13448275862068965,0.8356446011650763
Mark 22,seller,aggr_sell,20,VEV_5500,tight,True,290.0,0.020689655172413793,0.0,0.13448275862068965,0.8356446011650763
Mark 22,seller,all,100,VEV_5500,tight,True,290.0,-0.02586206896551724,0.0,0.22413793103448276,-0.6205775753217416
Mark 22,seller,aggr_sell,100,VEV_5500,tight,True,290.0,-0.02586206896551724,0.0,0.22413793103448276,-0.6205775753217416
Mark 22,seller,all,5,VEV_5500,tight,True,290.0,-0.017241379310344827,0.0,0.04827586206896552,-1.3147124778907104
Mark 22,seller,aggr_sell,5,VEV_5500,tight,True,290.0,-0.017241379310344827,0.0,0.04827586206896552,-1.3147124778907104
Mark 01,buyer,all,20,VEV_5500,tight,True,283.0,0.03180212014134275,0.0,0.13780918727915195,1.2938628720198613
Mark 01,buyer,aggr_sell,20,VEV_5500,tight,True,283.0,0.03180212014134275,0.0,0.13780918727915195,1.2938628720198613
Mark 01,buyer,all,100,VEV_5500,tight,True,283.0,-0.012367491166077738,0.0,0.22968197879858657,-0.29453843212046527
Mark 01,buyer,aggr_sell,100,VEV_5500,tight,True,283.0,-0.012367491166077738,0.0,0.22968197879858657,-0.29453843212046527
Mark 01,buyer,all,5,VEV_5500,tight,True,283.0,-0.01060070671378092,0.0,0.04946996466431095,-0.8481071957614428
Mark 01,buyer,aggr_sell,5,VEV_5500,tight,True,283.0,-0.01060070671378092,0.0,0.04946996466431095,-0.8481071957614428
Mark 22,seller,all,20,VEV_5400,all,True,276.0,0.021739130434782608,0.0,0.3079710144927536,0.4575053835183178
Mark 22,seller,all,100,VEV_5400,all,True,276.0,-0.021739130434782608,0.0,0.42028985507246375,-0.23854231948075866
Mark 22,seller,all,5,VEV_5400,all,True,276.0,-0.030797101449275364,0.0,0.16304347826086957,-1.3172502999536526
Mark 22,seller,aggr_sell,20,VEV_5400,all,True,275.0,0.02,0.0,0.3054545454545455,0.41965834169991967
Mark 22,seller,aggr_sell,100,VEV_5400,all,True,275.0,-0.023636363636363636,0.0,0.41818181818181815,-0.25847515504650936
Mark 22,seller,aggr_sell,5,VEV_5400,all,True,275.0,-0.03090909090909091,0.0,0.16363636363636364,-1.3172567025602886
Mark 01,buyer,all,20,VEV_5400,all,True,263.0,0.039923954372623575,0.0,0.30798479087452474,0.835516819777602
Mark 01,buyer,aggr_sell,20,VEV_5400,all,True,263.0,0.039923954372623575,0.0,0.30798479087452474,0.835516819777602
Mark 01,buyer,all,100,VEV_5400,all,True,263.0,0.02091254752851711,0.0,0.41825095057034223,0.2313285352817077
Mark 01,buyer,aggr_sell,100,VEV_5400,all,True,263.0,0.02091254752851711,0.0,0.41825095057034223,0.2313285352817077
Mark 01,buyer,all,5,VEV_5400,all,True,263.0,-0.013307984790874524,0.0,0.17110266159695817,-0.5689189907814671
Mark 01,buyer,aggr_sell,5,VEV_5400,all,True,263.0,-0.013307984790874524,0.0,0.17110266159695817,-0.5689189907814671
Mark 01,buyer,all,5,VELVETFRUIT_EXTRACT,all,False,248.0,0.29838709677419356,0.5,0.5040322580645161,2.0901339011065585
Mark 01,buyer,aggr_sell,5,VELVETFRUIT_EXTRACT,all,False,248.0,0.29838709677419356,0.5,0.5040322580645161,2.0901339011065585
Mark 01,buyer,all,20,VELVETFRUIT_EXTRACT,all,False,248.0,0.06854838709677419,0.0,0.4637096774193548,0.24765889460617255
Mark 01,buyer,aggr_sell,20,VELVETFRUIT_EXTRACT,all,False,248.0,0.06854838709677419,0.0,0.4637096774193548,0.24765889460617255
Mark 01,buyer,all,100,VELVETFRUIT_EXTRACT,all,False,248.0,-0.5181451612903226,-0.5,0.4717741935483871,-0.8785118195486865
Mark 01,buyer,aggr_sell,100,VELVETFRUIT_EXTRACT,all,False,248.0,-0.5181451612903226,-0.5,0.4717741935483871,-0.8785118195486865
Mark 01,seller,all,5,VELVETFRUIT_EXTRACT,all,False,232.0,0.0,0.0,0.41379310344827586,0.0
Mark 01,seller,aggr_buy,5,VELVETFRUIT_EXTRACT,all,False,232.0,0.0,0.0,0.41379310344827586,0.0
Mark 01,seller,all,20,VELVETFRUIT_EXTRACT,all,False,232.0,-0.08620689655172414,-0.25,0.46120689655172414,-0.30593427346606183
Mark 01,seller,aggr_buy,20,VELVETFRUIT_EXTRACT,all,False,232.0,-0.08620689655172414,-0.25,0.46120689655172414,-0.30593427346606183
Mark 01,seller,all,100,VELVETFRUIT_EXTRACT,all,False,232.0,-0.27801724137931033,-0.5,0.47413793103448276,-0.4453390417635663
Mark 01,seller,aggr_buy,100,VELVETFRUIT_EXTRACT,all,False,232.0,-0.27801724137931033,-0.5,0.47413793103448276,-0.4453390417635663
Mark 22,seller,all,20,VEV_5400,tight,True,225.0,0.06,0.0,0.3022222222222222,1.1749049766681707
Mark 22,seller,aggr_sell,20,VEV_5400,tight,True,225.0,0.06,0.0,0.3022222222222222,1.1749049766681707
Mark 22,seller,all,100,VEV_5400,tight,True,225.0,0.06666666666666667,0.0,0.4177777777777778,0.6925730196739546
Mark 22,seller,aggr_sell,100,VEV_5400,tight,True,225.0,0.06666666666666667,0.0,0.4177777777777778,0.6925730196739546
Mark 22,seller,all,5,VEV_5400,tight,True,225.0,-0.0044444444444444444,0.0,0.16444444444444445,-0.17240075262328555
Mark 22,seller,aggr_sell,5,VEV_5400,tight,True,225.0,-0.0044444444444444444,0.0,0.16444444444444445,-0.17240075262328555
Mark 14,buyer,all,100,VEV_4000,all,False,217.0,-0.041474654377880185,-1.0,0.4470046082949309,-0.06835164679434597
Mark 14,buyer,aggr_sell,100,VEV_4000,all,False,217.0,-0.041474654377880185,-1.0,0.4470046082949309,-0.06835164679434597
Mark 38,seller,all,100,VEV_4000,all,False,217.0,-0.041474654377880185,-1.0,0.4470046082949309,-0.06835164679434597
Mark 38,seller,aggr_sell,100,VEV_4000,all,False,217.0,-0.041474654377880185,-1.0,0.4470046082949309,-0.06835164679434597
Mark 14,buyer,all,20,VEV_4000,all,False,217.0,-0.21428571428571427,-0.5,0.4377880184331797,-0.6991357793809271
Mark 14,buyer,aggr_sell,20,VEV_4000,all,False,217.0,-0.21428571428571427,-0.5,0.4377880184331797,-0.6991357793809271
Mark 38,seller,all,20,VEV_4000,all,False,217.0,-0.21428571428571427,-0.5,0.4377880184331797,-0.6991357793809271
Mark 38,seller,aggr_sell,20,VEV_4000,all,False,217.0,-0.21428571428571427,-0.5,0.4377880184331797,-0.6991357793809271
Mark 14,buyer,all,5,VEV_4000,all,False,217.0,-0.15668202764976957,0.0,0.42857142857142855,-1.0594424878779818
Mark 14,buyer,aggr_sell,5,VEV_4000,all,False,217.0,-0.15668202764976957,0.0,0.42857142857142855,-1.0594424878779818
Mark 38,seller,all,5,VEV_4000,all,False,217.0,-0.15668202764976957,0.0,0.42857142857142855,-1.0594424878779818
Mark 38,seller,aggr_sell,5,VEV_4000,all,False,217.0,-0.15668202764976957,0.0,0.42857142857142855,-1.0594424878779818
Mark 01,buyer,all,20,VEV_5400,tight,True,213.0,0.08685446009389672,0.0,0.3051643192488263,1.7052628440955544
Mark 01,buyer,aggr_sell,20,VEV_5400,tight,True,213.0,0.08685446009389672,0.0,0.3051643192488263,1.7052628440955544
Mark 01,buyer,all,100,VEV_5400,tight,True,213.0,0.1267605633802817,0.0,0.41784037558685444,1.350924297441632
Mark 01,buyer,aggr_sell,100,VEV_5400,tight,True,213.0,0.1267605633802817,0.0,0.41784037558685444,1.350924297441632
Mark 01,buyer,all,5,VEV_5400,tight,True,213.0,0.018779342723004695,0.0,0.17370892018779344,0.7356661111158213
Mark 01,buyer,aggr_sell,5,VEV_5400,tight,True,213.0,0.018779342723004695,0.0,0.17370892018779344,0.7356661111158213
Mark 14,seller,all,20,VEV_4000,all,False,197.0,0.21065989847715735,0.0,0.4873096446700508,0.7192789588778927
Mark 14,seller,aggr_buy,20,VEV_4000,all,False,197.0,0.21065989847715735,0.0,0.4873096446700508,0.7192789588778927
Mark 38,buyer,all,20,VEV_4000,all,False,197.0,0.21065989847715735,0.0,0.4873096446700508,0.7192789588778927
Mark 38,buyer,aggr_buy,20,VEV_4000,all,False,197.0,0.21065989847715735,0.0,0.4873096446700508,0.7192789588778927
Mark 14,seller,all,5,VEV_4000,all,False,197.0,0.10913705583756345,0.0,0.4720812182741117,0.6823011586201727
