day,timestamp,symbol,buyer,seller,pair,aggressor,burst,session_bin,spread_regime,K,fwd_same,fwd_VELVETFRUIT_EXTRACT,fwd_HYDROGEL_PACK,cell_mean_fwd,cell_n,residual_fwd
1,32600,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,Mark 55->Mark 01,aggr_buy,False,0,tight,20,-2.5,-2.5,-4.0,-0.6438848920863309,139,-1.856115107913669
1,32600,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,Mark 55->Mark 01,aggr_buy,False,0,tight,100,-7.0,-7.0,8.0,-0.5755395683453237,139,-6.424460431654676
1,32800,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,Mark 67->Mark 22,aggr_buy,False,0,tight,5,2.5,2.5,-1.0,2.06,75,0.43999999999999995
1,32800,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,Mark 67->Mark 22,aggr_buy,False,0,tight,20,-1.5,-1.5,-5.0,2.026666666666667,75,-3.526666666666667
1,32800,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,Mark 67->Mark 22,aggr_buy,False,0,tight,100,-5.5,-5.5,-2.0,0.7266666666666667,75,-6.226666666666667
1,33600,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,0,tight,5,-6.0,-4.5,-6.0,0.07392197125256673,487,-6.073921971252567
1,33600,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,0,tight,20,-2.0,-3.0,-2.0,0.24537987679671458,487,-2.2453798767967146
1,33600,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,0,tight,100,6.5,-5.0,6.5,0.997946611909651,487,5.502053388090349
1,36200,VEV_4000,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,0,tight,5,-0.5,-0.5,-3.0,0.11282051282051282,195,-0.6128205128205129
1,36200,VEV_4000,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,0,tight,20,-1.5,-0.5,1.0,0.12307692307692308,195,-1.623076923076923
1,36200,VEV_4000,Mark 38,Mark 14,Mark 38->Mark 14,aggr_buy,False,0,tight,100,15.0,15.0,24.0,-0.441025641025641,195,15.441025641025641
1,36500,VELVETFRUIT_EXTRACT,Mark 22,Mark 55,Mark 22->Mark 55,aggr_sell,False,0,tight,5,-3.0,-3.0,-4.0,-1.3888888888888888,18,-1.6111111111111112
1,36500,VELVETFRUIT_EXTRACT,Mark 22,Mark 55,Mark 22->Mark 55,aggr_sell,False,0,tight,20,-2.0,-2.0,-7.0,0.5277777777777778,18,-2.5277777777777777
1,36500,VELVETFRUIT_EXTRACT,Mark 22,Mark 55,Mark 22->Mark 55,aggr_sell,False,0,tight,100,13.0,13.0,23.0,0.8888888888888888,18,12.11111111111111
1,37400,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,0,tight,5,7.0,-1.5,7.0,0.07392197125256673,487,6.926078028747433
1,37400,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,0,tight,20,-1.0,0.0,-1.0,0.24537987679671458,487,-1.2453798767967146
1,37400,HYDROGEL_PACK,Mark 14,Mark 38,Mark 14->Mark 38,aggr_sell,False,0,tight,100,25.0,13.5,25.0,0.997946611909651,487,24.00205338809035
1,38500,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,0,tight,5,0.0,2.0,6.0,-0.01060070671378092,283,0.01060070671378092
1,38500,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,0,tight,20,0.0,2.0,-2.0,0.03180212014134275,283,-0.03180212014134275
1,38500,VEV_5500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,0,tight,100,1.0,13.0,22.0,-0.012367491166077738,283,1.0123674911660778
1,38500,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,0,tight,5,0.0,2.0,6.0,0.0,317,0.0
1,38500,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,0,tight,20,0.0,2.0,-2.0,0.0,317,0.0
1,38500,VEV_6000,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,0,tight,100,0.0,13.0,22.0,0.0,317,0.0
1,38500,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,0,tight,5,0.0,2.0,6.0,0.0,317,0.0
1,38500,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,0,tight,20,0.0,2.0,-2.0,0.0,317,0.0
1,38500,VEV_6500,Mark 01,Mark 22,Mark 01->Mark 22,aggr_sell,True,0,tight,100,0.0,13.0,22.0,0.0,317,0.0
1,38700,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,Mark 01->Mark 55,aggr_sell,False,0,wide,5,3.5,3.5,5.0,0.18604651162790697,86,3.313953488372093
1,38700,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,Mark 01->Mark 55,aggr_sell,False,0,wide,20,1.0,1.0,-1.0,-0.7151162790697675,86,1.7151162790697674
1,38700,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,Mark 01->Mark 55,aggr_sell,False,0,wide,100,14.5,14.5,22.0,-1.2790697674418605,86,15.779069767441861
