day,timestamp,s5200,s5300,tight
1,621400,3.0,2.0,False
1,857300,3.0,2.0,False
2,523000,3.0,2.0,False
3,897500,2.0,2.0,True
2,742400,2.0,2.0,True
2,632700,3.0,2.0,False
3,617600,2.0,1.0,True
3,542600,2.0,1.0,True
3,349400,2.0,1.0,True
1,307800,3.0,3.0,False
2,677300,3.0,2.0,False
1,784900,3.0,2.0,False
2,1300,3.0,2.0,False
3,918400,2.0,2.0,True
3,951700,3.0,2.0,False
3,949200,3.0,2.0,False
2,156100,3.0,3.0,False
2,620000,2.0,2.0,True
2,428300,3.0,2.0,False
2,149900,3.0,2.0,False
1,846400,4.0,3.0,False
3,68400,2.0,2.0,True
1,988200,2.0,3.0,False
3,835700,2.0,2.0,True
1,544300,3.0,2.0,False
2,672800,3.0,2.0,False
3,792700,3.0,1.0,False
3,743100,3.0,2.0,False
1,174100,3.0,2.0,False
3,414800,2.0,2.0,True
2,62300,3.0,2.0,False
1,582100,3.0,2.0,False
1,246400,3.0,2.0,False
3,96900,3.0,2.0,False
1,975900,3.0,2.0,False
2,340300,3.0,2.0,False
1,675200,3.0,2.0,False
2,5400,3.0,3.0,False
1,292400,3.0,3.0,False
2,146400,3.0,3.0,False
1,678500,3.0,2.0,False
2,849200,2.0,2.0,True
1,106300,3.0,2.0,False
2,801800,2.0,2.0,True
3,147400,3.0,2.0,False
2,844600,3.0,2.0,False
3,770400,3.0,2.0,False
2,624100,3.0,2.0,False
2,811000,3.0,2.0,False
3,139400,3.0,2.0,False
2,254900,3.0,2.0,False
1,741100,3.0,2.0,False
1,178100,3.0,3.0,False
1,806200,3.0,3.0,False
3,639500,2.0,2.0,True
2,321600,1.0,2.0,True
1,381800,3.0,2.0,False
1,218100,3.0,2.0,False
3,680500,3.0,2.0,False
1,393700,2.0,2.0,True
2,398600,3.0,2.0,False
3,37300,3.0,2.0,False
1,907300,3.0,3.0,False
1,549500,3.0,2.0,False
3,692400,3.0,2.0,False
2,336100,4.0,2.0,False
3,526100,2.0,1.0,True
3,291200,2.0,2.0,True
3,63200,3.0,2.0,False
2,576500,2.0,2.0,True
3,870000,2.0,1.0,True
1,323000,3.0,3.0,False
2,225000,3.0,2.0,False
2,826500,3.0,2.0,False
1,484300,3.0,2.0,False
1,803100,3.0,2.0,False
2,938400,3.0,3.0,False
2,280900,3.0,3.0,False
3,583700,3.0,2.0,False
3,11700,3.0,2.0,False
1,187000,3.0,2.0,False
2,463800,3.0,2.0,False
1,695600,3.0,2.0,False
3,213100,3.0,1.0,False
1,912900,3.0,2.0,False
2,537800,3.0,2.0,False
2,392300,2.0,2.0,True
1,353900,3.0,3.0,False
2,847500,3.0,2.0,False
3,612100,2.0,2.0,True
3,829400,2.0,2.0,True
3,629900,2.0,1.0,True
3,194300,2.0,2.0,True
1,838400,3.0,2.0,False
3,119600,2.0,2.0,True
2,60300,3.0,2.0,False
3,805800,3.0,2.0,False
2,155700,3.0,3.0,False
3,964200,3.0,2.0,False
2,541100,3.0,2.0,False
1,6600,3.0,2.0,False
2,961700,3.0,2.0,False
3,622700,3.0,1.0,False
3,862100,2.0,2.0,True
2,338200,3.0,3.0,False
1,511000,4.0,2.0,False
2,828200,3.0,2.0,False
1,461500,3.0,2.0,False
2,408000,3.0,1.0,False
2,572200,3.0,1.0,False
2,883900,3.0,2.0,False
1,424900,3.0,2.0,False
3,533900,2.0,2.0,True
2,682700,3.0,2.0,False
2,356000,3.0,2.0,False
2,222800,3.0,2.0,False
3,60300,3.0,2.0,False
1,789800,3.0,2.0,False
1,199000,2.0,2.0,True
2,420700,3.0,2.0,False
3,586800,3.0,2.0,False
2,701200,3.0,2.0,False
3,235400,3.0,2.0,False
3,741100,1.0,2.0,True
2,762900,2.0,2.0,True
3,201800,3.0,1.0,False
1,343500,3.0,2.0,False
3,629000,3.0,2.0,False
3,562700,2.0,1.0,True
1,895500,2.0,1.0,True
3,302000,2.0,2.0,True
2,622200,3.0,2.0,False
1,492000,3.0,2.0,False
1,583400,2.0,2.0,True
3,127800,2.0,2.0,True
2,498300,2.0,2.0,True
1,722300,3.0,2.0,False
3,713100,3.0,2.0,False
1,244600,3.0,2.0,False
1,182900,3.0,2.0,False
2,144500,3.0,3.0,False
1,788500,3.0,3.0,False
2,955500,3.0,2.0,False
2,463400,3.0,2.0,False
2,631200,3.0,2.0,False
1,40600,2.0,2.0,True
2,839500,3.0,2.0,False
3,423600,3.0,2.0,False
1,241400,3.0,3.0,False
3,876200,3.0,1.0,False
3,512000,2.0,1.0,True
3,479600,3.0,1.0,False
1,648100,2.0,1.0,True
1,112300,3.0,3.0,False
3,265100,3.0,2.0,False
3,356700,2.0,2.0,True
3,559000,2.0,1.0,True
2,915200,3.0,3.0,False
3,576000,2.0,2.0,True
1,833900,3.0,2.0,False
3,364200,2.0,2.0,True
2,129100,3.0,2.0,False
1,480000,3.0,2.0,False
1,812900,2.0,2.0,True
2,216600,4.0,2.0,False
2,806900,3.0,2.0,False
3,995400,2.0,2.0,True
3,874400,3.0,2.0,False
3,986800,2.0,1.0,True
3,709700,3.0,2.0,False
2,910100,3.0,2.0,False
1,372300,3.0,2.0,False
3,864200,2.0,2.0,True
2,175900,3.0,3.0,False
2,538400,3.0,2.0,False
2,84000,3.0,2.0,False
3,713600,2.0,2.0,True
2,499500,3.0,2.0,False
2,305500,3.0,2.0,False
3,168000,3.0,2.0,False
1,464500,3.0,2.0,False
3,874300,3.0,2.0,False
2,8300,4.0,2.0,False
1,314700,3.0,3.0,False
1,842300,3.0,3.0,False
3,297600,2.0,1.0,True
2,147800,3.0,2.0,False
2,300700,3.0,2.0,False
2,935600,3.0,2.0,False
1,885900,3.0,2.0,False
2,207700,3.0,2.0,False
3,729300,2.0,2.0,True
3,688600,3.0,2.0,False
2,173700,3.0,2.0,False
2,715000,2.0,2.0,True
1,697400,3.0,2.0,False
3,343900,2.0,2.0,True
2,350600,3.0,2.0,False
1,603800,2.0,2.0,True
2,250300,3.0,3.0,False
3,724400,3.0,1.0,False
1,403300,3.0,2.0,False
1,928600,3.0,2.0,False
3,741800,3.0,1.0,False
3,239800,2.0,2.0,True
1,341300,3.0,3.0,False
3,990100,3.0,2.0,False
3,732700,3.0,2.0,False
2,968900,3.0,2.0,False
3,469600,3.0,1.0,False
1,554300,2.0,2.0,True
1,958000,3.0,2.0,False
2,75700,3.0,2.0,False
1,676500,3.0,2.0,False
3,193600,2.0,2.0,True
2,225300,3.0,2.0,False
2,521700,3.0,2.0,False
1,606900,3.0,2.0,False
1,28100,3.0,2.0,False
1,870100,3.0,2.0,False
3,684900,3.0,2.0,False
1,732700,3.0,3.0,False
3,63100,3.0,2.0,False
3,247000,2.0,2.0,True
1,588600,2.0,2.0,True
2,834100,3.0,2.0,False
1,597600,3.0,2.0,False
3,940000,2.0,1.0,True
3,582600,3.0,1.0,False
1,681500,2.0,2.0,True
1,322600,2.0,1.0,True
3,465000,3.0,1.0,False
3,289400,1.0,2.0,True
3,838700,3.0,2.0,False
2,647900,2.0,2.0,True
2,444200,2.0,2.0,True
1,735300,3.0,2.0,False
2,582700,3.0,2.0,False
1,595400,3.0,2.0,False
2,891900,3.0,2.0,False
3,3800,3.0,3.0,False
2,261700,3.0,2.0,False
1,141900,3.0,2.0,False
1,387200,3.0,2.0,False
3,518000,3.0,2.0,False
2,563400,3.0,2.0,False
3,589100,2.0,1.0,True
2,75400,3.0,2.0,False
3,821700,3.0,2.0,False
3,586400,2.0,2.0,True
3,444000,2.0,2.0,True
3,542900,2.0,2.0,True
1,406800,2.0,2.0,True
2,475700,3.0,2.0,False
2,690500,3.0,2.0,False
3,839900,2.0,2.0,True
2,383200,3.0,3.0,False
3,417400,3.0,2.0,False
1,297200,3.0,2.0,False
3,206400,2.0,2.0,True
3,978100,2.0,2.0,True
2,338500,3.0,3.0,False
3,389300,3.0,1.0,False
2,761200,3.0,2.0,False
2,399900,3.0,2.0,False
3,462500,2.0,1.0,True
1,762200,3.0,2.0,False
2,212800,3.0,3.0,False
3,962200,3.0,2.0,False
3,471600,2.0,1.0,True
3,475300,2.0,1.0,True
2,464900,2.0,2.0,True
2,274000,3.0,2.0,False
2,679600,3.0,3.0,False
3,454500,3.0,2.0,False
2,574500,3.0,2.0,False
1,99000,3.0,2.0,False
2,293400,3.0,3.0,False
1,109600,3.0,2.0,False
2,648300,2.0,1.0,True
2,975400,3.0,2.0,False
2,101700,3.0,2.0,False
2,175200,3.0,2.0,False
3,128900,2.0,1.0,True
3,330400,3.0,2.0,False
1,100600,3.0,3.0,False
3,330500,2.0,1.0,True
3,680100,3.0,2.0,False
3,757300,3.0,2.0,False
3,475900,2.0,1.0,True
3,236700,2.0,2.0,True
2,539700,3.0,2.0,False
3,553800,2.0,1.0,True
3,635400,3.0,1.0,False
1,383300,3.0,2.0,False
3,910800,3.0,2.0,False
3,210000,2.0,2.0,True
2,305300,3.0,2.0,False
1,495100,2.0,2.0,True
1,427600,3.0,2.0,False
1,504700,3.0,2.0,False
1,86500,3.0,2.0,False
2,987300,4.0,3.0,False
1,767800,3.0,2.0,False
3,234200,3.0,2.0,False
2,877700,3.0,2.0,False
3,414100,2.0,2.0,True
3,892000,3.0,1.0,False
3,118300,3.0,2.0,False
2,825400,3.0,2.0,False
1,100200,3.0,2.0,False
2,969700,3.0,2.0,False
1,419100,3.0,2.0,False
3,590200,2.0,2.0,True
1,555900,2.0,2.0,True
1,868300,3.0,2.0,False
2,393100,3.0,2.0,False
3,875700,2.0,2.0,True
2,571200,3.0,2.0,False
1,63700,3.0,2.0,False
2,435700,2.0,2.0,True
2,733600,2.0,2.0,True
2,561900,2.0,2.0,True
2,411500,2.0,1.0,True
2,1500,3.0,2.0,False
1,827700,3.0,2.0,False
1,509400,4.0,3.0,False
3,241900,2.0,2.0,True
1,75900,3.0,2.0,False
2,831100,2.0,2.0,True
2,99000,3.0,2.0,False
1,52100,3.0,2.0,False
2,621200,3.0,1.0,False
1,481600,3.0,2.0,False
3,122200,2.0,2.0,True
2,951600,3.0,2.0,False
3,254200,2.0,2.0,True
3,490000,3.0,2.0,False
1,477200,4.0,2.0,False
1,74700,3.0,2.0,False
1,660200,2.0,2.0,True
3,38400,3.0,2.0,False
1,840500,3.0,2.0,False
1,831600,3.0,2.0,False
2,440000,3.0,1.0,False
2,897200,3.0,2.0,False
3,710200,3.0,2.0,False
1,84500,2.0,2.0,True
3,411400,3.0,2.0,False
1,928000,3.0,2.0,False
2,421800,2.0,2.0,True
2,11300,4.0,2.0,False
1,515300,3.0,2.0,False
3,163800,3.0,2.0,False
1,73500,3.0,2.0,False
3,452200,2.0,1.0,True
1,941300,3.0,2.0,False
3,589000,2.0,1.0,True
1,304200,3.0,2.0,False
1,820700,3.0,2.0,False
3,101200,3.0,2.0,False
3,247900,3.0,1.0,False
2,716000,3.0,2.0,False
2,830300,3.0,2.0,False
2,749000,2.0,2.0,True
1,629500,3.0,2.0,False
1,886800,3.0,2.0,False
3,807800,3.0,2.0,False
2,818400,2.0,2.0,True
2,493400,3.0,1.0,False
3,86700,3.0,2.0,False
3,363800,2.0,2.0,True
1,957500,3.0,2.0,False
3,394800,2.0,2.0,True
3,124200,2.0,2.0,True
1,809700,3.0,2.0,False
1,838100,3.0,3.0,False
3,751700,3.0,2.0,False
3,954700,3.0,2.0,False
2,223900,3.0,2.0,False
1,428800,3.0,1.0,False
2,73500,3.0,2.0,False
1,958500,3.0,2.0,False
2,880800,2.0,2.0,True
1,144200,3.0,2.0,False
3,963900,3.0,2.0,False
3,896600,2.0,1.0,True
3,451600,3.0,2.0,False
1,691900,3.0,2.0,False
2,52400,3.0,3.0,False
1,579700,3.0,2.0,False
1,575900,3.0,2.0,False
3,578400,3.0,1.0,False
1,81200,2.0,2.0,True
2,513300,3.0,2.0,False
1,102600,3.0,2.0,False
3,401000,3.0,2.0,False
3,231200,3.0,2.0,False
2,43600,3.0,2.0,False
3,355800,2.0,2.0,True
3,855800,3.0,2.0,False
2,294100,3.0,2.0,False
1,121600,3.0,2.0,False
3,680600,2.0,1.0,True
1,87500,2.0,2.0,True
3,703300,3.0,2.0,False
2,802300,2.0,2.0,True
1,444900,3.0,2.0,False
3,635900,2.0,1.0,True
2,177500,3.0,2.0,False
3,227900,3.0,2.0,False
2,837900,3.0,2.0,False
2,404200,3.0,2.0,False
2,342600,3.0,2.0,False
3,805700,3.0,2.0,False
2,581700,2.0,2.0,True
3,104100,2.0,2.0,True
1,546000,3.0,2.0,False
3,745100,2.0,2.0,True
1,305300,3.0,2.0,False
3,328100,2.0,2.0,True
2,82600,3.0,3.0,False
3,447300,3.0,1.0,False
3,905400,2.0,2.0,True
1,409800,3.0,2.0,False
3,835300,3.0,2.0,False
2,453100,3.0,2.0,False
2,620300,3.0,2.0,False
1,219800,3.0,2.0,False
1,744900,3.0,2.0,False
1,369500,3.0,3.0,False
3,428400,2.0,1.0,True
3,484400,2.0,2.0,True
2,825000,3.0,2.0,False
1,131700,3.0,2.0,False
3,34300,3.0,2.0,False
2,77900,3.0,2.0,False
3,671700,2.0,2.0,True
2,967400,2.0,2.0,True
2,120700,3.0,2.0,False
3,801800,3.0,2.0,False
2,593100,3.0,2.0,False
2,117200,3.0,3.0,False
3,929100,3.0,2.0,False
3,686200,2.0,2.0,True
2,59200,2.0,2.0,True
1,480300,2.0,3.0,False
1,816900,3.0,2.0,False
3,821600,3.0,2.0,False
1,598700,3.0,2.0,False
2,263300,3.0,3.0,False
2,260500,3.0,2.0,False
3,168700,2.0,2.0,True
2,372300,3.0,2.0,False
1,202800,3.0,2.0,False
1,351400,3.0,2.0,False
2,140500,3.0,2.0,False
3,284700,2.0,2.0,True
2,18600,3.0,2.0,False
1,970300,3.0,2.0,False
3,793800,2.0,2.0,True
1,976300,3.0,2.0,False
1,168200,3.0,2.0,False
3,424400,3.0,2.0,False
1,122900,3.0,2.0,False
2,94400,4.0,2.0,False
3,531900,2.0,2.0,True
2,848200,3.0,2.0,False
3,216100,3.0,2.0,False
1,800900,2.0,2.0,True
3,73000,3.0,2.0,False
2,350300,3.0,2.0,False
3,263000,3.0,2.0,False
2,15800,4.0,2.0,False
1,329800,3.0,2.0,False
1,896600,2.0,2.0,True
2,996900,3.0,3.0,False
1,413700,3.0,2.0,False
1,649700,2.0,2.0,True
3,450800,2.0,2.0,True
