day,timestamp,s5200,mid5200,s5300,mid5300,s_ext,m_ext,tight,m_ext_f20,fwd20_ext
1,4800,3.0,99.5,2.0,49.0,5.0,5251.5,False,5248.5,-3.0
1,4900,3.0,100.5,3.0,49.5,5.0,5252.5,False,5247.5,-5.0
1,5000,3.0,99.5,2.0,49.0,6.0,5252.0,False,5248.5,-3.5
1,5100,3.0,100.5,2.0,49.0,6.0,5252.0,False,5248.5,-3.5
1,5200,3.0,100.5,2.0,50.0,1.0,5251.5,False,5247.5,-4.0
1,5300,3.0,101.5,2.0,50.0,5.0,5253.5,False,5246.5,-7.0
1,5400,3.0,101.5,2.0,51.0,2.0,5254.0,False,5246.5,-7.5
1,5500,3.0,101.5,2.0,50.0,5.0,5254.5,False,5246.5,-8.0
1,5600,3.0,100.5,2.0,50.0,6.0,5253.0,False,5246.0,-7.0
1,5700,3.0,99.5,3.0,49.5,6.0,5252.0,False,5247.5,-4.5
1,5800,3.0,100.5,2.0,50.0,5.0,5253.5,False,5247.0,-6.5
1,5900,3.0,101.5,2.0,50.0,5.0,5253.5,False,5247.5,-6.0
1,6000,3.0,101.5,2.0,50.0,5.0,5253.5,False,5246.5,-7.0
1,6100,3.0,100.5,2.0,50.0,5.0,5252.5,False,5247.5,-5.0
1,6200,3.0,100.5,2.0,50.0,5.0,5252.5,False,5245.5,-7.0
1,6300,3.0,100.5,2.0,50.0,5.0,5252.5,False,5247.5,-5.0
1,6400,3.0,99.5,3.0,49.5,6.0,5252.0,False,5248.5,-3.5
1,6500,3.0,99.5,2.0,49.0,5.0,5250.5,False,5246.5,-4.0
1,6600,3.0,99.5,2.0,49.0,5.0,5250.5,False,5245.0,-5.5
1,6700,3.0,98.5,2.0,49.0,6.0,5250.0,False,5245.5,-4.5
1,6800,3.0,97.5,2.0,48.0,5.0,5248.5,False,5245.5,-3.0
1,6900,3.0,97.5,2.0,48.0,5.0,5247.5,False,5245.5,-2.0
1,7000,3.0,97.5,2.0,48.0,5.0,5248.5,False,5246.5,-2.0
1,7100,3.0,97.5,2.0,48.0,5.0,5248.5,False,5246.0,-2.5
1,7200,3.0,97.5,2.0,48.0,5.0,5247.5,False,5247.0,-0.5
1,7300,3.0,96.5,2.0,47.0,5.0,5246.5,False,5246.0,-0.5
1,7400,3.0,96.5,2.0,47.0,5.0,5246.5,False,5243.5,-3.0
1,7500,2.0,97.0,1.0,47.5,5.0,5246.5,True,5244.0,-2.5
1,7600,3.0,96.5,2.0,47.0,6.0,5246.0,False,5246.5,0.5
1,7700,3.0,96.5,2.0,48.0,5.0,5247.5,False,5245.0,-2.5
1,7800,3.0,96.5,3.0,47.5,6.0,5247.0,False,5246.5,-0.5
1,7900,3.0,97.5,2.0,48.0,5.0,5247.5,False,5245.0,-2.5
1,8000,3.0,96.5,2.0,47.0,5.0,5246.5,False,5245.5,-1.0
1,8100,3.0,97.5,2.0,48.0,5.0,5247.5,False,5244.0,-3.5
1,8200,3.0,96.5,3.0,47.5,3.0,5245.5,False,5243.5,-2.0
1,8300,3.0,97.5,2.0,48.0,5.0,5247.5,False,5241.5,-6.0
1,8400,3.0,97.5,2.0,48.0,5.0,5248.5,False,5239.5,-9.0
1,8500,3.0,96.5,2.0,47.0,5.0,5246.5,False,5241.5,-5.0
1,8600,3.0,95.5,2.0,47.0,6.0,5245.0,False,5241.5,-3.5
1,8700,3.0,96.5,2.0,47.0,5.0,5245.5,False,5241.5,-4.0
1,8800,3.0,95.5,2.0,47.0,5.0,5245.5,False,5242.5,-3.0
1,8900,2.0,96.0,2.0,47.0,5.0,5245.5,True,5243.5,-2.0
1,9000,3.0,96.5,2.0,47.0,5.0,5246.5,False,5244.5,-2.0
1,9100,3.0,96.5,2.0,47.0,6.0,5246.0,False,5244.5,-1.5
1,9200,3.0,96.5,3.0,47.5,6.0,5247.0,False,5243.5,-3.5
1,9300,3.0,96.5,2.0,47.0,6.0,5246.0,False,5243.5,-2.5
1,9400,3.0,95.5,2.0,47.0,1.0,5243.5,False,5243.5,0.0
1,9500,3.0,96.5,2.0,47.0,2.0,5244.0,False,5241.5,-2.5
1,9600,1.0,95.5,1.0,46.5,5.0,5246.5,True,5241.5,-5.0
1,9700,3.0,95.5,2.0,47.0,6.0,5245.0,False,5241.0,-4.0
1,9800,3.0,96.5,2.0,47.0,5.0,5246.5,False,5241.5,-5.0
1,9900,3.0,95.5,2.0,47.0,6.0,5245.0,False,5242.5,-2.5
1,10000,3.0,95.5,2.0,47.0,3.0,5245.5,False,5243.0,-2.5
1,10100,2.0,95.0,2.0,46.0,6.0,5244.0,True,5241.5,-2.5
1,10200,3.0,94.5,2.0,46.0,5.0,5243.5,False,5241.5,-2.0
1,10300,3.0,94.5,2.0,46.0,1.0,5241.5,False,5241.5,0.0
1,10400,3.0,93.5,2.0,45.0,1.0,5239.5,False,5241.5,2.0
1,10500,3.0,93.5,3.0,45.5,5.0,5241.5,False,5240.5,-1.0
1,10600,3.0,93.5,3.0,45.5,5.0,5241.5,False,5241.5,0.0
1,10700,3.0,93.5,2.0,46.0,5.0,5241.5,False,5240.5,-1.0
1,10800,2.0,94.0,2.0,46.0,5.0,5242.5,True,5238.5,-4.0
1,10900,3.0,94.5,2.0,46.0,5.0,5243.5,False,5239.5,-4.0
1,11000,3.0,95.5,2.0,47.0,5.0,5244.5,False,5240.5,-4.0
1,11100,3.0,95.5,3.0,46.5,5.0,5244.5,False,5239.0,-5.5
1,11200,3.0,94.5,2.0,46.0,5.0,5243.5,False,5239.5,-4.0
1,11300,3.0,94.5,2.0,46.0,5.0,5243.5,False,5238.5,-5.0
1,11400,3.0,94.5,2.0,46.0,5.0,5243.5,False,5238.0,-5.5
1,11500,3.0,93.5,2.0,46.0,5.0,5241.5,False,5238.5,-3.0
1,11600,3.0,93.5,3.0,45.5,5.0,5241.5,False,5236.5,-5.0
1,11700,3.0,93.5,2.0,45.0,6.0,5241.0,False,5238.5,-2.5
1,11800,1.0,92.5,1.0,44.5,5.0,5241.5,True,5238.5,-3.0
1,11900,2.0,94.0,2.0,46.0,5.0,5242.5,True,5236.5,-6.0
1,12000,3.0,94.5,2.0,46.0,6.0,5243.0,False,5237.0,-6.0
1,12100,3.0,93.5,2.0,45.0,5.0,5241.5,False,5236.5,-5.0
1,12200,3.0,93.5,2.0,45.0,5.0,5241.5,False,5235.5,-6.0
1,12300,3.0,93.5,3.0,45.5,5.0,5241.5,False,5235.5,-6.0
1,12400,3.0,93.5,2.0,45.0,5.0,5241.5,False,5233.5,-8.0
1,12500,3.0,92.5,2.0,45.0,5.0,5240.5,False,5234.5,-6.0
1,12600,3.0,93.5,3.0,45.5,5.0,5241.5,False,5234.5,-7.0
1,12700,2.0,93.0,2.0,45.0,5.0,5240.5,True,5234.5,-6.0
1,12800,3.0,91.5,2.0,44.0,5.0,5238.5,False,5234.5,-4.0
1,12900,3.0,92.5,2.0,45.0,5.0,5239.5,False,5234.5,-5.0
1,13000,3.0,92.5,2.0,45.0,5.0,5240.5,False,5233.5,-7.0
1,13100,2.0,92.0,2.0,44.0,6.0,5239.0,True,5234.5,-4.5
1,13200,3.0,92.5,2.0,45.0,5.0,5239.5,False,5233.5,-6.0
1,13300,3.0,91.5,2.0,44.0,5.0,5238.5,False,5233.5,-5.0
1,13400,3.0,91.5,2.0,44.0,6.0,5238.0,False,5233.5,-4.5
1,13500,2.0,92.0,2.0,44.0,5.0,5238.5,True,5231.5,-7.0
1,13600,3.0,90.5,2.0,44.0,5.0,5236.5,False,5231.5,-5.0
1,13700,3.0,91.5,2.0,44.0,5.0,5238.5,False,5231.5,-7.0
1,13800,3.0,91.5,2.0,44.0,5.0,5238.5,False,5232.0,-6.5
1,13900,3.0,90.5,2.0,44.0,5.0,5236.5,False,5233.5,-3.0
1,14000,2.0,91.0,2.0,44.0,6.0,5237.0,True,5233.5,-3.5
1,14100,3.0,90.5,2.0,44.0,5.0,5236.5,False,5231.5,-5.0
1,14200,2.0,90.0,2.0,43.0,5.0,5235.5,True,5232.5,-3.0
1,14300,3.0,89.5,2.0,43.0,5.0,5235.5,False,5230.0,-5.5
1,14400,2.0,89.0,2.0,43.0,5.0,5233.5,True,5231.0,-2.5
1,14500,3.0,89.5,2.0,43.0,5.0,5234.5,False,5232.5,-2.0
1,14600,3.0,89.5,2.0,43.0,5.0,5234.5,False,5231.5,-3.0
1,14700,3.0,89.5,2.0,43.0,5.0,5234.5,False,5231.5,-3.0
1,14800,1.0,88.5,2.0,43.0,5.0,5234.5,True,5230.5,-4.0
1,14900,3.0,89.5,2.0,43.0,5.0,5234.5,False,5229.5,-5.0
1,15000,3.0,88.5,3.0,42.5,5.0,5233.5,False,5229.5,-4.0
1,15100,3.0,89.5,2.0,43.0,5.0,5234.5,False,5229.0,-5.5
1,15200,3.0,88.5,2.0,43.0,5.0,5233.5,False,5232.5,-1.0
1,15300,2.0,89.0,2.0,43.0,5.0,5233.5,True,5231.5,-2.0
1,15400,3.0,88.5,2.0,42.0,5.0,5233.5,False,5229.0,-4.5
1,15500,3.0,87.5,2.0,42.0,5.0,5231.5,False,5232.5,1.0
1,15600,3.0,87.5,2.0,42.0,5.0,5231.5,False,5233.5,2.0
1,15700,3.0,87.5,2.0,42.0,5.0,5231.5,False,5233.5,2.0
1,15800,2.0,88.0,2.0,42.0,6.0,5232.0,True,5232.0,0.0
1,15900,3.0,88.5,2.0,43.0,5.0,5233.5,False,5233.0,-0.5
1,16000,3.0,88.5,2.0,42.0,5.0,5233.5,False,5232.5,-1.0
1,16100,2.0,88.0,2.0,42.0,5.0,5231.5,True,5231.5,0.0
1,16200,2.0,88.0,2.0,42.0,5.0,5232.5,True,5231.5,-1.0
1,16300,3.0,87.5,2.0,42.0,2.0,5230.0,False,5230.5,0.5
1,16400,3.0,87.5,2.0,42.0,6.0,5231.0,False,5229.5,-1.5
1,16500,3.0,88.5,2.0,42.0,5.0,5232.5,False,5228.0,-4.5
1,16600,3.0,87.5,2.0,42.0,5.0,5231.5,False,5229.5,-2.0
1,16700,1.0,86.5,2.0,42.0,5.0,5231.5,True,5227.0,-4.5
1,16800,3.0,87.5,2.0,42.0,5.0,5230.5,False,5227.5,-3.0
1,16900,3.0,86.5,2.0,41.0,5.0,5229.5,False,5228.5,-1.0
1,17000,3.0,86.5,2.0,41.0,5.0,5229.5,False,5228.5,-1.0
1,17100,3.0,87.5,2.0,42.0,2.0,5229.0,False,5229.5,0.5
1,17200,3.0,88.5,2.0,42.0,5.0,5232.5,False,5228.5,-4.0
1,17300,2.0,88.0,2.0,42.0,5.0,5231.5,True,5228.5,-3.0
1,17400,3.0,87.5,2.0,42.0,2.0,5229.0,False,5228.5,-0.5
1,17500,3.0,88.5,2.0,42.0,5.0,5232.5,False,5227.5,-5.0
1,17600,3.0,88.5,2.0,42.0,5.0,5233.5,False,5229.0,-4.5
1,17700,3.0,88.5,2.0,43.0,5.0,5233.5,False,5229.5,-4.0
1,17800,3.0,88.5,2.0,42.0,2.0,5232.0,False,5228.5,-3.5
1,17900,3.0,88.5,2.0,42.0,6.0,5233.0,False,5226.5,-6.5
1,18000,3.0,88.5,2.0,42.0,5.0,5232.5,False,5227.0,-5.5
1,18100,2.0,88.0,2.0,42.0,5.0,5231.5,True,5226.5,-5.0
1,18200,3.0,87.5,2.0,42.0,5.0,5231.5,False,5226.5,-5.0
1,18300,2.0,87.0,2.0,41.0,5.0,5230.5,True,5226.5,-4.0
1,18400,3.0,86.5,2.0,41.0,5.0,5229.5,False,5228.5,-1.0
1,18500,3.0,85.5,1.0,40.5,6.0,5228.0,False,5228.0,0.0
1,18600,3.0,85.5,2.0,41.0,3.0,5229.5,False,5228.0,-1.5
1,18700,3.0,85.5,2.0,41.0,2.0,5227.0,False,5227.5,0.5
1,18800,3.0,85.5,1.0,40.5,5.0,5227.5,False,5227.0,-0.5
1,18900,3.0,85.5,2.0,41.0,5.0,5228.5,False,5227.0,-1.5
1,19000,2.0,86.0,2.0,41.0,5.0,5228.5,True,5226.0,-2.5
1,19100,3.0,86.5,2.0,41.0,5.0,5229.5,False,5227.5,-2.0
1,19200,2.0,86.0,2.0,41.0,5.0,5228.5,True,5227.0,-1.5
1,19300,3.0,85.5,2.0,41.0,5.0,5228.5,False,5228.5,0.0
1,19400,3.0,85.5,2.0,41.0,5.0,5228.5,False,5230.5,2.0
1,19500,3.0,85.5,2.0,40.0,5.0,5227.5,False,5229.5,2.0
1,19600,3.0,86.5,2.0,41.0,6.0,5229.0,False,5230.5,1.5
1,19700,3.0,86.5,2.0,41.0,5.0,5229.5,False,5228.0,-1.5
1,19800,3.0,85.5,2.0,41.0,5.0,5228.5,False,5229.5,1.0
1,19900,3.0,84.5,2.0,40.0,5.0,5226.5,False,5228.5,2.0
1,20000,2.0,85.0,2.0,40.0,6.0,5227.0,True,5227.5,0.5
1,20100,2.0,85.0,2.0,40.0,5.0,5226.5,True,5228.5,2.0
1,20200,2.0,85.0,2.0,40.0,5.0,5226.5,True,5227.5,1.0
1,20300,3.0,84.5,2.0,40.0,5.0,5226.5,False,5228.5,2.0
1,20400,2.0,86.0,2.0,41.0,5.0,5228.5,True,5229.5,1.0
1,20500,3.0,85.5,1.0,40.5,6.0,5228.0,False,5230.5,2.5
1,20600,3.0,85.5,2.0,41.0,6.0,5228.0,False,5232.0,4.0
1,20700,3.0,85.5,2.0,40.0,5.0,5227.5,False,5230.5,3.0
1,20800,2.0,85.0,2.0,40.0,6.0,5227.0,True,5231.5,4.5
1,20900,2.0,85.0,2.0,40.0,6.0,5227.0,True,5231.0,4.0
1,21000,3.0,84.5,2.0,40.0,6.0,5226.0,False,5230.5,4.5
1,21100,3.0,85.5,2.0,40.0,5.0,5227.5,False,5230.5,3.0
1,21200,2.0,85.0,2.0,40.0,6.0,5227.0,True,5232.5,5.5
1,21300,2.0,86.0,2.0,41.0,5.0,5228.5,True,5231.5,3.0
1,21400,3.0,87.5,2.0,41.0,5.0,5230.5,False,5229.0,-1.5
1,21500,3.0,86.5,2.0,41.0,5.0,5229.5,False,5231.5,2.0
1,21600,2.0,87.0,2.0,41.0,5.0,5230.5,True,5232.0,1.5
1,21700,3.0,86.5,2.0,41.0,2.0,5228.0,False,5231.5,3.5
1,21800,3.0,86.5,2.0,41.0,5.0,5229.5,False,5232.5,3.0
1,21900,3.0,85.5,1.0,40.5,5.0,5228.5,False,5232.5,4.0
1,22000,3.0,85.5,2.0,40.0,5.0,5227.5,False,5232.5,5.0
1,22100,3.0,86.5,2.0,41.0,5.0,5228.5,False,5232.5,4.0
1,22200,3.0,85.5,2.0,40.0,5.0,5227.5,False,5235.5,8.0
1,22300,2.0,86.0,2.0,41.0,5.0,5228.5,True,5234.5,6.0
1,22400,3.0,86.5,2.0,41.0,5.0,5229.5,False,5235.5,6.0
1,22500,2.0,87.0,2.0,41.0,5.0,5230.5,True,5235.0,4.5
1,22600,2.0,88.0,2.0,42.0,6.0,5232.0,True,5235.5,3.5
1,22700,2.0,87.0,2.0,41.0,5.0,5230.5,True,5234.5,4.0
1,22800,3.0,87.5,2.0,42.0,5.0,5231.5,False,5233.5,2.0
1,22900,3.0,87.5,2.0,41.0,6.0,5231.0,False,5234.5,3.5
1,23000,3.0,87.5,2.0,41.0,5.0,5230.5,False,5231.5,1.0
1,23100,2.0,87.0,2.0,41.0,5.0,5230.5,True,5231.5,1.0
1,23200,2.0,88.0,2.0,42.0,5.0,5232.5,True,5231.5,-1.0
1,23300,3.0,87.5,2.0,42.0,5.0,5231.5,False,5233.5,2.0
1,23400,3.0,87.5,2.0,41.0,2.0,5229.0,False,5231.0,2.0
1,23500,3.0,87.5,2.0,42.0,5.0,5231.5,False,5233.5,2.0
1,23600,2.0,88.0,2.0,42.0,6.0,5232.0,True,5232.5,0.5
1,23700,3.0,87.5,2.0,42.0,5.0,5231.5,False,5231.5,0.0
1,23800,3.0,88.5,2.0,42.0,5.0,5232.5,False,5232.5,0.0
1,23900,3.0,88.5,2.0,42.0,5.0,5232.5,False,5230.5,-2.0
1,24000,3.0,88.5,2.0,42.0,5.0,5232.5,False,5232.0,-0.5
1,24100,3.0,89.5,2.0,43.0,1.0,5232.5,False,5232.5,0.0
1,24200,3.0,90.5,2.0,43.0,5.0,5235.5,False,5230.5,-5.0
1,24300,3.0,89.5,2.0,43.0,5.0,5234.5,False,5231.0,-3.5
1,24400,2.0,90.0,2.0,43.0,5.0,5235.5,True,5229.5,-6.0
1,24500,2.0,90.0,2.0,43.0,6.0,5235.0,True,5229.5,-5.5
1,24600,2.0,90.0,2.0,43.0,5.0,5235.5,True,5229.5,-6.0
1,24700,3.0,89.5,2.0,43.0,5.0,5234.5,False,5230.5,-4.0
1,24800,3.0,89.5,2.0,43.0,5.0,5233.5,False,5229.5,-4.0
1,24900,3.0,88.5,2.0,42.0,3.0,5234.5,False,5231.5,-3.0
1,25000,2.0,88.0,2.0,42.0,5.0,5231.5,True,5232.5,1.0
1,25100,3.0,87.5,2.0,42.0,5.0,5231.5,False,5232.5,1.0
1,25200,2.0,88.0,2.0,42.0,5.0,5231.5,True,5233.5,2.0
1,25300,3.0,88.5,2.0,42.0,5.0,5233.5,False,5235.5,2.0
1,25400,3.0,88.5,2.0,42.0,2.0,5231.0,False,5236.5,5.5
1,25500,2.0,89.0,2.0,43.0,5.0,5233.5,True,5235.5,2.0
1,25600,3.0,88.5,2.0,42.0,5.0,5232.5,False,5237.5,5.0
1,25700,3.0,87.5,2.0,42.0,5.0,5231.5,False,5238.5,7.0
1,25800,3.0,88.5,2.0,42.0,5.0,5232.5,False,5237.0,4.5
1,25900,3.0,87.5,2.0,41.0,5.0,5230.5,False,5237.5,7.0
1,26000,2.0,88.0,2.0,42.0,6.0,5232.0,True,5237.5,5.5
1,26100,3.0,88.5,2.0,42.0,5.0,5232.5,False,5239.5,7.0
1,26200,3.0,87.5,2.0,42.0,5.0,5230.5,False,5239.5,9.0
1,26300,3.0,87.5,2.0,42.0,6.0,5231.0,False,5237.5,6.5
1,26400,3.0,86.5,2.0,41.0,5.0,5229.5,False,5238.5,9.0
1,26500,3.0,86.5,2.0,41.0,5.0,5229.5,False,5239.5,10.0
1,26600,3.0,86.5,2.0,41.0,5.0,5229.5,False,5241.0,11.5
1,26700,3.0,87.5,2.0,41.0,5.0,5230.5,False,5242.0,11.5
1,26800,3.0,86.5,2.0,41.0,5.0,5229.5,False,5242.5,13.0
1,26900,3.0,87.5,2.0,42.0,5.0,5231.5,False,5239.5,8.0
1,27000,3.0,88.5,2.0,42.0,5.0,5232.5,False,5238.5,6.0
1,27100,3.0,88.5,2.0,42.0,5.0,5232.5,False,5239.5,7.0
1,27200,3.0,88.5,3.0,42.5,5.0,5233.5,False,5239.5,6.0
1,27300,2.0,90.0,2.0,43.0,5.0,5235.5,True,5239.5,4.0
1,27400,3.0,90.5,2.0,43.0,5.0,5236.5,False,5238.5,2.0
1,27500,3.0,90.5,2.0,43.0,5.0,5235.5,False,5240.5,5.0
1,27600,3.0,91.5,2.0,44.0,5.0,5237.5,False,5238.5,1.0
1,27700,3.0,91.5,2.0,44.0,5.0,5238.5,False,5241.5,3.0
1,27800,3.0,91.5,2.0,44.0,2.0,5237.0,False,5241.5,4.5
1,27900,3.0,91.5,2.0,44.0,5.0,5237.5,False,5240.5,3.0
1,28000,3.0,91.5,2.0,44.0,5.0,5237.5,False,5240.5,3.0
1,28100,3.0,92.5,2.0,45.0,5.0,5239.5,False,5237.5,-2.0
1,28200,2.0,92.0,3.0,44.5,3.0,5239.5,False,5237.5,-2.0
1,28300,3.0,91.5,2.0,44.0,5.0,5237.5,False,5237.0,-0.5
1,28400,3.0,91.5,2.0,44.0,5.0,5238.5,False,5236.5,-2.0
1,28500,3.0,92.5,2.0,45.0,5.0,5239.5,False,5235.5,-4.0
1,28600,3.0,93.5,2.0,45.0,6.0,5241.0,False,5236.5,-4.5
1,28700,3.0,93.5,2.0,46.0,6.0,5242.0,False,5234.5,-7.5
1,28800,2.0,94.0,2.0,46.0,5.0,5242.5,True,5234.5,-8.0
1,28900,3.0,92.5,2.0,45.0,5.0,5239.5,False,5234.5,-5.0
1,29000,2.0,92.0,3.0,44.5,5.0,5238.5,False,5234.5,-4.0
1,29100,3.0,92.5,2.0,45.0,5.0,5239.5,False,5234.5,-5.0
1,29200,3.0,92.5,2.0,45.0,5.0,5239.5,False,5233.0,-6.5
1,29300,3.0,92.5,2.0,45.0,5.0,5239.5,False,5232.0,-7.5
1,29400,3.0,91.5,2.0,44.0,5.0,5238.5,False,5231.5,-7.0
1,29500,3.0,92.5,2.0,45.0,3.0,5240.5,False,5231.5,-9.0
1,29600,2.0,92.0,2.0,44.0,5.0,5238.5,True,5232.5,-6.0
1,29700,3.0,93.5,3.0,45.5,5.0,5241.5,False,5234.5,-7.0
1,29800,3.0,93.5,2.0,45.0,5.0,5241.5,False,5234.5,-7.0
1,29900,3.0,92.5,2.0,45.0,5.0,5240.5,False,5236.5,-4.0
1,30000,3.0,92.5,2.0,45.0,3.0,5240.5,False,5235.5,-5.0
1,30100,3.0,91.5,2.0,44.0,5.0,5237.5,False,5234.5,-3.0
1,30200,3.0,91.5,2.0,44.0,5.0,5237.5,False,5236.0,-1.5
1,30300,3.0,90.5,2.0,44.0,6.0,5237.0,False,5236.5,-0.5
1,30400,3.0,90.5,2.0,43.0,5.0,5236.5,False,5237.0,0.5
1,30500,3.0,90.5,2.0,43.0,5.0,5235.5,False,5237.5,2.0
1,30600,3.0,90.5,2.0,43.0,5.0,5236.5,False,5237.5,1.0
1,30700,3.0,89.5,2.0,43.0,5.0,5234.5,False,5238.0,3.5
1,30800,3.0,89.5,2.0,43.0,5.0,5234.5,False,5237.0,2.5
1,30900,2.0,90.0,2.0,43.0,5.0,5234.5,True,5239.0,4.5
1,31000,3.0,89.5,2.0,43.0,5.0,5234.5,False,5239.5,5.0
1,31100,3.0,89.5,2.0,43.0,5.0,5234.5,False,5240.0,5.5
1,31200,3.0,89.5,2.0,43.0,2.0,5233.0,False,5240.0,7.0
1,31300,2.0,88.0,2.0,42.0,6.0,5232.0,True,5239.5,7.5
1,31400,2.0,88.0,2.0,42.0,5.0,5231.5,True,5238.5,7.0
1,31500,3.0,87.5,2.0,42.0,5.0,5231.5,False,5237.5,6.0
1,31600,3.0,88.5,2.0,42.0,5.0,5232.5,False,5236.5,4.0
1,31700,3.0,89.5,2.0,43.0,5.0,5234.5,False,5235.5,1.0
1,31800,3.0,89.5,2.0,43.0,5.0,5234.5,False,5235.5,1.0
1,31900,2.0,90.0,2.0,43.0,3.0,5236.5,True,5235.5,-1.0
1,32000,2.0,90.0,2.0,43.0,5.0,5235.5,True,5234.5,-1.0
1,32100,3.0,89.5,2.0,43.0,5.0,5234.5,False,5232.0,-2.5
1,32200,3.0,90.5,2.0,43.0,6.0,5236.0,False,5233.0,-3.0
1,32300,2.0,91.0,2.0,44.0,5.0,5236.5,True,5234.5,-2.0
1,32400,3.0,91.5,2.0,44.0,2.0,5237.0,False,5233.5,-3.5
1,32500,3.0,91.5,2.0,44.0,5.0,5237.5,False,5234.5,-3.0
1,32600,3.0,91.5,2.0,44.0,5.0,5237.5,False,5235.0,-2.5
1,32700,3.0,91.5,2.0,44.0,6.0,5238.0,False,5235.0,-3.0
1,32800,3.0,92.5,2.0,44.0,2.0,5237.0,False,5235.5,-1.5
1,32900,3.0,92.5,2.0,44.0,6.0,5239.0,False,5235.0,-4.0
1,33000,3.0,92.5,2.0,45.0,5.0,5239.5,False,5235.5,-4.0
1,33100,3.0,92.5,2.0,45.0,6.0,5240.0,False,5235.5,-4.5
1,33200,3.0,92.5,2.0,45.0,6.0,5240.0,False,5232.5,-7.5
1,33300,3.0,92.5,2.0,44.0,5.0,5239.5,False,5232.5,-7.0
