U,role,product,k,day,n,mean_dv,std_dv,t_approx
Mark 22,aggr_seller,VEV_5500,5,1,92,-0.021739130434782608,0.2333822440944817,-0.8934459211586828
Mark 22,aggr_seller,VEV_5500,5,2,94,-0.047872340425531915,0.2939273274984439,-1.5790963186943354
Mark 22,aggr_seller,VEV_5500,5,3,120,-0.0125,0.18856490312111543,-0.7261724589773785
Mark 22,aggr_seller,VEV_5500,20,1,92,-0.02717391304347826,0.49371951392756547,-0.527917188238954
Mark 22,aggr_seller,VEV_5500,20,2,94,0.015957446808510637,0.43037947533939286,0.35948086701117377
Mark 22,aggr_seller,VEV_5500,20,3,120,0.04583333333333333,0.3490433103398448,1.4384432996511372
Mark 22,aggr_seller,VEV_5500,100,1,92,-0.11413043478260869,0.8773814088786944,-1.247690756519089
Mark 22,aggr_seller,VEV_5500,100,2,93,-0.03763440860215054,0.7810129958411347,-0.46469533168878646
Mark 22,aggr_seller,VEV_5500,100,3,119,0.025210084033613446,0.4864639773440401,0.565323563339551
Mark 22,aggr_seller,VEV_6000,5,1,98,0.0,0.0,
Mark 22,aggr_seller,VEV_6000,5,2,95,0.0,0.0,
Mark 22,aggr_seller,VEV_6000,5,3,124,0.0,0.0,
Mark 22,aggr_seller,VEV_6000,20,1,98,0.0,0.0,
Mark 22,aggr_seller,VEV_6000,20,2,95,0.0,0.0,
Mark 22,aggr_seller,VEV_6000,20,3,124,0.0,0.0,
Mark 22,aggr_seller,VEV_6000,100,1,97,0.0,0.0,
Mark 22,aggr_seller,VEV_6000,100,2,94,0.0,0.0,
Mark 22,aggr_seller,VEV_6000,100,3,123,0.0,0.0,
Mark 22,aggr_seller,VEV_6500,5,1,98,0.0,0.0,
Mark 22,aggr_seller,VEV_6500,5,2,95,0.0,0.0,
Mark 22,aggr_seller,VEV_6500,5,3,124,0.0,0.0,
Mark 22,aggr_seller,VEV_6500,20,1,98,0.0,0.0,
Mark 22,aggr_seller,VEV_6500,20,2,95,0.0,0.0,
Mark 22,aggr_seller,VEV_6500,20,3,124,0.0,0.0,
Mark 22,aggr_seller,VEV_6500,100,1,97,0.0,0.0,
Mark 22,aggr_seller,VEV_6500,100,2,94,0.0,0.0,
Mark 22,aggr_seller,VEV_6500,100,3,123,0.0,0.0,
Mark 38,aggr_buyer,HYDROGEL_PACK,5,1,189,-0.31746031746031744,4.394721435361694,-0.9930908861714126
Mark 38,aggr_buyer,HYDROGEL_PACK,5,2,165,-0.01818181818181818,4.125283031343643,-0.05661422052110388
Mark 38,aggr_buyer,HYDROGEL_PACK,5,3,161,0.009316770186335404,4.129343186909936,0.02862841754364542
Mark 38,aggr_buyer,HYDROGEL_PACK,20,1,189,-0.38095238095238093,9.358711787537237,-0.5596100707618867
Mark 38,aggr_buyer,HYDROGEL_PACK,20,2,165,-0.6333333333333333,7.2005532759417035,-1.129817897975897
Mark 38,aggr_buyer,HYDROGEL_PACK,20,3,161,0.049689440993788817,8.824894646847085,0.07144428916401152
Mark 38,aggr_buyer,HYDROGEL_PACK,100,1,189,-1.5793650793650793,17.982898129240635,-1.2074071666555175
Mark 38,aggr_buyer,HYDROGEL_PACK,100,2,163,2.058282208588957,17.60518588003217,1.4926504199481903
Mark 38,aggr_buyer,HYDROGEL_PACK,100,3,160,-1.9875,19.33622972231696,-1.3001556021711458
Mark 38,aggr_buyer,VEV_4000,5,1,73,-0.21232876712328766,2.2046633155326463,-0.8228638671305364
Mark 38,aggr_buyer,VEV_4000,5,2,64,0.234375,2.1062430820384717,0.8902106390233604
Mark 38,aggr_buyer,VEV_4000,5,3,72,0.5138888888888888,2.389784924942083,1.8246377620876153
Mark 38,aggr_buyer,VEV_4000,20,1,72,-0.19444444444444445,4.517224901836471,-0.3652498732347464
Mark 38,aggr_buyer,VEV_4000,20,2,63,0.8095238095238095,3.6349874333418266,1.7676528898614854
Mark 38,aggr_buyer,VEV_4000,20,3,72,0.2361111111111111,4.121373542255589,0.4861168716741469
Mark 38,aggr_buyer,VEV_4000,100,1,72,-0.375,8.572289946658213,-0.3711937574603288
Mark 38,aggr_buyer,VEV_4000,100,2,63,1.9206349206349207,7.901718039608257,1.929272469812731
Mark 38,aggr_buyer,VEV_4000,100,3,70,-2.0785714285714287,9.778946519490528,-1.7783690943757668
Mark 38,aggr_buyer,VEV_4500,5,1,1,2.5,,
Mark 38,aggr_buyer,VEV_4500,5,3,1,3.5,,
Mark 38,aggr_buyer,VEV_4500,20,1,1,9.0,,
Mark 38,aggr_buyer,VEV_4500,20,3,1,-1.5,,
Mark 38,aggr_buyer,VEV_4500,100,1,1,22.5,,
Mark 38,aggr_buyer,VEV_4500,100,3,1,4.5,,
Mark 38,aggr_buyer,VEV_5000,5,1,1,0.5,,
Mark 38,aggr_buyer,VEV_5000,5,3,1,1.0,,
Mark 38,aggr_buyer,VEV_5000,20,1,1,7.0,,
Mark 38,aggr_buyer,VEV_5000,20,3,1,-4.0,,
Mark 38,aggr_buyer,VEV_5000,100,1,1,20.0,,
Mark 38,aggr_buyer,VEV_5000,100,3,1,2.0,,
Mark 38,aggr_buyer,VEV_5100,5,1,1,0.0,,
Mark 38,aggr_buyer,VEV_5100,5,3,1,0.5,,
Mark 38,aggr_buyer,VEV_5100,20,1,1,5.5,,
Mark 38,aggr_buyer,VEV_5100,20,3,1,-3.5,,
Mark 38,aggr_buyer,VEV_5100,100,1,1,17.0,,
Mark 38,aggr_buyer,VEV_5100,100,3,1,1.5,,
Mark 38,aggr_buyer,VEV_5200,5,1,1,0.0,,
Mark 38,aggr_buyer,VEV_5200,5,3,1,0.5,,
Mark 38,aggr_buyer,VEV_5200,20,1,1,3.5,,
Mark 38,aggr_buyer,VEV_5200,20,3,1,-3.0,,
Mark 38,aggr_buyer,VEV_5200,100,1,1,12.0,,
Mark 38,aggr_buyer,VEV_5200,100,3,1,1.0,,
Mark 38,aggr_buyer,VEV_5300,5,1,1,0.5,,
Mark 38,aggr_buyer,VEV_5300,20,1,1,2.5,,
Mark 38,aggr_buyer,VEV_5300,100,1,1,8.0,,
Mark 38,aggr_seller,HYDROGEL_PACK,5,1,186,0.3172043010752688,4.500020988681718,0.9613488257078664
Mark 38,aggr_seller,HYDROGEL_PACK,5,2,146,0.06506849315068493,4.127395312329781,0.19048953024285206
Mark 38,aggr_seller,HYDROGEL_PACK,5,3,175,-0.35714285714285715,4.808653939447047,-0.9825111085366695
Mark 38,aggr_seller,HYDROGEL_PACK,20,1,186,1.0806451612903225,8.499217872626978,1.7340460358254943
Mark 38,aggr_seller,HYDROGEL_PACK,20,2,146,-0.2226027397260274,8.350930326434172,-0.3220861667883415
Mark 38,aggr_seller,HYDROGEL_PACK,20,3,175,-0.6685714285714286,9.174952517293008,-0.9639688763234465
Mark 38,aggr_seller,HYDROGEL_PACK,100,1,186,0.9731182795698925,18.561638090485182,0.7149996053546352
Mark 38,aggr_seller,HYDROGEL_PACK,100,2,144,-0.6701388888888888,17.0374087784109,-0.47200057070044205
Mark 38,aggr_seller,HYDROGEL_PACK,100,3,175,1.2142857142857142,18.651247883695277,0.8612555150765375
Mark 38,aggr_seller,VEV_4000,5,1,91,-0.1813186813186813,2.241671602865053,-0.7715982922656891
Mark 38,aggr_seller,VEV_4000,5,2,64,-0.53125,2.3885889438865666,-1.7792931725978178
Mark 38,aggr_seller,VEV_4000,5,3,78,0.14102564102564102,2.0416084757281863,0.6100605245160033
Mark 38,aggr_seller,VEV_4000,20,1,91,0.10989010989010989,4.305553389262522,0.24347272973927142
Mark 38,aggr_seller,VEV_4000,20,2,64,-1.109375,4.811913744955212,-1.8443805251714058
Mark 38,aggr_seller,VEV_4000,20,3,78,0.26282051282051283,4.293399009907542,0.5406364315639062
Mark 38,aggr_seller,VEV_4000,100,1,90,-0.6444444444444445,8.21044978323029,-0.7446287318078573
Mark 38,aggr_seller,VEV_4000,100,2,64,-0.3125,10.143611641957571,-0.24646053972128767
Mark 38,aggr_seller,VEV_4000,100,3,78,0.8397435897435898,9.048388530469666,0.8196392704262166
Mark 38,aggr_seller,VEV_4500,5,3,1,0.0,,
Mark 38,aggr_seller,VEV_4500,20,3,1,3.0,,
Mark 38,aggr_seller,VEV_4500,100,3,1,13.0,,
Mark 38,aggr_seller,VEV_5000,5,3,1,2.5,,
Mark 38,aggr_seller,VEV_5000,20,3,1,5.5,,
Mark 38,aggr_seller,VEV_5000,100,3,1,15.5,,
Mark 38,aggr_seller,VEV_5100,5,3,1,2.5,,
Mark 38,aggr_seller,VEV_5100,20,3,1,4.5,,
Mark 38,aggr_seller,VEV_5100,100,3,1,13.5,,
Mark 38,aggr_seller,VEV_5200,5,3,1,2.0,,
Mark 38,aggr_seller,VEV_5200,20,3,1,3.5,,
Mark 38,aggr_seller,VEV_5200,100,3,1,10.0,,
Mark 38,aggr_seller,VEV_5300,5,3,1,0.5,,
Mark 38,aggr_seller,VEV_5300,20,3,1,1.5,,
Mark 38,aggr_seller,VEV_5300,100,3,1,5.5,,
Mark 49,aggr_buyer,VELVETFRUIT_EXTRACT,5,1,1,3.5,,
Mark 49,aggr_buyer,VELVETFRUIT_EXTRACT,20,1,1,1.5,,
Mark 49,aggr_buyer,VELVETFRUIT_EXTRACT,100,1,1,6.5,,
Mark 49,aggr_seller,VELVETFRUIT_EXTRACT,5,2,1,-1.0,,
Mark 49,aggr_seller,VELVETFRUIT_EXTRACT,20,2,1,-2.0,,
Mark 49,aggr_seller,VELVETFRUIT_EXTRACT,100,2,1,-4.0,,
Mark 55,aggr_buyer,VELVETFRUIT_EXTRACT,5,1,186,0.07526881720430108,2.200670949971713,0.46646219652359555
Mark 55,aggr_buyer,VELVETFRUIT_EXTRACT,5,2,218,0.22247706422018348,2.2298352550016975,1.4731287797172672
Mark 55,aggr_buyer,VELVETFRUIT_EXTRACT,5,3,194,0.2912371134020619,2.063493570502862,1.965823230164794
Mark 55,aggr_buyer,VELVETFRUIT_EXTRACT,20,1,186,0.5672043010752689,4.282213336668101,1.8064572475026008
Mark 55,aggr_buyer,VELVETFRUIT_EXTRACT,20,2,218,0.34174311926605505,3.8168255548553276,1.3219825259231155
Mark 55,aggr_buyer,VELVETFRUIT_EXTRACT,20,3,194,0.3324742268041237,4.041113459377288,1.145929251834962
Mark 55,aggr_buyer,VELVETFRUIT_EXTRACT,100,1,186,1.1774193548387097,9.977581671275594,1.6093939016372143
Mark 55,aggr_buyer,VELVETFRUIT_EXTRACT,100,2,217,0.4400921658986175,8.871177110440273,0.73078942594954
Mark 55,aggr_buyer,VELVETFRUIT_EXTRACT,100,3,192,0.0078125,8.871755960830642,0.012202001041394664
Mark 55,aggr_seller,VELVETFRUIT_EXTRACT,5,1,198,0.2904040404040404,2.1445856363546594,1.9054249894298725
Mark 55,aggr_seller,VELVETFRUIT_EXTRACT,5,2,193,-0.26424870466321243,2.1961416403525753,-1.6715954296230997
Mark 55,aggr_seller,VELVETFRUIT_EXTRACT,5,3,209,0.11722488038277512,2.2121582639500743,0.7660846260817669
Mark 55,aggr_seller,VELVETFRUIT_EXTRACT,20,1,198,0.20454545454545456,4.1589399207515445,0.6920536784961856
Mark 55,aggr_seller,VELVETFRUIT_EXTRACT,20,2,193,-0.5414507772020726,3.782269761789858,-1.9887726336484886
Mark 55,aggr_seller,VELVETFRUIT_EXTRACT,20,3,209,0.0023923444976076554,4.5587768285197745,0.007586623450600815
Mark 55,aggr_seller,VELVETFRUIT_EXTRACT,100,1,196,-0.4846938775510204,8.718666706359276,-0.7782972459269349
Mark 55,aggr_seller,VELVETFRUIT_EXTRACT,100,2,191,-1.4031413612565444,8.12143301951313,-2.3877312507835486
Mark 55,aggr_seller,VELVETFRUIT_EXTRACT,100,3,208,-0.8822115384615384,9.85274776718307,-1.2913591265671729
Mark 67,aggr_buyer,VELVETFRUIT_EXTRACT,5,1,58,2.1982758620689653,1.739478786556715,9.6244750548263
Mark 67,aggr_buyer,VELVETFRUIT_EXTRACT,5,2,61,1.7540983606557377,1.8157251784059363,7.545165047965762
Mark 67,aggr_buyer,VELVETFRUIT_EXTRACT,5,3,45,1.9333333333333333,2.2828411325284197,5.681163741400793
Mark 67,aggr_buyer,VELVETFRUIT_EXTRACT,20,1,58,2.0344827586206895,3.848971232982795,4.025532574697869
Mark 67,aggr_buyer,VELVETFRUIT_EXTRACT,20,2,61,1.4508196721311475,3.838082114408171,2.9523245038254124
Mark 67,aggr_buyer,VELVETFRUIT_EXTRACT,20,3,45,2.022222222222222,4.3182429554417405,3.1414348853169205
Mark 67,aggr_buyer,VELVETFRUIT_EXTRACT,100,1,58,3.146551724137931,10.475957696324112,2.2874685724731254
Mark 67,aggr_buyer,VELVETFRUIT_EXTRACT,100,2,60,1.4916666666666667,7.6138208779549,1.5175560998079343
Mark 67,aggr_buyer,VELVETFRUIT_EXTRACT,100,3,45,-1.0777777777777777,9.544724599314938,-0.7574815859818775
