timestamp,buyer,seller,product,currency,price,quantity,day,bid_price_1,ask_price_1,mid_price,fwd_mid_delta_5,fwd_mid_delta_20,fwd_mid_delta_100,spread,aggr_buy,aggr_sell,spread_q,hour_bin,u_mid,fwd_u_20
85300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,8,5235.0,4.5
86100,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,5,1,14,16,15.0,-0.5,0.5,0.5,2.0,False,True,tight_le2,8,5237.0,3.5
86100,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,5,1,6,7,6.5,0.0,0.0,0.0,1.0,False,True,tight_le2,8,5237.0,3.5
86100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,8,5237.0,3.5
86100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,8,5237.0,3.5
89300,Mark 14,Mark 38,VEV_4000,XIRECS,1232.0,3,1,1232,1253,1242.5,-4.5,-1.0,3.0,21.0,False,True,wide,8,5242.5,-1.0
89800,Mark 01,Mark 22,VEV_5300,XIRECS,45.0,4,1,45,47,46.0,0.0,-1.0,1.0,2.0,False,True,tight_le2,8,5243.5,-2.0
89800,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,4,1,15,17,16.0,0.0,-0.5,1.0,2.0,False,True,tight_le2,8,5243.5,-2.0
89800,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,8,5243.5,-2.0
89800,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,8,5243.5,-2.0
102500,Mark 14,Mark 38,VEV_4000,XIRECS,1235.0,1,1,1235,1256,1245.5,2.0,4.0,17.5,21.0,False,True,wide,10,5245.5,4.0
102800,Mark 14,Mark 38,VEV_4000,XIRECS,1236.0,1,1,1236,1257,1246.5,0.0,3.0,15.0,21.0,False,True,wide,10,5247.0,2.5
120300,Mark 01,Mark 22,VEV_5400,XIRECS,18.0,4,1,18,19,18.5,1.0,1.5,1.0,1.0,False,True,tight_le2,12,5257.5,6.5
120300,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,4,1,8,9,8.5,0.0,0.0,0.0,1.0,False,True,tight_le2,12,5257.5,6.5
120300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,12,5257.5,6.5
120300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,12,5257.5,6.5
127200,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,3,1,8,9,8.5,0.5,0.0,0.0,1.0,False,True,tight_le2,12,5264.0,0.5
127200,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,12,5264.0,0.5
127200,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,12,5264.0,0.5
129100,Mark 38,Mark 14,VEV_4000,XIRECS,1275.0,3,1,1253,1275,1264.0,0.0,1.5,-6.5,22.0,True,False,wide,12,5264.0,2.5
133100,Mark 14,Mark 38,VEV_4000,XIRECS,1253.0,3,1,1253,1274,1263.5,2.5,-1.5,1.5,21.0,False,True,wide,13,5263.5,0.0
135900,Mark 01,Mark 22,VEV_5300,XIRECS,52.0,3,1,52,54,53.0,0.0,-2.0,-0.5,2.0,False,True,tight_le2,13,5263.0,-5.5
135900,Mark 01,Mark 22,VEV_5400,XIRECS,19.0,3,1,19,21,20.0,0.0,-1.0,-0.5,2.0,False,True,tight_le2,13,5263.0,-5.5
135900,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,3,1,8,9,8.5,0.0,-0.5,0.0,1.0,False,True,tight_le2,13,5263.0,-5.5
135900,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,13,5263.0,-5.5
135900,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,13,5263.0,-5.5
137000,Mark 14,Mark 38,VEV_4000,XIRECS,1252.0,3,1,1252,1273,1262.5,-3.0,-4.0,2.5,21.0,False,True,wide,13,5262.5,-4.0
137300,Mark 14,Mark 38,VEV_4000,XIRECS,1251.0,3,1,1251,1272,1261.5,-3.0,-3.0,6.0,21.0,False,True,wide,13,5261.5,-3.0
137600,Mark 38,Mark 14,VEV_4000,XIRECS,1269.0,3,1,1248,1269,1258.5,-2.0,0.0,10.0,21.0,True,False,wide,13,5259.0,-0.5
145500,Mark 01,Mark 22,VEV_5400,XIRECS,19.0,2,1,19,20,19.5,0.5,1.5,-2.5,1.0,False,True,tight_le2,14,5261.5,7.0
145500,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,2,1,8,9,8.5,0.0,1.0,-1.0,1.0,False,True,tight_le2,14,5261.5,7.0
145500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,14,5261.5,7.0
145500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,14,5261.5,7.0
147900,Mark 14,Mark 38,VEV_4000,XIRECS,1256.0,1,1,1256,1278,1267.0,-2.5,-0.5,-11.5,22.0,False,True,wide,14,5268.5,-2.0
150600,Mark 01,Mark 22,VEV_5300,XIRECS,53.0,2,1,53,55,54.0,0.0,-4.0,-5.0,2.0,False,True,tight_le2,15,5265.5,-9.0
150600,Mark 01,Mark 22,VEV_5400,XIRECS,20.0,2,1,20,21,20.5,0.0,-2.0,-2.0,1.0,False,True,tight_le2,15,5265.5,-9.0
150600,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,2,1,8,9,8.5,0.0,-0.5,-1.0,1.0,False,True,tight_le2,15,5265.5,-9.0
150600,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,2,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,15,5265.5,-9.0
150600,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,2,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,15,5265.5,-9.0
153000,Mark 01,Mark 22,VEV_5400,XIRECS,18.0,4,1,18,19,18.5,0.0,-0.5,0.0,1.0,False,True,tight_le2,15,5256.5,-3.0
153000,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,4,1,7,9,8.0,-0.5,-0.5,-0.5,2.0,False,True,tight_le2,15,5256.5,-3.0
153000,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,4,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,15,5256.5,-3.0
153000,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,4,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,15,5256.5,-3.0
154100,Mark 14,Mark 38,VEV_4000,XIRECS,1242.0,3,1,1242,1263,1252.5,1.0,-4.5,0.0,21.0,False,True,wide,15,5252.5,-4.5
156200,Mark 14,Mark 38,VEV_4000,XIRECS,1237.0,1,1,1237,1258,1247.5,0.0,8.0,3.0,21.0,False,True,wide,15,5247.5,8.0
167600,Mark 14,Mark 38,VEV_4000,XIRECS,1242.0,2,1,1242,1263,1252.5,1.0,2.0,-7.0,21.0,False,True,wide,16,5252.0,2.5
168500,Mark 38,Mark 14,VEV_4000,XIRECS,1261.0,2,1,1250,1261,1255.5,-5.0,-12.5,-7.0,11.0,True,False,wide,16,5250.0,-1.5
168700,Mark 38,Mark 14,VEV_4000,XIRECS,1260.0,1,1,1239,1260,1249.5,1.0,0.0,-1.0,21.0,True,False,wide,16,5249.5,-0.5
170400,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,5,1,17,18,17.5,0.0,0.0,-0.5,1.0,False,True,tight_le2,17,5249.5,-1.0
170400,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,5,1,7,8,7.5,0.0,0.0,0.0,1.0,False,True,tight_le2,17,5249.5,-1.0
170400,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,17,5249.5,-1.0
170400,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,17,5249.5,-1.0
170500,Mark 14,Mark 22,VEV_5300,XIRECS,46.0,3,1,46,48,47.0,-1.0,0.0,-1.0,2.0,False,True,tight_le2,17,5248.5,1.0
170500,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,3,1,7,8,7.5,0.0,0.0,0.0,1.0,False,True,tight_le2,17,5248.5,1.0
170500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,17,5248.5,1.0
170500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,17,5248.5,1.0
170900,Mark 38,Mark 14,VEV_4000,XIRECS,1260.0,3,1,1239,1260,1249.5,2.0,-2.0,-2.0,21.0,True,False,wide,17,5249.5,-3.5
172400,Mark 14,Mark 38,VEV_4000,XIRECS,1238.0,1,1,1238,1259,1248.5,-1.0,-4.0,-4.0,21.0,False,True,wide,17,5248.5,-4.0
172500,Mark 01,Mark 22,VEV_5300,XIRECS,46.0,5,1,46,48,47.0,-1.0,-2.0,-2.0,2.0,False,True,tight_le2,17,5249.5,-5.5
172500,Mark 01,Mark 22,VEV_5400,XIRECS,17.0,5,1,17,18,17.5,-0.5,-1.0,-1.0,1.0,False,True,tight_le2,17,5249.5,-5.5
172500,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,5,1,7,8,7.5,0.0,-0.5,-0.5,1.0,False,True,tight_le2,17,5249.5,-5.5
172500,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,5,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,17,5249.5,-5.5
172500,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,5,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,17,5249.5,-5.5
184200,Mark 38,Mark 14,VEV_4000,XIRECS,1251.0,3,1,1230,1251,1240.5,1.0,-5.0,-4.0,21.0,True,False,wide,18,5240.5,-5.0
190100,Mark 01,Mark 22,VEV_5300,XIRECS,42.0,3,1,42,44,43.0,-1.0,-1.0,0.0,2.0,False,True,tight_le2,19,5238.5,-1.5
190100,Mark 01,Mark 22,VEV_5400,XIRECS,15.0,3,1,15,16,15.5,-0.5,-0.5,0.0,1.0,False,True,tight_le2,19,5238.5,-1.5
190100,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,3,1,6,7,6.5,0.0,0.0,0.0,1.0,False,True,tight_le2,19,5238.5,-1.5
190100,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,19,5238.5,-1.5
190100,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,19,5238.5,-1.5
194200,Mark 38,Mark 14,VEV_4000,XIRECS,1247.0,2,1,1226,1247,1236.5,-1.5,-1.0,6.0,21.0,True,False,wide,19,5236.5,-1.0
195600,Mark 01,Mark 22,VEV_5300,XIRECS,41.0,3,1,41,43,42.0,-1.0,1.0,4.0,2.0,False,True,tight_le2,19,5235.5,1.0
195600,Mark 01,Mark 22,VEV_5400,XIRECS,14.0,3,1,14,15,14.5,0.0,1.0,2.0,1.0,False,True,tight_le2,19,5235.5,1.0
195600,Mark 01,Mark 22,VEV_5500,XIRECS,6.0,3,1,6,7,6.5,0.0,0.0,1.0,1.0,False,True,tight_le2,19,5235.5,1.0
195600,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,19,5235.5,1.0
195600,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,19,5235.5,1.0
196700,Mark 14,Mark 38,VEV_4000,XIRECS,1225.0,1,1,1225,1246,1235.5,0.5,6.0,9.0,21.0,False,True,wide,19,5235.5,6.0
202300,Mark 38,Mark 14,VEV_4000,XIRECS,1252.0,3,1,1231,1252,1241.5,1.0,0.0,14.0,21.0,True,False,wide,20,5240.0,1.5
206200,Mark 14,Mark 22,VEV_5400,XIRECS,16.0,3,1,16,17,16.5,0.0,0.5,0.5,1.0,False,True,tight_le2,20,5244.5,3.5
206200,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,20,5244.5,3.5
206200,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,20,5244.5,3.5
206600,Mark 38,Mark 14,VEV_4000,XIRECS,1255.0,1,1,1234,1255,1244.5,1.5,2.0,6.0,21.0,True,False,wide,20,5244.0,2.0
216000,Mark 38,Mark 14,VEV_4000,XIRECS,1263.0,1,1,1242,1263,1252.5,-2.0,1.0,0.0,21.0,True,False,wide,21,5252.0,1.5
217800,Mark 38,Mark 14,VEV_4000,XIRECS,1263.0,1,1,1242,1263,1252.5,0.0,-3.0,1.0,21.0,True,False,wide,21,5252.0,-2.0
222900,Mark 14,Mark 38,VEV_4000,XIRECS,1236.0,3,1,1236,1257,1246.5,-1.0,4.0,-3.0,21.0,False,True,wide,22,5246.5,4.0
223300,Mark 38,Mark 14,VEV_4000,XIRECS,1257.0,2,1,1236,1257,1246.5,2.0,3.0,-4.0,21.0,True,False,wide,22,5246.5,3.0
224100,Mark 38,Mark 14,VEV_4000,XIRECS,1258.0,2,1,1237,1258,1247.5,1.0,6.5,-4.0,21.0,True,False,wide,22,5247.5,6.5
229100,Mark 38,Mark 14,VEV_4000,XIRECS,1258.0,1,1,1237,1258,1247.5,-1.0,-4.0,6.0,21.0,True,False,wide,22,5247.0,-3.5
235300,Mark 01,Mark 22,VEV_5400,XIRECS,16.0,3,1,16,17,16.5,0.0,0.5,1.0,1.0,False,True,tight_le2,23,5245.5,5.0
235300,Mark 01,Mark 22,VEV_5500,XIRECS,7.0,3,1,7,8,7.5,0.0,0.0,0.0,1.0,False,True,tight_le2,23,5245.5,5.0
235300,Mark 01,Mark 22,VEV_6000,XIRECS,0.0,3,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,23,5245.5,5.0
235300,Mark 01,Mark 22,VEV_6500,XIRECS,0.0,3,1,0,1,0.5,0.0,0.0,0.0,1.0,False,True,tight_le2,23,5245.5,5.0
250600,Mark 14,Mark 38,VEV_4000,XIRECS,1252.0,2,1,1252,1273,1262.5,1.0,4.5,-5.0,21.0,False,True,wide,1,5262.5,5.0
251600,Mark 38,Mark 14,VEV_4000,XIRECS,1275.0,3,1,1254,1275,1264.5,-1.0,0.0,-8.0,21.0,True,False,wide,1,5264.5,0.0
252500,Mark 01,Mark 22,VEV_5300,XIRECS,53.0,2,1,53,55,54.0,0.0,0.0,-4.0,2.0,False,True,tight_le2,1,5264.5,0.0
252500,Mark 01,Mark 22,VEV_5400,XIRECS,19.0,2,1,19,21,20.0,0.0,0.0,-2.0,2.0,False,True,tight_le2,1,5264.5,0.0
252500,Mark 01,Mark 22,VEV_5500,XIRECS,8.0,2,1,8,10,9.0,0.0,0.0,-1.0,2.0,False,True,tight_le2,1,5264.5,0.0
