csv_day,timestamp,bf_mid,bf_z
0,360300,10.0,-2.632
0,360600,10.0,-2.592
0,361000,10.0,-2.55
0,361200,10.0,-2.531
0,361600,9.5,-3.142
0,400900,13.0,2.851
0,401800,13.0,2.801
0,405900,13.0,2.528
0,406400,13.0,2.503
0,415900,13.5,2.986
0,416100,13.5,2.952
0,419700,13.5,2.601
0,419800,13.5,2.587
0,419900,13.5,2.568
0,430700,14.5,3.094
0,431000,14.5,3.049
0,431200,14.5,3.008
0,431800,14.5,2.94
0,431900,14.5,2.916
0,432400,14.5,2.852
0,432700,14.5,2.822
0,432900,14.5,2.791
0,433100,14.5,2.762
0,433200,14.5,2.749
0,433400,14.5,2.716
0,433600,14.5,2.689
0,433700,15.5,3.809
0,433900,14.5,2.618
0,434000,14.5,2.597
0,434300,14.5,2.559
0,434400,14.5,2.54
0,434600,14.5,2.507
0,438700,15.5,3.133
0,439000,15.5,3.083
0,439100,15.5,3.053
0,439300,15.5,3.016
0,440000,15.5,2.916
0,441300,15.5,2.78
0,441500,15.5,2.744
0,441700,15.5,2.709
0,441800,15.5,2.685
0,442000,15.5,2.653
0,443100,15.5,2.529
0,453700,16.5,2.53
0,460900,17.5,2.794
0,463400,17.5,2.557
0,508600,17.5,2.786
0,511100,17.5,2.687
0,513400,17.5,2.691
0,513600,17.5,2.664
0,514400,17.5,2.624
0,514500,17.5,2.601
0,515200,17.5,2.573
0,515300,17.5,2.556
0,515600,17.5,2.535
0,515800,17.5,2.508
0,529300,13.5,-3.092
0,529500,13.5,-3.048
0,532300,13.5,-2.824
0,536400,13.5,-2.645
0,536700,13.5,-2.612
0,616000,17.5,2.757
0,616200,17.5,2.73
0,616300,17.5,2.704
0,617100,17.5,2.633
0,618100,17.5,2.587
0,618200,17.5,2.565
0,619300,17.5,2.547
0,619600,17.5,2.516
0,621000,18.0,3.11
0,623000,18.0,2.96
0,625800,18.0,2.842
0,628700,18.0,2.683
0,629500,18.0,2.62
0,629600,18.0,2.597
0,630700,18.0,2.522
0,660300,14.5,-2.964
0,660900,14.5,-2.932
0,661100,14.5,-2.908
0,661300,14.5,-2.877
0,662600,14.5,-2.816
0,662700,14.5,-2.788
0,663100,14.5,-2.751
0,663300,14.5,-2.717
0,663400,14.5,-2.699
0,664300,14.5,-2.618
0,664400,14.5,-2.596
0,664600,14.5,-2.568
0,664800,14.5,-2.535
0,664900,14.5,-2.515
0,671800,13.5,-3.214
0,673400,13.5,-3.045
0,673600,13.5,-3.014
0,684200,13.5,-2.76
0,684800,13.5,-2.691
0,685000,13.5,-2.663
0,685500,13.5,-2.618
0,685700,13.5,-2.587
0,685800,13.5,-2.565
0,685900,13.5,-2.544
0,686000,13.5,-2.522
0,686800,13.0,-3.015
0,703300,12.5,-2.527
0,703800,12.5,-2.507
0,748800,12.0,-3.05
0,748900,12.0,-3.016
0,749700,12.0,-2.933
0,749800,12.0,-2.903
0,750500,12.0,-2.867
0,750600,12.0,-2.839
0,751100,12.0,-2.785
0,751200,12.0,-2.759
0,751400,12.0,-2.729
0,751600,11.5,-3.486
0,751900,11.5,-3.424
0,752000,12.0,-2.611
0,752100,11.5,-3.351
0,752500,12.0,-2.538
0,752700,12.0,-2.511
0,760500,15.5,2.754
0,762200,15.5,2.638
0,762800,15.5,2.574
0,776700,15.5,2.576
0,777300,15.5,2.538
0,806400,12.0,-2.846
0,852800,14.5,3.251
0,857600,14.5,3.063
0,858000,14.5,3.029
0,858100,14.5,2.995
0,858200,14.5,2.98
0,858400,14.5,2.954
0,858500,14.5,2.94
0,858800,14.5,2.9
0,859100,14.5,2.87
0,859400,14.5,2.841
0,860000,14.5,2.793
0,861800,14.5,2.689
0,862600,14.5,2.614
0,862700,14.5,2.596
0,862800,14.5,2.578
0,862900,14.5,2.556
0,863000,15.0,3.304
0,884300,15.0,2.728
0,887600,15.0,2.54
0,887700,15.0,2.519
0,901600,15.5,2.924
0,902200,15.5,2.873
0,903200,15.5,2.778
0,903400,15.5,2.745
0,903600,15.5,2.71
0,903800,15.5,2.689
0,903900,15.5,2.664
0,904000,15.5,2.64
0,904100,15.5,2.616
0,904200,15.5,2.593
0,904300,15.5,2.571
0,904400,15.5,2.549
0,904500,15.5,2.527
0,923700,12.0,-2.866
0,927300,12.0,-2.608
0,928000,12.0,-2.556
0,946800,16.5,2.828
0,946900,16.5,2.8
0,947800,16.5,2.704
0,949200,16.5,2.597
0,949500,16.5,2.554
0,954000,17.0,2.768
0,955500,17.0,2.633
0,955800,17.0,2.595
0,956100,17.0,2.574
0,956200,17.0,2.558
0,956400,17.0,2.537
0,956500,17.0,2.517
0,957100,17.5,2.918
0,957200,17.5,2.893
0,969500,18.0,2.521
1,60700,15.5,-2.718
1,61000,15.5,-2.691
1,88200,19.5,2.614
1,105800,15.5,-2.82
1,106200,15.5,-2.787
1,107100,15.5,-2.729
1,107200,15.5,-2.711
1,108600,15.5,-2.607
1,108700,15.5,-2.584
1,109200,15.5,-2.542
1,109500,15.5,-2.508
1,154000,18.5,3.363
1,155800,18.5,3.207
1,155900,18.5,3.17
1,156100,18.5,3.126
1,156300,18.5,3.096
1,156500,18.5,3.052
1,156700,18.5,3.009
1,156900,18.5,2.97
1,172900,18.5,2.877
1,173200,18.5,2.828
1,173400,18.5,2.795
1,173800,18.5,2.752
1,173900,18.5,2.726
1,174300,18.5,2.69
1,174500,18.5,2.66
1,174600,18.5,2.636
1,175200,18.5,2.605
1,175800,18.5,2.562
1,176500,18.5,2.532
1,177000,18.5,2.505
1,179500,19.0,2.974
1,185600,19.0,2.591
1,185700,19.5,3.245
1,186200,19.5,3.175
1,186300,19.5,3.149
1,186500,19.5,3.09
1,186600,19.5,3.056
1,186800,19.5,3.015
1,187100,19.5,2.964
1,187500,19.5,2.906
1,187900,19.5,2.837
1,188000,19.5,2.81
1,188100,19.5,2.783
1,188300,19.5,2.753
1,189200,19.5,2.617
1,190600,19.5,2.507
1,195000,20.5,3.229
1,195400,20.0,2.644
1,248300,15.5,-2.844
1,248600,15.5,-2.795
1,249800,15.0,-3.371
1,251900,15.5,-2.523
1,252600,15.5,-2.521
1,282500,15.0,-2.699
1,287400,14.5,-3.011
1,288200,14.5,-2.904
1,289500,14.5,-2.783
1,289900,14.5,-2.712
1,290000,14.5,-2.688
1,290800,14.5,-2.599
1,291100,14.5,-2.55
1,291200,14.5,-2.528
1,291300,14.5,-2.507
1,294100,13.5,-3.305
1,294400,14.0,-2.691
1,294600,14.0,-2.65
1,294800,14.0,-2.611
1,294900,14.0,-2.588
1,295200,14.0,-2.549
1,295300,14.0,-2.528
1,295400,14.0,-2.508
1,319900,18.5,3.013
1,324900,18.5,2.702
1,326600,18.5,2.569
1,327700,18.5,2.532
1,331900,19.0,2.555
1,332100,19.5,2.925
1,332500,19.5,2.863
1,386200,20.5,2.7
1,387000,20.5,2.711
1,387500,20.5,2.689
1,387900,20.5,2.662
1,389000,20.5,2.661
1,389200,20.5,2.632
1,389300,20.5,2.609
1,389600,20.5,2.601
1,389800,20.5,2.577
1,390000,20.5,2.551
1,390300,20.5,2.533
1,390500,20.5,2.517
1,391600,21.5,3.718
1,391700,21.5,3.683
1,398400,21.5,3.222
1,400300,21.5,3.026
1,410200,21.5,2.648
1,412400,21.5,2.51
1,419800,22.5,3.276
1,420000,22.0,2.66
1,420100,22.0,2.636
1,430300,22.5,2.962
1,447800,18.5,-2.867
1,450600,18.5,-2.8
1,452600,18.5,-2.801
1,454400,18.5,-2.794
1,454500,18.5,-2.775
1,461600,18.5,-2.706
1,461800,18.5,-2.681
1,462200,18.5,-2.614
1,462600,18.5,-2.57
1,477800,17.5,-2.75
1,511100,17.5,-2.673
1,511300,17.5,-2.634
1,511700,17.5,-2.594
1,512000,17.5,-2.564
1,537500,22.0,2.722
1,537900,22.0,2.698
1,538500,22.0,2.662
1,538800,22.0,2.657
1,539800,22.0,2.598
1,547000,22.5,2.703
1,548000,22.5,2.61
1,548900,22.5,2.519
1,553800,23.0,2.522
1,556600,23.5,2.613
1,607400,23.5,2.801
1,608600,23.5,2.767
1,608700,23.5,2.741
1,608900,23.5,2.714
1,609300,23.5,2.666
1,609900,23.5,2.618
1,610300,23.5,2.588
1,611700,23.5,2.535
1,611800,23.5,2.514
1,665500,20.5,-2.7
1,665800,20.5,-2.655
1,667200,20.5,-2.544
1,667300,20.5,-2.529
1,667500,20.5,-2.514
1,674700,20.5,-2.558
1,675100,20.0,-3.192
1,675400,20.0,-3.155
1,675500,20.0,-3.124
1,676300,20.0,-3.032
1,676800,20.0,-2.969
1,677300,20.0,-2.926
1,677700,20.0,-2.888
1,683800,19.5,-3.145
1,684200,20.0,-2.509
1,684400,19.5,-3.069
1,685500,19.5,-2.94
1,685800,19.5,-2.883
1,686500,19.5,-2.788
1,687300,19.5,-2.706
1,687400,19.5,-2.682
1,687500,19.5,-2.662
1,687800,19.0,-3.15
1,688200,19.5,-2.576
1,688300,19.0,-3.084
1,688500,19.5,-2.515
1,688900,18.5,-3.449
1,689300,19.0,-2.855
1,689500,19.0,-2.813
1,689600,19.0,-2.79
1,689700,19.0,-2.765
1,689800,18.5,-3.222
1,689900,18.5,-3.183
1,690200,18.5,-3.111
1,690500,18.5,-3.046
1,690700,19.0,-2.537
1,690900,19.0,-2.504
1,691100,18.5,-2.914
1,692200,18.5,-2.766
1,692500,18.5,-2.717
1,693500,18.5,-2.565
1,693600,18.5,-2.545
1,693900,18.5,-2.503
1,694700,18.0,-2.757
1,694800,17.5,-3.123
1,694900,18.0,-2.701
1,695600,18.0,-2.579
1,695700,17.5,-2.932
1,695800,17.5,-2.901
1,704000,16.5,-2.757
1,704400,16.5,-2.694
1,732600,14.0,-2.595
1,780700,19.0,2.637
1,780800,19.0,2.613
1,784400,19.0,2.555
1,786300,19.0,2.507
1,802400,19.5,2.872
1,802600,19.5,2.836
1,802700,19.5,2.81
1,802800,19.5,2.785
1,803100,19.5,2.741
1,803200,19.5,2.716
1,803300,19.5,2.691
1,803400,19.5,2.669
1,804600,19.5,2.571
1,805000,19.5,2.529
1,810500,20.0,2.989
1,811300,20.0,2.881
1,812300,20.5,3.393
1,813400,20.0,2.671
1,813800,20.0,2.607
1,813900,20.0,2.584
1,814000,20.5,3.145
1,814100,20.0,2.531
1,814200,20.0,2.509
1,814500,20.5,3.03
1,814800,20.5,2.961
1,815200,20.5,2.894
1,815300,20.5,2.865
1,815400,20.5,2.845
1,815500,20.5,2.816
1,815600,20.5,2.797
1,815900,20.5,2.766
1,816300,20.5,2.721
1,816400,20.5,2.699
1,816500,20.5,2.674
1,853600,16.0,-2.688
1,853800,16.0,-2.654
1,854100,15.5,-3.155
1,854400,16.0,-2.539
1,854500,16.0,-2.518
1,854600,15.5,-3.041
1,855000,15.5,-2.949
1,855200,15.5,-2.897
1,855400,15.5,-2.847
1,855500,15.5,-2.818
1,871300,20.0,2.524
1,872800,20.5,2.941
1,873800,20.5,2.815
1,873900,20.5,2.788
1,875100,20.5,2.644
1,875500,20.5,2.595
1,875700,20.5,2.563
1,877000,21.0,2.972
1,920500,15.0,-2.809
1,921200,15.0,-2.724
1,923100,15.0,-2.525
1,924600,14.5,-2.8
1,925200,14.5,-2.721
1,925500,14.5,-2.691
1,925600,14.5,-2.67
1,926100,14.5,-2.622
1,926200,14.5,-2.603
1,926300,14.5,-2.581
1,926600,14.5,-2.552
1,943900,20.0,2.828
1,944300,20.0,2.77
1,944500,20.5,3.169
1,944900,20.0,2.692
2,56700,19.0,2.756
2,57000,19.0,2.734
2,57300,19.0,2.688
2,58100,19.5,3.271
2,58900,19.5,3.165
2,59200,19.5,3.094
2,59400,19.5,3.037
2,59500,20.0,3.651
2,59800,19.5,2.935
2,59900,19.5,2.906
2,60100,19.5,2.867
2,60200,19.5,2.839
2,60400,19.5,2.802
2,61400,19.5,2.7
2,62000,19.5,2.643
2,113300,19.5,2.593
2,113800,19.5,2.559
2,114600,19.5,2.529
2,141500,16.5,-2.739
2,143900,16.0,-3.669
2,144000,16.5,-2.794
2,144200,16.5,-2.768
2,144700,16.5,-2.747
2,144800,16.0,-3.531
2,145000,16.5,-2.694
2,145100,16.0,-3.466
2,145200,16.0,-3.419
2,145300,16.0,-3.378
2,145400,16.5,-2.561
2,145500,16.5,-2.539
2,145600,16.5,-2.522
2,145700,16.5,-2.505
2,145800,16.0,-3.245
2,147100,16.0,-3.05
2,149300,16.0,-2.793
2,149600,16.0,-2.745
2,149700,16.0,-2.722
2,149800,15.5,-3.351
2,150000,16.0,-2.651
2,150200,16.0,-2.613
2,150300,16.0,-2.59
2,150900,15.5,-3.13
2,151100,15.5,-3.087
2,151200,15.5,-3.052
2,151600,15.5,-2.981
2,151700,15.5,-2.949
2,151800,15.5,-2.918
2,152000,15.5,-2.867
2,152100,15.5,-2.838
2,152200,15.0,-3.377
2,152400,15.5,-2.759
2,152700,15.5,-2.704
2,153000,15.0,-3.191
2,153300,15.5,-2.586
2,153500,15.0,-3.079
2,153600,15.5,-2.52
2,155000,15.0,-2.833
2,155300,15.0,-2.79
2,155700,14.5,-3.202
2,156100,15.0,-2.65
2,156500,15.0,-2.594
2,156700,15.0,-2.556
2,203100,18.0,2.531
2,221400,18.5,2.794
2,221500,18.5,2.767
2,228500,18.5,2.875
2,235000,15.5,-2.534
2,239300,18.5,2.91
2,241800,15.0,-3.324
2,242800,15.0,-3.244
2,246900,15.0,-3.088
2,247200,15.0,-3.016
2,247400,15.0,-2.979
2,247600,15.0,-2.942
2,249900,15.0,-2.793
2,250100,15.0,-2.762
2,251700,15.0,-2.615
2,258500,15.0,-2.51
2,261200,14.5,-2.966
2,261300,14.5,-2.934
2,261400,14.5,-2.903
2,261500,14.5,-2.874
2,263200,14.5,-2.676
2,263600,14.5,-2.608
2,263900,14.5,-2.558
2,264300,14.5,-2.522
2,264600,14.0,-3.08
2,264700,14.0,-3.045
2,265000,14.0,-2.976
2,265600,14.0,-2.914
2,265700,14.0,-2.884
2,266300,14.0,-2.802
2,266400,13.5,-3.322
2,266500,13.5,-3.28
2,266600,14.0,-2.702
2,266700,14.0,-2.677
2,266900,14.0,-2.643
2,267300,14.0,-2.61
2,267600,14.0,-2.583
2,267700,14.0,-2.561
2,301600,18.5,2.869
2,303400,18.5,2.674
2,303500,18.5,2.659
2,305500,18.5,2.574
2,318400,18.5,2.754
2,318500,18.5,2.732
2,327000,18.5,2.705
2,327400,18.5,2.664
2,329800,18.5,2.512
2,346000,18.5,2.561
2,346300,18.5,2.533
2,351100,19.5,4.109
2,351500,19.0,3.117
2,351700,19.5,3.924
2,352100,19.0,2.985
2,352300,19.5,3.754
2,352400,19.5,3.697
2,352500,19.5,3.648
2,352700,19.5,3.59
2,353000,19.0,2.746
2,353300,19.5,3.453
2,353400,19.5,3.422
2,354100,19.5,3.323
2,365900,19.5,2.723
2,366100,19.5,2.693
2,367600,19.5,2.607
2,368800,19.5,2.502
2,370000,20.0,3.011
2,370900,20.5,3.465
2,371900,20.0,2.695
2,372000,20.0,2.671
2,372200,20.5,3.229
2,374800,20.5,2.936
2,375100,20.5,2.88
2,375600,20.5,2.784
2,376000,20.5,2.734
2,376400,20.5,2.697
2,377400,20.5,2.591
2,386200,21.5,2.935
2,386400,21.5,2.895
2,388300,21.5,2.678
2,388400,21.5,2.656
2,388500,21.5,2.633
2,388900,21.5,2.568
2,389400,21.5,2.516
2,389900,22.0,2.868
2,390200,22.0,2.811
2,398600,22.5,2.77
2,398800,22.5,2.735
2,399000,22.5,2.703
2,400700,22.5,2.552
2,401100,22.5,2.51
2,402300,23.0,2.726
2,403500,23.0,2.555
2,412000,24.0,2.648
2,445300,19.5,-2.928
2,445800,19.5,-2.93
2,445900,19.5,-2.911
2,446100,19.5,-2.905
2,447000,19.5,-2.879
2,448500,19.5,-2.758
2,449100,19.5,-2.691
2,449200,19.5,-2.666
2,449500,19.5,-2.617
2,449600,19.5,-2.598
2,450000,19.5,-2.556
2,482200,18.5,-2.997
2,482700,18.5,-2.913
2,482800,18.5,-2.889
2,492000,18.5,-2.834
2,500500,18.5,-2.701
2,515800,18.5,-2.668
2,516300,18.5,-2.619
2,516500,18.5,-2.594
2,516600,18.5,-2.585
2,516900,18.5,-2.55
2,517000,18.5,-2.529
2,518100,18.5,-2.531
2,562000,22.0,2.545
2,562200,22.0,2.528
2,568100,22.5,3.049
2,569500,22.5,2.908
2,570000,22.5,2.853
2,576200,22.5,2.666
2,579200,23.0,2.944
2,583500,23.0,2.678
2,584800,23.0,2.536
2,584900,23.0,2.514
2,585300,23.5,2.995
2,586100,23.5,2.852
2,586300,23.5,2.813
2,586500,23.5,2.774
2,586700,23.5,2.739
2,587300,23.5,2.651
2,587900,23.5,2.565
2,588200,23.5,2.516
2,599200,18.5,-2.628
2,602400,18.0,-2.727
2,606000,17.5,-2.831
2,606200,17.5,-2.795
2,606700,17.5,-2.711
2,606800,17.5,-2.687
2,607300,17.5,-2.638
2,607400,17.5,-2.618
2,607500,17.5,-2.598
2,656800,17.0,-2.763
2,659800,17.0,-2.622
2,660000,17.0,-2.59
2,665600,16.5,-2.845
2,665700,16.5,-2.817
2,666700,16.5,-2.722
2,667200,16.5,-2.684
2,667800,16.5,-2.602
2,668000,16.5,-2.567
2,668100,16.5,-2.545
2,668200,16.5,-2.524
2,668300,16.5,-2.502
2,668400,16.0,-3.014
2,669000,16.0,-2.923
2,670200,16.0,-2.7
2,670300,16.0,-2.681
2,670500,15.5,-3.135
2,670800,15.5,-3.082
2,671000,16.0,-2.565
2,671100,15.5,-3.023
2,671200,15.5,-2.996
2,671300,15.5,-2.969
2,671800,15.5,-2.922
2,672300,15.5,-2.874
2,672600,15.5,-2.834
2,672900,15.5,-2.78
2,673000,15.5,-2.754
2,673100,15.5,-2.73
2,673200,15.0,-3.167
2,673300,15.5,-2.684
2,673400,15.5,-2.663
2,673500,15.5,-2.641
2,673700,15.5,-2.601
2,673900,15.5,-2.565
2,674000,15.5,-2.546
2,674100,15.5,-2.524
2,674200,15.0,-2.934
2,674300,15.0,-2.906
2,674900,15.0,-2.799
2,675000,15.0,-2.773
2,675400,15.0,-2.721
2,675500,15.0,-2.695
2,675900,15.0,-2.624
2,676200,15.0,-2.583
2,676400,15.0,-2.545
2,676600,14.5,-2.898
2,678600,14.5,-2.654
2,680400,14.0,-2.725
2,681200,14.0,-2.617
2,681700,14.0,-2.528
2,682000,13.5,-2.799
2,682700,13.5,-2.665
2,683500,13.5,-2.538
2,713300,18.5,2.579
2,715200,18.5,2.688
2,715300,18.5,2.674
2,715400,18.5,2.661
2,715500,18.5,2.648
2,715600,18.5,2.627
2,715900,18.5,2.596
2,716900,18.5,2.574
2,717000,18.5,2.568
2,717100,18.5,2.556
2,717300,18.5,2.527
2,717400,18.5,2.515
2,717800,19.0,2.913
2,718300,19.0,2.824
2,718800,19.0,2.776
2,718900,19.0,2.751
2,719200,19.0,2.703
2,719400,19.5,3.092
2,719700,19.0,2.621
