day,timestamp,buyer,seller,pair_order,aggr,joint_tight,k5,k20,k100
3,671800,Mark 01,Mark 22,01_22,sell_aggr,True,0.0,3.5,2.5
3,671900,Mark 01,Mark 22,01_22,sell_aggr,True,-1.0,3.0,1.5
3,689900,Mark 01,Mark 22,01_22,sell_aggr,True,1.0,1.0,2.0
3,699400,Mark 01,Mark 22,01_22,sell_aggr,True,0.0,-1.0,3.0
3,705400,Mark 01,Mark 22,01_22,sell_aggr,True,-0.5,0.5,5.0
3,708800,Mark 01,Mark 22,01_22,sell_aggr,True,1.0,4.0,3.0
3,730000,Mark 01,Mark 22,01_22,sell_aggr,True,-2.0,-3.0,-5.0
3,741100,Mark 01,Mark 22,01_22,sell_aggr,True,0.5,1.0,-3.0
3,753700,Mark 01,Mark 22,01_22,sell_aggr,True,0.5,0.5,-3.0
3,785100,Mark 01,Mark 22,01_22,sell_aggr,True,1.5,1.5,1.5
3,793100,Mark 01,Mark 22,01_22,sell_aggr,True,0.0,0.0,0.5
3,820200,Mark 01,Mark 22,01_22,sell_aggr,True,0.0,-0.5,-4.0
3,834400,Mark 01,Mark 22,01_22,sell_aggr,True,-1.0,-1.5,0.0
3,864100,Mark 01,Mark 22,01_22,sell_aggr,True,0.0,1.5,2.5
3,868300,Mark 01,Mark 22,01_22,sell_aggr,True,0.5,-1.0,-0.5
3,877600,Mark 01,Mark 22,01_22,sell_aggr,True,-0.5,-1.0,-1.5
3,890900,Mark 01,Mark 22,01_22,sell_aggr,True,0.0,2.5,6.0
3,894300,Mark 01,Mark 22,01_22,sell_aggr,True,-1.0,-0.5,4.5
3,918500,Mark 01,Mark 22,01_22,sell_aggr,True,0.0,1.5,2.0
3,977300,Mark 01,Mark 22,01_22,sell_aggr,True,-1.0,-2.0,-4.0
